CAN Message; 0x1b8:03005d0cbeb8781f
1739209833.0729284;-45.120503652039325
1739209833.072936;-38.13080360867914
1739209833.0729437;-35.57807855764607
1739209833.0729513;-33.981070128970906
1739209833.072959;-38.13080360867914
1739209833.0729666;-38.13080360867914
1739209833.0729742;-45.120503652039325
1739209833.0729818;-35.57807855764607
1739209833.0729892;-35.57807855764607
1739209833.0729969;-45.120503652039325
1739209833.0730045;-45.120503652039325
1739209833.073012;-45.120503652039325
1739209833.0730197;-45.120503652039325
1739209833.0730274;-45.120503652039325
1739209833.073035;-45.120503652039325
1739209833.0730426;-35.57807855764607
1739209833.0730503;-45.120503652039325
1739209833.073058;-35.57807855764607
1739209833.0730655;-32.816014438256545
1739209833.0730731;-38.13080360867914
1739209833.0730808;-32.816014438256545
1739209833.0730884;-38.13080360867914
1739209833.073096;-38.13080360867914
1739209833.0731037;-45.120503652039325
1739209833.073111;-45.120503652039325
1739209833.0731187;-45.120503652039325
1739209833.0731263;-38.13080360867914
1739209833.073134;-38.13080360867914
1739209833.0731416;-45.120503652039325
1739209833.0731492;-38.13080360867914
1739209833.0731568;-38.13080360867914
1739209833.0731645;-45.120503652039325
1739209833.073172;-45.120503652039325
1739209833.0731797;-38.13080360867914
1739209833.0731874;-38.13080360867914
1739209833.073195;-45.120503652039325
1739209833.0732026;-45.120503652039325
1739209833.0732102;-38.13080360867914
1739209833.0732179;-38.13080360867914
1739209833.0732255;-35.57807855764607
1739209833.073233;-45.120503652039325
1739209833.0732405;-45.120503652039325
1739209833.0732481;-45.120503652039325
1739209833.0732558;-38.13080360867914
1739209833.0732634;-38.13080360867914
1739209833.073271;-45.120503652039325
1739209833.0732787;-45.120503652039325
1739209833.0732863;-45.120503652039325
1739209833.073294;-45.120503652039325
1739209833.0733016;-45.120503652039325
1739209833.0733092;-45.120503652039325
1739209833.0733168;-45.120503652039325
1739209833.0733244;-45.120503652039325
1739209833.073332;-45.120503652039325
1739209833.0733397;-45.120503652039325
1739209833.0733473;-31.141103565318915
1739209833.0733547;-32.816014438256545
1739209833.0733624;-38.13080360867914
1739209833.07337;-45.120503652039325
1739209833.0733776;-28.992665084841942
1739209833.0733852;-35.57807855764607
1739209833.0733929;-45.120503652039325
1739209833.0734005;-45.120503652039325
1739209833.0734081;-38.13080360867914
1739209833.0734158;-38.13080360867914
1739209833.0734234;-38.13080360867914
1739209833.073431;-45.120503652039325
1739209833.0734386;-45.120503652039325
1739209833.0734463;-35.57807855764607
1739209833.073454;-38.13080360867914
1739209833.0734615;-38.13080360867914
1739209833.0734692;-45.120503652039325
1739209833.0734768;-45.120503652039325
1739209833.0734842;-45.120503652039325
1739209833.0734918;-45.120503652039325
1739209833.0734994;-45.120503652039325
1739209833.073507;-45.120503652039325
1739209833.0735147;-45.120503652039325
1739209833.0735223;-45.120503652039325
1739209833.07353;-28.58837851428586
1739209833.0735376;-32.816014438256545
1739209833.0735452;-45.120503652039325
1739209833.0735528;-38.13080360867914
1739209833.0735605;-35.57807855764607
1739209833.073568;-33.981070128970906
1739209833.0735757;-45.120503652039325
1739209833.0735834;-45.120503652039325
1739209833.073591;-38.13080360867914
1739209833.0735986;-45.120503652039325
1739209833.073606;-38.13080360867914
1739209833.0736136;-45.120503652039325
1739209833.0736213;-45.120503652039325
1739209833.073629;-45.120503652039325
1739209833.0736365;-45.120503652039325
1739209833.0736442;-45.120503652039325
1739209833.0736518;-35.57807855764607
1739209833.0736594;-38.13080360867914
1739209833.073667;-45.120503652039325
1739209833.0736747;-45.120503652039325
1739209833.0736823;-45.120503652039325
1739209833.07369;-38.13080360867914
1739209833.0736976;-33.981070128970906
1739209833.0737052;-45.120503652039325
1739209833.0737128;-35.57807855764607
1739209833.0737205;-32.816014438256545
1739209833.0737278;-45.120503652039325
1739209833.0737355;-38.13080360867914
1739209833.073743;-38.13080360867914
1739209833.0737507;-45.120503652039325
1739209833.0737584;-45.120503652039325
1739209833.073766;-38.13080360867914
1739209833.0737736;-45.120503652039325
1739209833.0737813;-45.120503652039325
1739209833.073789;-38.13080360867914
1739209833.0737965;-38.13080360867914
1739209833.0738041;-45.120503652039325
1739209833.0738118;-45.120503652039325
1739209833.0738194;-35.57807855764607
1739209833.073827;-45.120503652039325
1739209833.0738347;-35.57807855764607
1739209833.0738423;-28.21854285175415
1739209833.0738497;-32.816014438256545
1739209833.0738573;-32.816014438256545
1739209833.073865;-38.13080360867914
1739209833.0738726;-38.13080360867914
1739209833.0738802;-45.120503652039325
1739209833.0738878;-33.981070128970906
1739209833.0738955;-45.120503652039325
1739209833.073903;-38.13080360867914
1739209833.0739107;-38.13080360867914
1739209833.0739183;-38.13080360867914
1739209833.073926;-38.13080360867914
1739209833.0739336;-38.13080360867914
1739209833.0739412;-38.13080360867914
1739209833.0739489;-45.120503652039325
1739209833.0739565;-35.57807855764607
1739209833.073964;-26.487275050834715
1739209833.0739717;-38.13080360867914
1739209833.0739791;-45.120503652039325
1739209833.0739868;-35.57807855764607
1739209833.0739944;-35.57807855764607
1739209833.074002;-45.120503652039325
1739209833.0740097;-45.120503652039325
1739209833.0740173;-45.120503652039325
1739209833.074025;-45.120503652039325
1739209833.0740325;-38.13080360867914
1739209833.0740402;-45.120503652039325
1739209833.0740478;-33.981070128970906
1739209833.0740554;-38.13080360867914
1739209833.074063;-38.13080360867914
1739209833.0740707;-45.120503652039325
1739209833.0740783;-33.981070128970906
1739209833.074086;-38.13080360867914
1739209833.0740936;-38.13080360867914
1739209833.074101;-45.120503652039325
1739209833.0741086;-45.120503652039325
1739209833.0741162;-45.120503652039325
1739209833.0741239;-38.13080360867914
1739209833.0741315;-45.120503652039325
1739209833.074139;-38.13080360867914
1739209833.0741467;-30.49652367304973
1739209833.0741544;-38.13080360867914
1739209833.074162;-45.120503652039325
1739209833.0741696;-35.57807855764607
1739209833.0741773;-32.816014438256545
1739209833.074185;-38.13080360867914
1739209833.0741925;-38.13080360867914
1739209833.0742002;-45.120503652039325
1739209833.0742078;-45.120503652039325
1739209833.0742154;-45.120503652039325
1739209833.0742228;-38.13080360867914
1739209833.0742304;-45.120503652039325
1739209833.074238;-45.120503652039325
1739209833.0742457;-33.981070128970906
1739209833.0742533;-35.57807855764607
1739209833.074261;-38.13080360867914
1739209833.0742686;-35.57807855764607
1739209833.0742762;-38.13080360867914
1739209833.0742838;-45.120503652039325
1739209833.0742915;-45.120503652039325
1739209833.074299;-45.120503652039325
1739209833.0743067;-45.120503652039325
1739209833.0743144;-38.13080360867914
1739209833.074322;-38.13080360867914
1739209833.0743296;-38.13080360867914
1739209833.0743372;-38.13080360867914
1739209833.0743446;-38.13080360867914
1739209833.0743523;-45.120503652039325
1739209833.07436;-38.13080360867914
1739209833.0743675;-45.120503652039325
1739209833.0743752;-38.13080360867914
1739209833.0743828;-38.13080360867914
1739209833.0743904;-45.120503652039325
1739209833.074398;-38.13080360867914
1739209833.0744057;-45.120503652039325
1739209833.0744133;-45.120503652039325
1739209833.074421;-45.120503652039325
1739209833.0744286;-45.120503652039325
1739209833.0744362;-38.13080360867914
1739209833.0744438;-45.120503652039325
1739209833.0744514;-45.120503652039325
1739209833.074459;-33.981070128970906
1739209833.0744667;-45.120503652039325
1739209833.074474;-38.13080360867914
1739209833.0744817;-45.120503652039325
1739209833.0744894;-33.981070128970906
1739209833.074497;-38.13080360867914
1739209833.0745046;-45.120503652039325
1739209833.0745122;-38.13080360867914
1739209833.0745199;-38.13080360867914
1739209833.0745275;-45.120503652039325
1739209833.0745351;-45.120503652039325
1739209833.0745428;-38.13080360867914
1739209833.0745504;-38.13080360867914
1739209833.074558;-45.120503652039325
1739209833.0745656;-45.120503652039325
1739209833.0745733;-38.13080360867914
1739209833.074581;-45.120503652039325
1739209833.0745885;-45.120503652039325
1739209833.074596;-35.57807855764607
1739209833.0746036;-33.981070128970906
1739209833.0746112;-45.120503652039325
1739209833.0746188;-45.120503652039325
1739209833.0746264;-35.57807855764607
1739209833.074634;-38.13080360867914
1739209833.0746417;-33.981070128970906
1739209833.0746493;-45.120503652039325
1739209833.074657;-33.981070128970906
1739209833.0746646;-33.981070128970906
1739209833.0746722;-38.13080360867914
1739209833.0746799;-45.120503652039325
1739209833.0746875;-33.981070128970906
1739209833.074695;-32.816014438256545
1739209833.0747027;-33.981070128970956
1739209833.0747104;-45.120503652039325
1739209833.0747178;-35.57807855764607
1739209833.0747254;-38.13080360867914
1739209833.074733;-45.120503652039325
1739209833.0747406;-38.13080360867914
1739209833.0747483;-38.13080360867914
1739209833.074756;-38.13080360867914
1739209833.0747635;-27.267205301931607
1739209833.0747712;-33.981070128970906
1739209833.0747788;-45.120503652039325
1739209833.0747864;-45.120503652039325
1739209833.074794;-33.981070128970906
1739209833.0748017;-45.120503652039325
1739209833.0748093;-45.120503652039325
1739209833.074817;-38.13080360867914
1739209833.0748246;-33.981070128970956
1739209833.0748322;-38.13080360867914
1739209833.0748396;-38.13080360867914
1739209833.0748472;-38.13080360867914
1739209833.0748549;-38.13080360867914
1739209833.0748625;-45.120503652039325
1739209833.07487;-45.120503652039325
1739209833.0748777;-38.13080360867914
1739209833.0748854;-38.13080360867914
1739209833.074893;-35.57807855764607
1739209833.0749006;-38.13080360867914
1739209833.0749083;-45.120503652039325
1739209833.074916;-38.13080360867914
1739209833.0749235;-45.120503652039325
1739209833.0749311;-45.120503652039325
1739209833.0749388;-45.120503652039325
1739209833.0749464;-31.141103565318915
1739209833.074954;-38.13080360867914
1739209833.0749617;-45.120503652039325
1739209833.074969;-45.120503652039325
1739209833.0749767;-38.13080360867914
1739209833.0749843;-38.13080360867914
1739209833.074992;-45.120503652039325
1739209833.0749996;-38.13080360867914
1739209833.0750072;-38.13080360867914
1739209833.0750148;-45.120503652039325
1739209833.0750225;-38.13080360867914
1739209833.07503;-38.13080360867914
1739209833.0750377;-45.120503652039325
1739209833.0750453;-38.13080360867914
1739209833.075053;-38.13080360867914
1739209833.0750606;-45.120503652039325
1739209833.0750682;-29.438486411369333
1739209833.0750759;-30.49652367304973
1739209833.0750835;-38.13080360867914
1739209833.075091;-35.57807855764607
1739209833.0750985;-38.13080360867914
1739209833.0751061;-45.120503652039325
1739209833.0751138;-38.13080360867914
1739209833.0751214;-35.57807855764607
1739209833.075129;-45.120503652039325
1739209833.0751367;-45.120503652039325
1739209833.0751443;-38.13080360867914
1739209833.075152;-45.120503652039325
1739209833.0751595;-38.13080360867914
1739209833.0751672;-38.13080360867914
1739209833.0751748;-38.13080360867914
1739209833.0751824;-38.13080360867914
1739209833.07519;-35.57807855764607
1739209833.0751977;-38.13080360867914
1739209833.0752053;-45.120503652039325
1739209833.0752127;-45.120503652039325
1739209833.0752203;-45.120503652039325
1739209833.075228;-45.120503652039325
1739209833.0752356;-33.981070128970906
1739209833.0752432;-45.120503652039325
1739209833.0752509;-38.13080360867914
1739209833.0752585;-35.57807855764607
1739209833.0752661;-45.120503652039325
1739209833.0752738;-45.120503652039325
1739209833.0752814;-45.120503652039325
1739209833.075289;-45.120503652039325
1739209833.0752966;-45.120503652039325
1739209833.0753043;-38.13080360867914
1739209833.075312;-45.120503652039325
1739209833.0753195;-45.120503652039325
1739209833.0753272;-35.57807855764607
1739209833.0753345;-35.57807855764607
1739209833.0753422;-45.120503652039325
1739209833.0753498;-38.13080360867914
1739209833.0753574;-35.57807855764607
1739209833.075365;-38.13080360867914
1739209833.0753727;-45.120503652039325
1739209833.0753803;-33.981070128970906
1739209833.075388;-38.13080360867914
1739209833.0753956;-45.120503652039325
1739209833.0754032;-45.120503652039325
1739209833.0754108;-45.120503652039325
1739209833.0754185;-45.120503652039325
1739209833.075426;-45.120503652039325
1739209833.0754337;-38.13080360867914
1739209833.0754414;-38.13080360867914
1739209833.075449;-45.120503652039325
1739209833.0754566;-45.120503652039325
1739209833.075464;-38.13080360867914
1739209833.0754716;-35.57807855764607
1739209833.0754793;-45.120503652039325
1739209833.075487;-45.120503652039325
1739209833.0754945;-38.13080360867914
1739209833.0755022;-31.141103565318915
1739209833.0755098;-32.816014438256545
1739209833.0755174;-38.13080360867914
1739209833.075525;-38.13080360867914
1739209833.0755327;-38.13080360867914
1739209833.0755403;-38.13080360867914
1739209833.075548;-38.13080360867914
1739209833.0755556;-38.13080360867914
1739209833.0755632;-38.13080360867914
1739209833.0755708;-45.120503652039325
1739209833.0755785;-45.120503652039325
1739209833.0755858;-32.816014438256545
1739209833.0755935;-32.816014438256545
1739209833.075601;-45.120503652039325
1739209833.0756087;-45.120503652039325
1739209833.0756164;-38.13080360867914
1739209833.075624;-33.981070128970906
1739209833.0756316;-38.13080360867914
1739209833.0756392;-35.57807855764607
1739209833.0756469;-45.120503652039325
1739209833.0756545;-38.13080360867914
1739209833.0756621;-38.13080360867914
1739209833.0756698;-38.13080360867914
1739209833.0756774;-38.13080360867914
1739209833.075685;-45.120503652039325
1739209833.0756927;-38.13080360867914
1739209833.0757003;-45.120503652039325
1739209833.0757077;-45.120503652039325
1739209833.0757153;-45.120503652039325
1739209833.075723;-33.981070128970906
1739209833.0757306;-35.57807855764607
1739209833.0757382;-45.120503652039325
1739209833.0757458;-35.57807855764607
1739209833.0757535;-33.981070128970906
1739209833.075761;-38.13080360867914
1739209833.0757687;-38.13080360867914
1739209833.0757763;-45.120503652039325
1739209833.075784;-31.141103565318915
1739209833.0757916;-31.141103565318915
1739209833.0757992;-45.120503652039325
1739209833.0758069;-33.981070128970906
1739209833.0758145;-31.141103565318915
1739209833.075822;-35.57807855764607
1739209833.0758295;-45.120503652039325
1739209833.0758371;-45.120503652039325
1739209833.0758448;-45.120503652039325
1739209833.0758524;-38.13080360867914
1739209833.07586;-38.13080360867914
1739209833.0758677;-45.120503652039325
1739209833.0758753;-33.981070128970906
1739209833.075883;-33.981070128970906
1739209833.0758905;-38.13080360867914
1739209833.0758982;-38.13080360867914
1739209833.0759058;-38.13080360867914
1739209833.0759134;-38.13080360867914
1739209833.075921;-38.13080360867914
1739209833.0759287;-38.13080360867914
1739209833.0759363;-33.981070128970906
1739209833.075944;-45.120503652039325
1739209833.0759516;-45.120503652039325
1739209833.075959;-35.57807855764607
1739209833.0759666;-38.13080360867914
1739209833.0759742;-45.120503652039325
1739209833.0759819;-38.13080360867914
1739209833.0759895;-38.13080360867914
1739209833.075997;-29.438486411369347
1739209833.0760047;-38.13080360867914
1739209833.0760124;-38.13080360867914
1739209833.07602;-38.13080360867914
1739209833.0760276;-38.13080360867914
1739209833.0760353;-45.120503652039325
1739209833.076043;-38.13080360867914
1739209833.0760505;-38.13080360867914
1739209833.0760581;-28.992665084841942
1739209833.0760658;-45.120503652039325
1739209833.0760734;-45.120503652039325
1739209833.0760808;-45.120503652039325
1739209833.0760884;-45.120503652039325
1739209833.076096;-45.120503652039325
1739209833.0761037;-45.120503652039325
1739209833.0761113;-38.13080360867914
1739209833.076119;-38.13080360867914
1739209833.0761266;-45.120503652039325
1739209833.0761342;-45.120503652039325
1739209833.0761418;-38.13080360867914
1739209833.0761495;-35.57807855764607
1739209833.076157;-45.120503652039325
1739209833.0761647;-38.13080360867914
1739209833.0761724;-38.13080360867914
1739209833.07618;-38.13080360867914
1739209833.0761876;-38.13080360867914
1739209833.0761952;-38.13080360867914
1739209833.0762026;-45.120503652039325
1739209833.0762103;-45.120503652039325
1739209833.076218;-35.57807855764607
1739209833.0762255;-38.13080360867914
1739209833.0762331;-45.120503652039325
1739209833.0762408;-31.141103565318915
1739209833.0762484;-38.13080360867914
1739209833.076256;-45.120503652039325
1739209833.0762637;-45.120503652039325
1739209833.0762713;-33.981070128970906
1739209833.076279;-38.13080360867914
1739209833.0762866;-33.981070128970906
1739209833.0762942;-45.120503652039325
1739209833.0763018;-38.13080360867914
1739209833.0763094;-38.13080360867914
1739209833.076317;-38.13080360867914
1739209833.0763245;-45.120503652039325
1739209833.076332;-35.57807855764607
1739209833.0763397;-32.816014438256545
1739209833.0763474;-45.120503652039325
1739209833.076355;-45.120503652039325
1739209833.0763626;-38.13080360867914
1739209833.0763702;-33.981070128970906
1739209833.0763779;-38.13080360867914
1739209833.0763855;-38.13080360867914
1739209833.0763931;-45.120503652039325
1739209833.0764008;-45.120503652039325
1739209833.0764084;-45.120503652039325
1739209833.076416;-38.13080360867914
1739209833.0764236;-45.120503652039325
1739209833.0764313;-45.120503652039325
1739209833.076439;-38.13080360867914
1739209833.0764465;-45.120503652039325
1739209833.076454;-33.981070128970906
1739209833.0764616;-38.13080360867914
1739209833.0764692;-38.13080360867914
1739209833.0764768;-38.13080360867914
1739209833.0764844;-35.57807855764607
1739209833.076492;-35.57807855764607
1739209833.0764997;-38.13080360867914
1739209833.0765073;-45.120503652039325
1739209833.076515;-38.13080360867914
1739209833.0765226;-38.13080360867914
1739209833.0765302;-38.13080360867914
1739209833.0765378;-32.816014438256545
1739209833.0765455;-45.120503652039325
1739209833.076553;-45.120503652039325
1739209833.0765607;-45.120503652039325
1739209833.0765684;-45.120503652039325
1739209833.0765758;-45.120503652039325
1739209833.0765834;-45.120503652039325
1739209833.076591;-32.816014438256545
1739209833.0765986;-35.57807855764607
1739209833.0766063;-45.120503652039325
1739209833.076614;-38.13080360867914
1739209833.0766215;-45.120503652039325
1739209833.0766292;-45.120503652039325
1739209833.0766368;-38.13080360867914
1739209833.0766444;-38.13080360867914
1739209833.076652;-45.120503652039325
1739209833.0766597;-45.120503652039325
1739209833.0766673;-38.13080360867914
1739209833.076675;-26.487275050834715
1739209833.0766826;-38.13080360867914
1739209833.0766902;-38.13080360867914
1739209833.0766976;-45.120503652039325
1739209833.0767052;-32.816014438256545
1739209833.0767128;-38.13080360867914
1739209833.0767205;-38.13080360867914
1739209833.076728;-45.120503652039325
1739209833.0767357;-33.981070128970956
1739209833.0767434;-45.120503652039325
1739209833.076751;-45.120503652039325
1739209833.0767586;-38.13080360867914
1739209833.0767663;-45.120503652039325
1739209833.076774;-38.13080360867914
1739209833.0767815;-45.120503652039325
1739209833.0767891;-38.13080360867914
1739209833.0767968;-32.816014438256545
1739209833.0768044;-45.120503652039325
1739209833.076812;-45.120503652039325
1739209833.0768197;-33.981070128970906
1739209833.076827;-33.981070128970906
1739209833.0768347;-38.13080360867914
1739209833.0768423;-45.120503652039325
1739209833.07685;-33.981070128970906
1739209833.0768576;-38.13080360867914
1739209833.0768652;-38.13080360867914
1739209833.0768728;-45.120503652039325
1739209833.0768805;-35.57807855764607
1739209833.076888;-32.816014438256545
1739209833.0768957;-45.120503652039325
1739209833.0769033;-45.120503652039325
1739209833.076911;-45.120503652039325
1739209833.0769186;-45.120503652039325
1739209833.0769262;-38.13080360867914
1739209833.0769339;-38.13080360867914
1739209833.0769415;-38.13080360867914
1739209833.076949;-38.13080360867914
1739209833.0769565;-45.120503652039325
1739209833.0769641;-45.120503652039325
1739209833.0769718;-45.120503652039325
1739209833.0769794;-27.267205301931607
1739209833.076987;-33.981070128970906
1739209833.0769947;-45.120503652039325
1739209833.0770023;-45.120503652039325
1739209833.07701;-38.13080360867914
1739209833.0770175;-33.981070128970906
1739209833.0770252;-45.120503652039325
1739209833.0770328;-33.981070128970906
1739209833.0770404;-32.816014438256545
1739209833.077048;-45.120503652039325
1739209833.0770557;-45.120503652039325
1739209833.0770633;-38.13080360867914
1739209833.0770707;-45.120503652039325
1739209833.0770783;-38.13080360867914
1739209833.077086;-45.120503652039325
1739209833.0770936;-45.120503652039325
1739209833.0771012;-31.141103565318915
1739209833.0771089;-33.981070128970906
1739209833.0771165;-45.120503652039325
1739209833.077124;-45.120503652039325
1739209833.0771317;-45.120503652039325
1739209833.0771394;-38.13080360867914
1739209833.077147;-45.120503652039325
1739209833.0771546;-45.120503652039325
1739209833.0771623;-45.120503652039325
1739209833.07717;-38.13080360867914
1739209833.0771775;-38.13080360867914
1739209833.0771852;-45.120503652039325
1739209833.0771925;-45.120503652039325
1739209833.0772002;-35.57807855764607
1739209833.0772078;-38.13080360867914
1739209833.0772154;-45.120503652039325
1739209833.077223;-38.13080360867914
1739209833.0772307;-45.120503652039325
1739209833.0772383;-45.120503652039325
1739209833.077246;-38.13080360867914
1739209833.0772536;-45.120503652039325
1739209833.0772612;-45.120503652039325
1739209833.0772688;-38.13080360867914
1739209833.0772765;-45.120503652039325
1739209833.077284;-45.120503652039325
1739209833.0772917;-32.816014438256545
1739209833.0772994;-38.13080360867914
1739209833.077307;-45.120503652039325
1739209833.0773146;-38.13080360867914
1739209833.077322;-32.816014438256545
1739209833.0773296;-35.57807855764607
1739209833.0773373;-35.57807855764607
1739209833.077345;-38.13080360867914
1739209833.0773525;-38.13080360867914
1739209833.0773602;-45.120503652039325
1739209833.0773678;-38.13080360867914
1739209833.0773754;-45.120503652039325
1739209833.077383;-45.120503652039325
1739209833.0773907;-45.120503652039325
1739209833.0773983;-38.13080360867914
1739209833.077406;-38.13080360867914
1739209833.0774136;-38.13080360867914
1739209833.0774212;-38.13080360867914
1739209833.0774288;-38.13080360867914
1739209833.0774364;-33.981070128970906
1739209833.0774438;-38.13080360867914
1739209833.0774515;-45.120503652039325
1739209833.077459;-38.13080360867914
1739209833.0774667;-38.13080360867914
1739209833.0774744;-45.120503652039325
1739209833.077482;-38.13080360867914
1739209833.0774896;-35.57807855764607
1739209833.0774972;-38.13080360867914
1739209833.0775049;-38.13080360867914
1739209833.0775125;-45.120503652039325
1739209833.0775201;-45.120503652039325
1739209833.0775278;-35.57807855764607
1739209833.0775354;-45.120503652039325
1739209833.077543;-45.120503652039325
1739209833.0775506;-45.120503652039325
1739209833.0775583;-45.120503652039325
1739209833.0775657;-45.120503652039325
1739209833.0775733;-45.120503652039325
1739209833.077581;-33.981070128970906
1739209833.0775886;-38.13080360867914
1739209833.0775962;-32.816014438256545
1739209833.0776038;-38.13080360867914
1739209833.0776114;-38.13080360867914
1739209833.077619;-35.57807855764607
1739209833.0776267;-38.13080360867914
1739209833.0776343;-32.816014438256545
1739209833.077642;-45.120503652039325
1739209833.0776496;-35.57807855764607
1739209833.0776572;-45.120503652039325
1739209833.0776649;-38.13080360867914
1739209833.0776725;-45.120503652039325
1739209833.07768;-45.120503652039325
1739209833.0776875;-45.120503652039325
1739209833.0776951;-45.120503652039325
1739209833.0777028;-45.120503652039325
1739209833.0777104;-45.120503652039325
1739209833.077718;-38.13080360867914
1739209833.0777256;-35.57807855764607
1739209833.0777333;-45.120503652039325
1739209833.077741;-45.120503652039325
1739209833.0777485;-32.816014438256545
1739209833.0777562;-38.13080360867914
1739209833.0777638;-45.120503652039325
1739209833.0777714;-45.120503652039325
1739209833.077779;-32.816014438256545
1739209833.0777867;-32.816014438256545
1739209833.0777943;-45.120503652039325
1739209833.077802;-35.57807855764607
1739209833.0778096;-45.120503652039325
1739209833.077817;-45.120503652039325
1739209833.0778246;-45.120503652039325
1739209833.0778322;-45.120503652039325
1739209833.0778399;-45.120503652039325
1739209833.0778475;-45.120503652039325
1739209833.077855;-38.13080360867914
1739209833.0778627;-38.13080360867914
1739209833.0778704;-38.13080360867914
1739209833.077878;-45.120503652039325
1739209833.0778856;-38.13080360867914
1739209833.0778933;-35.57807855764607
1739209833.077901;-31.141103565318893
1739209833.0779085;-28.21854285175415
1739209833.0779161;-45.120503652039325
1739209833.0779238;-38.13080360867914
1739209833.0779314;-35.57807855764607
1739209833.0779388;-35.57807855764607
1739209833.0779464;-45.120503652039325
1739209833.077954;-35.57807855764607
1739209833.0779617;-45.120503652039325
1739209833.0779693;-45.120503652039325
1739209833.077977;-38.13080360867914
1739209833.0779846;-38.13080360867914
1739209833.0779922;-45.120503652039325
1739209833.0779998;-45.120503652039325
1739209833.0780075;-45.120503652039325
1739209833.078015;-45.120503652039325
1739209833.0780227;-38.13080360867914
1739209833.0780303;-45.120503652039325
1739209833.078038;-38.13080360867914
1739209833.0780456;-45.120503652039325
1739209833.0780532;-38.13080360867914
1739209833.0780606;-38.13080360867914
1739209833.0780683;-45.120503652039325
1739209833.078076;-45.120503652039325
1739209833.0780835;-35.57807855764607
1739209833.0780911;-38.13080360867914
1739209833.0780988;-38.13080360867914
1739209833.0781064;-45.120503652039325
1739209833.078114;-38.13080360867914
1739209833.0781217;-33.981070128970906
1739209833.0781293;-38.13080360867914
1739209833.078137;-38.13080360867914
1739209833.0781446;-45.120503652039325
1739209833.0781522;-38.13080360867914
1739209833.0781598;-33.981070128970906
1739209833.0781674;-45.120503652039325
1739209833.078175;-45.120503652039325
1739209833.0781825;-45.120503652039325
1739209833.07819;-45.120503652039325
1739209833.0781977;-45.120503652039325
1739209833.0782053;-35.57807855764607
1739209833.078213;-26.991370085610722
1739209833.0782206;-38.13080360867914
1739209833.0782282;-45.120503652039325
1739209833.0782359;-35.57807855764607
1739209833.0782435;-38.13080360867914
1739209833.0782511;-38.13080360867914
1739209833.0782588;-38.13080360867914
1739209833.0782664;-45.120503652039325
1739209833.078274;-45.120503652039325
1739209833.0782816;-45.120503652039325
1739209833.0782893;-45.120503652039325
1739209833.078297;-45.120503652039325
1739209833.0783045;-38.13080360867914
1739209833.078312;-45.120503652039325
1739209833.0783195;-45.120503652039325
1739209833.0783272;-38.13080360867914
1739209833.0783348;-45.120503652039325
1739209833.0783424;-38.13080360867914
1739209833.07835;-32.816014438256545
1739209833.0783577;-45.120503652039325
1739209833.0783653;-45.120503652039325
1739209833.078373;-38.13080360867914
1739209833.0783806;-38.13080360867914
1739209833.0783882;-38.13080360867914
1739209833.0783958;-33.981070128970906
