CAN Message; 0x98:0000b993b8489b32
Timestamp;Amplitude
1739209806.7956095;-45.120503652039325
1739209806.7956123;-33.981070128970906
1739209806.7956152;-45.120503652039325
1739209806.795618;-32.816014438256545
1739209806.795621;-35.57807855764607
1739209806.7956238;-45.120503652039325
1739209806.7956266;-45.120503652039325
1739209806.7956295;-45.120503652039325
1739209806.7956321;-38.13080360867914
1739209806.795635;-45.120503652039325
1739209806.7956378;-38.13080360867914
1739209806.7956407;-33.981070128970906
1739209806.7956436;-35.57807855764607
1739209806.7956464;-38.13080360867914
1739209806.7956493;-45.120503652039325
1739209806.7956522;-38.13080360867914
1739209806.795655;-35.57807855764607
1739209806.7956579;-45.120503652039325
1739209806.7956607;-45.120503652039325
1739209806.7956636;-45.120503652039325
1739209806.7956665;-35.57807855764607
1739209806.7956693;-38.13080360867914
1739209806.7956722;-45.120503652039325
1739209806.795675;-35.57807855764607
1739209806.795678;-38.13080360867914
1739209806.7956808;-38.13080360867914
1739209806.7956834;-38.13080360867914
1739209806.7956862;-38.13080360867914
1739209806.795689;-45.120503652039325
1739209806.795692;-38.13080360867914
1739209806.7956948;-45.120503652039325
1739209806.7956977;-45.120503652039325
1739209806.7957006;-38.13080360867914
1739209806.7957034;-45.120503652039325
1739209806.7957063;-45.120503652039325
1739209806.7957091;-38.13080360867914
1739209806.795712;-38.13080360867914
1739209806.7957149;-45.120503652039325
1739209806.7957177;-38.13080360867914
1739209806.7957206;-38.13080360867914
1739209806.7957234;-35.57807855764607
1739209806.7957263;-38.13080360867914
1739209806.7957292;-38.13080360867914
1739209806.795732;-38.13080360867914
1739209806.7957346;-38.13080360867914
1739209806.7957375;-38.13080360867914
1739209806.7957404;-45.120503652039325
1739209806.7957432;-45.120503652039325
1739209806.795746;-45.120503652039325
1739209806.795749;-45.120503652039325
1739209806.7957518;-33.981070128970906
1739209806.7957547;-33.981070128970906
1739209806.7957575;-35.57807855764607
1739209806.7957604;-45.120503652039325
1739209806.7957633;-45.120503652039325
1739209806.795766;-38.13080360867914
1739209806.795769;-38.13080360867914
1739209806.7957718;-45.120503652039325
1739209806.7957747;-45.120503652039325
1739209806.7957776;-45.120503652039325
1739209806.7957804;-45.120503652039325
1739209806.795783;-45.120503652039325
1739209806.795786;-35.57807855764607
1739209806.7957888;-38.13080360867914
1739209806.7957916;-45.120503652039325
1739209806.7957945;-38.13080360867914
1739209806.7957973;-35.57807855764607
1739209806.7958002;-45.120503652039325
1739209806.795803;-45.120503652039325
1739209806.795806;-38.13080360867914
1739209806.7958088;-45.120503652039325
1739209806.7958117;-33.981070128970906
1739209806.7958145;-38.13080360867914
1739209806.7958174;-38.13080360867914
1739209806.7958202;-35.57807855764607
1739209806.795823;-35.57807855764607
1739209806.795826;-31.141103565318893
1739209806.7958288;-38.13080360867914
1739209806.7958317;-45.120503652039325
1739209806.7958343;-38.13080360867914
1739209806.7958372;-35.57807855764607
1739209806.79584;-38.13080360867914
1739209806.795843;-45.120503652039325
1739209806.7958457;-38.13080360867914
1739209806.7958486;-45.120503652039325
1739209806.7958515;-45.120503652039325
1739209806.7958543;-45.120503652039325
1739209806.7958572;-45.120503652039325
1739209806.79586;-45.120503652039325
1739209806.795863;-38.13080360867914
1739209806.7958658;-38.13080360867914
1739209806.7958686;-35.57807855764607
1739209806.7958715;-31.141103565318893
1739209806.7958744;-38.13080360867914
1739209806.7958772;-38.13080360867914
1739209806.79588;-33.981070128970906
1739209806.795883;-32.816014438256545
1739209806.7958856;-38.13080360867914
1739209806.7958884;-45.120503652039325
1739209806.7958913;-38.13080360867914
1739209806.7958941;-31.141103565318893
1739209806.795897;-38.13080360867914
1739209806.7958999;-45.120503652039325
1739209806.7959027;-45.120503652039325
1739209806.7959056;-38.13080360867914
1739209806.7959085;-35.57807855764607
1739209806.7959113;-38.13080360867914
1739209806.7959142;-45.120503652039325
1739209806.795917;-35.57807855764607
1739209806.79592;-45.120503652039325
1739209806.7959228;-33.981070128970906
1739209806.7959256;-45.120503652039325
1739209806.7959285;-45.120503652039325
1739209806.7959313;-38.13080360867914
1739209806.795934;-38.13080360867914
1739209806.7959368;-35.57807855764607
1739209806.7959397;-30.49652367304973
1739209806.7959425;-45.120503652039325
1739209806.7959454;-45.120503652039325
1739209806.7959483;-38.13080360867914
1739209806.7959511;-35.57807855764607
1739209806.795954;-33.981070128970906
1739209806.7959569;-33.981070128970906
1739209806.7959597;-45.120503652039325
1739209806.7959626;-45.120503652039325
1739209806.7959654;-38.13080360867914
1739209806.7959683;-45.120503652039325
1739209806.7959712;-38.13080360867914
1739209806.795974;-45.120503652039325
1739209806.7959769;-45.120503652039325
1739209806.7959797;-38.13080360867914
1739209806.7959826;-38.13080360867914
1739209806.7959852;-45.120503652039325
1739209806.795988;-45.120503652039325
1739209806.795991;-45.120503652039325
1739209806.7959938;-38.13080360867914
1739209806.7959967;-45.120503652039325
1739209806.7959995;-38.13080360867914
1739209806.7960024;-45.120503652039325
1739209806.7960052;-45.120503652039325
1739209806.796008;-26.487275050834715
1739209806.796011;-31.141103565318915
1739209806.7960138;-45.120503652039325
1739209806.7960167;-38.13080360867914
1739209806.7960196;-35.57807855764607
1739209806.7960224;-38.13080360867914
1739209806.7960253;-45.120503652039325
1739209806.7960281;-45.120503652039325
1739209806.796031;-38.13080360867914
1739209806.7960339;-45.120503652039325
1739209806.7960365;-38.13080360867914
1739209806.7960393;-45.120503652039325
1739209806.7960422;-45.120503652039325
1739209806.796045;-35.57807855764607
1739209806.796048;-35.57807855764607
1739209806.7960508;-45.120503652039325
1739209806.7960536;-35.57807855764607
1739209806.7960565;-35.57807855764607
1739209806.7960594;-35.57807855764607
1739209806.7960622;-38.13080360867914
1739209806.796065;-38.13080360867914
1739209806.796068;-38.13080360867914
1739209806.7960708;-38.13080360867914
1739209806.7960737;-38.13080360867914
1739209806.7960765;-35.57807855764607
1739209806.7960794;-45.120503652039325
1739209806.7960823;-45.120503652039325
1739209806.796085;-45.120503652039325
1739209806.7960877;-38.13080360867914
1739209806.7960906;-38.13080360867914
1739209806.7960935;-38.13080360867914
1739209806.7960963;-38.13080360867914
1739209806.7960992;-45.120503652039325
1739209806.796102;-45.120503652039325
1739209806.796105;-35.57807855764607
1739209806.7961078;-45.120503652039325
1739209806.7961106;-45.120503652039325
1739209806.7961135;-38.13080360867914
1739209806.7961164;-45.120503652039325
1739209806.7961192;-45.120503652039325
1739209806.796122;-33.981070128970906
1739209806.796125;-32.816014438256545
1739209806.7961278;-38.13080360867914
1739209806.7961307;-38.13080360867914
1739209806.7961335;-35.57807855764607
1739209806.7961361;-35.57807855764607
1739209806.796139;-45.120503652039325
1739209806.7961419;-45.120503652039325
1739209806.7961447;-38.13080360867914
1739209806.7961476;-45.120503652039325
1739209806.7961504;-45.120503652039325
1739209806.7961533;-38.13080360867914
1739209806.7961562;-38.13080360867914
1739209806.796159;-38.13080360867914
1739209806.796162;-38.13080360867914
1739209806.7961648;-45.120503652039325
1739209806.7961676;-38.13080360867914
1739209806.7961705;-38.13080360867914
1739209806.7961733;-45.120503652039325
1739209806.7961762;-38.13080360867914
1739209806.796179;-35.57807855764607
1739209806.796182;-38.13080360867914
1739209806.7961848;-45.120503652039325
1739209806.7961874;-38.13080360867914
1739209806.7961903;-31.141103565318893
1739209806.7961931;-33.981070128970906
1739209806.796196;-38.13080360867914
1739209806.7961988;-38.13080360867914
1739209806.7962017;-32.816014438256545
1739209806.7962046;-31.141103565318915
1739209806.7962074;-45.120503652039325
1739209806.7962103;-38.13080360867914
1739209806.7962132;-33.981070128970906
1739209806.796216;-38.13080360867914
1739209806.7962189;-38.13080360867914
1739209806.7962217;-38.13080360867914
1739209806.7962246;-38.13080360867914
1739209806.7962275;-45.120503652039325
1739209806.7962303;-45.120503652039325
1739209806.7962332;-38.13080360867914
1739209806.7962358;-32.816014438256545
1739209806.7962387;-32.816014438256545
1739209806.7962415;-38.13080360867914
