CAN Message; 0x1d3:00005238eab4b8a4
1739209657.1095998;-45.120503652039325
1739209657.1096108;-45.120503652039325
1739209657.1096215;-45.120503652039325
1739209657.1096325;-38.13080360867914
1739209657.1096432;-45.120503652039325
1739209657.1096542;-38.13080360867914
1739209657.109665;-38.13080360867914
1739209657.109676;-38.13080360867914
1739209657.1096866;-35.57807855764607
1739209657.1096976;-32.816014438256545
1739209657.1097083;-45.120503652039325
1739209657.1097193;-45.120503652039325
1739209657.10973;-38.13080360867914
1739209657.109741;-38.13080360867914
1739209657.1097517;-38.13080360867914
1739209657.1097627;-35.57807855764607
1739209657.1097734;-45.120503652039325
1739209657.1097844;-45.120503652039325
1739209657.109795;-32.816014438256545
1739209657.109806;-38.13080360867914
1739209657.1098168;-38.13080360867914
1739209657.1098278;-38.13080360867914
1739209657.1098385;-38.13080360867914
1739209657.1098495;-38.13080360867914
1739209657.1098602;-45.120503652039325
1739209657.1098711;-38.13080360867914
1739209657.1098819;-35.57807855764607
1739209657.1098928;-35.57807855764607
1739209657.1099036;-38.13080360867914
1739209657.1099145;-45.120503652039325
1739209657.1099253;-45.120503652039325
1739209657.1099362;-45.120503652039325
1739209657.109947;-45.120503652039325
1739209657.109958;-45.120503652039325
1739209657.1099687;-45.120503652039325
1739209657.1099796;-45.120503652039325
1739209657.1099904;-35.57807855764607
1739209657.1100013;-35.57807855764607
1739209657.110012;-45.120503652039325
1739209657.110023;-35.57807855764607
1739209657.1100338;-45.120503652039325
1739209657.1100447;-31.141103565318915
1739209657.1100554;-33.981070128970906
1739209657.1100664;-38.13080360867914
1739209657.1100771;-33.981070128970906
1739209657.110088;-38.13080360867914
1739209657.1100988;-33.981070128970906
1739209657.1101098;-38.13080360867914
1739209657.1101205;-38.13080360867914
1739209657.1101315;-38.13080360867914
1739209657.1101422;-38.13080360867914
1739209657.1101532;-45.120503652039325
1739209657.110164;-38.13080360867914
1739209657.110175;-35.57807855764607
1739209657.1101856;-45.120503652039325
1739209657.1101966;-45.120503652039325
1739209657.1102073;-38.13080360867914
1739209657.1102183;-38.13080360867914
1739209657.110229;-38.13080360867914
1739209657.11024;-45.120503652039325
1739209657.1102507;-38.13080360867914
1739209657.1102617;-32.816014438256545
1739209657.1102724;-38.13080360867914
1739209657.1102834;-45.120503652039325
1739209657.110294;-38.13080360867914
1739209657.110305;-38.13080360867914
1739209657.1103158;-38.13080360867914
1739209657.1103268;-45.120503652039325
1739209657.1103375;-45.120503652039325
1739209657.1103485;-45.120503652039325
1739209657.1103592;-45.120503652039325
1739209657.1103702;-45.120503652039325
1739209657.110381;-35.57807855764607
1739209657.1103919;-33.981070128970906
1739209657.1104026;-38.13080360867914
1739209657.1104136;-45.120503652039325
1739209657.1104243;-38.13080360867914
1739209657.1104352;-32.816014438256545
1739209657.110446;-45.120503652039325
1739209657.110457;-45.120503652039325
1739209657.1104677;-38.13080360867914
1739209657.1104786;-33.981070128970906
1739209657.1104894;-28.58837851428586
1739209657.1105003;-45.120503652039325
1739209657.110511;-45.120503652039325
1739209657.110522;-35.57807855764607
1739209657.1105328;-33.981070128970906
1739209657.1105437;-45.120503652039325
1739209657.1105545;-45.120503652039325
1739209657.1105654;-38.13080360867914
1739209657.1105762;-31.141103565318915
1739209657.1105871;-45.120503652039325
1739209657.1105978;-45.120503652039325
1739209657.1106088;-45.120503652039325
1739209657.1106195;-45.120503652039325
1739209657.1106305;-45.120503652039325
1739209657.1106412;-45.120503652039325
1739209657.1106522;-33.981070128970906
1739209657.110663;-32.816014438256545
1739209657.110674;-45.120503652039325
1739209657.1106846;-38.13080360867914
1739209657.1106956;-35.57807855764607
1739209657.1107063;-38.13080360867914
1739209657.1107173;-45.120503652039325
1739209657.110728;-38.13080360867914
1739209657.110739;-45.120503652039325
1739209657.1107497;-45.120503652039325
1739209657.1107607;-45.120503652039325
1739209657.1107714;-38.13080360867914
1739209657.1107824;-32.816014438256545
1739209657.110793;-38.13080360867914
1739209657.110804;-45.120503652039325
1739209657.1108148;-38.13080360867914
1739209657.1108258;-35.57807855764607
1739209657.1108365;-28.992665084841942
1739209657.1108475;-45.120503652039325
1739209657.1108582;-38.13080360867914
1739209657.1108692;-35.57807855764607
1739209657.11088;-38.13080360867914
1739209657.1108909;-45.120503652039325
1739209657.1109016;-33.981070128970906
1739209657.1109126;-35.57807855764607
1739209657.1109233;-29.438486411369347
1739209657.1109343;-45.120503652039325
1739209657.110945;-33.981070128970906
1739209657.110956;-38.13080360867914
1739209657.1109667;-38.13080360867914
1739209657.1109776;-45.120503652039325
1739209657.1109884;-38.13080360867914
1739209657.1109993;-38.13080360867914
1739209657.11101;-27.267205301931607
1739209657.111021;-33.981070128970906
1739209657.1110318;-45.120503652039325
1739209657.1110427;-45.120503652039325
1739209657.1110535;-38.13080360867914
1739209657.1110644;-45.120503652039325
1739209657.1110752;-38.13080360867914
1739209657.1110861;-38.13080360867914
1739209657.1110969;-38.13080360867914
1739209657.1111078;-45.120503652039325
1739209657.1111186;-38.13080360867914
1739209657.1111295;-45.120503652039325
1739209657.1111403;-45.120503652039325
1739209657.1111512;-35.57807855764607
1739209657.111162;-45.120503652039325
1739209657.111173;-45.120503652039325
1739209657.1111836;-38.13080360867914
1739209657.1111946;-38.13080360867914
1739209657.1112053;-45.120503652039325
1739209657.1112163;-38.13080360867914
1739209657.111227;-45.120503652039325
1739209657.111238;-38.13080360867914
1739209657.1112487;-38.13080360867914
1739209657.1112597;-35.57807855764607
1739209657.1112704;-38.13080360867914
1739209657.1112814;-45.120503652039325
1739209657.1112921;-45.120503652039325
1739209657.111303;-45.120503652039325
1739209657.1113138;-38.13080360867914
1739209657.1113248;-35.57807855764607
1739209657.1113358;-38.13080360867914
1739209657.1113465;-38.13080360867914
1739209657.1113575;-45.120503652039325
1739209657.1113682;-38.13080360867914
1739209657.1113791;-35.57807855764607
1739209657.1113899;-38.13080360867914
1739209657.1114008;-33.981070128970906
1739209657.1114116;-32.816014438256545
1739209657.1114225;-38.13080360867914
1739209657.1114333;-45.120503652039325
1739209657.1114442;-27.267205301931607
1739209657.111455;-38.13080360867914
1739209657.111466;-45.120503652039325
1739209657.1114767;-45.120503652039325
1739209657.1114876;-38.13080360867914
1739209657.1114984;-45.120503652039325
1739209657.1115093;-45.120503652039325
1739209657.11152;-45.120503652039325
1739209657.111531;-45.120503652039325
1739209657.1115417;-45.120503652039325
1739209657.1115527;-45.120503652039325
1739209657.1115634;-38.13080360867914
1739209657.1115744;-38.13080360867914
1739209657.1115851;-30.49652367304973
1739209657.111596;-38.13080360867914
1739209657.1116068;-45.120503652039325
1739209657.1116178;-38.13080360867914
1739209657.1116285;-38.13080360867914
1739209657.1116395;-45.120503652039325
1739209657.1116502;-45.120503652039325
1739209657.1116612;-38.13080360867914
1739209657.111672;-45.120503652039325
1739209657.111683;-45.120503652039325
1739209657.1116936;-45.120503652039325
1739209657.1117046;-45.120503652039325
1739209657.1117153;-45.120503652039325
1739209657.1117263;-38.13080360867914
1739209657.111737;-45.120503652039325
1739209657.111748;-33.981070128970906
1739209657.1117587;-32.816014438256545
1739209657.1117697;-45.120503652039325
1739209657.1117804;-45.120503652039325
1739209657.1117914;-38.13080360867914
1739209657.111802;-30.49652367304973
1739209657.111813;-33.981070128970906
1739209657.1118238;-45.120503652039325
1739209657.1118348;-45.120503652039325
1739209657.1118455;-45.120503652039325
1739209657.1118565;-38.13080360867914
1739209657.1118672;-45.120503652039325
1739209657.1118782;-38.13080360867914
1739209657.111889;-45.120503652039325
1739209657.1118999;-45.120503652039325
1739209657.1119106;-45.120503652039325
1739209657.1119215;-45.120503652039325
1739209657.1119323;-32.816014438256545
1739209657.1119432;-45.120503652039325
1739209657.111954;-45.120503652039325
1739209657.111965;-38.13080360867914
1739209657.1119757;-33.981070128970906
1739209657.1119866;-33.981070128970906
1739209657.1119974;-45.120503652039325
1739209657.1120083;-38.13080360867914
1739209657.112019;-38.13080360867914
1739209657.11203;-38.13080360867914
1739209657.1120408;-45.120503652039325
1739209657.1120517;-38.13080360867914
1739209657.1120625;-38.13080360867914
1739209657.1120734;-45.120503652039325
1739209657.1120842;-38.13080360867914
1739209657.112095;-38.13080360867914
1739209657.1121058;-38.13080360867914
1739209657.1121168;-45.120503652039325
1739209657.1121275;-45.120503652039325
1739209657.1121385;-38.13080360867914
1739209657.1121492;-35.57807855764607
1739209657.1121602;-45.120503652039325
1739209657.112171;-45.120503652039325
1739209657.112182;-38.13080360867914
1739209657.1121926;-30.49652367304973
1739209657.1122036;-33.981070128970906
1739209657.1122143;-45.120503652039325
1739209657.1122253;-45.120503652039325
1739209657.112236;-38.13080360867914
1739209657.112247;-38.13080360867914
1739209657.1122577;-45.120503652039325
1739209657.1122687;-35.57807855764607
1739209657.1122794;-38.13080360867914
1739209657.1122904;-45.120503652039325
1739209657.112301;-45.120503652039325
1739209657.112312;-33.981070128970906
1739209657.1123228;-38.13080360867914
1739209657.1123338;-38.13080360867914
1739209657.1123445;-45.120503652039325
1739209657.1123555;-38.13080360867914
1739209657.1123662;-32.816014438256545
1739209657.1123772;-35.57807855764607
1739209657.112388;-45.120503652039325
1739209657.1123989;-45.120503652039325
1739209657.1124096;-33.981070128970906
1739209657.1124206;-31.141103565318915
1739209657.1124313;-45.120503652039325
1739209657.1124423;-38.13080360867914
1739209657.112453;-45.120503652039325
1739209657.112464;-45.120503652039325
1739209657.1124747;-45.120503652039325
1739209657.1124856;-38.13080360867914
1739209657.1124964;-38.13080360867914
1739209657.1125073;-32.816014438256545
1739209657.112518;-45.120503652039325
1739209657.112529;-31.141103565318915
1739209657.1125398;-33.981070128970906
1739209657.1125507;-38.13080360867914
1739209657.1125615;-38.13080360867914
1739209657.1125724;-38.13080360867914
1739209657.1125832;-35.57807855764607
1739209657.1125941;-45.120503652039325
1739209657.1126049;-38.13080360867914
1739209657.1126158;-38.13080360867914
1739209657.1126266;-45.120503652039325
1739209657.1126375;-38.13080360867914
1739209657.1126482;-38.13080360867914
1739209657.1126592;-45.120503652039325
1739209657.11267;-38.13080360867914
1739209657.112681;-31.141103565318915
1739209657.1126916;-38.13080360867914
1739209657.1127026;-38.13080360867914
1739209657.1127133;-38.13080360867914
1739209657.1127243;-38.13080360867914
1739209657.112735;-38.13080360867914
1739209657.112746;-38.13080360867914
1739209657.1127567;-45.120503652039325
1739209657.1127677;-28.992665084841942
1739209657.1127784;-38.13080360867914
1739209657.1127894;-38.13080360867914
1739209657.1128001;-38.13080360867914
1739209657.112811;-38.13080360867914
1739209657.1128218;-45.120503652039325
1739209657.1128328;-38.13080360867914
1739209657.1128435;-38.13080360867914
1739209657.1128545;-33.981070128970906
1739209657.1128652;-45.120503652039325
1739209657.1128762;-38.13080360867914
1739209657.112887;-38.13080360867914
1739209657.1128979;-32.816014438256545
1739209657.1129086;-45.120503652039325
1739209657.1129196;-38.13080360867914
1739209657.1129303;-35.57807855764607
1739209657.1129413;-38.13080360867914
1739209657.112952;-33.981070128970906
1739209657.112963;-35.57807855764607
1739209657.1129737;-38.13080360867914
1739209657.1129847;-45.120503652039325
1739209657.1129954;-38.13080360867914
1739209657.1130064;-38.13080360867914
1739209657.113017;-45.120503652039325
1739209657.113028;-33.981070128970906
1739209657.1130388;-45.120503652039325
1739209657.1130497;-45.120503652039325
1739209657.1130605;-45.120503652039325
1739209657.1130714;-38.13080360867914
1739209657.1130822;-45.120503652039325
1739209657.1130931;-38.13080360867914
1739209657.1131039;-35.57807855764607
1739209657.1131148;-38.13080360867914
1739209657.1131256;-35.57807855764607
1739209657.1131365;-38.13080360867914
1739209657.1131473;-38.13080360867914
1739209657.1131582;-45.120503652039325
1739209657.1131692;-35.57807855764607
1739209657.11318;-38.13080360867914
1739209657.113191;-45.120503652039325
1739209657.1132016;-38.13080360867914
1739209657.1132126;-38.13080360867914
1739209657.1132233;-38.13080360867914
1739209657.1132343;-38.13080360867914
1739209657.113245;-45.120503652039325
1739209657.113256;-45.120503652039325
1739209657.1132667;-38.13080360867914
1739209657.1132777;-35.57807855764607
1739209657.1132884;-45.120503652039325
1739209657.1132994;-33.981070128970906
1739209657.11331;-33.981070128970906
1739209657.113321;-45.120503652039325
1739209657.1133318;-33.981070128970906
1739209657.1133428;-45.120503652039325
1739209657.1133535;-38.13080360867914
1739209657.1133645;-45.120503652039325
1739209657.1133752;-38.13080360867914
1739209657.1133862;-31.141103565318893
1739209657.113397;-38.13080360867914
1739209657.1134079;-45.120503652039325
1739209657.1134186;-45.120503652039325
1739209657.1134295;-32.816014438256545
1739209657.1134403;-45.120503652039325
1739209657.1134512;-38.13080360867914
1739209657.113462;-38.13080360867914
1739209657.113473;-45.120503652039325
1739209657.1134837;-45.120503652039325
1739209657.1134946;-45.120503652039325
1739209657.1135054;-38.13080360867914
1739209657.1135163;-45.120503652039325
1739209657.113527;-38.13080360867914
1739209657.113538;-38.13080360867914
1739209657.1135488;-38.13080360867914
1739209657.1135597;-27.8777449560314
1739209657.1135705;-38.13080360867914
1739209657.1135814;-45.120503652039325
1739209657.1135921;-45.120503652039325
1739209657.113603;-33.981070128970906
1739209657.1136138;-38.13080360867914
1739209657.1136248;-45.120503652039325
1739209657.1136355;-38.13080360867914
1739209657.1136465;-45.120503652039325
1739209657.1136572;-45.120503652039325
1739209657.1136682;-45.120503652039325
1739209657.113679;-45.120503652039325
1739209657.11369;-45.120503652039325
1739209657.1137006;-38.13080360867914
1739209657.1137116;-45.120503652039325
1739209657.1137223;-38.13080360867914
1739209657.1137333;-32.816014438256545
1739209657.113744;-38.13080360867914
1739209657.113755;-45.120503652039325
1739209657.1137657;-33.981070128970906
1739209657.1137767;-29.438486411369333
1739209657.1137874;-38.13080360867914
1739209657.1137984;-38.13080360867914
1739209657.113809;-45.120503652039325
1739209657.11382;-33.981070128970906
1739209657.1138308;-45.120503652039325
1739209657.1138418;-45.120503652039325
1739209657.1138525;-45.120503652039325
1739209657.1138635;-45.120503652039325
1739209657.1138742;-38.13080360867914
1739209657.1138852;-45.120503652039325
1739209657.113896;-38.13080360867914
1739209657.1139069;-45.120503652039325
1739209657.1139176;-45.120503652039325
1739209657.1139286;-45.120503652039325
1739209657.1139393;-38.13080360867914
1739209657.1139503;-32.816014438256545
1739209657.113961;-38.13080360867914
1739209657.113972;-45.120503652039325
1739209657.1139827;-38.13080360867914
1739209657.1139936;-26.991370085610722
1739209657.1140044;-33.981070128970906
1739209657.1140153;-45.120503652039325
1739209657.114026;-38.13080360867914
1739209657.114037;-45.120503652039325
1739209657.1140478;-45.120503652039325
1739209657.1140587;-45.120503652039325
1739209657.1140695;-45.120503652039325
1739209657.1140804;-38.13080360867914
1739209657.1140912;-45.120503652039325
1739209657.1141021;-45.120503652039325
1739209657.1141129;-45.120503652039325
1739209657.1141238;-45.120503652039325
1739209657.1141346;-45.120503652039325
1739209657.1141455;-45.120503652039325
1739209657.1141562;-38.13080360867914
1739209657.1141672;-28.992665084841942
1739209657.114178;-33.981070128970906
1739209657.114189;-45.120503652039325
1739209657.1141996;-38.13080360867914
1739209657.1142106;-32.816014438256545
1739209657.1142213;-38.13080360867914
1739209657.1142323;-45.120503652039325
1739209657.114243;-38.13080360867914
1739209657.114254;-38.13080360867914
1739209657.1142647;-38.13080360867914
1739209657.1142757;-45.120503652039325
1739209657.1142864;-38.13080360867914
1739209657.1142974;-35.57807855764607
1739209657.114308;-45.120503652039325
1739209657.114319;-45.120503652039325
1739209657.1143298;-38.13080360867914
1739209657.1143408;-38.13080360867914
1739209657.1143515;-45.120503652039325
1739209657.1143625;-45.120503652039325
1739209657.1143732;-45.120503652039325
1739209657.1143842;-45.120503652039325
1739209657.114395;-45.120503652039325
1739209657.1144059;-45.120503652039325
1739209657.1144166;-33.981070128970906
1739209657.1144276;-28.992665084841942
1739209657.1144383;-28.992665084841942
1739209657.1144493;-45.120503652039325
1739209657.11446;-45.120503652039325
1739209657.114471;-38.13080360867914
1739209657.1144817;-35.57807855764607
1739209657.1144927;-45.120503652039325
1739209657.1145034;-38.13080360867914
1739209657.1145144;-38.13080360867914
1739209657.114525;-38.13080360867914
1739209657.114536;-38.13080360867914
1739209657.1145468;-33.981070128970906
1739209657.1145577;-35.57807855764607
1739209657.1145685;-38.13080360867914
1739209657.1145794;-45.120503652039325
1739209657.1145902;-38.13080360867914
1739209657.1146011;-33.981070128970906
1739209657.1146119;-33.981070128970906
1739209657.1146228;-45.120503652039325
1739209657.1146336;-38.13080360867914
1739209657.1146445;-38.13080360867914
1739209657.1146553;-45.120503652039325
1739209657.1146662;-45.120503652039325
1739209657.114677;-38.13080360867914
1739209657.114688;-45.120503652039325
1739209657.1146986;-38.13080360867914
1739209657.1147096;-38.13080360867914
1739209657.1147203;-45.120503652039325
1739209657.1147313;-33.981070128970906
1739209657.114742;-33.981070128970906
1739209657.114753;-38.13080360867914
1739209657.1147637;-38.13080360867914
1739209657.1147747;-38.13080360867914
1739209657.1147854;-33.981070128970906
1739209657.1147964;-38.13080360867914
1739209657.1148071;-35.57807855764607
1739209657.114818;-38.13080360867914
1739209657.1148288;-45.120503652039325
1739209657.1148398;-45.120503652039325
1739209657.1148505;-45.120503652039325
1739209657.1148615;-38.13080360867914
1739209657.1148722;-38.13080360867914
1739209657.1148832;-45.120503652039325
1739209657.114894;-45.120503652039325
1739209657.1149049;-45.120503652039325
1739209657.1149156;-33.981070128970906
1739209657.1149266;-38.13080360867914
1739209657.1149373;-45.120503652039325
1739209657.1149483;-38.13080360867914
1739209657.114959;-38.13080360867914
1739209657.11497;-45.120503652039325
1739209657.1149807;-45.120503652039325
1739209657.1149917;-45.120503652039325
1739209657.1150024;-45.120503652039325
1739209657.1150134;-45.120503652039325
1739209657.1150243;-45.120503652039325
1739209657.115035;-45.120503652039325
1739209657.115046;-45.120503652039325
1739209657.1150568;-45.120503652039325
1739209657.1150677;-45.120503652039325
1739209657.1150784;-45.120503652039325
1739209657.1150894;-33.981070128970906
1739209657.1151001;-45.120503652039325
1739209657.115111;-45.120503652039325
1739209657.1151218;-45.120503652039325
1739209657.1151328;-38.13080360867914
1739209657.1151435;-38.13080360867914
1739209657.1151545;-45.120503652039325
1739209657.1151652;-45.120503652039325
1739209657.1151762;-38.13080360867914
1739209657.115187;-45.120503652039325
1739209657.115198;-45.120503652039325
1739209657.1152086;-45.120503652039325
1739209657.1152196;-45.120503652039325
1739209657.1152303;-38.13080360867914
1739209657.1152413;-38.13080360867914
1739209657.115252;-38.13080360867914
1739209657.115263;-35.57807855764607
1739209657.1152737;-45.120503652039325
1739209657.1152847;-38.13080360867914
1739209657.1152954;-45.120503652039325
1739209657.1153064;-38.13080360867914
1739209657.115317;-35.57807855764607
1739209657.115328;-45.120503652039325
1739209657.1153388;-45.120503652039325
1739209657.1153498;-45.120503652039325
1739209657.1153605;-45.120503652039325
1739209657.1153715;-38.13080360867914
1739209657.1153822;-35.57807855764607
1739209657.1153932;-45.120503652039325
1739209657.115404;-45.120503652039325
1739209657.1154149;-33.981070128970906
1739209657.1154256;-35.57807855764607
1739209657.1154366;-45.120503652039325
1739209657.1154473;-45.120503652039325
1739209657.1154583;-33.981070128970906
1739209657.115469;-45.120503652039325
1739209657.11548;-38.13080360867914
1739209657.1154907;-31.141103565318893
1739209657.1155016;-38.13080360867914
1739209657.1155124;-35.57807855764607
1739209657.1155233;-38.13080360867914
1739209657.115534;-38.13080360867914
1739209657.115545;-45.120503652039325
1739209657.1155558;-38.13080360867914
1739209657.1155667;-38.13080360867914
1739209657.1155775;-45.120503652039325
1739209657.1155884;-38.13080360867914
1739209657.1155992;-35.57807855764607
1739209657.1156101;-38.13080360867914
1739209657.1156209;-45.120503652039325
1739209657.1156318;-33.981070128970906
1739209657.1156425;-38.13080360867914
1739209657.1156535;-45.120503652039325
1739209657.1156642;-45.120503652039325
1739209657.1156752;-38.13080360867914
1739209657.115686;-38.13080360867914
1739209657.115697;-45.120503652039325
1739209657.1157076;-45.120503652039325
1739209657.1157186;-38.13080360867914
1739209657.1157293;-35.57807855764607
1739209657.1157403;-38.13080360867914
1739209657.115751;-32.816014438256545
1739209657.115762;-38.13080360867914
1739209657.1157727;-35.57807855764607
1739209657.1157837;-38.13080360867914
1739209657.1157944;-45.120503652039325
1739209657.1158054;-33.981070128970906
1739209657.115816;-38.13080360867914
1739209657.115827;-45.120503652039325
1739209657.1158378;-38.13080360867914
1739209657.1158488;-38.13080360867914
1739209657.1158595;-35.57807855764607
1739209657.1158705;-45.120503652039325
1739209657.1158812;-45.120503652039325
1739209657.1158922;-45.120503652039325
1739209657.115903;-38.13080360867914
1739209657.1159139;-38.13080360867914
1739209657.1159246;-26.487275050834715
1739209657.1159356;-35.57807855764607
1739209657.1159463;-45.120503652039325
1739209657.1159573;-38.13080360867914
1739209657.115968;-45.120503652039325
1739209657.115979;-45.120503652039325
1739209657.1159897;-33.981070128970906
1739209657.1160007;-33.981070128970906
1739209657.1160114;-38.13080360867914
1739209657.1160223;-38.13080360867914
1739209657.116033;-35.57807855764607
1739209657.116044;-45.120503652039325
1739209657.1160548;-45.120503652039325
1739209657.1160657;-45.120503652039325
1739209657.1160765;-38.13080360867914
1739209657.1160874;-38.13080360867914
1739209657.1160982;-33.981070128970906
1739209657.1161091;-38.13080360867914
1739209657.1161199;-45.120503652039325
