CAN Message; 0x24:028f2092c5567704
Timestamp;Amplitude
1739209753.623292;-45.120503652039325
1739209753.623294;-45.120503652039325
1739209753.6232965;-33.981070128970906
1739209753.623299;-38.13080360867914
1739209753.623301;-45.120503652039325
1739209753.6233034;-45.120503652039325
1739209753.6233058;-38.13080360867914
1739209753.623308;-38.13080360867914
1739209753.6233103;-33.981070128970906
1739209753.6233125;-38.13080360867914
1739209753.6233149;-45.120503652039325
1739209753.6233172;-35.57807855764607
1739209753.6233194;-38.13080360867914
1739209753.6233218;-45.120503652039325
1739209753.6233242;-33.981070128970906
1739209753.6233263;-35.57807855764607
1739209753.6233287;-38.13080360867914
1739209753.623331;-45.120503652039325
1739209753.6233332;-38.13080360867914
1739209753.6233356;-38.13080360867914
1739209753.623338;-45.120503652039325
1739209753.6233401;-45.120503652039325
1739209753.6233425;-45.120503652039325
1739209753.623345;-38.13080360867914
1739209753.623347;-38.13080360867914
1739209753.6233494;-45.120503652039325
1739209753.6233518;-45.120503652039325
1739209753.623354;-45.120503652039325
1739209753.6233563;-45.120503652039325
1739209753.6233585;-45.120503652039325
1739209753.6233609;-38.13080360867914
1739209753.6233633;-38.13080360867914
1739209753.6233654;-38.13080360867914
1739209753.6233678;-45.120503652039325
1739209753.6233702;-38.13080360867914
1739209753.6233723;-38.13080360867914
1739209753.6233747;-38.13080360867914
1739209753.623377;-45.120503652039325
1739209753.6233792;-45.120503652039325
1739209753.6233816;-45.120503652039325
1739209753.623384;-38.13080360867914
1739209753.6233861;-35.57807855764607
1739209753.6233885;-38.13080360867914
1739209753.623391;-45.120503652039325
1739209753.623393;-33.981070128970906
1739209753.6233954;-38.13080360867914
1739209753.6233978;-45.120503652039325
1739209753.6234;-45.120503652039325
1739209753.6234024;-38.13080360867914
1739209753.6234045;-45.120503652039325
1739209753.623407;-38.13080360867914
1739209753.6234093;-45.120503652039325
1739209753.6234114;-45.120503652039325
1739209753.6234138;-45.120503652039325
1739209753.6234162;-45.120503652039325
1739209753.6234183;-45.120503652039325
1739209753.6234207;-45.120503652039325
1739209753.623423;-45.120503652039325
1739209753.6234252;-45.120503652039325
1739209753.6234276;-45.120503652039325
1739209753.62343;-38.13080360867914
1739209753.6234322;-38.13080360867914
1739209753.6234345;-38.13080360867914
1739209753.623437;-45.120503652039325
1739209753.623439;-45.120503652039325
1739209753.6234415;-45.120503652039325
1739209753.6234438;-33.981070128970906
1739209753.623446;-38.13080360867914
1739209753.6234484;-38.13080360867914
1739209753.6234505;-45.120503652039325
