CAN Message; 0x150:0400e7f2a067f80c
1739209813.2963696;-38.13080360867914
1739209813.2963755;-38.13080360867914
1739209813.2963817;-45.120503652039325
1739209813.2963877;-38.13080360867914
1739209813.2963939;-45.120503652039325
1739209813.2964;-38.13080360867914
1739209813.296406;-35.57807855764607
1739209813.2964122;-45.120503652039325
1739209813.2964182;-35.57807855764607
1739209813.2964244;-38.13080360867914
1739209813.2964306;-35.57807855764607
1739209813.2964365;-38.13080360867914
1739209813.2964427;-38.13080360867914
1739209813.2964487;-38.13080360867914
1739209813.296455;-38.13080360867914
1739209813.296461;-38.13080360867914
1739209813.296467;-45.120503652039325
1739209813.2964733;-45.120503652039325
1739209813.2964792;-38.13080360867914
1739209813.2964854;-33.981070128970906
1739209813.2964914;-45.120503652039325
1739209813.2964976;-45.120503652039325
1739209813.2965038;-35.57807855764607
1739209813.2965097;-38.13080360867914
1739209813.296516;-45.120503652039325
1739209813.296522;-38.13080360867914
1739209813.296528;-33.981070128970906
1739209813.2965343;-38.13080360867914
1739209813.2965403;-38.13080360867914
1739209813.2965465;-38.13080360867914
1739209813.2965524;-35.57807855764607
1739209813.2965586;-38.13080360867914
1739209813.2965648;-45.120503652039325
1739209813.2965708;-45.120503652039325
1739209813.296577;-35.57807855764607
1739209813.296583;-38.13080360867914
1739209813.2965891;-38.13080360867914
1739209813.2965953;-45.120503652039325
1739209813.2966013;-45.120503652039325
1739209813.2966075;-38.13080360867914
1739209813.2966135;-45.120503652039325
1739209813.2966197;-38.13080360867914
1739209813.2966259;-38.13080360867914
1739209813.2966318;-38.13080360867914
1739209813.296638;-38.13080360867914
1739209813.296644;-38.13080360867914
1739209813.2966502;-28.58837851428586
1739209813.2966564;-38.13080360867914
1739209813.2966623;-38.13080360867914
1739209813.2966685;-45.120503652039325
1739209813.2966745;-32.816014438256545
1739209813.2966807;-38.13080360867914
1739209813.296687;-38.13080360867914
1739209813.2966928;-38.13080360867914
1739209813.296699;-45.120503652039325
1739209813.296705;-45.120503652039325
1739209813.2967112;-45.120503652039325
1739209813.2967174;-45.120503652039325
1739209813.2967234;-45.120503652039325
1739209813.2967296;-35.57807855764607
1739209813.2967355;-38.13080360867914
1739209813.2967417;-45.120503652039325
1739209813.296748;-35.57807855764607
1739209813.296754;-35.57807855764607
1739209813.29676;-45.120503652039325
1739209813.296766;-45.120503652039325
1739209813.2967722;-32.816014438256545
1739209813.2967782;-38.13080360867914
1739209813.2967844;-45.120503652039325
1739209813.2967906;-38.13080360867914
1739209813.2967966;-35.57807855764607
1739209813.2968028;-38.13080360867914
1739209813.2968087;-45.120503652039325
1739209813.296815;-45.120503652039325
1739209813.296821;-45.120503652039325
1739209813.296827;-45.120503652039325
1739209813.2968333;-45.120503652039325
1739209813.2968392;-45.120503652039325
1739209813.2968454;-45.120503652039325
1739209813.2968516;-45.120503652039325
1739209813.2968576;-38.13080360867914
1739209813.2968638;-38.13080360867914
1739209813.2968698;-45.120503652039325
1739209813.296876;-45.120503652039325
1739209813.2968822;-45.120503652039325
1739209813.296888;-45.120503652039325
1739209813.2968943;-29.438486411369333
1739209813.2969003;-35.57807855764607
1739209813.2969065;-38.13080360867914
1739209813.2969127;-35.57807855764607
1739209813.2969186;-38.13080360867914
1739209813.2969248;-35.57807855764607
1739209813.2969308;-45.120503652039325
1739209813.296937;-38.13080360867914
1739209813.2969432;-35.57807855764607
1739209813.2969491;-45.120503652039325
1739209813.2969553;-35.57807855764607
1739209813.2969613;-38.13080360867914
1739209813.2969675;-45.120503652039325
1739209813.2969737;-45.120503652039325
1739209813.2969797;-35.57807855764607
1739209813.2969859;-45.120503652039325
1739209813.2969918;-28.21854285175415
1739209813.296998;-30.49652367304973
1739209813.2970042;-38.13080360867914
1739209813.2970102;-38.13080360867914
1739209813.2970164;-35.57807855764607
1739209813.2970223;-35.57807855764607
1739209813.2970285;-38.13080360867914
1739209813.2970347;-33.981070128970906
1739209813.2970407;-45.120503652039325
1739209813.297047;-38.13080360867914
1739209813.2970529;-35.57807855764607
1739209813.297059;-38.13080360867914
1739209813.297065;-45.120503652039325
1739209813.2970712;-45.120503652039325
1739209813.2970774;-38.13080360867914
1739209813.2970834;-38.13080360867914
1739209813.2970896;-45.120503652039325
1739209813.2970955;-45.120503652039325
1739209813.2971017;-38.13080360867914
1739209813.297108;-35.57807855764607
1739209813.297114;-45.120503652039325
1739209813.29712;-45.120503652039325
1739209813.297126;-35.57807855764607
1739209813.2971323;-38.13080360867914
1739209813.2971385;-31.141103565318893
1739209813.2971444;-26.991370085610722
1739209813.2971506;-45.120503652039325
1739209813.2971566;-38.13080360867914
1739209813.2971628;-35.57807855764607
1739209813.297169;-38.13080360867914
1739209813.297175;-38.13080360867914
1739209813.2971811;-35.57807855764607
1739209813.297187;-38.13080360867914
1739209813.2971933;-33.981070128970956
1739209813.2971995;-45.120503652039325
1739209813.2972054;-38.13080360867914
1739209813.2972116;-38.13080360867914
1739209813.2972176;-33.981070128970906
1739209813.2972238;-45.120503652039325
1739209813.29723;-45.120503652039325
1739209813.297236;-32.816014438256545
1739209813.2972422;-31.141103565318915
1739209813.2972481;-45.120503652039325
1739209813.2972543;-45.120503652039325
1739209813.2972605;-45.120503652039325
1739209813.2972665;-45.120503652039325
1739209813.2972727;-45.120503652039325
1739209813.2972786;-38.13080360867914
1739209813.2972848;-35.57807855764607
1739209813.297291;-35.57807855764607
1739209813.297297;-38.13080360867914
1739209813.2973032;-38.13080360867914
1739209813.2973092;-38.13080360867914
1739209813.2973154;-35.57807855764607
1739209813.2973213;-38.13080360867914
1739209813.2973275;-38.13080360867914
1739209813.2973337;-45.120503652039325
1739209813.2973397;-45.120503652039325
1739209813.2973459;-32.816014438256545
1739209813.2973518;-38.13080360867914
1739209813.297358;-45.120503652039325
1739209813.2973642;-45.120503652039325
1739209813.2973702;-38.13080360867914
1739209813.2973764;-38.13080360867914
1739209813.2973824;-45.120503652039325
1739209813.2973886;-38.13080360867914
1739209813.2973948;-38.13080360867914
1739209813.2974007;-33.981070128970906
1739209813.297407;-45.120503652039325
1739209813.2974129;-45.120503652039325
1739209813.297419;-45.120503652039325
1739209813.2974253;-38.13080360867914
1739209813.2974312;-38.13080360867914
1739209813.2974374;-45.120503652039325
1739209813.2974434;-45.120503652039325
1739209813.2974496;-45.120503652039325
1739209813.2974558;-45.120503652039325
1739209813.2974617;-38.13080360867914
1739209813.297468;-35.57807855764607
1739209813.297474;-38.13080360867914
1739209813.29748;-38.13080360867914
1739209813.2974863;-38.13080360867914
1739209813.2974923;-38.13080360867914
1739209813.2974985;-38.13080360867914
1739209813.2975044;-35.57807855764607
1739209813.2975106;-45.120503652039325
1739209813.2975168;-38.13080360867914
1739209813.2975228;-38.13080360867914
1739209813.297529;-38.13080360867914
1739209813.297535;-38.13080360867914
1739209813.2975411;-45.120503652039325
1739209813.2975473;-45.120503652039325
1739209813.2975533;-33.981070128970906
1739209813.2975595;-33.981070128970906
1739209813.2975655;-45.120503652039325
1739209813.2975717;-45.120503652039325
1739209813.2975779;-38.13080360867914
1739209813.2975838;-38.13080360867914
1739209813.29759;-38.13080360867914
1739209813.297596;-38.13080360867914
1739209813.2976022;-38.13080360867914
1739209813.2976081;-38.13080360867914
1739209813.2976143;-38.13080360867914
1739209813.2976205;-45.120503652039325
1739209813.2976265;-45.120503652039325
1739209813.2976327;-45.120503652039325
1739209813.2976387;-38.13080360867914
1739209813.2976449;-38.13080360867914
1739209813.297651;-45.120503652039325
1739209813.297657;-38.13080360867914
1739209813.2976632;-38.13080360867914
1739209813.2976692;-38.13080360867914
1739209813.2976754;-38.13080360867914
1739209813.2976816;-38.13080360867914
1739209813.2976875;-31.141103565318915
1739209813.2976937;-45.120503652039325
1739209813.2976997;-45.120503652039325
1739209813.297706;-38.13080360867914
1739209813.297712;-38.13080360867914
1739209813.297718;-45.120503652039325
1739209813.2977242;-45.120503652039325
1739209813.2977302;-38.13080360867914
1739209813.2977364;-32.81601443825658
1739209813.2977426;-45.120503652039325
1739209813.2977486;-45.120503652039325
1739209813.2977548;-45.120503652039325
1739209813.2977607;-38.13080360867914
1739209813.297767;-35.57807855764607
1739209813.2977731;-45.120503652039325
1739209813.297779;-38.13080360867914
1739209813.2977853;-28.58837851428586
1739209813.2977912;-38.13080360867914
1739209813.2977974;-45.120503652039325
1739209813.2978036;-35.57807855764607
1739209813.2978096;-33.981070128970906
1739209813.2978158;-38.13080360867914
1739209813.2978218;-38.13080360867914
1739209813.297828;-45.120503652039325
1739209813.2978342;-38.13080360867914
1739209813.29784;-38.13080360867914
1739209813.2978463;-45.120503652039325
1739209813.2978523;-45.120503652039325
1739209813.2978585;-45.120503652039325
1739209813.2978647;-45.120503652039325
1739209813.2978706;-45.120503652039325
1739209813.2978768;-38.13080360867914
1739209813.2978828;-32.816014438256545
1739209813.297889;-45.120503652039325
1739209813.297895;-45.120503652039325
1739209813.2979012;-38.13080360867914
1739209813.2979074;-38.13080360867914
1739209813.2979133;-45.120503652039325
1739209813.2979195;-38.13080360867914
1739209813.2979255;-45.120503652039325
1739209813.2979317;-45.120503652039325
1739209813.2979379;-38.13080360867914
1739209813.2979438;-35.57807855764607
1739209813.29795;-38.13080360867914
1739209813.297956;-38.13080360867914
1739209813.2979622;-38.13080360867914
1739209813.2979684;-33.981070128970906
1739209813.2979743;-38.13080360867914
1739209813.2979805;-45.120503652039325
1739209813.2979865;-38.13080360867914
1739209813.2979927;-35.57807855764607
1739209813.297999;-35.57807855764607
1739209813.2980049;-45.120503652039325
1739209813.298011;-38.13080360867914
1739209813.298017;-35.57807855764607
1739209813.2980232;-38.13080360867914
1739209813.2980294;-35.57807855764607
1739209813.2980354;-38.13080360867914
1739209813.2980416;-45.120503652039325
1739209813.2980475;-33.981070128970906
1739209813.2980537;-45.120503652039325
1739209813.29806;-38.13080360867914
1739209813.298066;-31.141103565318893
1739209813.298072;-32.816014438256545
1739209813.298078;-45.120503652039325
1739209813.2980843;-45.120503652039325
1739209813.2980905;-38.13080360867914
1739209813.2980964;-45.120503652039325
1739209813.2981026;-45.120503652039325
1739209813.2981086;-38.13080360867914
1739209813.2981148;-38.13080360867914
1739209813.298121;-38.13080360867914
1739209813.298127;-29.438486411369333
1739209813.2981331;-35.57807855764607
1739209813.298139;-45.120503652039325
1739209813.2981453;-45.120503652039325
1739209813.2981515;-38.13080360867914
1739209813.2981575;-45.120503652039325
1739209813.2981637;-45.120503652039325
1739209813.2981696;-45.120503652039325
1739209813.2981758;-45.120503652039325
1739209813.2981818;-45.120503652039325
1739209813.298188;-45.120503652039325
1739209813.2981942;-38.13080360867914
1739209813.2982001;-35.57807855764607
1739209813.2982063;-38.13080360867914
1739209813.2982123;-38.13080360867914
1739209813.2982185;-33.981070128970906
1739209813.2982247;-45.120503652039325
1739209813.2982306;-45.120503652039325
1739209813.2982368;-38.13080360867914
1739209813.2982428;-38.13080360867914
1739209813.298249;-45.120503652039325
1739209813.2982552;-38.13080360867914
1739209813.2982612;-35.57807855764607
1739209813.2982674;-38.13080360867914
1739209813.2982733;-35.57807855764607
1739209813.2982795;-38.13080360867914
1739209813.2982857;-45.120503652039325
1739209813.2982917;-38.13080360867914
1739209813.298298;-35.57807855764607
1739209813.2983038;-38.13080360867914
1739209813.29831;-45.120503652039325
1739209813.2983162;-45.120503652039325
1739209813.2983222;-45.120503652039325
1739209813.2983284;-38.13080360867914
1739209813.2983344;-45.120503652039325
1739209813.2983406;-45.120503652039325
1739209813.2983468;-45.120503652039325
1739209813.2983527;-38.13080360867914
1739209813.298359;-45.120503652039325
1739209813.2983649;-45.120503652039325
1739209813.298371;-38.13080360867914
1739209813.2983773;-33.981070128970906
1739209813.2983832;-45.120503652039325
1739209813.2983894;-38.13080360867914
1739209813.2983954;-38.13080360867914
1739209813.2984016;-38.13080360867914
1739209813.2984078;-35.57807855764607
1739209813.2984138;-38.13080360867914
1739209813.29842;-32.816014438256545
1739209813.298426;-35.57807855764607
1739209813.298432;-45.120503652039325
1739209813.2984383;-38.13080360867914
1739209813.2984443;-35.57807855764607
1739209813.2984505;-35.57807855764607
1739209813.2984564;-45.120503652039325
1739209813.2984626;-38.13080360867914
1739209813.2984686;-38.13080360867914
1739209813.2984748;-33.981070128970906
1739209813.298481;-38.13080360867914
1739209813.298487;-38.13080360867914
1739209813.2984931;-38.13080360867914
1739209813.298499;-45.120503652039325
1739209813.2985053;-38.13080360867914
1739209813.2985115;-38.13080360867914
1739209813.2985175;-38.13080360867914
1739209813.2985237;-33.981070128970906
1739209813.2985296;-45.120503652039325
1739209813.2985358;-45.120503652039325
1739209813.298542;-38.13080360867914
1739209813.298548;-38.13080360867914
1739209813.2985542;-45.120503652039325
1739209813.2985601;-45.120503652039325
1739209813.2985663;-33.981070128970906
1739209813.2985725;-33.981070128970906
1739209813.2985785;-38.13080360867914
1739209813.2985847;-38.13080360867914
1739209813.2985907;-45.120503652039325
1739209813.2985969;-38.13080360867914
1739209813.298603;-38.13080360867914
1739209813.298609;-45.120503652039325
1739209813.2986152;-38.13080360867914
1739209813.2986212;-33.981070128970906
1739209813.2986274;-38.13080360867914
1739209813.2986336;-45.120503652039325
1739209813.2986395;-38.13080360867914
1739209813.2986457;-38.13080360867914
1739209813.2986517;-38.13080360867914
1739209813.298658;-45.120503652039325
1739209813.298664;-32.816014438256545
1739209813.29867;-45.120503652039325
1739209813.2986763;-45.120503652039325
1739209813.2986822;-45.120503652039325
1739209813.2986884;-45.120503652039325
1739209813.2986946;-31.141103565318915
1739209813.2987006;-35.57807855764607
1739209813.2987068;-45.120503652039325
1739209813.2987127;-45.120503652039325
1739209813.298719;-45.120503652039325
1739209813.2987251;-38.13080360867914
1739209813.298731;-38.13080360867914
1739209813.2987373;-45.120503652039325
1739209813.2987432;-38.13080360867914
1739209813.2987494;-38.13080360867914
1739209813.2987554;-33.981070128970906
1739209813.2987616;-45.120503652039325
1739209813.2987678;-38.13080360867914
1739209813.2987738;-38.13080360867914
1739209813.29878;-38.13080360867914
1739209813.298786;-38.13080360867914
1739209813.2987921;-38.13080360867914
1739209813.2987983;-35.57807855764607
1739209813.2988043;-32.816014438256545
1739209813.2988105;-45.120503652039325
1739209813.2988164;-45.120503652039325
1739209813.2988226;-38.13080360867914
1739209813.2988288;-38.13080360867914
1739209813.2988348;-45.120503652039325
1739209813.298841;-38.13080360867914
1739209813.298847;-38.13080360867914
1739209813.2988532;-38.13080360867914
1739209813.2988594;-45.120503652039325
1739209813.2988653;-31.141103565318915
1739209813.2988715;-27.267205301931607
1739209813.2988775;-38.13080360867914
1739209813.2988837;-45.120503652039325
1739209813.2988899;-45.120503652039325
1739209813.2988958;-32.816014438256545
1739209813.298902;-38.13080360867914
1739209813.298908;-45.120503652039325
1739209813.2989142;-45.120503652039325
1739209813.2989204;-38.13080360867914
1739209813.2989264;-38.13080360867914
1739209813.2989326;-45.120503652039325
1739209813.2989385;-45.120503652039325
1739209813.2989447;-45.120503652039325
1739209813.298951;-38.13080360867914
1739209813.2989569;-45.120503652039325
1739209813.298963;-38.13080360867914
1739209813.298969;-26.991370085610722
1739209813.2989752;-38.13080360867914
1739209813.2989814;-35.57807855764607
1739209813.2989874;-38.13080360867914
1739209813.2989936;-38.13080360867914
1739209813.2989995;-45.120503652039325
1739209813.2990057;-35.57807855764607
1739209813.299012;-38.13080360867914
1739209813.299018;-45.120503652039325
1739209813.299024;-45.120503652039325
1739209813.29903;-38.13080360867914
1739209813.2990363;-45.120503652039325
1739209813.2990422;-45.120503652039325
1739209813.2990484;-45.120503652039325
1739209813.2990546;-35.57807855764607
1739209813.2990606;-38.13080360867914
1739209813.2990668;-31.141103565318943
1739209813.2990727;-38.13080360867914
1739209813.299079;-35.57807855764607
1739209813.2990851;-38.13080360867914
1739209813.299091;-45.120503652039325
1739209813.2990973;-38.13080360867914
1739209813.2991033;-45.120503652039325
1739209813.2991095;-38.13080360867914
1739209813.2991157;-28.58837851428586
1739209813.2991216;-35.57807855764607
1739209813.2991278;-45.120503652039325
1739209813.2991338;-35.57807855764607
1739209813.29914;-38.13080360867914
1739209813.2991462;-45.120503652039325
1739209813.2991521;-38.13080360867914
1739209813.2991583;-45.120503652039325
1739209813.2991643;-45.120503652039325
1739209813.2991705;-45.120503652039325
1739209813.2991767;-45.120503652039325
1739209813.2991827;-45.120503652039325
1739209813.2991889;-33.981070128970906
1739209813.2991948;-45.120503652039325
1739209813.299201;-38.13080360867914
1739209813.2992072;-38.13080360867914
1739209813.2992132;-45.120503652039325
1739209813.2992194;-38.13080360867914
1739209813.2992253;-38.13080360867914
1739209813.2992315;-38.13080360867914
1739209813.2992377;-38.13080360867914
1739209813.2992437;-31.141103565318915
1739209813.29925;-45.120503652039325
1739209813.2992558;-45.120503652039325
1739209813.299262;-32.816014438256545
1739209813.2992682;-38.13080360867914
1739209813.2992742;-45.120503652039325
1739209813.2992804;-38.13080360867914
1739209813.2992864;-38.13080360867914
1739209813.2992926;-45.120503652039325
1739209813.2992988;-38.13080360867914
1739209813.2993047;-38.13080360867914
1739209813.299311;-45.120503652039325
1739209813.299317;-45.120503652039325
1739209813.299323;-45.120503652039325
1739209813.299329;-45.120503652039325
1739209813.2993352;-38.13080360867914
1739209813.2993414;-38.13080360867914
1739209813.2993474;-38.13080360867914
1739209813.2993536;-38.13080360867914
1739209813.2993596;-35.57807855764607
1739209813.2993658;-38.13080360867914
1739209813.299372;-38.13080360867914
1739209813.299378;-45.120503652039325
1739209813.299384;-45.120503652039325
1739209813.29939;-45.120503652039325
1739209813.2993963;-35.57807855764607
1739209813.2994025;-35.57807855764607
1739209813.2994084;-45.120503652039325
1739209813.2994146;-38.13080360867914
1739209813.2994206;-38.13080360867914
1739209813.2994268;-38.13080360867914
1739209813.299433;-38.13080360867914
1739209813.299439;-38.13080360867914
1739209813.2994452;-45.120503652039325
1739209813.299451;-33.981070128970906
1739209813.2994573;-45.120503652039325
1739209813.2994635;-33.981070128970906
1739209813.2994695;-45.120503652039325
1739209813.2994757;-45.120503652039325
1739209813.2994816;-45.120503652039325
1739209813.2994878;-38.13080360867914
1739209813.299494;-38.13080360867914
1739209813.2995;-45.120503652039325
1739209813.2995062;-45.120503652039325
1739209813.2995121;-38.13080360867914
1739209813.2995183;-35.57807855764607
1739209813.2995245;-35.57807855764607
1739209813.2995305;-38.13080360867914
1739209813.2995367;-45.120503652039325
1739209813.2995427;-45.120503652039325
1739209813.2995489;-45.120503652039325
1739209813.299555;-38.13080360867914
1739209813.299561;-45.120503652039325
1739209813.2995672;-45.120503652039325
1739209813.2995732;-38.13080360867914
1739209813.2995794;-38.13080360867914
1739209813.2995856;-33.981070128970906
1739209813.2995915;-38.13080360867914
1739209813.2995977;-38.13080360867914
1739209813.2996037;-38.13080360867914
1739209813.29961;-27.267205301931607
1739209813.2996159;-45.120503652039325
1739209813.299622;-38.13080360867914
1739209813.2996283;-35.57807855764607
1739209813.2996342;-31.141103565318915
1739209813.2996404;-38.13080360867914
1739209813.2996464;-38.13080360867914
1739209813.2996526;-38.13080360867914
1739209813.2996588;-32.816014438256545
1739209813.2996647;-45.120503652039325
1739209813.299671;-45.120503652039325
1739209813.299677;-38.13080360867914
1739209813.299683;-38.13080360867914
1739209813.2996893;-45.120503652039325
1739209813.2996953;-45.120503652039325
1739209813.2997015;-45.120503652039325
1739209813.2997074;-31.141103565318915
1739209813.2997136;-38.13080360867914
1739209813.2997198;-38.13080360867914
1739209813.2997258;-38.13080360867914
1739209813.299732;-38.13080360867914
1739209813.299738;-38.13080360867914
1739209813.2997441;-45.120503652039325
1739209813.2997503;-45.120503652039325
1739209813.2997563;-45.120503652039325
1739209813.2997625;-45.120503652039325
1739209813.2997684;-45.120503652039325
1739209813.2997746;-38.13080360867914
1739209813.2997808;-45.120503652039325
1739209813.2997868;-45.120503652039325
1739209813.299793;-45.120503652039325
1739209813.299799;-38.13080360867914
1739209813.2998052;-38.13080360867914
1739209813.2998114;-45.120503652039325
1739209813.2998173;-45.120503652039325
1739209813.2998235;-38.13080360867914
1739209813.2998295;-38.13080360867914
1739209813.2998357;-45.120503652039325
1739209813.299842;-45.120503652039325
1739209813.2998478;-33.981070128970906
1739209813.299854;-30.49652367304973
1739209813.29986;-33.981070128970906
1739209813.2998662;-38.13080360867914
1739209813.2998724;-45.120503652039325
1739209813.2998784;-33.981070128970906
1739209813.2998846;-38.13080360867914
1739209813.2998905;-38.13080360867914
1739209813.2998967;-38.13080360867914
1739209813.2999027;-28.992665084841942
1739209813.2999089;-31.141103565318915
1739209813.299915;-45.120503652039325
1739209813.299921;-35.57807855764607
1739209813.2999272;-35.57807855764607
1739209813.2999332;-45.120503652039325
1739209813.2999394;-45.120503652039325
1739209813.2999456;-38.13080360867914
1739209813.2999516;-38.13080360867914
1739209813.2999578;-45.120503652039325
1739209813.2999637;-45.120503652039325
1739209813.29997;-45.120503652039325
1739209813.299976;-35.57807855764607
1739209813.299982;-35.57807855764607
1739209813.2999883;-45.120503652039325
1739209813.2999942;-45.120503652039325
1739209813.3000004;-45.120503652039325
1739209813.3000066;-32.816014438256545
1739209813.3000126;-33.981070128970906
1739209813.3000188;-45.120503652039325
1739209813.3000247;-38.13080360867914
1739209813.300031;-38.13080360867914
1739209813.3000371;-38.13080360867914
1739209813.300043;-45.120503652039325
1739209813.3000493;-38.13080360867914
1739209813.3000553;-33.981070128970906
1739209813.3000615;-38.13080360867914
1739209813.3000677;-38.13080360867914
1739209813.3000736;-33.981070128970906
1739209813.3000798;-38.13080360867914
1739209813.3000858;-45.120503652039325
1739209813.300092;-45.120503652039325
1739209813.3000982;-45.120503652039325
1739209813.3001041;-38.13080360867914
1739209813.3001103;-38.13080360867914
1739209813.3001163;-45.120503652039325
1739209813.3001225;-45.120503652039325
1739209813.3001287;-35.57807855764607
1739209813.3001347;-35.57807855764607
1739209813.3001409;-45.120503652039325
1739209813.3001468;-38.13080360867914
1739209813.300153;-38.13080360867914
1739209813.3001592;-45.120503652039325
1739209813.3001652;-45.120503652039325
1739209813.3001714;-38.13080360867914
1739209813.3001773;-45.120503652039325
1739209813.3001835;-45.120503652039325
1739209813.3001895;-45.120503652039325
1739209813.3001957;-45.120503652039325
1739209813.300202;-45.120503652039325
1739209813.3002079;-45.120503652039325
1739209813.300214;-38.13080360867914
1739209813.30022;-45.120503652039325
1739209813.3002262;-32.816014438256545
1739209813.3002324;-38.13080360867914
1739209813.3002384;-45.120503652039325
1739209813.3002446;-38.13080360867914
1739209813.3002505;-35.57807855764607
1739209813.3002567;-38.13080360867914
1739209813.300263;-45.120503652039325
1739209813.300269;-45.120503652039325
1739209813.300275;-38.13080360867914
1739209813.300281;-38.13080360867914
1739209813.3002872;-45.120503652039325
1739209813.3002934;-45.120503652039325
1739209813.3002994;-45.120503652039325
1739209813.3003056;-45.120503652039325
1739209813.3003116;-38.13080360867914
1739209813.3003178;-35.57807855764607
1739209813.300324;-33.981070128970906
1739209813.30033;-45.120503652039325
1739209813.3003361;-45.120503652039325
1739209813.300342;-45.120503652039325
1739209813.3003483;-32.816014438256545
1739209813.3003545;-32.816014438256545
1739209813.3003604;-45.120503652039325
1739209813.3003666;-45.120503652039325
1739209813.3003726;-38.13080360867914
1739209813.3003788;-38.13080360867914
1739209813.300385;-38.13080360867914
1739209813.300391;-35.57807855764607
1739209813.3003972;-45.120503652039325
1739209813.300403;-38.13080360867914
1739209813.3004093;-38.13080360867914
1739209813.3004155;-45.120503652039325
1739209813.3004215;-38.13080360867914
1739209813.3004277;-45.120503652039325
1739209813.3004336;-32.816014438256545
1739209813.3004398;-45.120503652039325
1739209813.300446;-45.120503652039325
1739209813.300452;-45.120503652039325
1739209813.3004582;-38.13080360867914
1739209813.3004642;-45.120503652039325
1739209813.3004704;-38.13080360867914
1739209813.3004763;-32.816014438256545
1739209813.3004825;-38.13080360867914
1739209813.3004887;-38.13080360867914
1739209813.3004947;-38.13080360867914
1739209813.3005009;-38.13080360867914
1739209813.3005068;-38.13080360867914
1739209813.300513;-38.13080360867914
1739209813.3005192;-45.120503652039325
1739209813.3005252;-45.120503652039325
1739209813.3005314;-45.120503652039325
1739209813.3005373;-38.13080360867914
1739209813.3005435;-45.120503652039325
1739209813.3005497;-38.13080360867914
1739209813.3005557;-45.120503652039325
1739209813.300562;-45.120503652039325
1739209813.3005679;-32.816014438256545
1739209813.300574;-38.13080360867914
1739209813.3005803;-38.13080360867914
1739209813.3005862;-38.13080360867914
1739209813.3005924;-35.57807855764607
1739209813.3005984;-28.992665084841942
1739209813.3006046;-45.120503652039325
1739209813.3006108;-45.120503652039325
1739209813.3006167;-45.120503652039325
1739209813.300623;-38.13080360867914
1739209813.300629;-45.120503652039325
1739209813.300635;-38.13080360867914
1739209813.3006413;-45.120503652039325
1739209813.3006473;-32.81601443825658
1739209813.3006535;-45.120503652039325
1739209813.3006594;-45.120503652039325
1739209813.3006656;-33.981070128970906
1739209813.3006718;-45.120503652039325
1739209813.3006778;-45.120503652039325
1739209813.300684;-45.120503652039325
1739209813.30069;-45.120503652039325
1739209813.3006961;-38.13080360867914
1739209813.3007023;-45.120503652039325
1739209813.3007083;-45.120503652039325
1739209813.3007145;-35.57807855764607
1739209813.3007205;-38.13080360867914
1739209813.3007267;-35.57807855764607
1739209813.3007326;-38.13080360867914
1739209813.3007388;-38.13080360867914
1739209813.300745;-28.992665084841942
1739209813.300751;-38.13080360867914
1739209813.3007572;-38.13080360867914
1739209813.3007631;-45.120503652039325
1739209813.3007693;-38.13080360867914
1739209813.3007755;-38.13080360867914
1739209813.3007815;-38.13080360867914
1739209813.3007877;-45.120503652039325
1739209813.3007936;-28.588378514285886
1739209813.3007998;-32.816014438256545
1739209813.300806;-33.981070128970906
1739209813.300812;-45.120503652039325
1739209813.3008182;-45.120503652039325
1739209813.3008242;-38.13080360867914
1739209813.3008304;-38.13080360867914
1739209813.3008366;-38.13080360867914
1739209813.3008425;-33.981070128970906
1739209813.3008487;-35.57807855764607
1739209813.3008547;-35.57807855764607
1739209813.300861;-38.13080360867914
1739209813.300867;-38.13080360867914
1739209813.300873;-45.120503652039325
1739209813.3008792;-32.816014438256545
1739209813.3008852;-45.120503652039325
1739209813.3008914;-45.120503652039325
1739209813.3008976;-33.981070128970906
1739209813.3009036;-33.981070128970906
1739209813.3009098;-45.120503652039325
1739209813.3009157;-38.13080360867914
1739209813.300922;-35.57807855764607
1739209813.300928;-38.13080360867914
1739209813.300934;-45.120503652039325
1739209813.3009403;-38.13080360867914
1739209813.3009462;-45.120503652039325
1739209813.3009524;-38.13080360867914
1739209813.3009586;-38.13080360867914
1739209813.3009646;-45.120503652039325
1739209813.3009708;-45.120503652039325
1739209813.3009768;-38.13080360867914
1739209813.300983;-45.120503652039325
1739209813.3009892;-33.981070128970906
1739209813.300995;-38.13080360867914
1739209813.3010013;-38.13080360867914
1739209813.3010073;-45.120503652039325
1739209813.3010135;-38.13080360867914
1739209813.3010194;-38.13080360867914
1739209813.3010256;-38.13080360867914
1739209813.3010318;-35.57807855764607
1739209813.3010378;-38.13080360867914
1739209813.301044;-45.120503652039325
1739209813.30105;-38.13080360867914
1739209813.3010561;-45.120503652039325
1739209813.3010623;-38.13080360867914
1739209813.3010683;-38.13080360867914
1739209813.3010745;-38.13080360867914
1739209813.3010805;-35.57807855764607
1739209813.3010867;-38.13080360867914
1739209813.3010929;-45.120503652039325
1739209813.3010988;-38.13080360867914
1739209813.301105;-38.13080360867914
1739209813.301111;-38.13080360867914
1739209813.3011172;-45.120503652039325
1739209813.3011234;-45.120503652039325
1739209813.3011293;-45.120503652039325
1739209813.3011355;-35.57807855764607
1739209813.3011415;-33.981070128970906
1739209813.3011477;-45.120503652039325
1739209813.301154;-45.120503652039325
1739209813.3011599;-45.120503652039325
1739209813.301166;-32.816014438256545
