CAN Message; 0x1b8:03004f81ead5bc28
1739209778.9048843;-45.120503652039325
1739209778.9048948;-35.57807855764607
1739209778.904905;-27.267205301931607
1739209778.9049156;-38.13080360867914
1739209778.904926;-45.120503652039325
1739209778.9049363;-38.13080360867914
1739209778.9049468;-32.816014438256545
1739209778.9049573;-45.120503652039325
1739209778.9049678;-45.120503652039325
1739209778.9049783;-45.120503652039325
1739209778.9049885;-45.120503652039325
1739209778.904999;-45.120503652039325
1739209778.9050095;-45.120503652039325
1739209778.9050198;-38.13080360867914
1739209778.9050303;-38.13080360867914
1739209778.9050407;-38.13080360867914
1739209778.9050512;-38.13080360867914
1739209778.9050617;-38.13080360867914
1739209778.905072;-45.120503652039325
1739209778.9050825;-33.981070128970906
1739209778.905093;-33.981070128970906
1739209778.9051032;-38.13080360867914
1739209778.9051137;-45.120503652039325
1739209778.9051242;-38.13080360867914
1739209778.9051347;-38.13080360867914
1739209778.9051452;-45.120503652039325
1739209778.9051554;-26.487275050834715
1739209778.905166;-32.816014438256545
1739209778.9051764;-45.120503652039325
1739209778.9051867;-38.13080360867914
1739209778.9051971;-31.141103565318915
1739209778.9052076;-45.120503652039325
1739209778.9052181;-45.120503652039325
1739209778.9052286;-45.120503652039325
1739209778.9052389;-45.120503652039325
1739209778.9052494;-45.120503652039325
1739209778.9052598;-38.13080360867914
1739209778.90527;-45.120503652039325
1739209778.9052806;-45.120503652039325
1739209778.905291;-38.13080360867914
1739209778.9053016;-38.13080360867914
1739209778.905312;-35.57807855764607
1739209778.9053223;-33.981070128970906
1739209778.9053328;-33.981070128970906
1739209778.9053433;-45.120503652039325
1739209778.9053535;-45.120503652039325
1739209778.905364;-38.13080360867914
1739209778.9053745;-38.13080360867914
1739209778.905385;-38.13080360867914
1739209778.9053955;-45.120503652039325
1739209778.9054058;-32.816014438256545
1739209778.9054163;-32.816014438256545
1739209778.9054267;-45.120503652039325
1739209778.905437;-45.120503652039325
1739209778.9054475;-35.57807855764607
1739209778.905458;-35.57807855764607
1739209778.9054685;-45.120503652039325
1739209778.905479;-45.120503652039325
1739209778.9054892;-45.120503652039325
1739209778.9054997;-38.13080360867914
1739209778.9055102;-38.13080360867914
1739209778.9055204;-45.120503652039325
1739209778.905531;-45.120503652039325
1739209778.9055414;-33.981070128970906
1739209778.905552;-33.981070128970906
1739209778.9055624;-45.120503652039325
1739209778.9055727;-35.57807855764607
1739209778.9055831;-33.981070128970906
1739209778.9055936;-45.120503652039325
1739209778.905604;-38.13080360867914
1739209778.9056144;-45.120503652039325
1739209778.9056249;-33.981070128970906
1739209778.9056354;-38.13080360867914
1739209778.9056458;-45.120503652039325
1739209778.905656;-38.13080360867914
1739209778.9056666;-45.120503652039325
1739209778.905677;-45.120503652039325
1739209778.9056873;-38.13080360867914
1739209778.9056978;-35.57807855764607
1739209778.9057083;-38.13080360867914
1739209778.9057188;-45.120503652039325
1739209778.9057293;-45.120503652039325
1739209778.9057395;-45.120503652039325
1739209778.90575;-33.981070128970906
1739209778.9057605;-38.13080360867914
1739209778.9057708;-45.120503652039325
1739209778.9057813;-45.120503652039325
1739209778.9057918;-38.13080360867914
1739209778.9058022;-38.13080360867914
1739209778.9058127;-38.13080360867914
1739209778.905823;-45.120503652039325
1739209778.9058335;-45.120503652039325
1739209778.905844;-45.120503652039325
1739209778.9058542;-45.120503652039325
1739209778.9058647;-38.13080360867914
1739209778.9058752;-45.120503652039325
1739209778.9058857;-38.13080360867914
1739209778.9058962;-38.13080360867914
1739209778.9059064;-38.13080360867914
1739209778.905917;-38.13080360867914
1739209778.9059274;-38.13080360867914
1739209778.9059377;-45.120503652039325
1739209778.9059482;-38.13080360867914
1739209778.9059587;-38.13080360867914
1739209778.9059691;-38.13080360867914
1739209778.9059796;-38.13080360867914
1739209778.90599;-45.120503652039325
1739209778.9060004;-28.992665084841942
1739209778.9060109;-35.57807855764607
1739209778.906021;-35.57807855764607
1739209778.9060316;-38.13080360867914
1739209778.906042;-33.981070128970906
1739209778.9060526;-38.13080360867914
1739209778.906063;-45.120503652039325
1739209778.9060733;-45.120503652039325
1739209778.9060838;-38.13080360867914
1739209778.9060943;-45.120503652039325
1739209778.9061046;-38.13080360867914
1739209778.906115;-45.120503652039325
1739209778.9061255;-38.13080360867914
1739209778.906136;-38.13080360867914
1739209778.9061465;-38.13080360867914
1739209778.9061568;-38.13080360867914
1739209778.9061673;-38.13080360867914
1739209778.9061778;-38.13080360867914
1739209778.906188;-38.13080360867914
1739209778.9061985;-45.120503652039325
1739209778.906209;-38.13080360867914
1739209778.9062195;-45.120503652039325
1739209778.90623;-45.120503652039325
1739209778.9062402;-38.13080360867914
1739209778.9062507;-28.992665084841942
1739209778.9062612;-33.981070128970906
1739209778.9062715;-45.120503652039325
1739209778.906282;-45.120503652039325
1739209778.9062924;-38.13080360867914
1739209778.906303;-45.120503652039325
1739209778.9063134;-45.120503652039325
1739209778.9063237;-45.120503652039325
1739209778.9063342;-45.120503652039325
1739209778.9063447;-38.13080360867914
1739209778.906355;-45.120503652039325
1739209778.9063654;-38.13080360867914
1739209778.906376;-35.57807855764607
1739209778.9063864;-45.120503652039325
1739209778.9063969;-45.120503652039325
1739209778.906407;-38.13080360867914
1739209778.9064176;-45.120503652039325
1739209778.906428;-45.120503652039325
1739209778.9064384;-45.120503652039325
1739209778.9064488;-38.13080360867914
1739209778.9064593;-38.13080360867914
1739209778.9064698;-45.120503652039325
1739209778.9064803;-38.13080360867914
1739209778.9064906;-45.120503652039325
1739209778.906501;-38.13080360867914
1739209778.9065115;-38.13080360867914
1739209778.9065218;-45.120503652039325
1739209778.9065323;-45.120503652039325
1739209778.9065428;-38.13080360867914
1739209778.9065533;-35.57807855764607
1739209778.9065638;-38.13080360867914
1739209778.906574;-35.57807855764607
1739209778.9065845;-38.13080360867914
1739209778.906595;-45.120503652039325
1739209778.9066052;-38.13080360867914
1739209778.9066157;-45.120503652039325
1739209778.9066262;-38.13080360867914
1739209778.9066367;-45.120503652039325
1739209778.9066472;-38.13080360867914
1739209778.9066575;-45.120503652039325
1739209778.906668;-45.120503652039325
1739209778.9066784;-45.120503652039325
1739209778.9066887;-38.13080360867914
1739209778.9066992;-38.13080360867914
1739209778.9067097;-38.13080360867914
1739209778.9067202;-45.120503652039325
1739209778.9067307;-38.13080360867914
1739209778.906741;-38.13080360867914
1739209778.9067514;-45.120503652039325
1739209778.906762;-32.816014438256545
1739209778.9067721;-35.57807855764607
1739209778.9067826;-45.120503652039325
1739209778.906793;-45.120503652039325
1739209778.9068036;-35.57807855764607
1739209778.906814;-35.57807855764607
1739209778.9068244;-45.120503652039325
1739209778.9068348;-45.120503652039325
1739209778.9068453;-45.120503652039325
1739209778.9068556;-45.120503652039325
1739209778.906866;-38.13080360867914
1739209778.9068766;-38.13080360867914
1739209778.906887;-45.120503652039325
1739209778.9068975;-38.13080360867914
1739209778.9069078;-38.13080360867914
1739209778.9069183;-38.13080360867914
1739209778.9069288;-45.120503652039325
1739209778.906939;-45.120503652039325
1739209778.9069495;-35.57807855764607
1739209778.90696;-32.816014438256545
1739209778.9069705;-38.13080360867914
1739209778.906981;-45.120503652039325
1739209778.9069912;-33.981070128970906
1739209778.9070017;-38.13080360867914
1739209778.9070122;-28.21854285175415
1739209778.9070225;-33.981070128970906
1739209778.907033;-38.13080360867914
1739209778.9070435;-33.981070128970906
1739209778.907054;-38.13080360867914
1739209778.9070644;-45.120503652039325
1739209778.9070747;-38.13080360867914
1739209778.9070852;-32.816014438256545
1739209778.9070957;-33.981070128970956
1739209778.907106;-45.120503652039325
1739209778.9071164;-38.13080360867914
1739209778.907127;-38.13080360867914
1739209778.9071374;-45.120503652039325
1739209778.907148;-45.120503652039325
1739209778.9071581;-33.981070128970906
1739209778.9071686;-38.13080360867914
1739209778.907179;-35.57807855764607
1739209778.9071894;-35.57807855764607
1739209778.9071999;-38.13080360867914
1739209778.9072104;-32.816014438256545
1739209778.9072208;-38.13080360867914
1739209778.9072313;-45.120503652039325
1739209778.9072416;-35.57807855764607
1739209778.907252;-38.13080360867914
1739209778.9072626;-35.57807855764607
1739209778.9072728;-35.57807855764607
1739209778.9072833;-38.13080360867914
1739209778.9072938;-35.57807855764607
1739209778.9073043;-38.13080360867914
1739209778.9073148;-38.13080360867914
1739209778.907325;-45.120503652039325
1739209778.9073355;-32.816014438256545
1739209778.907346;-45.120503652039325
1739209778.9073563;-45.120503652039325
1739209778.9073668;-38.13080360867914
1739209778.9073772;-45.120503652039325
1739209778.9073877;-45.120503652039325
1739209778.9073982;-45.120503652039325
1739209778.9074085;-38.13080360867914
1739209778.907419;-45.120503652039325
1739209778.9074295;-31.141103565318893
1739209778.9074397;-29.438486411369333
1739209778.9074502;-45.120503652039325
1739209778.9074607;-38.13080360867914
1739209778.9074712;-35.57807855764607
1739209778.9074817;-35.57807855764607
1739209778.907492;-45.120503652039325
1739209778.9075024;-38.13080360867914
1739209778.907513;-38.13080360867914
1739209778.9075232;-45.120503652039325
1739209778.9075336;-45.120503652039325
1739209778.9075441;-45.120503652039325
1739209778.9075546;-32.816014438256545
1739209778.907565;-32.816014438256545
1739209778.9075754;-45.120503652039325
1739209778.9075859;-45.120503652039325
1739209778.9075963;-45.120503652039325
1739209778.9076066;-45.120503652039325
1739209778.907617;-38.13080360867914
1739209778.9076276;-45.120503652039325
1739209778.907638;-45.120503652039325
1739209778.9076486;-38.13080360867914
1739209778.9076588;-45.120503652039325
1739209778.9076693;-45.120503652039325
1739209778.9076798;-38.13080360867914
1739209778.90769;-45.120503652039325
1739209778.9077005;-45.120503652039325
1739209778.907711;-38.13080360867914
1739209778.9077215;-38.13080360867914
1739209778.907732;-38.13080360867914
1739209778.9077423;-38.13080360867914
1739209778.9077528;-32.816014438256545
1739209778.9077632;-45.120503652039325
1739209778.9077735;-45.120503652039325
1739209778.907784;-38.13080360867914
1739209778.9077945;-35.57807855764607
1739209778.907805;-45.120503652039325
1739209778.9078155;-38.13080360867914
1739209778.9078257;-38.13080360867914
1739209778.9078362;-45.120503652039325
1739209778.9078467;-45.120503652039325
1739209778.907857;-38.13080360867914
1739209778.9078674;-45.120503652039325
1739209778.907878;-38.13080360867914
1739209778.9078884;-45.120503652039325
1739209778.907899;-45.120503652039325
1739209778.9079092;-38.13080360867914
1739209778.9079196;-38.13080360867914
1739209778.9079301;-38.13080360867914
1739209778.9079404;-33.981070128970906
1739209778.9079509;-38.13080360867914
1739209778.9079614;-45.120503652039325
1739209778.9079719;-38.13080360867914
1739209778.9079823;-38.13080360867914
1739209778.9079926;-45.120503652039325
1739209778.908003;-38.13080360867914
1739209778.9080136;-45.120503652039325
1739209778.9080238;-38.13080360867914
1739209778.9080343;-38.13080360867914
1739209778.9080448;-38.13080360867914
1739209778.9080553;-38.13080360867914
1739209778.9080658;-33.981070128970906
1739209778.908076;-38.13080360867914
1739209778.9080865;-45.120503652039325
1739209778.908097;-45.120503652039325
1739209778.9081073;-45.120503652039325
1739209778.9081178;-38.13080360867914
1739209778.9081283;-45.120503652039325
1739209778.9081388;-33.981070128970906
1739209778.9081492;-38.13080360867914
1739209778.9081595;-45.120503652039325
1739209778.90817;-45.120503652039325
1739209778.9081805;-38.13080360867914
1739209778.9081907;-33.981070128970906
1739209778.9082012;-33.981070128970906
1739209778.9082117;-45.120503652039325
1739209778.9082222;-38.13080360867914
1739209778.9082327;-45.120503652039325
1739209778.908243;-38.13080360867914
1739209778.9082534;-45.120503652039325
1739209778.908264;-38.13080360867914
1739209778.9082742;-38.13080360867914
1739209778.9082847;-38.13080360867914
1739209778.9082952;-45.120503652039325
1739209778.9083056;-45.120503652039325
1739209778.9083161;-33.981070128970906
1739209778.9083264;-38.13080360867914
1739209778.9083369;-45.120503652039325
1739209778.9083474;-45.120503652039325
1739209778.9083576;-38.13080360867914
1739209778.908368;-38.13080360867914
1739209778.9083786;-38.13080360867914
1739209778.908389;-38.13080360867914
1739209778.9083996;-38.13080360867914
1739209778.9084098;-45.120503652039325
1739209778.9084203;-45.120503652039325
1739209778.9084308;-45.120503652039325
1739209778.908441;-33.981070128970906
1739209778.9084516;-27.267205301931607
1739209778.908462;-45.120503652039325
1739209778.9084725;-45.120503652039325
1739209778.908483;-38.13080360867914
1739209778.9084933;-38.13080360867914
1739209778.9085038;-45.120503652039325
1739209778.9085143;-38.13080360867914
1739209778.9085245;-45.120503652039325
1739209778.908535;-31.14110356531892
1739209778.9085455;-45.120503652039325
1739209778.908556;-38.13080360867914
1739209778.9085665;-38.13080360867914
1739209778.9085767;-35.57807855764607
1739209778.9085872;-35.57807855764607
1739209778.9085977;-45.120503652039325
1739209778.908608;-38.13080360867914
1739209778.9086185;-33.981070128970906
1739209778.908629;-38.13080360867914
1739209778.9086394;-45.120503652039325
1739209778.90865;-45.120503652039325
1739209778.9086602;-45.120503652039325
1739209778.9086707;-45.120503652039325
1739209778.9086812;-45.120503652039325
1739209778.9086914;-45.120503652039325
1739209778.908702;-45.120503652039325
1739209778.9087124;-45.120503652039325
1739209778.9087229;-45.120503652039325
1739209778.9087334;-45.120503652039325
1739209778.9087436;-45.120503652039325
1739209778.908754;-45.120503652039325
1739209778.9087646;-45.120503652039325
1739209778.9087749;-45.120503652039325
1739209778.9087853;-38.13080360867914
1739209778.9087958;-35.57807855764607
1739209778.9088063;-45.120503652039325
1739209778.9088168;-45.120503652039325
1739209778.908827;-32.816014438256545
1739209778.9088376;-32.816014438256545
1739209778.908848;-45.120503652039325
1739209778.9088583;-45.120503652039325
1739209778.9088688;-33.981070128970906
1739209778.9088793;-38.13080360867914
1739209778.9088898;-45.120503652039325
1739209778.9089003;-45.120503652039325
1739209778.9089105;-38.13080360867914
1739209778.908921;-45.120503652039325
1739209778.9089315;-45.120503652039325
1739209778.9089417;-45.120503652039325
1739209778.9089522;-45.120503652039325
1739209778.9089627;-45.120503652039325
1739209778.9089732;-38.13080360867914
1739209778.9089837;-38.13080360867914
1739209778.908994;-38.13080360867914
1739209778.9090044;-38.13080360867914
1739209778.909015;-38.13080360867914
1739209778.9090252;-45.120503652039325
1739209778.9090357;-35.57807855764607
1739209778.9090462;-35.57807855764607
1739209778.9090567;-38.13080360867914
1739209778.9090672;-38.13080360867914
1739209778.9090774;-45.120503652039325
1739209778.909088;-32.816014438256545
1739209778.9090984;-45.120503652039325
1739209778.9091086;-45.120503652039325
1739209778.9091191;-45.120503652039325
1739209778.9091296;-45.120503652039325
1739209778.90914;-38.13080360867914
1739209778.9091506;-38.13080360867914
1739209778.9091609;-45.120503652039325
1739209778.9091713;-45.120503652039325
1739209778.9091818;-33.981070128970906
1739209778.909192;-38.13080360867914
1739209778.9092026;-38.13080360867914
1739209778.909213;-35.57807855764607
1739209778.9092236;-35.57807855764607
1739209778.909234;-38.13080360867914
1739209778.9092443;-35.57807855764607
1739209778.9092548;-38.13080360867914
1739209778.9092653;-38.13080360867914
1739209778.9092755;-38.13080360867914
1739209778.909286;-38.13080360867914
1739209778.9092965;-35.57807855764607
1739209778.909307;-35.57807855764607
1739209778.9093175;-35.57807855764607
1739209778.9093277;-45.120503652039325
1739209778.9093382;-45.120503652039325
1739209778.9093487;-33.981070128970906
1739209778.909359;-38.13080360867914
1739209778.9093695;-45.120503652039325
1739209778.90938;-33.981070128970956
1739209778.9093904;-38.13080360867914
1739209778.909401;-45.120503652039325
1739209778.9094112;-38.13080360867914
1739209778.9094217;-38.13080360867914
1739209778.9094322;-45.120503652039325
1739209778.9094424;-45.120503652039325
1739209778.909453;-38.13080360867914
1739209778.9094634;-26.991370085610722
1739209778.909474;-45.120503652039325
1739209778.9094844;-45.120503652039325
1739209778.9094946;-38.13080360867914
1739209778.9095051;-35.57807855764607
1739209778.9095156;-45.120503652039325
1739209778.9095259;-38.13080360867914
1739209778.9095364;-38.13080360867914
1739209778.9095469;-45.120503652039325
1739209778.9095573;-45.120503652039325
1739209778.9095678;-45.120503652039325
1739209778.909578;-33.981070128970906
1739209778.9095886;-38.13080360867914
1739209778.909599;-45.120503652039325
1739209778.9096093;-45.120503652039325
1739209778.9096198;-45.120503652039325
1739209778.9096303;-45.120503652039325
1739209778.9096408;-45.120503652039325
1739209778.9096513;-45.120503652039325
1739209778.9096615;-38.13080360867914
1739209778.909672;-45.120503652039325
1739209778.9096825;-38.13080360867914
1739209778.9096928;-38.13080360867914
1739209778.9097033;-38.13080360867914
1739209778.9097137;-27.267205301931607
1739209778.9097242;-38.13080360867914
1739209778.9097347;-45.120503652039325
1739209778.909745;-33.981070128970906
1739209778.9097555;-31.141103565318893
1739209778.909766;-38.13080360867914
1739209778.9097762;-45.120503652039325
1739209778.9097867;-35.57807855764607
1739209778.9097972;-38.13080360867914
1739209778.9098077;-45.120503652039325
1739209778.9098182;-45.120503652039325
1739209778.9098284;-33.981070128970906
1739209778.909839;-38.13080360867914
1739209778.9098494;-38.13080360867914
1739209778.9098597;-38.13080360867914
1739209778.9098701;-38.13080360867914
1739209778.9098806;-45.120503652039325
1739209778.9098911;-38.13080360867914
1739209778.9099016;-38.13080360867914
1739209778.9099119;-38.13080360867914
1739209778.9099224;-45.120503652039325
1739209778.9099329;-45.120503652039325
1739209778.909943;-45.120503652039325
1739209778.9099536;-45.120503652039325
1739209778.909964;-38.13080360867914
1739209778.9099746;-38.13080360867914
1739209778.909985;-45.120503652039325
1739209778.9099953;-38.13080360867914
1739209778.9100058;-38.13080360867914
1739209778.9100163;-45.120503652039325
1739209778.9100266;-45.120503652039325
1739209778.910037;-38.13080360867914
1739209778.9100475;-45.120503652039325
1739209778.910058;-45.120503652039325
1739209778.9100685;-45.120503652039325
1739209778.9100788;-45.120503652039325
1739209778.9100893;-45.120503652039325
1739209778.9100997;-38.13080360867914
1739209778.91011;-45.120503652039325
1739209778.9101205;-45.120503652039325
1739209778.910131;-45.120503652039325
1739209778.9101415;-45.120503652039325
1739209778.910152;-45.120503652039325
1739209778.9101622;-45.120503652039325
1739209778.9101727;-38.13080360867914
1739209778.9101832;-38.13080360867914
1739209778.9101934;-45.120503652039325
1739209778.910204;-45.120503652039325
1739209778.9102144;-45.120503652039325
1739209778.910225;-38.13080360867914
1739209778.9102354;-38.13080360867914
1739209778.9102457;-45.120503652039325
1739209778.9102561;-45.120503652039325
1739209778.9102666;-35.57807855764607
1739209778.910277;-45.120503652039325
1739209778.9102874;-45.120503652039325
1739209778.9102979;-45.120503652039325
1739209778.9103084;-45.120503652039325
1739209778.9103189;-38.13080360867914
1739209778.910329;-45.120503652039325
1739209778.9103396;-45.120503652039325
1739209778.91035;-45.120503652039325
1739209778.9103603;-33.981070128970906
1739209778.9103708;-45.120503652039325
1739209778.9103813;-38.13080360867914
1739209778.9103918;-28.992665084841942
1739209778.9104023;-38.13080360867914
1739209778.9104125;-45.120503652039325
1739209778.910423;-38.13080360867914
1739209778.9104335;-33.981070128970906
1739209778.9104438;-38.13080360867914
1739209778.9104543;-45.120503652039325
1739209778.9104648;-45.120503652039325
1739209778.9104753;-38.13080360867914
1739209778.9104857;-45.120503652039325
1739209778.910496;-38.13080360867914
1739209778.9105065;-45.120503652039325
1739209778.910517;-38.13080360867914
1739209778.9105272;-45.120503652039325
1739209778.9105377;-38.13080360867914
1739209778.9105482;-38.13080360867914
1739209778.9105587;-38.13080360867914
1739209778.9105692;-38.13080360867914
1739209778.9105794;-38.13080360867914
1739209778.91059;-38.13080360867914
1739209778.9106004;-45.120503652039325
1739209778.9106107;-45.120503652039325
1739209778.9106212;-45.120503652039325
1739209778.9106317;-45.120503652039325
1739209778.9106421;-26.487275050834715
1739209778.9106526;-33.981070128970906
1739209778.910663;-45.120503652039325
1739209778.9106734;-38.13080360867914
1739209778.9106839;-32.816014438256545
1739209778.9106941;-45.120503652039325
1739209778.9107046;-45.120503652039325
1739209778.910715;-38.13080360867914
1739209778.9107256;-38.13080360867914
1739209778.910736;-45.120503652039325
1739209778.9107463;-38.13080360867914
1739209778.9107568;-38.13080360867914
1739209778.9107673;-45.120503652039325
1739209778.9107776;-38.13080360867914
1739209778.910788;-35.57807855764607
1739209778.9107985;-38.13080360867914
1739209778.910809;-35.57807855764607
1739209778.9108195;-45.120503652039325
1739209778.9108298;-35.57807855764607
1739209778.9108403;-38.13080360867914
1739209778.9108508;-38.13080360867914
1739209778.910861;-45.120503652039325
1739209778.9108715;-38.13080360867914
1739209778.910882;-45.120503652039325
1739209778.9108925;-35.57807855764607
1739209778.910903;-38.13080360867914
1739209778.9109132;-45.120503652039325
1739209778.9109237;-45.120503652039325
1739209778.9109342;-45.120503652039325
1739209778.9109445;-38.13080360867914
1739209778.910955;-38.13080360867914
1739209778.9109654;-35.57807855764607
1739209778.910976;-38.13080360867914
1739209778.9109864;-45.120503652039325
1739209778.9109967;-38.13080360867914
1739209778.9110072;-38.13080360867914
1739209778.9110177;-38.13080360867914
1739209778.911028;-38.13080360867914
1739209778.9110384;-45.120503652039325
1739209778.911049;-38.13080360867914
1739209778.9110594;-32.816014438256545
1739209778.9110699;-35.57807855764607
1739209778.9110801;-38.13080360867914
1739209778.9110906;-35.57807855764607
1739209778.911101;-45.120503652039325
1739209778.9111114;-45.120503652039325
1739209778.9111218;-45.120503652039325
1739209778.9111323;-45.120503652039325
1739209778.9111428;-45.120503652039325
1739209778.9111533;-45.120503652039325
1739209778.9111636;-45.120503652039325
1739209778.911174;-45.120503652039325
1739209778.9111845;-32.816014438256545
1739209778.9111948;-38.13080360867914
1739209778.9112053;-38.13080360867914
1739209778.9112158;-35.57807855764607
1739209778.9112263;-38.13080360867914
1739209778.9112368;-38.13080360867914
1739209778.911247;-38.13080360867914
1739209778.9112575;-38.13080360867914
1739209778.911268;-45.120503652039325
1739209778.9112782;-45.120503652039325
1739209778.9112887;-38.13080360867914
1739209778.9112992;-45.120503652039325
1739209778.9113097;-32.816014438256545
1739209778.9113202;-32.816014438256545
1739209778.9113305;-45.120503652039325
1739209778.911341;-45.120503652039325
1739209778.9113514;-35.57807855764607
1739209778.9113617;-38.13080360867914
1739209778.9113722;-45.120503652039325
1739209778.9113827;-45.120503652039325
1739209778.9113932;-45.120503652039325
1739209778.9114037;-45.120503652039325
1739209778.911414;-45.120503652039325
1739209778.9114244;-38.13080360867914
1739209778.911435;-38.13080360867914
1739209778.9114451;-33.981070128970906
1739209778.9114556;-38.13080360867914
1739209778.9114661;-45.120503652039325
1739209778.9114766;-35.57807855764607
1739209778.911487;-32.816014438256545
1739209778.9114974;-45.120503652039325
1739209778.9115078;-45.120503652039325
1739209778.9115183;-45.120503652039325
1739209778.9115286;-45.120503652039325
1739209778.911539;-45.120503652039325
1739209778.9115496;-45.120503652039325
1739209778.91156;-38.13080360867914
1739209778.9115705;-33.981070128970906
1739209778.9115808;-45.120503652039325
1739209778.9115913;-45.120503652039325
1739209778.9116018;-38.13080360867914
1739209778.911612;-32.816014438256545
1739209778.9116225;-45.120503652039325
1739209778.911633;-45.120503652039325
1739209778.9116435;-38.13080360867914
1739209778.911654;-38.13080360867914
1739209778.9116642;-35.57807855764607
1739209778.9116747;-38.13080360867914
1739209778.9116852;-38.13080360867914
1739209778.9116955;-45.120503652039325
1739209778.911706;-38.13080360867914
1739209778.9117165;-45.120503652039325
1739209778.911727;-45.120503652039325
