CAN Message; 0x62:0148b15c5a1ac395
Timestamp;Amplitude
1739209815.7905896;-22.264930561961556
1739209815.7905924;-23.16150712794695
1739209815.7905953;-45.120503652039325
1739209815.790598;-32.816014438256545
1739209815.7906008;-38.13080360867914
1739209815.7906036;-26.487275050834725
1739209815.7906063;-38.13080360867914
1739209815.7906091;-45.120503652039325
1739209815.790612;-45.120503652039325
1739209815.7906146;-38.13080360867914
1739209815.7906175;-32.816014438256545
1739209815.7906203;-45.120503652039325
1739209815.790623;-38.13080360867914
1739209815.7906258;-31.141103565318915
1739209815.7906287;-28.992665084841942
1739209815.7906313;-12.653056554800877
1739209815.7906342;-23.273589343863303
1739209815.790637;-45.120503652039325
1739209815.7906396;-38.13080360867914
1739209815.7906425;-45.120503652039325
1739209815.7906454;-38.13080360867914
1739209815.790648;-31.141103565318915
1739209815.7906508;-45.120503652039325
1739209815.7906537;-38.13080360867914
1739209815.7906563;-30.49652367304973
1739209815.7906592;-45.120503652039325
1739209815.790662;-38.13080360867914
1739209815.7906647;-33.981070128970906
1739209815.7906675;-45.120503652039325
1739209815.7906704;-29.438486411369347
1739209815.790673;-38.13080360867914
1739209815.7906759;-38.13080360867914
1739209815.7906787;-45.120503652039325
1739209815.7906814;-26.991370085610722
1739209815.7906842;-19.8442046433259
1739209815.790687;-26.991370085610768
1739209815.7906897;-30.49652367304973
1739209815.7906926;-45.120503652039325
1739209815.7906954;-27.8777449560314
1739209815.790698;-20.695705961394808
1739209815.790701;-45.120503652039325
1739209815.7907038;-38.13080360867914
1739209815.7907064;-32.816014438256545
1739209815.7907093;-38.13080360867914
1739209815.790712;-38.13080360867914
1739209815.7907147;-45.120503652039325
1739209815.7907176;-45.120503652039325
1739209815.7907205;-45.120503652039325
1739209815.790723;-33.981070128970906
1739209815.790726;-38.13080360867914
1739209815.7907288;-31.141103565318915
1739209815.7907314;-38.13080360867914
1739209815.7907343;-45.120503652039325
1739209815.7907372;-25.826314394896354
1739209815.7907398;-28.588378514285886
1739209815.7907426;-35.57807855764607
1739209815.7907455;-45.120503652039325
1739209815.7907481;-29.438486411369333
1739209815.790751;-15.20381357823981
1739209815.7907538;-21.446944441779113
1739209815.7907565;-27.8777449560314
1739209815.7907593;-38.13080360867914
1739209815.7907622;-30.49652367304973
1739209815.7907648;-38.13080360867914
1739209815.7907677;-45.120503652039325
1739209815.7907705;-45.120503652039325
1739209815.7907732;-45.120503652039325
1739209815.790776;-38.13080360867914
1739209815.7907789;-38.13080360867914
1739209815.7907815;-32.816014438256545
1739209815.7907844;-23.75329798047522
1739209815.7907872;-38.13080360867914
1739209815.7907898;-38.13080360867914
1739209815.7907927;-38.13080360867914
1739209815.7907956;-35.57807855764607
1739209815.7907982;-45.120503652039325
1739209815.790801;-31.141103565318915
1739209815.790804;-20.888044912671212
1739209815.7908065;-25.62660358559016
1739209815.7908094;-33.981070128970906
1739209815.7908123;-45.120503652039325
1739209815.7908149;-38.13080360867914
1739209815.7908177;-25.077289914212862
1739209815.7908206;-35.57807855764607
1739209815.7908232;-45.120503652039325
1739209815.790826;-38.13080360867914
1739209815.790829;-45.120503652039325
1739209815.7908316;-24.151403521958734
1739209815.7908344;-45.120503652039325
1739209815.7908373;-38.13080360867914
1739209815.79084;-38.13080360867914
1739209815.7908428;-32.816014438256545
1739209815.7908456;-28.992665084841967
1739209815.7908483;-38.13080360867914
1739209815.790851;-31.141103565318915
1739209815.790854;-31.141103565318915
1739209815.7908566;-22.44878636800916
1739209815.7908595;-12.460539947088495
1739209815.7908623;-35.57807855764607
1739209815.790865;-45.120503652039325
1739209815.7908678;-33.981070128970906
1739209815.7908707;-20.001670042250552
1739209815.7908733;-25.826314394896364
1739209815.7908762;-31.141103565318915
1739209815.790879;-38.13080360867914
1739209815.7908816;-38.13080360867914
1739209815.7908845;-38.13080360867914
1739209815.7908874;-45.120503652039325
1739209815.79089;-35.57807855764607
1739209815.7908928;-45.120503652039325
1739209815.7908957;-31.141103565318915
1739209815.7908983;-15.347841527766366
1739209815.7909012;-24.438645034577675
1739209815.790904;-33.981070128970906
1739209815.7909067;-31.141103565318893
1739209815.7909095;-32.816014438256545
1739209815.7909124;-38.13080360867914
1739209815.790915;-45.120503652039325
1739209815.7909179;-30.49652367304973
1739209815.7909207;-28.992665084841942
1739209815.7909234;-45.120503652039325
1739209815.7909262;-38.13080360867914
1739209815.790929;-35.57807855764607
1739209815.7909317;-38.13080360867914
1739209815.7909346;-45.120503652039325
1739209815.7909374;-33.981070128970906
1739209815.79094;-33.981070128970956
1739209815.790943;-31.141103565318943
1739209815.7909458;-38.13080360867914
1739209815.7909484;-38.13080360867914
1739209815.7909513;-32.81601443825658
1739209815.790954;-38.13080360867914
1739209815.7909567;-45.120503652039325
1739209815.7909596;-35.57807855764607
1739209815.7909625;-35.57807855764607
1739209815.790965;-33.981070128970956
1739209815.790968;-38.13080360867914
1739209815.7909708;-45.120503652039325
1739209815.7909734;-45.120503652039325
1739209815.7909763;-45.120503652039325
1739209815.7909791;-35.57807855764607
1739209815.7909818;-45.120503652039325
1739209815.7909846;-45.120503652039325
1739209815.7909875;-23.506823629689542
1739209815.7909904;-19.221007638782208
1739209815.790993;-8.932703406977147
1739209815.7909958;-29.438486411369333
1739209815.7909987;-32.81601443825658
1739209815.7910013;-32.816014438256545
1739209815.7910042;-45.120503652039325
1739209815.791007;-38.13080360867914
1739209815.7910097;-31.141103565318915
1739209815.7910125;-38.13080360867914
1739209815.7910154;-38.13080360867914
1739209815.791018;-23.50682362968953
1739209815.7910209;-38.13080360867914
1739209815.7910237;-38.13080360867914
1739209815.7910264;-33.981070128970906
1739209815.7910292;-38.13080360867914
1739209815.791032;-9.789140769252905
1739209815.7910347;-19.84420464332591
1739209815.7910376;-32.81601443825658
1739209815.7910404;-28.992665084841942
1739209815.791043;-24.746238672633048
1739209815.791046;-18.836614351536173
1739209815.7910488;-30.49652367304973
1739209815.7910514;-38.13080360867914
1739209815.7910542;-28.992665084841942
1739209815.791057;-21.44694444177911
1739209815.7910597;-9.748611389602843
1739209815.7910626;-29.438486411369333
1739209815.7910655;-45.120503652039325
1739209815.791068;-33.981070128970906
1739209815.791071;-27.877744956031417
1739209815.7910738;-28.218542851754165
1739209815.7910764;-27.267205301931607
1739209815.7910793;-33.981070128970906
1739209815.7910821;-38.13080360867914
1739209815.7910848;-45.120503652039325
1739209815.7910876;-29.438486411369347
1739209815.7910905;-38.13080360867914
1739209815.791093;-38.13080360867914
1739209815.791096;-38.13080360867914
1739209815.7910988;-31.141103565318915
1739209815.7911015;-38.13080360867914
1739209815.7911043;-45.120503652039325
1739209815.7911072;-38.13080360867914
1739209815.7911098;-33.981070128970906
1739209815.7911127;-45.120503652039325
1739209815.7911155;-45.120503652039325
1739209815.7911181;-33.981070128970906
1739209815.791121;-24.292649948874775
1739209815.7911239;-45.120503652039325
1739209815.7911265;-16.283889300503116
1739209815.7911294;-35.57807855764607
1739209815.7911322;-33.981070128970906
1739209815.7911348;-45.120503652039325
1739209815.7911377;-35.57807855764607
1739209815.7911406;-35.57807855764607
1739209815.7911432;-38.13080360867914
1739209815.791146;-45.120503652039325
1739209815.791149;-45.120503652039325
1739209815.7911515;-33.981070128970906
1739209815.7911544;-32.816014438256545
1739209815.7911572;-45.120503652039325
1739209815.7911599;-38.13080360867914
1739209815.7911627;-45.120503652039325
1739209815.7911656;-27.267205301931607
1739209815.7911682;-31.141103565318915
1739209815.791171;-38.13080360867914
1739209815.791174;-38.13080360867914
1739209815.7911766;-28.992665084841942
1739209815.7911794;-10.483066439568699
1739209815.7911823;-26.991370085610736
1739209815.791185;-38.13080360867914
1739209815.7911878;-28.992665084841942
1739209815.7911916;-24.589719217205094
1739209815.7911952;-20.165060276574795
1739209815.791199;-31.141103565318915
1739209815.7912025;-33.981070128970906
1739209815.7912064;-33.981070128970906
1739209815.7912102;-45.120503652039325
1739209815.7912138;-32.816014438256545
1739209815.7912176;-33.981070128970906
1739209815.7912211;-38.13080360867914
1739209815.791225;-38.13080360867914
1739209815.7912288;-17.16170347859854
1739209815.7912323;-20.00167004225055
1739209815.7912362;-45.120503652039325
1739209815.7912397;-32.816014438256545
1739209815.7912436;-38.13080360867914
1739209815.7912474;-21.021172418726344
1739209815.791251;-33.981070128970906
1739209815.7912548;-45.120503652039325
1739209815.7912586;-32.816014438256545
1739209815.7912621;-35.57807855764607
1739209815.791266;-45.120503652039325
1739209815.7912695;-45.120503652039325
1739209815.7912734;-45.120503652039325
1739209815.7912772;-38.13080360867914
1739209815.7912807;-45.120503652039325
1739209815.7912846;-45.120503652039325
1739209815.7912881;-38.13080360867914
1739209815.791292;-38.13080360867914
1739209815.7912958;-38.13080360867914
1739209815.7912993;-45.120503652039325
1739209815.7913032;-45.120503652039325
1739209815.7913067;-45.120503652039325
1739209815.7913105;-32.816014438256545
1739209815.7913144;-38.13080360867914
1739209815.791318;-45.120503652039325
1739209815.7913218;-45.120503652039325
1739209815.7913253;-38.13080360867914
1739209815.7913291;-38.13080360867914
1739209815.791333;-45.120503652039325
1739209815.7913365;-38.13080360867914
1739209815.7913404;-45.120503652039325
1739209815.791344;-38.13080360867914
1739209815.7913477;-45.120503652039325
1739209815.7913516;-38.13080360867914
1739209815.7913551;-22.740042620751332
1739209815.791359;-38.13080360867914
1739209815.7913628;-38.13080360867914
1739209815.7913663;-45.120503652039325
1739209815.7913702;-32.816014438256545
1739209815.7913737;-32.816014438256545
1739209815.7913775;-38.13080360867914
1739209815.7913814;-38.13080360867914
1739209815.791385;-45.120503652039325
1739209815.7913888;-38.13080360867914
1739209815.7913923;-35.57807855764607
1739209815.7913961;-35.57807855764607
1739209815.7914;-45.120503652039325
1739209815.7914035;-33.981070128970906
1739209815.7914073;-33.981070128970906
1739209815.791411;-45.120503652039325
1739209815.7914147;-45.120503652039325
1739209815.7914186;-45.120503652039325
1739209815.7914221;-45.120503652039325
1739209815.791426;-38.13080360867914
1739209815.7914295;-33.981070128970956
1739209815.7914333;-45.120503652039325
1739209815.7914371;-45.120503652039325
1739209815.7914407;-33.981070128970906
1739209815.7914445;-38.13080360867914
1739209815.791448;-45.120503652039325
1739209815.791452;-32.816014438256545
1739209815.7914557;-38.13080360867914
1739209815.7914593;-27.8777449560314
1739209815.7914631;-28.58837851428586
1739209815.7914667;-38.13080360867914
1739209815.7914705;-45.120503652039325
1739209815.7914743;-33.981070128970906
1739209815.791478;-35.57807855764607
1739209815.7914817;-45.120503652039325
1739209815.7914855;-38.13080360867914
1739209815.7914891;-38.13080360867914
1739209815.791493;-45.120503652039325
1739209815.7914965;-45.120503652039325
1739209815.7915003;-38.13080360867914
1739209815.7915041;-45.120503652039325
1739209815.7915077;-38.13080360867914
1739209815.7915115;-38.13080360867914
1739209815.791515;-45.120503652039325
1739209815.791519;-45.120503652039325
1739209815.7915227;-45.120503652039325
1739209815.7915263;-38.13080360867914
1739209815.7915301;-45.120503652039325
1739209815.7915337;-45.120503652039325
1739209815.7915375;-45.120503652039325
1739209815.7915413;-45.120503652039325
1739209815.791545;-38.13080360867914
1739209815.7915487;-38.13080360867914
1739209815.7915523;-31.141103565318915
1739209815.7915561;-38.13080360867914
1739209815.79156;-38.13080360867914
1739209815.7915635;-38.13080360867914
1739209815.7915673;-35.57807855764607
1739209815.791571;-38.13080360867914
1739209815.7915747;-38.13080360867914
1739209815.7915785;-45.120503652039325
1739209815.791582;-32.81601443825658
1739209815.791586;-32.816014438256545
1739209815.7915895;-38.13080360867914
1739209815.7915933;-45.120503652039325
1739209815.7915971;-38.13080360867914
1739209815.7916007;-35.57807855764607
1739209815.7916045;-38.13080360867914
1739209815.7916083;-35.57807855764607
1739209815.791612;-38.13080360867914
1739209815.7916157;-45.120503652039325
1739209815.7916193;-45.120503652039325
1739209815.791623;-45.120503652039325
1739209815.791627;-45.120503652039325
1739209815.7916305;-45.120503652039325
1739209815.7916343;-45.120503652039325
1739209815.791638;-38.13080360867914
1739209815.7916417;-33.981070128970906
1739209815.7916455;-38.13080360867914
1739209815.791649;-45.120503652039325
1739209815.791653;-38.13080360867914
1739209815.7916565;-35.57807855764607
1739209815.7916603;-38.13080360867914
1739209815.7916641;-38.13080360867914
1739209815.7916677;-38.13080360867914
1739209815.7916715;-45.120503652039325
1739209815.791675;-38.13080360867914
1739209815.791679;-45.120503652039325
1739209815.7916827;-45.120503652039325
1739209815.7916863;-45.120503652039325
1739209815.79169;-38.13080360867914
1739209815.7916937;-38.13080360867914
1739209815.7916975;-45.120503652039325
1739209815.7917013;-38.13080360867914
1739209815.791705;-38.13080360867914
1739209815.7917087;-45.120503652039325
1739209815.7917125;-45.120503652039325
1739209815.791716;-33.981070128970906
1739209815.79172;-32.816014438256545
1739209815.7917235;-38.13080360867914
1739209815.7917273;-45.120503652039325
1739209815.791731;-38.13080360867914
1739209815.7917347;-38.13080360867914
1739209815.7917385;-33.981070128970906
1739209815.791742;-45.120503652039325
1739209815.791746;-45.120503652039325
1739209815.7917497;-35.57807855764607
1739209815.7917533;-38.13080360867914
1739209815.791757;-45.120503652039325
1739209815.7917607;-45.120503652039325
1739209815.7917645;-38.13080360867914
1739209815.7917683;-35.57807855764607
1739209815.791772;-35.57807855764607
1739209815.7917757;-45.120503652039325
1739209815.7917793;-38.13080360867914
1739209815.791783;-38.13080360867914
1739209815.791787;-38.13080360867914
1739209815.7917905;-33.981070128970906
1739209815.7917943;-32.816014438256545
1739209815.7917979;-38.13080360867914
1739209815.7918017;-45.120503652039325
1739209815.7918055;-38.13080360867914
1739209815.791809;-45.120503652039325
1739209815.791813;-45.120503652039325
1739209815.7918165;-45.120503652039325
1739209815.7918203;-45.120503652039325
1739209815.791824;-45.120503652039325
1739209815.7918277;-45.120503652039325
1739209815.7918315;-38.13080360867914
1739209815.7918353;-45.120503652039325
1739209815.791839;-45.120503652039325
1739209815.7918427;-38.13080360867914
1739209815.7918463;-45.120503652039325
1739209815.79185;-38.13080360867914
1739209815.791854;-38.13080360867914
1739209815.7918575;-45.120503652039325
1739209815.7918613;-45.120503652039325
1739209815.7918649;-33.981070128970906
1739209815.7918687;-45.120503652039325
1739209815.7918725;-35.57807855764607
1739209815.791876;-38.13080360867914
1739209815.79188;-38.13080360867914
1739209815.7918835;-45.120503652039325
1739209815.7918873;-45.120503652039325
1739209815.791891;-38.13080360867914
1739209815.7918947;-45.120503652039325
1739209815.7918985;-45.120503652039325
1739209815.791902;-45.120503652039325
1739209815.7919059;-35.57807855764607
1739209815.7919097;-38.13080360867914
1739209815.7919133;-38.13080360867914
1739209815.791917;-33.981070128970906
1739209815.7919207;-38.13080360867914
1739209815.7919245;-45.120503652039325
1739209815.7919283;-33.981070128970906
1739209815.7919319;-45.120503652039325
1739209815.7919357;-45.120503652039325
1739209815.7919395;-33.981070128970906
1739209815.791943;-27.8777449560314
1739209815.791947;-38.13080360867914
1739209815.7919505;-45.120503652039325
1739209815.7919543;-45.120503652039325
1739209815.791958;-38.13080360867914
1739209815.7919617;-38.13080360867914
1739209815.7919655;-45.120503652039325
1739209815.791969;-45.120503652039325
1739209815.7919729;-33.981070128970956
1739209815.7919767;-38.13080360867914
1739209815.7919803;-38.13080360867914
1739209815.791984;-45.120503652039325
1739209815.7919877;-45.120503652039325
1739209815.7919915;-45.120503652039325
1739209815.7919953;-45.120503652039325
1739209815.7919989;-38.13080360867914
1739209815.7920027;-26.991370085610736
1739209815.7920063;-38.13080360867914
1739209815.79201;-45.120503652039325
1739209815.792014;-38.13080360867914
1739209815.7920175;-38.13080360867914
1739209815.7920213;-38.13080360867914
1739209815.7920249;-35.57807855764607
1739209815.7920287;-31.141103565318915
1739209815.7920325;-31.141103565318943
1739209815.792036;-38.13080360867914
1739209815.7920399;-35.57807855764607
1739209815.7920434;-45.120503652039325
1739209815.7920473;-45.120503652039325
1739209815.792051;-45.120503652039325
1739209815.7920547;-45.120503652039325
1739209815.7920585;-45.120503652039325
1739209815.7920623;-31.141103565318893
1739209815.7920659;-35.57807855764607
1739209815.7920697;-45.120503652039325
1739209815.7920732;-45.120503652039325
1739209815.792077;-45.120503652039325
1739209815.7920809;-45.120503652039325
1739209815.7920845;-38.13080360867914
1739209815.7920883;-38.13080360867914
1739209815.7920918;-45.120503652039325
1739209815.7920957;-45.120503652039325
1739209815.7920995;-38.13080360867914
1739209815.792103;-38.13080360867914
1739209815.7921069;-45.120503652039325
1739209815.7921104;-38.13080360867914
1739209815.7921143;-38.13080360867914
1739209815.792118;-45.120503652039325
1739209815.7921216;-45.120503652039325
1739209815.7921255;-45.120503652039325
1739209815.792129;-35.57807855764607
1739209815.7921329;-38.13080360867914
1739209815.7921367;-45.120503652039325
1739209815.7921402;-38.13080360867914
1739209815.792144;-38.13080360867914
1739209815.7921476;-38.13080360867914
1739209815.7921515;-38.13080360867914
1739209815.7921553;-33.981070128970906
1739209815.7921588;-45.120503652039325
1739209815.7921627;-38.13080360867914
1739209815.7921662;-35.57807855764607
1739209815.79217;-33.981070128970906
1739209815.7921739;-45.120503652039325
1739209815.7921774;-45.120503652039325
1739209815.7921813;-45.120503652039325
1739209815.792185;-45.120503652039325
1739209815.7921886;-45.120503652039325
1739209815.7921925;-45.120503652039325
1739209815.792196;-38.13080360867914
1739209815.7921999;-38.13080360867914
1739209815.7922037;-38.13080360867914
1739209815.7922072;-45.120503652039325
1739209815.792211;-27.8777449560314
1739209815.7922146;-28.992665084841942
1739209815.7922184;-38.13080360867914
1739209815.7922223;-38.13080360867914
1739209815.7922258;-32.816014438256545
1739209815.7922297;-33.981070128970906
1739209815.7922332;-38.13080360867914
1739209815.792237;-35.57807855764607
1739209815.7922409;-38.13080360867914
1739209815.7922444;-32.816014438256545
1739209815.7922482;-38.13080360867914
1739209815.7922518;-45.120503652039325
1739209815.7922556;-45.120503652039325
1739209815.7922595;-38.13080360867914
1739209815.792263;-45.120503652039325
1739209815.7922668;-45.120503652039325
1739209815.7922704;-33.981070128970906
1739209815.7922742;-45.120503652039325
1739209815.792278;-38.13080360867914
1739209815.7922816;-38.13080360867914
1739209815.7922854;-38.13080360867914
1739209815.7922893;-45.120503652039325
1739209815.7922928;-45.120503652039325
1739209815.7922966;-45.120503652039325
1739209815.7923002;-45.120503652039325
1739209815.792304;-35.57807855764607
1739209815.7923079;-38.13080360867914
1739209815.7923114;-45.120503652039325
1739209815.7923152;-38.13080360867914
1739209815.7923188;-33.981070128970906
1739209815.7923226;-38.13080360867914
1739209815.7923265;-38.13080360867914
1739209815.79233;-45.120503652039325
1739209815.7923338;-38.13080360867914
1739209815.7923374;-45.120503652039325
1739209815.7923412;-38.13080360867914
1739209815.792345;-38.13080360867914
1739209815.7923486;-38.13080360867914
1739209815.7923524;-38.13080360867914
1739209815.792356;-45.120503652039325
1739209815.7923598;-45.120503652039325
1739209815.7923636;-38.13080360867914
1739209815.7923672;-32.816014438256545
1739209815.792371;-33.981070128970906
1739209815.7923746;-45.120503652039325
1739209815.7923784;-38.13080360867914
1739209815.7923822;-38.13080360867914
1739209815.7923858;-45.120503652039325
1739209815.7923896;-45.120503652039325
1739209815.7923932;-38.13080360867914
1739209815.792397;-35.57807855764607
1739209815.7924008;-38.13080360867914
1739209815.7924044;-45.120503652039325
1739209815.7924082;-35.57807855764607
1739209815.792412;-35.57807855764607
1739209815.7924156;-38.13080360867914
1739209815.7924194;-38.13080360867914
1739209815.792423;-38.13080360867914
1739209815.7924268;-33.981070128970906
1739209815.7924306;-38.13080360867914
1739209815.7924342;-45.120503652039325
1739209815.792438;-45.120503652039325
1739209815.7924416;-38.13080360867914
1739209815.7924454;-45.120503652039325
1739209815.7924492;-38.13080360867914
1739209815.7924528;-32.816014438256545
1739209815.7924566;-31.141103565318915
1739209815.7924602;-45.120503652039325
1739209815.792464;-45.120503652039325
1739209815.7924678;-38.13080360867914
1739209815.7924714;-45.120503652039325
1739209815.7924752;-45.120503652039325
1739209815.7924788;-35.57807855764607
1739209815.7924826;-33.981070128970906
1739209815.7924864;-45.120503652039325
1739209815.79249;-45.120503652039325
1739209815.7924938;-38.13080360867914
1739209815.7924974;-38.13080360867914
1739209815.7925012;-45.120503652039325
1739209815.792505;-38.13080360867914
1739209815.7925086;-35.57807855764607
1739209815.7925124;-45.120503652039325
1739209815.7925162;-45.120503652039325
1739209815.7925198;-38.13080360867914
1739209815.7925236;-38.13080360867914
1739209815.7925272;-35.57807855764607
1739209815.792531;-45.120503652039325
1739209815.7925348;-38.13080360867914
1739209815.7925384;-38.13080360867914
1739209815.7925422;-31.141103565318915
1739209815.7925458;-28.992665084841942
1739209815.7925496;-38.13080360867914
1739209815.7925534;-38.13080360867914
1739209815.792557;-38.13080360867914
1739209815.7925608;-45.120503652039325
1739209815.7925644;-45.120503652039325
1739209815.7925682;-35.57807855764607
1739209815.792572;-38.13080360867914
1739209815.7925756;-38.13080360867914
1739209815.7925794;-45.120503652039325
1739209815.792583;-45.120503652039325
1739209815.7925868;-45.120503652039325
1739209815.7925906;-45.120503652039325
1739209815.7925942;-38.13080360867914
1739209815.792598;-35.57807855764607
1739209815.7926016;-33.981070128970906
1739209815.7926054;-38.13080360867914
1739209815.7926092;-38.13080360867914
1739209815.7926128;-38.13080360867914
1739209815.7926166;-45.120503652039325
1739209815.7926202;-45.120503652039325
1739209815.792624;-45.120503652039325
1739209815.7926278;-45.120503652039325
1739209815.7926314;-38.13080360867914
1739209815.7926352;-35.57807855764607
1739209815.792639;-45.120503652039325
1739209815.7926426;-45.120503652039325
1739209815.7926464;-38.13080360867914
1739209815.79265;-38.13080360867914
1739209815.7926538;-38.13080360867914
1739209815.7926576;-33.981070128970906
1739209815.7926612;-45.120503652039325
1739209815.792665;-33.981070128970956
1739209815.7926686;-38.13080360867914
1739209815.7926724;-45.120503652039325
1739209815.7926762;-45.120503652039325
1739209815.7926798;-38.13080360867914
1739209815.7926836;-38.13080360867914
1739209815.7926872;-38.13080360867914
1739209815.792691;-38.13080360867914
1739209815.7926948;-35.57807855764607
1739209815.7926984;-45.120503652039325
1739209815.7927022;-45.120503652039325
1739209815.7927058;-38.13080360867914
1739209815.7927096;-45.120503652039325
1739209815.7927134;-38.13080360867914
1739209815.792717;-45.120503652039325
1739209815.7927208;-45.120503652039325
1739209815.7927244;-32.816014438256545
1739209815.7927282;-45.120503652039325
1739209815.792732;-38.13080360867914
1739209815.7927356;-38.13080360867914
1739209815.7927394;-38.13080360867914
1739209815.792743;-38.13080360867914
1739209815.7927468;-35.57807855764607
1739209815.7927506;-45.120503652039325
1739209815.7927542;-45.120503652039325
1739209815.792758;-38.13080360867914
1739209815.7927618;-38.13080360867914
1739209815.7927654;-38.13080360867914
1739209815.7927692;-38.13080360867914
1739209815.7927728;-31.141103565318915
1739209815.7927766;-45.120503652039325
1739209815.7927804;-38.13080360867914
1739209815.792784;-35.57807855764607
1739209815.7927878;-38.13080360867914
1739209815.7927914;-38.13080360867914
1739209815.7927952;-45.120503652039325
1739209815.792799;-45.120503652039325
1739209815.7928026;-45.120503652039325
1739209815.7928064;-45.120503652039325
1739209815.79281;-38.13080360867914
1739209815.7928138;-45.120503652039325
1739209815.7928176;-45.120503652039325
1739209815.7928212;-38.13080360867914
1739209815.792825;-38.13080360867914
1739209815.7928286;-31.141103565318893
1739209815.7928324;-45.120503652039325
1739209815.7928362;-32.816014438256545
1739209815.7928398;-38.13080360867914
1739209815.7928436;-38.13080360867914
1739209815.7928472;-33.981070128970906
1739209815.792851;-45.120503652039325
1739209815.7928548;-38.13080360867914
1739209815.7928584;-45.120503652039325
1739209815.7928622;-33.981070128970906
1739209815.792866;-38.13080360867914
1739209815.7928696;-45.120503652039325
1739209815.7928734;-45.120503652039325
1739209815.792877;-38.13080360867914
1739209815.7928808;-38.13080360867914
1739209815.7928846;-45.120503652039325
1739209815.7928882;-45.120503652039325
1739209815.792892;-45.120503652039325
1739209815.7928956;-38.13080360867914
1739209815.7928994;-38.13080360867914
1739209815.7929032;-45.120503652039325
1739209815.7929068;-38.13080360867914
1739209815.7929106;-35.57807855764607
1739209815.7929142;-38.13080360867914
1739209815.792918;-38.13080360867914
1739209815.7929218;-35.57807855764607
1739209815.7929254;-35.57807855764607
1739209815.7929292;-38.13080360867914
1739209815.7929327;-38.13080360867914
1739209815.7929366;-38.13080360867914
1739209815.7929404;-38.13080360867914
1739209815.792944;-38.13080360867914
1739209815.7929478;-45.120503652039325
1739209815.7929513;-45.120503652039325
1739209815.7929552;-45.120503652039325
1739209815.792959;-35.57807855764607
1739209815.7929626;-38.13080360867914
1739209815.7929664;-35.57807855764607
1739209815.79297;-45.120503652039325
1739209815.7929738;-38.13080360867914
1739209815.7929776;-31.141103565318893
1739209815.7929811;-33.981070128970906
1739209815.792985;-38.13080360867914
1739209815.7929888;-38.13080360867914
1739209815.7929924;-38.13080360867914
1739209815.7929962;-31.141103565318915
1739209815.7929997;-38.13080360867914
1739209815.7930036;-33.981070128970906
1739209815.7930074;-45.120503652039325
1739209815.793011;-38.13080360867914
1739209815.7930148;-38.13080360867914
1739209815.7930183;-45.120503652039325
1739209815.7930222;-38.13080360867914
1739209815.793026;-30.49652367304973
1739209815.7930295;-38.13080360867914
1739209815.7930334;-38.13080360867914
1739209815.793037;-35.57807855764607
1739209815.7930408;-38.13080360867914
1739209815.7930446;-33.981070128970906
1739209815.7930481;-38.13080360867914
1739209815.793052;-35.57807855764607
1739209815.7930555;-31.141103565318915
1739209815.7930593;-45.120503652039325
1739209815.7930632;-45.120503652039325
1739209815.7930667;-45.120503652039325
1739209815.7930706;-38.13080360867914
1739209815.7930741;-35.57807855764607
1739209815.793078;-38.13080360867914
1739209815.7930818;-38.13080360867914
1739209815.7930853;-33.981070128970906
1739209815.7930892;-35.57807855764607
1739209815.7930927;-38.13080360867914
1739209815.7930965;-35.57807855764607
1739209815.7931004;-38.13080360867914
1739209815.793104;-38.13080360867914
1739209815.7931077;-38.13080360867914
1739209815.7931116;-45.120503652039325
1739209815.7931151;-27.877744956031414
1739209815.793119;-38.13080360867914
1739209815.7931225;-38.13080360867914
1739209815.7931263;-45.120503652039325
1739209815.7931302;-38.13080360867914
1739209815.7931337;-38.13080360867914
1739209815.7931376;-38.13080360867914
1739209815.7931411;-45.120503652039325
1739209815.793145;-38.13080360867914
1739209815.7931488;-38.13080360867914
1739209815.7931523;-38.13080360867914
1739209815.7931561;-45.120503652039325
1739209815.7931597;-38.13080360867914
1739209815.7931635;-35.57807855764607
1739209815.7931674;-38.13080360867914
1739209815.793171;-45.120503652039325
1739209815.7931747;-38.13080360867914
1739209815.7931783;-38.13080360867914
1739209815.7931821;-45.120503652039325
1739209815.793186;-38.13080360867914
1739209815.7931895;-38.13080360867914
1739209815.7931933;-35.57807855764607
1739209815.793197;-38.13080360867914
1739209815.7932007;-38.13080360867914
1739209815.7932045;-33.981070128970906
1739209815.7932081;-38.13080360867914
1739209815.793212;-45.120503652039325
1739209815.7932158;-45.120503652039325
1739209815.7932193;-45.120503652039325
1739209815.7932231;-45.120503652039325
1739209815.7932267;-45.120503652039325
1739209815.7932305;-45.120503652039325
1739209815.7932343;-45.120503652039325
1739209815.793238;-45.120503652039325
1739209815.7932417;-38.13080360867914
1739209815.7932453;-38.13080360867914
1739209815.7932491;-38.13080360867914
1739209815.793253;-35.57807855764607
1739209815.7932565;-38.13080360867914
1739209815.7932603;-38.13080360867914
1739209815.793264;-32.816014438256545
1739209815.7932677;-38.13080360867914
1739209815.7932715;-45.120503652039325
1739209815.793275;-45.120503652039325
1739209815.793279;-45.120503652039325
1739209815.7932825;-45.120503652039325
1739209815.7932863;-45.120503652039325
1739209815.7932901;-45.120503652039325
1739209815.7932937;-38.13080360867914
1739209815.7932975;-45.120503652039325
1739209815.793301;-45.120503652039325
1739209815.793305;-45.120503652039325
1739209815.7933087;-33.981070128970906
