CAN Message; 0x77:1fa54a9f3646b5be
1739209774.9629498;-38.13080360867914
1739209774.9629524;-38.13080360867914
1739209774.9629548;-38.13080360867914
1739209774.9629571;-38.13080360867914
1739209774.9629598;-38.13080360867914
1739209774.9629622;-38.13080360867914
1739209774.9629645;-38.13080360867914
1739209774.962967;-45.120503652039325
1739209774.9629695;-38.13080360867914
1739209774.962972;-31.141103565318893
1739209774.9629743;-35.57807855764607
1739209774.9629767;-45.120503652039325
1739209774.9629793;-38.13080360867914
1739209774.9629817;-35.57807855764607
1739209774.962984;-35.57807855764607
1739209774.9629865;-38.13080360867914
1739209774.962989;-33.981070128970906
1739209774.9629915;-45.120503652039325
1739209774.9629939;-45.120503652039325
1739209774.9629962;-45.120503652039325
1739209774.9629989;-38.13080360867914
1739209774.9630013;-38.13080360867914
1739209774.9630036;-45.120503652039325
1739209774.963006;-38.13080360867914
1739209774.9630086;-38.13080360867914
1739209774.963011;-38.13080360867914
1739209774.9630134;-38.13080360867914
1739209774.9630158;-45.120503652039325
1739209774.9630184;-45.120503652039325
1739209774.9630208;-32.816014438256545
1739209774.9630232;-35.57807855764607
1739209774.9630256;-45.120503652039325
1739209774.9630282;-45.120503652039325
1739209774.9630306;-45.120503652039325
1739209774.963033;-45.120503652039325
1739209774.9630353;-38.13080360867914
1739209774.963038;-38.13080360867914
1739209774.9630404;-35.57807855764607
1739209774.9630427;-38.13080360867914
1739209774.9630454;-45.120503652039325
1739209774.9630477;-45.120503652039325
1739209774.9630501;-38.13080360867914
1739209774.9630525;-45.120503652039325
1739209774.9630551;-45.120503652039325
1739209774.9630575;-38.13080360867914
1739209774.96306;-38.13080360867914
1739209774.9630623;-38.13080360867914
1739209774.963065;-45.120503652039325
1739209774.9630673;-38.13080360867914
1739209774.9630697;-35.57807855764607
1739209774.963072;-35.57807855764607
1739209774.9630747;-38.13080360867914
1739209774.963077;-38.13080360867914
1739209774.9630795;-35.57807855764607
1739209774.9630818;-45.120503652039325
1739209774.9630845;-35.57807855764607
1739209774.9630868;-38.13080360867914
1739209774.9630892;-45.120503652039325
1739209774.9630916;-45.120503652039325
1739209774.9630942;-38.13080360867914
1739209774.9630966;-38.13080360867914
1739209774.963099;-45.120503652039325
1739209774.9631014;-38.13080360867914
1739209774.963104;-38.13080360867914
1739209774.9631064;-38.13080360867914
1739209774.9631088;-45.120503652039325
1739209774.9631112;-35.57807855764607
1739209774.9631138;-33.981070128970906
1739209774.9631162;-45.120503652039325
1739209774.9631186;-45.120503652039325
1739209774.9631212;-38.13080360867914
1739209774.9631236;-35.57807855764607
1739209774.963126;-45.120503652039325
1739209774.9631283;-45.120503652039325
1739209774.963131;-45.120503652039325
1739209774.9631333;-45.120503652039325
1739209774.9631357;-38.13080360867914
1739209774.963138;-45.120503652039325
1739209774.9631407;-45.120503652039325
1739209774.963143;-45.120503652039325
1739209774.9631455;-45.120503652039325
1739209774.9631479;-38.13080360867914
1739209774.9631505;-35.57807855764607
1739209774.963153;-38.13080360867914
1739209774.9631553;-45.120503652039325
1739209774.9631577;-35.57807855764607
1739209774.9631603;-38.13080360867914
1739209774.9631627;-38.13080360867914
1739209774.963165;-38.13080360867914
1739209774.9631674;-31.141103565318893
1739209774.96317;-45.120503652039325
1739209774.9631724;-45.120503652039325
1739209774.9631748;-38.13080360867914
1739209774.9631772;-35.57807855764607
1739209774.9631798;-38.13080360867914
1739209774.9631822;-45.120503652039325
1739209774.9631846;-33.981070128970906
1739209774.963187;-35.57807855764607
1739209774.9631896;-38.13080360867914
1739209774.963192;-45.120503652039325
1739209774.9631944;-45.120503652039325
1739209774.963197;-35.57807855764607
1739209774.9631994;-38.13080360867914
1739209774.9632018;-45.120503652039325
1739209774.9632041;-38.13080360867914
1739209774.9632068;-45.120503652039325
1739209774.9632092;-38.13080360867914
1739209774.9632115;-33.981070128970906
1739209774.963214;-45.120503652039325
1739209774.9632165;-32.816014438256545
1739209774.963219;-38.13080360867914
1739209774.9632213;-45.120503652039325
1739209774.9632237;-38.13080360867914
1739209774.9632263;-45.120503652039325
1739209774.9632287;-38.13080360867914
1739209774.963231;-45.120503652039325
1739209774.9632335;-45.120503652039325
1739209774.963236;-45.120503652039325
1739209774.9632385;-33.981070128970906
1739209774.9632409;-38.13080360867914
1739209774.9632432;-31.141103565318915
1739209774.9632459;-35.57807855764607
1739209774.9632483;-38.13080360867914
1739209774.9632506;-28.21854285175415
1739209774.963253;-35.57807855764607
1739209774.9632556;-38.13080360867914
1739209774.963258;-45.120503652039325
1739209774.9632604;-45.120503652039325
1739209774.9632628;-45.120503652039325
1739209774.9632654;-45.120503652039325
1739209774.9632678;-45.120503652039325
1739209774.9632702;-35.57807855764607
1739209774.9632726;-45.120503652039325
1739209774.9632752;-45.120503652039325
1739209774.9632776;-45.120503652039325
1739209774.96328;-38.13080360867914
1739209774.9632826;-45.120503652039325
1739209774.963285;-45.120503652039325
1739209774.9632874;-38.13080360867914
1739209774.9632897;-26.991370085610736
1739209774.9632924;-38.13080360867914
1739209774.9632947;-45.120503652039325
1739209774.9632971;-38.13080360867914
1739209774.9632995;-45.120503652039325
1739209774.9633021;-45.120503652039325
1739209774.9633045;-45.120503652039325
1739209774.963307;-38.13080360867914
1739209774.9633093;-45.120503652039325
1739209774.963312;-45.120503652039325
1739209774.9633143;-45.120503652039325
1739209774.9633167;-33.981070128970906
1739209774.963319;-38.13080360867914
1739209774.9633217;-45.120503652039325
1739209774.963324;-45.120503652039325
1739209774.9633265;-38.13080360867914
1739209774.9633288;-25.826314394896354
1739209774.9633315;-32.816014438256545
1739209774.9633338;-45.120503652039325
1739209774.9633362;-38.13080360867914
1739209774.9633386;-35.57807855764607
1739209774.9633412;-38.13080360867914
1739209774.9633436;-38.13080360867914
1739209774.963346;-38.13080360867914
1739209774.9633484;-38.13080360867914
1739209774.963351;-45.120503652039325
1739209774.9633534;-45.120503652039325
1739209774.9633558;-38.13080360867914
1739209774.9633584;-45.120503652039325
1739209774.9633608;-45.120503652039325
1739209774.9633632;-38.13080360867914
1739209774.9633656;-32.816014438256545
1739209774.9633682;-32.816014438256545
1739209774.9633706;-38.13080360867914
1739209774.963373;-38.13080360867914
1739209774.9633753;-45.120503652039325
1739209774.963378;-32.816014438256545
1739209774.9633803;-38.13080360867914
1739209774.9633827;-45.120503652039325
1739209774.963385;-38.13080360867914
1739209774.9633877;-45.120503652039325
1739209774.96339;-45.120503652039325
1739209774.9633925;-45.120503652039325
1739209774.9633949;-38.13080360867914
1739209774.9633975;-45.120503652039325
1739209774.9634;-38.13080360867914
1739209774.9634023;-38.13080360867914
1739209774.9634047;-45.120503652039325
1739209774.9634073;-45.120503652039325
1739209774.9634097;-45.120503652039325
1739209774.963412;-38.13080360867914
1739209774.9634144;-38.13080360867914
1739209774.963417;-45.120503652039325
1739209774.9634194;-45.120503652039325
1739209774.9634218;-38.13080360867914
1739209774.9634242;-38.13080360867914
1739209774.9634268;-33.981070128970906
1739209774.9634292;-31.141103565318915
1739209774.9634316;-45.120503652039325
1739209774.9634342;-38.13080360867914
1739209774.9634366;-38.13080360867914
1739209774.963439;-35.57807855764607
1739209774.9634414;-38.13080360867914
1739209774.963444;-38.13080360867914
1739209774.9634464;-45.120503652039325
1739209774.9634488;-35.57807855764607
1739209774.9634511;-38.13080360867914
1739209774.9634538;-45.120503652039325
1739209774.9634562;-45.120503652039325
1739209774.9634585;-45.120503652039325
1739209774.963461;-35.57807855764607
1739209774.9634635;-45.120503652039325
1739209774.963466;-45.120503652039325
1739209774.9634683;-38.13080360867914
1739209774.9634707;-45.120503652039325
1739209774.9634733;-38.13080360867914
1739209774.9634757;-45.120503652039325
1739209774.963478;-38.13080360867914
1739209774.9634805;-38.13080360867914
1739209774.963483;-38.13080360867914
1739209774.9634855;-45.120503652039325
1739209774.9634879;-45.120503652039325
1739209774.9634902;-38.13080360867914
1739209774.9634929;-45.120503652039325
1739209774.9634953;-38.13080360867914
1739209774.9634976;-33.981070128970906
1739209774.9635;-38.13080360867914
1739209774.9635026;-45.120503652039325
1739209774.963505;-35.57807855764607
1739209774.9635074;-38.13080360867914
1739209774.96351;-45.120503652039325
1739209774.9635124;-38.13080360867914
1739209774.9635148;-45.120503652039325
1739209774.9635172;-45.120503652039325
1739209774.9635198;-45.120503652039325
1739209774.9635222;-45.120503652039325
1739209774.9635246;-45.120503652039325
1739209774.963527;-38.13080360867914
1739209774.9635296;-45.120503652039325
1739209774.963532;-45.120503652039325
1739209774.9635344;-45.120503652039325
1739209774.9635367;-38.13080360867914
1739209774.9635394;-38.13080360867914
1739209774.9635417;-38.13080360867914
1739209774.9635441;-45.120503652039325
1739209774.9635465;-38.13080360867914
1739209774.9635491;-38.13080360867914
1739209774.9635515;-38.13080360867914
1739209774.963554;-45.120503652039325
1739209774.9635563;-45.120503652039325
1739209774.963559;-38.13080360867914
1739209774.9635613;-45.120503652039325
1739209774.9635637;-45.120503652039325
1739209774.963566;-38.13080360867914
1739209774.9635687;-38.13080360867914
1739209774.963571;-45.120503652039325
1739209774.9635735;-45.120503652039325
1739209774.9635758;-38.13080360867914
1739209774.9635785;-45.120503652039325
1739209774.9635808;-38.13080360867914
1739209774.9635832;-45.120503652039325
1739209774.9635859;-35.57807855764607
1739209774.9635882;-32.816014438256545
1739209774.9635906;-38.13080360867914
1739209774.963593;-38.13080360867914
1739209774.9635956;-33.981070128970906
1739209774.963598;-45.120503652039325
1739209774.9636004;-45.120503652039325
1739209774.9636028;-35.57807855764607
1739209774.9636054;-38.13080360867914
1739209774.9636078;-38.13080360867914
1739209774.9636102;-45.120503652039325
1739209774.9636126;-38.13080360867914
1739209774.9636152;-45.120503652039325
1739209774.9636176;-45.120503652039325
1739209774.96362;-45.120503652039325
1739209774.9636223;-38.13080360867914
1739209774.963625;-35.57807855764607
1739209774.9636273;-38.13080360867914
1739209774.9636297;-38.13080360867914
1739209774.963632;-35.57807855764607
1739209774.9636347;-38.13080360867914
1739209774.963637;-45.120503652039325
1739209774.9636395;-38.13080360867914
1739209774.963642;-35.57807855764607
1739209774.9636445;-38.13080360867914
1739209774.963647;-45.120503652039325
1739209774.9636493;-33.981070128970906
1739209774.9636517;-38.13080360867914
1739209774.9636543;-45.120503652039325
1739209774.9636567;-45.120503652039325
1739209774.963659;-45.120503652039325
1739209774.9636614;-38.13080360867914
1739209774.963664;-35.57807855764607
1739209774.9636664;-38.13080360867914
1739209774.9636688;-45.120503652039325
1739209774.9636714;-45.120503652039325
1739209774.9636738;-45.120503652039325
1739209774.9636762;-45.120503652039325
1739209774.9636786;-45.120503652039325
1739209774.9636812;-38.13080360867914
1739209774.9636836;-38.13080360867914
1739209774.963686;-45.120503652039325
1739209774.9636884;-45.120503652039325
1739209774.963691;-32.816014438256545
1739209774.9636934;-38.13080360867914
1739209774.9636958;-45.120503652039325
1739209774.9636981;-45.120503652039325
1739209774.9637008;-45.120503652039325
1739209774.9637032;-45.120503652039325
1739209774.9637055;-45.120503652039325
1739209774.963708;-45.120503652039325
1739209774.9637105;-38.13080360867914
1739209774.963713;-35.57807855764607
1739209774.9637153;-45.120503652039325
1739209774.9637177;-45.120503652039325
1739209774.9637203;-45.120503652039325
1739209774.9637227;-45.120503652039325
1739209774.963725;-32.816014438256545
1739209774.9637275;-38.13080360867914
1739209774.96373;-38.13080360867914
1739209774.9637325;-38.13080360867914
1739209774.9637349;-45.120503652039325
1739209774.9637372;-38.13080360867914
1739209774.9637399;-38.13080360867914
1739209774.9637423;-38.13080360867914
1739209774.9637446;-45.120503652039325
1739209774.9637473;-45.120503652039325
1739209774.9637496;-32.816014438256545
1739209774.963752;-35.57807855764607
1739209774.9637544;-38.13080360867914
1739209774.963757;-35.57807855764607
1739209774.9637594;-31.141103565318893
1739209774.9637618;-45.120503652039325
1739209774.9637642;-29.438486411369333
1739209774.9637668;-35.57807855764607
1739209774.9637692;-38.13080360867914
1739209774.9637716;-19.89606131697609
1739209774.963774;-32.816014438256545
1739209774.9637766;-33.981070128970906
1739209774.963779;-45.120503652039325
1739209774.9637814;-38.13080360867914
1739209774.9637837;-33.981070128970956
1739209774.9637864;-45.120503652039325
1739209774.9637887;-35.57807855764607
1739209774.9637911;-45.120503652039325
1739209774.9637935;-45.120503652039325
1739209774.9637961;-38.13080360867914
1739209774.9637985;-35.57807855764607
1739209774.963801;-38.13080360867914
1739209774.9638033;-45.120503652039325
1739209774.963806;-45.120503652039325
1739209774.9638083;-38.13080360867914
1739209774.9638107;-33.981070128970906
1739209774.963813;-45.120503652039325
1739209774.9638157;-45.120503652039325
1739209774.963818;-33.981070128970906
1739209774.9638205;-45.120503652039325
1739209774.963823;-25.252786309376837
1739209774.9638255;-28.58837851428586
1739209774.9638278;-45.120503652039325
1739209774.9638302;-38.13080360867914
1739209774.9638329;-35.57807855764607
1739209774.9638352;-38.13080360867914
1739209774.9638376;-38.13080360867914
1739209774.96384;-45.120503652039325
1739209774.9638426;-27.87774495603143
1739209774.963845;-33.981070128970906
1739209774.9638474;-33.981070128970906
1739209774.9638498;-38.13080360867914
1739209774.9638524;-33.981070128970906
1739209774.9638548;-28.992665084841942
1739209774.9638572;-45.120503652039325
1739209774.9638596;-35.57807855764607
1739209774.9638622;-38.13080360867914
1739209774.9638646;-38.13080360867914
1739209774.963867;-45.120503652039325
1739209774.9638693;-38.13080360867914
1739209774.963872;-45.120503652039325
1739209774.9638743;-45.120503652039325
1739209774.9638767;-45.120503652039325
1739209774.963879;-45.120503652039325
1739209774.9638817;-33.981070128970906
1739209774.963884;-33.981070128970906
1739209774.9638865;-38.13080360867914
1739209774.963889;-33.981070128970906
1739209774.9638915;-45.120503652039325
1739209774.963894;-26.487275050834725
1739209774.9638963;-38.13080360867914
1739209774.9638987;-22.44878636800916
1739209774.9639013;-18.755624688505634
1739209774.9639037;-45.120503652039325
1739209774.963906;-30.49652367304973
1739209774.9639087;-25.252786309376837
1739209774.963911;-13.322114371807423
1739209774.9639134;-9.850652966439334
1739209774.9639158;-27.267205301931607
1739209774.9639184;-33.981070128970906
1739209774.9639208;-45.120503652039325
1739209774.9639232;-38.13080360867914
1739209774.9639256;-45.120503652039325
1739209774.9639282;-45.120503652039325
1739209774.9639306;-33.981070128970906
1739209774.963933;-28.992665084841942
1739209774.9639354;-22.740042620751332
1739209774.963938;-38.13080360867914
1739209774.9639404;-35.57807855764607
1739209774.9639428;-24.74623867263306
1739209774.9639452;-45.120503652039325
1739209774.9639478;-38.13080360867914
1739209774.9639502;-38.13080360867914
1739209774.9639525;-30.49652367304973
1739209774.963955;-45.120503652039325
1739209774.9639575;-28.58837851428586
1739209774.96396;-14.91274877010371
1739209774.9639623;-28.992665084841942
1739209774.9639647;-45.120503652039325
1739209774.9639673;-35.57807855764607
1739209774.9639697;-45.120503652039325
1739209774.963972;-38.13080360867914
1739209774.9639745;-38.13080360867914
1739209774.963977;-38.13080360867914
1739209774.9639795;-45.120503652039325
1739209774.9639819;-26.487275050834725
1739209774.9639845;-33.981070128970906
1739209774.9639869;-38.13080360867914
1739209774.9639893;-38.13080360867914
1739209774.9639916;-32.816014438256545
1739209774.9639943;-38.13080360867914
1739209774.9639966;-38.13080360867914
1739209774.963999;-45.120503652039325
1739209774.9640014;-33.981070128970906
1739209774.964004;-45.120503652039325
1739209774.9640064;-33.981070128970906
1739209774.9640088;-38.13080360867914
1739209774.9640112;-45.120503652039325
1739209774.9640138;-32.81601443825658
1739209774.9640162;-25.62660358559016
1739209774.9640186;-24.589719217205094
1739209774.964021;-45.120503652039325
1739209774.9640236;-32.816014438256545
1739209774.964026;-33.981070128970956
1739209774.9640284;-16.306657084333562
1739209774.9640307;-14.325073578010233
1739209774.9640334;-31.141103565318943
1739209774.9640357;-33.981070128970906
1739209774.9640381;-45.120503652039325
1739209774.9640405;-32.816014438256545
1739209774.9640431;-30.49652367304973
1739209774.9640455;-38.13080360867914
1739209774.964048;-45.120503652039325
1739209774.9640503;-27.267205301931607
1739209774.964053;-28.992665084841942
1739209774.9640553;-45.120503652039325
1739209774.9640577;-45.120503652039325
1739209774.9640603;-30.49652367304973
1739209774.9640627;-26.991370085610722
1739209774.964065;-45.120503652039325
1739209774.9640675;-45.120503652039325
1739209774.96407;-38.13080360867914
1739209774.9640725;-35.57807855764607
1739209774.9640749;-45.120503652039325
1739209774.9640772;-32.816014438256545
1739209774.9640799;-30.49652367304976
1739209774.9640822;-25.62660358559016
1739209774.9640846;-31.141103565318893
1739209774.964087;-24.589719217205094
1739209774.9640896;-28.992665084841967
1739209774.964092;-33.981070128970906
1739209774.9640944;-33.981070128970906
1739209774.9640968;-35.57807855764607
1739209774.9640994;-16.688175871059197
1739209774.9641018;-18.877682693682605
1739209774.9641042;-32.816014438256545
1739209774.9641066;-33.981070128970906
1739209774.9641092;-45.120503652039325
1739209774.9641116;-29.438486411369375
1739209774.964114;-45.120503652039325
1739209774.9641163;-45.120503652039325
1739209774.964119;-33.981070128970906
1739209774.9641213;-27.8777449560314
1739209774.9641237;-38.13080360867914
1739209774.964126;-38.13080360867914
1739209774.9641287;-45.120503652039325
1739209774.964131;-38.13080360867914
1739209774.9641335;-38.13080360867914
1739209774.9641361;-45.120503652039325
1739209774.9641385;-35.57807855764607
1739209774.964141;-30.49652367304973
1739209774.9641433;-38.13080360867914
1739209774.964146;-19.45023999044868
1739209774.9641483;-17.756538629272868
1739209774.9641507;-31.141103565318943
1739209774.964153;-45.120503652039325
1739209774.9641557;-38.13080360867914
1739209774.964158;-22.84163660590256
1739209774.9641604;-33.981070128970906
1739209774.9641628;-45.120503652039325
1739209774.9641654;-38.13080360867914
1739209774.9641678;-35.57807855764607
1739209774.9641702;-29.438486411369333
1739209774.9641726;-38.13080360867914
1739209774.9641752;-32.816014438256545
1739209774.9641776;-45.120503652039325
1739209774.96418;-31.141103565318915
1739209774.9641824;-32.816014438256545
1739209774.964185;-45.120503652039325
1739209774.9641874;-31.141103565318893
1739209774.9641898;-31.141103565318943
1739209774.9641922;-17.600019173844906
1739209774.9641948;-8.469386281288777
1739209774.9641972;-29.438486411369347
1739209774.9641995;-33.981070128970906
1739209774.964202;-45.120503652039325
1739209774.9642045;-45.120503652039325
1739209774.964207;-38.13080360867914
1739209774.9642093;-38.13080360867914
1739209774.964212;-45.120503652039325
1739209774.9642143;-45.120503652039325
1739209774.9642167;-38.13080360867914
1739209774.964219;-32.816014438256545
1739209774.9642217;-45.120503652039325
1739209774.964224;-38.13080360867914
1739209774.9642265;-45.120503652039325
1739209774.9642289;-25.826314394896364
1739209774.9642315;-45.120503652039325
1739209774.9642339;-38.13080360867914
1739209774.9642363;-45.120503652039325
1739209774.9642386;-27.8777449560314
1739209774.9642413;-14.017974478505257
1739209774.9642437;-25.826314394896357
1739209774.964246;-38.13080360867914
1739209774.9642484;-35.57807855764607
1739209774.964251;-38.13080360867914
1739209774.9642534;-45.120503652039325
1739209774.9642558;-33.981070128970906
1739209774.9642582;-45.120503652039325
1739209774.9642608;-38.13080360867914
1739209774.9642632;-35.57807855764607
1739209774.9642656;-38.13080360867914
1739209774.964268;-33.981070128970906
1739209774.9642706;-30.49652367304973
1739209774.964273;-38.13080360867914
1739209774.9642754;-33.981070128970906
1739209774.9642777;-31.141103565318943
1739209774.9642804;-30.49652367304976
1739209774.9642828;-31.141103565318893
1739209774.9642851;-45.120503652039325
1739209774.9642875;-33.981070128970906
1739209774.9642901;-31.141103565318915
1739209774.9642925;-38.13080360867914
1739209774.964295;-32.816014438256545
1739209774.9642975;-31.14110356531892
1739209774.9643;-25.62660358559016
1739209774.9643023;-38.13080360867914
1739209774.9643047;-31.141103565318915
1739209774.9643073;-45.120503652039325
1739209774.9643097;-23.75329798047522
1739209774.964312;-15.03024623117019
1739209774.9643145;-45.120503652039325
1739209774.964317;-38.13080360867914
1739209774.9643195;-32.816014438256545
1739209774.9643219;-22.44878636800916
1739209774.9643242;-31.141103565318943
1739209774.9643269;-38.13080360867914
1739209774.9643292;-30.49652367304976
1739209774.9643316;-32.816014438256545
1739209774.964334;-45.120503652039325
1739209774.9643366;-45.120503652039325
1739209774.964339;-31.141103565318915
1739209774.9643414;-38.13080360867914
1739209774.9643438;-45.120503652039325
1739209774.9643464;-45.120503652039325
1739209774.9643488;-33.981070128970906
1739209774.9643512;-45.120503652039325
1739209774.9643536;-45.120503652039325
1739209774.9643562;-35.57807855764607
1739209774.9643586;-33.981070128970906
1739209774.964361;-45.120503652039325
1739209774.9643633;-38.13080360867914
1739209774.964366;-45.120503652039325
1739209774.9643683;-33.981070128970906
1739209774.9546783;-38.13080360867914
1739209774.9546812;-38.13080360867914
1739209774.9546843;-38.13080360867914
1739209774.9546874;-38.13080360867914
1739209774.9546902;-45.120503652039325
1739209774.9546933;-45.120503652039325
1739209774.9546964;-45.120503652039325
1739209774.9546993;-45.120503652039325
1739209774.9547024;-45.120503652039325
1739209774.9547055;-38.13080360867914
1739209774.9547083;-33.981070128970906
1739209774.9547114;-38.13080360867914
1739209774.9547145;-38.13080360867914
1739209774.9547174;-38.13080360867914
1739209774.9547205;-35.57807855764607
1739209774.9547236;-45.120503652039325
1739209774.9547265;-31.141103565318915
1739209774.9547296;-31.141103565318915
1739209774.9547327;-38.13080360867914
1739209774.9547355;-33.981070128970906
1739209774.9547386;-33.981070128970906
1739209774.9547417;-38.13080360867914
1739209774.9547446;-35.57807855764607
1739209774.9547477;-33.981070128970906
1739209774.9547508;-45.120503652039325
1739209774.9547536;-45.120503652039325
1739209774.9547567;-45.120503652039325
1739209774.9547598;-45.120503652039325
1739209774.9547627;-45.120503652039325
1739209774.9547658;-45.120503652039325
1739209774.9547687;-45.120503652039325
1739209774.9547718;-38.13080360867914
1739209774.9547749;-32.816014438256545
1739209774.9547777;-38.13080360867914
1739209774.9547808;-45.120503652039325
1739209774.954784;-38.13080360867914
1739209774.9547868;-32.816014438256545
1739209774.9547899;-31.141103565318915
1739209774.954793;-45.120503652039325
1739209774.9547958;-38.13080360867914
1739209774.954799;-32.816014438256545
1739209774.954802;-33.981070128970906
1739209774.954805;-45.120503652039325
1739209774.954808;-33.981070128970906
1739209774.954811;-38.13080360867914
1739209774.954814;-38.13080360867914
1739209774.954817;-38.13080360867914
1739209774.9548202;-45.120503652039325
1739209774.954823;-38.13080360867914
1739209774.954826;-32.816014438256545
1739209774.9548292;-45.120503652039325
1739209774.954832;-45.120503652039325
1739209774.9548352;-33.981070128970906
1739209774.9548383;-45.120503652039325
1739209774.9548411;-45.120503652039325
1739209774.9548442;-38.13080360867914
1739209774.9548473;-38.13080360867914
1739209774.9548502;-33.981070128970906
1739209774.9548533;-45.120503652039325
1739209774.9548564;-38.13080360867914
1739209774.9548593;-38.13080360867914
1739209774.9548624;-38.13080360867914
1739209774.9548655;-45.120503652039325
1739209774.9548683;-45.120503652039325
1739209774.9548714;-45.120503652039325
1739209774.9548745;-45.120503652039325
1739209774.9548774;-38.13080360867914
1739209774.9548805;-45.120503652039325
1739209774.9548836;-38.13080360867914
1739209774.9548864;-33.981070128970906
1739209774.9548895;-32.816014438256545
1739209774.9548926;-38.13080360867914
1739209774.9548955;-35.57807855764607
1739209774.9548986;-38.13080360867914
1739209774.9549017;-45.120503652039325
1739209774.9549046;-38.13080360867914
1739209774.9549077;-38.13080360867914
1739209774.9549105;-45.120503652039325
1739209774.9549136;-38.13080360867914
1739209774.9549167;-38.13080360867914
1739209774.9549196;-45.120503652039325
1739209774.9549227;-38.13080360867914
1739209774.9549258;-35.57807855764607
1739209774.9549286;-45.120503652039325
1739209774.9549317;-45.120503652039325
1739209774.9549348;-33.981070128970906
1739209774.9549377;-32.816014438256545
1739209774.9549408;-38.13080360867914
1739209774.954944;-45.120503652039325
1739209774.9549468;-38.13080360867914
1739209774.9549499;-38.13080360867914
1739209774.954953;-38.13080360867914
1739209774.9549558;-45.120503652039325
1739209774.954959;-45.120503652039325
1739209774.954962;-45.120503652039325
1739209774.9549649;-38.13080360867914
1739209774.954968;-45.120503652039325
1739209774.954971;-45.120503652039325
1739209774.954974;-45.120503652039325
1739209774.954977;-45.120503652039325
1739209774.9549801;-45.120503652039325
1739209774.954983;-33.981070128970906
1739209774.954986;-38.13080360867914
1739209774.9549892;-38.13080360867914
1739209774.954992;-45.120503652039325
1739209774.9549952;-35.57807855764607
1739209774.9549983;-32.816014438256545
1739209774.955001;-45.120503652039325
1739209774.9550042;-45.120503652039325
1739209774.9550073;-38.13080360867914
1739209774.9550102;-32.816014438256545
1739209774.9550133;-38.13080360867914
1739209774.9550164;-45.120503652039325
1739209774.9550192;-45.120503652039325
1739209774.9550223;-45.120503652039325
1739209774.9550254;-45.120503652039325
1739209774.9550283;-38.13080360867914
1739209774.9550314;-32.816014438256545
1739209774.9550345;-45.120503652039325
1739209774.9550374;-38.13080360867914
1739209774.9550405;-38.13080360867914
1739209774.9550433;-45.120503652039325
1739209774.9550464;-32.816014438256545
1739209774.9550495;-38.13080360867914
1739209774.9550524;-45.120503652039325
1739209774.9550555;-38.13080360867914
1739209774.9550586;-29.438486411369333
1739209774.9550614;-45.120503652039325
1739209774.9550645;-45.120503652039325
1739209774.9550676;-33.981070128970906
1739209774.9550705;-38.13080360867914
1739209774.9550736;-45.120503652039325
1739209774.9550767;-45.120503652039325
1739209774.9550796;-45.120503652039325
1739209774.9550827;-45.120503652039325
1739209774.9550858;-45.120503652039325
1739209774.9550886;-45.120503652039325
1739209774.9550917;-45.120503652039325
1739209774.9550948;-45.120503652039325
1739209774.9550977;-45.120503652039325
1739209774.9551008;-45.120503652039325
1739209774.9551039;-38.13080360867914
1739209774.9551067;-35.57807855764607
1739209774.9551098;-38.13080360867914
1739209774.955113;-45.120503652039325
1739209774.9551158;-45.120503652039325
1739209774.955119;-32.816014438256545
1739209774.955122;-38.13080360867914
1739209774.9551249;-35.57807855764607
1739209774.955128;-38.13080360867914
1739209774.955131;-45.120503652039325
1739209774.955134;-38.13080360867914
1739209774.955137;-38.13080360867914
1739209774.95514;-45.120503652039325
1739209774.955143;-32.81601443825658
1739209774.955146;-38.13080360867914
1739209774.9551492;-31.141103565318893
1739209774.955152;-38.13080360867914
1739209774.9551551;-45.120503652039325
1739209774.9551582;-45.120503652039325
1739209774.955161;-38.13080360867914
1739209774.9551642;-38.13080360867914
1739209774.9551673;-29.438486411369333
1739209774.9551702;-38.13080360867914
1739209774.9551733;-45.120503652039325
1739209774.955176;-38.13080360867914
1739209774.9551792;-35.57807855764607
1739209774.9551823;-38.13080360867914
1739209774.9551852;-32.816014438256545
1739209774.9551883;-38.13080360867914
1739209774.9551914;-38.13080360867914
1739209774.9551942;-38.13080360867914
1739209774.9551973;-35.57807855764607
1739209774.9552004;-38.13080360867914
1739209774.9552033;-45.120503652039325
1739209774.9552064;-38.13080360867914
1739209774.9552095;-35.57807855764607
1739209774.9552124;-38.13080360867914
1739209774.9552155;-38.13080360867914
1739209774.9552186;-38.13080360867914
1739209774.9552214;-35.57807855764607
1739209774.9552245;-33.981070128970906
1739209774.9552276;-45.120503652039325
1739209774.9552305;-38.13080360867914
1739209774.9552336;-35.57807855764607
1739209774.9552367;-38.13080360867914
1739209774.9552395;-35.57807855764607
1739209774.9552426;-38.13080360867914
1739209774.9552457;-35.57807855764607
1739209774.9552486;-38.13080360867914
1739209774.9552517;-45.120503652039325
1739209774.9552548;-35.57807855764607
1739209774.9552577;-38.13080360867914
1739209774.9552608;-35.57807855764607
1739209774.9552639;-38.13080360867914
1739209774.9552667;-38.13080360867914
1739209774.9552698;-35.57807855764607
1739209774.955273;-38.13080360867914
1739209774.9552758;-45.120503652039325
1739209774.9552789;-45.120503652039325
1739209774.955282;-38.13080360867914
1739209774.9552848;-45.120503652039325
1739209774.955288;-31.141103565318915
1739209774.955291;-33.981070128970906
1739209774.955294;-45.120503652039325
