CAN Message; 0x1a7:0000b48a221899b8
1739209712.7675624;-38.13080360867914
1739209712.7675805;-38.13080360867914
1739209712.7675986;-35.57807855764607
1739209712.7676167;-32.816014438256545
1739209712.7676349;-38.13080360867914
1739209712.767653;-38.13080360867914
1739209712.767671;-32.816014438256545
1739209712.7676892;-35.57807855764607
1739209712.7677076;-45.120503652039325
1739209712.7677257;-45.120503652039325
1739209712.7677438;-38.13080360867914
1739209712.767762;-35.57807855764607
1739209712.76778;-45.120503652039325
1739209712.7677982;-38.13080360867914
1739209712.7678163;-45.120503652039325
1739209712.7678344;-45.120503652039325
1739209712.7678525;-45.120503652039325
1739209712.7678707;-38.13080360867914
1739209712.7678888;-45.120503652039325
1739209712.767907;-45.120503652039325
1739209712.767925;-38.13080360867914
1739209712.7679431;-45.120503652039325
1739209712.7679613;-38.13080360867914
1739209712.7679794;-35.57807855764607
1739209712.7679975;-38.13080360867914
1739209712.7680156;-35.57807855764607
1739209712.7680337;-35.57807855764607
1739209712.7680519;-38.13080360867914
1739209712.76807;-45.120503652039325
1739209712.768088;-35.57807855764607
1739209712.7681062;-45.120503652039325
1739209712.7681243;-45.120503652039325
1739209712.7681425;-45.120503652039325
1739209712.7681606;-45.120503652039325
1739209712.7681787;-45.120503652039325
1739209712.7681968;-45.120503652039325
1739209712.768215;-38.13080360867914
1739209712.768233;-38.13080360867914
1739209712.7682512;-45.120503652039325
1739209712.7682693;-45.120503652039325
1739209712.7682874;-45.120503652039325
1739209712.7683055;-45.120503652039325
1739209712.7683237;-38.13080360867914
1739209712.7683418;-38.13080360867914
1739209712.76836;-38.13080360867914
1739209712.768378;-38.13080360867914
1739209712.7683961;-35.57807855764607
1739209712.7684143;-29.438486411369333
1739209712.7684324;-38.13080360867914
1739209712.7684505;-35.57807855764607
1739209712.7684686;-45.120503652039325
1739209712.7684867;-45.120503652039325
1739209712.7685049;-35.57807855764607
1739209712.768523;-38.13080360867914
1739209712.768541;-45.120503652039325
1739209712.7685592;-38.13080360867914
1739209712.7685773;-38.13080360867914
1739209712.7685955;-38.13080360867914
1739209712.7686136;-45.120503652039325
1739209712.7686317;-45.120503652039325
1739209712.7686498;-45.120503652039325
1739209712.768668;-45.120503652039325
1739209712.7686863;-38.13080360867914
1739209712.7687044;-45.120503652039325
1739209712.7687225;-38.13080360867914
1739209712.7687407;-38.13080360867914
1739209712.7687588;-35.57807855764607
1739209712.768777;-33.981070128970906
1739209712.768795;-38.13080360867914
1739209712.7688131;-38.13080360867914
1739209712.7688313;-32.816014438256545
1739209712.7688494;-26.487275050834715
1739209712.7688675;-38.13080360867914
1739209712.7688856;-45.120503652039325
1739209712.7689037;-35.57807855764607
1739209712.7689219;-32.816014438256545
1739209712.76894;-38.13080360867914
1739209712.768958;-38.13080360867914
1739209712.7689762;-45.120503652039325
1739209712.7689943;-38.13080360867914
1739209712.7690125;-45.120503652039325
1739209712.7690306;-45.120503652039325
1739209712.7690487;-45.120503652039325
1739209712.7690668;-45.120503652039325
1739209712.769085;-38.13080360867914
1739209712.769103;-45.120503652039325
1739209712.7691212;-35.57807855764607
1739209712.7691393;-33.981070128970906
1739209712.7691574;-38.13080360867914
1739209712.7691755;-38.13080360867914
1739209712.7691936;-45.120503652039325
1739209712.7692118;-45.120503652039325
1739209712.76923;-38.13080360867914
1739209712.769248;-38.13080360867914
1739209712.7692661;-38.13080360867914
1739209712.7692842;-45.120503652039325
1739209712.7693024;-45.120503652039325
1739209712.7693205;-45.120503652039325
1739209712.7693386;-45.120503652039325
1739209712.7693567;-38.13080360867914
1739209712.7693748;-33.981070128970906
1739209712.769393;-33.981070128970906
1739209712.769411;-33.981070128970906
1739209712.7694292;-45.120503652039325
1739209712.7694473;-38.13080360867914
1739209712.7694654;-38.13080360867914
1739209712.7694836;-38.13080360867914
1739209712.7695017;-45.120503652039325
1739209712.7695198;-38.13080360867914
1739209712.769538;-33.981070128970906
1739209712.769556;-38.13080360867914
1739209712.7695742;-38.13080360867914
1739209712.7695923;-32.816014438256545
1739209712.7696104;-33.981070128970906
1739209712.7696285;-45.120503652039325
1739209712.7696466;-38.13080360867914
1739209712.769665;-31.141103565318915
1739209712.7696831;-38.13080360867914
1739209712.7697012;-45.120503652039325
1739209712.7697194;-38.13080360867914
1739209712.7697375;-38.13080360867914
1739209712.7697556;-38.13080360867914
1739209712.7697737;-38.13080360867914
1739209712.7697918;-45.120503652039325
1739209712.76981;-38.13080360867914
1739209712.769828;-35.57807855764607
1739209712.7698462;-45.120503652039325
1739209712.7698643;-45.120503652039325
1739209712.7698824;-38.13080360867914
1739209712.7699006;-35.57807855764607
1739209712.7699187;-45.120503652039325
1739209712.7699368;-45.120503652039325
1739209712.769955;-45.120503652039325
1739209712.769973;-45.120503652039325
1739209712.7699912;-45.120503652039325
1739209712.7700093;-38.13080360867914
1739209712.7700274;-31.141103565318915
1739209712.7700455;-38.13080360867914
1739209712.7700636;-38.13080360867914
1739209712.7700818;-38.13080360867914
1739209712.7700999;-38.13080360867914
1739209712.770118;-45.120503652039325
1739209712.770136;-35.57807855764607
1739209712.7701542;-38.13080360867914
1739209712.7701724;-45.120503652039325
1739209712.7701905;-38.13080360867914
1739209712.7702086;-38.13080360867914
1739209712.7702267;-32.816014438256545
1739209712.7702448;-38.13080360867914
1739209712.770263;-45.120503652039325
1739209712.770281;-35.57807855764607
1739209712.7702992;-35.57807855764607
1739209712.7703173;-38.13080360867914
1739209712.7703354;-45.120503652039325
1739209712.7703536;-35.57807855764607
1739209712.7703717;-35.57807855764607
1739209712.7703898;-45.120503652039325
1739209712.770408;-45.120503652039325
1739209712.770426;-38.13080360867914
1739209712.7704442;-38.13080360867914
1739209712.7704623;-38.13080360867914
1739209712.7704804;-45.120503652039325
1739209712.7704985;-38.13080360867914
1739209712.7705166;-35.57807855764607
1739209712.7705348;-38.13080360867914
1739209712.7705529;-38.13080360867914
1739209712.770571;-32.816014438256545
1739209712.770589;-32.816014438256545
1739209712.7706072;-33.981070128970956
1739209712.7706254;-45.120503652039325
1739209712.7706437;-38.13080360867914
1739209712.7706618;-45.120503652039325
1739209712.77068;-45.120503652039325
1739209712.770698;-45.120503652039325
1739209712.7707162;-35.57807855764607
1739209712.7707343;-38.13080360867914
1739209712.7707524;-27.267205301931607
1739209712.7707705;-32.816014438256545
1739209712.7707887;-45.120503652039325
1739209712.7708068;-45.120503652039325
1739209712.770825;-32.816014438256545
1739209712.770843;-45.120503652039325
1739209712.7708611;-45.120503652039325
1739209712.7708793;-38.13080360867914
1739209712.7708974;-38.13080360867914
1739209712.7709155;-45.120503652039325
1739209712.7709336;-45.120503652039325
1739209712.7709517;-45.120503652039325
1739209712.7709699;-45.120503652039325
1739209712.770988;-45.120503652039325
1739209712.771006;-45.120503652039325
1739209712.7710242;-45.120503652039325
1739209712.7710423;-38.13080360867914
1739209712.7710605;-38.13080360867914
1739209712.7710786;-38.13080360867914
1739209712.7710967;-45.120503652039325
1739209712.7711148;-33.981070128970906
1739209712.771133;-38.13080360867914
1739209712.771151;-45.120503652039325
1739209712.7711692;-45.120503652039325
1739209712.7711873;-28.58837851428586
1739209712.7712054;-32.816014438256545
1739209712.7712235;-45.120503652039325
1739209712.7712417;-38.13080360867914
1739209712.7712598;-33.981070128970906
1739209712.771278;-38.13080360867914
1739209712.771296;-38.13080360867914
1739209712.7713141;-38.13080360867914
1739209712.7713323;-45.120503652039325
1739209712.7713504;-45.120503652039325
1739209712.7713685;-38.13080360867914
1739209712.7713866;-35.57807855764607
1739209712.7714047;-45.120503652039325
1739209712.7714229;-38.13080360867914
1739209712.771441;-35.57807855764607
1739209712.771459;-45.120503652039325
1739209712.7714772;-32.816014438256545
1739209712.7714953;-31.141103565318893
1739209712.7715135;-45.120503652039325
1739209712.7715316;-45.120503652039325
1739209712.7715497;-38.13080360867914
1739209712.7715678;-45.120503652039325
1739209712.771586;-38.13080360867914
1739209712.771604;-35.57807855764607
1739209712.7716224;-45.120503652039325
1739209712.7716405;-45.120503652039325
1739209712.7716587;-45.120503652039325
1739209712.7716768;-45.120503652039325
1739209712.771695;-45.120503652039325
1739209712.771713;-38.13080360867914
1739209712.7717311;-38.13080360867914
1739209712.7717493;-33.981070128970906
1739209712.7717674;-45.120503652039325
1739209712.7717855;-45.120503652039325
1739209712.7718036;-35.57807855764607
1739209712.7718217;-35.57807855764607
1739209712.7718399;-45.120503652039325
1739209712.771858;-45.120503652039325
1739209712.771876;-38.13080360867914
1739209712.7718942;-38.13080360867914
1739209712.7719123;-32.816014438256545
1739209712.7719305;-32.816014438256545
1739209712.7719486;-45.120503652039325
1739209712.7719667;-38.13080360867914
1739209712.7719848;-35.57807855764607
1739209712.772003;-38.13080360867914
1739209712.772021;-45.120503652039325
1739209712.7720392;-33.981070128970906
1739209712.7720573;-45.120503652039325
1739209712.7720754;-45.120503652039325
1739209712.7720935;-38.13080360867914
1739209712.7721117;-45.120503652039325
1739209712.7721298;-38.13080360867914
1739209712.772148;-31.141103565318915
1739209712.772166;-38.13080360867914
1739209712.7721841;-45.120503652039325
1739209712.7722023;-35.57807855764607
1739209712.7722204;-35.57807855764607
1739209712.7722385;-45.120503652039325
1739209712.7722566;-45.120503652039325
1739209712.7722747;-38.13080360867914
1739209712.7722929;-38.13080360867914
1739209712.772311;-38.13080360867914
1739209712.772329;-45.120503652039325
1739209712.7723472;-45.120503652039325
1739209712.7723653;-38.13080360867914
1739209712.7723835;-45.120503652039325
1739209712.7724016;-45.120503652039325
1739209712.7724197;-31.141103565318915
1739209712.7724378;-31.141103565318893
1739209712.772456;-45.120503652039325
1739209712.772474;-38.13080360867914
1739209712.7724922;-31.141103565318915
1739209712.7725103;-31.141103565318915
1739209712.7725284;-33.981070128970906
1739209712.7725465;-45.120503652039325
1739209712.7725646;-45.120503652039325
1739209712.7725828;-45.120503652039325
1739209712.7726011;-38.13080360867914
1739209712.7726192;-45.120503652039325
1739209712.7726374;-38.13080360867914
1739209712.7726555;-33.981070128970906
1739209712.7726736;-38.13080360867914
1739209712.7726917;-45.120503652039325
1739209712.7727098;-38.13080360867914
1739209712.772728;-35.57807855764607
1739209712.772746;-38.13080360867914
1739209712.7727642;-45.120503652039325
1739209712.7727823;-45.120503652039325
1739209712.7728004;-38.13080360867914
1739209712.7728186;-38.13080360867914
1739209712.7728367;-45.120503652039325
1739209712.7728548;-38.13080360867914
1739209712.772873;-38.13080360867914
1739209712.772891;-35.57807855764607
1739209712.7729092;-35.57807855764607
1739209712.7729273;-45.120503652039325
1739209712.7729454;-38.13080360867914
1739209712.7729635;-38.13080360867914
1739209712.7729816;-38.13080360867914
1739209712.7729998;-38.13080360867914
1739209712.773018;-38.13080360867914
1739209712.773036;-38.13080360867914
1739209712.7730541;-33.981070128970906
1739209712.7730722;-45.120503652039325
1739209712.7730904;-45.120503652039325
1739209712.7731085;-38.13080360867914
1739209712.7731266;-38.13080360867914
1739209712.7731447;-45.120503652039325
1739209712.7731628;-38.13080360867914
1739209712.773181;-33.981070128970906
1739209712.773199;-38.13080360867914
1739209712.7732172;-45.120503652039325
1739209712.7732353;-38.13080360867914
1739209712.7732534;-33.981070128970906
1739209712.7732716;-38.13080360867914
1739209712.7732897;-38.13080360867914
1739209712.7733078;-38.13080360867914
1739209712.773326;-38.13080360867914
1739209712.773344;-35.57807855764607
1739209712.7733622;-45.120503652039325
1739209712.7733803;-38.13080360867914
1739209712.7733984;-31.141103565318915
1739209712.7734165;-45.120503652039325
1739209712.7734346;-38.13080360867914
1739209712.7734528;-38.13080360867914
1739209712.7734709;-35.57807855764607
1739209712.773489;-45.120503652039325
1739209712.773507;-38.13080360867914
1739209712.7735252;-33.981070128970906
1739209712.7735434;-31.14110356531892
1739209712.7735615;-38.13080360867914
1739209712.7735798;-35.57807855764607
1739209712.773598;-38.13080360867914
1739209712.773616;-38.13080360867914
1739209712.7736342;-35.57807855764607
1739209712.7736523;-38.13080360867914
1739209712.7736704;-38.13080360867914
1739209712.7736886;-33.981070128970906
1739209712.7737067;-45.120503652039325
1739209712.7737248;-35.57807855764607
1739209712.773743;-38.13080360867914
1739209712.773761;-45.120503652039325
1739209712.7737792;-45.120503652039325
1739209712.7737973;-35.57807855764607
1739209712.7738154;-38.13080360867914
1739209712.7738335;-35.57807855764607
1739209712.7738516;-45.120503652039325
1739209712.7738698;-45.120503652039325
1739209712.7738879;-45.120503652039325
1739209712.773906;-38.13080360867914
1739209712.773924;-45.120503652039325
1739209712.7739422;-38.13080360867914
1739209712.7739604;-35.57807855764607
1739209712.7739785;-45.120503652039325
1739209712.7739966;-45.120503652039325
1739209712.7740147;-38.13080360867914
1739209712.7740328;-35.57807855764607
1739209712.774051;-45.120503652039325
1739209712.774069;-45.120503652039325
1739209712.7740872;-38.13080360867914
1739209712.7741053;-38.13080360867914
1739209712.7741234;-28.992665084841942
1739209712.7741416;-38.13080360867914
1739209712.7741597;-45.120503652039325
1739209712.7741778;-45.120503652039325
1739209712.774196;-33.981070128970906
1739209712.774214;-38.13080360867914
1739209712.7742321;-45.120503652039325
1739209712.7742503;-32.816014438256545
1739209712.7742684;-33.981070128970956
1739209712.7742865;-45.120503652039325
1739209712.7743046;-32.816014438256545
1739209712.7743227;-45.120503652039325
1739209712.7743409;-45.120503652039325
1739209712.774359;-38.13080360867914
1739209712.774377;-38.13080360867914
1739209712.7743952;-45.120503652039325
1739209712.7744133;-28.58837851428586
1739209712.7744315;-31.141103565318893
1739209712.7744496;-45.120503652039325
1739209712.7744677;-38.13080360867914
1739209712.7744858;-33.981070128970906
1739209712.774504;-38.13080360867914
1739209712.774522;-45.120503652039325
1739209712.7745404;-38.13080360867914
1739209712.7745585;-45.120503652039325
1739209712.7745767;-45.120503652039325
1739209712.7745948;-38.13080360867914
1739209712.774613;-38.13080360867914
1739209712.774631;-38.13080360867914
1739209712.7746491;-38.13080360867914
1739209712.7746673;-38.13080360867914
1739209712.7746854;-45.120503652039325
1739209712.7747035;-30.49652367304973
1739209712.7747216;-32.816014438256545
1739209712.7747397;-45.120503652039325
1739209712.7747579;-35.57807855764607
1739209712.774776;-45.120503652039325
1739209712.774794;-45.120503652039325
1739209712.7748122;-32.816014438256545
1739209712.7748303;-35.57807855764607
1739209712.7748485;-38.13080360867914
1739209712.7748666;-45.120503652039325
1739209712.7748847;-45.120503652039325
1739209712.7749028;-38.13080360867914
1739209712.774921;-38.13080360867914
1739209712.774939;-45.120503652039325
1739209712.7749572;-45.120503652039325
1739209712.7749753;-38.13080360867914
1739209712.7749934;-45.120503652039325
1739209712.7750115;-45.120503652039325
1739209712.7750297;-38.13080360867914
1739209712.7750478;-35.57807855764607
1739209712.775066;-45.120503652039325
1739209712.775084;-45.120503652039325
1739209712.7751021;-33.981070128970906
1739209712.7751203;-32.816014438256545
1739209712.7751384;-38.13080360867914
1739209712.7751565;-38.13080360867914
1739209712.7751746;-38.13080360867914
1739209712.7751927;-38.13080360867914
1739209712.7752109;-45.120503652039325
1739209712.775229;-38.13080360867914
1739209712.775247;-38.13080360867914
1739209712.7752652;-35.57807855764607
1739209712.7752833;-45.120503652039325
1739209712.7753015;-45.120503652039325
1739209712.7753196;-35.57807855764607
1739209712.7753377;-35.57807855764607
1739209712.7753558;-45.120503652039325
1739209712.775374;-38.13080360867914
1739209712.775392;-32.816014438256545
1739209712.7754102;-38.13080360867914
1739209712.7754283;-33.981070128970906
1739209712.7754464;-35.57807855764607
1739209712.7754645;-38.13080360867914
1739209712.7754827;-35.57807855764607
1739209712.7755008;-38.13080360867914
1739209712.7755191;-38.13080360867914
1739209712.7755373;-45.120503652039325
1739209712.7755554;-45.120503652039325
1739209712.7755735;-38.13080360867914
1739209712.7755916;-45.120503652039325
1739209712.7756097;-45.120503652039325
1739209712.7756279;-45.120503652039325
1739209712.775646;-45.120503652039325
1739209712.775664;-38.13080360867914
1739209712.7756822;-38.13080360867914
1739209712.7757003;-45.120503652039325
1739209712.7757185;-33.981070128970906
1739209712.7757366;-45.120503652039325
1739209712.7757547;-45.120503652039325
1739209712.7757728;-45.120503652039325
1739209712.775791;-35.57807855764607
1739209712.775809;-38.13080360867914
1739209712.7758272;-45.120503652039325
1739209712.7758453;-38.13080360867914
1739209712.7758634;-35.57807855764607
1739209712.7758815;-35.57807855764607
1739209712.7758996;-45.120503652039325
1739209712.7759178;-45.120503652039325
1739209712.775936;-45.120503652039325
1739209712.775954;-35.57807855764607
1739209712.7759721;-38.13080360867914
1739209712.7759902;-38.13080360867914
1739209712.7760084;-45.120503652039325
1739209712.7760265;-38.13080360867914
1739209712.7760446;-38.13080360867914
1739209712.7760627;-45.120503652039325
1739209712.7760808;-38.13080360867914
1739209712.776099;-45.120503652039325
1739209712.776117;-45.120503652039325
1739209712.7761352;-35.57807855764607
1739209712.7761533;-45.120503652039325
1739209712.7761714;-38.13080360867914
1739209712.7761896;-31.141103565318915
1739209712.7762077;-45.120503652039325
1739209712.7762258;-45.120503652039325
1739209712.776244;-38.13080360867914
1739209712.776262;-31.141103565318915
1739209712.7762802;-35.57807855764607
1739209712.7762983;-45.120503652039325
1739209712.7763164;-38.13080360867914
1739209712.7763345;-38.13080360867914
1739209712.7763526;-38.13080360867914
1739209712.7763708;-38.13080360867914
1739209712.776389;-38.13080360867914
1739209712.776407;-38.13080360867914
1739209712.7764251;-32.816014438256545
1739209712.7764432;-45.120503652039325
1739209712.7764614;-45.120503652039325
1739209712.7764795;-38.13080360867914
1739209712.7764978;-45.120503652039325
1739209712.776516;-38.13080360867914
1739209712.776534;-45.120503652039325
1739209712.7765522;-33.981070128970906
1739209712.7765703;-35.57807855764607
1739209712.7765884;-38.13080360867914
1739209712.7766066;-38.13080360867914
1739209712.7766247;-33.981070128970906
1739209712.7766428;-45.120503652039325
1739209712.776661;-38.13080360867914
1739209712.776679;-38.13080360867914
1739209712.7766972;-38.13080360867914
1739209712.7767153;-45.120503652039325
1739209712.7767334;-35.57807855764607
1739209712.7767515;-38.13080360867914
1739209712.7767696;-35.57807855764607
1739209712.7767878;-45.120503652039325
1739209712.7768059;-45.120503652039325
1739209712.776824;-45.120503652039325
1739209712.776842;-45.120503652039325
1739209712.7768602;-45.120503652039325
1739209712.7768784;-35.57807855764607
1739209712.7768965;-35.57807855764607
1739209712.7769146;-31.141103565318915
1739209712.7769327;-38.13080360867914
1739209712.7769508;-38.13080360867914
1739209712.776969;-45.120503652039325
1739209712.776987;-45.120503652039325
1739209712.7770052;-45.120503652039325
1739209712.7770233;-33.981070128970906
1739209712.7770414;-33.981070128970906
1739209712.7770596;-30.49652367304976
1739209712.7770777;-45.120503652039325
1739209712.7770958;-33.981070128970906
1739209712.777114;-38.13080360867914
1739209712.777132;-45.120503652039325
1739209712.7771502;-45.120503652039325
1739209712.7771683;-38.13080360867914
1739209712.7771864;-45.120503652039325
1739209712.7772045;-31.141103565318915
1739209712.7772226;-35.57807855764607
1739209712.7772408;-35.57807855764607
1739209712.7772589;-38.13080360867914
1739209712.777277;-33.981070128970906
1739209712.777295;-38.13080360867914
1739209712.7773132;-38.13080360867914
1739209712.7773314;-38.13080360867914
1739209712.7773495;-38.13080360867914
1739209712.7773676;-38.13080360867914
1739209712.7773857;-38.13080360867914
1739209712.7774038;-45.120503652039325
1739209712.777422;-35.57807855764607
1739209712.77744;-35.57807855764607
1739209712.7774582;-45.120503652039325
1739209712.7774765;-45.120503652039325
1739209712.7774947;-45.120503652039325
1739209712.7775128;-38.13080360867914
1739209712.777531;-45.120503652039325
1739209712.777549;-45.120503652039325
1739209712.7775671;-45.120503652039325
1739209712.7775853;-33.981070128970906
1739209712.7776034;-45.120503652039325
1739209712.7776215;-45.120503652039325
1739209712.7776396;-26.991370085610722
1739209712.7776577;-32.816014438256545
1739209712.7776759;-45.120503652039325
1739209712.777694;-45.120503652039325
1739209712.777712;-32.816014438256545
1739209712.7777302;-38.13080360867914
1739209712.7777483;-45.120503652039325
1739209712.7777665;-45.120503652039325
1739209712.7777846;-33.981070128970956
1739209712.7778027;-45.120503652039325
1739209712.7778208;-38.13080360867914
1739209712.777839;-45.120503652039325
1739209712.777857;-45.120503652039325
1739209712.7778752;-45.120503652039325
1739209712.7778933;-33.981070128970906
1739209712.7779114;-45.120503652039325
1739209712.7779295;-29.438486411369333
1739209712.7779477;-30.49652367304973
1739209712.7779658;-38.13080360867914
1739209712.777984;-32.816014438256545
1739209712.778002;-45.120503652039325
1739209712.7780201;-45.120503652039325
1739209712.7780383;-45.120503652039325
1739209712.7780564;-38.13080360867914
1739209712.7780745;-38.13080360867914
1739209712.7780926;-45.120503652039325
1739209712.7781107;-45.120503652039325
1739209712.7781289;-45.120503652039325
1739209712.778147;-45.120503652039325
1739209712.778165;-38.13080360867914
1739209712.7781832;-38.13080360867914
1739209712.7782013;-38.13080360867914
1739209712.7782195;-32.816014438256545
1739209712.7782376;-31.141103565318893
1739209712.7782557;-45.120503652039325
1739209712.7782738;-33.981070128970906
1739209712.778292;-45.120503652039325
1739209712.77831;-45.120503652039325
1739209712.7783282;-45.120503652039325
1739209712.7783463;-38.13080360867914
1739209712.7783644;-45.120503652039325
1739209712.7783825;-45.120503652039325
1739209712.7784007;-45.120503652039325
1739209712.7784188;-45.120503652039325
1739209712.778437;-38.13080360867914
1739209712.7784553;-38.13080360867914
1739209712.7784734;-45.120503652039325
1739209712.7784915;-45.120503652039325
1739209712.7785096;-33.981070128970906
1739209712.7785277;-35.57807855764607
1739209712.7785459;-45.120503652039325
1739209712.778564;-45.120503652039325
1739209712.778582;-38.13080360867914
1739209712.7786002;-38.13080360867914
1739209712.7786183;-38.13080360867914
1739209712.7786365;-45.120503652039325
1739209712.7786546;-38.13080360867914
1739209712.7786727;-38.13080360867914
1739209712.7786908;-45.120503652039325
1739209712.778709;-45.120503652039325
1739209712.778727;-38.13080360867914
1739209712.7787452;-35.57807855764607
1739209712.7787633;-45.120503652039325
1739209712.7787814;-45.120503652039325
1739209712.7787995;-38.13080360867914
1739209712.7788177;-45.120503652039325
1739209712.7788358;-38.13080360867914
1739209712.778854;-45.120503652039325
1739209712.778872;-33.981070128970906
1739209712.7788901;-38.13080360867914
1739209712.7789083;-33.981070128970906
1739209712.7789264;-45.120503652039325
1739209712.7789445;-32.816014438256545
1739209712.7789626;-27.8777449560314
1739209712.7789807;-45.120503652039325
1739209712.7789989;-45.120503652039325
1739209712.779017;-38.13080360867914
1739209712.779035;-31.141103565318893
1739209712.7790532;-45.120503652039325
1739209712.7790713;-38.13080360867914
1739209712.7790895;-45.120503652039325
1739209712.7791076;-45.120503652039325
1739209712.7791257;-38.13080360867914
1739209712.7791438;-45.120503652039325
1739209712.779162;-33.981070128970906
1739209712.77918;-45.120503652039325
1739209712.7791982;-38.13080360867914
1739209712.7792163;-38.13080360867914
1739209712.7792344;-38.13080360867914
1739209712.7792525;-31.141103565318893
1739209712.7792706;-45.120503652039325
1739209712.7792888;-45.120503652039325
1739209712.779307;-45.120503652039325
1739209712.779325;-38.13080360867914
1739209712.7793431;-38.13080360867914
1739209712.7793612;-38.13080360867914
1739209712.7793794;-45.120503652039325
1739209712.7793975;-45.120503652039325
1739209712.7794156;-38.13080360867914
1739209712.779434;-38.13080360867914
1739209712.779452;-38.13080360867914
1739209712.7794702;-38.13080360867914
