CAN Message; 0x1bb:00002e6c9e460430
1739209652.8806736;-45.120503652039325
1739209652.8806772;-45.120503652039325
1739209652.8806806;-38.13080360867914
1739209652.8806841;-45.120503652039325
1739209652.8806877;-45.120503652039325
1739209652.8806913;-45.120503652039325
1739209652.8806949;-38.13080360867914
1739209652.8806984;-27.8777449560314
1739209652.880702;-45.120503652039325
1739209652.8807056;-38.13080360867914
1739209652.8807092;-38.13080360867914
1739209652.8807127;-45.120503652039325
1739209652.8807163;-45.120503652039325
1739209652.88072;-38.13080360867914
1739209652.8807235;-38.13080360867914
1739209652.880727;-35.57807855764607
1739209652.8807306;-45.120503652039325
1739209652.8807342;-38.13080360867914
1739209652.8807378;-38.13080360867914
1739209652.8807414;-45.120503652039325
1739209652.8807447;-45.120503652039325
1739209652.8807483;-35.57807855764607
1739209652.8807518;-45.120503652039325
1739209652.8807554;-31.141103565318893
1739209652.880759;-35.57807855764607
1739209652.8807626;-38.13080360867914
1739209652.8807662;-45.120503652039325
1739209652.8807697;-45.120503652039325
1739209652.8807733;-45.120503652039325
1739209652.880777;-45.120503652039325
1739209652.8807805;-32.816014438256545
1739209652.880784;-45.120503652039325
1739209652.8807876;-45.120503652039325
1739209652.8807912;-35.57807855764607
1739209652.8807948;-38.13080360867914
1739209652.8807983;-38.13080360867914
1739209652.880802;-45.120503652039325
1739209652.8808053;-45.120503652039325
1739209652.8808088;-45.120503652039325
1739209652.8808124;-26.487275050834715
1739209652.880816;-30.49652367304973
1739209652.8808196;-45.120503652039325
1739209652.8808231;-38.13080360867914
1739209652.8808267;-32.816014438256545
1739209652.8808303;-45.120503652039325
1739209652.8808339;-45.120503652039325
1739209652.8808374;-38.13080360867914
1739209652.880841;-38.13080360867914
1739209652.8808446;-45.120503652039325
1739209652.8808482;-45.120503652039325
1739209652.8808517;-38.13080360867914
1739209652.8808553;-38.13080360867914
1739209652.880859;-38.13080360867914
1739209652.8808625;-38.13080360867914
1739209652.8808658;-38.13080360867914
1739209652.8808694;-30.49652367304973
1739209652.880873;-31.141103565318915
1739209652.8808765;-45.120503652039325
1739209652.88088;-45.120503652039325
1739209652.8808837;-45.120503652039325
1739209652.8808873;-38.13080360867914
1739209652.8808908;-45.120503652039325
1739209652.8808944;-38.13080360867914
1739209652.880898;-38.13080360867914
1739209652.8809016;-35.57807855764607
1739209652.8809052;-45.120503652039325
1739209652.8809087;-38.13080360867914
1739209652.8809123;-35.57807855764607
1739209652.8809159;-38.13080360867914
1739209652.8809195;-45.120503652039325
1739209652.880923;-38.13080360867914
1739209652.8809266;-32.816014438256545
1739209652.88093;-28.992665084841942
1739209652.8809335;-38.13080360867914
1739209652.880937;-38.13080360867914
1739209652.8809407;-38.13080360867914
1739209652.8809443;-33.981070128970906
1739209652.8809478;-38.13080360867914
1739209652.8809514;-38.13080360867914
1739209652.880955;-38.13080360867914
1739209652.8809586;-35.57807855764607
1739209652.8809621;-45.120503652039325
1739209652.8809657;-38.13080360867914
1739209652.8809693;-38.13080360867914
1739209652.8809729;-45.120503652039325
1739209652.8809764;-45.120503652039325
1739209652.88098;-45.120503652039325
1739209652.8809836;-33.981070128970906
1739209652.8809872;-28.992665084841942
1739209652.8809905;-45.120503652039325
1739209652.880994;-38.13080360867914
1739209652.8809977;-45.120503652039325
1739209652.8810012;-38.13080360867914
1739209652.8810048;-45.120503652039325
1739209652.8810084;-38.13080360867914
1739209652.881012;-45.120503652039325
1739209652.8810155;-29.438486411369347
1739209652.881019;-38.13080360867914
1739209652.8810227;-45.120503652039325
1739209652.8810263;-38.13080360867914
1739209652.8810298;-45.120503652039325
1739209652.8810334;-45.120503652039325
1739209652.881037;-38.13080360867914
1739209652.8810406;-38.13080360867914
1739209652.8810441;-28.992665084841942
1739209652.8810477;-45.120503652039325
1739209652.881051;-45.120503652039325
1739209652.8810546;-38.13080360867914
1739209652.8810582;-33.981070128970906
1739209652.8810618;-45.120503652039325
1739209652.8810654;-38.13080360867914
1739209652.881069;-38.13080360867914
1739209652.8810725;-38.13080360867914
1739209652.881076;-35.57807855764607
1739209652.8810797;-38.13080360867914
1739209652.8810833;-45.120503652039325
1739209652.8810868;-45.120503652039325
1739209652.8810904;-45.120503652039325
1739209652.881094;-45.120503652039325
1739209652.8810976;-45.120503652039325
1739209652.8811011;-38.13080360867914
1739209652.8811047;-45.120503652039325
1739209652.8811083;-45.120503652039325
1739209652.8811119;-45.120503652039325
1739209652.8811152;-33.981070128970906
1739209652.8811188;-45.120503652039325
1739209652.8811224;-45.120503652039325
1739209652.881126;-45.120503652039325
1739209652.8811295;-33.981070128970906
1739209652.881133;-32.816014438256545
1739209652.8811367;-38.13080360867914
1739209652.8811402;-45.120503652039325
1739209652.8811438;-33.981070128970906
1739209652.8811474;-32.816014438256545
1739209652.881151;-38.13080360867914
1739209652.8811545;-45.120503652039325
1739209652.881158;-45.120503652039325
1739209652.8811617;-38.13080360867914
1739209652.8811653;-33.981070128970906
1739209652.8811688;-45.120503652039325
1739209652.8811724;-45.120503652039325
1739209652.8811758;-38.13080360867914
1739209652.8811793;-45.120503652039325
1739209652.881183;-45.120503652039325
1739209652.8811865;-45.120503652039325
1739209652.88119;-38.13080360867914
1739209652.8811936;-38.13080360867914
1739209652.8811972;-45.120503652039325
1739209652.8812008;-38.13080360867914
1739209652.8812044;-35.57807855764607
1739209652.881208;-38.13080360867914
1739209652.8812115;-45.120503652039325
1739209652.881215;-38.13080360867914
1739209652.8812187;-32.816014438256545
1739209652.8812222;-45.120503652039325
1739209652.8812258;-45.120503652039325
1739209652.8812294;-33.981070128970906
1739209652.881233;-32.816014438256545
1739209652.8812363;-38.13080360867914
1739209652.88124;-45.120503652039325
1739209652.8812435;-45.120503652039325
1739209652.881247;-38.13080360867914
1739209652.8812506;-35.57807855764607
1739209652.8812542;-45.120503652039325
1739209652.8812578;-45.120503652039325
1739209652.8812613;-38.13080360867914
1739209652.881265;-35.57807855764607
1739209652.8812685;-45.120503652039325
1739209652.881272;-31.141103565318915
1739209652.8812757;-26.991370085610722
1739209652.8812792;-38.13080360867914
1739209652.8812828;-38.13080360867914
1739209652.8812864;-38.13080360867914
1739209652.88129;-38.13080360867914
1739209652.8812935;-45.120503652039325
1739209652.881297;-45.120503652039325
1739209652.8813004;-45.120503652039325
1739209652.881304;-38.13080360867914
1739209652.8813076;-38.13080360867914
1739209652.8813112;-45.120503652039325
1739209652.8813148;-45.120503652039325
1739209652.8813183;-38.13080360867914
1739209652.881322;-38.13080360867914
1739209652.8813255;-45.120503652039325
1739209652.881329;-33.981070128970906
1739209652.8813326;-27.8777449560314
1739209652.8813362;-38.13080360867914
1739209652.8813398;-45.120503652039325
1739209652.8813434;-38.13080360867914
1739209652.881347;-38.13080360867914
1739209652.8813505;-38.13080360867914
1739209652.881354;-45.120503652039325
1739209652.8813577;-45.120503652039325
1739209652.881361;-38.13080360867914
1739209652.8813646;-38.13080360867914
1739209652.8813682;-45.120503652039325
1739209652.8813717;-38.13080360867914
1739209652.8813753;-35.57807855764607
1739209652.881379;-38.13080360867914
1739209652.8813825;-38.13080360867914
1739209652.881386;-38.13080360867914
1739209652.8813896;-38.13080360867914
1739209652.8813932;-45.120503652039325
1739209652.8813968;-38.13080360867914
1739209652.8814003;-38.13080360867914
1739209652.881404;-38.13080360867914
1739209652.8814075;-38.13080360867914
1739209652.881411;-45.120503652039325
1739209652.8814147;-38.13080360867914
1739209652.8814182;-38.13080360867914
1739209652.8814216;-45.120503652039325
1739209652.8814251;-45.120503652039325
1739209652.8814287;-45.120503652039325
1739209652.8814323;-38.13080360867914
1739209652.8814359;-38.13080360867914
1739209652.8814394;-45.120503652039325
1739209652.881443;-45.120503652039325
1739209652.8814466;-45.120503652039325
1739209652.8814502;-45.120503652039325
1739209652.8814538;-45.120503652039325
1739209652.8814573;-38.13080360867914
1739209652.881461;-45.120503652039325
1739209652.8814645;-38.13080360867914
1739209652.881468;-45.120503652039325
1739209652.8814716;-33.981070128970906
1739209652.8814752;-32.816014438256545
1739209652.8814788;-35.57807855764607
1739209652.8814824;-38.13080360867914
1739209652.8814857;-38.13080360867914
1739209652.8814893;-45.120503652039325
1739209652.8814929;-38.13080360867914
1739209652.8814964;-32.816014438256545
1739209652.8815;-38.13080360867914
1739209652.8815036;-45.120503652039325
1739209652.8815072;-38.13080360867914
1739209652.8815107;-45.120503652039325
1739209652.8815143;-38.13080360867914
1739209652.881518;-45.120503652039325
1739209652.8815215;-38.13080360867914
1739209652.881525;-38.13080360867914
1739209652.8815286;-45.120503652039325
1739209652.8815322;-45.120503652039325
1739209652.8815358;-45.120503652039325
1739209652.8815393;-45.120503652039325
1739209652.881543;-38.13080360867914
1739209652.8815463;-45.120503652039325
1739209652.8815498;-45.120503652039325
1739209652.8815534;-45.120503652039325
1739209652.881557;-45.120503652039325
1739209652.8815606;-45.120503652039325
1739209652.8815641;-45.120503652039325
1739209652.8815677;-45.120503652039325
1739209652.8815713;-45.120503652039325
1739209652.8815749;-38.13080360867914
1739209652.8815784;-38.13080360867914
1739209652.881582;-32.816014438256545
1739209652.8815856;-38.13080360867914
1739209652.8815892;-45.120503652039325
1739209652.8815928;-38.13080360867914
1739209652.8815963;-45.120503652039325
1739209652.8816;-45.120503652039325
1739209652.8816035;-45.120503652039325
1739209652.881607;-38.13080360867914
1739209652.8816104;-38.13080360867914
1739209652.881614;-45.120503652039325
1739209652.8816175;-38.13080360867914
1739209652.8816211;-38.13080360867914
1739209652.8816247;-45.120503652039325
1739209652.8816283;-45.120503652039325
1739209652.8816319;-32.816014438256545
1739209652.8816354;-38.13080360867914
1739209652.881639;-38.13080360867914
1739209652.8816426;-38.13080360867914
1739209652.8816462;-38.13080360867914
1739209652.8816497;-38.13080360867914
1739209652.8816533;-45.120503652039325
1739209652.881657;-45.120503652039325
1739209652.8816605;-45.120503652039325
1739209652.881664;-33.981070128970906
1739209652.8816676;-35.57807855764607
1739209652.881671;-38.13080360867914
1739209652.8816745;-38.13080360867914
1739209652.881678;-33.981070128970906
1739209652.8816817;-38.13080360867914
1739209652.8816853;-38.13080360867914
1739209652.8816888;-35.57807855764607
1739209652.8816924;-38.13080360867914
1739209652.881696;-45.120503652039325
1739209652.8816996;-45.120503652039325
1739209652.8817031;-45.120503652039325
1739209652.8817067;-38.13080360867914
1739209652.8817103;-35.57807855764607
1739209652.8817139;-38.13080360867914
1739209652.8817174;-38.13080360867914
1739209652.881721;-38.13080360867914
1739209652.8817246;-35.57807855764607
1739209652.8817282;-38.13080360867914
1739209652.8817315;-45.120503652039325
1739209652.881735;-38.13080360867914
1739209652.8817387;-38.13080360867914
1739209652.8817422;-38.13080360867914
1739209652.8817458;-35.57807855764607
1739209652.8817494;-38.13080360867914
1739209652.881753;-38.13080360867914
1739209652.8817565;-35.57807855764607
1739209652.8817601;-38.13080360867914
1739209652.8817637;-35.57807855764607
1739209652.8817673;-38.13080360867914
1739209652.8817708;-38.13080360867914
1739209652.8817744;-38.13080360867914
1739209652.881778;-38.13080360867914
1739209652.8817816;-45.120503652039325
1739209652.8817852;-38.13080360867914
1739209652.8817887;-45.120503652039325
1739209652.8817923;-45.120503652039325
1739209652.8817956;-45.120503652039325
1739209652.8817992;-45.120503652039325
1739209652.8818028;-38.13080360867914
1739209652.8818064;-33.981070128970906
1739209652.88181;-38.13080360867914
1739209652.8818135;-38.13080360867914
1739209652.881817;-45.120503652039325
1739209652.8818207;-31.141103565318915
1739209652.8818243;-33.981070128970906
1739209652.8818278;-45.120503652039325
1739209652.8818314;-38.13080360867914
1739209652.881835;-38.13080360867914
1739209652.8818386;-38.13080360867914
1739209652.8818421;-45.120503652039325
1739209652.8818457;-38.13080360867914
1739209652.8818493;-35.57807855764607
1739209652.8818529;-38.13080360867914
1739209652.8818562;-35.57807855764607
1739209652.8818598;-45.120503652039325
1739209652.8818634;-45.120503652039325
1739209652.881867;-45.120503652039325
1739209652.8818705;-45.120503652039325
1739209652.881874;-45.120503652039325
1739209652.8818777;-28.992665084841942
1739209652.8818812;-31.141103565318915
1739209652.8818848;-38.13080360867914
1739209652.8818884;-45.120503652039325
1739209652.881892;-33.981070128970906
1739209652.8818955;-32.816014438256545
1739209652.881899;-38.13080360867914
1739209652.8819027;-45.120503652039325
1739209652.8819063;-45.120503652039325
1739209652.8819098;-38.13080360867914
1739209652.8819134;-38.13080360867914
1739209652.8819168;-45.120503652039325
1739209652.8819203;-45.120503652039325
1739209652.881924;-45.120503652039325
1739209652.8819275;-38.13080360867914
1739209652.881931;-45.120503652039325
1739209652.8819346;-45.120503652039325
1739209652.8819382;-32.816014438256545
1739209652.8819418;-38.13080360867914
1739209652.8819454;-45.120503652039325
1739209652.881949;-38.13080360867914
1739209652.8819525;-35.57807855764607
1739209652.881956;-38.13080360867914
1739209652.8819597;-45.120503652039325
1739209652.8819633;-33.981070128970906
1739209652.8819668;-30.49652367304973
1739209652.8819704;-45.120503652039325
1739209652.881974;-45.120503652039325
1739209652.8819776;-38.13080360867914
1739209652.881981;-38.13080360867914
1739209652.8819845;-45.120503652039325
1739209652.881988;-35.57807855764607
1739209652.8819916;-38.13080360867914
1739209652.8819952;-33.981070128970956
1739209652.8819988;-38.13080360867914
1739209652.8820024;-45.120503652039325
1739209652.882006;-45.120503652039325
1739209652.8820095;-38.13080360867914
1739209652.882013;-38.13080360867914
1739209652.8820167;-45.120503652039325
1739209652.8820202;-32.816014438256545
1739209652.8820238;-26.487275050834715
1739209652.8820274;-45.120503652039325
1739209652.882031;-45.120503652039325
1739209652.8820345;-38.13080360867914
1739209652.882038;-35.57807855764607
1739209652.8820415;-33.981070128970906
1739209652.882045;-32.816014438256545
1739209652.8820486;-38.13080360867914
1739209652.8820522;-35.57807855764607
1739209652.8820558;-38.13080360867914
1739209652.8820593;-35.57807855764607
1739209652.882063;-45.120503652039325
1739209652.8820665;-38.13080360867914
1739209652.88207;-35.57807855764607
1739209652.8820736;-45.120503652039325
1739209652.8820772;-38.13080360867914
1739209652.8820808;-29.438486411369333
1739209652.8820844;-38.13080360867914
1739209652.882088;-32.816014438256545
1739209652.8820915;-38.13080360867914
1739209652.882095;-38.13080360867914
1739209652.8820987;-38.13080360867914
1739209652.882102;-35.57807855764607
1739209652.8821056;-38.13080360867914
1739209652.8821092;-38.13080360867914
1739209652.8821127;-38.13080360867914
1739209652.8821163;-35.57807855764607
1739209652.88212;-38.13080360867914
1739209652.8821235;-45.120503652039325
1739209652.882127;-38.13080360867914
1739209652.8821306;-35.57807855764607
1739209652.8821342;-38.13080360867914
1739209652.8821378;-35.57807855764607
1739209652.8821414;-38.13080360867914
1739209652.882145;-45.120503652039325
1739209652.8821485;-45.120503652039325
1739209652.882152;-45.120503652039325
1739209652.8821557;-38.13080360867914
1739209652.8821592;-38.13080360867914
1739209652.8821628;-45.120503652039325
1739209652.8821661;-45.120503652039325
1739209652.8821697;-45.120503652039325
1739209652.8821733;-38.13080360867914
1739209652.8821769;-45.120503652039325
1739209652.8821805;-45.120503652039325
1739209652.882184;-33.981070128970906
1739209652.8821876;-45.120503652039325
1739209652.8821912;-45.120503652039325
1739209652.8821948;-45.120503652039325
1739209652.8821983;-45.120503652039325
1739209652.882202;-35.57807855764607
1739209652.8822055;-38.13080360867914
1739209652.882209;-45.120503652039325
1739209652.8822126;-35.57807855764607
1739209652.8822162;-35.57807855764607
1739209652.8822198;-38.13080360867914
1739209652.8822234;-35.57807855764607
1739209652.8822267;-38.13080360867914
1739209652.8822303;-45.120503652039325
1739209652.8822339;-45.120503652039325
1739209652.8822374;-45.120503652039325
1739209652.882241;-33.981070128970906
1739209652.8822446;-32.816014438256545
1739209652.8822482;-38.13080360867914
1739209652.8822517;-45.120503652039325
1739209652.8822553;-38.13080360867914
1739209652.882259;-38.13080360867914
1739209652.8822625;-45.120503652039325
1739209652.882266;-38.13080360867914
1739209652.8822696;-35.57807855764607
1739209652.8822732;-35.57807855764607
1739209652.8822768;-33.981070128970906
1739209652.8822803;-45.120503652039325
1739209652.882284;-45.120503652039325
1739209652.8822873;-45.120503652039325
1739209652.8822908;-45.120503652039325
1739209652.8822944;-45.120503652039325
1739209652.882298;-45.120503652039325
1739209652.8823016;-45.120503652039325
1739209652.8823051;-31.141103565318915
1739209652.8823087;-45.120503652039325
1739209652.8823123;-33.981070128970906
1739209652.8823159;-35.57807855764607
1739209652.8823195;-45.120503652039325
1739209652.882323;-35.57807855764607
1739209652.8823266;-38.13080360867914
1739209652.8823302;-38.13080360867914
1739209652.8823338;-33.981070128970906
1739209652.8823373;-45.120503652039325
1739209652.882341;-38.13080360867914
1739209652.8823445;-35.57807855764607
1739209652.882348;-38.13080360867914
1739209652.8823514;-45.120503652039325
1739209652.882355;-45.120503652039325
1739209652.8823586;-45.120503652039325
1739209652.8823621;-38.13080360867914
1739209652.8823657;-38.13080360867914
1739209652.8823693;-33.981070128970906
1739209652.8823729;-35.57807855764607
1739209652.8823764;-38.13080360867914
1739209652.88238;-45.120503652039325
1739209652.8823836;-38.13080360867914
1739209652.8823872;-38.13080360867914
1739209652.8823907;-45.120503652039325
1739209652.8823943;-45.120503652039325
1739209652.882398;-38.13080360867914
1739209652.8824015;-38.13080360867914
1739209652.882405;-38.13080360867914
1739209652.8824086;-45.120503652039325
1739209652.882412;-45.120503652039325
1739209652.8824155;-38.13080360867914
1739209652.882419;-38.13080360867914
1739209652.8824227;-33.981070128970906
1739209652.8824263;-38.13080360867914
1739209652.8824298;-45.120503652039325
1739209652.8824334;-45.120503652039325
1739209652.882437;-38.13080360867914
1739209652.8824406;-35.57807855764607
1739209652.8824441;-38.13080360867914
1739209652.8824477;-45.120503652039325
1739209652.8824513;-45.120503652039325
1739209652.8824549;-45.120503652039325
1739209652.8824584;-38.13080360867914
1739209652.882462;-38.13080360867914
1739209652.8824656;-38.13080360867914
1739209652.8824692;-38.13080360867914
1739209652.8824725;-38.13080360867914
1739209652.882476;-38.13080360867914
1739209652.8824797;-45.120503652039325
1739209652.8824832;-38.13080360867914
1739209652.8824868;-35.57807855764607
1739209652.8824904;-38.13080360867914
1739209652.882494;-38.13080360867914
1739209652.8824975;-38.13080360867914
1739209652.8825011;-45.120503652039325
1739209652.8825047;-45.120503652039325
1739209652.8825083;-45.120503652039325
1739209652.8825119;-45.120503652039325
1739209652.8825154;-45.120503652039325
1739209652.882519;-38.13080360867914
1739209652.8825226;-38.13080360867914
1739209652.8825262;-45.120503652039325
1739209652.8825297;-45.120503652039325
1739209652.8825333;-38.13080360867914
1739209652.8825366;-45.120503652039325
1739209652.8825402;-38.13080360867914
1739209652.8825438;-38.13080360867914
1739209652.8825474;-38.13080360867914
1739209652.882551;-35.57807855764607
1739209652.8825545;-45.120503652039325
1739209652.882558;-35.57807855764607
1739209652.8825617;-38.13080360867914
1739209652.8825653;-35.57807855764607
1739209652.8825688;-38.13080360867914
1739209652.8825724;-45.120503652039325
1739209652.882576;-38.13080360867914
1739209652.8825796;-38.13080360867914
