CAN Message; 0x39:035c2ab98cd3052b
1739209730.8256392;-32.816014438256545
1739209730.825647;-38.13080360867914
1739209730.8256552;-45.120503652039325
1739209730.825663;-45.120503652039325
1739209730.8256712;-45.120503652039325
1739209730.825679;-38.13080360867914
1739209730.8256872;-38.13080360867914
1739209730.825695;-33.981070128970906
1739209730.825703;-38.13080360867914
1739209730.825711;-38.13080360867914
1739209730.8257189;-45.120503652039325
1739209730.825727;-38.13080360867914
1739209730.8257349;-31.141103565318893
1739209730.825743;-45.120503652039325
1739209730.8257508;-45.120503652039325
1739209730.825759;-38.13080360867914
1739209730.8257668;-35.57807855764607
1739209730.825775;-38.13080360867914
1739209730.8257828;-38.13080360867914
1739209730.825791;-45.120503652039325
1739209730.8257987;-45.120503652039325
1739209730.8258066;-45.120503652039325
1739209730.8258147;-45.120503652039325
1739209730.8258226;-45.120503652039325
1739209730.8258307;-45.120503652039325
1739209730.8258386;-38.13080360867914
1739209730.8258467;-38.13080360867914
1739209730.8258545;-38.13080360867914
1739209730.8258626;-45.120503652039325
1739209730.8258705;-38.13080360867914
1739209730.8258786;-38.13080360867914
1739209730.8258865;-45.120503652039325
1739209730.8258946;-45.120503652039325
1739209730.8259025;-45.120503652039325
1739209730.8259106;-45.120503652039325
1739209730.8259184;-38.13080360867914
1739209730.8259263;-25.077289914212862
1739209730.8259344;-32.816014438256545
1739209730.8259423;-38.13080360867914
1739209730.8259504;-45.120503652039325
1739209730.8259583;-32.816014438256545
1739209730.8259664;-45.120503652039325
1739209730.8259742;-45.120503652039325
1739209730.8259823;-45.120503652039325
1739209730.8259902;-45.120503652039325
1739209730.8259983;-45.120503652039325
1739209730.8260062;-45.120503652039325
1739209730.8260143;-45.120503652039325
1739209730.8260221;-45.120503652039325
1739209730.8260303;-45.120503652039325
1739209730.8260381;-45.120503652039325
1739209730.826046;-45.120503652039325
1739209730.826054;-38.13080360867914
1739209730.826062;-38.13080360867914
1739209730.82607;-45.120503652039325
1739209730.826078;-38.13080360867914
1739209730.826086;-38.13080360867914
1739209730.826094;-35.57807855764607
1739209730.826102;-38.13080360867914
1739209730.82611;-38.13080360867914
1739209730.826118;-31.141103565318893
1739209730.8261259;-38.13080360867914
1739209730.826134;-45.120503652039325
1739209730.8261418;-45.120503652039325
1739209730.82615;-38.13080360867914
1739209730.8261578;-38.13080360867914
1739209730.8261657;-45.120503652039325
1739209730.8261738;-45.120503652039325
1739209730.8261817;-33.981070128970956
1739209730.8261898;-45.120503652039325
1739209730.8261976;-45.120503652039325
1739209730.8262057;-45.120503652039325
1739209730.8262136;-45.120503652039325
1739209730.8262217;-45.120503652039325
1739209730.8262296;-38.13080360867914
1739209730.8262377;-45.120503652039325
1739209730.8262455;-28.58837851428586
1739209730.8262537;-30.49652367304973
1739209730.8262615;-45.120503652039325
1739209730.8262696;-38.13080360867914
1739209730.8262775;-32.816014438256545
1739209730.8262854;-38.13080360867914
1739209730.8262935;-38.13080360867914
1739209730.8263013;-38.13080360867914
1739209730.8263094;-45.120503652039325
1739209730.8263173;-45.120503652039325
1739209730.8263254;-30.49652367304973
1739209730.8263333;-38.13080360867914
1739209730.8263414;-45.120503652039325
1739209730.8263493;-45.120503652039325
1739209730.8263574;-45.120503652039325
1739209730.8263652;-38.13080360867914
1739209730.8263733;-38.13080360867914
1739209730.8263812;-33.981070128970906
1739209730.826389;-45.120503652039325
1739209730.8263972;-38.13080360867914
1739209730.826405;-38.13080360867914
1739209730.8264132;-33.981070128970906
1739209730.826421;-38.13080360867914
1739209730.8264291;-45.120503652039325
1739209730.826437;-45.120503652039325
1739209730.826445;-38.13080360867914
1739209730.826453;-45.120503652039325
1739209730.826461;-45.120503652039325
1739209730.826469;-38.13080360867914
1739209730.826477;-35.57807855764607
1739209730.826485;-38.13080360867914
1739209730.826493;-38.13080360867914
1739209730.826501;-38.13080360867914
1739209730.8265088;-45.120503652039325
1739209730.8265169;-33.981070128970906
1739209730.8265247;-38.13080360867914
1739209730.8265328;-45.120503652039325
1739209730.8265407;-38.13080360867914
1739209730.8265488;-35.57807855764607
1739209730.8265567;-38.13080360867914
1739209730.8265648;-38.13080360867914
1739209730.8265727;-32.816014438256545
1739209730.8265808;-33.981070128970906
1739209730.8265886;-45.120503652039325
1739209730.8265967;-45.120503652039325
1739209730.8266046;-38.13080360867914
1739209730.8266127;-38.13080360867914
1739209730.8266206;-45.120503652039325
1739209730.8266284;-45.120503652039325
1739209730.8266366;-45.120503652039325
1739209730.8266444;-38.13080360867914
1739209730.8266525;-35.57807855764607
1739209730.8266604;-45.120503652039325
1739209730.8266685;-45.120503652039325
1739209730.8266764;-35.57807855764607
1739209730.8266845;-38.13080360867914
1739209730.8266923;-45.120503652039325
1739209730.8267004;-45.120503652039325
1739209730.8267083;-38.13080360867914
1739209730.8267164;-35.57807855764607
1739209730.8267243;-38.13080360867914
1739209730.8267324;-38.13080360867914
1739209730.8267403;-38.13080360867914
1739209730.8267481;-38.13080360867914
1739209730.8267562;-45.120503652039325
1739209730.826764;-45.120503652039325
1739209730.8267722;-35.57807855764607
1739209730.82678;-45.120503652039325
1739209730.8267882;-45.120503652039325
1739209730.826796;-38.13080360867914
1739209730.8268042;-45.120503652039325
1739209730.826812;-45.120503652039325
1739209730.8268201;-45.120503652039325
1739209730.826828;-45.120503652039325
1739209730.826836;-45.120503652039325
1739209730.826844;-45.120503652039325
1739209730.826852;-38.13080360867914
1739209730.82686;-45.120503652039325
1739209730.8268678;-45.120503652039325
1739209730.826876;-38.13080360867914
1739209730.8268838;-45.120503652039325
1739209730.826892;-33.981070128970906
1739209730.8268998;-31.141103565318915
1739209730.8269079;-38.13080360867914
1739209730.8269157;-38.13080360867914
1739209730.8269238;-38.13080360867914
1739209730.8269317;-32.816014438256545
1739209730.8269398;-45.120503652039325
1739209730.8269477;-29.438486411369333
1739209730.8269558;-45.120503652039325
1739209730.8269637;-38.13080360867914
1739209730.8269715;-38.13080360867914
1739209730.8269796;-45.120503652039325
1739209730.8269875;-45.120503652039325
1739209730.8269956;-45.120503652039325
1739209730.8270035;-38.13080360867914
1739209730.8270116;-38.13080360867914
1739209730.8270195;-33.981070128970906
1739209730.8270276;-38.13080360867914
1739209730.8270354;-38.13080360867914
1739209730.8270435;-38.13080360867914
1739209730.8270514;-35.57807855764607
1739209730.8270595;-38.13080360867914
1739209730.8270674;-45.120503652039325
1739209730.8270755;-45.120503652039325
1739209730.8270833;-38.13080360867914
1739209730.8270912;-45.120503652039325
1739209730.8270993;-45.120503652039325
1739209730.8271072;-38.13080360867914
1739209730.8271153;-38.13080360867914
1739209730.8271232;-45.120503652039325
1739209730.8271313;-33.981070128970906
1739209730.8271391;-35.57807855764607
1739209730.8271472;-38.13080360867914
1739209730.827155;-45.120503652039325
1739209730.8271632;-45.120503652039325
1739209730.827171;-33.981070128970906
1739209730.8271792;-32.816014438256545
1739209730.827187;-45.120503652039325
1739209730.8271952;-35.57807855764607
1739209730.827203;-32.816014438256545
1739209730.827211;-35.57807855764607
1739209730.827219;-33.981070128970906
1739209730.8272269;-45.120503652039325
1739209730.827235;-38.13080360867914
1739209730.8272429;-45.120503652039325
1739209730.827251;-45.120503652039325
1739209730.8272588;-38.13080360867914
1739209730.827267;-35.57807855764607
1739209730.8272748;-45.120503652039325
1739209730.827283;-38.13080360867914
1739209730.8272908;-38.13080360867914
1739209730.8272989;-38.13080360867914
1739209730.8273067;-45.120503652039325
1739209730.8273149;-45.120503652039325
1739209730.8273227;-45.120503652039325
1739209730.8273306;-45.120503652039325
1739209730.8273387;-35.57807855764607
1739209730.8273466;-25.826314394896354
1739209730.8273547;-35.57807855764607
1739209730.8273625;-45.120503652039325
1739209730.8273706;-38.13080360867914
1739209730.8273785;-35.57807855764607
1739209730.8273866;-45.120503652039325
1739209730.8273945;-45.120503652039325
1739209730.8274026;-45.120503652039325
1739209730.8274105;-45.120503652039325
1739209730.8274186;-38.13080360867914
1739209730.8274264;-38.13080360867914
1739209730.8274345;-38.13080360867914
1739209730.8274424;-38.13080360867914
1739209730.8274503;-35.57807855764607
1739209730.8274584;-38.13080360867914
1739209730.8274662;-38.13080360867914
1739209730.8274744;-33.981070128970906
1739209730.8274822;-38.13080360867914
1739209730.8274903;-45.120503652039325
1739209730.8274982;-38.13080360867914
1739209730.8275063;-38.13080360867914
1739209730.8275142;-38.13080360867914
1739209730.8275223;-45.120503652039325
1739209730.8275301;-33.981070128970906
1739209730.8275383;-29.438486411369333
1739209730.8275461;-45.120503652039325
1739209730.8275542;-45.120503652039325
1739209730.827562;-45.120503652039325
1739209730.82757;-38.13080360867914
1739209730.827578;-38.13080360867914
1739209730.827586;-45.120503652039325
1739209730.827594;-35.57807855764607
1739209730.827602;-38.13080360867914
1739209730.82761;-45.120503652039325
1739209730.827618;-32.816014438256545
1739209730.827626;-45.120503652039325
1739209730.8276339;-45.120503652039325
1739209730.827642;-45.120503652039325
1739209730.8276498;-38.13080360867914
1739209730.827658;-45.120503652039325
1739209730.8276658;-28.58837851428586
1739209730.8276737;-32.816014438256545
1739209730.8276818;-45.120503652039325
1739209730.8276896;-38.13080360867914
1739209730.8276978;-45.120503652039325
1739209730.8277056;-38.13080360867914
1739209730.8277137;-38.13080360867914
1739209730.8277216;-38.13080360867914
1739209730.8277297;-45.120503652039325
1739209730.8277376;-38.13080360867914
1739209730.8277457;-32.816014438256545
1739209730.8277535;-45.120503652039325
1739209730.8277617;-45.120503652039325
1739209730.8277695;-45.120503652039325
1739209730.8277776;-45.120503652039325
1739209730.8277855;-45.120503652039325
1739209730.8277934;-38.13080360867914
1739209730.8278015;-38.13080360867914
1739209730.8278093;-38.13080360867914
1739209730.8278174;-33.981070128970906
1739209730.8278253;-45.120503652039325
1739209730.8278334;-38.13080360867914
1739209730.8278413;-32.816014438256545
1739209730.8278494;-38.13080360867914
1739209730.8278573;-38.13080360867914
1739209730.8278654;-38.13080360867914
1739209730.8278732;-45.120503652039325
1739209730.8278813;-38.13080360867914
1739209730.8278892;-33.981070128970906
1739209730.8278973;-35.57807855764607
1739209730.8279052;-45.120503652039325
1739209730.827913;-38.13080360867914
1739209730.8279212;-38.13080360867914
1739209730.827929;-45.120503652039325
1739209730.8279371;-45.120503652039325
1739209730.827945;-38.13080360867914
1739209730.827953;-38.13080360867914
1739209730.827961;-38.13080360867914
1739209730.827969;-45.120503652039325
1739209730.827977;-45.120503652039325
1739209730.827985;-33.981070128970906
1739209730.827993;-32.816014438256545
1739209730.828001;-45.120503652039325
1739209730.828009;-33.981070128970906
1739209730.828017;-33.981070128970906
1739209730.8280249;-45.120503652039325
1739209730.8280327;-45.120503652039325
1739209730.8280408;-38.13080360867914
1739209730.8280487;-38.13080360867914
1739209730.8280568;-45.120503652039325
1739209730.8280647;-45.120503652039325
1739209730.8280728;-45.120503652039325
1739209730.8280807;-45.120503652039325
1739209730.8280888;-38.13080360867914
1739209730.8280966;-45.120503652039325
1739209730.8281047;-38.13080360867914
1739209730.8281126;-38.13080360867914
1739209730.8281207;-45.120503652039325
1739209730.8281286;-45.120503652039325
1739209730.8281367;-38.13080360867914
1739209730.8281446;-38.13080360867914
1739209730.8281524;-38.13080360867914
1739209730.8281605;-32.816014438256545
1739209730.8281684;-38.13080360867914
1739209730.8281765;-38.13080360867914
1739209730.8281844;-32.816014438256545
1739209730.8281925;-45.120503652039325
1739209730.8282003;-45.120503652039325
1739209730.8282084;-38.13080360867914
1739209730.8282163;-33.981070128970906
1739209730.8282244;-45.120503652039325
1739209730.8282323;-38.13080360867914
1739209730.8282404;-45.120503652039325
1739209730.8282483;-45.120503652039325
1739209730.8282561;-45.120503652039325
1739209730.8282642;-45.120503652039325
1739209730.828272;-45.120503652039325
1739209730.8282802;-45.120503652039325
1739209730.828288;-38.13080360867914
1739209730.8282962;-38.13080360867914
1739209730.828304;-38.13080360867914
1739209730.8283122;-38.13080360867914
1739209730.82832;-38.13080360867914
1739209730.8283281;-35.57807855764607
1739209730.828336;-45.120503652039325
1739209730.828344;-33.981070128970906
1739209730.828352;-38.13080360867914
1739209730.82836;-38.13080360867914
1739209730.828368;-45.120503652039325
1739209730.8283758;-31.141103565318915
1739209730.828384;-30.49652367304973
1739209730.8283918;-38.13080360867914
1739209730.8284;-45.120503652039325
1739209730.8284078;-45.120503652039325
1739209730.8284159;-32.816014438256545
1739209730.8284237;-38.13080360867914
1739209730.8284318;-45.120503652039325
1739209730.8284397;-38.13080360867914
1739209730.8284478;-38.13080360867914
1739209730.8284557;-35.57807855764607
1739209730.8284638;-45.120503652039325
1739209730.8284717;-45.120503652039325
1739209730.8284798;-35.57807855764607
1739209730.8284876;-38.13080360867914
1739209730.8284955;-45.120503652039325
1739209730.8285036;-31.141103565318915
1739209730.8285115;-31.141103565318915
1739209730.8285196;-45.120503652039325
1739209730.8285275;-45.120503652039325
1739209730.8285356;-45.120503652039325
1739209730.8285434;-35.57807855764607
1739209730.8285515;-38.13080360867914
1739209730.8285594;-45.120503652039325
1739209730.8285675;-33.981070128970906
1739209730.8285754;-33.981070128970906
1739209730.8285835;-45.120503652039325
1739209730.8285913;-45.120503652039325
1739209730.8285995;-38.13080360867914
1739209730.8286073;-38.13080360867914
1739209730.8286152;-38.13080360867914
1739209730.8286233;-35.57807855764607
1739209730.8286312;-45.120503652039325
1739209730.8286393;-38.13080360867914
1739209730.8286471;-33.981070128970906
1739209730.8286552;-38.13080360867914
1739209730.828663;-45.120503652039325
1739209730.8286712;-38.13080360867914
1739209730.828679;-38.13080360867914
1739209730.8286872;-38.13080360867914
1739209730.828695;-32.816014438256545
1739209730.8287032;-28.58837851428586
1739209730.828711;-38.13080360867914
1739209730.8287191;-45.120503652039325
1739209730.828727;-33.981070128970906
1739209730.8287349;-45.120503652039325
1739209730.828743;-45.120503652039325
1739209730.8287508;-38.13080360867914
1739209730.828759;-45.120503652039325
1739209730.8287668;-45.120503652039325
1739209730.828775;-45.120503652039325
1739209730.8287828;-45.120503652039325
1739209730.828791;-45.120503652039325
1739209730.8287988;-38.13080360867914
1739209730.8288069;-38.13080360867914
1739209730.8288147;-38.13080360867914
1739209730.8288229;-38.13080360867914
1739209730.8288307;-45.120503652039325
1739209730.8288388;-45.120503652039325
1739209730.8288467;-38.13080360867914
1739209730.8288546;-45.120503652039325
1739209730.8288627;-33.981070128970906
1739209730.8288705;-31.141103565318915
1739209730.8288786;-38.13080360867914
1739209730.8288865;-38.13080360867914
1739209730.8288946;-31.141103565318915
1739209730.8289025;-45.120503652039325
1739209730.8289106;-45.120503652039325
1739209730.8289185;-38.13080360867914
1739209730.8289266;-38.13080360867914
1739209730.8289344;-45.120503652039325
1739209730.8289425;-32.816014438256545
1739209730.8289504;-38.13080360867914
1739209730.8289583;-45.120503652039325
1739209730.8289664;-33.981070128970906
1739209730.8289742;-45.120503652039325
1739209730.8289824;-45.120503652039325
1739209730.8289902;-38.13080360867914
1739209730.8289983;-38.13080360867914
1739209730.8290062;-45.120503652039325
1739209730.8290143;-45.120503652039325
1739209730.8290222;-45.120503652039325
1739209730.8290303;-45.120503652039325
1739209730.8290381;-38.13080360867914
1739209730.8290462;-38.13080360867914
1739209730.829054;-45.120503652039325
1739209730.8290622;-38.13080360867914
1739209730.82907;-38.13080360867914
1739209730.829078;-45.120503652039325
1739209730.829086;-45.120503652039325
1739209730.829094;-45.120503652039325
1739209730.829102;-45.120503652039325
1739209730.82911;-33.981070128970906
1739209730.829118;-33.981070128970906
1739209730.829126;-45.120503652039325
1739209730.829134;-45.120503652039325
1739209730.8291419;-38.13080360867914
1739209730.82915;-38.13080360867914
1739209730.8291578;-33.981070128970906
1739209730.829166;-45.120503652039325
1739209730.8291738;-38.13080360867914
1739209730.829182;-33.981070128970906
1739209730.8291898;-38.13080360867914
1739209730.8291976;-45.120503652039325
1739209730.8292058;-38.13080360867914
1739209730.8292136;-45.120503652039325
1739209730.8292217;-45.120503652039325
1739209730.8292296;-45.120503652039325
1739209730.8292377;-45.120503652039325
1739209730.8292456;-45.120503652039325
1739209730.8292537;-45.120503652039325
1739209730.8292615;-45.120503652039325
1739209730.8292696;-38.13080360867914
1739209730.8292775;-30.49652367304973
1739209730.8292856;-38.13080360867914
1739209730.8292935;-45.120503652039325
1739209730.8293016;-45.120503652039325
1739209730.8293095;-38.13080360867914
1739209730.8293173;-38.13080360867914
1739209730.8293254;-45.120503652039325
1739209730.8293333;-45.120503652039325
1739209730.8293414;-31.141103565318915
1739209730.8293493;-27.267205301931607
1739209730.8293574;-45.120503652039325
1739209730.8293653;-45.120503652039325
1739209730.8293734;-45.120503652039325
1739209730.8293812;-45.120503652039325
1739209730.8293893;-45.120503652039325
1739209730.8293972;-45.120503652039325
1739209730.8294053;-45.120503652039325
1739209730.8294132;-38.13080360867914
1739209730.8294213;-45.120503652039325
1739209730.8294291;-38.13080360867914
1739209730.829437;-38.13080360867914
1739209730.8294451;-45.120503652039325
1739209730.829453;-45.120503652039325
1739209730.829461;-38.13080360867914
1739209730.829469;-35.57807855764607
1739209730.829477;-33.981070128970906
1739209730.829485;-45.120503652039325
1739209730.829493;-45.120503652039325
1739209730.829501;-38.13080360867914
1739209730.829509;-45.120503652039325
1739209730.829517;-45.120503652039325
1739209730.829525;-38.13080360867914
1739209730.8295329;-38.13080360867914
1739209730.8295407;-33.981070128970906
1739209730.8295488;-35.57807855764607
1739209730.8295567;-45.120503652039325
1739209730.8295648;-45.120503652039325
1739209730.8295727;-38.13080360867914
1739209730.8295808;-38.13080360867914
1739209730.8295887;-38.13080360867914
1739209730.8295968;-38.13080360867914
1739209730.8296046;-27.877744956031414
1739209730.8296127;-45.120503652039325
1739209730.8296206;-38.13080360867914
1739209730.8296287;-45.120503652039325
1739209730.8296366;-45.120503652039325
1739209730.8296447;-45.120503652039325
1739209730.8296525;-38.13080360867914
1739209730.8296604;-45.120503652039325
1739209730.8296685;-33.981070128970906
1739209730.8296764;-35.57807855764607
1739209730.8296845;-38.13080360867914
1739209730.8296924;-45.120503652039325
1739209730.8297005;-38.13080360867914
1739209730.8297083;-38.13080360867914
1739209730.8297164;-45.120503652039325
1739209730.8297243;-45.120503652039325
1739209730.8297324;-38.13080360867914
1739209730.8297403;-32.816014438256545
1739209730.8297484;-38.13080360867914
1739209730.8297563;-45.120503652039325
1739209730.8297644;-45.120503652039325
1739209730.8297722;-35.57807855764607
1739209730.82978;-45.120503652039325
1739209730.8297882;-45.120503652039325
1739209730.829796;-45.120503652039325
1739209730.8298042;-45.120503652039325
1739209730.829812;-38.13080360867914
1739209730.8298202;-35.57807855764607
1739209730.829828;-38.13080360867914
1739209730.8298361;-45.120503652039325
1739209730.829844;-35.57807855764607
1739209730.829852;-38.13080360867914
1739209730.82986;-38.13080360867914
1739209730.829868;-45.120503652039325
1739209730.829876;-45.120503652039325
1739209730.829884;-35.57807855764607
1739209730.829892;-38.13080360867914
1739209730.8298998;-35.57807855764607
1739209730.829908;-38.13080360867914
1739209730.8299158;-38.13080360867914
1739209730.8299239;-38.13080360867914
1739209730.8299317;-45.120503652039325
1739209730.8299398;-45.120503652039325
1739209730.8299477;-35.57807855764607
1739209730.8299558;-38.13080360867914
1739209730.8299637;-45.120503652039325
1739209730.8299718;-33.981070128970906
1739209730.8299797;-35.57807855764607
1739209730.8299878;-38.13080360867914
1739209730.8299956;-45.120503652039325
1739209730.8300037;-38.13080360867914
1739209730.8300116;-38.13080360867914
1739209730.8300195;-38.13080360867914
1739209730.8300276;-45.120503652039325
1739209730.8300354;-45.120503652039325
1739209730.8300436;-45.120503652039325
1739209730.8300514;-33.981070128970906
1739209730.8300595;-29.438486411369333
1739209730.8300674;-38.13080360867914
1739209730.8300755;-32.816014438256545
1739209730.8300834;-33.981070128970906
1739209730.8300915;-45.120503652039325
1739209730.8300993;-38.13080360867914
1739209730.8301075;-45.120503652039325
1739209730.8301153;-45.120503652039325
1739209730.8301232;-45.120503652039325
1739209730.8301313;-38.13080360867914
1739209730.8301392;-45.120503652039325
1739209730.8301473;-38.13080360867914
1739209730.8301551;-45.120503652039325
1739209730.8301632;-38.13080360867914
1739209730.830171;-38.13080360867914
1739209730.8301792;-45.120503652039325
1739209730.830187;-35.57807855764607
1739209730.8301952;-45.120503652039325
1739209730.830203;-45.120503652039325
1739209730.8302112;-38.13080360867914
1739209730.830219;-32.816014438256545
1739209730.8302271;-45.120503652039325
1739209730.830235;-45.120503652039325
1739209730.8302429;-38.13080360867914
1739209730.830251;-38.13080360867914
1739209730.8302588;-38.13080360867914
1739209730.830267;-45.120503652039325
1739209730.8302748;-45.120503652039325
1739209730.830283;-45.120503652039325
1739209730.8302908;-45.120503652039325
1739209730.830299;-45.120503652039325
1739209730.8303068;-38.13080360867914
1739209730.8303149;-35.57807855764607
1739209730.8303227;-33.981070128970906
1739209730.8303308;-45.120503652039325
1739209730.8303387;-38.13080360867914
1739209730.8303468;-32.816014438256545
1739209730.8303547;-38.13080360867914
1739209730.8303626;-45.120503652039325
1739209730.8303707;-45.120503652039325
1739209730.8303785;-31.141103565318893
1739209730.8303866;-38.13080360867914
1739209730.8303945;-45.120503652039325
1739209730.8304026;-38.13080360867914
1739209730.8304105;-45.120503652039325
1739209730.8304186;-45.120503652039325
1739209730.8304265;-45.120503652039325
1739209730.8304346;-45.120503652039325
1739209730.8304424;-38.13080360867914
1739209730.8304505;-45.120503652039325
1739209730.8304584;-45.120503652039325
1739209730.8304665;-45.120503652039325
1739209730.8304744;-45.120503652039325
1739209730.8304822;-45.120503652039325
1739209730.8304904;-45.120503652039325
1739209730.8304982;-45.120503652039325
1739209730.8305063;-29.438486411369333
1739209730.8305142;-35.57807855764607
1739209730.8305223;-45.120503652039325
1739209730.8305302;-38.13080360867914
1739209730.8305383;-31.141103565318893
1739209730.8305461;-33.981070128970906
1739209730.8305542;-45.120503652039325
1739209730.830562;-33.981070128970906
1739209730.8305702;-45.120503652039325
1739209730.830578;-45.120503652039325
1739209730.8305862;-45.120503652039325
1739209730.830594;-45.120503652039325
1739209730.830602;-45.120503652039325
1739209730.83061;-45.120503652039325
1739209730.830618;-45.120503652039325
1739209730.830626;-45.120503652039325
1739209730.8306339;-33.981070128970906
1739209730.830642;-38.13080360867914
1739209730.8306499;-38.13080360867914
1739209730.830658;-38.13080360867914
1739209730.8306658;-45.120503652039325
1739209730.830674;-38.13080360867914
1739209730.8306818;-45.120503652039325
1739209730.83069;-45.120503652039325
1739209730.8306978;-33.981070128970906
1739209730.830706;-35.57807855764607
1739209730.8307137;-38.13080360867914
1739209730.8307216;-38.13080360867914
1739209730.8307297;-45.120503652039325
1739209730.8307376;-38.13080360867914
1739209730.8307457;-38.13080360867914
1739209730.8307536;-33.981070128970906
1739209730.8307617;-38.13080360867914
1739209730.8307695;-32.816014438256545
1739209730.8307776;-33.981070128970906
1739209730.8307855;-38.13080360867914
1739209730.8307936;-38.13080360867914
1739209730.8308015;-38.13080360867914
1739209730.8308096;-35.57807855764607
1739209730.8308175;-45.120503652039325
1739209730.8308253;-31.141103565318915
1739209730.8308334;-30.49652367304973
1739209730.8308413;-38.13080360867914
1739209730.8308494;-38.13080360867914
1739209730.8308573;-38.13080360867914
1739209730.8308654;-32.816014438256545
1739209730.8308733;-38.13080360867914
1739209730.8308814;-35.57807855764607
1739209730.8308892;-45.120503652039325
1739209730.8308973;-38.13080360867914
1739209730.8309052;-35.57807855764607
1739209730.8309133;-45.120503652039325
1739209730.8309212;-45.120503652039325
1739209730.8309293;-38.13080360867914
1739209730.8309371;-38.13080360867914
1739209730.830945;-33.981070128970906
1739209730.8309531;-45.120503652039325
1739209730.830961;-45.120503652039325
1739209730.830969;-45.120503652039325
1739209730.830977;-45.120503652039325
1739209730.830985;-38.13080360867914
1739209730.830993;-38.13080360867914
1739209730.831001;-45.120503652039325
1739209730.831009;-38.13080360867914
