CAN Message; 0x150:010080a427d8e63b
1739209720.8309848;-33.981070128970906
1739209720.8309991;-45.120503652039325
1739209720.8310134;-45.120503652039325
1739209720.8310275;-45.120503652039325
1739209720.8310418;-38.13080360867914
1739209720.831056;-35.57807855764607
1739209720.8310704;-38.13080360867914
1739209720.8310847;-38.13080360867914
1739209720.831099;-45.120503652039325
1739209720.831113;-38.13080360867914
1739209720.8311274;-38.13080360867914
1739209720.8311417;-38.13080360867914
1739209720.831156;-45.120503652039325
1739209720.8311703;-45.120503652039325
1739209720.8311846;-31.141103565318915
1739209720.8311987;-33.981070128970906
1739209720.831213;-38.13080360867914
1739209720.8312273;-38.13080360867914
1739209720.8312416;-38.13080360867914
1739209720.831256;-45.120503652039325
1739209720.8312702;-45.120503652039325
1739209720.8312843;-45.120503652039325
1739209720.8312986;-38.13080360867914
1739209720.831313;-33.981070128970906
1739209720.8313272;-45.120503652039325
1739209720.8313415;-38.13080360867914
1739209720.8313558;-33.981070128970906
1739209720.8313699;-33.981070128970906
1739209720.8313842;-35.57807855764607
1739209720.8313985;-38.13080360867914
1739209720.8314128;-45.120503652039325
1739209720.831427;-35.57807855764607
1739209720.8314412;-38.13080360867914
1739209720.8314555;-45.120503652039325
1739209720.8314698;-45.120503652039325
1739209720.831484;-38.13080360867914
1739209720.8314984;-38.13080360867914
1739209720.8315127;-38.13080360867914
1739209720.8315268;-38.13080360867914
1739209720.831541;-28.992665084841942
1739209720.8315554;-45.120503652039325
1739209720.8315697;-38.13080360867914
1739209720.831584;-32.816014438256545
1739209720.8315983;-33.981070128970906
1739209720.8316123;-45.120503652039325
1739209720.8316267;-33.981070128970906
1739209720.831641;-45.120503652039325
1739209720.8316553;-31.141103565318943
1739209720.8316696;-38.13080360867914
1739209720.8316839;-38.13080360867914
1739209720.831698;-38.13080360867914
1739209720.8317122;-38.13080360867914
1739209720.8317266;-38.13080360867914
1739209720.8317409;-38.13080360867914
1739209720.8317552;-38.13080360867914
1739209720.8317695;-30.49652367304973
1739209720.8317835;-45.120503652039325
1739209720.8317978;-38.13080360867914
1739209720.8318121;-32.816014438256545
1739209720.8318264;-45.120503652039325
1739209720.8318408;-45.120503652039325
1739209720.831855;-33.981070128970906
1739209720.8318691;-38.13080360867914
1739209720.8318834;-33.981070128970956
1739209720.8318977;-45.120503652039325
1739209720.831912;-33.981070128970906
1739209720.8319263;-33.981070128970906
1739209720.8319407;-38.13080360867914
1739209720.8319547;-38.13080360867914
1739209720.831969;-38.13080360867914
1739209720.8319833;-45.120503652039325
1739209720.8319976;-33.981070128970906
1739209720.832012;-38.13080360867914
1739209720.8320262;-45.120503652039325
1739209720.8320403;-38.13080360867914
1739209720.8320546;-45.120503652039325
1739209720.832069;-45.120503652039325
1739209720.8320832;-45.120503652039325
1739209720.8320975;-45.120503652039325
1739209720.8321118;-45.120503652039325
1739209720.832126;-45.120503652039325
1739209720.8321402;-35.57807855764607
1739209720.8321545;-45.120503652039325
1739209720.8321688;-45.120503652039325
1739209720.8321831;-38.13080360867914
1739209720.8321974;-38.13080360867914
1739209720.8322115;-45.120503652039325
1739209720.8322258;-32.816014438256545
1739209720.83224;-35.57807855764607
1739209720.8322544;-45.120503652039325
1739209720.8322687;-38.13080360867914
1739209720.832283;-38.13080360867914
1739209720.832297;-38.13080360867914
1739209720.8323114;-45.120503652039325
1739209720.8323257;-45.120503652039325
1739209720.83234;-45.120503652039325
1739209720.8323543;-38.13080360867914
1739209720.8323686;-38.13080360867914
1739209720.8323827;-45.120503652039325
1739209720.832397;-32.816014438256545
1739209720.8324113;-38.13080360867914
1739209720.8324256;-45.120503652039325
1739209720.83244;-38.13080360867914
1739209720.832454;-45.120503652039325
1739209720.8324683;-38.13080360867914
1739209720.8324826;-38.13080360867914
1739209720.832497;-45.120503652039325
1739209720.8325112;-45.120503652039325
1739209720.8325255;-38.13080360867914
1739209720.8325396;-45.120503652039325
1739209720.8325539;-45.120503652039325
1739209720.8325682;-32.816014438256545
1739209720.8325825;-35.57807855764607
1739209720.8325968;-45.120503652039325
1739209720.832611;-45.120503652039325
1739209720.8326252;-35.57807855764607
1739209720.8326395;-38.13080360867914
1739209720.8326538;-45.120503652039325
1739209720.832668;-45.120503652039325
1739209720.8326824;-45.120503652039325
1739209720.8326967;-38.13080360867914
1739209720.8327107;-38.13080360867914
1739209720.832725;-38.13080360867914
1739209720.8327394;-38.13080360867914
1739209720.8327537;-45.120503652039325
1739209720.832768;-45.120503652039325
1739209720.8327823;-45.120503652039325
1739209720.8327963;-45.120503652039325
1739209720.8328106;-33.981070128970906
1739209720.832825;-38.13080360867914
1739209720.8328393;-38.13080360867914
1739209720.8328536;-35.57807855764607
1739209720.8328679;-38.13080360867914
1739209720.832882;-45.120503652039325
1739209720.8328962;-38.13080360867914
1739209720.8329105;-45.120503652039325
1739209720.8329248;-45.120503652039325
1739209720.8329391;-45.120503652039325
1739209720.8329535;-45.120503652039325
1739209720.8329675;-38.13080360867914
1739209720.8329818;-38.13080360867914
1739209720.8329961;-38.13080360867914
1739209720.8330104;-38.13080360867914
1739209720.8330247;-38.13080360867914
1739209720.833039;-38.13080360867914
1739209720.833053;-38.13080360867914
1739209720.8330674;-45.120503652039325
1739209720.8330817;-33.981070128970906
1739209720.833096;-38.13080360867914
1739209720.8331103;-38.13080360867914
1739209720.8331246;-38.13080360867914
1739209720.8331387;-32.816014438256545
1739209720.833153;-38.13080360867914
1739209720.8331673;-45.120503652039325
1739209720.8331816;-45.120503652039325
1739209720.833196;-38.13080360867914
1739209720.8332102;-32.816014438256545
1739209720.8332243;-45.120503652039325
1739209720.8332386;-38.13080360867914
1739209720.833253;-45.120503652039325
1739209720.8332672;-33.981070128970906
1739209720.8332815;-45.120503652039325
1739209720.8332958;-45.120503652039325
1739209720.83331;-31.141103565318915
1739209720.8333242;-38.13080360867914
1739209720.8333385;-33.981070128970906
1739209720.8333528;-38.13080360867914
1739209720.833367;-35.57807855764607
1739209720.8333814;-33.981070128970906
1739209720.8333955;-38.13080360867914
1739209720.8334098;-45.120503652039325
1739209720.833424;-45.120503652039325
1739209720.8334384;-35.57807855764607
1739209720.8334527;-45.120503652039325
1739209720.833467;-38.13080360867914
1739209720.833481;-38.13080360867914
1739209720.8334954;-38.13080360867914
1739209720.8335097;-38.13080360867914
1739209720.833524;-45.120503652039325
1739209720.8335383;-38.13080360867914
1739209720.8335524;-45.120503652039325
1739209720.8335667;-38.13080360867914
1739209720.833581;-45.120503652039325
1739209720.8335953;-38.13080360867914
1739209720.8336096;-38.13080360867914
1739209720.833624;-35.57807855764607
1739209720.833638;-38.13080360867914
1739209720.8336523;-38.13080360867914
1739209720.8336666;-33.981070128970906
1739209720.8336809;-45.120503652039325
1739209720.8336952;-38.13080360867914
1739209720.8337095;-45.120503652039325
1739209720.8337235;-45.120503652039325
1739209720.8337379;-38.13080360867914
1739209720.8337522;-38.13080360867914
1739209720.8337665;-45.120503652039325
1739209720.8337808;-38.13080360867914
1739209720.833795;-33.981070128970906
1739209720.8338091;-45.120503652039325
1739209720.8338234;-45.120503652039325
1739209720.8338377;-45.120503652039325
1739209720.833852;-38.13080360867914
1739209720.8338664;-38.13080360867914
1739209720.8338807;-38.13080360867914
1739209720.8338947;-38.13080360867914
1739209720.833909;-45.120503652039325
1739209720.8339233;-45.120503652039325
1739209720.8339376;-45.120503652039325
1739209720.833952;-33.981070128970906
1739209720.8339663;-27.267205301931607
1739209720.8339803;-33.981070128970906
1739209720.8339946;-45.120503652039325
1739209720.834009;-38.13080360867914
1739209720.8340232;-33.981070128970906
1739209720.8340375;-33.981070128970906
1739209720.8340518;-45.120503652039325
1739209720.834066;-45.120503652039325
1739209720.8340802;-35.57807855764607
1739209720.8340945;-45.120503652039325
1739209720.8341088;-38.13080360867914
1739209720.8341231;-38.13080360867914
1739209720.8341374;-45.120503652039325
1739209720.8341515;-33.981070128970906
1739209720.8341658;-45.120503652039325
1739209720.83418;-38.13080360867914
1739209720.8341944;-31.141103565318915
1739209720.8342087;-38.13080360867914
1739209720.834223;-45.120503652039325
1739209720.834237;-38.13080360867914
1739209720.8342514;-38.13080360867914
1739209720.8342657;-35.57807855764607
1739209720.83428;-45.120503652039325
1739209720.8342943;-45.120503652039325
1739209720.8343086;-38.13080360867914
1739209720.8343227;-38.13080360867914
1739209720.834337;-45.120503652039325
1739209720.8343513;-45.120503652039325
1739209720.8343656;-35.57807855764607
1739209720.83438;-32.816014438256545
1739209720.8343942;-45.120503652039325
1739209720.8344083;-45.120503652039325
1739209720.8344226;-38.13080360867914
1739209720.834437;-33.981070128970906
1739209720.8344512;-38.13080360867914
1739209720.8344655;-45.120503652039325
1739209720.8344798;-38.13080360867914
1739209720.8344939;-35.57807855764607
1739209720.8345082;-45.120503652039325
1739209720.8345225;-45.120503652039325
1739209720.8345368;-26.991370085610722
1739209720.834551;-32.816014438256545
1739209720.8345652;-45.120503652039325
1739209720.8345795;-45.120503652039325
1739209720.8345938;-38.13080360867914
1739209720.834608;-35.57807855764607
1739209720.8346224;-45.120503652039325
1739209720.8346367;-45.120503652039325
1739209720.8346508;-33.981070128970956
1739209720.834665;-38.13080360867914
1739209720.8346794;-45.120503652039325
1739209720.8346937;-45.120503652039325
1739209720.834708;-45.120503652039325
1739209720.8347223;-38.13080360867914
1739209720.8347363;-45.120503652039325
1739209720.8347507;-45.120503652039325
1739209720.834765;-28.58837851428586
1739209720.8347793;-35.57807855764607
1739209720.8347936;-45.120503652039325
1739209720.8348079;-45.120503652039325
1739209720.834822;-45.120503652039325
1739209720.8348362;-45.120503652039325
1739209720.8348505;-38.13080360867914
1739209720.8348649;-45.120503652039325
1739209720.8348792;-45.120503652039325
1739209720.8348935;-45.120503652039325
1739209720.8349075;-45.120503652039325
1739209720.8349218;-45.120503652039325
1739209720.8349361;-35.57807855764607
1739209720.8349504;-35.57807855764607
1739209720.8349648;-35.57807855764607
1739209720.834979;-35.57807855764607
1739209720.8349931;-45.120503652039325
1739209720.8350074;-35.57807855764607
1739209720.8350217;-38.13080360867914
1739209720.835036;-38.13080360867914
1739209720.8350503;-45.120503652039325
1739209720.8350646;-45.120503652039325
1739209720.8350787;-45.120503652039325
1739209720.835093;-38.13080360867914
1739209720.8351073;-38.13080360867914
1739209720.8351216;-38.13080360867914
1739209720.835136;-38.13080360867914
1739209720.8351502;-38.13080360867914
1739209720.8351643;-35.57807855764607
1739209720.8351786;-38.13080360867914
1739209720.835193;-45.120503652039325
1739209720.8352072;-38.13080360867914
1739209720.8352215;-45.120503652039325
1739209720.8352358;-45.120503652039325
1739209720.83525;-38.13080360867914
1739209720.8352642;-38.13080360867914
1739209720.8352785;-45.120503652039325
1739209720.8352928;-38.13080360867914
1739209720.8353071;-35.57807855764607
1739209720.8353214;-45.120503652039325
1739209720.8353355;-33.981070128970906
1739209720.8353498;-35.57807855764607
1739209720.835364;-45.120503652039325
1739209720.8353784;-45.120503652039325
1739209720.8353927;-38.13080360867914
1739209720.835407;-38.13080360867914
1739209720.835421;-45.120503652039325
1739209720.8354354;-45.120503652039325
1739209720.8354497;-45.120503652039325
1739209720.835464;-45.120503652039325
1739209720.8354783;-38.13080360867914
1739209720.8354926;-45.120503652039325
1739209720.8355067;-45.120503652039325
1739209720.835521;-38.13080360867914
1739209720.8355353;-35.57807855764607
1739209720.8355496;-38.13080360867914
1739209720.835564;-38.13080360867914
1739209720.835578;-35.57807855764607
1739209720.8355923;-38.13080360867914
1739209720.8356066;-33.981070128970906
1739209720.8356209;-32.816014438256545
1739209720.8356352;-38.13080360867914
1739209720.8356495;-38.13080360867914
1739209720.8356636;-45.120503652039325
1739209720.8356779;-45.120503652039325
1739209720.8356922;-45.120503652039325
1739209720.8357065;-45.120503652039325
1739209720.8357208;-45.120503652039325
1739209720.835735;-35.57807855764607
1739209720.8357491;-32.816014438256545
1739209720.8357635;-45.120503652039325
1739209720.8357778;-45.120503652039325
1739209720.835792;-45.120503652039325
1739209720.8358064;-45.120503652039325
1739209720.8358207;-45.120503652039325
1739209720.8358347;-38.13080360867914
1739209720.835849;-33.981070128970906
1739209720.8358634;-45.120503652039325
1739209720.8358777;-45.120503652039325
1739209720.835892;-38.13080360867914
1739209720.8359063;-45.120503652039325
1739209720.8359203;-38.13080360867914
1739209720.8359346;-45.120503652039325
1739209720.835949;-45.120503652039325
1739209720.8359632;-35.57807855764607
1739209720.8359776;-35.57807855764607
1739209720.8359919;-45.120503652039325
1739209720.836006;-45.120503652039325
1739209720.8360202;-38.13080360867914
1739209720.8360345;-33.981070128970906
1739209720.8360488;-38.13080360867914
1739209720.8360631;-38.13080360867914
1739209720.8360775;-38.13080360867914
1739209720.8360915;-45.120503652039325
1739209720.8361058;-38.13080360867914
1739209720.8361201;-35.57807855764607
1739209720.8361344;-38.13080360867914
1739209720.8361487;-35.57807855764607
1739209720.836163;-38.13080360867914
1739209720.836177;-45.120503652039325
1739209720.8361914;-33.981070128970906
1739209720.8362057;-30.49652367304973
1739209720.83622;-45.120503652039325
1739209720.8362343;-45.120503652039325
1739209720.8362486;-38.13080360867914
1739209720.8362627;-38.13080360867914
1739209720.836277;-38.13080360867914
1739209720.8362913;-38.13080360867914
1739209720.8363056;-38.13080360867914
1739209720.83632;-45.120503652039325
1739209720.8363342;-38.13080360867914
1739209720.8363483;-45.120503652039325
1739209720.8363626;-38.13080360867914
1739209720.836377;-38.13080360867914
1739209720.8363912;-38.13080360867914
1739209720.8364055;-38.13080360867914
1739209720.8364198;-33.981070128970906
1739209720.836434;-32.816014438256545
1739209720.8364482;-45.120503652039325
1739209720.8364625;-45.120503652039325
1739209720.8364768;-38.13080360867914
1739209720.836491;-33.981070128970906
1739209720.8365054;-35.57807855764607
1739209720.8365195;-38.13080360867914
1739209720.8365338;-45.120503652039325
1739209720.836548;-38.13080360867914
1739209720.8365624;-38.13080360867914
1739209720.8365767;-38.13080360867914
1739209720.836591;-45.120503652039325
1739209720.836605;-38.13080360867914
1739209720.8366194;-38.13080360867914
1739209720.8366337;-45.120503652039325
1739209720.836648;-38.13080360867914
1739209720.8366623;-45.120503652039325
1739209720.8366764;-45.120503652039325
1739209720.8366907;-45.120503652039325
1739209720.836705;-45.120503652039325
1739209720.8367193;-38.13080360867914
1739209720.8367336;-27.267205301931607
1739209720.836748;-45.120503652039325
1739209720.836762;-45.120503652039325
1739209720.8367763;-45.120503652039325
1739209720.8367906;-33.981070128970906
1739209720.8368049;-38.13080360867914
1739209720.8368192;-45.120503652039325
1739209720.8368335;-38.13080360867914
1739209720.8368475;-32.81601443825658
1739209720.8368618;-38.13080360867914
1739209720.8368762;-38.13080360867914
1739209720.8368905;-45.120503652039325
1739209720.8369048;-45.120503652039325
1739209720.836919;-38.13080360867914
1739209720.8369331;-45.120503652039325
1739209720.8369474;-45.120503652039325
1739209720.8369617;-33.981070128970906
1739209720.836976;-38.13080360867914
1739209720.8369904;-45.120503652039325
1739209720.8370047;-45.120503652039325
1739209720.8370187;-35.57807855764607
1739209720.837033;-38.13080360867914
1739209720.8370473;-45.120503652039325
1739209720.8370616;-38.13080360867914
1739209720.837076;-35.57807855764607
1739209720.8370903;-38.13080360867914
1739209720.8371043;-45.120503652039325
1739209720.8371186;-45.120503652039325
1739209720.837133;-33.981070128970906
1739209720.8371472;-45.120503652039325
1739209720.8371615;-45.120503652039325
1739209720.8371758;-45.120503652039325
1739209720.83719;-38.13080360867914
1739209720.8372042;-38.13080360867914
1739209720.8372185;-38.13080360867914
1739209720.8372328;-45.120503652039325
1739209720.8372471;-38.13080360867914
1739209720.8372614;-35.57807855764607
1739209720.8372755;-45.120503652039325
1739209720.8372898;-45.120503652039325
1739209720.837304;-26.991370085610722
1739209720.8373184;-38.13080360867914
1739209720.8373327;-45.120503652039325
1739209720.837347;-38.13080360867914
1739209720.837361;-33.981070128970906
