CAN Message; 0x77:ea11f617f9aefb0b
Timestamp;Amplitude
1739209818.382134;-38.13080360867914
1739209818.3821366;-35.57807855764607
1739209818.3821392;-32.816014438256545
1739209818.3821418;-38.13080360867914
1739209818.3821442;-38.13080360867914
1739209818.3821468;-38.13080360867914
1739209818.3821495;-45.120503652039325
1739209818.382152;-38.13080360867914
1739209818.3821547;-45.120503652039325
1739209818.3821573;-38.13080360867914
1739209818.38216;-38.13080360867914
1739209818.3821626;-38.13080360867914
1739209818.3821652;-38.13080360867914
1739209818.3821676;-45.120503652039325
1739209818.3821702;-38.13080360867914
1739209818.3821728;-45.120503652039325
1739209818.3821754;-35.57807855764607
1739209818.382178;-33.981070128970906
1739209818.3821807;-38.13080360867914
1739209818.3821833;-45.120503652039325
1739209818.382186;-38.13080360867914
1739209818.3821886;-38.13080360867914
1739209818.3821912;-45.120503652039325
1739209818.3821936;-35.57807855764607
1739209818.3821962;-45.120503652039325
1739209818.3821988;-45.120503652039325
1739209818.3822014;-45.120503652039325
1739209818.382204;-38.13080360867914
1739209818.3822067;-38.13080360867914
1739209818.3822093;-45.120503652039325
1739209818.382212;-38.13080360867914
1739209818.3822145;-45.120503652039325
1739209818.382217;-29.438486411369333
1739209818.3822196;-32.816014438256545
1739209818.3822222;-45.120503652039325
1739209818.3822248;-38.13080360867914
1739209818.3822274;-35.57807855764607
1739209818.38223;-35.57807855764607
1739209818.3822327;-45.120503652039325
1739209818.3822353;-38.13080360867914
1739209818.382238;-38.13080360867914
1739209818.3822403;-38.13080360867914
1739209818.382243;-45.120503652039325
1739209818.3822455;-38.13080360867914
1739209818.3822482;-45.120503652039325
1739209818.3822508;-38.13080360867914
1739209818.3822534;-38.13080360867914
1739209818.382256;-45.120503652039325
1739209818.3822587;-45.120503652039325
1739209818.3822613;-45.120503652039325
1739209818.3822637;-45.120503652039325
1739209818.3822663;-45.120503652039325
1739209818.382269;-35.57807855764607
1739209818.3822715;-38.13080360867914
1739209818.3822742;-45.120503652039325
1739209818.3822768;-38.13080360867914
1739209818.3822794;-29.438486411369333
1739209818.382282;-28.58837851428586
1739209818.3822846;-45.120503652039325
1739209818.382287;-38.13080360867914
1739209818.3822896;-35.57807855764607
1739209818.3822923;-38.13080360867914
1739209818.382295;-45.120503652039325
1739209818.3822975;-38.13080360867914
1739209818.3823001;-45.120503652039325
1739209818.3823028;-38.13080360867914
1739209818.3823054;-38.13080360867914
1739209818.382308;-45.120503652039325
1739209818.3823106;-45.120503652039325
1739209818.382313;-45.120503652039325
1739209818.3823156;-45.120503652039325
1739209818.3823183;-45.120503652039325
1739209818.382321;-38.13080360867914
1739209818.3823235;-33.981070128970906
1739209818.3823261;-45.120503652039325
1739209818.3823287;-38.13080360867914
1739209818.3823314;-38.13080360867914
1739209818.382334;-35.57807855764607
1739209818.3823364;-45.120503652039325
1739209818.382339;-35.57807855764607
1739209818.3823416;-38.13080360867914
1739209818.3823442;-45.120503652039325
1739209818.3823469;-38.13080360867914
1739209818.3823495;-38.13080360867914
1739209818.382352;-38.13080360867914
1739209818.3823547;-38.13080360867914
1739209818.3823574;-38.13080360867914
1739209818.3823597;-38.13080360867914
1739209818.3823624;-38.13080360867914
1739209818.382365;-45.120503652039325
1739209818.3823676;-38.13080360867914
1739209818.3823702;-38.13080360867914
1739209818.3823729;-35.57807855764607
1739209818.3823755;-45.120503652039325
1739209818.382378;-45.120503652039325
1739209818.3823807;-45.120503652039325
1739209818.382383;-38.13080360867914
1739209818.3823857;-28.992665084841942
1739209818.3823884;-45.120503652039325
1739209818.382391;-45.120503652039325
1739209818.3823936;-35.57807855764607
1739209818.3823962;-35.57807855764607
1739209818.3823988;-38.13080360867914
1739209818.3824015;-45.120503652039325
1739209818.382404;-45.120503652039325
1739209818.3824067;-35.57807855764607
1739209818.382409;-45.120503652039325
1739209818.3824117;-45.120503652039325
1739209818.3824143;-45.120503652039325
1739209818.382417;-45.120503652039325
1739209818.3824196;-45.120503652039325
1739209818.3824222;-45.120503652039325
1739209818.3824248;-35.57807855764607
1739209818.3824275;-38.13080360867914
1739209818.38243;-45.120503652039325
1739209818.3824325;-38.13080360867914
1739209818.382435;-38.13080360867914
1739209818.3824377;-38.13080360867914
1739209818.3824403;-45.120503652039325
1739209818.382443;-45.120503652039325
1739209818.3824456;-38.13080360867914
1739209818.3824482;-45.120503652039325
1739209818.3824508;-45.120503652039325
1739209818.3824534;-38.13080360867914
1739209818.3824558;-45.120503652039325
1739209818.3824584;-38.13080360867914
1739209818.382461;-35.57807855764607
1739209818.3824637;-38.13080360867914
1739209818.3824663;-38.13080360867914
1739209818.382469;-33.981070128970906
1739209818.3824716;-45.120503652039325
1739209818.3824742;-38.13080360867914
1739209818.3824768;-45.120503652039325
1739209818.3824792;-38.13080360867914
1739209818.3824818;-45.120503652039325
1739209818.3824844;-45.120503652039325
1739209818.382487;-45.120503652039325
1739209818.3824897;-38.13080360867914
1739209818.3824923;-35.57807855764607
1739209818.382495;-45.120503652039325
1739209818.3824975;-45.120503652039325
1739209818.3825002;-35.57807855764607
1739209818.3825026;-32.816014438256545
1739209818.3825052;-38.13080360867914
1739209818.3825078;-45.120503652039325
1739209818.3825104;-38.13080360867914
1739209818.382513;-45.120503652039325
1739209818.3825157;-45.120503652039325
1739209818.3825183;-45.120503652039325
1739209818.382521;-45.120503652039325
1739209818.3825235;-45.120503652039325
1739209818.3825262;-33.981070128970906
1739209818.3825285;-45.120503652039325
1739209818.3825312;-38.13080360867914
1739209818.3825338;-35.57807855764607
1739209818.3825364;-45.120503652039325
1739209818.382539;-45.120503652039325
1739209818.3825417;-38.13080360867914
1739209818.3825443;-30.49652367304973
1739209818.382547;-38.13080360867914
1739209818.3825495;-38.13080360867914
1739209818.382552;-45.120503652039325
1739209818.3825545;-45.120503652039325
1739209818.3825572;-38.13080360867914
1739209818.3825598;-38.13080360867914
1739209818.3825624;-45.120503652039325
1739209818.382565;-38.13080360867914
1739209818.3825676;-35.57807855764607
1739209818.3825703;-38.13080360867914
1739209818.382573;-33.981070128970906
1739209818.3825753;-38.13080360867914
1739209818.382578;-38.13080360867914
1739209818.3825805;-35.57807855764607
1739209818.3825831;-38.13080360867914
1739209818.3825858;-38.13080360867914
1739209818.3825884;-35.57807855764607
1739209818.382591;-35.57807855764607
1739209818.3825936;-38.13080360867914
1739209818.3825963;-45.120503652039325
1739209818.3825986;-45.120503652039325
1739209818.3826013;-32.816014438256545
1739209818.382604;-38.13080360867914
1739209818.3826065;-38.13080360867914
1739209818.3826091;-38.13080360867914
1739209818.3826118;-45.120503652039325
1739209818.3826144;-38.13080360867914
1739209818.382617;-45.120503652039325
1739209818.3826196;-45.120503652039325
1739209818.3826222;-38.13080360867914
1739209818.3826246;-45.120503652039325
1739209818.3826272;-45.120503652039325
1739209818.3826299;-38.13080360867914
1739209818.3826325;-38.13080360867914
1739209818.382635;-45.120503652039325
1739209818.3826377;-35.57807855764607
1739209818.3826404;-38.13080360867914
1739209818.382643;-35.57807855764607
1739209818.3826456;-45.120503652039325
1739209818.382648;-35.57807855764607
1739209818.3826506;-45.120503652039325
1739209818.3826532;-38.13080360867914
1739209818.3826559;-38.13080360867914
1739209818.3826585;-45.120503652039325
1739209818.382661;-45.120503652039325
1739209818.3826637;-38.13080360867914
1739209818.3826663;-35.57807855764607
1739209818.382669;-38.13080360867914
1739209818.3826714;-45.120503652039325
1739209818.382674;-45.120503652039325
1739209818.3826766;-45.120503652039325
1739209818.3826792;-35.57807855764607
1739209818.3826818;-35.57807855764607
1739209818.3826845;-45.120503652039325
1739209818.382687;-38.13080360867914
1739209818.3826897;-32.816014438256545
1739209818.3826923;-38.13080360867914
1739209818.3826947;-38.13080360867914
1739209818.3826973;-38.13080360867914
1739209818.3827;-45.120503652039325
1739209818.3827026;-38.13080360867914
1739209818.3827052;-38.13080360867914
1739209818.3827078;-35.57807855764607
1739209818.3827105;-45.120503652039325
1739209818.382713;-38.13080360867914
1739209818.3827157;-35.57807855764607
1739209818.3827183;-45.120503652039325
1739209818.3827207;-45.120503652039325
1739209818.3827233;-45.120503652039325
1739209818.382726;-32.816014438256545
1739209818.3827286;-38.13080360867914
1739209818.3827312;-38.13080360867914
1739209818.3827338;-45.120503652039325
1739209818.3827364;-38.13080360867914
1739209818.382739;-38.13080360867914
1739209818.3827417;-29.438486411369333
1739209818.382744;-31.141103565318915
1739209818.3827467;-45.120503652039325
1739209818.3827493;-45.120503652039325
1739209818.382752;-45.120503652039325
1739209818.3827546;-45.120503652039325
1739209818.3827572;-35.57807855764607
1739209818.3827598;-33.981070128970906
1739209818.3827624;-45.120503652039325
1739209818.382765;-38.13080360867914
1739209818.3827674;-38.13080360867914
1739209818.38277;-45.120503652039325
1739209818.3827727;-45.120503652039325
1739209818.3827753;-45.120503652039325
1739209818.382778;-35.57807855764607
1739209818.3827806;-45.120503652039325
1739209818.3827832;-30.49652367304973
1739209818.3827858;-28.58837851428586
1739209818.3827884;-45.120503652039325
1739209818.3827908;-38.13080360867914
1739209818.3827934;-38.13080360867914
1739209818.382796;-33.981070128970906
1739209818.3827987;-38.13080360867914
1739209818.3828013;-33.981070128970906
1739209818.382804;-45.120503652039325
1739209818.3828065;-38.13080360867914
1739209818.3828092;-45.120503652039325
1739209818.3828118;-38.13080360867914
1739209818.3828142;-38.13080360867914
1739209818.3828168;-45.120503652039325
1739209818.3828194;-35.57807855764607
1739209818.382822;-38.13080360867914
1739209818.3828247;-38.13080360867914
1739209818.3828273;-33.981070128970906
1739209818.38283;-45.120503652039325
1739209818.3828325;-45.120503652039325
1739209818.3828351;-45.120503652039325
1739209818.3828378;-38.13080360867914
1739209818.3828402;-38.13080360867914
1739209818.3828428;-33.981070128970906
1739209818.3828454;-45.120503652039325
1739209818.382848;-38.13080360867914
1739209818.3828506;-35.57807855764607
1739209818.3828533;-38.13080360867914
1739209818.382856;-38.13080360867914
1739209818.3828585;-38.13080360867914
1739209818.3828611;-38.13080360867914
1739209818.3828635;-38.13080360867914
1739209818.3828661;-38.13080360867914
1739209818.3828688;-38.13080360867914
1739209818.3828714;-35.57807855764607
1739209818.382874;-38.13080360867914
1739209818.3828766;-45.120503652039325
1739209818.3828793;-45.120503652039325
1739209818.3828819;-38.13080360867914
1739209818.3828845;-33.981070128970906
1739209818.382887;-38.13080360867914
1739209818.3828895;-33.981070128970906
1739209818.3828921;-45.120503652039325
1739209818.3828948;-45.120503652039325
1739209818.3828974;-45.120503652039325
1739209818.3829;-38.13080360867914
1739209818.3829026;-38.13080360867914
1739209818.3829052;-45.120503652039325
1739209818.3829079;-38.13080360867914
1739209818.3829103;-29.438486411369347
1739209818.3829129;-38.13080360867914
1739209818.3829155;-38.13080360867914
1739209818.3829181;-33.981070128970906
1739209818.3829207;-45.120503652039325
1739209818.3829234;-45.120503652039325
1739209818.382926;-45.120503652039325
1739209818.3829286;-38.13080360867914
1739209818.3829312;-28.58837851428586
1739209818.3829339;-38.13080360867914
1739209818.3829362;-38.13080360867914
1739209818.3829389;-35.57807855764607
1739209818.3829415;-38.13080360867914
1739209818.382944;-35.57807855764607
1739209818.3829467;-35.57807855764607
1739209818.3829494;-45.120503652039325
1739209818.382952;-29.438486411369347
1739209818.3829546;-33.981070128970906
1739209818.3829572;-45.120503652039325
1739209818.3829596;-45.120503652039325
1739209818.3829622;-45.120503652039325
1739209818.3829648;-45.120503652039325
1739209818.3829675;-38.13080360867914
1739209818.38297;-38.13080360867914
1739209818.3829727;-33.981070128970906
1739209818.3829753;-45.120503652039325
1739209818.382978;-45.120503652039325
1739209818.3829806;-38.13080360867914
1739209818.382983;-35.57807855764607
1739209818.3829856;-35.57807855764607
1739209818.3829882;-38.13080360867914
1739209818.3829908;-38.13080360867914
1739209818.3829935;-45.120503652039325
1739209818.382996;-45.120503652039325
1739209818.3829987;-45.120503652039325
1739209818.3830013;-35.57807855764607
1739209818.383004;-38.13080360867914
1739209818.3830063;-35.57807855764607
1739209818.383009;-45.120503652039325
1739209818.3830116;-45.120503652039325
1739209818.3830142;-38.13080360867914
1739209818.3830168;-45.120503652039325
1739209818.3830194;-38.13080360867914
1739209818.383022;-38.13080360867914
1739209818.3830247;-38.13080360867914
1739209818.3830273;-45.120503652039325
1739209818.3830297;-45.120503652039325
1739209818.3830323;-33.981070128970906
1739209818.383035;-38.13080360867914
1739209818.3830376;-38.13080360867914
1739209818.3830402;-38.13080360867914
1739209818.3830428;-45.120503652039325
1739209818.3830454;-38.13080360867914
1739209818.383048;-35.57807855764607
1739209818.3830507;-45.120503652039325
1739209818.3830533;-45.120503652039325
1739209818.3830557;-33.981070128970906
1739209818.3830583;-38.13080360867914
1739209818.383061;-45.120503652039325
1739209818.3830636;-38.13080360867914
1739209818.3830662;-38.13080360867914
1739209818.3830688;-45.120503652039325
1739209818.3830714;-45.120503652039325
1739209818.383074;-45.120503652039325
1739209818.3830767;-38.13080360867914
1739209818.383079;-38.13080360867914
1739209818.3830817;-38.13080360867914
1739209818.3830843;-45.120503652039325
1739209818.383087;-38.13080360867914
1739209818.3830895;-33.981070128970906
1739209818.3830922;-33.981070128970906
1739209818.3830948;-45.120503652039325
1739209818.3830974;-45.120503652039325
1739209818.3831;-31.141103565318893
1739209818.3831024;-38.13080360867914
1739209818.383105;-45.120503652039325
1739209818.3831077;-45.120503652039325
1739209818.3831103;-32.816014438256545
1739209818.383113;-33.981070128970906
1739209818.3831155;-45.120503652039325
1739209818.3831182;-45.120503652039325
1739209818.3831208;-45.120503652039325
1739209818.3831234;-38.13080360867914
1739209818.3831258;-45.120503652039325
1739209818.3831284;-38.13080360867914
1739209818.383131;-33.981070128970906
1739209818.3831336;-45.120503652039325
1739209818.3831363;-45.120503652039325
1739209818.383139;-45.120503652039325
1739209818.3831415;-29.438486411369333
1739209818.3831441;-32.816014438256545
1739209818.3831468;-45.120503652039325
1739209818.3831494;-45.120503652039325
1739209818.3831518;-31.141103565318915
1739209818.3831544;-31.141103565318915
1739209818.383157;-45.120503652039325
1739209818.3831596;-45.120503652039325
1739209818.3831623;-45.120503652039325
1739209818.383165;-45.120503652039325
1739209818.3831675;-35.57807855764607
1739209818.3831701;-38.13080360867914
1739209818.3831728;-38.13080360867914
1739209818.3831751;-38.13080360867914
1739209818.3831778;-35.57807855764607
1739209818.3831804;-45.120503652039325
1739209818.383183;-38.13080360867914
1739209818.3831856;-38.13080360867914
1739209818.3831882;-45.120503652039325
1739209818.3831909;-45.120503652039325
1739209818.3831935;-38.13080360867914
1739209818.383196;-38.13080360867914
1739209818.3831985;-38.13080360867914
1739209818.3832011;-45.120503652039325
1739209818.3832037;-45.120503652039325
