CAN Message; 0x77:ea11f617f9aefb0b
Timestamp;Amplitude
1739209818.3832064;-45.120503652039325
1739209818.383209;-38.13080360867914
1739209818.3832116;-38.13080360867914
1739209818.3832142;-45.120503652039325
1739209818.3832169;-45.120503652039325
1739209818.3832195;-45.120503652039325
1739209818.3832219;-38.13080360867914
1739209818.3832245;-45.120503652039325
1739209818.383227;-45.120503652039325
1739209818.3832297;-38.13080360867914
1739209818.3832324;-38.13080360867914
1739209818.383235;-32.816014438256545
1739209818.3832376;-38.13080360867914
1739209818.3832402;-38.13080360867914
1739209818.3832428;-45.120503652039325
1739209818.3832452;-32.816014438256545
1739209818.3832479;-30.49652367304973
1739209818.3832505;-45.120503652039325
1739209818.383253;-38.13080360867914
1739209818.3832557;-45.120503652039325
1739209818.3832583;-45.120503652039325
1739209818.383261;-45.120503652039325
1739209818.3832636;-38.13080360867914
1739209818.3832662;-38.13080360867914
1739209818.3832688;-45.120503652039325
1739209818.3832712;-38.13080360867914
1739209818.3832738;-45.120503652039325
1739209818.3832765;-38.13080360867914
1739209818.383279;-38.13080360867914
1739209818.3832817;-45.120503652039325
1739209818.3832843;-38.13080360867914
1739209818.383287;-32.816014438256545
1739209818.3832896;-28.992665084841942
1739209818.3832922;-45.120503652039325
1739209818.3832946;-38.13080360867914
1739209818.3832972;-35.57807855764607
1739209818.3832998;-33.981070128970906
1739209818.3833025;-38.13080360867914
1739209818.383305;-38.13080360867914
1739209818.3833077;-45.120503652039325
1739209818.3833103;-45.120503652039325
1739209818.383313;-38.13080360867914
1739209818.3833156;-45.120503652039325
1739209818.383318;-45.120503652039325
1739209818.3833206;-45.120503652039325
1739209818.3833232;-38.13080360867914
1739209818.3833258;-38.13080360867914
1739209818.3833284;-38.13080360867914
1739209818.383331;-38.13080360867914
1739209818.3833337;-45.120503652039325
1739209818.3833363;-38.13080360867914
1739209818.383339;-35.57807855764607
1739209818.3833413;-38.13080360867914
1739209818.383344;-38.13080360867914
1739209818.3833466;-38.13080360867914
1739209818.3833492;-45.120503652039325
1739209818.3833518;-45.120503652039325
1739209818.3833544;-38.13080360867914
1739209818.383357;-33.981070128970906
1739209818.3833597;-45.120503652039325
1739209818.3833623;-38.13080360867914
1739209818.383365;-38.13080360867914
1739209818.3833673;-45.120503652039325
1739209818.38337;-45.120503652039325
1739209818.3833725;-33.981070128970906
1739209818.3833752;-45.120503652039325
1739209818.3833778;-38.13080360867914
1739209818.3833804;-45.120503652039325
1739209818.383383;-38.13080360867914
1739209818.3833857;-45.120503652039325
1739209818.3833883;-45.120503652039325
1739209818.3833907;-45.120503652039325
1739209818.3833933;-33.981070128970906
1739209818.383396;-38.13080360867914
1739209818.3833985;-38.13080360867914
1739209818.3834012;-38.13080360867914
1739209818.3834038;-33.981070128970906
1739209818.3834064;-45.120503652039325
1739209818.383409;-45.120503652039325
1739209818.3834116;-38.13080360867914
1739209818.383414;-31.141103565318915
1739209818.3834167;-38.13080360867914
1739209818.3834193;-45.120503652039325
1739209818.383422;-45.120503652039325
1739209818.3834245;-45.120503652039325
1739209818.3834271;-45.120503652039325
1739209818.3834298;-38.13080360867914
1739209818.3834324;-33.981070128970906
1739209818.383435;-27.877744956031414
1739209818.3834374;-38.13080360867914
1739209818.38344;-38.13080360867914
1739209818.3834426;-38.13080360867914
1739209818.3834453;-38.13080360867914
1739209818.383448;-45.120503652039325
1739209818.3834505;-45.120503652039325
1739209818.3834531;-38.13080360867914
1739209818.3834558;-33.981070128970906
1739209818.3834584;-38.13080360867914
1739209818.383461;-45.120503652039325
1739209818.3834634;-38.13080360867914
1739209818.383466;-38.13080360867914
1739209818.3834686;-45.120503652039325
1739209818.3834713;-45.120503652039325
1739209818.3834739;-38.13080360867914
1739209818.3834765;-33.981070128970906
1739209818.383479;-38.13080360867914
1739209818.3834817;-38.13080360867914
1739209818.3834844;-38.13080360867914
1739209818.3834867;-45.120503652039325
1739209818.3834894;-38.13080360867914
1739209818.383492;-38.13080360867914
1739209818.3834946;-38.13080360867914
1739209818.3834972;-38.13080360867914
1739209818.3834999;-45.120503652039325
1739209818.3835025;-38.13080360867914
1739209818.383505;-35.57807855764607
1739209818.3835077;-45.120503652039325
1739209818.38351;-45.120503652039325
1739209818.3835127;-38.13080360867914
1739209818.3835154;-35.57807855764607
1739209818.383518;-38.13080360867914
1739209818.3835206;-38.13080360867914
1739209818.3835232;-45.120503652039325
1739209818.3835258;-35.57807855764607
1739209818.3835285;-38.13080360867914
1739209818.383531;-38.13080360867914
1739209818.3835335;-35.57807855764607
1739209818.383536;-38.13080360867914
1739209818.3835387;-45.120503652039325
1739209818.3835413;-38.13080360867914
1739209818.383544;-38.13080360867914
1739209818.3835466;-45.120503652039325
1739209818.3835492;-45.120503652039325
1739209818.3835518;-38.13080360867914
1739209818.3835545;-35.57807855764607
1739209818.3835568;-45.120503652039325
1739209818.3835595;-33.981070128970906
1739209818.383562;-31.141103565318915
1739209818.3835647;-45.120503652039325
1739209818.3835673;-45.120503652039325
1739209818.38357;-33.981070128970906
1739209818.3835726;-45.120503652039325
1739209818.3835752;-45.120503652039325
1739209818.3835778;-38.13080360867914
1739209818.3835804;-45.120503652039325
1739209818.3835828;-33.981070128970906
1739209818.3835855;-33.981070128970906
1739209818.383588;-45.120503652039325
1739209818.3835907;-45.120503652039325
1739209818.3835933;-32.816014438256545
1739209818.383596;-38.13080360867914
1739209818.3835986;-45.120503652039325
1739209818.3836012;-35.57807855764607
1739209818.3836038;-38.13080360867914
1739209818.3836062;-45.120503652039325
1739209818.3836088;-45.120503652039325
1739209818.3836114;-45.120503652039325
1739209818.383614;-45.120503652039325
1739209818.3836167;-38.13080360867914
1739209818.3836193;-45.120503652039325
1739209818.383622;-38.13080360867914
1739209818.3836246;-45.120503652039325
1739209818.3836272;-45.120503652039325
1739209818.3836296;-35.57807855764607
1739209818.3836322;-38.13080360867914
1739209818.3836348;-45.120503652039325
1739209818.3836374;-38.13080360867914
1739209818.38364;-38.13080360867914
1739209818.3836427;-45.120503652039325
1739209818.3836453;-33.981070128970906
1739209818.383648;-35.57807855764607
1739209818.3836505;-45.120503652039325
1739209818.383653;-45.120503652039325
1739209818.3836555;-38.13080360867914
1739209818.3836582;-33.981070128970906
1739209818.3836608;-38.13080360867914
1739209818.3836634;-22.44878636800916
1739209818.383666;-25.252786309376837
1739209818.3836687;-31.141103565318915
1739209818.3836713;-29.438486411369333
1739209818.383674;-38.13080360867914
1739209818.3836765;-38.13080360867914
1739209818.383679;-29.438486411369333
1739209818.3836815;-33.981070128970906
1739209818.3836842;-45.120503652039325
1739209818.3836868;-38.13080360867914
1739209818.3836894;-31.141103565318915
1739209818.383692;-28.992665084841942
1739209818.3836946;-25.826314394896364
1739209818.3836973;-24.292649948874775
1739209818.3837;-28.58837851428586
1739209818.3837023;-38.13080360867914
1739209818.383705;-35.57807855764607
1739209818.3837075;-45.120503652039325
1739209818.3837101;-45.120503652039325
1739209818.3837128;-38.13080360867914
1739209818.3837154;-38.13080360867914
1739209818.383718;-38.13080360867914
1739209818.3837206;-33.981070128970906
1739209818.3837233;-33.981070128970906
1739209818.3837256;-23.16150712794695
1739209818.3837283;-23.506823629689542
1739209818.383731;-30.49652367304976
1739209818.3837335;-26.991370085610722
1739209818.3837361;-38.13080360867914
1739209818.3837388;-33.981070128970906
1739209818.3837414;-30.49652367304973
1739209818.383744;-45.120503652039325
1739209818.3837466;-38.13080360867914
1739209818.383749;-29.438486411369333
1739209818.3837516;-30.49652367304973
1739209818.3837543;-45.120503652039325
1739209818.3837569;-24.438645034577675
1739209818.3837595;-20.633440452988484
1739209818.3837621;-31.14110356531892
1739209818.3837647;-38.13080360867914
1739209818.3837674;-45.120503652039325
1739209818.38377;-45.120503652039325
1739209818.3837724;-45.120503652039325
1739209818.383775;-45.120503652039325
1739209818.3837776;-38.13080360867914
1739209818.3837802;-45.120503652039325
1739209818.3837829;-45.120503652039325
1739209818.3837855;-38.13080360867914
1739209818.383788;-31.141103565318943
1739209818.3837907;-23.273589343863314
1739209818.3837934;-22.002965041481755
1739209818.383796;-38.13080360867914
1739209818.3837984;-45.120503652039325
1739209818.383801;-31.141103565318915
1739209818.3838036;-31.141103565318893
1739209818.3838062;-38.13080360867914
1739209818.3838089;-28.992665084841942
1739209818.3838115;-45.120503652039325
1739209818.383814;-45.120503652039325
1739209818.3838167;-45.120503652039325
1739209818.3838193;-28.58837851428586
1739209818.3838217;-24.589719217205094
1739209818.3838243;-24.438645034577675
1739209818.383827;-35.57807855764607
1739209818.3838296;-35.57807855764607
1739209818.3838322;-32.816014438256545
1739209818.3838348;-31.141103565318915
1739209818.3838375;-45.120503652039325
1739209818.38384;-45.120503652039325
1739209818.3838427;-30.49652367304973
1739209818.383845;-35.57807855764607
1739209818.3838477;-31.141103565318915
1739209818.3838503;-38.13080360867914
1739209818.383853;-22.002965041481744
1739209818.3838556;-38.13080360867914
1739209818.3838582;-31.141103565318943
1739209818.3838608;-32.816014438256545
1739209818.3838634;-28.21854285175415
1739209818.383866;-29.438486411369333
1739209818.3838685;-38.13080360867914
1739209818.383871;-45.120503652039325
1739209818.3838737;-32.816014438256545
1739209818.3838763;-29.438486411369354
1739209818.383879;-33.981070128970906
1739209818.3838816;-25.826314394896354
1739209818.3838842;-25.62660358559016
1739209818.3838868;-26.991370085610768
1739209818.3838894;-26.991370085610722
1739209818.383892;-26.991370085610747
1739209818.3838944;-38.13080360867914
1739209818.383897;-32.81601443825658
1739209818.3838997;-27.8777449560314
1739209818.3839023;-38.13080360867914
1739209818.383905;-33.981070128970906
1739209818.3839076;-31.141103565318893
1739209818.3839102;-28.58837851428586
1739209818.3839128;-45.120503652039325
1739209818.3839154;-28.992665084841942
1739209818.3839178;-19.22100763878221
1739209818.3839204;-24.438645034577675
1739209818.383923;-45.120503652039325
1739209818.3839257;-38.13080360867914
1739209818.3839283;-29.438486411369347
1739209818.383931;-32.816014438256545
1739209818.3839335;-31.141103565318915
1739209818.3839362;-45.120503652039325
1739209818.3839388;-32.816014438256545
1739209818.3839412;-33.981070128970906
1739209818.3839438;-38.13080360867914
1739209818.3839464;-45.120503652039325
1739209818.383949;-45.120503652039325
1739209818.3839517;-38.13080360867914
1739209818.3839543;-38.13080360867914
1739209818.383957;-45.120503652039325
1739209818.3839595;-28.992665084841942
1739209818.3839622;-28.992665084841942
1739209818.3839645;-38.13080360867914
1739209818.3839672;-45.120503652039325
1739209818.3839698;-38.13080360867914
1739209818.3839724;-45.120503652039325
1739209818.383975;-38.13080360867914
1739209818.3839777;-38.13080360867914
1739209818.3839803;-32.816014438256545
1739209818.383983;-38.13080360867914
1739209818.3839855;-33.981070128970906
1739209818.383988;-45.120503652039325
1739209818.3839905;-38.13080360867914
1739209818.3839931;-33.981070128970906
1739209818.3839958;-38.13080360867914
1739209818.3839984;-35.57807855764607
1739209818.384001;-38.13080360867914
1739209818.3840036;-38.13080360867914
1739209818.3840063;-38.13080360867914
1739209818.384009;-45.120503652039325
1739209818.3840115;-45.120503652039325
1739209818.384014;-38.13080360867914
1739209818.3840165;-38.13080360867914
1739209818.3840191;-32.816014438256545
1739209818.3840218;-32.816014438256545
1739209818.3840244;-38.13080360867914
1739209818.384027;-45.120503652039325
1739209818.3840296;-38.13080360867914
1739209818.3840322;-38.13080360867914
1739209818.3840349;-45.120503652039325
1739209818.3840373;-45.120503652039325
1739209818.3840399;-45.120503652039325
1739209818.3840425;-45.120503652039325
1739209818.3840451;-38.13080360867914
1739209818.3840477;-38.13080360867914
1739209818.3840504;-45.120503652039325
1739209818.384053;-45.120503652039325
1739209818.3840556;-38.13080360867914
1739209818.3840582;-38.13080360867914
1739209818.3840606;-45.120503652039325
1739209818.3840632;-38.13080360867914
1739209818.3840659;-38.13080360867914
1739209818.3840685;-45.120503652039325
1739209818.384071;-45.120503652039325
1739209818.3840737;-38.13080360867914
1739209818.3840764;-45.120503652039325
1739209818.384079;-45.120503652039325
1739209818.3840816;-45.120503652039325
1739209818.384084;-45.120503652039325
1739209818.3840866;-38.13080360867914
1739209818.3840892;-38.13080360867914
1739209818.3840919;-45.120503652039325
1739209818.3840945;-38.13080360867914
1739209818.384097;-30.49652367304973
1739209818.3840997;-38.13080360867914
1739209818.3841023;-45.120503652039325
1739209818.384105;-45.120503652039325
1739209818.3841076;-38.13080360867914
1739209818.38411;-33.981070128970906
1739209818.3841126;-38.13080360867914
1739209818.3841152;-45.120503652039325
1739209818.3841178;-45.120503652039325
1739209818.3841205;-38.13080360867914
1739209818.384123;-45.120503652039325
1739209818.3841257;-35.57807855764607
1739209818.3841283;-38.13080360867914
1739209818.384131;-45.120503652039325
1739209818.3841333;-45.120503652039325
1739209818.384136;-45.120503652039325
1739209818.3841386;-32.816014438256545
1739209818.3841412;-45.120503652039325
1739209818.3841438;-35.57807855764607
1739209818.3841465;-38.13080360867914
1739209818.384149;-33.981070128970906
1739209818.3841517;-29.438486411369333
1739209818.3841543;-38.13080360867914
1739209818.3841567;-38.13080360867914
1739209818.3841593;-27.267205301931607
1739209818.384162;-35.57807855764607
1739209818.3841646;-33.981070128970906
1739209818.3841672;-32.816014438256545
