CAN Message; 0x1bb:00007b7f5d222edc
Timestamp;Amplitude
1739209739.0626338;-38.13080360867914
1739209739.0626392;-33.981070128970906
1739209739.0626447;-33.981070128970906
1739209739.0626504;-45.120503652039325
1739209739.062656;-45.120503652039325
1739209739.0626614;-35.57807855764607
1739209739.062667;-38.13080360867914
1739209739.0626724;-45.120503652039325
1739209739.0626779;-45.120503652039325
1739209739.0626836;-38.13080360867914
1739209739.062689;-35.57807855764607
1739209739.0626945;-38.13080360867914
1739209739.0627;-45.120503652039325
1739209739.0627055;-45.120503652039325
1739209739.062711;-45.120503652039325
1739209739.0627165;-45.120503652039325
1739209739.0627222;-38.13080360867914
1739209739.0627277;-31.141103565318915
1739209739.0627332;-45.120503652039325
1739209739.0627387;-45.120503652039325
1739209739.0627441;-45.120503652039325
1739209739.0627496;-30.49652367304973
1739209739.062755;-35.57807855764607
1739209739.0627608;-45.120503652039325
1739209739.0627663;-38.13080360867914
1739209739.0627718;-38.13080360867914
1739209739.0627773;-38.13080360867914
1739209739.0627828;-38.13080360867914
1739209739.0627882;-45.120503652039325
1739209739.062794;-35.57807855764607
1739209739.0627995;-45.120503652039325
1739209739.062805;-38.13080360867914
1739209739.0628104;-45.120503652039325
1739209739.062816;-38.13080360867914
1739209739.0628214;-38.13080360867914
1739209739.0628269;-38.13080360867914
1739209739.0628326;-38.13080360867914
1739209739.062838;-28.992665084841942
1739209739.0628436;-38.13080360867914
1739209739.062849;-45.120503652039325
1739209739.0628545;-45.120503652039325
1739209739.06286;-45.120503652039325
1739209739.0628657;-45.120503652039325
1739209739.0628712;-38.13080360867914
1739209739.0628767;-38.13080360867914
1739209739.0628822;-31.141103565318943
1739209739.0628877;-45.120503652039325
1739209739.0628932;-33.981070128970906
1739209739.0628986;-38.13080360867914
1739209739.0629044;-45.120503652039325
1739209739.0629098;-45.120503652039325
1739209739.0629153;-45.120503652039325
1739209739.0629208;-33.981070128970906
1739209739.0629263;-29.438486411369333
1739209739.0629318;-33.981070128970906
1739209739.0629373;-38.13080360867914
1739209739.062943;-38.13080360867914
1739209739.0629485;-35.57807855764607
1739209739.062954;-38.13080360867914
1739209739.0629594;-38.13080360867914
1739209739.062965;-35.57807855764607
1739209739.0629704;-31.141103565318943
1739209739.0629761;-45.120503652039325
1739209739.0629816;-38.13080360867914
1739209739.062987;-45.120503652039325
1739209739.0629926;-45.120503652039325
1739209739.062998;-45.120503652039325
1739209739.0630035;-45.120503652039325
1739209739.063009;-45.120503652039325
1739209739.0630147;-32.816014438256545
1739209739.0630202;-35.57807855764607
1739209739.0630257;-45.120503652039325
1739209739.0630312;-45.120503652039325
1739209739.0630367;-33.981070128970906
1739209739.0630422;-35.57807855764607
1739209739.063048;-45.120503652039325
1739209739.0630534;-38.13080360867914
1739209739.0630589;-45.120503652039325
1739209739.0630643;-45.120503652039325
1739209739.0630698;-38.13080360867914
1739209739.0630753;-45.120503652039325
1739209739.0630808;-35.57807855764607
1739209739.0630865;-38.13080360867914
1739209739.063092;-45.120503652039325
1739209739.0630975;-45.120503652039325
1739209739.063103;-38.13080360867914
1739209739.0631084;-38.13080360867914
1739209739.063114;-45.120503652039325
1739209739.0631194;-45.120503652039325
1739209739.0631251;-38.13080360867914
1739209739.0631306;-38.13080360867914
1739209739.063136;-45.120503652039325
1739209739.0631416;-45.120503652039325
1739209739.063147;-45.120503652039325
1739209739.0631526;-45.120503652039325
1739209739.0631583;-38.13080360867914
1739209739.0631638;-38.13080360867914
1739209739.0631692;-45.120503652039325
1739209739.0631747;-38.13080360867914
1739209739.0631802;-38.13080360867914
1739209739.0631857;-45.120503652039325
1739209739.0631912;-45.120503652039325
1739209739.063197;-38.13080360867914
1739209739.0632024;-38.13080360867914
1739209739.0632079;-38.13080360867914
1739209739.0632133;-38.13080360867914
1739209739.0632188;-38.13080360867914
1739209739.0632243;-38.13080360867914
1739209739.0632298;-45.120503652039325
1739209739.0632355;-35.57807855764607
1739209739.063241;-32.816014438256545
1739209739.0632465;-45.120503652039325
1739209739.063252;-38.13080360867914
1739209739.0632575;-38.13080360867914
1739209739.063263;-32.816014438256545
1739209739.0632687;-45.120503652039325
1739209739.0632741;-45.120503652039325
1739209739.0632796;-45.120503652039325
1739209739.063285;-33.981070128970956
1739209739.0632906;-38.13080360867914
1739209739.063296;-38.13080360867914
1739209739.0633016;-45.120503652039325
1739209739.0633073;-45.120503652039325
1739209739.0633128;-45.120503652039325
1739209739.0633183;-38.13080360867914
1739209739.0633237;-38.13080360867914
1739209739.0633292;-30.49652367304973
1739209739.0633347;-38.13080360867914
1739209739.0633404;-38.13080360867914
1739209739.063346;-38.13080360867914
1739209739.0633514;-35.57807855764607
1739209739.0633569;-38.13080360867914
1739209739.0633624;-45.120503652039325
1739209739.0633678;-45.120503652039325
1739209739.0633733;-31.141103565318943
1739209739.063379;-45.120503652039325
1739209739.0633845;-33.981070128970906
1739209739.06339;-45.120503652039325
1739209739.0633955;-45.120503652039325
1739209739.063401;-35.57807855764607
1739209739.0634065;-32.816014438256545
1739209739.063412;-35.57807855764607
1739209739.0634177;-31.141103565318915
1739209739.0634232;-35.57807855764607
1739209739.0634286;-38.13080360867914
1739209739.0634341;-45.120503652039325
1739209739.0634396;-38.13080360867914
1739209739.063445;-38.13080360867914
1739209739.0634508;-38.13080360867914
1739209739.0634563;-45.120503652039325
1739209739.0634618;-32.81601443825658
1739209739.0634673;-38.13080360867914
1739209739.0634727;-45.120503652039325
1739209739.0634782;-45.120503652039325
1739209739.0634837;-45.120503652039325
1739209739.0634894;-38.13080360867914
1739209739.063495;-38.13080360867914
1739209739.0635004;-45.120503652039325
1739209739.063506;-31.141103565318915
1739209739.0635114;-38.13080360867914
1739209739.0635169;-45.120503652039325
1739209739.0635226;-45.120503652039325
1739209739.063528;-45.120503652039325
1739209739.0635335;-38.13080360867914
1739209739.063539;-45.120503652039325
1739209739.0635445;-38.13080360867914
1739209739.06355;-38.13080360867914
1739209739.0635555;-38.13080360867914
1739209739.0635612;-38.13080360867914
1739209739.0635667;-45.120503652039325
1739209739.0635722;-38.13080360867914
1739209739.0635777;-38.13080360867914
1739209739.0635831;-38.13080360867914
1739209739.0635886;-38.13080360867914
1739209739.063594;-38.13080360867914
1739209739.0635998;-45.120503652039325
1739209739.0636053;-45.120503652039325
1739209739.0636108;-45.120503652039325
1739209739.0636163;-38.13080360867914
1739209739.0636218;-45.120503652039325
1739209739.0636272;-45.120503652039325
1739209739.063633;-38.13080360867914
1739209739.0636384;-33.981070128970906
1739209739.063644;-38.13080360867914
1739209739.0636494;-45.120503652039325
1739209739.063655;-38.13080360867914
1739209739.0636604;-38.13080360867914
1739209739.0636659;-35.57807855764607
1739209739.0636716;-38.13080360867914
1739209739.063677;-45.120503652039325
1739209739.0636826;-45.120503652039325
1739209739.063688;-45.120503652039325
1739209739.0636935;-38.13080360867914
1739209739.063699;-38.13080360867914
1739209739.0637047;-45.120503652039325
1739209739.0637102;-45.120503652039325
1739209739.0637157;-38.13080360867914
1739209739.0637212;-45.120503652039325
1739209739.0637267;-38.13080360867914
1739209739.0637321;-38.13080360867914
1739209739.0637376;-35.57807855764607
1739209739.0637434;-45.120503652039325
1739209739.0637488;-45.120503652039325
1739209739.0637543;-38.13080360867914
1739209739.0637598;-45.120503652039325
1739209739.0637653;-45.120503652039325
1739209739.0637708;-38.13080360867914
1739209739.0637763;-32.816014438256545
1739209739.063782;-35.57807855764607
1739209739.0637875;-38.13080360867914
1739209739.063793;-45.120503652039325
1739209739.0637984;-38.13080360867914
1739209739.063804;-35.57807855764607
1739209739.0638094;-45.120503652039325
1739209739.063815;-38.13080360867914
1739209739.0638206;-45.120503652039325
1739209739.063826;-45.120503652039325
1739209739.0638316;-45.120503652039325
1739209739.063837;-45.120503652039325
1739209739.0638425;-38.13080360867914
1739209739.063848;-33.981070128970906
1739209739.0638537;-45.120503652039325
1739209739.0638592;-45.120503652039325
1739209739.0638647;-32.816014438256545
1739209739.0638702;-35.57807855764607
1739209739.0638757;-45.120503652039325
1739209739.0638812;-45.120503652039325
1739209739.063887;-31.141103565318915
1739209739.0638924;-35.57807855764607
1739209739.0638978;-45.120503652039325
1739209739.0639033;-38.13080360867914
1739209739.0639088;-38.13080360867914
1739209739.0639143;-45.120503652039325
1739209739.0639198;-45.120503652039325
1739209739.0639255;-45.120503652039325
1739209739.063931;-45.120503652039325
1739209739.0639365;-38.13080360867914
1739209739.063942;-45.120503652039325
1739209739.0639474;-45.120503652039325
1739209739.063953;-33.981070128970906
1739209739.0639584;-38.13080360867914
1739209739.0639641;-45.120503652039325
1739209739.0639696;-38.13080360867914
1739209739.063975;-38.13080360867914
1739209739.0639806;-35.57807855764607
1739209739.063986;-45.120503652039325
1739209739.0639915;-45.120503652039325
1739209739.0639973;-38.13080360867914
1739209739.0640028;-38.13080360867914
1739209739.0640082;-45.120503652039325
1739209739.0640137;-38.13080360867914
1739209739.0640192;-45.120503652039325
1739209739.0640247;-45.120503652039325
1739209739.0640302;-38.13080360867914
1739209739.064036;-38.13080360867914
1739209739.0640414;-45.120503652039325
1739209739.0640469;-45.120503652039325
1739209739.0640523;-32.816014438256545
1739209739.0640578;-38.13080360867914
1739209739.0640633;-38.13080360867914
1739209739.064069;-45.120503652039325
1739209739.0640745;-45.120503652039325
1739209739.06408;-38.13080360867914
1739209739.0640855;-32.816014438256545
1739209739.064091;-32.816014438256545
1739209739.0640965;-45.120503652039325
1739209739.064102;-38.13080360867914
1739209739.0641077;-45.120503652039325
1739209739.0641131;-45.120503652039325
1739209739.0641186;-38.13080360867914
1739209739.064124;-32.816014438256545
1739209739.0641296;-45.120503652039325
1739209739.064135;-38.13080360867914
1739209739.0641406;-38.13080360867914
1739209739.0641463;-38.13080360867914
1739209739.0641518;-38.13080360867914
1739209739.0641572;-45.120503652039325
1739209739.0641627;-38.13080360867914
1739209739.0641682;-45.120503652039325
1739209739.0641737;-32.816014438256545
1739209739.0641794;-29.438486411369333
1739209739.064185;-38.13080360867914
1739209739.0641904;-38.13080360867914
1739209739.0641959;-38.13080360867914
1739209739.0642014;-35.57807855764607
1739209739.0642068;-38.13080360867914
1739209739.0642123;-38.13080360867914
1739209739.064218;-38.13080360867914
1739209739.0642235;-33.981070128970956
1739209739.064229;-45.120503652039325
1739209739.0642345;-45.120503652039325
1739209739.06424;-45.120503652039325
1739209739.0642455;-45.120503652039325
1739209739.0642512;-45.120503652039325
1739209739.0642567;-45.120503652039325
1739209739.0642622;-32.816014438256545
1739209739.0642676;-27.8777449560314
1739209739.064273;-45.120503652039325
1739209739.0642786;-45.120503652039325
1739209739.064284;-38.13080360867914
1739209739.0642898;-33.981070128970906
1739209739.0642953;-45.120503652039325
1739209739.0643008;-45.120503652039325
1739209739.0643063;-45.120503652039325
1739209739.0643117;-45.120503652039325
1739209739.0643172;-45.120503652039325
1739209739.0643227;-38.13080360867914
1739209739.0643284;-38.13080360867914
1739209739.064334;-45.120503652039325
1739209739.0643394;-45.120503652039325
1739209739.064345;-45.120503652039325
1739209739.0643504;-38.13080360867914
1739209739.0643559;-45.120503652039325
1739209739.0643616;-38.13080360867914
1739209739.064367;-38.13080360867914
1739209739.0643725;-38.13080360867914
1739209739.064378;-45.120503652039325
1739209739.0643835;-45.120503652039325
1739209739.064389;-45.120503652039325
1739209739.0643945;-45.120503652039325
1739209739.0644002;-28.992665084841942
1739209739.0644057;-38.13080360867914
1739209739.0644112;-45.120503652039325
1739209739.0644166;-33.981070128970906
1739209739.0644221;-33.981070128970906
1739209739.0644276;-45.120503652039325
1739209739.064433;-45.120503652039325
1739209739.0644388;-45.120503652039325
1739209739.0644443;-35.57807855764607
1739209739.0644498;-45.120503652039325
1739209739.0644553;-38.13080360867914
1739209739.0644608;-45.120503652039325
1739209739.0644662;-45.120503652039325
1739209739.064472;-38.13080360867914
1739209739.0644774;-38.13080360867914
1739209739.064483;-38.13080360867914
1739209739.0644884;-28.992665084841942
1739209739.064494;-31.141103565318893
1739209739.0644994;-38.13080360867914
1739209739.0645049;-45.120503652039325
1739209739.0645106;-38.13080360867914
1739209739.064516;-45.120503652039325
1739209739.0645216;-38.13080360867914
1739209739.064527;-38.13080360867914
1739209739.0645325;-31.14110356531892
1739209739.064538;-38.13080360867914
1739209739.0645437;-45.120503652039325
1739209739.0645492;-45.120503652039325
1739209739.0645547;-38.13080360867914
1739209739.0645602;-38.13080360867914
1739209739.0645657;-38.13080360867914
1739209739.0645711;-45.120503652039325
1739209739.0645766;-31.141103565318915
1739209739.0645823;-33.981070128970906
1739209739.0645878;-33.981070128970906
1739209739.0645933;-45.120503652039325
1739209739.0645988;-38.13080360867914
1739209739.0646043;-32.816014438256545
1739209739.0646098;-38.13080360867914
1739209739.0646152;-45.120503652039325
1739209739.064621;-32.816014438256545
1739209739.0646265;-31.141103565318915
1739209739.064632;-45.120503652039325
1739209739.0646374;-45.120503652039325
1739209739.064643;-38.13080360867914
1739209739.0646484;-45.120503652039325
1739209739.064654;-45.120503652039325
1739209739.0646596;-45.120503652039325
1739209739.064665;-38.13080360867914
1739209739.0646706;-33.981070128970906
1739209739.064676;-38.13080360867914
1739209739.0646815;-38.13080360867914
1739209739.064687;-38.13080360867914
1739209739.0646927;-38.13080360867914
1739209739.0646982;-38.13080360867914
1739209739.0647037;-35.57807855764607
