CAN Message; 0x98:0000d4d82fe064d0
1739209625.2998514;-45.120503652039325
1739209625.2998648;-26.991370085610736
1739209625.2998784;-35.57807855764607
1739209625.299892;-38.13080360867914
1739209625.2999053;-33.981070128970906
1739209625.299919;-35.57807855764607
1739209625.2999322;-45.120503652039325
1739209625.2999458;-35.57807855764607
1739209625.2999594;-33.981070128970906
1739209625.2999728;-45.120503652039325
1739209625.2999864;-45.120503652039325
1739209625.2999997;-38.13080360867914
1739209625.3000133;-45.120503652039325
1739209625.3000267;-45.120503652039325
1739209625.3000402;-38.13080360867914
1739209625.3000538;-35.57807855764607
1739209625.3000672;-38.13080360867914
1739209625.3000808;-45.120503652039325
1739209625.3000941;-45.120503652039325
1739209625.3001077;-45.120503652039325
1739209625.300121;-38.13080360867914
1739209625.3001347;-45.120503652039325
1739209625.3001482;-45.120503652039325
1739209625.3001616;-38.13080360867914
1739209625.3001752;-38.13080360867914
1739209625.3001885;-35.57807855764607
1739209625.3002021;-45.120503652039325
1739209625.3002155;-38.13080360867914
1739209625.300229;-38.13080360867914
1739209625.3002427;-38.13080360867914
1739209625.300256;-38.13080360867914
1739209625.3002696;-38.13080360867914
1739209625.300283;-38.13080360867914
1739209625.3002965;-45.120503652039325
1739209625.30031;-45.120503652039325
1739209625.3003235;-32.816014438256545
1739209625.300337;-38.13080360867914
1739209625.3003504;-45.120503652039325
1739209625.300364;-38.13080360867914
1739209625.3003774;-38.13080360867914
1739209625.300391;-38.13080360867914
1739209625.3004043;-35.57807855764607
1739209625.300418;-38.13080360867914
1739209625.3004315;-35.57807855764607
1739209625.3004448;-35.57807855764607
1739209625.3004584;-45.120503652039325
1739209625.3004718;-38.13080360867914
1739209625.3004854;-35.57807855764607
1739209625.300499;-38.13080360867914
1739209625.3005123;-45.120503652039325
1739209625.300526;-38.13080360867914
1739209625.3005393;-45.120503652039325
1739209625.3005528;-45.120503652039325
1739209625.3005662;-38.13080360867914
1739209625.3005798;-38.13080360867914
1739209625.3005934;-38.13080360867914
1739209625.3006067;-45.120503652039325
1739209625.3006203;-45.120503652039325
1739209625.3006337;-33.981070128970906
1739209625.3006473;-45.120503652039325
1739209625.3006606;-45.120503652039325
1739209625.3006742;-45.120503652039325
1739209625.3006878;-45.120503652039325
1739209625.3007011;-38.13080360867914
1739209625.3007147;-38.13080360867914
1739209625.300728;-35.57807855764607
1739209625.3007417;-38.13080360867914
1739209625.300755;-45.120503652039325
1739209625.3007686;-45.120503652039325
1739209625.3007822;-35.57807855764607
1739209625.3007956;-35.57807855764607
1739209625.3008091;-38.13080360867914
1739209625.3008225;-38.13080360867914
1739209625.300836;-38.13080360867914
1739209625.3008494;-33.981070128970906
1739209625.300863;-45.120503652039325
1739209625.3008766;-45.120503652039325
1739209625.30089;-45.120503652039325
1739209625.3009036;-45.120503652039325
1739209625.300917;-38.13080360867914
1739209625.3009305;-45.120503652039325
1739209625.3009439;-45.120503652039325
1739209625.3009574;-38.13080360867914
1739209625.300971;-38.13080360867914
1739209625.3009844;-38.13080360867914
1739209625.300998;-38.13080360867914
1739209625.3010113;-35.57807855764607
1739209625.301025;-38.13080360867914
1739209625.3010385;-33.981070128970906
1739209625.3010519;-45.120503652039325
1739209625.3010654;-38.13080360867914
1739209625.3010788;-32.816014438256545
1739209625.3010924;-33.981070128970906
1739209625.3011057;-38.13080360867914
1739209625.3011193;-33.981070128970906
1739209625.301133;-38.13080360867914
1739209625.3011463;-38.13080360867914
1739209625.3011599;-45.120503652039325
1739209625.3011732;-45.120503652039325
1739209625.3011868;-33.981070128970906
1739209625.3012002;-38.13080360867914
1739209625.3012137;-45.120503652039325
1739209625.3012273;-38.13080360867914
1739209625.3012407;-45.120503652039325
1739209625.3012543;-38.13080360867914
1739209625.3012676;-38.13080360867914
1739209625.3012812;-31.141103565318915
1739209625.3012946;-33.981070128970906
1739209625.3013082;-45.120503652039325
1739209625.3013217;-35.57807855764607
1739209625.301335;-38.13080360867914
1739209625.3013487;-45.120503652039325
1739209625.301362;-45.120503652039325
1739209625.3013756;-32.816014438256545
1739209625.301389;-29.438486411369347
1739209625.3014026;-38.13080360867914
1739209625.3014162;-35.57807855764607
1739209625.3014295;-45.120503652039325
1739209625.301443;-38.13080360867914
1739209625.3014565;-38.13080360867914
1739209625.30147;-35.57807855764607
1739209625.3014834;-35.57807855764607
1739209625.301497;-31.141103565318915
1739209625.3015106;-33.981070128970906
1739209625.301524;-45.120503652039325
1739209625.3015375;-45.120503652039325
1739209625.3015509;-38.13080360867914
1739209625.3015645;-35.57807855764607
1739209625.301578;-38.13080360867914
1739209625.3015914;-45.120503652039325
1739209625.301605;-33.981070128970906
1739209625.3016183;-45.120503652039325
1739209625.301632;-45.120503652039325
1739209625.3016453;-45.120503652039325
1739209625.3016589;-45.120503652039325
1739209625.3016725;-45.120503652039325
1739209625.3016858;-38.13080360867914
1739209625.3016994;-38.13080360867914
1739209625.3017128;-45.120503652039325
1739209625.3017263;-45.120503652039325
1739209625.3017397;-45.120503652039325
1739209625.3017533;-45.120503652039325
1739209625.3017669;-45.120503652039325
1739209625.3017802;-38.13080360867914
1739209625.3017938;-35.57807855764607
1739209625.3018072;-38.13080360867914
1739209625.3018208;-35.57807855764607
1739209625.301834;-31.141103565318915
1739209625.3018477;-45.120503652039325
1739209625.3018613;-38.13080360867914
1739209625.3018746;-35.57807855764607
1739209625.3018882;-38.13080360867914
1739209625.3019016;-45.120503652039325
1739209625.3019152;-38.13080360867914
1739209625.3019285;-45.120503652039325
1739209625.301942;-31.141103565318943
1739209625.3019557;-45.120503652039325
1739209625.301969;-45.120503652039325
1739209625.3019826;-45.120503652039325
1739209625.301996;-33.981070128970906
1739209625.3020096;-35.57807855764607
1739209625.3020232;-45.120503652039325
1739209625.3020365;-35.57807855764607
1739209625.30205;-27.8777449560314
1739209625.3020635;-33.981070128970906
1739209625.302077;-45.120503652039325
1739209625.3020904;-38.13080360867914
1739209625.302104;-38.13080360867914
1739209625.3021176;-38.13080360867914
1739209625.302131;-45.120503652039325
1739209625.3021445;-45.120503652039325
1739209625.3021579;-45.120503652039325
1739209625.3021715;-45.120503652039325
1739209625.3021848;-45.120503652039325
1739209625.3021984;-38.13080360867914
1739209625.302212;-35.57807855764607
1739209625.3022254;-38.13080360867914
1739209625.302239;-45.120503652039325
1739209625.3022523;-33.981070128970906
1739209625.302266;-27.8777449560314
1739209625.3022792;-38.13080360867914
1739209625.3022928;-45.120503652039325
1739209625.3023064;-33.981070128970906
1739209625.3023198;-38.13080360867914
1739209625.3023334;-38.13080360867914
1739209625.3023467;-35.57807855764607
1739209625.3023603;-45.120503652039325
1739209625.3023736;-45.120503652039325
1739209625.3023872;-45.120503652039325
1739209625.3024008;-45.120503652039325
1739209625.3024142;-45.120503652039325
1739209625.3024278;-45.120503652039325
1739209625.3024411;-38.13080360867914
1739209625.3024547;-38.13080360867914
1739209625.302468;-38.13080360867914
1739209625.3024817;-35.57807855764607
1739209625.3024952;-38.13080360867914
1739209625.3025086;-33.981070128970906
1739209625.3025222;-38.13080360867914
1739209625.3025355;-45.120503652039325
1739209625.3025491;-38.13080360867914
1739209625.3025627;-35.57807855764607
1739209625.302576;-38.13080360867914
1739209625.3025897;-45.120503652039325
1739209625.302603;-38.13080360867914
1739209625.3026166;-35.57807855764607
1739209625.30263;-45.120503652039325
1739209625.3026435;-45.120503652039325
1739209625.3026571;-38.13080360867914
1739209625.3026705;-45.120503652039325
1739209625.302684;-45.120503652039325
1739209625.3026974;-45.120503652039325
1739209625.302711;-45.120503652039325
1739209625.3027244;-35.57807855764607
1739209625.302738;-38.13080360867914
1739209625.3027515;-45.120503652039325
1739209625.302765;-45.120503652039325
1739209625.3027785;-45.120503652039325
1739209625.3027918;-38.13080360867914
1739209625.3028054;-35.57807855764607
1739209625.3028188;-38.13080360867914
1739209625.3028324;-45.120503652039325
1739209625.302846;-38.13080360867914
1739209625.3028593;-35.57807855764607
1739209625.302873;-38.13080360867914
1739209625.3028862;-45.120503652039325
1739209625.3028998;-45.120503652039325
1739209625.3029132;-45.120503652039325
1739209625.3029268;-38.13080360867914
1739209625.3029404;-38.13080360867914
1739209625.3029537;-45.120503652039325
1739209625.3029673;-45.120503652039325
1739209625.3029807;-33.981070128970906
1739209625.3029943;-45.120503652039325
1739209625.3030076;-45.120503652039325
1739209625.3030212;-32.816014438256545
1739209625.3030348;-32.816014438256545
1739209625.3030481;-45.120503652039325
1739209625.3030617;-45.120503652039325
1739209625.303075;-35.57807855764607
1739209625.3030887;-38.13080360867914
1739209625.3031023;-45.120503652039325
1739209625.3031156;-38.13080360867914
1739209625.3031292;-45.120503652039325
1739209625.3031425;-45.120503652039325
1739209625.3031561;-45.120503652039325
1739209625.3031695;-45.120503652039325
1739209625.303183;-45.120503652039325
1739209625.3031967;-45.120503652039325
1739209625.30321;-38.13080360867914
1739209625.3032236;-45.120503652039325
1739209625.303237;-38.13080360867914
1739209625.3032506;-35.57807855764607
1739209625.303264;-38.13080360867914
1739209625.3032775;-45.120503652039325
1739209625.303291;-38.13080360867914
1739209625.3033044;-38.13080360867914
1739209625.303318;-38.13080360867914
1739209625.3033314;-38.13080360867914
1739209625.303345;-45.120503652039325
1739209625.3033583;-45.120503652039325
1739209625.303372;-45.120503652039325
1739209625.3033855;-38.13080360867914
1739209625.3033988;-38.13080360867914
1739209625.3034124;-38.13080360867914
1739209625.3034258;-45.120503652039325
1739209625.3034394;-38.13080360867914
1739209625.3034527;-45.120503652039325
1739209625.3034663;-38.13080360867914
1739209625.30348;-45.120503652039325
1739209625.3034933;-38.13080360867914
1739209625.3035069;-38.13080360867914
1739209625.3035202;-38.13080360867914
1739209625.3035338;-45.120503652039325
1739209625.3035474;-38.13080360867914
1739209625.3035607;-38.13080360867914
1739209625.3035743;-38.13080360867914
1739209625.3035877;-45.120503652039325
1739209625.3036013;-45.120503652039325
1739209625.3036146;-45.120503652039325
1739209625.3036282;-38.13080360867914
1739209625.3036418;-32.816014438256545
1739209625.3036551;-45.120503652039325
1739209625.3036687;-45.120503652039325
1739209625.303682;-38.13080360867914
1739209625.3036957;-45.120503652039325
1739209625.303709;-45.120503652039325
1739209625.3037226;-38.13080360867914
1739209625.3037362;-38.13080360867914
1739209625.3037496;-38.13080360867914
1739209625.3037632;-38.13080360867914
1739209625.3037765;-45.120503652039325
1739209625.30379;-33.981070128970906
1739209625.3038034;-31.141103565318915
1739209625.303817;-45.120503652039325
1739209625.3038306;-45.120503652039325
1739209625.303844;-38.13080360867914
1739209625.3038576;-45.120503652039325
1739209625.303871;-38.13080360867914
1739209625.3038845;-45.120503652039325
1739209625.3038979;-45.120503652039325
1739209625.3039114;-45.120503652039325
1739209625.303925;-45.120503652039325
1739209625.3039384;-38.13080360867914
1739209625.303952;-45.120503652039325
1739209625.3039653;-45.120503652039325
1739209625.303979;-38.13080360867914
1739209625.3039923;-38.13080360867914
1739209625.3040059;-35.57807855764607
1739209625.3040195;-38.13080360867914
1739209625.3040328;-45.120503652039325
1739209625.3040464;-35.57807855764607
1739209625.3040597;-35.57807855764607
1739209625.3040733;-38.13080360867914
1739209625.304087;-45.120503652039325
1739209625.3041003;-45.120503652039325
1739209625.3041139;-38.13080360867914
1739209625.3041272;-45.120503652039325
1739209625.3041408;-45.120503652039325
1739209625.3041542;-45.120503652039325
1739209625.3041677;-38.13080360867914
1739209625.3041813;-38.13080360867914
1739209625.3041947;-38.13080360867914
1739209625.3042083;-38.13080360867914
1739209625.3042216;-45.120503652039325
1739209625.3042352;-38.13080360867914
1739209625.3042486;-38.13080360867914
1739209625.3042622;-45.120503652039325
1739209625.3042758;-31.141103565318915
1739209625.304289;-33.981070128970906
1739209625.3043027;-38.13080360867914
1739209625.304316;-45.120503652039325
1739209625.3043296;-45.120503652039325
1739209625.304343;-33.981070128970906
1739209625.3043566;-45.120503652039325
1739209625.3043702;-45.120503652039325
1739209625.3043835;-45.120503652039325
1739209625.304397;-45.120503652039325
1739209625.3044105;-45.120503652039325
1739209625.304424;-38.13080360867914
1739209625.3044374;-38.13080360867914
1739209625.304451;-38.13080360867914
1739209625.3044646;-45.120503652039325
1739209625.304478;-38.13080360867914
1739209625.3044915;-38.13080360867914
1739209625.3045049;-45.120503652039325
1739209625.3045185;-45.120503652039325
1739209625.3045318;-45.120503652039325
1739209625.3045454;-35.57807855764607
1739209625.304559;-29.438486411369333
1739209625.3045723;-38.13080360867914
1739209625.304586;-38.13080360867914
1739209625.3045993;-38.13080360867914
1739209625.3046129;-45.120503652039325
1739209625.3046265;-38.13080360867914
1739209625.3046398;-38.13080360867914
1739209625.3046534;-45.120503652039325
1739209625.3046668;-38.13080360867914
1739209625.3046803;-45.120503652039325
1739209625.3046937;-45.120503652039325
1739209625.3047073;-45.120503652039325
1739209625.3047209;-45.120503652039325
1739209625.3047342;-38.13080360867914
1739209625.3047478;-45.120503652039325
1739209625.3047612;-38.13080360867914
1739209625.3047748;-29.438486411369333
1739209625.304788;-38.13080360867914
1739209625.3048017;-45.120503652039325
1739209625.3048153;-38.13080360867914
1739209625.3048286;-32.816014438256545
1739209625.3048422;-45.120503652039325
1739209625.3048556;-38.13080360867914
1739209625.3048692;-38.13080360867914
1739209625.3048825;-45.120503652039325
1739209625.304896;-45.120503652039325
1739209625.3049097;-38.13080360867914
1739209625.304923;-38.13080360867914
1739209625.3049366;-38.13080360867914
1739209625.30495;-45.120503652039325
1739209625.3049636;-35.57807855764607
1739209625.304977;-38.13080360867914
1739209625.3049905;-29.438486411369333
1739209625.3050041;-38.13080360867914
1739209625.3050175;-45.120503652039325
1739209625.305031;-45.120503652039325
1739209625.3050444;-35.57807855764607
1739209625.305058;-38.13080360867914
1739209625.3050714;-38.13080360867914
1739209625.305085;-35.57807855764607
1739209625.3050985;-45.120503652039325
1739209625.305112;-45.120503652039325
1739209625.3051255;-45.120503652039325
1739209625.3051388;-38.13080360867914
1739209625.3051524;-45.120503652039325
1739209625.305166;-45.120503652039325
1739209625.3051794;-38.13080360867914
1739209625.305193;-45.120503652039325
1739209625.3052063;-38.13080360867914
1739209625.30522;-38.13080360867914
1739209625.3052332;-38.13080360867914
1739209625.3052468;-38.13080360867914
1739209625.3052604;-45.120503652039325
1739209625.3052738;-45.120503652039325
1739209625.3052874;-45.120503652039325
1739209625.3053007;-45.120503652039325
1739209625.3053143;-30.49652367304973
1739209625.3053277;-32.816014438256545
1739209625.3053412;-45.120503652039325
1739209625.3053548;-45.120503652039325
1739209625.3053682;-38.13080360867914
1739209625.3053818;-35.57807855764607
1739209625.3053951;-45.120503652039325
1739209625.3054087;-38.13080360867914
1739209625.305422;-38.13080360867914
1739209625.3054357;-45.120503652039325
1739209625.3054492;-45.120503652039325
1739209625.3054626;-38.13080360867914
1739209625.3054762;-38.13080360867914
1739209625.3054895;-45.120503652039325
1739209625.3055031;-35.57807855764607
1739209625.3055165;-45.120503652039325
1739209625.30553;-33.981070128970906
1739209625.3055437;-31.141103565318915
1739209625.305557;-45.120503652039325
1739209625.3055706;-45.120503652039325
1739209625.305584;-38.13080360867914
1739209625.3055975;-35.57807855764607
1739209625.3056111;-38.13080360867914
1739209625.3056245;-33.981070128970906
1739209625.305638;-38.13080360867914
1739209625.3056514;-30.49652367304976
1739209625.305665;-32.816014438256545
1739209625.3056784;-38.13080360867914
1739209625.305692;-45.120503652039325
1739209625.3057055;-45.120503652039325
1739209625.305719;-32.816014438256545
1739209625.3057325;-38.13080360867914
1739209625.3057458;-38.13080360867914
1739209625.3057594;-35.57807855764607
1739209625.3057728;-45.120503652039325
1739209625.3057864;-38.13080360867914
1739209625.3058;-45.120503652039325
1739209625.3058133;-45.120503652039325
1739209625.305827;-35.57807855764607
1739209625.3058403;-45.120503652039325
1739209625.3058538;-38.13080360867914
1739209625.3058672;-38.13080360867914
1739209625.3058808;-45.120503652039325
1739209625.3058944;-38.13080360867914
1739209625.3059077;-35.57807855764607
1739209625.3059213;-38.13080360867914
1739209625.3059347;-45.120503652039325
1739209625.3059483;-45.120503652039325
1739209625.3059616;-35.57807855764607
1739209625.3059752;-38.13080360867914
1739209625.3059888;-45.120503652039325
1739209625.3060021;-38.13080360867914
1739209625.3060157;-33.981070128970906
1739209625.306029;-45.120503652039325
1739209625.3060427;-45.120503652039325
1739209625.306056;-45.120503652039325
1739209625.3060696;-45.120503652039325
1739209625.3060832;-35.57807855764607
1739209625.3060966;-38.13080360867914
1739209625.3061101;-45.120503652039325
1739209625.3061235;-45.120503652039325
1739209625.306137;-38.13080360867914
1739209625.3061507;-35.57807855764607
1739209625.306164;-38.13080360867914
1739209625.3061776;-45.120503652039325
1739209625.306191;-38.13080360867914
1739209625.3062046;-38.13080360867914
1739209625.306218;-45.120503652039325
1739209625.3062315;-38.13080360867914
1739209625.306245;-35.57807855764607
1739209625.3062584;-38.13080360867914
1739209625.306272;-38.13080360867914
1739209625.3062854;-35.57807855764607
1739209625.306299;-45.120503652039325
1739209625.3063123;-45.120503652039325
1739209625.306326;-45.120503652039325
1739209625.3063395;-35.57807855764607
1739209625.3063529;-45.120503652039325
1739209625.3063664;-45.120503652039325
1739209625.3063798;-38.13080360867914
1739209625.3063934;-45.120503652039325
1739209625.3064067;-33.981070128970906
1739209625.3064203;-33.981070128970906
1739209625.306434;-45.120503652039325
1739209625.3064473;-45.120503652039325
1739209625.3064609;-35.57807855764607
1739209625.3064742;-38.13080360867914
1739209625.3064878;-38.13080360867914
1739209625.3065012;-45.120503652039325
1739209625.3065147;-38.13080360867914
1739209625.3065283;-38.13080360867914
1739209625.3065417;-45.120503652039325
1739209625.3065553;-45.120503652039325
1739209625.3065686;-38.13080360867914
1739209625.3065822;-38.13080360867914
1739209625.3065956;-33.981070128970906
1739209625.3066092;-38.13080360867914
1739209625.3066227;-45.120503652039325
1739209625.306636;-38.13080360867914
1739209625.3066497;-35.57807855764607
1739209625.306663;-45.120503652039325
1739209625.3066766;-38.13080360867914
1739209625.3066902;-45.120503652039325
1739209625.3067036;-38.13080360867914
1739209625.3067172;-45.120503652039325
1739209625.3067305;-38.13080360867914
1739209625.306744;-30.49652367304973
1739209625.3067575;-45.120503652039325
1739209625.306771;-38.13080360867914
1739209625.3067846;-38.13080360867914
1739209625.306798;-38.13080360867914
1739209625.3068116;-45.120503652039325
1739209625.306825;-38.13080360867914
1739209625.3068385;-45.120503652039325
1739209625.3068519;-38.13080360867914
1739209625.3068655;-38.13080360867914
1739209625.306879;-38.13080360867914
1739209625.3068924;-38.13080360867914
1739209625.306906;-38.13080360867914
1739209625.3069193;-38.13080360867914
1739209625.306933;-45.120503652039325
1739209625.3069463;-33.981070128970906
1739209625.3069599;-26.487275050834715
1739209625.3069735;-32.816014438256545
1739209625.3069868;-38.13080360867914
1739209625.3070004;-38.13080360867914
1739209625.3070138;-33.981070128970906
1739209625.3070273;-45.120503652039325
1739209625.3070407;-38.13080360867914
1739209625.3070543;-45.120503652039325
1739209625.3070679;-45.120503652039325
1739209625.3070812;-38.13080360867914
1739209625.3070948;-38.13080360867914
1739209625.3071082;-45.120503652039325
1739209625.3071218;-45.120503652039325
1739209625.3071353;-45.120503652039325
1739209625.3071487;-45.120503652039325
1739209625.3071623;-45.120503652039325
1739209625.3071756;-45.120503652039325
1739209625.3071892;-38.13080360867914
1739209625.3072026;-35.57807855764607
1739209625.3072162;-38.13080360867914
1739209625.3072298;-45.120503652039325
1739209625.307243;-45.120503652039325
1739209625.3072567;-45.120503652039325
1739209625.30727;-45.120503652039325
1739209625.3072836;-28.21854285175415
1739209625.307297;-38.13080360867914
1739209625.3073106;-45.120503652039325
1739209625.3073242;-38.13080360867914
1739209625.3073375;-32.816014438256545
1739209625.307351;-38.13080360867914
1739209625.3073645;-38.13080360867914
1739209625.307378;-45.120503652039325
1739209625.3073914;-38.13080360867914
1739209625.307405;-45.120503652039325
1739209625.3074186;-45.120503652039325
1739209625.307432;-38.13080360867914
1739209625.3074455;-35.57807855764607
1739209625.3074589;-32.816014438256545
1739209625.3074725;-45.120503652039325
1739209625.3074858;-38.13080360867914
1739209625.3074994;-32.816014438256545
1739209625.307513;-33.981070128970906
1739209625.3075264;-45.120503652039325
1739209625.30754;-45.120503652039325
1739209625.3075533;-45.120503652039325
1739209625.307567;-38.13080360867914
1739209625.3075802;-38.13080360867914
1739209625.3075938;-45.120503652039325
1739209625.3076074;-29.438486411369333
1739209625.3076208;-45.120503652039325
1739209625.3076344;-45.120503652039325
1739209625.3076477;-45.120503652039325
1739209625.3076613;-35.57807855764607
1739209625.307675;-38.13080360867914
1739209625.3076882;-38.13080360867914
1739209625.3077018;-35.57807855764607
1739209625.3077152;-45.120503652039325
1739209625.3077288;-45.120503652039325
1739209625.307742;-38.13080360867914
1739209625.3077557;-38.13080360867914
1739209625.3077693;-45.120503652039325
1739209625.3077826;-33.981070128970906
1739209625.3077962;-38.13080360867914
1739209625.3078096;-45.120503652039325
1739209625.3078232;-35.57807855764607
1739209625.3078365;-38.13080360867914
1739209625.3078501;-45.120503652039325
1739209625.3078637;-45.120503652039325
1739209625.307877;-38.13080360867914
1739209625.3078907;-38.13080360867914
1739209625.307904;-45.120503652039325
1739209625.3079176;-38.13080360867914
1739209625.307931;-45.120503652039325
1739209625.3079445;-45.120503652039325
1739209625.3079581;-45.120503652039325
1739209625.3079715;-45.120503652039325
1739209625.307985;-45.120503652039325
1739209625.3079984;-33.981070128970906
1739209625.308012;-45.120503652039325
1739209625.3080254;-38.13080360867914
1739209625.308039;-45.120503652039325
1739209625.3080525;-38.13080360867914
1739209625.308066;-35.57807855764607
1739209625.3080795;-45.120503652039325
1739209625.3080928;-45.120503652039325
1739209625.3081064;-38.13080360867914
1739209625.3081198;-45.120503652039325
1739209625.3081334;-38.13080360867914
1739209625.308147;-45.120503652039325
1739209625.3081603;-45.120503652039325
1739209625.308174;-45.120503652039325
1739209625.3081872;-45.120503652039325
1739209625.3082008;-38.13080360867914
1739209625.3082144;-38.13080360867914
1739209625.3082278;-45.120503652039325
1739209625.3082414;-38.13080360867914
1739209625.3082547;-45.120503652039325
1739209625.3082683;-38.13080360867914
1739209625.3082817;-38.13080360867914
1739209625.3082952;-38.13080360867914
1739209625.3083088;-45.120503652039325
1739209625.3083222;-45.120503652039325
1739209625.3083358;-38.13080360867914
1739209625.3083491;-45.120503652039325
1739209625.3083627;-45.120503652039325
1739209625.308376;-33.981070128970906
1739209625.3083897;-45.120503652039325
1739209625.3084033;-38.13080360867914
1739209625.3084166;-38.13080360867914
1739209625.3084302;-45.120503652039325
1739209625.3084435;-45.120503652039325
1739209625.3084571;-45.120503652039325
1739209625.3084705;-45.120503652039325
1739209625.308484;-38.13080360867914
1739209625.3084977;-38.13080360867914
1739209625.308511;-33.981070128970906
1739209625.3085246;-38.13080360867914
1739209625.308538;-33.981070128970906
1739209625.3085515;-38.13080360867914
1739209625.308565;-38.13080360867914
1739209625.3085785;-35.57807855764607
1739209625.308592;-33.981070128970906
1739209625.3086054;-45.120503652039325
1739209625.308619;-45.120503652039325
1739209625.3086324;-45.120503652039325
1739209625.308646;-45.120503652039325
1739209625.3086596;-32.816014438256545
1739209625.308673;-38.13080360867914
1739209625.3086865;-45.120503652039325
1739209625.3086998;-45.120503652039325
1739209625.3087134;-28.58837851428586
1739209625.3087268;-28.58837851428586
1739209625.3087404;-38.13080360867914
