CAN Message; 0x150:01007c7a04d6eb05
1739209881.5700128;-35.57807855764607
1739209881.5700169;-35.57807855764607
1739209881.570021;-45.120503652039325
1739209881.570025;-38.13080360867914
1739209881.5700293;-45.120503652039325
1739209881.5700333;-38.13080360867914
1739209881.5700374;-38.13080360867914
1739209881.5700414;-45.120503652039325
1739209881.5700455;-33.981070128970906
1739209881.5700495;-45.120503652039325
1739209881.5700536;-45.120503652039325
1739209881.5700576;-45.120503652039325
1739209881.5700617;-33.981070128970906
1739209881.5700657;-32.816014438256545
1739209881.5700698;-38.13080360867914
1739209881.570074;-45.120503652039325
1739209881.5700781;-38.13080360867914
1739209881.5700822;-32.816014438256545
1739209881.5700862;-45.120503652039325
1739209881.5700903;-45.120503652039325
1739209881.5700943;-45.120503652039325
1739209881.5700984;-45.120503652039325
1739209881.5701025;-45.120503652039325
1739209881.5701065;-45.120503652039325
1739209881.5701106;-45.120503652039325
1739209881.5701149;-38.13080360867914
1739209881.570119;-38.13080360867914
1739209881.570123;-38.13080360867914
1739209881.570127;-32.816014438256545
1739209881.570131;-45.120503652039325
1739209881.570135;-38.13080360867914
1739209881.5701392;-35.57807855764607
1739209881.5701432;-38.13080360867914
1739209881.5701473;-31.141103565318893
1739209881.5701513;-45.120503652039325
1739209881.5701554;-45.120503652039325
1739209881.5701597;-38.13080360867914
1739209881.5701637;-38.13080360867914
1739209881.5701678;-45.120503652039325
1739209881.5701718;-45.120503652039325
1739209881.570176;-45.120503652039325
1739209881.57018;-45.120503652039325
1739209881.570184;-38.13080360867914
1739209881.570188;-38.13080360867914
1739209881.570192;-38.13080360867914
1739209881.5701962;-45.120503652039325
1739209881.5702002;-45.120503652039325
1739209881.5702045;-38.13080360867914
1739209881.5702085;-35.57807855764607
1739209881.5702126;-35.57807855764607
1739209881.5702167;-45.120503652039325
1739209881.5702207;-45.120503652039325
1739209881.5702248;-35.57807855764607
1739209881.5702288;-28.21854285175415
1739209881.5702329;-38.13080360867914
1739209881.570237;-45.120503652039325
1739209881.570241;-38.13080360867914
1739209881.5702453;-45.120503652039325
1739209881.5702493;-38.13080360867914
1739209881.5702534;-38.13080360867914
1739209881.5702574;-38.13080360867914
1739209881.5702615;-38.13080360867914
1739209881.5702655;-38.13080360867914
1739209881.5702696;-45.120503652039325
1739209881.5702736;-45.120503652039325
1739209881.5702777;-45.120503652039325
1739209881.5702817;-38.13080360867914
1739209881.5702858;-45.120503652039325
1739209881.57029;-38.13080360867914
1739209881.5702941;-26.991370085610736
1739209881.5702982;-38.13080360867914
1739209881.5703022;-45.120503652039325
1739209881.5703063;-33.981070128970906
1739209881.5703104;-31.141103565318893
1739209881.5703144;-45.120503652039325
1739209881.5703185;-45.120503652039325
1739209881.5703225;-38.13080360867914
1739209881.5703266;-45.120503652039325
1739209881.5703309;-45.120503652039325
1739209881.570335;-45.120503652039325
1739209881.570339;-45.120503652039325
1739209881.570343;-38.13080360867914
1739209881.570347;-38.13080360867914
1739209881.5703511;-45.120503652039325
1739209881.5703552;-45.120503652039325
1739209881.5703592;-38.13080360867914
1739209881.5703633;-45.120503652039325
1739209881.5703673;-45.120503652039325
1739209881.5703714;-38.13080360867914
1739209881.5703757;-45.120503652039325
1739209881.5703797;-45.120503652039325
1739209881.5703838;-45.120503652039325
1739209881.5703878;-38.13080360867914
1739209881.570392;-29.438486411369333
1739209881.570396;-33.981070128970906
1739209881.5704;-45.120503652039325
1739209881.570404;-45.120503652039325
1739209881.570408;-45.120503652039325
1739209881.5704122;-38.13080360867914
1739209881.5704165;-35.57807855764607
1739209881.5704205;-38.13080360867914
1739209881.5704246;-38.13080360867914
1739209881.5704286;-38.13080360867914
1739209881.5704327;-35.57807855764607
1739209881.5704367;-45.120503652039325
1739209881.5704408;-45.120503652039325
1739209881.5704448;-45.120503652039325
1739209881.5704489;-45.120503652039325
1739209881.570453;-45.120503652039325
1739209881.570457;-28.992665084841942
1739209881.5704613;-31.141103565318915
1739209881.5704653;-45.120503652039325
1739209881.5704694;-45.120503652039325
1739209881.5704734;-38.13080360867914
1739209881.5704775;-38.13080360867914
1739209881.5704815;-45.120503652039325
1739209881.5704856;-45.120503652039325
1739209881.5704896;-45.120503652039325
1739209881.5704937;-45.120503652039325
1739209881.5704978;-45.120503652039325
1739209881.570502;-45.120503652039325
1739209881.570506;-35.57807855764607
1739209881.5705101;-38.13080360867914
1739209881.5705142;-45.120503652039325
1739209881.5705183;-38.13080360867914
1739209881.5705223;-32.816014438256545
1739209881.5705264;-38.13080360867914
1739209881.5705304;-45.120503652039325
1739209881.5705345;-45.120503652039325
1739209881.5705385;-35.57807855764607
1739209881.5705426;-45.120503652039325
1739209881.5705469;-45.120503652039325
1739209881.570551;-38.13080360867914
1739209881.570555;-33.981070128970906
1739209881.570559;-45.120503652039325
1739209881.570563;-45.120503652039325
1739209881.5705671;-31.141103565318915
1739209881.5705712;-32.816014438256545
1739209881.5705752;-38.13080360867914
1739209881.5705793;-45.120503652039325
1739209881.5705833;-38.13080360867914
1739209881.5705874;-38.13080360867914
1739209881.5705917;-45.120503652039325
1739209881.5705957;-45.120503652039325
1739209881.5705998;-45.120503652039325
1739209881.5706038;-45.120503652039325
1739209881.570608;-45.120503652039325
1739209881.570612;-33.981070128970906
1739209881.570616;-45.120503652039325
1739209881.57062;-38.13080360867914
1739209881.570624;-35.57807855764607
1739209881.5706282;-38.13080360867914
1739209881.5706325;-38.13080360867914
1739209881.5706365;-45.120503652039325
1739209881.5706406;-35.57807855764607
1739209881.5706446;-38.13080360867914
1739209881.5706487;-38.13080360867914
1739209881.5706527;-45.120503652039325
1739209881.5706568;-38.13080360867914
1739209881.5706608;-38.13080360867914
1739209881.570665;-38.13080360867914
1739209881.570669;-45.120503652039325
1739209881.570673;-38.13080360867914
1739209881.5706773;-32.816014438256545
1739209881.5706813;-45.120503652039325
1739209881.5706854;-45.120503652039325
1739209881.5706894;-33.981070128970906
1739209881.5706935;-45.120503652039325
1739209881.5706975;-45.120503652039325
1739209881.5707016;-45.120503652039325
1739209881.5707057;-45.120503652039325
1739209881.5707097;-45.120503652039325
1739209881.5707138;-45.120503652039325
1739209881.570718;-45.120503652039325
1739209881.570722;-45.120503652039325
1739209881.5707262;-45.120503652039325
1739209881.5707302;-45.120503652039325
1739209881.5707343;-45.120503652039325
1739209881.5707383;-45.120503652039325
1739209881.5707424;-45.120503652039325
1739209881.5707464;-38.13080360867914
1739209881.5707505;-38.13080360867914
1739209881.5707545;-45.120503652039325
1739209881.5707586;-45.120503652039325
1739209881.5707629;-45.120503652039325
1739209881.570767;-45.120503652039325
1739209881.570771;-45.120503652039325
1739209881.570775;-45.120503652039325
1739209881.570779;-33.981070128970906
1739209881.5707831;-38.13080360867914
1739209881.5707872;-32.816014438256545
1739209881.5707912;-33.981070128970906
1739209881.5707953;-45.120503652039325
1739209881.5707994;-38.13080360867914
1739209881.5708036;-33.981070128970906
1739209881.5708077;-45.120503652039325
1739209881.5708117;-45.120503652039325
1739209881.5708158;-45.120503652039325
1739209881.5708199;-45.120503652039325
1739209881.570824;-45.120503652039325
1739209881.570828;-45.120503652039325
1739209881.570832;-45.120503652039325
1739209881.570836;-45.120503652039325
1739209881.5708401;-45.120503652039325
1739209881.5708442;-35.57807855764607
1739209881.5708485;-45.120503652039325
1739209881.5708525;-38.13080360867914
1739209881.5708566;-33.981070128970906
1739209881.5708606;-45.120503652039325
1739209881.5708647;-45.120503652039325
1739209881.5708687;-38.13080360867914
1739209881.5708728;-32.816014438256545
1739209881.5708768;-45.120503652039325
1739209881.570881;-38.13080360867914
1739209881.570885;-45.120503652039325
1739209881.5708892;-45.120503652039325
1739209881.5708933;-45.120503652039325
1739209881.5708973;-45.120503652039325
1739209881.5709014;-38.13080360867914
1739209881.5709054;-38.13080360867914
1739209881.5709095;-38.13080360867914
1739209881.5709136;-45.120503652039325
1739209881.5709176;-38.13080360867914
1739209881.5709217;-35.57807855764607
1739209881.5709257;-38.13080360867914
1739209881.5709298;-45.120503652039325
1739209881.570934;-35.57807855764607
1739209881.570938;-32.816014438256545
1739209881.5709422;-45.120503652039325
1739209881.5709462;-45.120503652039325
1739209881.5709503;-45.120503652039325
1739209881.5709543;-45.120503652039325
1739209881.5709584;-33.981070128970906
1739209881.5709624;-31.141103565318915
1739209881.5709665;-45.120503652039325
1739209881.5709705;-45.120503652039325
1739209881.5709746;-33.981070128970906
1739209881.5709789;-31.141103565318915
1739209881.570983;-45.120503652039325
1739209881.570987;-45.120503652039325
1739209881.570991;-45.120503652039325
1739209881.570995;-45.120503652039325
1739209881.5709991;-33.981070128970906
1739209881.5710032;-35.57807855764607
1739209881.5710073;-38.13080360867914
1739209881.5710113;-38.13080360867914
1739209881.5710154;-38.13080360867914
1739209881.5710196;-29.438486411369333
1739209881.5710237;-35.57807855764607
1739209881.5710278;-38.13080360867914
1739209881.5710318;-45.120503652039325
1739209881.5710359;-45.120503652039325
1739209881.57104;-45.120503652039325
1739209881.571044;-38.13080360867914
1739209881.571048;-45.120503652039325
1739209881.571052;-35.57807855764607
1739209881.5710561;-45.120503652039325
1739209881.5710602;-45.120503652039325
1739209881.5710645;-38.13080360867914
1739209881.5710685;-38.13080360867914
1739209881.5710726;-45.120503652039325
1739209881.5710766;-45.120503652039325
1739209881.5710807;-38.13080360867914
1739209881.5710847;-27.8777449560314
1739209881.5710888;-38.13080360867914
1739209881.5710928;-35.57807855764607
1739209881.571097;-38.13080360867914
1739209881.571101;-35.57807855764607
1739209881.5711052;-45.120503652039325
1739209881.5711093;-45.120503652039325
1739209881.5711133;-45.120503652039325
1739209881.5711174;-45.120503652039325
1739209881.5711215;-45.120503652039325
1739209881.5711255;-38.13080360867914
1739209881.5711296;-38.13080360867914
1739209881.5711336;-45.120503652039325
1739209881.5711377;-45.120503652039325
1739209881.5711417;-38.13080360867914
1739209881.5711458;-38.13080360867914
1739209881.57115;-45.120503652039325
1739209881.571154;-45.120503652039325
1739209881.5711582;-38.13080360867914
1739209881.5711622;-38.13080360867914
1739209881.5711663;-45.120503652039325
1739209881.5711703;-38.13080360867914
1739209881.5711744;-38.13080360867914
1739209881.5711784;-45.120503652039325
1739209881.5711825;-32.816014438256545
1739209881.5711865;-35.57807855764607
1739209881.5711908;-38.13080360867914
1739209881.571195;-38.13080360867914
1739209881.571199;-45.120503652039325
1739209881.571203;-33.981070128970906
1739209881.571207;-38.13080360867914
1739209881.571211;-38.13080360867914
1739209881.5712152;-33.981070128970956
1739209881.5712192;-45.120503652039325
1739209881.5712233;-45.120503652039325
1739209881.5712273;-45.120503652039325
1739209881.5712314;-38.13080360867914
1739209881.5712357;-45.120503652039325
1739209881.5712397;-38.13080360867914
1739209881.5712438;-45.120503652039325
1739209881.5712478;-28.992665084841942
1739209881.5712519;-28.992665084841942
1739209881.571256;-45.120503652039325
1739209881.57126;-38.13080360867914
1739209881.571264;-38.13080360867914
1739209881.571268;-35.57807855764607
1739209881.5712721;-45.120503652039325
1739209881.5712764;-45.120503652039325
1739209881.5712805;-38.13080360867914
1739209881.5712845;-35.57807855764607
1739209881.5712886;-45.120503652039325
1739209881.5712926;-45.120503652039325
1739209881.5712967;-45.120503652039325
1739209881.5713007;-38.13080360867914
1739209881.5713048;-38.13080360867914
1739209881.5713089;-38.13080360867914
1739209881.571313;-38.13080360867914
1739209881.571317;-31.141103565318915
1739209881.5713212;-45.120503652039325
1739209881.5713253;-45.120503652039325
1739209881.5713294;-32.816014438256545
1739209881.5713334;-38.13080360867914
1739209881.5713375;-45.120503652039325
1739209881.5713415;-45.120503652039325
1739209881.5713456;-35.57807855764607
1739209881.5713496;-38.13080360867914
1739209881.5713537;-45.120503652039325
1739209881.5713577;-33.981070128970906
1739209881.5713618;-35.57807855764607
1739209881.571366;-38.13080360867914
1739209881.5713701;-38.13080360867914
1739209881.5713742;-38.13080360867914
1739209881.5713782;-38.13080360867914
1739209881.5713823;-38.13080360867914
1739209881.5713863;-45.120503652039325
1739209881.5713904;-38.13080360867914
1739209881.5713944;-38.13080360867914
1739209881.5713985;-45.120503652039325
1739209881.5714025;-45.120503652039325
1739209881.5714068;-45.120503652039325
1739209881.571411;-38.13080360867914
1739209881.571415;-35.57807855764607
1739209881.571419;-35.57807855764607
1739209881.571423;-45.120503652039325
1739209881.571427;-45.120503652039325
1739209881.5714312;-33.981070128970906
1739209881.5714352;-38.13080360867914
1739209881.5714393;-38.13080360867914
1739209881.5714433;-45.120503652039325
1739209881.5714474;-38.13080360867914
1739209881.5714517;-38.13080360867914
1739209881.5714557;-38.13080360867914
1739209881.5714598;-45.120503652039325
1739209881.5714638;-38.13080360867914
1739209881.5714679;-45.120503652039325
1739209881.571472;-45.120503652039325
1739209881.571476;-45.120503652039325
1739209881.57148;-45.120503652039325
1739209881.571484;-35.57807855764607
1739209881.5714881;-45.120503652039325
1739209881.5714924;-45.120503652039325
1739209881.5714965;-38.13080360867914
1739209881.5715005;-35.57807855764607
1739209881.5715046;-38.13080360867914
1739209881.5715086;-45.120503652039325
1739209881.5715127;-38.13080360867914
1739209881.5715168;-33.981070128970906
1739209881.5715208;-38.13080360867914
1739209881.5715249;-38.13080360867914
1739209881.571529;-38.13080360867914
1739209881.571533;-35.57807855764607
1739209881.5715373;-45.120503652039325
1739209881.5715413;-45.120503652039325
1739209881.5715454;-45.120503652039325
1739209881.5715494;-45.120503652039325
1739209881.5715535;-45.120503652039325
1739209881.5715575;-45.120503652039325
1739209881.5715616;-38.13080360867914
1739209881.5715656;-45.120503652039325
1739209881.5715697;-38.13080360867914
1739209881.5715737;-45.120503652039325
1739209881.571578;-38.13080360867914
1739209881.571582;-32.816014438256545
1739209881.5715861;-38.13080360867914
1739209881.5715902;-45.120503652039325
1739209881.5715942;-38.13080360867914
1739209881.5715983;-33.981070128970906
1739209881.5716023;-45.120503652039325
1739209881.5716064;-45.120503652039325
1739209881.5716105;-45.120503652039325
1739209881.5716145;-45.120503652039325
1739209881.5716186;-45.120503652039325
1739209881.5716228;-45.120503652039325
1739209881.571627;-38.13080360867914
1739209881.571631;-45.120503652039325
1739209881.571635;-38.13080360867914
1739209881.571639;-45.120503652039325
1739209881.571643;-33.981070128970906
1739209881.5716472;-31.141103565318893
1739209881.5716512;-45.120503652039325
1739209881.5716553;-38.13080360867914
1739209881.5716593;-45.120503652039325
1739209881.5716634;-35.57807855764607
1739209881.5716677;-35.57807855764607
1739209881.5716717;-33.981070128970906
1739209881.5716758;-45.120503652039325
1739209881.5716798;-45.120503652039325
1739209881.571684;-45.120503652039325
1739209881.571688;-45.120503652039325
1739209881.571692;-45.120503652039325
1739209881.571696;-45.120503652039325
1739209881.5717;-38.13080360867914
1739209881.5717041;-45.120503652039325
1739209881.5717084;-38.13080360867914
1739209881.5717125;-35.57807855764607
1739209881.5717165;-38.13080360867914
1739209881.5717206;-45.120503652039325
1739209881.5717247;-38.13080360867914
1739209881.5717287;-32.816014438256545
1739209881.5717328;-38.13080360867914
1739209881.5717368;-45.120503652039325
1739209881.5717409;-38.13080360867914
1739209881.571745;-32.816014438256545
1739209881.571749;-38.13080360867914
1739209881.5717533;-45.120503652039325
1739209881.5717573;-38.13080360867914
1739209881.5717614;-45.120503652039325
1739209881.5717654;-45.120503652039325
1739209881.5717695;-45.120503652039325
1739209881.5717735;-45.120503652039325
1739209881.5717776;-45.120503652039325
1739209881.5717816;-45.120503652039325
1739209881.5717857;-33.981070128970906
1739209881.5717897;-32.816014438256545
1739209881.571794;-32.816014438256545
1739209881.571798;-45.120503652039325
1739209881.5718021;-38.13080360867914
1739209881.5718062;-38.13080360867914
1739209881.5718102;-30.49652367304973
1739209881.5718143;-35.57807855764607
1739209881.5718184;-38.13080360867914
1739209881.5718224;-38.13080360867914
1739209881.5718265;-45.120503652039325
1739209881.5718305;-38.13080360867914
1739209881.5718346;-45.120503652039325
1739209881.5718389;-38.13080360867914
1739209881.571843;-45.120503652039325
1739209881.571847;-45.120503652039325
1739209881.571851;-38.13080360867914
1739209881.571855;-35.57807855764607
1739209881.5718591;-35.57807855764607
1739209881.5718632;-45.120503652039325
1739209881.5718672;-38.13080360867914
1739209881.5718713;-45.120503652039325
1739209881.5718753;-30.49652367304973
1739209881.5718796;-32.816014438256545
1739209881.5718837;-45.120503652039325
1739209881.5718877;-38.13080360867914
1739209881.5718918;-45.120503652039325
1739209881.5718958;-38.13080360867914
1739209881.5719;-45.120503652039325
1739209881.571904;-38.13080360867914
1739209881.571908;-38.13080360867914
1739209881.571912;-45.120503652039325
1739209881.571916;-38.13080360867914
1739209881.5719202;-38.13080360867914
1739209881.5719244;-45.120503652039325
1739209881.5719285;-45.120503652039325
1739209881.5719326;-45.120503652039325
1739209881.5719366;-38.13080360867914
1739209881.5719407;-28.58837851428586
1739209881.5719447;-32.816014438256545
1739209881.5719488;-38.13080360867914
1739209881.5719528;-38.13080360867914
1739209881.5719569;-38.13080360867914
1739209881.571961;-35.57807855764607
1739209881.5719652;-45.120503652039325
1739209881.5719693;-38.13080360867914
1739209881.5719733;-38.13080360867914
1739209881.5719774;-45.120503652039325
1739209881.5719814;-38.13080360867914
1739209881.5719855;-45.120503652039325
1739209881.5719895;-45.120503652039325
1739209881.5719936;-45.120503652039325
1739209881.5719976;-38.13080360867914
1739209881.5720017;-38.13080360867914
1739209881.5720057;-30.49652367304973
1739209881.57201;-33.981070128970906
1739209881.572014;-45.120503652039325
1739209881.5720181;-38.13080360867914
1739209881.5720222;-32.816014438256545
1739209881.5720263;-33.981070128970906
1739209881.5720303;-38.13080360867914
1739209881.5720344;-38.13080360867914
1739209881.5720384;-38.13080360867914
1739209881.5720425;-38.13080360867914
1739209881.5720465;-45.120503652039325
1739209881.5720506;-38.13080360867914
1739209881.5720549;-38.13080360867914
1739209881.572059;-45.120503652039325
1739209881.572063;-45.120503652039325
1739209881.572067;-38.13080360867914
1739209881.572071;-38.13080360867914
1739209881.5720751;-38.13080360867914
1739209881.5720792;-38.13080360867914
1739209881.5720832;-38.13080360867914
1739209881.5720873;-45.120503652039325
1739209881.5720913;-45.120503652039325
1739209881.5720956;-45.120503652039325
1739209881.5720997;-45.120503652039325
1739209881.5721037;-38.13080360867914
1739209881.5721078;-31.141103565318915
1739209881.5721118;-38.13080360867914
1739209881.572116;-38.13080360867914
1739209881.57212;-33.981070128970906
1739209881.572124;-35.57807855764607
1739209881.572128;-45.120503652039325
1739209881.572132;-38.13080360867914
1739209881.5721362;-38.13080360867914
1739209881.5721405;-30.49652367304973
1739209881.5721445;-45.120503652039325
1739209881.5721486;-45.120503652039325
1739209881.5721526;-38.13080360867914
1739209881.5721567;-38.13080360867914
1739209881.5721607;-45.120503652039325
1739209881.5721648;-45.120503652039325
1739209881.5721688;-45.120503652039325
1739209881.5721729;-31.141103565318915
1739209881.572177;-32.816014438256545
1739209881.5721812;-45.120503652039325
1739209881.5721853;-45.120503652039325
1739209881.5721893;-33.981070128970906
1739209881.5721934;-38.13080360867914
1739209881.5721974;-33.981070128970906
1739209881.5722015;-38.13080360867914
1739209881.5722055;-30.49652367304973
1739209881.5722096;-45.120503652039325
1739209881.5722136;-45.120503652039325
1739209881.5722177;-45.120503652039325
1739209881.5722218;-45.120503652039325
1739209881.572226;-45.120503652039325
1739209881.57223;-38.13080360867914
1739209881.5722342;-45.120503652039325
1739209881.5722382;-30.49652367304973
1739209881.5722423;-45.120503652039325
1739209881.5722463;-45.120503652039325
1739209881.5722504;-45.120503652039325
1739209881.5722544;-38.13080360867914
1739209881.5722585;-33.981070128970906
1739209881.5722625;-45.120503652039325
1739209881.5722668;-45.120503652039325
1739209881.5722709;-28.992665084841942
1739209881.572275;-38.13080360867914
1739209881.572279;-38.13080360867914
1739209881.572283;-32.816014438256545
1739209881.572287;-45.120503652039325
1739209881.5722911;-45.120503652039325
1739209881.5722952;-38.13080360867914
1739209881.5722992;-38.13080360867914
1739209881.5723033;-33.981070128970906
1739209881.5723073;-38.13080360867914
1739209881.5723116;-38.13080360867914
1739209881.5723157;-33.981070128970906
1739209881.5723197;-38.13080360867914
1739209881.5723238;-45.120503652039325
1739209881.5723279;-45.120503652039325
1739209881.572332;-35.57807855764607
1739209881.572336;-38.13080360867914
1739209881.57234;-45.120503652039325
1739209881.572344;-45.120503652039325
1739209881.572348;-38.13080360867914
1739209881.5723524;-38.13080360867914
1739209881.5723565;-45.120503652039325
1739209881.5723605;-33.981070128970906
1739209881.5723646;-45.120503652039325
1739209881.5723686;-33.981070128970906
1739209881.5723727;-38.13080360867914
1739209881.5723767;-38.13080360867914
1739209881.5723808;-45.120503652039325
1739209881.5723848;-33.981070128970906
1739209881.572389;-38.13080360867914
1739209881.572393;-45.120503652039325
1739209881.5723972;-38.13080360867914
1739209881.5724013;-45.120503652039325
1739209881.5724053;-38.13080360867914
1739209881.5724094;-38.13080360867914
1739209881.5724134;-45.120503652039325
1739209881.5724175;-38.13080360867914
1739209881.5724216;-32.816014438256545
1739209881.5724256;-38.13080360867914
1739209881.5724297;-45.120503652039325
1739209881.5724337;-33.981070128970906
1739209881.5724378;-35.57807855764607
1739209881.572442;-38.13080360867914
1739209881.572446;-38.13080360867914
1739209881.5724502;-45.120503652039325
1739209881.5724542;-45.120503652039325
1739209881.5724583;-45.120503652039325
1739209881.5724623;-35.57807855764607
1739209881.5724664;-38.13080360867914
1739209881.5724704;-45.120503652039325
1739209881.5724745;-38.13080360867914
1739209881.5724785;-35.57807855764607
1739209881.5724828;-38.13080360867914
1739209881.5724869;-45.120503652039325
1739209881.572491;-33.981070128970906
1739209881.572495;-31.141103565318893
1739209881.572499;-38.13080360867914
1739209881.572503;-38.13080360867914
1739209881.5725071;-38.13080360867914
1739209881.5725112;-38.13080360867914
1739209881.5725152;-45.120503652039325
1739209881.5725193;-45.120503652039325
1739209881.5725234;-38.13080360867914
1739209881.5725276;-35.57807855764607
1739209881.5725317;-33.981070128970906
1739209881.5725358;-45.120503652039325
1739209881.5725398;-45.120503652039325
1739209881.5725439;-35.57807855764607
1739209881.572548;-35.57807855764607
1739209881.572552;-38.13080360867914
1739209881.572556;-45.120503652039325
1739209881.57256;-38.13080360867914
1739209881.5725641;-45.120503652039325
1739209881.5725684;-30.49652367304973
1739209881.5725725;-38.13080360867914
1739209881.5725765;-45.120503652039325
1739209881.5725806;-45.120503652039325
1739209881.5725846;-38.13080360867914
1739209881.5725887;-38.13080360867914
1739209881.5725927;-45.120503652039325
1739209881.5725968;-38.13080360867914
1739209881.5726008;-45.120503652039325
1739209881.572605;-38.13080360867914
1739209881.572609;-38.13080360867914
1739209881.5726132;-38.13080360867914
1739209881.5726173;-38.13080360867914
1739209881.5726213;-45.120503652039325
1739209881.5726254;-45.120503652039325
1739209881.5726295;-45.120503652039325
1739209881.5726335;-38.13080360867914
1739209881.5726376;-38.13080360867914
1739209881.5726416;-45.120503652039325
1739209881.5726457;-38.13080360867914
1739209881.5726497;-33.981070128970906
1739209881.572654;-38.13080360867914
1739209881.572658;-38.13080360867914
1739209881.572662;-45.120503652039325
1739209881.5726662;-45.120503652039325
1739209881.5726702;-45.120503652039325
1739209881.5726743;-45.120503652039325
1739209881.5726783;-45.120503652039325
1739209881.5726824;-45.120503652039325
1739209881.5726864;-45.120503652039325
1739209881.5726905;-45.120503652039325
1739209881.5726945;-45.120503652039325
1739209881.5726988;-45.120503652039325
1739209881.572703;-38.13080360867914
1739209881.572707;-35.57807855764607
1739209881.572711;-38.13080360867914
1739209881.572715;-35.57807855764607
1739209881.572719;-38.13080360867914
1739209881.5727232;-45.120503652039325
1739209881.5727272;-45.120503652039325
1739209881.5727313;-38.13080360867914
1739209881.5727353;-38.13080360867914
1739209881.5727396;-38.13080360867914
1739209881.5727437;-38.13080360867914
1739209881.5727477;-45.120503652039325
1739209881.5727518;-45.120503652039325
1739209881.5727558;-38.13080360867914
1739209881.5727599;-33.981070128970906
1739209881.572764;-38.13080360867914
1739209881.572768;-38.13080360867914
1739209881.572772;-35.57807855764607
1739209881.572776;-38.13080360867914
