CAN Message; 0x62:085155d404933dd2
Timestamp;Amplitude
1739209655.0402105;-38.13080360867914
1739209655.0402143;-45.120503652039325
1739209655.0402184;-38.13080360867914
1739209655.0402224;-45.120503652039325
1739209655.0402265;-45.120503652039325
1739209655.0402303;-45.120503652039325
1739209655.0402343;-45.120503652039325
1739209655.0402384;-38.13080360867914
1739209655.0402424;-45.120503652039325
1739209655.0402462;-45.120503652039325
1739209655.0402503;-38.13080360867914
1739209655.0402544;-38.13080360867914
1739209655.0402584;-38.13080360867914
1739209655.0402622;-45.120503652039325
1739209655.0402663;-45.120503652039325
1739209655.0402703;-33.981070128970906
1739209655.0402744;-38.13080360867914
1739209655.0402782;-45.120503652039325
1739209655.0402822;-32.816014438256545
1739209655.0402863;-45.120503652039325
1739209655.0402904;-45.120503652039325
1739209655.0402942;-45.120503652039325
1739209655.0402982;-38.13080360867914
1739209655.0403023;-35.57807855764607
1739209655.040306;-45.120503652039325
1739209655.0403101;-33.981070128970906
1739209655.0403142;-32.816014438256545
1739209655.0403183;-38.13080360867914
1739209655.040322;-45.120503652039325
1739209655.040326;-38.13080360867914
1739209655.0403302;-35.57807855764607
1739209655.0403342;-32.816014438256545
1739209655.040338;-33.981070128970906
1739209655.040342;-38.13080360867914
1739209655.0403461;-38.13080360867914
1739209655.0403502;-38.13080360867914
1739209655.040354;-45.120503652039325
1739209655.040358;-38.13080360867914
1739209655.0403621;-35.57807855764607
1739209655.0403662;-38.13080360867914
1739209655.04037;-45.120503652039325
1739209655.040374;-45.120503652039325
1739209655.040378;-45.120503652039325
1739209655.040382;-38.13080360867914
1739209655.040386;-45.120503652039325
1739209655.04039;-45.120503652039325
1739209655.040394;-35.57807855764607
1739209655.040398;-38.13080360867914
1739209655.040402;-45.120503652039325
1739209655.040406;-38.13080360867914
1739209655.04041;-35.57807855764607
1739209655.0404139;-38.13080360867914
1739209655.040418;-45.120503652039325
1739209655.040422;-38.13080360867914
1739209655.040426;-38.13080360867914
1739209655.0404298;-38.13080360867914
1739209655.040434;-45.120503652039325
1739209655.040438;-35.57807855764607
1739209655.040442;-35.57807855764607
1739209655.0404458;-38.13080360867914
1739209655.0404499;-38.13080360867914
1739209655.040454;-38.13080360867914
1739209655.040458;-38.13080360867914
1739209655.0404618;-38.13080360867914
1739209655.0404658;-38.13080360867914
1739209655.04047;-38.13080360867914
1739209655.0404737;-45.120503652039325
1739209655.0404778;-38.13080360867914
1739209655.0404818;-45.120503652039325
1739209655.0404859;-38.13080360867914
1739209655.0404897;-38.13080360867914
1739209655.0404937;-45.120503652039325
1739209655.0404978;-45.120503652039325
1739209655.0405018;-33.981070128970906
1739209655.0405056;-38.13080360867914
1739209655.0405097;-38.13080360867914
1739209655.0405138;-45.120503652039325
1739209655.0405178;-45.120503652039325
1739209655.0405216;-35.57807855764607
1739209655.0405257;-45.120503652039325
1739209655.0405297;-45.120503652039325
1739209655.0405338;-45.120503652039325
1739209655.0405376;-38.13080360867914
1739209655.0405416;-38.13080360867914
1739209655.0405457;-45.120503652039325
1739209655.0405495;-38.13080360867914
1739209655.0405536;-35.57807855764607
1739209655.0405576;-38.13080360867914
1739209655.0405617;-45.120503652039325
1739209655.0405655;-38.13080360867914
1739209655.0405695;-35.57807855764607
1739209655.0405736;-38.13080360867914
1739209655.0405777;-45.120503652039325
1739209655.0405815;-38.13080360867914
1739209655.0405855;-38.13080360867914
1739209655.0405896;-38.13080360867914
1739209655.0405936;-45.120503652039325
1739209655.0405974;-45.120503652039325
1739209655.0406015;-33.981070128970906
1739209655.0406055;-38.13080360867914
1739209655.0406096;-45.120503652039325
1739209655.0406134;-38.13080360867914
1739209655.0406175;-38.13080360867914
1739209655.0406215;-45.120503652039325
1739209655.0406256;-35.57807855764607
1739209655.0406294;-38.13080360867914
1739209655.0406334;-32.816014438256545
1739209655.0406375;-38.13080360867914
1739209655.0406413;-45.120503652039325
1739209655.0406454;-33.981070128970906
1739209655.0406494;-38.13080360867914
1739209655.0406535;-45.120503652039325
1739209655.0406573;-45.120503652039325
1739209655.0406613;-38.13080360867914
1739209655.0406654;-38.13080360867914
1739209655.0406694;-45.120503652039325
1739209655.0406733;-45.120503652039325
1739209655.0406773;-38.13080360867914
1739209655.0406814;-32.816014438256545
1739209655.0406854;-45.120503652039325
1739209655.0406892;-38.13080360867914
1739209655.0406933;-38.13080360867914
1739209655.0406973;-45.120503652039325
1739209655.0407014;-38.13080360867914
1739209655.0407052;-35.57807855764607
1739209655.0407093;-38.13080360867914
1739209655.0407133;-45.120503652039325
1739209655.0407171;-35.57807855764607
1739209655.0407212;-45.120503652039325
1739209655.0407252;-45.120503652039325
1739209655.0407293;-38.13080360867914
1739209655.040733;-38.13080360867914
1739209655.0407372;-45.120503652039325
1739209655.0407412;-38.13080360867914
1739209655.0407453;-35.57807855764607
1739209655.040749;-45.120503652039325
1739209655.0407531;-45.120503652039325
1739209655.0407572;-38.13080360867914
1739209655.0407612;-38.13080360867914
1739209655.040765;-45.120503652039325
1739209655.040769;-38.13080360867914
1739209655.0407732;-33.981070128970906
1739209655.0407772;-38.13080360867914
1739209655.040781;-38.13080360867914
1739209655.040785;-45.120503652039325
1739209655.0407891;-38.13080360867914
1739209655.0407932;-38.13080360867914
1739209655.040797;-45.120503652039325
1739209655.040801;-35.57807855764607
1739209655.040805;-45.120503652039325
1739209655.040809;-45.120503652039325
1739209655.040813;-45.120503652039325
1739209655.040817;-45.120503652039325
1739209655.040821;-38.13080360867914
1739209655.040825;-38.13080360867914
1739209655.040829;-33.981070128970906
1739209655.040833;-45.120503652039325
1739209655.040837;-38.13080360867914
1739209655.0408409;-45.120503652039325
1739209655.040845;-38.13080360867914
1739209655.040849;-38.13080360867914
1739209655.040853;-38.13080360867914
1739209655.0408568;-32.816014438256545
1739209655.040861;-45.120503652039325
1739209655.040865;-45.120503652039325
1739209655.040869;-35.57807855764607
1739209655.0408728;-38.13080360867914
1739209655.0408769;-33.981070128970906
1739209655.040881;-45.120503652039325
1739209655.040885;-45.120503652039325
1739209655.0408888;-45.120503652039325
1739209655.0408928;-38.13080360867914
1739209655.040897;-45.120503652039325
1739209655.0409007;-45.120503652039325
1739209655.0409048;-45.120503652039325
1739209655.0409088;-45.120503652039325
1739209655.0409129;-45.120503652039325
1739209655.0409167;-31.141103565318915
1739209655.0409207;-38.13080360867914
1739209655.0409248;-45.120503652039325
1739209655.0409288;-38.13080360867914
1739209655.0409327;-35.57807855764607
1739209655.0409367;-38.13080360867914
1739209655.0409408;-45.120503652039325
1739209655.0409448;-38.13080360867914
1739209655.0409486;-45.120503652039325
1739209655.0409527;-38.13080360867914
1739209655.0409567;-45.120503652039325
1739209655.0409608;-45.120503652039325
1739209655.0409646;-45.120503652039325
1739209655.0409687;-45.120503652039325
1739209655.0409727;-45.120503652039325
1739209655.0409765;-45.120503652039325
1739209655.0409806;-38.13080360867914
1739209655.0409846;-38.13080360867914
1739209655.0409887;-45.120503652039325
1739209655.0409925;-45.120503652039325
1739209655.0409966;-38.13080360867914
1739209655.0410006;-35.57807855764607
1739209655.0410047;-45.120503652039325
1739209655.0410085;-45.120503652039325
1739209655.0410125;-38.13080360867914
1739209655.0410166;-38.13080360867914
1739209655.0410206;-45.120503652039325
1739209655.0410244;-45.120503652039325
1739209655.0410285;-38.13080360867914
1739209655.0410326;-45.120503652039325
1739209655.0410366;-45.120503652039325
1739209655.0410404;-45.120503652039325
1739209655.0410445;-45.120503652039325
1739209655.0410485;-38.13080360867914
1739209655.0410526;-45.120503652039325
1739209655.0410564;-38.13080360867914
1739209655.0410604;-33.981070128970906
1739209655.0410645;-45.120503652039325
1739209655.0410683;-38.13080360867914
1739209655.0410724;-45.120503652039325
1739209655.0410764;-35.57807855764607
1739209655.0410805;-32.816014438256545
1739209655.0410843;-45.120503652039325
1739209655.0410883;-45.120503652039325
1739209655.0410924;-45.120503652039325
1739209655.0410964;-45.120503652039325
1739209655.0411003;-38.13080360867914
1739209655.0411043;-38.13080360867914
1739209655.0411084;-45.120503652039325
1739209655.0411124;-45.120503652039325
1739209655.0411162;-38.13080360867914
1739209655.0411203;-45.120503652039325
1739209655.0411243;-38.13080360867914
1739209655.0411284;-45.120503652039325
1739209655.0411322;-33.981070128970906
1739209655.0411363;-45.120503652039325
1739209655.0411403;-31.141103565318915
1739209655.0411441;-28.21854285175415
1739209655.0411482;-45.120503652039325
1739209655.0411522;-45.120503652039325
1739209655.0411563;-33.981070128970906
1739209655.04116;-32.816014438256545
1739209655.0411642;-45.120503652039325
1739209655.0411682;-45.120503652039325
1739209655.0411723;-45.120503652039325
1739209655.041176;-45.120503652039325
1739209655.0411801;-45.120503652039325
1739209655.0411842;-38.13080360867914
1739209655.0411882;-45.120503652039325
1739209655.041192;-45.120503652039325
1739209655.041196;-45.120503652039325
1739209655.0412002;-45.120503652039325
1739209655.0412042;-45.120503652039325
1739209655.041208;-45.120503652039325
1739209655.041212;-38.13080360867914
1739209655.0412161;-38.13080360867914
1739209655.0412202;-38.13080360867914
1739209655.041224;-38.13080360867914
1739209655.041228;-33.981070128970906
1739209655.041232;-45.120503652039325
1739209655.041236;-35.57807855764607
1739209655.04124;-26.991370085610736
1739209655.041244;-45.120503652039325
1739209655.041248;-45.120503652039325
1739209655.041252;-38.13080360867914
1739209655.041256;-32.816014438256545
1739209655.04126;-45.120503652039325
1739209655.041264;-38.13080360867914
1739209655.0412679;-45.120503652039325
1739209655.041272;-33.981070128970956
1739209655.041276;-45.120503652039325
1739209655.04128;-38.13080360867914
1739209655.0412838;-38.13080360867914
1739209655.041288;-45.120503652039325
1739209655.041292;-38.13080360867914
1739209655.041296;-35.57807855764607
1739209655.0412998;-35.57807855764607
1739209655.0413039;-26.991370085610736
1739209655.041308;-38.13080360867914
1739209655.041312;-45.120503652039325
1739209655.0413158;-45.120503652039325
1739209655.0413198;-35.57807855764607
1739209655.041324;-45.120503652039325
1739209655.0413277;-45.120503652039325
1739209655.0413318;-38.13080360867914
1739209655.0413358;-38.13080360867914
1739209655.0413399;-38.13080360867914
1739209655.0413437;-32.816014438256545
1739209655.0413477;-45.120503652039325
1739209655.0413518;-45.120503652039325
1739209655.0413558;-35.57807855764607
1739209655.0413597;-38.13080360867914
1739209655.0413637;-38.13080360867914
1739209655.0413678;-35.57807855764607
1739209655.0413718;-38.13080360867914
1739209655.0413756;-35.57807855764607
1739209655.0413797;-38.13080360867914
1739209655.0413837;-45.120503652039325
1739209655.0413878;-38.13080360867914
1739209655.0413916;-38.13080360867914
1739209655.0413957;-38.13080360867914
1739209655.0413997;-33.981070128970956
1739209655.0414035;-35.57807855764607
1739209655.0414076;-31.141103565318915
1739209655.0414116;-38.13080360867914
1739209655.0414157;-45.120503652039325
1739209655.0414195;-45.120503652039325
1739209655.0414236;-35.57807855764607
1739209655.0414276;-45.120503652039325
1739209655.0414317;-33.981070128970906
1739209655.0414355;-35.57807855764607
1739209655.0414395;-38.13080360867914
1739209655.0414436;-45.120503652039325
1739209655.0414476;-38.13080360867914
1739209655.0414515;-38.13080360867914
1739209655.0414555;-38.13080360867914
1739209655.0414596;-45.120503652039325
1739209655.0414636;-45.120503652039325
1739209655.0414674;-45.120503652039325
1739209655.0414715;-45.120503652039325
1739209655.0414755;-38.13080360867914
1739209655.0414796;-45.120503652039325
1739209655.0414834;-38.13080360867914
1739209655.0414875;-38.13080360867914
1739209655.0414915;-45.120503652039325
1739209655.0414953;-38.13080360867914
1739209655.0414994;-38.13080360867914
1739209655.0415034;-45.120503652039325
1739209655.0415075;-38.13080360867914
1739209655.0415113;-45.120503652039325
1739209655.0415154;-45.120503652039325
1739209655.0415194;-45.120503652039325
1739209655.0415235;-45.120503652039325
1739209655.0415273;-45.120503652039325
1739209655.0415313;-45.120503652039325
1739209655.0415354;-45.120503652039325
1739209655.0415394;-33.981070128970906
1739209655.0415432;-38.13080360867914
1739209655.0415473;-38.13080360867914
1739209655.0415514;-45.120503652039325
1739209655.0415554;-45.120503652039325
1739209655.0415592;-38.13080360867914
1739209655.0415633;-45.120503652039325
1739209655.0415673;-45.120503652039325
1739209655.0415711;-38.13080360867914
1739209655.0415752;-45.120503652039325
1739209655.0415792;-45.120503652039325
1739209655.0415833;-33.981070128970906
1739209655.041587;-38.13080360867914
1739209655.0415912;-38.13080360867914
1739209655.0415952;-31.141103565318915
1739209655.0415993;-45.120503652039325
1739209655.041603;-45.120503652039325
1739209655.0416071;-38.13080360867914
1739209655.0416112;-32.816014438256545
1739209655.0416152;-38.13080360867914
1739209655.041619;-45.120503652039325
1739209655.041623;-45.120503652039325
1739209655.0416272;-45.120503652039325
1739209655.0416312;-45.120503652039325
1739209655.041635;-33.981070128970906
1739209655.041639;-35.57807855764607
1739209655.0416431;-45.120503652039325
1739209655.0416472;-45.120503652039325
1739209655.041651;-33.981070128970906
1739209655.041655;-38.13080360867914
1739209655.041659;-33.981070128970906
1739209655.041663;-38.13080360867914
1739209655.041667;-33.981070128970906
1739209655.041671;-35.57807855764607
1739209655.041675;-35.57807855764607
1739209655.041679;-38.13080360867914
1739209655.041683;-38.13080360867914
1739209655.041687;-38.13080360867914
1739209655.041691;-45.120503652039325
1739209655.0416949;-45.120503652039325
1739209655.041699;-45.120503652039325
1739209655.041703;-45.120503652039325
1739209655.041707;-45.120503652039325
1739209655.0417109;-45.120503652039325
1739209655.041715;-38.13080360867914
1739209655.041719;-38.13080360867914
1739209655.041723;-38.13080360867914
1739209655.0417268;-45.120503652039325
1739209655.0417309;-33.981070128970906
1739209655.041735;-35.57807855764607
1739209655.041739;-38.13080360867914
1739209655.0417428;-35.57807855764607
1739209655.0417469;-38.13080360867914
1739209655.041751;-35.57807855764607
1739209655.0417547;-38.13080360867914
1739209655.0417588;-45.120503652039325
1739209655.0417628;-38.13080360867914
1739209655.041767;-35.57807855764607
1739209655.0417707;-45.120503652039325
1739209655.0417747;-38.13080360867914
1739209655.0417788;-38.13080360867914
1739209655.0417829;-38.13080360867914
1739209655.0417867;-45.120503652039325
1739209655.0417907;-45.120503652039325
1739209655.0417948;-38.13080360867914
1739209655.0417988;-33.981070128970906
1739209655.0418026;-38.13080360867914
