CAN Message; 0x39:0f8401984af7bd14
1739209836.5143385;-38.13080360867914
1739209836.5143476;-35.57807855764607
1739209836.5143564;-45.120503652039325
1739209836.5143654;-38.13080360867914
1739209836.5143743;-38.13080360867914
1739209836.5143833;-38.13080360867914
1739209836.5143921;-45.120503652039325
1739209836.5144012;-38.13080360867914
1739209836.51441;-31.141103565318915
1739209836.514419;-33.981070128970906
1739209836.5144281;-45.120503652039325
1739209836.514437;-45.120503652039325
1739209836.514446;-38.13080360867914
1739209836.5144548;-38.13080360867914
1739209836.514464;-45.120503652039325
1739209836.5144727;-45.120503652039325
1739209836.5144818;-38.13080360867914
1739209836.5144906;-38.13080360867914
1739209836.5144997;-45.120503652039325
1739209836.5145085;-38.13080360867914
1739209836.5145175;-38.13080360867914
1739209836.5145264;-35.57807855764607
1739209836.5145354;-45.120503652039325
1739209836.5145442;-45.120503652039325
1739209836.5145533;-45.120503652039325
1739209836.5145624;-38.13080360867914
1739209836.5145712;-45.120503652039325
1739209836.5145802;-38.13080360867914
1739209836.514589;-35.57807855764607
1739209836.5145981;-45.120503652039325
1739209836.514607;-45.120503652039325
1739209836.514616;-38.13080360867914
1739209836.5146248;-35.57807855764607
1739209836.514634;-45.120503652039325
1739209836.5146427;-35.57807855764607
1739209836.5146518;-38.13080360867914
1739209836.5146606;-45.120503652039325
1739209836.5146697;-45.120503652039325
1739209836.5146785;-45.120503652039325
1739209836.5146875;-38.13080360867914
1739209836.5146966;-45.120503652039325
1739209836.5147054;-45.120503652039325
1739209836.5147145;-45.120503652039325
1739209836.5147233;-45.120503652039325
1739209836.5147324;-38.13080360867914
1739209836.5147412;-38.13080360867914
1739209836.5147502;-38.13080360867914
1739209836.514759;-45.120503652039325
1739209836.5147681;-45.120503652039325
1739209836.514777;-45.120503652039325
1739209836.514786;-45.120503652039325
1739209836.5147948;-45.120503652039325
1739209836.514804;-45.120503652039325
1739209836.5148127;-38.13080360867914
1739209836.5148218;-38.13080360867914
1739209836.5148308;-45.120503652039325
1739209836.5148396;-45.120503652039325
1739209836.5148487;-45.120503652039325
1739209836.5148575;-45.120503652039325
1739209836.5148666;-38.13080360867914
1739209836.5148754;-35.57807855764607
1739209836.5148845;-38.13080360867914
1739209836.5148933;-38.13080360867914
1739209836.5149024;-32.816014438256545
1739209836.5149112;-33.981070128970906
1739209836.5149202;-45.120503652039325
1739209836.514929;-45.120503652039325
1739209836.514938;-38.13080360867914
1739209836.514947;-45.120503652039325
1739209836.514956;-45.120503652039325
1739209836.5149648;-45.120503652039325
1739209836.5149739;-38.13080360867914
1739209836.514983;-38.13080360867914
1739209836.5149918;-45.120503652039325
1739209836.5150008;-38.13080360867914
1739209836.5150096;-45.120503652039325
1739209836.5150187;-38.13080360867914
1739209836.5150275;-31.141103565318915
1739209836.5150366;-45.120503652039325
1739209836.5150454;-33.981070128970906
1739209836.5150545;-30.49652367304973
1739209836.5150633;-38.13080360867914
1739209836.5150723;-38.13080360867914
1739209836.5150812;-45.120503652039325
1739209836.5150902;-35.57807855764607
1739209836.515099;-38.13080360867914
1739209836.515108;-45.120503652039325
1739209836.5151172;-45.120503652039325
1739209836.515126;-45.120503652039325
1739209836.515135;-38.13080360867914
1739209836.5151439;-45.120503652039325
1739209836.515153;-38.13080360867914
1739209836.5151618;-45.120503652039325
1739209836.5151708;-45.120503652039325
1739209836.5151796;-45.120503652039325
1739209836.5151887;-45.120503652039325
1739209836.5151975;-35.57807855764607
1739209836.5152066;-38.13080360867914
1739209836.5152154;-45.120503652039325
1739209836.5152245;-45.120503652039325
1739209836.5152333;-26.991370085610736
1739209836.5152423;-28.58837851428586
1739209836.5152514;-45.120503652039325
1739209836.5152602;-45.120503652039325
1739209836.5152693;-45.120503652039325
1739209836.515278;-38.13080360867914
1739209836.5152872;-45.120503652039325
1739209836.515296;-45.120503652039325
1739209836.515305;-45.120503652039325
1739209836.5153139;-38.13080360867914
1739209836.515323;-35.57807855764607
1739209836.5153317;-33.981070128970906
1739209836.5153408;-45.120503652039325
1739209836.5153496;-45.120503652039325
1739209836.5153587;-35.57807855764607
1739209836.5153675;-45.120503652039325
1739209836.5153766;-32.816014438256545
1739209836.5153856;-31.141103565318893
1739209836.5153944;-38.13080360867914
1739209836.5154035;-38.13080360867914
1739209836.5154123;-32.816014438256545
1739209836.5154214;-38.13080360867914
1739209836.5154302;-38.13080360867914
1739209836.5154393;-33.981070128970906
1739209836.515448;-45.120503652039325
1739209836.5154572;-45.120503652039325
1739209836.515466;-35.57807855764607
1739209836.515475;-38.13080360867914
1739209836.5154839;-45.120503652039325
1739209836.515493;-45.120503652039325
1739209836.5155017;-45.120503652039325
1739209836.5155108;-38.13080360867914
1739209836.5155196;-38.13080360867914
1739209836.5155287;-38.13080360867914
1739209836.5155377;-35.57807855764607
1739209836.5155466;-38.13080360867914
1739209836.5155556;-35.57807855764607
1739209836.5155644;-38.13080360867914
1739209836.5155735;-38.13080360867914
1739209836.5155823;-38.13080360867914
1739209836.5155914;-32.816014438256545
1739209836.5156002;-25.826314394896357
1739209836.5156093;-45.120503652039325
1739209836.515618;-45.120503652039325
1739209836.5156271;-33.981070128970906
1739209836.515636;-35.57807855764607
1739209836.515645;-45.120503652039325
1739209836.5156538;-38.13080360867914
1739209836.515663;-38.13080360867914
1739209836.515672;-38.13080360867914
1739209836.5156808;-38.13080360867914
1739209836.5156898;-38.13080360867914
1739209836.5156987;-45.120503652039325
1739209836.5157077;-45.120503652039325
1739209836.5157166;-38.13080360867914
1739209836.5157256;-45.120503652039325
1739209836.5157344;-38.13080360867914
1739209836.5157435;-33.981070128970906
1739209836.5157523;-38.13080360867914
1739209836.5157614;-38.13080360867914
1739209836.5157702;-45.120503652039325
1739209836.5157793;-45.120503652039325
1739209836.515788;-45.120503652039325
1739209836.5157971;-38.13080360867914
1739209836.5158062;-45.120503652039325
1739209836.515815;-38.13080360867914
1739209836.515824;-35.57807855764607
1739209836.515833;-38.13080360867914
1739209836.515842;-45.120503652039325
1739209836.5158508;-38.13080360867914
1739209836.5158598;-38.13080360867914
1739209836.5158687;-38.13080360867914
1739209836.5158777;-38.13080360867914
1739209836.5158865;-38.13080360867914
1739209836.5158956;-38.13080360867914
1739209836.5159044;-45.120503652039325
1739209836.5159135;-45.120503652039325
1739209836.5159223;-45.120503652039325
1739209836.5159314;-33.981070128970906
1739209836.5159404;-33.981070128970906
1739209836.5159492;-45.120503652039325
1739209836.5159583;-38.13080360867914
1739209836.5159671;-45.120503652039325
1739209836.5159762;-45.120503652039325
1739209836.515985;-45.120503652039325
1739209836.515994;-35.57807855764607
1739209836.516003;-38.13080360867914
1739209836.516012;-38.13080360867914
1739209836.5160208;-38.13080360867914
1739209836.5160298;-38.13080360867914
1739209836.5160387;-45.120503652039325
1739209836.5160477;-38.13080360867914
1739209836.5160565;-38.13080360867914
1739209836.5160656;-45.120503652039325
1739209836.5160744;-45.120503652039325
1739209836.5160835;-45.120503652039325
1739209836.5160925;-45.120503652039325
1739209836.5161014;-45.120503652039325
1739209836.5161104;-45.120503652039325
1739209836.5161192;-38.13080360867914
1739209836.5161283;-38.13080360867914
1739209836.5161371;-38.13080360867914
1739209836.5161462;-35.57807855764607
1739209836.516155;-35.57807855764607
1739209836.516164;-38.13080360867914
1739209836.516173;-45.120503652039325
1739209836.516182;-45.120503652039325
1739209836.5161908;-38.13080360867914
1739209836.5161998;-33.981070128970906
1739209836.5162086;-31.141103565318915
1739209836.5162177;-38.13080360867914
1739209836.5162268;-45.120503652039325
1739209836.5162356;-35.57807855764607
1739209836.5162446;-33.981070128970906
1739209836.5162535;-38.13080360867914
1739209836.5162625;-38.13080360867914
1739209836.5162714;-38.13080360867914
1739209836.5162804;-45.120503652039325
1739209836.5162892;-45.120503652039325
1739209836.5162983;-38.13080360867914
1739209836.516307;-38.13080360867914
1739209836.5163162;-38.13080360867914
1739209836.516325;-38.13080360867914
1739209836.516334;-45.120503652039325
1739209836.5163429;-38.13080360867914
1739209836.516352;-33.981070128970906
1739209836.516361;-35.57807855764607
1739209836.5163698;-38.13080360867914
1739209836.5163789;-35.57807855764607
1739209836.5163877;-38.13080360867914
1739209836.5163968;-45.120503652039325
1739209836.5164056;-45.120503652039325
1739209836.5164146;-45.120503652039325
1739209836.5164235;-33.981070128970906
1739209836.5164325;-45.120503652039325
1739209836.5164413;-45.120503652039325
1739209836.5164504;-45.120503652039325
1739209836.5164592;-45.120503652039325
1739209836.5164683;-30.49652367304973
1739209836.516477;-45.120503652039325
1739209836.5164862;-38.13080360867914
1739209836.5164952;-38.13080360867914
1739209836.516504;-35.57807855764607
1739209836.516513;-45.120503652039325
1739209836.516522;-35.57807855764607
1739209836.516531;-45.120503652039325
1739209836.5165398;-45.120503652039325
1739209836.5165489;-38.13080360867914
1739209836.5165577;-45.120503652039325
1739209836.5165668;-45.120503652039325
1739209836.5165756;-45.120503652039325
1739209836.5165846;-38.13080360867914
1739209836.5165935;-45.120503652039325
1739209836.5166025;-45.120503652039325
1739209836.5166113;-45.120503652039325
1739209836.5166204;-38.13080360867914
1739209836.5166292;-45.120503652039325
1739209836.5166383;-38.13080360867914
1739209836.5166473;-32.816014438256545
1739209836.5166562;-38.13080360867914
1739209836.5166652;-45.120503652039325
1739209836.516674;-45.120503652039325
1739209836.516683;-31.141103565318893
1739209836.516692;-35.57807855764607
1739209836.516701;-35.57807855764607
1739209836.5167098;-45.120503652039325
1739209836.5167189;-38.13080360867914
1739209836.5167277;-38.13080360867914
1739209836.5167367;-45.120503652039325
1739209836.5167456;-45.120503652039325
1739209836.5167546;-38.13080360867914
1739209836.5167634;-45.120503652039325
1739209836.5167725;-45.120503652039325
1739209836.5167816;-45.120503652039325
1739209836.5167904;-45.120503652039325
1739209836.5167994;-38.13080360867914
1739209836.5168083;-35.57807855764607
1739209836.5168173;-38.13080360867914
1739209836.5168262;-31.141103565318893
1739209836.5168352;-35.57807855764607
1739209836.516844;-38.13080360867914
1739209836.516853;-33.981070128970906
1739209836.516862;-45.120503652039325
1739209836.516871;-45.120503652039325
1739209836.5168798;-38.13080360867914
1739209836.5168889;-33.981070128970906
1739209836.5168977;-45.120503652039325
1739209836.5169067;-45.120503652039325
1739209836.5169158;-35.57807855764607
1739209836.5169246;-38.13080360867914
1739209836.5169337;-45.120503652039325
1739209836.5169425;-38.13080360867914
1739209836.5169516;-35.57807855764607
1739209836.5169604;-38.13080360867914
1739209836.5169694;-45.120503652039325
1739209836.5169783;-45.120503652039325
1739209836.5169873;-35.57807855764607
1739209836.5169961;-38.13080360867914
1739209836.5170052;-38.13080360867914
1739209836.517014;-38.13080360867914
1739209836.517023;-38.13080360867914
1739209836.517032;-45.120503652039325
1739209836.517041;-32.816014438256545
1739209836.51705;-32.816014438256545
1739209836.5170588;-45.120503652039325
1739209836.517068;-45.120503652039325
1739209836.5170767;-32.816014438256545
1739209836.5170858;-38.13080360867914
1739209836.5170946;-45.120503652039325
1739209836.5171037;-45.120503652039325
1739209836.5171125;-45.120503652039325
1739209836.5171216;-38.13080360867914
1739209836.5171304;-45.120503652039325
1739209836.5171394;-45.120503652039325
1739209836.5171483;-38.13080360867914
1739209836.5171573;-38.13080360867914
1739209836.5171661;-45.120503652039325
1739209836.5171752;-45.120503652039325
1739209836.517184;-32.816014438256545
1739209836.517193;-28.58837851428586
1739209836.5172021;-45.120503652039325
1739209836.517211;-45.120503652039325
1739209836.51722;-35.57807855764607
1739209836.5172288;-35.57807855764607
1739209836.517238;-45.120503652039325
1739209836.5172467;-38.13080360867914
1739209836.5172558;-33.981070128970906
1739209836.5172646;-45.120503652039325
1739209836.5172737;-45.120503652039325
1739209836.5172825;-45.120503652039325
1739209836.5172915;-45.120503652039325
1739209836.5173004;-45.120503652039325
1739209836.5173094;-45.120503652039325
1739209836.5173182;-45.120503652039325
1739209836.5173273;-38.13080360867914
1739209836.5173364;-32.816014438256545
1739209836.5173452;-45.120503652039325
1739209836.5173542;-45.120503652039325
1739209836.517363;-45.120503652039325
1739209836.5173721;-38.13080360867914
1739209836.517381;-33.981070128970906
1739209836.51739;-38.13080360867914
1739209836.5173988;-45.120503652039325
1739209836.517408;-38.13080360867914
1739209836.5174167;-35.57807855764607
1739209836.5174258;-38.13080360867914
1739209836.5174346;-45.120503652039325
1739209836.5174437;-38.13080360867914
1739209836.5174525;-35.57807855764607
1739209836.5174615;-38.13080360867914
1739209836.5174706;-45.120503652039325
1739209836.5174794;-45.120503652039325
1739209836.5174885;-45.120503652039325
1739209836.5174973;-38.13080360867914
1739209836.5175064;-45.120503652039325
1739209836.5175152;-45.120503652039325
1739209836.5175242;-35.57807855764607
1739209836.517533;-32.816014438256545
1739209836.5175421;-45.120503652039325
1739209836.517551;-38.13080360867914
1739209836.51756;-35.57807855764607
1739209836.5175688;-38.13080360867914
1739209836.517578;-45.120503652039325
1739209836.5175867;-32.816014438256545
1739209836.5175958;-31.141103565318915
1739209836.5176048;-38.13080360867914
1739209836.5176136;-45.120503652039325
1739209836.5176227;-45.120503652039325
1739209836.5176315;-45.120503652039325
1739209836.5176406;-45.120503652039325
1739209836.5176494;-45.120503652039325
1739209836.5176585;-45.120503652039325
1739209836.5176673;-33.981070128970906
1739209836.5176764;-38.13080360867914
1739209836.5176852;-45.120503652039325
1739209836.5176942;-33.981070128970906
1739209836.517703;-45.120503652039325
1739209836.517712;-45.120503652039325
1739209836.517721;-38.13080360867914
1739209836.51773;-33.981070128970906
1739209836.5177388;-38.13080360867914
1739209836.5177479;-45.120503652039325
1739209836.517757;-45.120503652039325
1739209836.5177658;-38.13080360867914
1739209836.5177748;-45.120503652039325
1739209836.5177836;-38.13080360867914
1739209836.5177927;-38.13080360867914
1739209836.5178015;-38.13080360867914
1739209836.5178106;-45.120503652039325
1739209836.5178194;-45.120503652039325
1739209836.5178285;-35.57807855764607
1739209836.5178373;-33.981070128970906
1739209836.5178463;-38.13080360867914
1739209836.5178552;-45.120503652039325
1739209836.5178642;-38.13080360867914
1739209836.517873;-35.57807855764607
1739209836.517882;-45.120503652039325
1739209836.5178912;-38.13080360867914
1739209836.5179;-38.13080360867914
1739209836.517909;-38.13080360867914
1739209836.5179179;-38.13080360867914
1739209836.517927;-45.120503652039325
1739209836.5179358;-45.120503652039325
1739209836.5179448;-38.13080360867914
1739209836.5179536;-38.13080360867914
1739209836.5179627;-33.981070128970906
1739209836.5179715;-45.120503652039325
1739209836.5179806;-45.120503652039325
1739209836.5179894;-45.120503652039325
1739209836.5179985;-38.13080360867914
1739209836.5180073;-35.57807855764607
1739209836.5180163;-38.13080360867914
1739209836.5180254;-38.13080360867914
1739209836.5180342;-38.13080360867914
1739209836.5180433;-45.120503652039325
1739209836.518052;-38.13080360867914
1739209836.5180612;-30.49652367304973
1739209836.51807;-38.13080360867914
1739209836.518079;-45.120503652039325
1739209836.5180879;-38.13080360867914
1739209836.518097;-38.13080360867914
1739209836.5181057;-38.13080360867914
1739209836.5181148;-45.120503652039325
1739209836.5181236;-45.120503652039325
1739209836.5181327;-45.120503652039325
1739209836.5181415;-38.13080360867914
1739209836.5181506;-45.120503652039325
1739209836.5181594;-45.120503652039325
1739209836.5181684;-38.13080360867914
1739209836.5181775;-38.13080360867914
1739209836.5181863;-45.120503652039325
1739209836.5181954;-38.13080360867914
1739209836.5182042;-30.49652367304973
1739209836.5182133;-38.13080360867914
1739209836.518222;-45.120503652039325
1739209836.5182312;-38.13080360867914
1739209836.51824;-32.816014438256545
1739209836.518249;-38.13080360867914
1739209836.5182579;-45.120503652039325
1739209836.518267;-38.13080360867914
1739209836.5182757;-32.816014438256545
1739209836.5182848;-33.981070128970906
1739209836.5182936;-45.120503652039325
1739209836.5183027;-38.13080360867914
1739209836.5183117;-45.120503652039325
1739209836.5183206;-45.120503652039325
1739209836.5183296;-45.120503652039325
1739209836.5183384;-45.120503652039325
1739209836.5183475;-45.120503652039325
1739209836.5183563;-38.13080360867914
1739209836.5183654;-45.120503652039325
1739209836.5183742;-38.13080360867914
1739209836.5183833;-35.57807855764607
1739209836.518392;-45.120503652039325
1739209836.5184011;-35.57807855764607
1739209836.51841;-38.13080360867914
1739209836.518419;-38.13080360867914
1739209836.5184278;-33.981070128970906
1739209836.518437;-33.981070128970906
1739209836.518446;-38.13080360867914
1739209836.5184548;-45.120503652039325
1739209836.5184639;-38.13080360867914
1739209836.5184727;-38.13080360867914
1739209836.5184817;-33.981070128970906
1739209836.5184906;-38.13080360867914
1739209836.5184996;-45.120503652039325
1739209836.5185084;-38.13080360867914
1739209836.5185175;-45.120503652039325
1739209836.5185263;-45.120503652039325
1739209836.5185354;-45.120503652039325
1739209836.5185442;-45.120503652039325
1739209836.5185533;-45.120503652039325
1739209836.518562;-26.991370085610736
1739209836.5185711;-30.49652367304973
1739209836.5185802;-45.120503652039325
1739209836.518589;-38.13080360867914
1739209836.518598;-32.816014438256545
1739209836.518607;-38.13080360867914
1739209836.518616;-45.120503652039325
1739209836.5186248;-33.981070128970906
1739209836.5186338;-38.13080360867914
1739209836.5186427;-45.120503652039325
1739209836.5186517;-38.13080360867914
1739209836.5186605;-45.120503652039325
1739209836.5186696;-45.120503652039325
1739209836.5186784;-45.120503652039325
1739209836.5186875;-45.120503652039325
1739209836.5186963;-45.120503652039325
1739209836.5187054;-29.438486411369333
1739209836.5187142;-35.57807855764607
1739209836.5187232;-45.120503652039325
1739209836.5187323;-38.13080360867914
1739209836.5187411;-32.816014438256545
1739209836.5187502;-33.981070128970906
1739209836.518759;-45.120503652039325
1739209836.518768;-38.13080360867914
1739209836.518777;-35.57807855764607
1739209836.518786;-38.13080360867914
1739209836.5187948;-45.120503652039325
1739209836.5188038;-38.13080360867914
1739209836.5188127;-38.13080360867914
1739209836.5188217;-45.120503652039325
1739209836.5188305;-45.120503652039325
1739209836.5188396;-38.13080360867914
1739209836.5188484;-38.13080360867914
1739209836.5188575;-45.120503652039325
1739209836.5188665;-38.13080360867914
1739209836.5188754;-38.13080360867914
1739209836.5188844;-38.13080360867914
1739209836.5188932;-45.120503652039325
1739209836.5189023;-38.13080360867914
1739209836.5189111;-45.120503652039325
1739209836.5189202;-33.981070128970906
1739209836.518929;-28.992665084841942
1739209836.518938;-45.120503652039325
1739209836.518947;-38.13080360867914
1739209836.518956;-32.816014438256545
1739209836.5189648;-32.816014438256545
1739209836.5189738;-45.120503652039325
1739209836.5189826;-33.981070128970906
1739209836.5189917;-45.120503652039325
1739209836.5190008;-32.81601443825658
1739209836.5190096;-35.57807855764607
1739209836.5190187;-38.13080360867914
1739209836.5190275;-45.120503652039325
1739209836.5190365;-33.981070128970906
1739209836.5190454;-45.120503652039325
1739209836.5190544;-38.13080360867914
1739209836.5190632;-38.13080360867914
1739209836.5190723;-31.141103565318915
1739209836.519081;-45.120503652039325
1739209836.5190902;-45.120503652039325
1739209836.519099;-45.120503652039325
1739209836.519108;-38.13080360867914
1739209836.5191169;-38.13080360867914
1739209836.519126;-45.120503652039325
1739209836.519135;-45.120503652039325
1739209836.5191438;-32.816014438256545
1739209836.5191529;-38.13080360867914
1739209836.5191617;-45.120503652039325
1739209836.5191708;-45.120503652039325
1739209836.5191796;-45.120503652039325
1739209836.5191886;-45.120503652039325
1739209836.5191975;-45.120503652039325
1739209836.5192065;-38.13080360867914
1739209836.5192153;-38.13080360867914
1739209836.5192244;-38.13080360867914
1739209836.5192332;-38.13080360867914
1739209836.5192423;-45.120503652039325
1739209836.519251;-38.13080360867914
1739209836.5192602;-45.120503652039325
1739209836.519269;-45.120503652039325
1739209836.519278;-35.57807855764607
1739209836.519287;-33.981070128970906
1739209836.519296;-45.120503652039325
1739209836.519305;-38.13080360867914
1739209836.5193138;-38.13080360867914
1739209836.5193229;-33.981070128970906
1739209836.5193317;-45.120503652039325
1739209836.5193408;-45.120503652039325
1739209836.5193496;-35.57807855764607
1739209836.5193586;-38.13080360867914
1739209836.5193675;-45.120503652039325
1739209836.5193765;-38.13080360867914
1739209836.5193853;-38.13080360867914
1739209836.5193944;-45.120503652039325
1739209836.5194032;-45.120503652039325
1739209836.5194123;-33.981070128970906
1739209836.5194213;-38.13080360867914
1739209836.5194302;-33.981070128970906
1739209836.5194392;-38.13080360867914
1739209836.519448;-45.120503652039325
1739209836.519457;-38.13080360867914
1739209836.519466;-33.981070128970906
1739209836.519475;-45.120503652039325
1739209836.5194838;-38.13080360867914
1739209836.5194929;-38.13080360867914
1739209836.5195017;-38.13080360867914
1739209836.5195107;-38.13080360867914
1739209836.5195196;-38.13080360867914
1739209836.5195286;-45.120503652039325
1739209836.5195374;-45.120503652039325
1739209836.5195465;-38.13080360867914
1739209836.5195556;-38.13080360867914
1739209836.5195644;-45.120503652039325
1739209836.5195735;-45.120503652039325
1739209836.5195823;-45.120503652039325
1739209836.5195913;-45.120503652039325
1739209836.5196002;-45.120503652039325
1739209836.5196092;-38.13080360867914
1739209836.519618;-32.816014438256545
1739209836.519627;-33.981070128970906
1739209836.519636;-45.120503652039325
1739209836.519645;-45.120503652039325
1739209836.5196538;-33.981070128970906
1739209836.5196629;-45.120503652039325
1739209836.5196717;-38.13080360867914
1739209836.5196807;-38.13080360867914
1739209836.5196898;-38.13080360867914
1739209836.5196986;-38.13080360867914
1739209836.5197077;-38.13080360867914
1739209836.5197165;-38.13080360867914
1739209836.5197256;-45.120503652039325
1739209836.5197344;-45.120503652039325
1739209836.5197434;-45.120503652039325
1739209836.5197523;-45.120503652039325
1739209836.5197613;-45.120503652039325
1739209836.5197701;-45.120503652039325
1739209836.5197792;-33.981070128970906
1739209836.519788;-38.13080360867914
1739209836.519797;-35.57807855764607
1739209836.519806;-38.13080360867914
1739209836.519815;-38.13080360867914
1739209836.5198238;-45.120503652039325
1739209836.5198328;-45.120503652039325
1739209836.519842;-38.13080360867914
1739209836.5198507;-45.120503652039325
1739209836.5198598;-45.120503652039325
1739209836.5198686;-45.120503652039325
1739209836.5198777;-45.120503652039325
1739209836.5198865;-38.13080360867914
1739209836.5198956;-45.120503652039325
1739209836.5199044;-45.120503652039325
1739209836.5199134;-45.120503652039325
1739209836.5199223;-38.13080360867914
1739209836.5199313;-33.981070128970906
1739209836.5199401;-45.120503652039325
1739209836.5199492;-38.13080360867914
1739209836.519958;-38.13080360867914
1739209836.519967;-38.13080360867914
1739209836.5199761;-35.57807855764607
1739209836.519985;-45.120503652039325
1739209836.519994;-38.13080360867914
1739209836.5200028;-45.120503652039325
1739209836.520012;-45.120503652039325
1739209836.5200207;-38.13080360867914
1739209836.5200298;-38.13080360867914
1739209836.5200386;-45.120503652039325
1739209836.5200477;-45.120503652039325
1739209836.5200565;-38.13080360867914
1739209836.5200655;-38.13080360867914
1739209836.5200744;-38.13080360867914
1739209836.5200834;-35.57807855764607
1739209836.5200922;-45.120503652039325
1739209836.5201013;-35.57807855764607
1739209836.5201104;-38.13080360867914
1739209836.5201192;-45.120503652039325
1739209836.5201283;-45.120503652039325
1739209836.520137;-45.120503652039325
1739209836.5201461;-45.120503652039325
1739209836.520155;-29.438486411369333
1739209836.520164;-32.816014438256545
1739209836.5201728;-38.13080360867914
1739209836.520182;-45.120503652039325
1739209836.5201907;-45.120503652039325
1739209836.5201998;-38.13080360867914
1739209836.5202086;-35.57807855764607
1739209836.5202177;-38.13080360867914
1739209836.5202265;-45.120503652039325
1739209836.5202355;-45.120503652039325
1739209836.5202446;-45.120503652039325
1739209836.5202534;-45.120503652039325
1739209836.5202625;-45.120503652039325
1739209836.5202713;-45.120503652039325
1739209836.5202804;-45.120503652039325
1739209836.5202892;-45.120503652039325
1739209836.5202982;-35.57807855764607
1739209836.520307;-38.13080360867914
1739209836.5203161;-45.120503652039325
1739209836.520325;-45.120503652039325
1739209836.520334;-33.981070128970906
1739209836.5203428;-45.120503652039325
1739209836.520352;-45.120503652039325
1739209836.5203607;-45.120503652039325
1739209836.5203698;-35.57807855764607
1739209836.5203786;-35.57807855764607
1739209836.5203876;-45.120503652039325
1739209836.5203967;-45.120503652039325
1739209836.5204055;-35.57807855764607
1739209836.5204146;-45.120503652039325
1739209836.5204234;-45.120503652039325
1739209836.5204325;-32.816014438256545
1739209836.5204413;-45.120503652039325
1739209836.5204504;-45.120503652039325
1739209836.5204592;-45.120503652039325
1739209836.5204682;-45.120503652039325
1739209836.520477;-45.120503652039325
1739209836.520486;-45.120503652039325
1739209836.520495;-38.13080360867914
1739209836.520504;-45.120503652039325
1739209836.5205128;-33.981070128970906
1739209836.5205219;-30.49652367304973
1739209836.520531;-45.120503652039325
1739209836.5205398;-45.120503652039325
1739209836.5205488;-35.57807855764607
1739209836.5205576;-38.13080360867914
1739209836.5205667;-45.120503652039325
1739209836.5205755;-38.13080360867914
1739209836.5205846;-45.120503652039325
1739209836.5205934;-38.13080360867914
