CAN Message; 0x98:00009e6fc9f50a66
1739209585.1847641;-33.981070128970906
1739209585.1847703;-38.13080360867914
1739209585.1847768;-35.57807855764607
1739209585.184783;-45.120503652039325
1739209585.1847892;-45.120503652039325
1739209585.1847954;-33.981070128970906
1739209585.1848016;-45.120503652039325
1739209585.184808;-38.13080360867914
1739209585.1848142;-38.13080360867914
1739209585.1848204;-45.120503652039325
1739209585.1848266;-38.13080360867914
1739209585.184833;-33.981070128970906
1739209585.1848392;-38.13080360867914
1739209585.1848454;-38.13080360867914
1739209585.1848516;-33.981070128970906
1739209585.1848578;-38.13080360867914
1739209585.1848643;-45.120503652039325
1739209585.1848705;-45.120503652039325
1739209585.1848767;-35.57807855764607
1739209585.1848829;-45.120503652039325
1739209585.184889;-45.120503652039325
1739209585.1848955;-35.57807855764607
1739209585.1849017;-45.120503652039325
1739209585.184908;-45.120503652039325
1739209585.184914;-38.13080360867914
1739209585.1849203;-45.120503652039325
1739209585.1849267;-45.120503652039325
1739209585.184933;-33.981070128970906
1739209585.1849391;-33.981070128970906
1739209585.1849453;-45.120503652039325
1739209585.1849515;-35.57807855764607
1739209585.184958;-35.57807855764607
1739209585.1849642;-38.13080360867914
1739209585.1849704;-38.13080360867914
1739209585.1849766;-45.120503652039325
1739209585.1849828;-38.13080360867914
1739209585.1849892;-38.13080360867914
1739209585.1849954;-45.120503652039325
1739209585.1850016;-45.120503652039325
1739209585.1850078;-45.120503652039325
1739209585.1850142;-32.816014438256545
1739209585.1850204;-35.57807855764607
1739209585.1850266;-38.13080360867914
1739209585.1850328;-32.816014438256545
1739209585.185039;-38.13080360867914
1739209585.1850455;-38.13080360867914
1739209585.1850517;-38.13080360867914
1739209585.1850579;-33.981070128970906
1739209585.185064;-45.120503652039325
1739209585.1850703;-45.120503652039325
1739209585.1850767;-38.13080360867914
1739209585.185083;-38.13080360867914
1739209585.185089;-33.981070128970906
1739209585.1850953;-45.120503652039325
1739209585.1851015;-38.13080360867914
1739209585.185108;-38.13080360867914
1739209585.1851141;-38.13080360867914
1739209585.1851203;-45.120503652039325
1739209585.1851265;-45.120503652039325
1739209585.1851327;-35.57807855764607
1739209585.1851392;-38.13080360867914
1739209585.1851454;-45.120503652039325
1739209585.1851516;-38.13080360867914
1739209585.1851578;-33.981070128970906
1739209585.185164;-31.141103565318915
1739209585.1851704;-45.120503652039325
1739209585.1851766;-38.13080360867914
1739209585.1851828;-38.13080360867914
1739209585.185189;-33.981070128970906
1739209585.1851954;-45.120503652039325
1739209585.1852016;-45.120503652039325
1739209585.1852078;-45.120503652039325
1739209585.185214;-32.816014438256545
1739209585.1852202;-38.13080360867914
1739209585.1852267;-38.13080360867914
1739209585.1852329;-38.13080360867914
1739209585.185239;-45.120503652039325
1739209585.1852453;-45.120503652039325
1739209585.1852515;-45.120503652039325
1739209585.185258;-38.13080360867914
1739209585.185264;-38.13080360867914
1739209585.1852703;-45.120503652039325
1739209585.1852765;-38.13080360867914
1739209585.1852827;-32.816014438256545
1739209585.1852891;-38.13080360867914
1739209585.1852953;-45.120503652039325
1739209585.1853015;-45.120503652039325
1739209585.1853077;-45.120503652039325
1739209585.185314;-45.120503652039325
1739209585.1853204;-45.120503652039325
1739209585.1853266;-45.120503652039325
1739209585.1853328;-45.120503652039325
1739209585.185339;-38.13080360867914
1739209585.1853452;-38.13080360867914
1739209585.1853516;-38.13080360867914
1739209585.1853578;-33.981070128970906
1739209585.185364;-38.13080360867914
1739209585.1853702;-45.120503652039325
1739209585.1853766;-38.13080360867914
1739209585.1853828;-35.57807855764607
1739209585.185389;-45.120503652039325
1739209585.1853952;-38.13080360867914
1739209585.1854014;-45.120503652039325
1739209585.1854079;-31.141103565318915
1739209585.185414;-28.992665084841942
1739209585.1854203;-45.120503652039325
1739209585.1854265;-45.120503652039325
1739209585.1854327;-45.120503652039325
1739209585.185439;-33.981070128970906
1739209585.1854453;-45.120503652039325
1739209585.1854515;-38.13080360867914
1739209585.1854577;-33.981070128970906
1739209585.185464;-33.981070128970906
1739209585.1854703;-45.120503652039325
1739209585.1854765;-38.13080360867914
1739209585.1854827;-38.13080360867914
1739209585.185489;-38.13080360867914
1739209585.1854951;-45.120503652039325
1739209585.1855016;-45.120503652039325
1739209585.1855078;-38.13080360867914
1739209585.185514;-45.120503652039325
1739209585.1855202;-45.120503652039325
1739209585.1855264;-38.13080360867914
1739209585.1855328;-32.816014438256545
1739209585.185539;-45.120503652039325
1739209585.1855452;-45.120503652039325
1739209585.1855514;-45.120503652039325
1739209585.1855578;-45.120503652039325
1739209585.185564;-33.981070128970906
1739209585.1855702;-38.13080360867914
1739209585.1855764;-45.120503652039325
1739209585.1855826;-38.13080360867914
1739209585.185589;-38.13080360867914
1739209585.1855953;-38.13080360867914
1739209585.1856015;-38.13080360867914
1739209585.1856077;-33.981070128970906
1739209585.1856139;-28.992665084841942
1739209585.1856203;-45.120503652039325
1739209585.1856265;-45.120503652039325
1739209585.1856327;-38.13080360867914
1739209585.185639;-45.120503652039325
1739209585.185645;-45.120503652039325
1739209585.1856515;-45.120503652039325
1739209585.1856577;-38.13080360867914
1739209585.185664;-35.57807855764607
1739209585.1856701;-45.120503652039325
1739209585.1856763;-38.13080360867914
1739209585.1856828;-45.120503652039325
1739209585.185689;-45.120503652039325
1739209585.1856952;-45.120503652039325
1739209585.1857014;-45.120503652039325
1739209585.1857078;-38.13080360867914
1739209585.185714;-33.981070128970906
1739209585.1857202;-38.13080360867914
1739209585.1857264;-38.13080360867914
1739209585.1857326;-35.57807855764607
1739209585.185739;-38.13080360867914
1739209585.1857452;-45.120503652039325
1739209585.1857514;-45.120503652039325
1739209585.1857576;-45.120503652039325
1739209585.1857638;-45.120503652039325
1739209585.1857703;-38.13080360867914
1739209585.1857765;-38.13080360867914
1739209585.1857827;-45.120503652039325
1739209585.1857889;-33.981070128970906
1739209585.185795;-38.13080360867914
1739209585.1858015;-45.120503652039325
1739209585.1858077;-38.13080360867914
1739209585.185814;-45.120503652039325
1739209585.18582;-38.13080360867914
1739209585.1858263;-45.120503652039325
1739209585.1858327;-35.57807855764607
1739209585.185839;-38.13080360867914
1739209585.1858451;-38.13080360867914
1739209585.1858513;-35.57807855764607
1739209585.1858575;-45.120503652039325
1739209585.185864;-45.120503652039325
1739209585.1858702;-45.120503652039325
1739209585.1858764;-38.13080360867914
1739209585.1858826;-45.120503652039325
1739209585.185889;-38.13080360867914
1739209585.1858952;-45.120503652039325
1739209585.1859014;-45.120503652039325
1739209585.1859076;-45.120503652039325
1739209585.1859138;-45.120503652039325
1739209585.1859202;-45.120503652039325
1739209585.1859264;-45.120503652039325
1739209585.1859326;-45.120503652039325
1739209585.1859388;-45.120503652039325
1739209585.185945;-38.13080360867914
1739209585.1859515;-45.120503652039325
1739209585.1859577;-45.120503652039325
1739209585.1859639;-32.816014438256545
1739209585.18597;-33.981070128970906
1739209585.1859763;-38.13080360867914
1739209585.1859827;-38.13080360867914
1739209585.185989;-45.120503652039325
1739209585.185995;-45.120503652039325
1739209585.1860013;-45.120503652039325
1739209585.1860075;-38.13080360867914
1739209585.186014;-45.120503652039325
1739209585.1860201;-45.120503652039325
1739209585.1860263;-38.13080360867914
1739209585.1860325;-38.13080360867914
1739209585.1860387;-45.120503652039325
1739209585.1860452;-33.981070128970906
1739209585.1860514;-38.13080360867914
1739209585.1860576;-45.120503652039325
1739209585.1860638;-35.57807855764607
1739209585.1860702;-35.57807855764607
1739209585.1860764;-38.13080360867914
1739209585.1860826;-45.120503652039325
1739209585.1860888;-33.981070128970906
1739209585.186095;-38.13080360867914
1739209585.1861014;-45.120503652039325
1739209585.1861076;-45.120503652039325
1739209585.1861138;-45.120503652039325
1739209585.18612;-45.120503652039325
1739209585.1861262;-33.981070128970906
1739209585.1861327;-35.57807855764607
1739209585.1861389;-45.120503652039325
1739209585.186145;-38.13080360867914
1739209585.1861513;-30.49652367304973
1739209585.1861575;-32.816014438256545
1739209585.186164;-45.120503652039325
1739209585.18617;-38.13080360867914
1739209585.1861763;-38.13080360867914
1739209585.1861825;-45.120503652039325
1739209585.1861887;-45.120503652039325
1739209585.1861951;-38.13080360867914
1739209585.1862013;-38.13080360867914
1739209585.1862075;-38.13080360867914
1739209585.1862137;-35.57807855764607
1739209585.18622;-38.13080360867914
1739209585.1862264;-45.120503652039325
1739209585.1862326;-45.120503652039325
1739209585.1862388;-38.13080360867914
1739209585.186245;-38.13080360867914
1739209585.1862514;-38.13080360867914
1739209585.1862576;-35.57807855764607
1739209585.1862638;-45.120503652039325
1739209585.18627;-33.981070128970906
1739209585.1862762;-33.981070128970906
1739209585.1862826;-38.13080360867914
1739209585.1862888;-38.13080360867914
1739209585.186295;-45.120503652039325
1739209585.1863012;-38.13080360867914
1739209585.1863074;-38.13080360867914
1739209585.1863139;-45.120503652039325
1739209585.18632;-45.120503652039325
1739209585.1863263;-45.120503652039325
1739209585.1863325;-45.120503652039325
1739209585.1863387;-45.120503652039325
1739209585.186345;-38.13080360867914
1739209585.1863513;-38.13080360867914
1739209585.1863575;-33.981070128970906
1739209585.1863637;-45.120503652039325
1739209585.18637;-38.13080360867914
1739209585.1863763;-38.13080360867914
1739209585.1863825;-45.120503652039325
1739209585.1863887;-38.13080360867914
1739209585.186395;-38.13080360867914
1739209585.1864011;-38.13080360867914
1739209585.1864076;-45.120503652039325
1739209585.1864138;-33.981070128970906
1739209585.18642;-38.13080360867914
1739209585.1864262;-45.120503652039325
1739209585.1864326;-45.120503652039325
1739209585.1864388;-45.120503652039325
1739209585.186445;-45.120503652039325
1739209585.1864512;-38.13080360867914
1739209585.1864574;-38.13080360867914
1739209585.1864638;-45.120503652039325
1739209585.18647;-45.120503652039325
1739209585.1864762;-38.13080360867914
1739209585.1864824;-38.13080360867914
1739209585.1864886;-45.120503652039325
1739209585.186495;-38.13080360867914
1739209585.1865013;-38.13080360867914
1739209585.1865075;-45.120503652039325
1739209585.1865137;-33.981070128970906
1739209585.1865199;-38.13080360867914
1739209585.1865263;-45.120503652039325
1739209585.1865325;-38.13080360867914
1739209585.1865387;-38.13080360867914
1739209585.186545;-38.13080360867914
1739209585.186551;-45.120503652039325
1739209585.1865575;-45.120503652039325
1739209585.1865637;-45.120503652039325
1739209585.18657;-45.120503652039325
1739209585.1865761;-45.120503652039325
1739209585.1865823;-38.13080360867914
1739209585.1865888;-38.13080360867914
1739209585.186595;-38.13080360867914
1739209585.1866012;-45.120503652039325
1739209585.1866074;-45.120503652039325
1739209585.1866138;-45.120503652039325
1739209585.18662;-45.120503652039325
1739209585.1866262;-38.13080360867914
1739209585.1866324;-38.13080360867914
1739209585.1866386;-38.13080360867914
1739209585.186645;-45.120503652039325
1739209585.1866512;-38.13080360867914
1739209585.1866574;-38.13080360867914
1739209585.1866636;-38.13080360867914
1739209585.1866698;-38.13080360867914
1739209585.1866763;-28.992665084841942
1739209585.1866825;-45.120503652039325
1739209585.1866887;-45.120503652039325
1739209585.1866949;-45.120503652039325
1739209585.186701;-38.13080360867914
1739209585.1867075;-38.13080360867914
1739209585.1867137;-38.13080360867914
1739209585.18672;-45.120503652039325
1739209585.186726;-38.13080360867914
1739209585.1867323;-45.120503652039325
1739209585.1867387;-45.120503652039325
1739209585.186745;-45.120503652039325
1739209585.1867511;-38.13080360867914
1739209585.1867573;-45.120503652039325
1739209585.1867635;-45.120503652039325
1739209585.18677;-38.13080360867914
1739209585.1867762;-38.13080360867914
1739209585.1867824;-45.120503652039325
1739209585.1867886;-38.13080360867914
1739209585.186795;-38.13080360867914
1739209585.1868012;-38.13080360867914
1739209585.1868074;-38.13080360867914
1739209585.1868136;-38.13080360867914
1739209585.1868198;-45.120503652039325
1739209585.1868262;-33.981070128970906
1739209585.1868324;-38.13080360867914
1739209585.1868386;-35.57807855764607
1739209585.1868448;-38.13080360867914
1739209585.186851;-33.981070128970906
1739209585.1868575;-38.13080360867914
1739209585.1868637;-45.120503652039325
1739209585.1868699;-45.120503652039325
1739209585.186876;-38.13080360867914
1739209585.1868823;-45.120503652039325
1739209585.1868887;-38.13080360867914
1739209585.186895;-38.13080360867914
1739209585.186901;-38.13080360867914
1739209585.1869073;-38.13080360867914
1739209585.1869135;-38.13080360867914
1739209585.18692;-45.120503652039325
1739209585.1869261;-28.992665084841942
1739209585.1869323;-38.13080360867914
1739209585.1869385;-45.120503652039325
1739209585.1869447;-45.120503652039325
1739209585.1869512;-33.981070128970906
1739209585.1869574;-35.57807855764607
1739209585.1869636;-45.120503652039325
