CAN Message; 0x98:00009e6fc9f50a66
Timestamp;Amplitude
1739209585.1791966;-45.120503652039325
1739209585.1792018;-45.120503652039325
1739209585.1792073;-45.120503652039325
1739209585.1792128;-32.816014438256545
1739209585.179218;-30.49652367304973
1739209585.1792235;-45.120503652039325
1739209585.179229;-45.120503652039325
1739209585.1792343;-33.981070128970906
1739209585.1792397;-45.120503652039325
1739209585.1792452;-45.120503652039325
1739209585.1792505;-29.438486411369333
1739209585.179256;-35.57807855764607
1739209585.1792614;-33.981070128970956
1739209585.1792667;-33.981070128970906
1739209585.1792722;-45.120503652039325
1739209585.1792777;-38.13080360867914
1739209585.179283;-45.120503652039325
1739209585.1792884;-38.13080360867914
1739209585.1792939;-45.120503652039325
1739209585.179299;-31.141103565318915
1739209585.1793046;-29.438486411369333
1739209585.17931;-45.120503652039325
1739209585.1793153;-45.120503652039325
1739209585.1793208;-35.57807855764607
1739209585.1793263;-35.57807855764607
1739209585.1793318;-45.120503652039325
1739209585.179337;-45.120503652039325
1739209585.1793425;-45.120503652039325
1739209585.179348;-45.120503652039325
1739209585.1793532;-38.13080360867914
1739209585.1793587;-45.120503652039325
1739209585.1793642;-45.120503652039325
1739209585.1793694;-45.120503652039325
1739209585.179375;-38.13080360867914
1739209585.1793804;-45.120503652039325
1739209585.1793857;-38.13080360867914
1739209585.1793911;-29.438486411369333
1739209585.1793966;-45.120503652039325
1739209585.1794019;-45.120503652039325
1739209585.1794074;-45.120503652039325
1739209585.1794128;-45.120503652039325
1739209585.179418;-45.120503652039325
1739209585.1794236;-45.120503652039325
1739209585.179429;-45.120503652039325
1739209585.1794343;-45.120503652039325
1739209585.1794398;-45.120503652039325
1739209585.1794453;-45.120503652039325
1739209585.1794505;-33.981070128970906
1739209585.179456;-35.57807855764607
1739209585.1794615;-38.13080360867914
1739209585.1794667;-38.13080360867914
1739209585.1794722;-38.13080360867914
1739209585.1794777;-45.120503652039325
1739209585.179483;-45.120503652039325
1739209585.1794884;-38.13080360867914
1739209585.179494;-38.13080360867914
1739209585.1794991;-45.120503652039325
1739209585.1795046;-38.13080360867914
1739209585.17951;-45.120503652039325
1739209585.1795154;-45.120503652039325
1739209585.1795208;-35.57807855764607
1739209585.1795263;-45.120503652039325
1739209585.1795316;-45.120503652039325
1739209585.179537;-45.120503652039325
1739209585.1795425;-38.13080360867914
1739209585.1795478;-45.120503652039325
1739209585.1795533;-45.120503652039325
1739209585.1795588;-45.120503652039325
1739209585.179564;-45.120503652039325
1739209585.1795695;-38.13080360867914
1739209585.179575;-32.816014438256545
1739209585.1795805;-45.120503652039325
1739209585.1795857;-45.120503652039325
1739209585.1795912;-35.57807855764607
1739209585.1795967;-38.13080360867914
1739209585.179602;-35.57807855764607
1739209585.1796074;-35.57807855764607
1739209585.1796129;-45.120503652039325
1739209585.1796181;-45.120503652039325
1739209585.1796236;-45.120503652039325
1739209585.179629;-45.120503652039325
1739209585.1796343;-45.120503652039325
1739209585.1796398;-45.120503652039325
1739209585.1796453;-45.120503652039325
1739209585.1796505;-38.13080360867914
1739209585.179656;-38.13080360867914
1739209585.1796615;-45.120503652039325
1739209585.1796668;-45.120503652039325
1739209585.1796722;-45.120503652039325
1739209585.1796777;-38.13080360867914
1739209585.179683;-35.57807855764607
1739209585.1796885;-38.13080360867914
1739209585.179694;-38.13080360867914
1739209585.1796992;-33.981070128970906
1739209585.1797047;-45.120503652039325
1739209585.1797101;-38.13080360867914
1739209585.1797154;-45.120503652039325
1739209585.1797209;-38.13080360867914
1739209585.1797264;-45.120503652039325
1739209585.1797316;-38.13080360867914
1739209585.179737;-38.13080360867914
1739209585.1797426;-45.120503652039325
1739209585.1797478;-35.57807855764607
1739209585.1797533;-38.13080360867914
1739209585.1797588;-45.120503652039325
1739209585.179764;-38.13080360867914
1739209585.1797695;-35.57807855764607
1739209585.179775;-38.13080360867914
1739209585.1797802;-38.13080360867914
1739209585.1797857;-33.981070128970906
1739209585.1797912;-45.120503652039325
1739209585.1797965;-45.120503652039325
1739209585.179802;-45.120503652039325
1739209585.1798074;-38.13080360867914
1739209585.1798127;-38.13080360867914
1739209585.1798182;-38.13080360867914
1739209585.1798236;-32.816014438256545
1739209585.1798291;-30.49652367304973
1739209585.1798344;-38.13080360867914
1739209585.1798398;-38.13080360867914
1739209585.1798453;-45.120503652039325
1739209585.1798506;-38.13080360867914
1739209585.179856;-38.13080360867914
1739209585.1798615;-38.13080360867914
1739209585.1798668;-45.120503652039325
1739209585.1798723;-31.141103565318915
1739209585.1798778;-35.57807855764607
1739209585.179883;-38.13080360867914
1739209585.1798885;-45.120503652039325
1739209585.179894;-45.120503652039325
1739209585.1798992;-38.13080360867914
1739209585.1799047;-33.981070128970906
1739209585.1799102;-45.120503652039325
1739209585.1799154;-45.120503652039325
1739209585.179921;-35.57807855764607
1739209585.1799264;-45.120503652039325
1739209585.1799316;-45.120503652039325
1739209585.1799371;-33.981070128970906
1739209585.1799426;-38.13080360867914
1739209585.1799479;-38.13080360867914
1739209585.1799533;-45.120503652039325
1739209585.1799588;-32.816014438256545
1739209585.179964;-38.13080360867914
1739209585.1799695;-38.13080360867914
1739209585.179975;-35.57807855764607
1739209585.1799803;-33.981070128970906
1739209585.1799858;-38.13080360867914
1739209585.1799912;-45.120503652039325
1739209585.1799965;-35.57807855764607
1739209585.180002;-28.992665084841942
1739209585.1800075;-38.13080360867914
1739209585.1800127;-45.120503652039325
1739209585.1800182;-45.120503652039325
1739209585.1800237;-38.13080360867914
1739209585.180029;-38.13080360867914
1739209585.1800344;-38.13080360867914
1739209585.18004;-45.120503652039325
1739209585.1800451;-45.120503652039325
1739209585.1800506;-38.13080360867914
1739209585.180056;-38.13080360867914
1739209585.1800613;-45.120503652039325
1739209585.1800668;-38.13080360867914
1739209585.1800723;-38.13080360867914
1739209585.1800778;-38.13080360867914
1739209585.180083;-38.13080360867914
1739209585.1800885;-45.120503652039325
1739209585.180094;-45.120503652039325
1739209585.1800992;-45.120503652039325
1739209585.1801047;-38.13080360867914
1739209585.1801102;-45.120503652039325
1739209585.1801155;-38.13080360867914
1739209585.180121;-38.13080360867914
1739209585.1801264;-45.120503652039325
1739209585.1801317;-33.981070128970906
1739209585.1801372;-35.57807855764607
1739209585.1801426;-38.13080360867914
1739209585.180148;-45.120503652039325
1739209585.1801534;-33.981070128970906
1739209585.1801589;-45.120503652039325
1739209585.180164;-38.13080360867914
1739209585.1801696;-45.120503652039325
1739209585.180175;-38.13080360867914
1739209585.1801803;-38.13080360867914
1739209585.1801858;-38.13080360867914
1739209585.1801913;-35.57807855764607
1739209585.1801965;-33.981070128970906
1739209585.180202;-35.57807855764607
1739209585.1802075;-45.120503652039325
1739209585.1802127;-38.13080360867914
1739209585.1802182;-38.13080360867914
1739209585.1802237;-38.13080360867914
1739209585.180229;-45.120503652039325
1739209585.1802344;-45.120503652039325
1739209585.18024;-33.981070128970906
1739209585.1802452;-35.57807855764607
1739209585.1802506;-38.13080360867914
1739209585.1802561;-45.120503652039325
1739209585.1802614;-45.120503652039325
1739209585.1802669;-38.13080360867914
1739209585.1802723;-38.13080360867914
1739209585.1802776;-35.57807855764607
1739209585.180283;-35.57807855764607
1739209585.1802886;-38.13080360867914
1739209585.1802938;-45.120503652039325
1739209585.1802993;-45.120503652039325
1739209585.1803048;-45.120503652039325
1739209585.18031;-38.13080360867914
1739209585.1803155;-38.13080360867914
1739209585.180321;-35.57807855764607
1739209585.1803265;-35.57807855764607
1739209585.1803317;-35.57807855764607
1739209585.1803372;-38.13080360867914
1739209585.1803427;-45.120503652039325
1739209585.180348;-45.120503652039325
1739209585.1803534;-45.120503652039325
1739209585.180359;-38.13080360867914
1739209585.1803641;-45.120503652039325
1739209585.1803696;-33.981070128970906
1739209585.180375;-45.120503652039325
1739209585.1803803;-45.120503652039325
1739209585.1803858;-38.13080360867914
1739209585.1803913;-38.13080360867914
1739209585.1803966;-35.57807855764607
1739209585.180402;-38.13080360867914
1739209585.1804075;-35.57807855764607
1739209585.1804128;-45.120503652039325
1739209585.1804183;-35.57807855764607
1739209585.1804237;-38.13080360867914
1739209585.180429;-45.120503652039325
1739209585.1804345;-45.120503652039325
1739209585.18044;-38.13080360867914
1739209585.1804452;-38.13080360867914
1739209585.1804507;-45.120503652039325
1739209585.1804562;-45.120503652039325
1739209585.1804614;-45.120503652039325
1739209585.180467;-45.120503652039325
1739209585.1804724;-45.120503652039325
1739209585.1804776;-45.120503652039325
1739209585.180483;-45.120503652039325
1739209585.1804886;-45.120503652039325
1739209585.1804938;-38.13080360867914
1739209585.1804993;-38.13080360867914
1739209585.1805048;-35.57807855764607
1739209585.18051;-38.13080360867914
1739209585.1805155;-45.120503652039325
1739209585.180521;-45.120503652039325
1739209585.1805263;-33.981070128970906
1739209585.1805317;-33.981070128970906
1739209585.1805372;-45.120503652039325
1739209585.1805425;-45.120503652039325
1739209585.180548;-45.120503652039325
1739209585.1805534;-38.13080360867914
1739209585.1805587;-45.120503652039325
1739209585.1805642;-45.120503652039325
1739209585.1805696;-45.120503652039325
1739209585.180575;-45.120503652039325
1739209585.1805804;-38.13080360867914
1739209585.1805859;-38.13080360867914
1739209585.1805913;-45.120503652039325
1739209585.1805966;-45.120503652039325
1739209585.180602;-38.13080360867914
1739209585.1806076;-45.120503652039325
1739209585.1806128;-28.992665084841942
1739209585.1806183;-31.141103565318915
1739209585.1806238;-45.120503652039325
1739209585.180629;-45.120503652039325
1739209585.1806345;-38.13080360867914
1739209585.18064;-38.13080360867914
1739209585.1806452;-45.120503652039325
1739209585.1806507;-38.13080360867914
1739209585.1806562;-45.120503652039325
1739209585.1806614;-32.816014438256545
1739209585.180667;-38.13080360867914
1739209585.1806724;-45.120503652039325
1739209585.1806777;-38.13080360867914
1739209585.1806831;-38.13080360867914
1739209585.1806886;-38.13080360867914
1739209585.1806939;-45.120503652039325
1739209585.1806993;-33.981070128970906
1739209585.1807048;-31.141103565318915
1739209585.18071;-45.120503652039325
1739209585.1807156;-38.13080360867914
1739209585.180721;-32.816014438256545
1739209585.1807263;-38.13080360867914
1739209585.1807318;-45.120503652039325
1739209585.1807373;-45.120503652039325
1739209585.1807425;-45.120503652039325
1739209585.180748;-38.13080360867914
1739209585.1807535;-45.120503652039325
1739209585.1807587;-45.120503652039325
1739209585.1807642;-45.120503652039325
1739209585.1807697;-45.120503652039325
1739209585.180775;-38.13080360867914
1739209585.1807804;-45.120503652039325
1739209585.180786;-38.13080360867914
1739209585.1807911;-38.13080360867914
1739209585.1807966;-38.13080360867914
1739209585.180802;-45.120503652039325
1739209585.1808074;-38.13080360867914
1739209585.1808128;-45.120503652039325
1739209585.1808183;-45.120503652039325
1739209585.1808236;-33.981070128970906
1739209585.180829;-38.13080360867914
1739209585.1808345;-31.141103565318915
1739209585.18084;-45.120503652039325
1739209585.1808453;-35.57807855764607
1739209585.1808507;-38.13080360867914
1739209585.1808562;-38.13080360867914
1739209585.1808615;-38.13080360867914
1739209585.180867;-33.981070128970906
1739209585.1808724;-45.120503652039325
1739209585.1808777;-32.816014438256545
1739209585.1808832;-45.120503652039325
1739209585.1808887;-45.120503652039325
1739209585.180894;-31.141103565318893
1739209585.1808994;-45.120503652039325
1739209585.1809049;-45.120503652039325
1739209585.18091;-38.13080360867914
1739209585.1809156;-38.13080360867914
1739209585.180921;-29.438486411369347
1739209585.1809263;-45.120503652039325
1739209585.1809318;-38.13080360867914
1739209585.1809373;-35.57807855764607
1739209585.1809425;-38.13080360867914
1739209585.180948;-45.120503652039325
1739209585.1809535;-45.120503652039325
1739209585.1809587;-45.120503652039325
1739209585.1809642;-38.13080360867914
1739209585.1809697;-32.816014438256545
1739209585.180975;-45.120503652039325
1739209585.1809804;-45.120503652039325
1739209585.180986;-33.981070128970906
1739209585.1809912;-45.120503652039325
1739209585.1809967;-38.13080360867914
1739209585.1810021;-35.57807855764607
1739209585.1810074;-38.13080360867914
1739209585.1810129;-45.120503652039325
1739209585.1810184;-45.120503652039325
1739209585.1810236;-45.120503652039325
1739209585.181029;-45.120503652039325
1739209585.1810346;-38.13080360867914
1739209585.1810398;-45.120503652039325
1739209585.1810453;-45.120503652039325
1739209585.1810508;-38.13080360867914
1739209585.181056;-35.57807855764607
1739209585.1810615;-45.120503652039325
1739209585.181067;-45.120503652039325
1739209585.1810722;-38.13080360867914
1739209585.1810777;-32.816014438256545
1739209585.1810832;-45.120503652039325
1739209585.1810887;-38.13080360867914
1739209585.181094;-35.57807855764607
1739209585.1810994;-45.120503652039325
1739209585.181105;-45.120503652039325
1739209585.1811101;-45.120503652039325
1739209585.1811156;-45.120503652039325
1739209585.181121;-45.120503652039325
1739209585.1811264;-38.13080360867914
1739209585.1811318;-45.120503652039325
1739209585.1811373;-38.13080360867914
1739209585.1811426;-35.57807855764607
1739209585.181148;-38.13080360867914
1739209585.1811535;-45.120503652039325
1739209585.1811588;-35.57807855764607
1739209585.1811643;-35.57807855764607
1739209585.1811697;-45.120503652039325
1739209585.181175;-45.120503652039325
1739209585.1811805;-45.120503652039325
1739209585.181186;-45.120503652039325
1739209585.1811912;-38.13080360867914
1739209585.1811967;-38.13080360867914
1739209585.1812022;-38.13080360867914
1739209585.1812074;-45.120503652039325
1739209585.181213;-38.13080360867914
1739209585.1812184;-35.57807855764607
1739209585.1812236;-38.13080360867914
1739209585.181229;-45.120503652039325
1739209585.1812346;-45.120503652039325
1739209585.1812398;-38.13080360867914
1739209585.1812453;-35.57807855764607
1739209585.1812508;-45.120503652039325
1739209585.181256;-38.13080360867914
1739209585.1812615;-45.120503652039325
1739209585.181267;-45.120503652039325
1739209585.1812723;-35.57807855764607
1739209585.1812778;-38.13080360867914
1739209585.1812832;-32.816014438256545
1739209585.1812885;-38.13080360867914
1739209585.181294;-45.120503652039325
1739209585.1812994;-38.13080360867914
1739209585.1813047;-45.120503652039325
1739209585.1813102;-45.120503652039325
1739209585.1813157;-45.120503652039325
1739209585.181321;-45.120503652039325
1739209585.1813264;-38.13080360867914
1739209585.1813319;-38.13080360867914
1739209585.1813374;-45.120503652039325
1739209585.1813426;-38.13080360867914
1739209585.181348;-45.120503652039325
1739209585.1813536;-45.120503652039325
1739209585.1813588;-38.13080360867914
1739209585.1813643;-38.13080360867914
1739209585.1813698;-45.120503652039325
1739209585.181375;-38.13080360867914
1739209585.1813805;-35.57807855764607
1739209585.181386;-45.120503652039325
1739209585.1813912;-38.13080360867914
1739209585.1813967;-45.120503652039325
1739209585.1814022;-45.120503652039325
1739209585.1814075;-35.57807855764607
1739209585.181413;-35.57807855764607
1739209585.1814184;-38.13080360867914
1739209585.1814237;-45.120503652039325
1739209585.1814291;-38.13080360867914
1739209585.1814346;-35.57807855764607
1739209585.1814399;-33.981070128970906
1739209585.1814454;-38.13080360867914
1739209585.1814508;-45.120503652039325
1739209585.181456;-45.120503652039325
1739209585.1814616;-45.120503652039325
1739209585.181467;-35.57807855764607
1739209585.1814723;-45.120503652039325
1739209585.1814778;-45.120503652039325
1739209585.1814833;-45.120503652039325
1739209585.1814885;-28.58837851428586
1739209585.181494;-38.13080360867914
1739209585.184733;-32.816014438256545
1739209585.184739;-45.120503652039325
1739209585.1847456;-45.120503652039325
1739209585.1847517;-45.120503652039325
1739209585.184758;-38.13080360867914
