CAN Message; 0x1a7:0000706a3debbeb3
Timestamp;Amplitude
1739209740.7273693;-38.13080360867914
1739209740.7273817;-38.13080360867914
1739209740.727394;-45.120503652039325
1739209740.7274063;-45.120503652039325
1739209740.7274187;-45.120503652039325
1739209740.7274308;-38.13080360867914
1739209740.7274432;-45.120503652039325
1739209740.7274554;-28.992665084841942
1739209740.7274678;-33.981070128970906
1739209740.7274802;-45.120503652039325
1739209740.7274923;-45.120503652039325
1739209740.7275047;-38.13080360867914
1739209740.727517;-38.13080360867914
1739209740.7275293;-45.120503652039325
1739209740.7275414;-38.13080360867914
1739209740.7275538;-38.13080360867914
1739209740.7275662;-38.13080360867914
1739209740.7275784;-45.120503652039325
1739209740.7275908;-45.120503652039325
1739209740.727603;-38.13080360867914
1739209740.7276154;-45.120503652039325
1739209740.7276275;-45.120503652039325
1739209740.72764;-38.13080360867914
1739209740.727652;-32.816014438256545
1739209740.7276645;-38.13080360867914
1739209740.7276769;-35.57807855764607
1739209740.727689;-38.13080360867914
1739209740.7277014;-33.981070128970906
1739209740.7277136;-38.13080360867914
1739209740.727726;-38.13080360867914
1739209740.7277381;-38.13080360867914
1739209740.7277505;-33.981070128970906
1739209740.727763;-32.816014438256545
1739209740.727775;-38.13080360867914
1739209740.7277875;-45.120503652039325
1739209740.7277997;-38.13080360867914
1739209740.727812;-45.120503652039325
1739209740.7278242;-45.120503652039325
1739209740.7278366;-32.816014438256545
1739209740.727849;-32.816014438256545
1739209740.7278612;-45.120503652039325
1739209740.7278736;-38.13080360867914
1739209740.7278857;-38.13080360867914
1739209740.7278981;-35.57807855764607
1739209740.7279103;-45.120503652039325
1739209740.7279227;-45.120503652039325
1739209740.727935;-45.120503652039325
1739209740.7279472;-38.13080360867914
1739209740.7279596;-29.438486411369347
1739209740.7279718;-45.120503652039325
1739209740.7279842;-38.13080360867914
1739209740.7279963;-38.13080360867914
1739209740.7280087;-38.13080360867914
1739209740.7280211;-35.57807855764607
1739209740.7280333;-45.120503652039325
1739209740.7280457;-38.13080360867914
1739209740.7280579;-31.141103565318915
1739209740.7280703;-45.120503652039325
1739209740.7280824;-45.120503652039325
1739209740.7280948;-45.120503652039325
1739209740.728107;-45.120503652039325
1739209740.7281194;-38.13080360867914
1739209740.7281318;-45.120503652039325
1739209740.728144;-45.120503652039325
1739209740.7281563;-38.13080360867914
1739209740.7281685;-38.13080360867914
1739209740.728181;-38.13080360867914
1739209740.728193;-45.120503652039325
1739209740.7282054;-33.981070128970906
1739209740.7282178;-38.13080360867914
1739209740.72823;-38.13080360867914
1739209740.7282424;-45.120503652039325
1739209740.7282546;-31.141103565318915
1739209740.728267;-35.57807855764607
1739209740.728279;-38.13080360867914
1739209740.7282915;-45.120503652039325
1739209740.728304;-45.120503652039325
1739209740.728316;-38.13080360867914
1739209740.7283285;-38.13080360867914
1739209740.7283406;-45.120503652039325
1739209740.728353;-38.13080360867914
1739209740.7283652;-35.57807855764607
1739209740.7283776;-38.13080360867914
1739209740.72839;-45.120503652039325
1739209740.7284021;-33.981070128970906
1739209740.7284145;-38.13080360867914
1739209740.7284267;-38.13080360867914
1739209740.728439;-45.120503652039325
1739209740.7284513;-45.120503652039325
1739209740.7284636;-45.120503652039325
1739209740.728476;-38.13080360867914
1739209740.7284882;-35.57807855764607
1739209740.7285006;-38.13080360867914
1739209740.7285128;-35.57807855764607
1739209740.7285252;-38.13080360867914
1739209740.7285373;-35.57807855764607
1739209740.7285497;-38.13080360867914
1739209740.7285619;-38.13080360867914
1739209740.7285743;-45.120503652039325
1739209740.7285867;-38.13080360867914
1739209740.7285988;-38.13080360867914
1739209740.7286112;-45.120503652039325
1739209740.7286234;-33.981070128970906
1739209740.7286358;-35.57807855764607
1739209740.728648;-38.13080360867914
1739209740.7286603;-38.13080360867914
1739209740.7286727;-38.13080360867914
1739209740.728685;-38.13080360867914
1739209740.7286973;-38.13080360867914
1739209740.7287095;-35.57807855764607
1739209740.7287219;-38.13080360867914
1739209740.728734;-35.57807855764607
1739209740.7287464;-38.13080360867914
1739209740.7287588;-38.13080360867914
1739209740.728771;-38.13080360867914
1739209740.7287834;-32.816014438256545
1739209740.7287955;-38.13080360867914
1739209740.728808;-45.120503652039325
1739209740.72882;-45.120503652039325
1739209740.7288325;-45.120503652039325
1739209740.728845;-45.120503652039325
1739209740.728857;-38.13080360867914
1739209740.7288694;-38.13080360867914
1739209740.7288816;-45.120503652039325
1739209740.728894;-45.120503652039325
1739209740.7289062;-38.13080360867914
1739209740.7289186;-38.13080360867914
1739209740.7289307;-35.57807855764607
1739209740.728943;-38.13080360867914
1739209740.7289555;-45.120503652039325
1739209740.7289677;-38.13080360867914
1739209740.72898;-38.13080360867914
1739209740.7289922;-45.120503652039325
1739209740.7290046;-45.120503652039325
1739209740.7290168;-45.120503652039325
1739209740.7290292;-38.13080360867914
1739209740.7290416;-38.13080360867914
1739209740.7290537;-38.13080360867914
1739209740.7290661;-38.13080360867914
1739209740.7290783;-38.13080360867914
1739209740.7290907;-45.120503652039325
1739209740.7291028;-33.981070128970906
1739209740.7291152;-38.13080360867914
1739209740.7291276;-45.120503652039325
1739209740.7291398;-38.13080360867914
1739209740.7291522;-38.13080360867914
1739209740.7291644;-45.120503652039325
1739209740.7291768;-45.120503652039325
1739209740.729189;-45.120503652039325
1739209740.7292013;-45.120503652039325
1739209740.7292137;-45.120503652039325
1739209740.7292259;-45.120503652039325
1739209740.7292383;-45.120503652039325
1739209740.7292504;-45.120503652039325
1739209740.7292628;-45.120503652039325
1739209740.729275;-45.120503652039325
1739209740.7292874;-38.13080360867914
1739209740.7292998;-35.57807855764607
1739209740.729312;-45.120503652039325
1739209740.7293243;-45.120503652039325
1739209740.7293365;-45.120503652039325
1739209740.729349;-45.120503652039325
1739209740.729361;-38.13080360867914
1739209740.7293735;-45.120503652039325
1739209740.7293856;-38.13080360867914
1739209740.729398;-33.981070128970906
1739209740.7294104;-38.13080360867914
1739209740.7294226;-45.120503652039325
1739209740.729435;-38.13080360867914
1739209740.7294471;-45.120503652039325
1739209740.7294595;-45.120503652039325
1739209740.7294717;-45.120503652039325
1739209740.729484;-38.13080360867914
1739209740.7294965;-32.816014438256545
1739209740.7295086;-45.120503652039325
1739209740.729521;-45.120503652039325
1739209740.7295332;-38.13080360867914
1739209740.7295456;-30.49652367304973
1739209740.7295578;-33.981070128970906
1739209740.7295702;-45.120503652039325
1739209740.7295825;-45.120503652039325
1739209740.7295947;-38.13080360867914
1739209740.729607;-33.981070128970906
1739209740.7296193;-38.13080360867914
1739209740.7296317;-45.120503652039325
1739209740.7296438;-38.13080360867914
1739209740.7296562;-38.13080360867914
1739209740.7296686;-45.120503652039325
1739209740.7296808;-45.120503652039325
1739209740.7296932;-45.120503652039325
1739209740.7297053;-38.13080360867914
1739209740.7297177;-38.13080360867914
1739209740.72973;-45.120503652039325
1739209740.7297423;-45.120503652039325
1739209740.7297547;-38.13080360867914
1739209740.7297668;-32.816014438256545
1739209740.7297792;-45.120503652039325
1739209740.7297914;-38.13080360867914
1739209740.7298038;-38.13080360867914
1739209740.729816;-38.13080360867914
1739209740.7298284;-38.13080360867914
1739209740.7298405;-33.981070128970906
1739209740.729853;-33.981070128970906
1739209740.7298653;-38.13080360867914
1739209740.7298775;-38.13080360867914
1739209740.7298899;-45.120503652039325
1739209740.729902;-45.120503652039325
1739209740.7299144;-45.120503652039325
1739209740.7299266;-45.120503652039325
1739209740.729939;-38.13080360867914
1739209740.7299514;-33.981070128970906
1739209740.7299635;-38.13080360867914
1739209740.729976;-45.120503652039325
1739209740.729988;-45.120503652039325
1739209740.7300005;-38.13080360867914
1739209740.7300127;-38.13080360867914
1739209740.730025;-45.120503652039325
1739209740.7300375;-31.141103565318915
1739209740.7300496;-28.992665084841942
1739209740.730062;-45.120503652039325
1739209740.7300742;-45.120503652039325
1739209740.7300866;-45.120503652039325
1739209740.7300987;-33.981070128970906
1739209740.7301111;-38.13080360867914
1739209740.7301235;-38.13080360867914
1739209740.7301357;-38.13080360867914
1739209740.730148;-31.141103565318915
1739209740.7301602;-38.13080360867914
1739209740.7301726;-38.13080360867914
1739209740.7301848;-35.57807855764607
1739209740.7301972;-45.120503652039325
1739209740.7302096;-45.120503652039325
1739209740.7302217;-38.13080360867914
1739209740.7302341;-33.981070128970906
1739209740.7302463;-30.49652367304973
1739209740.7302587;-45.120503652039325
1739209740.7302709;-35.57807855764607
1739209740.7302833;-45.120503652039325
1739209740.7302954;-38.13080360867914
1739209740.7303078;-45.120503652039325
1739209740.7303202;-38.13080360867914
1739209740.7303324;-38.13080360867914
1739209740.7303448;-45.120503652039325
1739209740.730357;-45.120503652039325
1739209740.7303693;-45.120503652039325
1739209740.7303815;-45.120503652039325
1739209740.730394;-45.120503652039325
1739209740.7304063;-33.981070128970906
1739209740.7304184;-38.13080360867914
1739209740.7304308;-35.57807855764607
1739209740.730443;-38.13080360867914
1739209740.7304554;-45.120503652039325
1739209740.7304676;-38.13080360867914
1739209740.73048;-35.57807855764607
1739209740.7304924;-38.13080360867914
1739209740.7305045;-45.120503652039325
1739209740.730517;-38.13080360867914
1739209740.730529;-45.120503652039325
1739209740.7305415;-45.120503652039325
1739209740.7305536;-45.120503652039325
1739209740.730566;-45.120503652039325
1739209740.7305784;-45.120503652039325
1739209740.7305906;-45.120503652039325
1739209740.730603;-38.13080360867914
1739209740.7306151;-45.120503652039325
1739209740.7306275;-45.120503652039325
1739209740.7306397;-31.141103565318915
1739209740.730652;-38.13080360867914
1739209740.7306643;-45.120503652039325
1739209740.7306767;-38.13080360867914
1739209740.730689;-38.13080360867914
1739209740.7307012;-45.120503652039325
1739209740.7307136;-45.120503652039325
1739209740.7307258;-35.57807855764607
1739209740.7307382;-32.81601443825658
1739209740.7307503;-38.13080360867914
1739209740.7307627;-45.120503652039325
1739209740.730775;-45.120503652039325
1739209740.7307873;-38.13080360867914
1739209740.7307997;-45.120503652039325
1739209740.7308118;-45.120503652039325
1739209740.7308242;-45.120503652039325
1739209740.7308364;-27.267205301931607
1739209740.7308488;-33.981070128970906
1739209740.7308612;-45.120503652039325
1739209740.7308733;-45.120503652039325
1739209740.7308857;-33.981070128970906
1739209740.730898;-45.120503652039325
1739209740.7309103;-45.120503652039325
1739209740.7309225;-33.981070128970906
1739209740.7309349;-33.981070128970956
1739209740.7309473;-45.120503652039325
1739209740.7309594;-45.120503652039325
1739209740.7309718;-45.120503652039325
1739209740.730984;-38.13080360867914
1739209740.7309964;-38.13080360867914
1739209740.7310085;-35.57807855764607
1739209740.731021;-45.120503652039325
1739209740.7310333;-35.57807855764607
1739209740.7310455;-32.816014438256545
1739209740.731058;-45.120503652039325
1739209740.73107;-45.120503652039325
1739209740.7310824;-45.120503652039325
1739209740.7310946;-45.120503652039325
1739209740.731107;-38.13080360867914
1739209740.7311192;-38.13080360867914
1739209740.7311316;-45.120503652039325
1739209740.731144;-45.120503652039325
1739209740.731156;-35.57807855764607
1739209740.7311685;-35.57807855764607
1739209740.7311807;-38.13080360867914
1739209740.731193;-35.57807855764607
1739209740.7312052;-38.13080360867914
1739209740.7312176;-38.13080360867914
1739209740.73123;-38.13080360867914
1739209740.7312422;-45.120503652039325
1739209740.7312546;-38.13080360867914
1739209740.7312667;-38.13080360867914
1739209740.7312791;-45.120503652039325
1739209740.7312913;-45.120503652039325
1739209740.7313037;-38.13080360867914
1739209740.731316;-35.57807855764607
1739209740.7313282;-38.13080360867914
1739209740.7313406;-32.816014438256545
1739209740.7313528;-38.13080360867914
1739209740.7313652;-35.57807855764607
1739209740.7313774;-35.57807855764607
1739209740.7313898;-38.13080360867914
1739209740.7314022;-45.120503652039325
1739209740.7314143;-35.57807855764607
1739209740.7314267;-45.120503652039325
1739209740.7314389;-38.13080360867914
1739209740.7314513;-38.13080360867914
1739209740.7314634;-38.13080360867914
1739209740.7314758;-45.120503652039325
1739209740.7314882;-38.13080360867914
1739209740.7315004;-38.13080360867914
1739209740.7315128;-45.120503652039325
1739209740.731525;-35.57807855764607
1739209740.7315373;-38.13080360867914
1739209740.7315495;-45.120503652039325
1739209740.731562;-45.120503652039325
1739209740.731574;-31.141103565318915
1739209740.7315865;-38.13080360867914
1739209740.7315989;-45.120503652039325
1739209740.731611;-45.120503652039325
1739209740.7316234;-45.120503652039325
1739209740.7316356;-38.13080360867914
1739209740.731648;-45.120503652039325
1739209740.7316601;-45.120503652039325
1739209740.7316725;-38.13080360867914
1739209740.731685;-45.120503652039325
1739209740.731697;-45.120503652039325
1739209740.7317095;-45.120503652039325
1739209740.7317216;-45.120503652039325
1739209740.731734;-45.120503652039325
1739209740.7317462;-45.120503652039325
1739209740.7317586;-45.120503652039325
1739209740.731771;-38.13080360867914
1739209740.7317832;-38.13080360867914
1739209740.7317955;-38.13080360867914
1739209740.7318077;-45.120503652039325
1739209740.73182;-38.13080360867914
1739209740.7318323;-45.120503652039325
1739209740.7318447;-38.13080360867914
1739209740.731857;-38.13080360867914
1739209740.7318692;-33.981070128970906
1739209740.7318816;-31.141103565318893
1739209740.7318938;-45.120503652039325
1739209740.7319062;-45.120503652039325
1739209740.7319183;-38.13080360867914
1739209740.7319307;-38.13080360867914
1739209740.7319431;-33.981070128970906
1739209740.7319553;-45.120503652039325
1739209740.7319677;-45.120503652039325
1739209740.7319798;-45.120503652039325
1739209740.7319922;-38.13080360867914
1739209740.7320044;-45.120503652039325
1739209740.7320168;-38.13080360867914
1739209740.732029;-33.981070128970906
1739209740.7320414;-33.981070128970906
1739209740.7320538;-45.120503652039325
1739209740.732066;-45.120503652039325
1739209740.7320783;-32.816014438256545
1739209740.7320905;-38.13080360867914
1739209740.7321029;-45.120503652039325
1739209740.732115;-45.120503652039325
1739209740.7321274;-38.13080360867914
1739209740.7321398;-38.13080360867914
1739209740.732152;-45.120503652039325
1739209740.7321644;-45.120503652039325
1739209740.7321765;-45.120503652039325
1739209740.732189;-38.13080360867914
1739209740.732201;-45.120503652039325
1739209740.7322135;-38.13080360867914
1739209740.732226;-38.13080360867914
1739209740.732238;-33.981070128970906
1739209740.7322505;-45.120503652039325
1739209740.7322626;-38.13080360867914
1739209740.732275;-38.13080360867914
1739209740.7322872;-38.13080360867914
1739209740.7322996;-45.120503652039325
1739209740.732312;-45.120503652039325
1739209740.7323241;-38.13080360867914
1739209740.7323365;-33.981070128970906
1739209740.7323487;-38.13080360867914
1739209740.732361;-45.120503652039325
1739209740.7323732;-45.120503652039325
1739209740.7323856;-45.120503652039325
1739209740.732398;-45.120503652039325
1739209740.7324102;-45.120503652039325
1739209740.7324226;-35.57807855764607
1739209740.7324347;-38.13080360867914
1739209740.7324471;-45.120503652039325
1739209740.7324593;-38.13080360867914
1739209740.7324717;-38.13080360867914
1739209740.7324839;-38.13080360867914
1739209740.7324963;-45.120503652039325
1739209740.7325087;-45.120503652039325
1739209740.7325208;-45.120503652039325
1739209740.7325332;-33.981070128970906
1739209740.7325454;-35.57807855764607
1739209740.7325578;-45.120503652039325
1739209740.73257;-38.13080360867914
1739209740.7325823;-33.981070128970906
1739209740.7325947;-35.57807855764607
1739209740.732607;-38.13080360867914
1739209740.7326193;-45.120503652039325
1739209740.7326314;-38.13080360867914
1739209740.7326438;-35.57807855764607
1739209740.732656;-38.13080360867914
1739209740.7326684;-45.120503652039325
1739209740.7326808;-38.13080360867914
1739209740.732693;-32.816014438256545
1739209740.7327054;-38.13080360867914
1739209740.7327175;-45.120503652039325
1739209740.73273;-27.267205301931607
1739209740.732742;-38.13080360867914
1739209740.7327545;-38.13080360867914
1739209740.7327669;-45.120503652039325
1739209740.732779;-33.981070128970906
1739209740.7327914;-38.13080360867914
1739209740.7328036;-45.120503652039325
1739209740.732816;-45.120503652039325
1739209740.7328281;-35.57807855764607
1739209740.7328405;-45.120503652039325
1739209740.7328527;-38.13080360867914
1739209740.732865;-45.120503652039325
1739209740.7328775;-45.120503652039325
1739209740.7328897;-32.816014438256545
1739209740.732902;-38.13080360867914
1739209740.7329142;-45.120503652039325
1739209740.7329266;-31.141103565318915
1739209740.7329388;-38.13080360867914
1739209740.7329512;-45.120503652039325
1739209740.7329636;-45.120503652039325
1739209740.7329757;-45.120503652039325
1739209740.732988;-45.120503652039325
1739209740.7330003;-45.120503652039325
1739209740.7330127;-45.120503652039325
1739209740.7330248;-38.13080360867914
1739209740.7330372;-45.120503652039325
1739209740.7330496;-38.13080360867914
1739209740.7330618;-45.120503652039325
1739209740.7330742;-38.13080360867914
1739209740.7330863;-38.13080360867914
1739209740.7330987;-45.120503652039325
1739209740.733111;-45.120503652039325
1739209740.7331233;-38.13080360867914
1739209740.7331357;-45.120503652039325
1739209740.7331479;-33.981070128970906
1739209740.7331603;-35.57807855764607
1739209740.7331724;-45.120503652039325
1739209740.7331848;-38.13080360867914
1739209740.733197;-38.13080360867914
1739209740.7332094;-38.13080360867914
1739209740.7332218;-28.58837851428586
1739209740.733234;-30.49652367304973
1739209740.7332463;-45.120503652039325
1739209740.7332585;-32.816014438256545
1739209740.733271;-35.57807855764607
1739209740.733283;-45.120503652039325
1739209740.7332954;-45.120503652039325
1739209740.7333076;-38.13080360867914
1739209740.73332;-45.120503652039325
1739209740.7333324;-45.120503652039325
1739209740.7333446;-38.13080360867914
1739209740.733357;-45.120503652039325
1739209740.733369;-38.13080360867914
1739209740.7333815;-32.816014438256545
1739209740.7333937;-38.13080360867914
1739209740.733406;-45.120503652039325
1739209740.7334185;-31.141103565318915
1739209740.7334306;-31.141103565318893
1739209740.733443;-45.120503652039325
1739209740.7334552;-45.120503652039325
1739209740.7334676;-38.13080360867914
1739209740.7334797;-38.13080360867914
1739209740.7334921;-38.13080360867914
1739209740.7335045;-45.120503652039325
1739209740.7335167;-35.57807855764607
1739209740.733529;-35.57807855764607
1739209740.7335413;-38.13080360867914
1739209740.7335536;-45.120503652039325
1739209740.7335658;-38.13080360867914
1739209740.7335782;-38.13080360867914
1739209740.7335906;-45.120503652039325
1739209740.7336028;-38.13080360867914
1739209740.7336152;-35.57807855764607
1739209740.7336273;-32.816014438256545
1739209740.7336397;-33.981070128970906
1739209740.7336519;-45.120503652039325
1739209740.7336643;-45.120503652039325
1739209740.7336767;-38.13080360867914
1739209740.7336888;-38.13080360867914
1739209740.7337012;-45.120503652039325
1739209740.7337134;-33.981070128970906
1739209740.7337258;-32.816014438256545
1739209740.733738;-45.120503652039325
1739209740.7337503;-45.120503652039325
1739209740.7337625;-38.13080360867914
1739209740.733775;-32.816014438256545
1739209740.7337873;-45.120503652039325
1739209740.7337995;-38.13080360867914
1739209740.7338119;-33.981070128970906
1739209740.733824;-45.120503652039325
1739209740.7338364;-38.13080360867914
1739209740.7338486;-45.120503652039325
1739209740.733861;-38.13080360867914
1739209740.7338734;-38.13080360867914
1739209740.7338855;-38.13080360867914
1739209740.733898;-45.120503652039325
1739209740.73391;-35.57807855764607
1739209740.7339225;-35.57807855764607
1739209740.7339346;-45.120503652039325
1739209740.733947;-38.13080360867914
1739209740.7339594;-38.13080360867914
1739209740.7339716;-38.13080360867914
1739209740.733984;-45.120503652039325
1739209740.7339962;-38.13080360867914
1739209740.7340086;-45.120503652039325
1739209740.7340207;-45.120503652039325
1739209740.734033;-35.57807855764607
1739209740.7340455;-35.57807855764607
1739209740.7340577;-38.13080360867914
1739209740.73407;-38.13080360867914
1739209740.7340822;-38.13080360867914
1739209740.7340946;-45.120503652039325
1739209740.7341068;-45.120503652039325
1739209740.7341192;-45.120503652039325
1739209740.7341316;-38.13080360867914
1739209740.7341437;-35.57807855764607
1739209740.7341561;-38.13080360867914
1739209740.7341683;-38.13080360867914
1739209740.7341807;-38.13080360867914
1739209740.7341928;-38.13080360867914
1739209740.7342052;-38.13080360867914
1739209740.7342174;-45.120503652039325
1739209740.7342298;-33.981070128970906
1739209740.7342422;-45.120503652039325
1739209740.7342544;-45.120503652039325
1739209740.7342668;-38.13080360867914
1739209740.734279;-38.13080360867914
1739209740.7342913;-45.120503652039325
1739209740.7343035;-45.120503652039325
1739209740.7343159;-45.120503652039325
1739209740.7343283;-35.57807855764607
1739209740.7343404;-45.120503652039325
1739209740.7343528;-45.120503652039325
1739209740.734365;-38.13080360867914
1739209740.7343774;-38.13080360867914
1739209740.7343895;-45.120503652039325
1739209740.734402;-38.13080360867914
1739209740.7344143;-38.13080360867914
1739209740.7344265;-38.13080360867914
1739209740.734439;-45.120503652039325
1739209740.734451;-45.120503652039325
1739209740.7344635;-32.816014438256545
1739209740.7344756;-45.120503652039325
1739209740.734488;-45.120503652039325
1739209740.7345004;-33.981070128970906
1739209740.7345126;-38.13080360867914
1739209740.734525;-38.13080360867914
1739209740.7345371;-45.120503652039325
1739209740.7345495;-38.13080360867914
1739209740.7345617;-45.120503652039325
1739209740.734574;-38.13080360867914
1739209740.7345862;-45.120503652039325
1739209740.7345986;-38.13080360867914
1739209740.734611;-38.13080360867914
1739209740.7346232;-38.13080360867914
1739209740.7346356;-45.120503652039325
1739209740.7346478;-45.120503652039325
1739209740.7346601;-38.13080360867914
1739209740.7346723;-45.120503652039325
1739209740.7346847;-45.120503652039325
1739209740.734697;-38.13080360867914
1739209740.7347093;-35.57807855764607
1739209740.7347217;-38.13080360867914
1739209740.7347338;-45.120503652039325
1739209740.7347462;-45.120503652039325
1739209740.7347584;-45.120503652039325
1739209740.7347708;-45.120503652039325
1739209740.7347832;-45.120503652039325
1739209740.7347953;-45.120503652039325
1739209740.7348077;-45.120503652039325
1739209740.73482;-38.13080360867914
1739209740.7348323;-38.13080360867914
1739209740.7348444;-38.13080360867914
1739209740.7348568;-38.13080360867914
1739209740.7348692;-38.13080360867914
1739209740.7348814;-38.13080360867914
1739209740.7348938;-45.120503652039325
1739209740.734906;-45.120503652039325
1739209740.7349184;-38.13080360867914
1739209740.7349305;-45.120503652039325
1739209740.734943;-45.120503652039325
1739209740.7349553;-45.120503652039325
1739209740.7349675;-35.57807855764607
1739209740.7349799;-38.13080360867914
1739209740.734992;-45.120503652039325
1739209740.7350044;-45.120503652039325
1739209740.7350166;-45.120503652039325
1739209740.735029;-38.13080360867914
1739209740.7350411;-45.120503652039325
1739209740.7350535;-45.120503652039325
1739209740.735066;-33.981070128970906
1739209740.735078;-38.13080360867914
1739209740.7350905;-38.13080360867914
1739209740.7351027;-45.120503652039325
1739209740.735115;-32.816014438256545
1739209740.7351272;-32.816014438256545
1739209740.7351396;-45.120503652039325
1739209740.735152;-45.120503652039325
1739209740.7351642;-38.13080360867914
1739209740.7351766;-38.13080360867914
1739209740.7351887;-38.13080360867914
1739209740.7352011;-45.120503652039325
1739209740.7352133;-45.120503652039325
1739209740.7352257;-38.13080360867914
1739209740.735238;-38.13080360867914
1739209740.7352502;-45.120503652039325
1739209740.7352626;-38.13080360867914
1739209740.7352748;-45.120503652039325
1739209740.7352872;-45.120503652039325
1739209740.7352993;-38.13080360867914
1739209740.7353117;-30.49652367304973
1739209740.7353241;-33.981070128970906
1739209740.7353363;-45.120503652039325
1739209740.7353487;-45.120503652039325
1739209740.7353609;-38.13080360867914
1739209740.7353733;-45.120503652039325
1739209740.7353854;-45.120503652039325
1739209740.7353978;-38.13080360867914
1739209740.7354102;-45.120503652039325
1739209740.7354224;-45.120503652039325
1739209740.7354348;-45.120503652039325
1739209740.735447;-45.120503652039325
1739209740.7354593;-45.120503652039325
1739209740.7354715;-38.13080360867914
1739209740.735484;-38.13080360867914
1739209740.735496;-45.120503652039325
1739209740.7355084;-32.816014438256545
1739209740.7355208;-30.49652367304973
1739209740.735533;-45.120503652039325
1739209740.7355454;-38.13080360867914
1739209740.7355576;-45.120503652039325
1739209740.73557;-45.120503652039325
1739209740.735582;-45.120503652039325
1739209740.7355945;-33.981070128970906
1739209740.735607;-38.13080360867914
1739209740.735619;-45.120503652039325
1739209740.7356315;-35.57807855764607
1739209740.7356436;-45.120503652039325
1739209740.735656;-45.120503652039325
1739209740.7356682;-45.120503652039325
1739209740.7356806;-33.981070128970906
1739209740.735693;-45.120503652039325
1739209740.7357051;-32.816014438256545
1739209740.7357175;-29.438486411369333
1739209740.7357297;-38.13080360867914
1739209740.735742;-45.120503652039325
