CAN Message; 0x1b8:0200f680bdcf567d
Timestamp;Amplitude
1739209907.7499967;-29.438486411369333
1739209907.7500029;-45.120503652039325
1739209907.750009;-45.120503652039325
1739209907.7500153;-32.816014438256545
1739209907.7500215;-35.57807855764607
1739209907.750028;-45.120503652039325
1739209907.750034;-45.120503652039325
1739209907.7500403;-45.120503652039325
1739209907.7500465;-45.120503652039325
1739209907.7500527;-45.120503652039325
1739209907.750059;-45.120503652039325
1739209907.750065;-45.120503652039325
1739209907.7500713;-38.13080360867914
1739209907.7500775;-38.13080360867914
1739209907.7500837;-38.13080360867914
1739209907.7500901;-35.57807855764607
1739209907.7500963;-38.13080360867914
1739209907.7501025;-38.13080360867914
1739209907.7501087;-45.120503652039325
1739209907.750115;-35.57807855764607
1739209907.750121;-35.57807855764607
1739209907.7501273;-45.120503652039325
1739209907.7501335;-45.120503652039325
1739209907.7501397;-45.120503652039325
1739209907.750146;-45.120503652039325
1739209907.7501523;-38.13080360867914
1739209907.7501585;-35.57807855764607
1739209907.7501647;-45.120503652039325
1739209907.750171;-45.120503652039325
1739209907.7501771;-45.120503652039325
1739209907.7501833;-45.120503652039325
1739209907.7501895;-45.120503652039325
1739209907.7501957;-45.120503652039325
1739209907.750202;-45.120503652039325
1739209907.7502081;-45.120503652039325
1739209907.7502146;-38.13080360867914
1739209907.7502208;-38.13080360867914
1739209907.750227;-45.120503652039325
1739209907.7502332;-45.120503652039325
1739209907.7502394;-35.57807855764607
1739209907.7502456;-29.438486411369333
1739209907.7502518;-45.120503652039325
1739209907.750258;-45.120503652039325
1739209907.7502642;-45.120503652039325
1739209907.7502704;-45.120503652039325
1739209907.7502768;-45.120503652039325
1739209907.750283;-35.57807855764607
1739209907.7502892;-45.120503652039325
1739209907.7502954;-38.13080360867914
1739209907.7503016;-38.13080360867914
1739209907.7503078;-45.120503652039325
1739209907.750314;-45.120503652039325
1739209907.7503202;-45.120503652039325
1739209907.7503264;-45.120503652039325
1739209907.7503326;-45.120503652039325
1739209907.750339;-35.57807855764607
1739209907.7503452;-26.991370085610736
1739209907.7503514;-45.120503652039325
1739209907.7503576;-45.120503652039325
1739209907.7503638;-38.13080360867914
1739209907.75037;-31.141103565318893
1739209907.7503762;-45.120503652039325
1739209907.7503824;-45.120503652039325
1739209907.7503886;-38.13080360867914
1739209907.750395;-33.981070128970956
1739209907.7504013;-45.120503652039325
1739209907.7504075;-45.120503652039325
1739209907.7504137;-45.120503652039325
1739209907.7504199;-45.120503652039325
1739209907.750426;-45.120503652039325
1739209907.7504323;-45.120503652039325
1739209907.7504385;-38.13080360867914
1739209907.7504447;-28.58837851428586
1739209907.7504508;-38.13080360867914
1739209907.7504573;-45.120503652039325
1739209907.7504635;-38.13080360867914
1739209907.7504697;-32.816014438256545
1739209907.750476;-38.13080360867914
1739209907.750482;-45.120503652039325
1739209907.7504883;-38.13080360867914
1739209907.7504945;-45.120503652039325
1739209907.7505007;-45.120503652039325
1739209907.7505069;-33.981070128970906
1739209907.750513;-45.120503652039325
1739209907.7505195;-45.120503652039325
1739209907.7505257;-45.120503652039325
1739209907.750532;-45.120503652039325
1739209907.750538;-45.120503652039325
1739209907.7505443;-45.120503652039325
1739209907.7505505;-45.120503652039325
1739209907.7505567;-45.120503652039325
1739209907.750563;-45.120503652039325
1739209907.750569;-45.120503652039325
1739209907.7505753;-45.120503652039325
1739209907.7505817;-33.981070128970906
1739209907.750588;-35.57807855764607
1739209907.7505941;-30.49652367304973
1739209907.7506003;-38.13080360867914
1739209907.7506065;-45.120503652039325
1739209907.7506127;-45.120503652039325
1739209907.750619;-38.13080360867914
1739209907.7506251;-35.57807855764607
1739209907.7506313;-38.13080360867914
1739209907.7506375;-38.13080360867914
1739209907.750644;-38.13080360867914
1739209907.7506502;-38.13080360867914
1739209907.7506564;-38.13080360867914
1739209907.7506626;-35.57807855764607
1739209907.7506688;-38.13080360867914
1739209907.750675;-38.13080360867914
1739209907.7506812;-38.13080360867914
1739209907.7506874;-45.120503652039325
1739209907.7506936;-31.141103565318915
1739209907.7506998;-31.141103565318915
1739209907.7507062;-45.120503652039325
1739209907.7507124;-38.13080360867914
1739209907.7507186;-38.13080360867914
1739209907.7507248;-32.816014438256545
1739209907.750731;-45.120503652039325
1739209907.7507372;-45.120503652039325
1739209907.7507434;-35.57807855764607
1739209907.7507496;-38.13080360867914
1739209907.7507558;-33.981070128970906
1739209907.750762;-45.120503652039325
1739209907.7507684;-45.120503652039325
1739209907.7507746;-38.13080360867914
1739209907.7507808;-45.120503652039325
1739209907.750787;-45.120503652039325
1739209907.7507932;-31.141103565318915
1739209907.7507994;-33.981070128970906
1739209907.7508056;-45.120503652039325
1739209907.7508118;-38.13080360867914
1739209907.750818;-35.57807855764607
1739209907.7508242;-35.57807855764607
1739209907.7508307;-45.120503652039325
1739209907.7508368;-45.120503652039325
1739209907.750843;-45.120503652039325
1739209907.7508492;-45.120503652039325
1739209907.7508554;-45.120503652039325
1739209907.7508616;-45.120503652039325
1739209907.7508678;-38.13080360867914
1739209907.750874;-38.13080360867914
1739209907.7508802;-45.120503652039325
1739209907.7508864;-38.13080360867914
1739209907.7508929;-35.57807855764607
1739209907.750899;-45.120503652039325
1739209907.7509053;-45.120503652039325
1739209907.7509115;-45.120503652039325
1739209907.7509177;-38.13080360867914
1739209907.7509239;-45.120503652039325
1739209907.75093;-45.120503652039325
1739209907.7509363;-38.13080360867914
1739209907.7509425;-45.120503652039325
1739209907.7509487;-33.981070128970906
1739209907.750955;-45.120503652039325
1739209907.7509613;-45.120503652039325
1739209907.7509675;-38.13080360867914
1739209907.7509737;-35.57807855764607
1739209907.75098;-45.120503652039325
1739209907.750986;-45.120503652039325
1739209907.7509923;-45.120503652039325
1739209907.7509985;-38.13080360867914
1739209907.7510047;-38.13080360867914
1739209907.751011;-38.13080360867914
1739209907.7510173;-35.57807855764607
1739209907.7510235;-45.120503652039325
1739209907.7510297;-45.120503652039325
1739209907.751036;-38.13080360867914
1739209907.7510421;-35.57807855764607
1739209907.7510483;-38.13080360867914
1739209907.7510545;-45.120503652039325
1739209907.7510607;-38.13080360867914
1739209907.751067;-33.981070128970906
1739209907.7510731;-33.981070128970906
1739209907.7510796;-33.981070128970906
1739209907.7510858;-45.120503652039325
1739209907.751092;-45.120503652039325
1739209907.7510982;-38.13080360867914
1739209907.7511044;-45.120503652039325
1739209907.7511106;-33.981070128970906
1739209907.7511168;-35.57807855764607
1739209907.751123;-45.120503652039325
1739209907.7511292;-45.120503652039325
1739209907.7511353;-32.816014438256545
1739209907.7511418;-35.57807855764607
1739209907.751148;-38.13080360867914
1739209907.7511542;-45.120503652039325
1739209907.7511604;-38.13080360867914
1739209907.7511666;-38.13080360867914
1739209907.7511728;-38.13080360867914
1739209907.751179;-35.57807855764607
1739209907.7511852;-38.13080360867914
1739209907.7511914;-35.57807855764607
1739209907.7511976;-45.120503652039325
1739209907.751204;-45.120503652039325
1739209907.7512102;-38.13080360867914
1739209907.7512164;-38.13080360867914
1739209907.7512226;-38.13080360867914
1739209907.7512288;-45.120503652039325
1739209907.751235;-38.13080360867914
1739209907.7512412;-38.13080360867914
1739209907.7512474;-45.120503652039325
1739209907.7512536;-45.120503652039325
1739209907.7512598;-33.981070128970906
1739209907.7512662;-32.816014438256545
1739209907.7512724;-45.120503652039325
1739209907.7512786;-45.120503652039325
1739209907.7512848;-45.120503652039325
1739209907.751291;-38.13080360867914
1739209907.7512972;-38.13080360867914
1739209907.7513034;-45.120503652039325
1739209907.7513096;-38.13080360867914
1739209907.7513158;-38.13080360867914
1739209907.751322;-45.120503652039325
1739209907.7513285;-38.13080360867914
1739209907.7513347;-38.13080360867914
1739209907.7513409;-35.57807855764607
1739209907.751347;-45.120503652039325
1739209907.7513533;-45.120503652039325
1739209907.7513595;-45.120503652039325
1739209907.7513657;-38.13080360867914
1739209907.7513719;-38.13080360867914
1739209907.751378;-45.120503652039325
1739209907.7513843;-35.57807855764607
1739209907.7513907;-35.57807855764607
1739209907.751397;-38.13080360867914
1739209907.751403;-35.57807855764607
1739209907.7514093;-38.13080360867914
1739209907.7514155;-38.13080360867914
1739209907.7514217;-45.120503652039325
1739209907.751428;-38.13080360867914
1739209907.751434;-45.120503652039325
1739209907.7514403;-45.120503652039325
1739209907.7514467;-45.120503652039325
1739209907.751453;-38.13080360867914
1739209907.7514591;-33.981070128970906
1739209907.7514653;-35.57807855764607
1739209907.7514715;-35.57807855764607
1739209907.7514777;-45.120503652039325
1739209907.751484;-33.981070128970906
1739209907.75149;-32.816014438256545
1739209907.7514963;-38.13080360867914
1739209907.7515025;-35.57807855764607
1739209907.751509;-38.13080360867914
1739209907.7515152;-45.120503652039325
1739209907.7515213;-38.13080360867914
1739209907.7515275;-38.13080360867914
1739209907.7515337;-38.13080360867914
1739209907.75154;-33.981070128970906
1739209907.7515461;-38.13080360867914
1739209907.7515523;-45.120503652039325
1739209907.7515585;-45.120503652039325
1739209907.7515647;-32.816014438256545
1739209907.7515712;-45.120503652039325
1739209907.7515774;-38.13080360867914
1739209907.7515836;-31.141103565318915
1739209907.7515898;-38.13080360867914
1739209907.751596;-45.120503652039325
1739209907.7516022;-45.120503652039325
1739209907.7516084;-33.981070128970906
1739209907.7516146;-32.816014438256545
1739209907.7516208;-38.13080360867914
1739209907.751627;-38.13080360867914
1739209907.7516334;-32.816014438256545
1739209907.7516396;-32.816014438256545
1739209907.7516458;-38.13080360867914
1739209907.751652;-38.13080360867914
1739209907.7516582;-35.57807855764607
1739209907.7516644;-35.57807855764607
1739209907.7516706;-45.120503652039325
1739209907.7516768;-45.120503652039325
1739209907.751683;-38.13080360867914
1739209907.7516892;-45.120503652039325
1739209907.7516956;-32.816014438256545
1739209907.7517018;-35.57807855764607
1739209907.751708;-38.13080360867914
1739209907.7517142;-33.981070128970906
1739209907.7517204;-35.57807855764607
1739209907.7517266;-38.13080360867914
1739209907.7517328;-38.13080360867914
1739209907.751739;-38.13080360867914
1739209907.7517452;-45.120503652039325
1739209907.7517514;-33.981070128970906
1739209907.7517579;-33.981070128970906
1739209907.751764;-38.13080360867914
1739209907.7517703;-45.120503652039325
1739209907.7517765;-45.120503652039325
1739209907.7517827;-38.13080360867914
1739209907.7517889;-35.57807855764607
1739209907.751795;-38.13080360867914
1739209907.7518013;-35.57807855764607
1739209907.7518075;-45.120503652039325
1739209907.7518137;-33.981070128970906
1739209907.75182;-38.13080360867914
1739209907.7518263;-38.13080360867914
1739209907.7518325;-38.13080360867914
1739209907.7518387;-38.13080360867914
1739209907.751845;-45.120503652039325
1739209907.751851;-31.141103565318915
1739209907.7518573;-32.816014438256545
1739209907.7518635;-38.13080360867914
1739209907.7518697;-38.13080360867914
1739209907.7518759;-38.13080360867914
1739209907.7518823;-38.13080360867914
1739209907.7518885;-35.57807855764607
1739209907.7518947;-45.120503652039325
1739209907.751901;-45.120503652039325
1739209907.751907;-33.981070128970906
1739209907.7519133;-45.120503652039325
1739209907.7519195;-45.120503652039325
1739209907.7519257;-38.13080360867914
1739209907.751932;-38.13080360867914
1739209907.751938;-35.57807855764607
1739209907.7519445;-38.13080360867914
1739209907.7519507;-38.13080360867914
1739209907.751957;-33.981070128970906
1739209907.7519631;-45.120503652039325
1739209907.7519693;-45.120503652039325
1739209907.7519755;-38.13080360867914
1739209907.7519817;-38.13080360867914
1739209907.751988;-33.981070128970906
1739209907.7519941;-38.13080360867914
1739209907.7520003;-33.981070128970906
1739209907.7520068;-33.981070128970906
1739209907.752013;-35.57807855764607
1739209907.7520192;-45.120503652039325
1739209907.7520254;-38.13080360867914
1739209907.7520316;-35.57807855764607
1739209907.7520378;-38.13080360867914
1739209907.752044;-38.13080360867914
1739209907.7520502;-33.981070128970906
1739209907.7520564;-30.49652367304973
1739209907.7520626;-38.13080360867914
1739209907.752069;-38.13080360867914
1739209907.7520752;-38.13080360867914
1739209907.7520814;-38.13080360867914
1739209907.7520876;-33.981070128970906
1739209907.7520938;-45.120503652039325
1739209907.7521;-38.13080360867914
1739209907.7521062;-38.13080360867914
1739209907.7521124;-38.13080360867914
1739209907.7521186;-38.13080360867914
1739209907.7521248;-45.120503652039325
1739209907.7521312;-35.57807855764607
1739209907.7521374;-35.57807855764607
1739209907.7521436;-38.13080360867914
1739209907.7521498;-38.13080360867914
1739209907.752156;-31.141103565318915
1739209907.7521622;-38.13080360867914
1739209907.7521684;-45.120503652039325
1739209907.7521746;-45.120503652039325
1739209907.7521808;-45.120503652039325
1739209907.752187;-38.13080360867914
1739209907.7521935;-45.120503652039325
1739209907.7521996;-45.120503652039325
1739209907.7522058;-33.981070128970906
1739209907.752212;-35.57807855764607
1739209907.7522182;-45.120503652039325
1739209907.7522244;-38.13080360867914
1739209907.7522306;-31.141103565318915
1739209907.7522368;-38.13080360867914
1739209907.752243;-38.13080360867914
1739209907.7522492;-45.120503652039325
1739209907.7522557;-45.120503652039325
1739209907.7522619;-32.816014438256545
1739209907.752268;-45.120503652039325
1739209907.7522743;-45.120503652039325
1739209907.7522805;-33.981070128970906
1739209907.7522867;-32.816014438256545
1739209907.7522929;-45.120503652039325
1739209907.752299;-45.120503652039325
1739209907.7523053;-31.141103565318915
1739209907.7523115;-45.120503652039325
1739209907.752318;-38.13080360867914
1739209907.752324;-45.120503652039325
1739209907.7523303;-33.981070128970906
1739209907.7523365;-45.120503652039325
1739209907.7523427;-38.13080360867914
1739209907.752349;-45.120503652039325
1739209907.752355;-45.120503652039325
1739209907.7523613;-28.992665084841942
1739209907.7523675;-38.13080360867914
1739209907.7523737;-45.120503652039325
1739209907.7523801;-32.816014438256545
1739209907.7523863;-28.21854285175415
1739209907.7523925;-45.120503652039325
1739209907.7523987;-45.120503652039325
1739209907.752405;-33.981070128970906
1739209907.7524111;-38.13080360867914
1739209907.7524173;-45.120503652039325
1739209907.7524235;-45.120503652039325
1739209907.7524297;-33.981070128970906
1739209907.752436;-45.120503652039325
1739209907.7524424;-45.120503652039325
1739209907.7524486;-45.120503652039325
1739209907.7524548;-45.120503652039325
1739209907.752461;-38.13080360867914
1739209907.7524672;-38.13080360867914
1739209907.7524734;-45.120503652039325
1739209907.7524796;-45.120503652039325
1739209907.7524858;-32.816014438256545
1739209907.752492;-38.13080360867914
1739209907.7524981;-45.120503652039325
1739209907.7525046;-33.981070128970906
1739209907.7525108;-45.120503652039325
1739209907.752517;-45.120503652039325
1739209907.7525232;-45.120503652039325
1739209907.7525294;-38.13080360867914
1739209907.7525356;-45.120503652039325
1739209907.7525418;-38.13080360867914
1739209907.752548;-38.13080360867914
1739209907.7525542;-38.13080360867914
1739209907.7525606;-38.13080360867914
1739209907.7525668;-38.13080360867914
1739209907.752573;-45.120503652039325
1739209907.7525792;-38.13080360867914
1739209907.7525854;-32.816014438256545
1739209907.7525916;-38.13080360867914
1739209907.7525978;-38.13080360867914
1739209907.752604;-38.13080360867914
1739209907.7526102;-35.57807855764607
1739209907.7526164;-45.120503652039325
1739209907.7526228;-45.120503652039325
1739209907.752629;-45.120503652039325
1739209907.7526352;-45.120503652039325
1739209907.7526414;-38.13080360867914
1739209907.7526476;-45.120503652039325
1739209907.7526538;-38.13080360867914
1739209907.75266;-38.13080360867914
1739209907.7526662;-38.13080360867914
1739209907.7526724;-45.120503652039325
1739209907.7526786;-33.981070128970906
1739209907.752685;-35.57807855764607
1739209907.7526913;-45.120503652039325
1739209907.7526975;-45.120503652039325
1739209907.7527037;-38.13080360867914
1739209907.7527099;-31.141103565318915
1739209907.752716;-33.981070128970906
1739209907.7527223;-45.120503652039325
1739209907.7527285;-45.120503652039325
1739209907.7527347;-38.13080360867914
1739209907.7527409;-38.13080360867914
1739209907.7527473;-45.120503652039325
1739209907.7527535;-35.57807855764607
1739209907.7527597;-38.13080360867914
1739209907.752766;-45.120503652039325
1739209907.752772;-45.120503652039325
1739209907.7527783;-35.57807855764607
1739209907.7527845;-32.816014438256545
1739209907.7527907;-45.120503652039325
1739209907.752797;-45.120503652039325
1739209907.752803;-38.13080360867914
1739209907.7528095;-31.141103565318915
1739209907.7528157;-33.981070128970906
1739209907.752822;-45.120503652039325
1739209907.7528281;-45.120503652039325
1739209907.7528343;-38.13080360867914
1739209907.7528405;-38.13080360867914
1739209907.7528467;-45.120503652039325
1739209907.752853;-33.981070128970906
1739209907.752859;-45.120503652039325
1739209907.7528653;-45.120503652039325
1739209907.7528718;-45.120503652039325
1739209907.752878;-35.57807855764607
1739209907.7528841;-38.13080360867914
1739209907.7528903;-45.120503652039325
1739209907.7528965;-45.120503652039325
1739209907.7529027;-45.120503652039325
1739209907.752909;-33.981070128970906
1739209907.7529151;-38.13080360867914
1739209907.7529213;-45.120503652039325
1739209907.7529275;-38.13080360867914
1739209907.752934;-32.816014438256545
1739209907.7529402;-38.13080360867914
1739209907.7529464;-45.120503652039325
1739209907.7529526;-38.13080360867914
1739209907.7529588;-33.981070128970906
1739209907.752965;-33.981070128970906
1739209907.7529712;-45.120503652039325
1739209907.7529774;-45.120503652039325
1739209907.7529836;-45.120503652039325
1739209907.7529898;-38.13080360867914
1739209907.7529962;-45.120503652039325
1739209907.7530024;-38.13080360867914
1739209907.7530086;-38.13080360867914
1739209907.7530148;-45.120503652039325
1739209907.753021;-45.120503652039325
1739209907.7530272;-38.13080360867914
1739209907.7530334;-38.13080360867914
1739209907.7530396;-38.13080360867914
1739209907.7530458;-45.120503652039325
1739209907.753052;-45.120503652039325
1739209907.7530584;-28.992665084841942
1739209907.7530646;-28.992665084841942
1739209907.7530708;-38.13080360867914
1739209907.753077;-33.981070128970906
1739209907.7530832;-31.141103565318915
1739209907.7530894;-33.981070128970906
1739209907.7530956;-45.120503652039325
1739209907.7531018;-38.13080360867914
1739209907.753108;-38.13080360867914
1739209907.7531142;-38.13080360867914
1739209907.7531207;-45.120503652039325
1739209907.7531269;-45.120503652039325
1739209907.753133;-45.120503652039325
1739209907.7531393;-45.120503652039325
1739209907.7531455;-45.120503652039325
1739209907.7531517;-45.120503652039325
1739209907.7531579;-38.13080360867914
1739209907.753164;-38.13080360867914
1739209907.7531703;-45.120503652039325
1739209907.7531765;-45.120503652039325
1739209907.753183;-45.120503652039325
1739209907.753189;-38.13080360867914
1739209907.7531953;-45.120503652039325
1739209907.7532015;-33.981070128970906
1739209907.7532077;-38.13080360867914
1739209907.753214;-30.49652367304973
1739209907.75322;-38.13080360867914
1739209907.7532263;-38.13080360867914
1739209907.7532325;-33.981070128970906
1739209907.7532387;-38.13080360867914
1739209907.753245;-38.13080360867914
1739209907.7532513;-45.120503652039325
1739209907.7532575;-38.13080360867914
1739209907.7532637;-28.992665084841942
1739209907.75327;-38.13080360867914
1739209907.753276;-38.13080360867914
1739209907.7532823;-35.57807855764607
1739209907.7532885;-38.13080360867914
1739209907.7532947;-45.120503652039325
1739209907.753301;-33.981070128970906
1739209907.7533073;-33.981070128970906
1739209907.7533135;-35.57807855764607
1739209907.7533197;-45.120503652039325
1739209907.753326;-33.981070128970906
1739209907.7533321;-38.13080360867914
1739209907.7533383;-38.13080360867914
1739209907.7533445;-45.120503652039325
1739209907.7533507;-45.120503652039325
1739209907.753357;-38.13080360867914
1739209907.7533631;-38.13080360867914
1739209907.7533696;-45.120503652039325
1739209907.7533758;-38.13080360867914
1739209907.753382;-38.13080360867914
1739209907.7533882;-45.120503652039325
1739209907.7533944;-45.120503652039325
1739209907.7534006;-45.120503652039325
1739209907.7534068;-38.13080360867914
1739209907.753413;-38.13080360867914
1739209907.7534192;-38.13080360867914
1739209907.7534254;-33.981070128970906
1739209907.7534318;-38.13080360867914
1739209907.753438;-45.120503652039325
1739209907.7534442;-38.13080360867914
1739209907.7534504;-38.13080360867914
1739209907.7534566;-33.981070128970906
1739209907.7534628;-38.13080360867914
1739209907.753469;-45.120503652039325
1739209907.7534752;-38.13080360867914
1739209907.7534814;-38.13080360867914
1739209907.7534876;-45.120503652039325
1739209907.753494;-45.120503652039325
1739209907.7535002;-45.120503652039325
1739209907.7535064;-45.120503652039325
1739209907.7535126;-38.13080360867914
1739209907.7535188;-45.120503652039325
1739209907.753525;-45.120503652039325
1739209907.7535312;-38.13080360867914
1739209907.7535374;-38.13080360867914
1739209907.7535436;-45.120503652039325
1739209907.7535498;-38.13080360867914
1739209907.7535563;-45.120503652039325
1739209907.7535625;-38.13080360867914
1739209907.7535686;-38.13080360867914
1739209907.7535748;-45.120503652039325
1739209907.753581;-45.120503652039325
1739209907.7535872;-45.120503652039325
1739209907.7535934;-35.57807855764607
1739209907.7535996;-45.120503652039325
1739209907.7536058;-38.13080360867914
1739209907.7536123;-35.57807855764607
1739209907.7536185;-45.120503652039325
1739209907.7536247;-38.13080360867914
1739209907.7536309;-38.13080360867914
1739209907.753637;-45.120503652039325
1739209907.7536433;-45.120503652039325
1739209907.7536495;-45.120503652039325
1739209907.7536557;-35.57807855764607
1739209907.7536619;-45.120503652039325
1739209907.753668;-45.120503652039325
1739209907.7536745;-35.57807855764607
1739209907.7536807;-35.57807855764607
1739209907.753687;-45.120503652039325
1739209907.753693;-45.120503652039325
1739209907.7536993;-45.120503652039325
1739209907.7537055;-38.13080360867914
1739209907.7537117;-38.13080360867914
1739209907.753718;-45.120503652039325
1739209907.753724;-45.120503652039325
1739209907.7537303;-45.120503652039325
1739209907.7537367;-45.120503652039325
1739209907.753743;-38.13080360867914
1739209907.7537491;-45.120503652039325
1739209907.7537553;-45.120503652039325
1739209907.7537615;-38.13080360867914
1739209907.7537677;-45.120503652039325
1739209907.753774;-38.13080360867914
1739209907.7537801;-38.13080360867914
1739209907.7537863;-38.13080360867914
1739209907.7537925;-38.13080360867914
1739209907.753799;-38.13080360867914
1739209907.7538052;-38.13080360867914
1739209907.7538114;-38.13080360867914
1739209907.7538176;-33.981070128970906
1739209907.7538238;-45.120503652039325
1739209907.75383;-45.120503652039325
1739209907.7538362;-45.120503652039325
1739209907.7538424;-38.13080360867914
1739209907.7538486;-38.13080360867914
1739209907.7538548;-45.120503652039325
1739209907.7538612;-38.13080360867914
1739209907.7538674;-45.120503652039325
1739209907.7538736;-45.120503652039325
1739209907.7538798;-35.57807855764607
1739209907.753886;-45.120503652039325
1739209907.7538922;-45.120503652039325
1739209907.7538984;-45.120503652039325
1739209907.7539046;-38.13080360867914
1739209907.7539108;-38.13080360867914
1739209907.753917;-31.141103565318915
1739209907.7539234;-35.57807855764607
1739209907.7539296;-38.13080360867914
1739209907.7539358;-38.13080360867914
1739209907.753942;-45.120503652039325
1739209907.7539482;-38.13080360867914
1739209907.7539544;-45.120503652039325
1739209907.7539606;-38.13080360867914
1739209907.7539668;-38.13080360867914
1739209907.753973;-38.13080360867914
1739209907.7539792;-35.57807855764607
1739209907.7539856;-38.13080360867914
1739209907.7539918;-45.120503652039325
1739209907.753998;-45.120503652039325
1739209907.7540042;-45.120503652039325
1739209907.7540104;-45.120503652039325
1739209907.7540166;-33.981070128970906
1739209907.7540228;-45.120503652039325
1739209907.754029;-45.120503652039325
1739209907.7540352;-45.120503652039325
1739209907.7540414;-38.13080360867914
1739209907.7540479;-32.816014438256545
1739209907.754054;-35.57807855764607
1739209907.7540603;-38.13080360867914
1739209907.7540665;-35.57807855764607
1739209907.7540727;-38.13080360867914
1739209907.7540789;-32.816014438256545
1739209907.754085;-38.13080360867914
1739209907.7540913;-38.13080360867914
1739209907.7540975;-38.13080360867914
1739209907.7541037;-45.120503652039325
1739209907.75411;-45.120503652039325
1739209907.7541163;-38.13080360867914
1739209907.7541225;-35.57807855764607
1739209907.7541287;-38.13080360867914
1739209907.754135;-33.981070128970906
1739209907.754141;-45.120503652039325
1739209907.7541473;-38.13080360867914
1739209907.7541535;-38.13080360867914
1739209907.7541597;-38.13080360867914
1739209907.754166;-38.13080360867914
1739209907.7541723;-38.13080360867914
1739209907.7541785;-38.13080360867914
1739209907.7541847;-45.120503652039325
1739209907.754191;-45.120503652039325
