CAN Message; 0x150:0600c9c5cf73a940
1739209756.6229339;-35.57807855764607
1739209756.62294;-38.13080360867914
1739209756.6229463;-45.120503652039325
1739209756.6229522;-45.120503652039325
1739209756.6229584;-35.57807855764607
1739209756.6229646;-38.13080360867914
1739209756.6229708;-45.120503652039325
1739209756.6229768;-38.13080360867914
1739209756.622983;-38.13080360867914
1739209756.6229892;-38.13080360867914
1739209756.6229954;-45.120503652039325
1739209756.6230013;-45.120503652039325
1739209756.6230075;-38.13080360867914
1739209756.6230137;-38.13080360867914
1739209756.62302;-38.13080360867914
1739209756.623026;-33.981070128970906
1739209756.623032;-32.816014438256545
1739209756.6230383;-33.981070128970906
1739209756.6230445;-45.120503652039325
1739209756.6230505;-45.120503652039325
1739209756.6230567;-35.57807855764607
1739209756.6230628;-38.13080360867914
1739209756.623069;-45.120503652039325
1739209756.623075;-38.13080360867914
1739209756.6230812;-35.57807855764607
1739209756.6230874;-45.120503652039325
1739209756.6230936;-45.120503652039325
1739209756.6230996;-38.13080360867914
1739209756.6231058;-38.13080360867914
1739209756.623112;-45.120503652039325
1739209756.6231182;-45.120503652039325
1739209756.6231241;-38.13080360867914
1739209756.6231303;-32.816014438256545
1739209756.6231365;-38.13080360867914
1739209756.6231427;-45.120503652039325
1739209756.6231487;-45.120503652039325
1739209756.6231549;-35.57807855764607
1739209756.623161;-33.981070128970906
1739209756.6231673;-45.120503652039325
1739209756.6231732;-45.120503652039325
1739209756.6231794;-38.13080360867914
1739209756.6231856;-45.120503652039325
1739209756.6231918;-45.120503652039325
1739209756.623198;-45.120503652039325
1739209756.623204;-35.57807855764607
1739209756.6232102;-45.120503652039325
1739209756.6232164;-45.120503652039325
1739209756.6232226;-45.120503652039325
1739209756.6232285;-38.13080360867914
1739209756.6232347;-38.13080360867914
1739209756.623241;-38.13080360867914
1739209756.6232471;-38.13080360867914
1739209756.623253;-45.120503652039325
1739209756.6232593;-38.13080360867914
1739209756.6232655;-35.57807855764607
1739209756.6232717;-38.13080360867914
1739209756.6232777;-38.13080360867914
1739209756.6232839;-45.120503652039325
1739209756.62329;-35.57807855764607
1739209756.6232963;-38.13080360867914
1739209756.6233022;-38.13080360867914
1739209756.6233084;-45.120503652039325
1739209756.6233146;-45.120503652039325
1739209756.6233208;-45.120503652039325
1739209756.6233268;-45.120503652039325
1739209756.623333;-38.13080360867914
1739209756.6233392;-45.120503652039325
1739209756.6233454;-33.981070128970906
1739209756.6233513;-38.13080360867914
1739209756.6233575;-45.120503652039325
1739209756.6233637;-38.13080360867914
1739209756.62337;-38.13080360867914
1739209756.623376;-38.13080360867914
1739209756.623382;-45.120503652039325
1739209756.6233883;-38.13080360867914
1739209756.6233945;-45.120503652039325
1739209756.6234004;-38.13080360867914
1739209756.6234066;-45.120503652039325
1739209756.6234128;-45.120503652039325
1739209756.623419;-33.981070128970906
1739209756.623425;-38.13080360867914
1739209756.6234312;-45.120503652039325
1739209756.6234374;-45.120503652039325
1739209756.6234436;-38.13080360867914
1739209756.628418;-38.13080360867914
1739209756.6284184;-33.981070128970906
1739209756.628419;-38.13080360867914
1739209756.6284194;-38.13080360867914
1739209756.6284199;-35.57807855764607
1739209756.6284204;-35.57807855764607
1739209756.628421;-35.57807855764607
1739209756.6284215;-45.120503652039325
1739209756.628422;-28.58837851428586
1739209756.6284225;-38.13080360867914
1739209756.628423;-45.120503652039325
1739209756.6284235;-45.120503652039325
1739209756.628424;-45.120503652039325
1739209756.6284244;-45.120503652039325
1739209756.628425;-30.49652367304973
1739209756.6284254;-32.816014438256545
1739209756.6284258;-45.120503652039325
1739209756.6284263;-45.120503652039325
1739209756.6284268;-45.120503652039325
1739209756.6284275;-45.120503652039325
1739209756.628428;-45.120503652039325
1739209756.6284285;-33.981070128970906
1739209756.628429;-45.120503652039325
1739209756.6284294;-45.120503652039325
1739209756.62843;-38.13080360867914
1739209756.6284304;-38.13080360867914
1739209756.6284308;-45.120503652039325
1739209756.6284313;-45.120503652039325
1739209756.6284318;-38.13080360867914
1739209756.6284323;-38.13080360867914
1739209756.6284328;-38.13080360867914
1739209756.6284332;-38.13080360867914
1739209756.628434;-32.816014438256545
1739209756.6284344;-38.13080360867914
1739209756.628435;-45.120503652039325
1739209756.6284354;-38.13080360867914
1739209756.6284359;-32.816014438256545
1739209756.6284363;-45.120503652039325
1739209756.6284368;-45.120503652039325
1739209756.6284373;-38.13080360867914
1739209756.6284378;-38.13080360867914
1739209756.6284382;-38.13080360867914
1739209756.6284387;-45.120503652039325
1739209756.6284392;-38.13080360867914
1739209756.6284397;-35.57807855764607
1739209756.6284404;-33.981070128970906
1739209756.6284409;-45.120503652039325
1739209756.6284413;-45.120503652039325
1739209756.6284418;-38.13080360867914
1739209756.6284423;-38.13080360867914
1739209756.6284428;-45.120503652039325
1739209756.6284432;-45.120503652039325
1739209756.6284437;-45.120503652039325
1739209756.6284442;-38.13080360867914
1739209756.6284447;-38.13080360867914
1739209756.6284451;-32.816014438256545
1739209756.6284456;-38.13080360867914
1739209756.628446;-38.13080360867914
1739209756.6284466;-38.13080360867914
1739209756.6284473;-35.57807855764607
1739209756.6284478;-38.13080360867914
1739209756.6284482;-45.120503652039325
1739209756.6284487;-38.13080360867914
1739209756.6284492;-45.120503652039325
1739209756.6284497;-45.120503652039325
1739209756.6284502;-38.13080360867914
1739209756.6284506;-38.13080360867914
1739209756.628451;-38.13080360867914
1739209756.6284516;-38.13080360867914
1739209756.628452;-38.13080360867914
1739209756.6284525;-38.13080360867914
1739209756.628453;-33.981070128970906
1739209756.6284537;-45.120503652039325
1739209756.6284542;-45.120503652039325
1739209756.6284547;-45.120503652039325
1739209756.6284552;-38.13080360867914
1739209756.6284556;-45.120503652039325
1739209756.628456;-45.120503652039325
1739209756.6284566;-45.120503652039325
1739209756.628457;-38.13080360867914
1739209756.6284575;-38.13080360867914
1739209756.628458;-38.13080360867914
1739209756.6284585;-38.13080360867914
1739209756.628459;-38.13080360867914
1739209756.6284595;-45.120503652039325
1739209756.6284602;-45.120503652039325
1739209756.6284606;-45.120503652039325
1739209756.6284611;-45.120503652039325
1739209756.6284616;-38.13080360867914
1739209756.628462;-38.13080360867914
1739209756.6284626;-45.120503652039325
1739209756.628463;-38.13080360867914
1739209756.6284635;-45.120503652039325
1739209756.628464;-38.13080360867914
1739209756.6284645;-45.120503652039325
1739209756.628465;-38.13080360867914
1739209756.6284654;-33.981070128970906
1739209756.628466;-35.57807855764607
1739209756.6284666;-45.120503652039325
1739209756.628467;-38.13080360867914
1739209756.6284676;-33.981070128970906
1739209756.628468;-38.13080360867914
1739209756.6284685;-45.120503652039325
1739209756.628469;-45.120503652039325
1739209756.6284695;-38.13080360867914
1739209756.62847;-45.120503652039325
1739209756.6284704;-38.13080360867914
1739209756.628471;-45.120503652039325
1739209756.6284714;-38.13080360867914
1739209756.6284719;-38.13080360867914
1739209756.6284723;-45.120503652039325
1739209756.628473;-38.13080360867914
1739209756.6284735;-45.120503652039325
1739209756.628474;-38.13080360867914
1739209756.6284745;-38.13080360867914
1739209756.628475;-45.120503652039325
1739209756.6284754;-45.120503652039325
1739209756.628476;-38.13080360867914
1739209756.6284764;-45.120503652039325
1739209756.6284769;-45.120503652039325
1739209756.6284773;-33.981070128970906
1739209756.6284778;-38.13080360867914
1739209756.6284783;-45.120503652039325
1739209756.6284788;-38.13080360867914
1739209756.6284795;-38.13080360867914
1739209756.62848;-38.13080360867914
1739209756.6284804;-45.120503652039325
1739209756.628481;-45.120503652039325
1739209756.6284814;-45.120503652039325
1739209756.6284819;-45.120503652039325
1739209756.6284823;-38.13080360867914
1739209756.6284828;-45.120503652039325
1739209756.6284833;-38.13080360867914
1739209756.6284838;-38.13080360867914
1739209756.6284842;-45.120503652039325
1739209756.6284847;-38.13080360867914
1739209756.6284852;-28.58837851428586
1739209756.628486;-45.120503652039325
1739209756.6284864;-45.120503652039325
1739209756.6284869;-38.13080360867914
1739209756.6284873;-38.13080360867914
1739209756.6284878;-33.981070128970906
1739209756.6284883;-45.120503652039325
1739209756.6284888;-45.120503652039325
1739209756.6284893;-45.120503652039325
1739209756.6284897;-38.13080360867914
1739209756.6284902;-45.120503652039325
1739209756.6284907;-45.120503652039325
1739209756.6284912;-35.57807855764607
1739209756.6284916;-38.13080360867914
1739209756.6284924;-45.120503652039325
1739209756.6284928;-38.13080360867914
1739209756.6284933;-45.120503652039325
1739209756.6284938;-35.57807855764607
1739209756.6284943;-38.13080360867914
1739209756.6284947;-45.120503652039325
1739209756.6284952;-45.120503652039325
1739209756.6284957;-33.981070128970906
1739209756.6284962;-45.120503652039325
1739209756.6284966;-38.13080360867914
1739209756.6284971;-27.8777449560314
1739209756.6284976;-35.57807855764607
1739209756.628498;-45.120503652039325
1739209756.6284986;-45.120503652039325
1739209756.6284993;-32.816014438256545
1739209756.6284997;-45.120503652039325
1739209756.6285002;-45.120503652039325
1739209756.6285007;-38.13080360867914
1739209756.6285012;-45.120503652039325
1739209756.6285017;-38.13080360867914
1739209756.6285021;-45.120503652039325
1739209756.6285026;-45.120503652039325
1739209756.628503;-45.120503652039325
1739209756.6285036;-33.981070128970906
1739209756.628504;-45.120503652039325
1739209756.6285045;-45.120503652039325
1739209756.628505;-25.077289914212862
1739209756.6285057;-32.816014438256545
1739209756.6285062;-45.120503652039325
1739209756.6285067;-38.13080360867914
1739209756.6285071;-30.49652367304973
1739209756.6285076;-38.13080360867914
1739209756.628508;-45.120503652039325
1739209756.6285086;-45.120503652039325
1739209756.628509;-45.120503652039325
1739209756.6285095;-45.120503652039325
1739209756.62851;-38.13080360867914
1739209756.6285105;-45.120503652039325
1739209756.628511;-35.57807855764607
1739209756.6285114;-38.13080360867914
1739209756.6285121;-45.120503652039325
1739209756.6285126;-45.120503652039325
1739209756.628513;-29.438486411369333
1739209756.6285136;-30.49652367304973
1739209756.628514;-45.120503652039325
1739209756.6285145;-38.13080360867914
1739209756.628515;-38.13080360867914
1739209756.6285155;-45.120503652039325
1739209756.628516;-45.120503652039325
1739209756.6285164;-38.13080360867914
1739209756.628517;-38.13080360867914
1739209756.6285174;-38.13080360867914
1739209756.6285179;-45.120503652039325
1739209756.6285186;-45.120503652039325
1739209756.628519;-32.816014438256545
1739209756.6285195;-32.816014438256545
1739209756.62852;-45.120503652039325
1739209756.6285205;-38.13080360867914
1739209756.628521;-38.13080360867914
1739209756.6285214;-38.13080360867914
1739209756.628522;-45.120503652039325
1739209756.6285224;-45.120503652039325
1739209756.6285229;-32.816014438256545
1739209756.6285233;-45.120503652039325
1739209756.6285238;-45.120503652039325
1739209756.6285243;-45.120503652039325
1739209756.628525;-38.13080360867914
1739209756.6285255;-29.438486411369333
1739209756.628526;-45.120503652039325
1739209756.6285264;-45.120503652039325
1739209756.628527;-32.816014438256545
1739209756.6285274;-33.981070128970906
1739209756.6285279;-45.120503652039325
1739209756.6285284;-35.57807855764607
1739209756.6285288;-38.13080360867914
1739209756.6285293;-45.120503652039325
1739209756.6285298;-38.13080360867914
1739209756.6285303;-38.13080360867914
1739209756.6285307;-45.120503652039325
1739209756.6285315;-38.13080360867914
1739209756.628532;-35.57807855764607
1739209756.6285324;-45.120503652039325
1739209756.628533;-38.13080360867914
1739209756.6285334;-38.13080360867914
1739209756.6285338;-38.13080360867914
1739209756.6285343;-38.13080360867914
1739209756.6285348;-38.13080360867914
1739209756.6285353;-33.981070128970906
1739209756.6285357;-38.13080360867914
1739209756.6285362;-32.816014438256545
1739209756.6285367;-38.13080360867914
1739209756.6285372;-45.120503652039325
1739209756.628538;-38.13080360867914
1739209756.6285384;-45.120503652039325
1739209756.6285388;-45.120503652039325
1739209756.6285393;-45.120503652039325
1739209756.6285398;-38.13080360867914
1739209756.6285403;-38.13080360867914
1739209756.6285408;-38.13080360867914
1739209756.6285412;-45.120503652039325
1739209756.6285417;-45.120503652039325
1739209756.6285422;-45.120503652039325
1739209756.6285427;-45.120503652039325
1739209756.6285431;-45.120503652039325
1739209756.6285436;-35.57807855764607
1739209756.6285443;-38.13080360867914
1739209756.6285448;-45.120503652039325
1739209756.6285453;-33.981070128970906
1739209756.6285458;-38.13080360867914
1739209756.6285462;-45.120503652039325
1739209756.6285467;-35.57807855764607
1739209756.6285472;-33.981070128970906
1739209756.6285477;-45.120503652039325
1739209756.6285481;-45.120503652039325
1739209756.6285486;-32.816014438256545
1739209756.628549;-38.13080360867914
1739209756.6285496;-38.13080360867914
1739209756.62855;-35.57807855764607
1739209756.6285505;-45.120503652039325
1739209756.6285512;-45.120503652039325
1739209756.6285517;-45.120503652039325
1739209756.6285522;-38.13080360867914
1739209756.6285527;-38.13080360867914
1739209756.6285532;-38.13080360867914
1739209756.6285536;-38.13080360867914
1739209756.628554;-38.13080360867914
1739209756.6285546;-38.13080360867914
1739209756.628555;-38.13080360867914
1739209756.6285555;-38.13080360867914
1739209756.628556;-45.120503652039325
1739209756.6285565;-35.57807855764607
1739209756.628557;-33.981070128970906
1739209756.6285577;-45.120503652039325
1739209756.6285582;-33.981070128970906
1739209756.6285586;-35.57807855764607
1739209756.628559;-38.13080360867914
1739209756.6285596;-38.13080360867914
1739209756.62856;-35.57807855764607
1739209756.6285605;-35.57807855764607
1739209756.628561;-38.13080360867914
1739209756.6285615;-45.120503652039325
1739209756.628562;-45.120503652039325
1739209756.6285625;-38.13080360867914
1739209756.628563;-38.13080360867914
1739209756.6285634;-38.13080360867914
1739209756.6285641;-38.13080360867914
1739209756.6285646;-35.57807855764607
1739209756.628565;-38.13080360867914
1739209756.6285655;-38.13080360867914
1739209756.628566;-45.120503652039325
1739209756.6285665;-38.13080360867914
1739209756.628567;-33.981070128970906
1739209756.6285675;-38.13080360867914
1739209756.628568;-38.13080360867914
1739209756.6285684;-32.816014438256545
1739209756.628569;-38.13080360867914
1739209756.6285694;-38.13080360867914
1739209756.6285698;-45.120503652039325
1739209756.6285706;-38.13080360867914
1739209756.628571;-38.13080360867914
1739209756.6285715;-45.120503652039325
1739209756.628572;-38.13080360867914
1739209756.6285725;-45.120503652039325
1739209756.628573;-32.816014438256545
1739209756.6285734;-31.141103565318915
1739209756.628574;-45.120503652039325
1739209756.6285744;-45.120503652039325
1739209756.6285748;-45.120503652039325
1739209756.6285753;-32.816014438256545
1739209756.6285758;-45.120503652039325
1739209756.6285763;-38.13080360867914
1739209756.628577;-45.120503652039325
1739209756.6285775;-31.141103565318943
1739209756.628578;-38.13080360867914
1739209756.6285784;-32.816014438256545
1739209756.628579;-38.13080360867914
1739209756.6285794;-45.120503652039325
1739209756.6285799;-45.120503652039325
1739209756.6285803;-45.120503652039325
1739209756.6285808;-38.13080360867914
1739209756.6285813;-30.49652367304973
1739209756.6285818;-35.57807855764607
1739209756.6285822;-38.13080360867914
1739209756.6285827;-38.13080360867914
1739209756.6285834;-38.13080360867914
1739209756.628584;-38.13080360867914
1739209756.6285844;-38.13080360867914
1739209756.6285849;-38.13080360867914
1739209756.6285853;-38.13080360867914
1739209756.6285858;-45.120503652039325
1739209756.6285863;-32.816014438256545
1739209756.6285868;-38.13080360867914
1739209756.6285872;-45.120503652039325
1739209756.6285877;-45.120503652039325
1739209756.6285882;-45.120503652039325
1739209756.6285887;-45.120503652039325
1739209756.6285892;-45.120503652039325
1739209756.6285899;-38.13080360867914
1739209756.6285903;-35.57807855764607
1739209756.6285908;-35.57807855764607
1739209756.6285913;-35.57807855764607
1739209756.6285918;-38.13080360867914
1739209756.6285923;-38.13080360867914
1739209756.6285927;-38.13080360867914
1739209756.6285932;-45.120503652039325
1739209756.6285937;-45.120503652039325
1739209756.6285942;-38.13080360867914
1739209756.6285946;-38.13080360867914
1739209756.628595;-45.120503652039325
1739209756.6285956;-38.13080360867914
1739209756.628596;-30.49652367304973
1739209756.6285968;-33.981070128970906
1739209756.6285973;-45.120503652039325
1739209756.6285977;-38.13080360867914
1739209756.6285982;-45.120503652039325
1739209756.6285987;-45.120503652039325
1739209756.6285992;-45.120503652039325
1739209756.6285996;-45.120503652039325
1739209756.6286001;-45.120503652039325
1739209756.6286006;-38.13080360867914
1739209756.628601;-26.991370085610736
1739209756.6286016;-32.816014438256545
1739209756.628602;-45.120503652039325
1739209756.6286025;-38.13080360867914
1739209756.6286032;-35.57807855764607
1739209756.6286037;-45.120503652039325
1739209756.6286042;-45.120503652039325
1739209756.6286047;-35.57807855764607
1739209756.6286051;-45.120503652039325
1739209756.6286056;-45.120503652039325
1739209756.628606;-38.13080360867914
1739209756.6286066;-45.120503652039325
1739209756.628607;-45.120503652039325
1739209756.6286075;-45.120503652039325
1739209756.628608;-45.120503652039325
1739209756.6286085;-33.981070128970906
1739209756.628609;-38.13080360867914
1739209756.6286097;-38.13080360867914
1739209756.6286101;-35.57807855764607
1739209756.6286106;-38.13080360867914
1739209756.628611;-45.120503652039325
1739209756.6286116;-45.120503652039325
1739209756.628612;-38.13080360867914
1739209756.6286125;-35.57807855764607
1739209756.628613;-35.57807855764607
1739209756.6286135;-35.57807855764607
1739209756.628614;-45.120503652039325
1739209756.6286144;-38.13080360867914
1739209756.628615;-35.57807855764607
1739209756.6286154;-38.13080360867914
1739209756.628616;-45.120503652039325
1739209756.6286166;-32.816014438256545
1739209756.628617;-45.120503652039325
1739209756.6286175;-45.120503652039325
1739209756.628618;-38.13080360867914
1739209756.6286185;-45.120503652039325
1739209756.628619;-45.120503652039325
1739209756.6286194;-38.13080360867914
1739209756.62862;-45.120503652039325
1739209756.6286204;-45.120503652039325
1739209756.6286209;-35.57807855764607
1739209756.6286213;-38.13080360867914
1739209756.6286218;-45.120503652039325
1739209756.6286225;-38.13080360867914
1739209756.628623;-38.13080360867914
1739209756.6286235;-45.120503652039325
1739209756.628624;-45.120503652039325
1739209756.6286244;-38.13080360867914
1739209756.628625;-38.13080360867914
1739209756.6286254;-38.13080360867914
1739209756.6286259;-38.13080360867914
1739209756.6286263;-45.120503652039325
1739209756.6286268;-45.120503652039325
1739209756.6286273;-45.120503652039325
1739209756.6286278;-45.120503652039325
1739209756.6286283;-45.120503652039325
1739209756.628629;-38.13080360867914
1739209756.6286294;-33.981070128970906
1739209756.62863;-38.13080360867914
1739209756.6286304;-38.13080360867914
1739209756.6286309;-45.120503652039325
1739209756.6286314;-45.120503652039325
1739209756.6286318;-38.13080360867914
1739209756.6286323;-38.13080360867914
1739209756.6286328;-45.120503652039325
1739209756.6286333;-33.981070128970906
1739209756.6286337;-38.13080360867914
1739209756.6286342;-45.120503652039325
1739209756.6286347;-38.13080360867914
1739209756.6286354;-33.981070128970906
1739209756.628636;-45.120503652039325
1739209756.6286364;-38.13080360867914
1739209756.6286368;-45.120503652039325
1739209756.6286373;-33.981070128970906
1739209756.6286378;-38.13080360867914
1739209756.6286383;-38.13080360867914
1739209756.6286387;-38.13080360867914
1739209756.6286392;-45.120503652039325
1739209756.6286397;-45.120503652039325
1739209756.6286402;-38.13080360867914
1739209756.6286407;-38.13080360867914
1739209756.6286411;-35.57807855764607
1739209756.6286418;-45.120503652039325
1739209756.6286423;-38.13080360867914
1739209756.6286428;-38.13080360867914
1739209756.6286433;-45.120503652039325
1739209756.6286438;-38.13080360867914
1739209756.6286442;-45.120503652039325
1739209756.6286447;-35.57807855764607
1739209756.6286452;-38.13080360867914
1739209756.6286457;-38.13080360867914
1739209756.6286461;-45.120503652039325
1739209756.6286466;-38.13080360867914
1739209756.628647;-33.981070128970906
1739209756.6286476;-38.13080360867914
1739209756.628648;-38.13080360867914
1739209756.6286488;-45.120503652039325
1739209756.6286492;-45.120503652039325
1739209756.6286497;-45.120503652039325
1739209756.6286502;-45.120503652039325
1739209756.6286507;-38.13080360867914
1739209756.6286511;-38.13080360867914
1739209756.6286516;-38.13080360867914
1739209756.628652;-35.57807855764607
1739209756.6286526;-38.13080360867914
1739209756.628653;-33.981070128970906
1739209756.6286535;-31.141103565318915
1739209756.628654;-32.816014438256545
1739209756.6286545;-38.13080360867914
1739209756.6286552;-45.120503652039325
1739209756.6286557;-45.120503652039325
1739209756.6286561;-45.120503652039325
1739209756.6286566;-45.120503652039325
1739209756.628657;-38.13080360867914
1739209756.6286576;-33.981070128970906
1739209756.628658;-32.816014438256545
1739209756.6286585;-38.13080360867914
1739209756.628659;-38.13080360867914
1739209756.6286595;-38.13080360867914
1739209756.62866;-38.13080360867914
1739209756.6286604;-45.120503652039325
1739209756.628661;-33.981070128970906
1739209756.6286616;-26.991370085610722
1739209756.628662;-33.981070128970906
1739209756.6286626;-45.120503652039325
1739209756.628663;-35.57807855764607
1739209756.6286635;-33.981070128970906
1739209756.628664;-45.120503652039325
1739209756.6286645;-45.120503652039325
1739209756.628665;-45.120503652039325
1739209756.6286654;-38.13080360867914
1739209756.628666;-33.981070128970906
1739209756.6286664;-45.120503652039325
1739209756.6286669;-45.120503652039325
1739209756.6286674;-38.13080360867914
1739209756.628668;-38.13080360867914
1739209756.6286685;-45.120503652039325
1739209756.628669;-35.57807855764607
1739209756.6286695;-28.58837851428586
1739209756.62867;-38.13080360867914
1739209756.6286705;-45.120503652039325
1739209756.628671;-45.120503652039325
1739209756.6286714;-30.49652367304973
1739209756.628672;-45.120503652039325
1739209756.6286724;-45.120503652039325
1739209756.6286728;-38.13080360867914
1739209756.6286733;-35.57807855764607
1739209756.6286738;-38.13080360867914
1739209756.6286745;-38.13080360867914
1739209756.628675;-33.981070128970906
1739209756.6286755;-38.13080360867914
1739209756.628676;-45.120503652039325
1739209756.6286764;-45.120503652039325
1739209756.628677;-38.13080360867914
1739209756.6286774;-45.120503652039325
1739209756.6286778;-35.57807855764607
1739209756.6286783;-38.13080360867914
1739209756.6286788;-38.13080360867914
1739209756.6286793;-35.57807855764607
1739209756.6286798;-38.13080360867914
1739209756.6286802;-45.120503652039325
1739209756.628681;-45.120503652039325
1739209756.6286814;-27.8777449560314
1739209756.628682;-33.981070128970906
1739209756.6286824;-45.120503652039325
1739209756.6286829;-38.13080360867914
1739209756.6286833;-38.13080360867914
1739209756.6286838;-38.13080360867914
1739209756.6286843;-35.57807855764607
1739209756.6286848;-33.981070128970906
1739209756.6286852;-32.81601443825658
1739209756.6286857;-45.120503652039325
1739209756.6286862;-45.120503652039325
1739209756.6286867;-38.13080360867914
1739209756.6286874;-45.120503652039325
1739209756.6286879;-33.981070128970906
1739209756.6286883;-45.120503652039325
1739209756.6286888;-45.120503652039325
1739209756.6286893;-26.991370085610736
1739209756.6286898;-35.57807855764607
1739209756.6286902;-45.120503652039325
1739209756.6286907;-45.120503652039325
1739209756.6286912;-45.120503652039325
1739209756.6286917;-45.120503652039325
1739209756.6286922;-45.120503652039325
1739209756.6286926;-45.120503652039325
1739209756.628693;-38.13080360867914
1739209756.6286938;-45.120503652039325
1739209756.6286943;-38.13080360867914
1739209756.6286948;-45.120503652039325
1739209756.6286952;-38.13080360867914
1739209756.6286957;-45.120503652039325
1739209756.6286962;-38.13080360867914
1739209756.6286967;-38.13080360867914
1739209756.6286972;-35.57807855764607
1739209756.6286976;-35.57807855764607
1739209756.628698;-45.120503652039325
1739209756.6286986;-45.120503652039325
1739209756.628699;-45.120503652039325
1739209756.6286995;-38.13080360867914
1739209756.6287;-32.816014438256545
