CAN Message; 0x39:068f266ed7d3343b
Timestamp;Amplitude
1739209727.8744934;-45.120503652039325
1739209727.8744998;-45.120503652039325
1739209727.874506;-45.120503652039325
1739209727.8745124;-45.120503652039325
1739209727.8745189;-33.981070128970906
1739209727.8745253;-33.981070128970906
1739209727.8745317;-38.13080360867914
1739209727.8745382;-45.120503652039325
1739209727.8745446;-33.981070128970906
1739209727.8745508;-45.120503652039325
1739209727.8745573;-45.120503652039325
1739209727.8745637;-32.816014438256545
1739209727.8745701;-31.141103565318915
1739209727.8745766;-38.13080360867914
1739209727.874583;-45.120503652039325
1739209727.8745892;-35.57807855764607
1739209727.8745956;-45.120503652039325
1739209727.874602;-45.120503652039325
1739209727.8746085;-38.13080360867914
1739209727.874615;-35.57807855764607
1739209727.8746214;-38.13080360867914
1739209727.8746278;-38.13080360867914
1739209727.874634;-35.57807855764607
1739209727.8746405;-45.120503652039325
1739209727.874647;-38.13080360867914
1739209727.8746533;-38.13080360867914
1739209727.8746598;-38.13080360867914
1739209727.8746662;-45.120503652039325
1739209727.8746724;-38.13080360867914
1739209727.8746789;-45.120503652039325
1739209727.8746853;-38.13080360867914
1739209727.8746917;-38.13080360867914
1739209727.8746982;-38.13080360867914
1739209727.8747046;-35.57807855764607
1739209727.8747108;-38.13080360867914
1739209727.8747172;-38.13080360867914
1739209727.8747237;-32.816014438256545
1739209727.87473;-38.13080360867914
1739209727.8747365;-45.120503652039325
1739209727.874743;-45.120503652039325
1739209727.8747494;-38.13080360867914
1739209727.8747556;-45.120503652039325
1739209727.874762;-45.120503652039325
1739209727.8747685;-45.120503652039325
1739209727.874775;-38.13080360867914
1739209727.8747814;-38.13080360867914
1739209727.8747878;-38.13080360867914
1739209727.874794;-45.120503652039325
1739209727.8748004;-45.120503652039325
1739209727.874807;-31.141103565318893
1739209727.8748133;-38.13080360867914
1739209727.8748198;-45.120503652039325
1739209727.8748262;-33.981070128970906
1739209727.8748324;-45.120503652039325
1739209727.8748388;-38.13080360867914
1739209727.8748453;-38.13080360867914
1739209727.8748517;-38.13080360867914
1739209727.8748581;-45.120503652039325
1739209727.8748646;-38.13080360867914
1739209727.874871;-45.120503652039325
1739209727.8748772;-45.120503652039325
1739209727.8748837;-45.120503652039325
1739209727.87489;-45.120503652039325
1739209727.8748965;-45.120503652039325
1739209727.874903;-38.13080360867914
1739209727.8749094;-32.816014438256545
1739209727.8749156;-45.120503652039325
1739209727.874922;-45.120503652039325
1739209727.8749285;-45.120503652039325
1739209727.874935;-32.816014438256545
1739209727.8749413;-35.57807855764607
1739209727.8749478;-45.120503652039325
1739209727.874954;-45.120503652039325
1739209727.8749604;-38.13080360867914
1739209727.8749669;-38.13080360867914
1739209727.8749733;-38.13080360867914
1739209727.8749797;-35.57807855764607
1739209727.8749862;-38.13080360867914
1739209727.8749926;-45.120503652039325
1739209727.8749988;-45.120503652039325
1739209727.8750052;-38.13080360867914
1739209727.8750117;-38.13080360867914
1739209727.8750181;-45.120503652039325
1739209727.8750246;-45.120503652039325
1739209727.875031;-45.120503652039325
1739209727.8750372;-32.816014438256545
1739209727.8750436;-38.13080360867914
1739209727.87505;-45.120503652039325
1739209727.8750565;-38.13080360867914
1739209727.875063;-32.816014438256545
1739209727.8750694;-38.13080360867914
1739209727.8750756;-45.120503652039325
1739209727.875082;-45.120503652039325
1739209727.8750885;-32.816014438256545
1739209727.875095;-35.57807855764607
1739209727.8751013;-45.120503652039325
1739209727.8751078;-45.120503652039325
1739209727.8751142;-45.120503652039325
1739209727.8751204;-38.13080360867914
1739209727.8751268;-45.120503652039325
1739209727.8751333;-33.981070128970906
1739209727.8751397;-45.120503652039325
1739209727.8751462;-45.120503652039325
1739209727.8751526;-45.120503652039325
1739209727.8751588;-38.13080360867914
1739209727.8751652;-35.57807855764607
1739209727.8751717;-38.13080360867914
1739209727.875178;-45.120503652039325
1739209727.8751845;-45.120503652039325
1739209727.875191;-26.991370085610736
1739209727.8751974;-32.816014438256545
1739209727.8752036;-45.120503652039325
1739209727.87521;-45.120503652039325
1739209727.8752165;-38.13080360867914
1739209727.875223;-38.13080360867914
1739209727.8752294;-38.13080360867914
1739209727.8752358;-38.13080360867914
1739209727.875242;-38.13080360867914
1739209727.8752484;-45.120503652039325
1739209727.8752549;-38.13080360867914
1739209727.8752613;-45.120503652039325
1739209727.8752677;-45.120503652039325
1739209727.8752742;-45.120503652039325
1739209727.8752804;-45.120503652039325
1739209727.8752868;-45.120503652039325
1739209727.8752933;-38.13080360867914
1739209727.8752997;-38.13080360867914
1739209727.8753061;-45.120503652039325
1739209727.8753126;-45.120503652039325
1739209727.875319;-35.57807855764607
1739209727.8753252;-45.120503652039325
1739209727.8753316;-45.120503652039325
1739209727.875338;-38.13080360867914
1739209727.8753445;-32.816014438256545
1739209727.875351;-33.981070128970906
1739209727.8753574;-45.120503652039325
1739209727.8753636;-45.120503652039325
1739209727.87537;-35.57807855764607
1739209727.8753765;-35.57807855764607
1739209727.875383;-45.120503652039325
1739209727.8753893;-38.13080360867914
1739209727.8753958;-38.13080360867914
1739209727.875402;-45.120503652039325
1739209727.8754084;-38.13080360867914
1739209727.8754148;-45.120503652039325
1739209727.8754213;-45.120503652039325
1739209727.8754277;-38.13080360867914
1739209727.8754342;-38.13080360867914
1739209727.8754406;-45.120503652039325
1739209727.8754468;-33.981070128970906
1739209727.8754532;-31.141103565318915
1739209727.8754597;-45.120503652039325
1739209727.875466;-38.13080360867914
1739209727.8754725;-32.816014438256545
1739209727.875479;-45.120503652039325
1739209727.8754852;-45.120503652039325
1739209727.8754916;-33.981070128970906
1739209727.875498;-35.57807855764607
1739209727.8755045;-38.13080360867914
1739209727.875511;-45.120503652039325
1739209727.8755174;-38.13080360867914
1739209727.8755236;-38.13080360867914
1739209727.87553;-38.13080360867914
1739209727.8755364;-45.120503652039325
1739209727.8755429;-38.13080360867914
1739209727.8755493;-38.13080360867914
1739209727.8755558;-45.120503652039325
1739209727.8755622;-45.120503652039325
1739209727.8755684;-38.13080360867914
1739209727.8755748;-45.120503652039325
1739209727.8755813;-45.120503652039325
1739209727.8755877;-33.981070128970906
1739209727.8755941;-38.13080360867914
1739209727.8756006;-38.13080360867914
1739209727.8756068;-33.981070128970906
1739209727.8756132;-38.13080360867914
1739209727.8756196;-45.120503652039325
1739209727.875626;-45.120503652039325
1739209727.8756325;-38.13080360867914
1739209727.875639;-38.13080360867914
1739209727.8756454;-45.120503652039325
1739209727.8756516;-45.120503652039325
1739209727.875658;-45.120503652039325
1739209727.8756645;-45.120503652039325
1739209727.875671;-38.13080360867914
1739209727.8756773;-45.120503652039325
1739209727.8756838;-45.120503652039325
1739209727.87569;-35.57807855764607
1739209727.8756964;-38.13080360867914
1739209727.8757029;-45.120503652039325
1739209727.8757093;-45.120503652039325
1739209727.8757157;-38.13080360867914
1739209727.8757222;-35.57807855764607
1739209727.8757284;-38.13080360867914
1739209727.8757348;-38.13080360867914
1739209727.8757412;-45.120503652039325
1739209727.8757477;-45.120503652039325
1739209727.875754;-45.120503652039325
1739209727.8757606;-38.13080360867914
1739209727.875767;-32.816014438256545
1739209727.8757732;-38.13080360867914
1739209727.8757796;-45.120503652039325
1739209727.875786;-38.13080360867914
1739209727.8757925;-35.57807855764607
1739209727.875799;-45.120503652039325
1739209727.8758054;-38.13080360867914
1739209727.8758116;-45.120503652039325
1739209727.875818;-45.120503652039325
1739209727.8758245;-38.13080360867914
1739209727.875831;-38.13080360867914
1739209727.8758373;-45.120503652039325
1739209727.8758438;-38.13080360867914
1739209727.87585;-45.120503652039325
1739209727.8758564;-38.13080360867914
1739209727.8758628;-38.13080360867914
1739209727.8758693;-45.120503652039325
1739209727.8758757;-38.13080360867914
1739209727.8758821;-38.13080360867914
1739209727.8758886;-38.13080360867914
1739209727.8758948;-38.13080360867914
1739209727.8759012;-45.120503652039325
1739209727.8759077;-45.120503652039325
1739209727.875914;-38.13080360867914
1739209727.8759205;-38.13080360867914
1739209727.875927;-45.120503652039325
1739209727.8759332;-45.120503652039325
1739209727.8759396;-38.13080360867914
1739209727.875946;-45.120503652039325
1739209727.8759525;-45.120503652039325
1739209727.875959;-38.13080360867914
1739209727.8759654;-38.13080360867914
1739209727.8759716;-31.141103565318943
1739209727.875978;-45.120503652039325
1739209727.8759844;-45.120503652039325
1739209727.8759909;-38.13080360867914
1739209727.8759973;-45.120503652039325
1739209727.8760037;-45.120503652039325
1739209727.8760102;-35.57807855764607
1739209727.8760164;-32.816014438256545
1739209727.8760228;-30.49652367304973
1739209727.8760293;-45.120503652039325
1739209727.8760357;-35.57807855764607
1739209727.8760421;-35.57807855764607
1739209727.8760486;-38.13080360867914
1739209727.8760548;-45.120503652039325
1739209727.8760612;-38.13080360867914
1739209727.8760676;-38.13080360867914
1739209727.876074;-45.120503652039325
1739209727.8760805;-38.13080360867914
1739209727.876087;-45.120503652039325
1739209727.8760931;-45.120503652039325
1739209727.8760996;-45.120503652039325
1739209727.876106;-45.120503652039325
1739209727.8761125;-33.981070128970906
1739209727.876119;-45.120503652039325
1739209727.8761253;-38.13080360867914
1739209727.8761318;-35.57807855764607
1739209727.876138;-45.120503652039325
1739209727.8761444;-45.120503652039325
1739209727.8761508;-38.13080360867914
1739209727.8761573;-38.13080360867914
1739209727.8761637;-45.120503652039325
1739209727.8761702;-35.57807855764607
1739209727.8761764;-26.991370085610736
1739209727.8761828;-38.13080360867914
1739209727.8761892;-45.120503652039325
1739209727.8761957;-38.13080360867914
1739209727.876202;-35.57807855764607
1739209727.8762085;-45.120503652039325
1739209727.876215;-45.120503652039325
1739209727.8762212;-45.120503652039325
1739209727.8762276;-45.120503652039325
1739209727.876234;-45.120503652039325
1739209727.8762405;-45.120503652039325
1739209727.876247;-38.13080360867914
1739209727.8762534;-35.57807855764607
1739209727.8762596;-45.120503652039325
1739209727.876266;-45.120503652039325
1739209727.8762724;-45.120503652039325
1739209727.8762789;-45.120503652039325
1739209727.8762853;-45.120503652039325
1739209727.8762918;-45.120503652039325
1739209727.876298;-45.120503652039325
1739209727.8763044;-38.13080360867914
1739209727.8763108;-33.981070128970906
1739209727.8763173;-38.13080360867914
1739209727.8763237;-45.120503652039325
1739209727.8763301;-32.816014438256545
1739209727.8763366;-38.13080360867914
1739209727.8763428;-45.120503652039325
1739209727.8763492;-38.13080360867914
1739209727.8763556;-33.981070128970906
1739209727.876362;-45.120503652039325
1739209727.8763685;-45.120503652039325
1739209727.876375;-38.13080360867914
1739209727.8763812;-45.120503652039325
1739209727.8763876;-38.13080360867914
1739209727.876394;-45.120503652039325
1739209727.8764005;-45.120503652039325
1739209727.876407;-38.13080360867914
1739209727.8764133;-38.13080360867914
1739209727.8764195;-45.120503652039325
1739209727.876426;-45.120503652039325
1739209727.8764324;-35.57807855764607
1739209727.8764389;-38.13080360867914
1739209727.8764453;-38.13080360867914
1739209727.8764517;-38.13080360867914
1739209727.8764582;-45.120503652039325
1739209727.8764644;-45.120503652039325
1739209727.8764708;-45.120503652039325
1739209727.8764772;-45.120503652039325
1739209727.8764837;-45.120503652039325
1739209727.87649;-45.120503652039325
1739209727.8764966;-45.120503652039325
1739209727.8765028;-45.120503652039325
1739209727.8765092;-38.13080360867914
1739209727.8765156;-38.13080360867914
1739209727.876522;-45.120503652039325
1739209727.8765285;-45.120503652039325
1739209727.876535;-38.13080360867914
1739209727.8765411;-33.981070128970906
1739209727.8765476;-45.120503652039325
1739209727.876554;-38.13080360867914
1739209727.8765604;-45.120503652039325
1739209727.876567;-38.13080360867914
1739209727.8765733;-35.57807855764607
1739209727.8765798;-38.13080360867914
1739209727.876586;-45.120503652039325
1739209727.8765924;-38.13080360867914
1739209727.8765988;-45.120503652039325
1739209727.8766053;-45.120503652039325
1739209727.8766117;-45.120503652039325
1739209727.8766181;-38.13080360867914
1739209727.8766243;-38.13080360867914
1739209727.8766308;-45.120503652039325
1739209727.8766372;-45.120503652039325
1739209727.8766437;-38.13080360867914
1739209727.87665;-45.120503652039325
1739209727.8766565;-45.120503652039325
1739209727.876663;-45.120503652039325
1739209727.8766692;-45.120503652039325
1739209727.8766756;-32.816014438256545
1739209727.876682;-38.13080360867914
1739209727.8766885;-45.120503652039325
1739209727.876695;-45.120503652039325
1739209727.8767014;-35.57807855764607
1739209727.8767076;-33.981070128970906
1739209727.876714;-45.120503652039325
1739209727.8767204;-45.120503652039325
1739209727.8767269;-32.816014438256545
1739209727.8767333;-35.57807855764607
1739209727.8767397;-38.13080360867914
1739209727.876746;-31.141103565318915
1739209727.8767524;-33.981070128970906
1739209727.8767588;-38.13080360867914
1739209727.8767653;-45.120503652039325
1739209727.8767717;-38.13080360867914
1739209727.8767781;-35.57807855764607
1739209727.8767846;-45.120503652039325
1739209727.8767908;-45.120503652039325
1739209727.8767972;-45.120503652039325
1739209727.8768036;-35.57807855764607
1739209727.87681;-33.981070128970906
1739209727.8768165;-45.120503652039325
1739209727.876823;-45.120503652039325
1739209727.8768291;-45.120503652039325
1739209727.8768356;-38.13080360867914
1739209727.876842;-45.120503652039325
1739209727.8768485;-31.141103565318915
1739209727.876855;-33.981070128970906
1739209727.8768613;-45.120503652039325
1739209727.8768675;-45.120503652039325
1739209727.876874;-38.13080360867914
1739209727.8768804;-35.57807855764607
1739209727.8768868;-35.57807855764607
1739209727.8768933;-38.13080360867914
1739209727.8768997;-32.816014438256545
1739209727.8769062;-45.120503652039325
1739209727.8769124;-45.120503652039325
1739209727.8769188;-35.57807855764607
1739209727.8769252;-38.13080360867914
1739209727.8769317;-45.120503652039325
1739209727.876938;-38.13080360867914
1739209727.8769445;-35.57807855764607
1739209727.8769507;-38.13080360867914
1739209727.8769572;-45.120503652039325
1739209727.8769636;-45.120503652039325
1739209727.87697;-45.120503652039325
1739209727.8769765;-45.120503652039325
1739209727.876983;-45.120503652039325
1739209727.8769891;-38.13080360867914
1739209727.8769956;-38.13080360867914
1739209727.877002;-31.141103565318915
1739209727.8770084;-38.13080360867914
1739209727.8770149;-45.120503652039325
1739209727.8770213;-35.57807855764607
1739209727.8770278;-35.57807855764607
1739209727.877034;-38.13080360867914
1739209727.8770404;-45.120503652039325
1739209727.8770468;-38.13080360867914
1739209727.8770533;-35.57807855764607
1739209727.8770597;-35.57807855764607
1739209727.8770661;-38.13080360867914
1739209727.8770723;-45.120503652039325
1739209727.8770788;-45.120503652039325
1739209727.8770852;-45.120503652039325
1739209727.8770916;-45.120503652039325
1739209727.877098;-45.120503652039325
1739209727.8771045;-31.141103565318915
1739209727.877111;-28.58837851428586
1739209727.8771172;-38.13080360867914
1739209727.8771236;-45.120503652039325
1739209727.87713;-33.981070128970906
1739209727.8771365;-33.981070128970906
1739209727.877143;-38.13080360867914
1739209727.8771493;-45.120503652039325
1739209727.8771555;-45.120503652039325
1739209727.877162;-38.13080360867914
1739209727.8771684;-35.57807855764607
1739209727.8771749;-45.120503652039325
1739209727.8771813;-45.120503652039325
1739209727.8771877;-35.57807855764607
1739209727.877194;-38.13080360867914
1739209727.8772004;-45.120503652039325
1739209727.8772068;-33.981070128970906
1739209727.8772132;-30.49652367304973
1739209727.8772197;-38.13080360867914
1739209727.877226;-45.120503652039325
1739209727.8772326;-45.120503652039325
1739209727.8772388;-45.120503652039325
1739209727.8772452;-45.120503652039325
1739209727.8772516;-45.120503652039325
1739209727.877258;-38.13080360867914
1739209727.8772645;-35.57807855764607
1739209727.877271;-38.13080360867914
1739209727.8772771;-45.120503652039325
1739209727.8772836;-38.13080360867914
1739209727.87729;-32.816014438256545
1739209727.8772964;-38.13080360867914
1739209727.877303;-38.13080360867914
1739209727.8773093;-45.120503652039325
1739209727.8773155;-45.120503652039325
1739209727.877322;-38.13080360867914
1739209727.8773284;-45.120503652039325
1739209727.8773348;-45.120503652039325
1739209727.8773413;-38.13080360867914
1739209727.8773477;-33.981070128970906
1739209727.8773541;-45.120503652039325
1739209727.8773603;-38.13080360867914
1739209727.8773668;-33.981070128970906
1739209727.8773732;-45.120503652039325
1739209727.8773797;-45.120503652039325
1739209727.877386;-35.57807855764607
1739209727.8773925;-33.981070128970906
1739209727.8773987;-45.120503652039325
1739209727.8774052;-45.120503652039325
1739209727.8774116;-45.120503652039325
1739209727.877418;-45.120503652039325
1739209727.8774245;-45.120503652039325
1739209727.877431;-45.120503652039325
1739209727.877437;-45.120503652039325
1739209727.8774436;-45.120503652039325
1739209727.87745;-38.13080360867914
1739209727.8774564;-33.981070128970906
1739209727.8774629;-45.120503652039325
1739209727.8774693;-45.120503652039325
1739209727.8774757;-38.13080360867914
1739209727.877482;-38.13080360867914
1739209727.8774884;-38.13080360867914
1739209727.8774948;-45.120503652039325
1739209727.8775012;-38.13080360867914
1739209727.8775077;-38.13080360867914
1739209727.8775141;-38.13080360867914
1739209727.8775203;-38.13080360867914
1739209727.8775268;-38.13080360867914
1739209727.8775332;-38.13080360867914
1739209727.8775396;-38.13080360867914
1739209727.877546;-35.57807855764607
1739209727.8775525;-38.13080360867914
1739209727.8775587;-45.120503652039325
1739209727.8775651;-45.120503652039325
1739209727.8775716;-38.13080360867914
1739209727.877578;-33.981070128970906
1739209727.8775845;-38.13080360867914
1739209727.877591;-38.13080360867914
1739209727.8775973;-45.120503652039325
1739209727.8776035;-35.57807855764607
1739209727.87761;-38.13080360867914
1739209727.8776164;-33.981070128970906
1739209727.8776228;-45.120503652039325
1739209727.8776293;-45.120503652039325
1739209727.8776357;-45.120503652039325
1739209727.877642;-38.13080360867914
1739209727.8776484;-45.120503652039325
1739209727.8776548;-45.120503652039325
1739209727.8776612;-45.120503652039325
1739209727.8776677;-45.120503652039325
1739209727.877674;-45.120503652039325
1739209727.8776805;-38.13080360867914
1739209727.8776867;-35.57807855764607
1739209727.8776932;-38.13080360867914
1739209727.8776996;-45.120503652039325
1739209727.877706;-33.981070128970906
1739209727.8777125;-45.120503652039325
1739209727.877719;-38.13080360867914
1739209727.8777251;-35.57807855764607
1739209727.8777316;-31.141103565318915
1739209727.877738;-45.120503652039325
1739209727.8777444;-38.13080360867914
1739209727.8777509;-45.120503652039325
1739209727.8777573;-45.120503652039325
1739209727.8777635;-45.120503652039325
1739209727.87777;-45.120503652039325
1739209727.8777764;-38.13080360867914
1739209727.8777828;-35.57807855764607
1739209727.8777893;-45.120503652039325
1739209727.8777957;-45.120503652039325
1739209727.8778021;-45.120503652039325
1739209727.8778083;-45.120503652039325
1739209727.8778148;-38.13080360867914
1739209727.8778212;-38.13080360867914
1739209727.8778276;-38.13080360867914
1739209727.877834;-28.992665084841942
1739209727.8778405;-45.120503652039325
1739209727.8778467;-38.13080360867914
1739209727.8778532;-35.57807855764607
1739209727.8778596;-33.981070128970906
1739209727.877866;-45.120503652039325
1739209727.8778725;-45.120503652039325
1739209727.877879;-38.13080360867914
1739209727.877885;-38.13080360867914
1739209727.8778915;-38.13080360867914
1739209727.877898;-45.120503652039325
1739209727.8779044;-35.57807855764607
1739209727.8779109;-38.13080360867914
1739209727.8779173;-45.120503652039325
1739209727.8779237;-38.13080360867914
1739209727.87793;-38.13080360867914
1739209727.8779364;-38.13080360867914
1739209727.8779428;-45.120503652039325
1739209727.8779492;-38.13080360867914
1739209727.8779557;-38.13080360867914
1739209727.877962;-38.13080360867914
1739209727.8779683;-45.120503652039325
1739209727.8779747;-38.13080360867914
1739209727.8779812;-32.816014438256545
1739209727.8779876;-26.991370085610722
1739209727.877994;-45.120503652039325
1739209727.8780005;-38.13080360867914
1739209727.8780067;-35.57807855764607
1739209727.8780131;-38.13080360867914
1739209727.8780196;-45.120503652039325
1739209727.878026;-38.13080360867914
1739209727.8780324;-38.13080360867914
1739209727.878039;-45.120503652039325
1739209727.8780453;-45.120503652039325
1739209727.8780515;-38.13080360867914
1739209727.878058;-45.120503652039325
1739209727.8780644;-45.120503652039325
1739209727.8780708;-38.13080360867914
1739209727.8780773;-38.13080360867914
1739209727.8780837;-45.120503652039325
1739209727.87809;-33.981070128970906
1739209727.8780963;-45.120503652039325
1739209727.8781028;-45.120503652039325
1739209727.8781092;-45.120503652039325
1739209727.8781157;-35.57807855764607
1739209727.878122;-38.13080360867914
1739209727.8781285;-38.13080360867914
1739209727.8781347;-45.120503652039325
1739209727.8781412;-33.981070128970906
1739209727.8781476;-38.13080360867914
1739209727.878154;-45.120503652039325
1739209727.8781605;-45.120503652039325
1739209727.878167;-45.120503652039325
1739209727.878173;-32.816014438256545
1739209727.8781796;-45.120503652039325
1739209727.878186;-45.120503652039325
1739209727.8781924;-33.981070128970906
1739209727.8781989;-38.13080360867914
1739209727.8782053;-33.981070128970906
1739209727.8782115;-45.120503652039325
1739209727.878218;-45.120503652039325
1739209727.8782244;-38.13080360867914
1739209727.8782308;-35.57807855764607
1739209727.8782372;-45.120503652039325
1739209727.8782437;-38.13080360867914
1739209727.8782501;-45.120503652039325
1739209727.8782563;-38.13080360867914
1739209727.8782628;-45.120503652039325
1739209727.8782692;-33.981070128970906
1739209727.8782756;-38.13080360867914
1739209727.878282;-45.120503652039325
1739209727.8782885;-45.120503652039325
1739209727.8782947;-45.120503652039325
1739209727.8783011;-31.141103565318893
1739209727.8783076;-38.13080360867914
1739209727.878314;-45.120503652039325
1739209727.8783205;-38.13080360867914
1739209727.878327;-35.57807855764607
1739209727.878333;-45.120503652039325
1739209727.8783395;-45.120503652039325
1739209727.878346;-38.13080360867914
1739209727.8783524;-45.120503652039325
1739209727.8783588;-45.120503652039325
1739209727.8783653;-45.120503652039325
1739209727.8783717;-45.120503652039325
1739209727.878378;-45.120503652039325
1739209727.8783844;-38.13080360867914
1739209727.8783908;-45.120503652039325
1739209727.8783972;-38.13080360867914
1739209727.8784037;-45.120503652039325
1739209727.87841;-45.120503652039325
1739209727.8784163;-45.120503652039325
1739209727.8784227;-35.57807855764607
1739209727.8784292;-32.816014438256545
1739209727.8784356;-45.120503652039325
1739209727.878442;-38.13080360867914
1739209727.8784485;-38.13080360867914
1739209727.8784547;-35.57807855764607
1739209727.8784611;-45.120503652039325
1739209727.8784676;-38.13080360867914
1739209727.878474;-38.13080360867914
1739209727.8784804;-45.120503652039325
1739209727.8784869;-38.13080360867914
1739209727.8784933;-38.13080360867914
1739209727.8784995;-45.120503652039325
1739209727.878506;-45.120503652039325
1739209727.8785124;-45.120503652039325
1739209727.8785188;-38.13080360867914
1739209727.8785253;-35.57807855764607
1739209727.8785317;-38.13080360867914
1739209727.878538;-45.120503652039325
1739209727.8785443;-45.120503652039325
1739209727.8785508;-45.120503652039325
1739209727.8785572;-29.438486411369333
1739209727.8785636;-35.57807855764607
1739209727.87857;-38.13080360867914
1739209727.8785763;-33.981070128970906
1739209727.8785827;-38.13080360867914
1739209727.8785892;-33.981070128970906
1739209727.8785956;-45.120503652039325
1739209727.878602;-38.13080360867914
1739209727.8786085;-33.981070128970956
1739209727.878615;-45.120503652039325
1739209727.878621;-35.57807855764607
1739209727.8786275;-45.120503652039325
1739209727.878634;-45.120503652039325
1739209727.8786404;-45.120503652039325
1739209727.8786469;-35.57807855764607
1739209727.8786533;-38.13080360867914
1739209727.8786595;-38.13080360867914
1739209727.878666;-38.13080360867914
1739209727.8786724;-35.57807855764607
1739209727.8786788;-33.981070128970906
1739209727.8786852;-45.120503652039325
1739209727.8786917;-38.13080360867914
1739209727.878698;-35.57807855764607
1739209727.8787043;-45.120503652039325
1739209727.8787107;-32.816014438256545
1739209727.8787172;-38.13080360867914
1739209727.8787236;-35.57807855764607
1739209727.87873;-38.13080360867914
1739209727.8787365;-45.120503652039325
1739209727.8787427;-38.13080360867914
1739209727.8787491;-45.120503652039325
1739209727.8787556;-45.120503652039325
1739209727.878762;-33.981070128970956
1739209727.8787684;-32.81601443825658
1739209727.878775;-38.13080360867914
1739209727.878781;-38.13080360867914
1739209727.8787875;-45.120503652039325
1739209727.878794;-38.13080360867914
1739209727.8788004;-31.141103565318893
1739209727.8788068;-45.120503652039325
1739209727.8788133;-30.49652367304973
1739209727.8788197;-38.13080360867914
1739209727.878826;-45.120503652039325
1739209727.8788323;-33.981070128970906
1739209727.8788388;-31.141103565318893
1739209727.8788452;-38.13080360867914
1739209727.8788517;-45.120503652039325
