CAN Message; 0x150:0500abbdd9c03c1c
1739209906.0777438;-38.13080360867914
1739209906.0777557;-33.981070128970906
1739209906.0777676;-45.120503652039325
1739209906.0777795;-45.120503652039325
1739209906.0777915;-45.120503652039325
1739209906.0778034;-45.120503652039325
1739209906.0778153;-33.981070128970906
1739209906.0778272;-35.57807855764607
1739209906.0778391;-38.13080360867914
1739209906.077851;-38.13080360867914
1739209906.0778632;-35.57807855764607
1739209906.0778751;-38.13080360867914
1739209906.077887;-45.120503652039325
1739209906.077899;-45.120503652039325
1739209906.077911;-38.13080360867914
1739209906.0779228;-38.13080360867914
1739209906.0779347;-38.13080360867914
1739209906.0779467;-38.13080360867914
1739209906.0779586;-35.57807855764607
1739209906.0779705;-45.120503652039325
1739209906.0779824;-38.13080360867914
1739209906.0779943;-26.991370085610722
1739209906.0780063;-38.13080360867914
1739209906.0780184;-45.120503652039325
1739209906.0780303;-45.120503652039325
1739209906.0780423;-45.120503652039325
1739209906.0780542;-38.13080360867914
1739209906.078066;-38.13080360867914
1739209906.078078;-45.120503652039325
1739209906.07809;-38.13080360867914
1739209906.0781019;-45.120503652039325
1739209906.0781138;-45.120503652039325
1739209906.0781257;-45.120503652039325
1739209906.0781376;-45.120503652039325
1739209906.0781496;-33.981070128970906
1739209906.0781617;-45.120503652039325
1739209906.0781736;-38.13080360867914
1739209906.0781856;-25.62660358559016
1739209906.0781975;-31.141103565318893
1739209906.0782094;-45.120503652039325
1739209906.0782213;-38.13080360867914
1739209906.0782332;-32.816014438256545
1739209906.0782452;-38.13080360867914
1739209906.078257;-38.13080360867914
1739209906.078269;-38.13080360867914
1739209906.078281;-45.120503652039325
1739209906.0782928;-38.13080360867914
1739209906.0783048;-38.13080360867914
1739209906.078317;-38.13080360867914
1739209906.0783288;-45.120503652039325
1739209906.0783408;-38.13080360867914
1739209906.0783527;-45.120503652039325
1739209906.0783646;-45.120503652039325
1739209906.0783765;-27.8777449560314
1739209906.0783885;-35.57807855764607
1739209906.0784004;-45.120503652039325
1739209906.0784123;-38.13080360867914
1739209906.0784242;-33.981070128970906
1739209906.0784361;-33.981070128970906
1739209906.078448;-45.120503652039325
1739209906.07846;-45.120503652039325
1739209906.0784721;-45.120503652039325
1739209906.078484;-45.120503652039325
1739209906.078496;-45.120503652039325
1739209906.078508;-45.120503652039325
1739209906.0785198;-38.13080360867914
1739209906.0785317;-33.981070128970906
1739209906.0785437;-45.120503652039325
1739209906.0785556;-38.13080360867914
1739209906.0785675;-38.13080360867914
1739209906.0785794;-45.120503652039325
1739209906.0785913;-45.120503652039325
1739209906.0786033;-38.13080360867914
1739209906.0786154;-45.120503652039325
1739209906.0786273;-38.13080360867914
1739209906.0786393;-45.120503652039325
1739209906.0786512;-45.120503652039325
1739209906.078663;-26.991370085610736
1739209906.078675;-29.438486411369333
1739209906.078687;-45.120503652039325
1739209906.0786989;-38.13080360867914
1739209906.0787108;-30.49652367304973
1739209906.0787227;-38.13080360867914
1739209906.0787346;-45.120503652039325
1739209906.0787466;-38.13080360867914
1739209906.0787585;-45.120503652039325
1739209906.0787706;-45.120503652039325
1739209906.0787826;-38.13080360867914
1739209906.0787945;-38.13080360867914
1739209906.0788064;-38.13080360867914
1739209906.0788183;-33.981070128970906
1739209906.0788302;-45.120503652039325
1739209906.0788422;-45.120503652039325
1739209906.078854;-31.141103565318893
1739209906.078866;-28.58837851428586
1739209906.078878;-45.120503652039325
1739209906.0788898;-45.120503652039325
1739209906.0789018;-38.13080360867914
1739209906.0789137;-45.120503652039325
1739209906.0789258;-45.120503652039325
1739209906.0789378;-45.120503652039325
1739209906.0789497;-45.120503652039325
1739209906.0789616;-45.120503652039325
1739209906.0789735;-45.120503652039325
1739209906.0789855;-45.120503652039325
1739209906.0789974;-38.13080360867914
1739209906.0790093;-33.981070128970906
1739209906.0790212;-35.57807855764607
1739209906.0790331;-35.57807855764607
1739209906.079045;-38.13080360867914
1739209906.079057;-35.57807855764607
1739209906.0790691;-45.120503652039325
1739209906.079081;-38.13080360867914
1739209906.079093;-45.120503652039325
1739209906.079105;-45.120503652039325
1739209906.0791168;-45.120503652039325
1739209906.0791287;-45.120503652039325
1739209906.0791407;-31.141103565318893
1739209906.0791526;-32.816014438256545
1739209906.0791645;-38.13080360867914
1739209906.0791764;-38.13080360867914
1739209906.0791883;-35.57807855764607
1739209906.0792003;-33.981070128970906
1739209906.0792122;-45.120503652039325
1739209906.0792243;-38.13080360867914
1739209906.0792363;-33.981070128970906
1739209906.0792482;-45.120503652039325
1739209906.07926;-45.120503652039325
1739209906.079272;-33.981070128970906
1739209906.079284;-38.13080360867914
1739209906.0792959;-45.120503652039325
1739209906.0793078;-38.13080360867914
1739209906.0793197;-38.13080360867914
1739209906.0793316;-33.981070128970906
1739209906.0793436;-38.13080360867914
1739209906.0793555;-32.816014438256545
1739209906.0793676;-35.57807855764607
1739209906.0793796;-32.816014438256545
1739209906.0793915;-30.49652367304973
1739209906.0794034;-45.120503652039325
1739209906.0794153;-35.57807855764607
1739209906.0794272;-38.13080360867914
1739209906.0794392;-45.120503652039325
1739209906.079451;-38.13080360867914
1739209906.079463;-38.13080360867914
1739209906.079475;-38.13080360867914
1739209906.0794868;-33.981070128970906
1739209906.0794988;-38.13080360867914
1739209906.0795107;-32.816014438256545
1739209906.0795228;-33.981070128970906
1739209906.0795348;-38.13080360867914
1739209906.0795467;-38.13080360867914
1739209906.0795586;-38.13080360867914
1739209906.0795705;-45.120503652039325
1739209906.0795825;-45.120503652039325
1739209906.0795944;-45.120503652039325
1739209906.0796063;-45.120503652039325
1739209906.0796182;-38.13080360867914
1739209906.0796301;-38.13080360867914
1739209906.079642;-45.120503652039325
1739209906.079654;-45.120503652039325
1739209906.079666;-38.13080360867914
1739209906.079678;-33.981070128970906
1739209906.07969;-45.120503652039325
1739209906.079702;-45.120503652039325
1739209906.0797138;-45.120503652039325
1739209906.0797257;-45.120503652039325
1739209906.0797377;-32.816014438256545
1739209906.0797496;-38.13080360867914
1739209906.0797615;-32.816014438256545
1739209906.0797734;-45.120503652039325
1739209906.0797853;-45.120503652039325
1739209906.0797973;-45.120503652039325
1739209906.0798092;-38.13080360867914
1739209906.0798213;-38.13080360867914
1739209906.0798333;-38.13080360867914
1739209906.0798452;-38.13080360867914
1739209906.079857;-38.13080360867914
1739209906.079869;-38.13080360867914
1739209906.079881;-33.981070128970906
1739209906.0798929;-38.13080360867914
1739209906.0799048;-38.13080360867914
1739209906.0799167;-45.120503652039325
1739209906.0799286;-38.13080360867914
1739209906.0799406;-45.120503652039325
1739209906.0799525;-38.13080360867914
1739209906.0799644;-45.120503652039325
1739209906.0799766;-45.120503652039325
1739209906.0799885;-45.120503652039325
1739209906.0800004;-38.13080360867914
1739209906.0800123;-35.57807855764607
1739209906.0800242;-33.981070128970906
1739209906.0800362;-45.120503652039325
1739209906.080048;-45.120503652039325
1739209906.08006;-38.13080360867914
1739209906.080072;-35.57807855764607
1739209906.0800838;-38.13080360867914
1739209906.0800958;-38.13080360867914
1739209906.0801077;-45.120503652039325
1739209906.0801196;-38.13080360867914
1739209906.0801318;-38.13080360867914
1739209906.0801437;-33.981070128970906
1739209906.0801556;-45.120503652039325
1739209906.0801675;-45.120503652039325
1739209906.0801795;-45.120503652039325
1739209906.0801914;-45.120503652039325
1739209906.0802033;-38.13080360867914
1739209906.0802152;-38.13080360867914
1739209906.0802271;-45.120503652039325
1739209906.080239;-45.120503652039325
1739209906.080251;-35.57807855764607
1739209906.080263;-45.120503652039325
1739209906.080275;-45.120503652039325
1739209906.080287;-45.120503652039325
1739209906.080299;-38.13080360867914
1739209906.0803108;-30.49652367304973
1739209906.0803227;-45.120503652039325
1739209906.0803347;-38.13080360867914
1739209906.0803466;-38.13080360867914
1739209906.0803585;-45.120503652039325
1739209906.0803704;-45.120503652039325
1739209906.0803823;-45.120503652039325
1739209906.0803943;-38.13080360867914
1739209906.0804062;-31.141103565318943
1739209906.080418;-45.120503652039325
1739209906.0804303;-38.13080360867914
1739209906.0804422;-45.120503652039325
1739209906.080454;-45.120503652039325
1739209906.080466;-38.13080360867914
1739209906.080478;-35.57807855764607
1739209906.0804899;-32.816014438256545
1739209906.0805018;-31.141103565318915
1739209906.0805137;-38.13080360867914
1739209906.0805256;-38.13080360867914
1739209906.0805376;-45.120503652039325
1739209906.0805495;-33.981070128970906
1739209906.0805614;-38.13080360867914
1739209906.0805733;-35.57807855764607
1739209906.0805855;-38.13080360867914
1739209906.0805974;-45.120503652039325
1739209906.0806093;-45.120503652039325
1739209906.0806212;-32.816014438256545
1739209906.0806332;-33.981070128970906
1739209906.080645;-38.13080360867914
1739209906.080657;-45.120503652039325
1739209906.080669;-45.120503652039325
1739209906.0806808;-38.13080360867914
1739209906.0806928;-45.120503652039325
1739209906.0807047;-45.120503652039325
1739209906.0807166;-35.57807855764607
1739209906.0807288;-35.57807855764607
1739209906.0807407;-45.120503652039325
1739209906.0807526;-45.120503652039325
1739209906.0807645;-38.13080360867914
1739209906.0807765;-38.13080360867914
1739209906.0807884;-32.816014438256545
1739209906.0808003;-35.57807855764607
1739209906.0808122;-38.13080360867914
1739209906.0808241;-38.13080360867914
1739209906.080836;-32.816014438256545
1739209906.080848;-33.981070128970906
1739209906.08086;-33.981070128970906
1739209906.0808718;-35.57807855764607
1739209906.080884;-35.57807855764607
1739209906.080896;-45.120503652039325
1739209906.0809078;-30.49652367304973
1739209906.0809197;-33.981070128970906
1739209906.0809317;-45.120503652039325
1739209906.0809436;-45.120503652039325
1739209906.0809555;-32.816014438256545
1739209906.0809674;-45.120503652039325
1739209906.0809793;-28.21854285175415
1739209906.0809913;-32.816014438256545
1739209906.0810032;-45.120503652039325
1739209906.081015;-45.120503652039325
1739209906.081027;-35.57807855764607
1739209906.0810392;-38.13080360867914
1739209906.081051;-45.120503652039325
1739209906.081063;-32.816014438256545
1739209906.081075;-45.120503652039325
1739209906.0810869;-38.13080360867914
1739209906.0810988;-45.120503652039325
1739209906.0811107;-38.13080360867914
1739209906.0811226;-45.120503652039325
1739209906.0811346;-38.13080360867914
1739209906.0811465;-38.13080360867914
1739209906.0811584;-38.13080360867914
1739209906.0811703;-32.816014438256545
1739209906.0811825;-32.816014438256545
1739209906.0811944;-38.13080360867914
1739209906.0812063;-38.13080360867914
1739209906.0812182;-45.120503652039325
1739209906.0812302;-38.13080360867914
1739209906.081242;-38.13080360867914
1739209906.081254;-35.57807855764607
1739209906.081266;-45.120503652039325
1739209906.0812778;-45.120503652039325
1739209906.0812898;-35.57807855764607
1739209906.0813017;-33.981070128970906
1739209906.0813136;-45.120503652039325
1739209906.0813255;-38.13080360867914
1739209906.0813377;-38.13080360867914
1739209906.0813496;-45.120503652039325
1739209906.0813615;-45.120503652039325
1739209906.0813735;-38.13080360867914
1739209906.0813854;-45.120503652039325
1739209906.0813973;-38.13080360867914
1739209906.0814092;-45.120503652039325
1739209906.0814211;-38.13080360867914
1739209906.081433;-35.57807855764607
1739209906.081445;-38.13080360867914
1739209906.081457;-45.120503652039325
1739209906.0814688;-38.13080360867914
1739209906.081481;-38.13080360867914
1739209906.081493;-38.13080360867914
1739209906.0815048;-38.13080360867914
1739209906.0815167;-32.816014438256545
1739209906.0815287;-38.13080360867914
1739209906.0815406;-38.13080360867914
1739209906.0815525;-38.13080360867914
1739209906.0815644;-45.120503652039325
1739209906.0815763;-35.57807855764607
1739209906.0815883;-35.57807855764607
1739209906.0816002;-45.120503652039325
1739209906.081612;-45.120503652039325
1739209906.081624;-35.57807855764607
1739209906.0816362;-38.13080360867914
1739209906.081648;-45.120503652039325
1739209906.08166;-35.57807855764607
1739209906.081672;-38.13080360867914
1739209906.0816839;-45.120503652039325
1739209906.0816958;-38.13080360867914
1739209906.0817077;-35.57807855764607
1739209906.0817196;-45.120503652039325
1739209906.0817316;-33.981070128970906
1739209906.0817435;-45.120503652039325
1739209906.0817554;-38.13080360867914
1739209906.0817673;-38.13080360867914
1739209906.0817792;-45.120503652039325
1739209906.0817914;-35.57807855764607
1739209906.0818033;-45.120503652039325
1739209906.0818152;-45.120503652039325
1739209906.0818272;-38.13080360867914
1739209906.081839;-38.13080360867914
1739209906.081851;-45.120503652039325
1739209906.081863;-38.13080360867914
1739209906.0818748;-38.13080360867914
1739209906.0818868;-45.120503652039325
1739209906.0818987;-38.13080360867914
1739209906.0819106;-33.981070128970906
1739209906.0819225;-35.57807855764607
1739209906.0819347;-38.13080360867914
1739209906.0819466;-45.120503652039325
1739209906.0819585;-38.13080360867914
1739209906.0819705;-45.120503652039325
1739209906.0819824;-45.120503652039325
1739209906.0819943;-38.13080360867914
1739209906.0820062;-38.13080360867914
1739209906.0820181;-45.120503652039325
1739209906.08203;-45.120503652039325
1739209906.082042;-45.120503652039325
1739209906.082054;-45.120503652039325
1739209906.0820658;-38.13080360867914
1739209906.0820777;-38.13080360867914
1739209906.08209;-45.120503652039325
1739209906.0821018;-38.13080360867914
1739209906.0821137;-31.141103565318915
1739209906.0821257;-45.120503652039325
1739209906.0821376;-33.981070128970906
1739209906.0821495;-31.141103565318915
1739209906.0821614;-38.13080360867914
1739209906.0821733;-38.13080360867914
1739209906.0821853;-45.120503652039325
1739209906.0821972;-38.13080360867914
1739209906.082209;-33.981070128970906
1739209906.082221;-38.13080360867914
1739209906.082233;-45.120503652039325
1739209906.082245;-38.13080360867914
1739209906.082257;-33.981070128970906
1739209906.082269;-38.13080360867914
1739209906.0822809;-45.120503652039325
1739209906.0822928;-35.57807855764607
1739209906.0823047;-35.57807855764607
1739209906.0823166;-45.120503652039325
1739209906.0823286;-45.120503652039325
1739209906.0823405;-33.981070128970906
1739209906.0823524;-33.981070128970906
1739209906.0823643;-38.13080360867914
1739209906.0823762;-38.13080360867914
1739209906.0823884;-30.49652367304973
1739209906.0824003;-35.57807855764607
1739209906.0824122;-45.120503652039325
1739209906.0824242;-45.120503652039325
1739209906.082436;-38.13080360867914
1739209906.082448;-38.13080360867914
1739209906.08246;-38.13080360867914
1739209906.0824718;-45.120503652039325
1739209906.0824838;-38.13080360867914
1739209906.0824957;-38.13080360867914
1739209906.0825076;-45.120503652039325
1739209906.0825195;-45.120503652039325
1739209906.0825315;-45.120503652039325
1739209906.0825436;-45.120503652039325
1739209906.0825555;-45.120503652039325
1739209906.0825675;-38.13080360867914
1739209906.0825794;-38.13080360867914
1739209906.0825913;-38.13080360867914
1739209906.0826032;-38.13080360867914
1739209906.0826151;-38.13080360867914
1739209906.082627;-26.991370085610722
1739209906.082639;-35.57807855764607
1739209906.082651;-45.120503652039325
1739209906.0826628;-38.13080360867914
1739209906.0826747;-35.57807855764607
1739209906.0826867;-45.120503652039325
1739209906.0826988;-45.120503652039325
1739209906.0827107;-45.120503652039325
1739209906.0827227;-33.981070128970956
1739209906.0827346;-45.120503652039325
1739209906.0827465;-45.120503652039325
1739209906.0827584;-45.120503652039325
1739209906.0827703;-45.120503652039325
1739209906.0827823;-38.13080360867914
1739209906.0827942;-45.120503652039325
1739209906.082806;-45.120503652039325
1739209906.082818;-28.58837851428586
1739209906.08283;-33.981070128970906
1739209906.082842;-38.13080360867914
1739209906.082854;-38.13080360867914
1739209906.082866;-30.49652367304973
1739209906.0828779;-33.981070128970906
1739209906.0828898;-45.120503652039325
1739209906.0829017;-38.13080360867914
1739209906.0829136;-45.120503652039325
1739209906.0829256;-38.13080360867914
1739209906.0829375;-38.13080360867914
1739209906.0829494;-38.13080360867914
1739209906.0829613;-28.58837851428586
1739209906.0829732;-38.13080360867914
1739209906.0829852;-38.13080360867914
1739209906.0829973;-35.57807855764607
1739209906.0830092;-45.120503652039325
1739209906.0830212;-45.120503652039325
1739209906.083033;-45.120503652039325
1739209906.083045;-45.120503652039325
1739209906.083057;-45.120503652039325
1739209906.0830688;-45.120503652039325
1739209906.0830808;-38.13080360867914
1739209906.0830927;-45.120503652039325
1739209906.0831046;-26.991370085610736
1739209906.0831165;-29.438486411369333
1739209906.0831285;-45.120503652039325
1739209906.0831406;-45.120503652039325
1739209906.0831525;-38.13080360867914
1739209906.0831645;-38.13080360867914
1739209906.0831764;-45.120503652039325
1739209906.0831883;-45.120503652039325
1739209906.0832002;-45.120503652039325
1739209906.0832121;-45.120503652039325
1739209906.083224;-45.120503652039325
1739209906.083236;-45.120503652039325
1739209906.083248;-38.13080360867914
1739209906.0832598;-45.120503652039325
1739209906.0832717;-45.120503652039325
1739209906.0832837;-38.13080360867914
1739209906.0832958;-35.57807855764607
1739209906.0833077;-31.141103565318915
1739209906.0833197;-38.13080360867914
1739209906.0833316;-38.13080360867914
1739209906.0833435;-38.13080360867914
1739209906.0833554;-45.120503652039325
1739209906.0833673;-38.13080360867914
1739209906.0833793;-45.120503652039325
1739209906.0833912;-35.57807855764607
1739209906.083403;-35.57807855764607
1739209906.083415;-45.120503652039325
1739209906.083427;-45.120503652039325
1739209906.0834389;-29.438486411369333
1739209906.083451;-31.141103565318893
1739209906.083463;-45.120503652039325
1739209906.0834749;-38.13080360867914
1739209906.0834868;-38.13080360867914
1739209906.0834987;-45.120503652039325
1739209906.0835106;-45.120503652039325
1739209906.0835226;-45.120503652039325
1739209906.0835345;-45.120503652039325
1739209906.0835464;-33.981070128970906
1739209906.0835583;-38.13080360867914
1739209906.0835702;-38.13080360867914
1739209906.0835822;-35.57807855764607
1739209906.0835943;-32.816014438256545
1739209906.0836062;-45.120503652039325
1739209906.0836182;-45.120503652039325
1739209906.08363;-33.981070128970906
1739209906.083642;-38.13080360867914
1739209906.083654;-45.120503652039325
1739209906.0836658;-38.13080360867914
1739209906.0836778;-38.13080360867914
1739209906.0836897;-45.120503652039325
1739209906.0837016;-45.120503652039325
1739209906.0837135;-38.13080360867914
1739209906.0837255;-33.981070128970906
1739209906.0837374;-31.141103565318915
1739209906.0837495;-38.13080360867914
1739209906.0837615;-38.13080360867914
1739209906.0837734;-45.120503652039325
1739209906.0837853;-38.13080360867914
1739209906.0837972;-38.13080360867914
1739209906.0838091;-38.13080360867914
1739209906.083821;-45.120503652039325
1739209906.083833;-38.13080360867914
1739209906.083845;-38.13080360867914
1739209906.0838568;-38.13080360867914
1739209906.0838687;-38.13080360867914
1739209906.0838807;-38.13080360867914
1739209906.0838926;-45.120503652039325
1739209906.0839047;-45.120503652039325
1739209906.0839167;-35.57807855764607
1739209906.0839286;-32.816014438256545
1739209906.0839405;-45.120503652039325
1739209906.0839524;-45.120503652039325
1739209906.0839643;-38.13080360867914
1739209906.0839763;-38.13080360867914
1739209906.0839882;-45.120503652039325
1739209906.084;-45.120503652039325
1739209906.084012;-35.57807855764607
1739209906.084024;-38.13080360867914
1739209906.0840359;-35.57807855764607
1739209906.084048;-45.120503652039325
1739209906.08406;-38.13080360867914
1739209906.0840719;-31.141103565318915
1739209906.0840838;-38.13080360867914
1739209906.0840957;-45.120503652039325
1739209906.0841076;-38.13080360867914
1739209906.0841196;-33.981070128970906
1739209906.0841315;-38.13080360867914
1739209906.0841434;-45.120503652039325
1739209906.0841553;-38.13080360867914
1739209906.0841672;-35.57807855764607
1739209906.0841792;-35.57807855764607
1739209906.084191;-38.13080360867914
1739209906.0842032;-33.981070128970906
1739209906.0842152;-45.120503652039325
1739209906.084227;-45.120503652039325
1739209906.084239;-45.120503652039325
1739209906.084251;-38.13080360867914
1739209906.0842628;-32.816014438256545
1739209906.0842748;-38.13080360867914
