CAN Message; 0x1a7:00002f5165aca9d1
1739209743.412009;-38.13080360867914
1739209743.4120142;-45.120503652039325
1739209743.4120195;-45.120503652039325
1739209743.412025;-45.120503652039325
1739209743.4120302;-38.13080360867914
1739209743.4120355;-45.120503652039325
1739209743.4120407;-38.13080360867914
1739209743.4120462;-45.120503652039325
1739209743.4120514;-38.13080360867914
1739209743.4120567;-45.120503652039325
1739209743.4120622;-45.120503652039325
1739209743.4120674;-38.13080360867914
1739209743.4120727;-38.13080360867914
1739209743.412078;-45.120503652039325
1739209743.4120834;-33.981070128970906
1739209743.4120886;-45.120503652039325
1739209743.4120939;-33.981070128970906
1739209743.4120991;-38.13080360867914
1739209743.4121046;-45.120503652039325
1739209743.4121099;-38.13080360867914
1739209743.412115;-33.981070128970906
1739209743.4121206;-45.120503652039325
1739209743.4121258;-45.120503652039325
1739209743.412131;-38.13080360867914
1739209743.4121363;-38.13080360867914
1739209743.4121418;-45.120503652039325
1739209743.412147;-38.13080360867914
1739209743.4121523;-35.57807855764607
1739209743.4121575;-45.120503652039325
1739209743.412163;-45.120503652039325
1739209743.4121683;-38.13080360867914
1739209743.4121735;-45.120503652039325
1739209743.4121788;-32.816014438256545
1739209743.4121842;-38.13080360867914
1739209743.4121895;-45.120503652039325
1739209743.4121947;-45.120503652039325
1739209743.4122002;-45.120503652039325
1739209743.4122055;-45.120503652039325
1739209743.4122107;-33.981070128970906
1739209743.412216;-45.120503652039325
1739209743.4122214;-33.981070128970906
1739209743.4122267;-38.13080360867914
1739209743.412232;-45.120503652039325
1739209743.4122372;-45.120503652039325
1739209743.4122427;-45.120503652039325
1739209743.412248;-35.57807855764607
1739209743.4122531;-33.981070128970906
1739209743.4122586;-45.120503652039325
1739209743.4122639;-30.49652367304973
1739209743.412269;-33.981070128970906
1739209743.4122744;-38.13080360867914
1739209743.4122798;-45.120503652039325
1739209743.412285;-38.13080360867914
1739209743.4122903;-38.13080360867914
1739209743.4122956;-38.13080360867914
1739209743.412301;-45.120503652039325
1739209743.4123063;-38.13080360867914
1739209743.4123116;-33.981070128970906
1739209743.4123168;-35.57807855764607
1739209743.4123223;-45.120503652039325
1739209743.4123275;-38.13080360867914
1739209743.4123328;-38.13080360867914
1739209743.4123383;-45.120503652039325
1739209743.4123435;-45.120503652039325
1739209743.4123487;-45.120503652039325
1739209743.412354;-45.120503652039325
1739209743.4123595;-35.57807855764607
1739209743.4123647;-38.13080360867914
1739209743.41237;-45.120503652039325
1739209743.4123752;-45.120503652039325
1739209743.4123807;-38.13080360867914
1739209743.412386;-45.120503652039325
1739209743.4123912;-35.57807855764607
1739209743.4123967;-33.981070128970906
1739209743.412402;-45.120503652039325
1739209743.4124072;-38.13080360867914
1739209743.4124124;-35.57807855764607
1739209743.412418;-38.13080360867914
1739209743.4124231;-38.13080360867914
1739209743.4124284;-45.120503652039325
1739209743.4124336;-38.13080360867914
1739209743.412439;-32.816014438256545
1739209743.4124444;-38.13080360867914
1739209743.4124496;-38.13080360867914
1739209743.4124548;-33.981070128970906
1739209743.4124603;-38.13080360867914
1739209743.4124656;-45.120503652039325
1739209743.4124708;-45.120503652039325
1739209743.4124763;-38.13080360867914
1739209743.4124815;-33.981070128970906
1739209743.4124868;-38.13080360867914
1739209743.412492;-38.13080360867914
1739209743.4124975;-45.120503652039325
1739209743.4125028;-38.13080360867914
1739209743.412508;-35.57807855764607
1739209743.4125133;-45.120503652039325
1739209743.4125187;-45.120503652039325
1739209743.412524;-45.120503652039325
1739209743.4125292;-45.120503652039325
1739209743.4125347;-45.120503652039325
1739209743.41254;-38.13080360867914
1739209743.4125452;-38.13080360867914
1739209743.4125504;-45.120503652039325
1739209743.412556;-45.120503652039325
1739209743.4125612;-45.120503652039325
1739209743.4125664;-45.120503652039325
1739209743.4125717;-45.120503652039325
1739209743.4125772;-45.120503652039325
1739209743.4125824;-45.120503652039325
1739209743.4125876;-35.57807855764607
1739209743.412593;-31.141103565318915
1739209743.4125984;-38.13080360867914
1739209743.4126036;-33.981070128970906
1739209743.4126089;-38.13080360867914
1739209743.4126143;-45.120503652039325
1739209743.4126196;-45.120503652039325
1739209743.4126248;-38.13080360867914
1739209743.41263;-45.120503652039325
1739209743.4126356;-38.13080360867914
1739209743.4126408;-45.120503652039325
1739209743.412646;-45.120503652039325
1739209743.4126513;-38.13080360867914
1739209743.4126568;-38.13080360867914
1739209743.412662;-45.120503652039325
1739209743.4126673;-45.120503652039325
1739209743.4126728;-33.981070128970906
1739209743.412678;-38.13080360867914
1739209743.4126832;-38.13080360867914
1739209743.4126885;-45.120503652039325
1739209743.412694;-35.57807855764607
1739209743.4126992;-32.816014438256545
1739209743.4127045;-45.120503652039325
1739209743.4127097;-45.120503652039325
1739209743.4127152;-45.120503652039325
1739209743.4127204;-35.57807855764607
1739209743.4127257;-45.120503652039325
1739209743.4127312;-38.13080360867914
1739209743.4127364;-38.13080360867914
1739209743.4127417;-45.120503652039325
1739209743.412747;-38.13080360867914
1739209743.4127524;-38.13080360867914
1739209743.4127576;-38.13080360867914
1739209743.4127629;-45.120503652039325
1739209743.4127681;-38.13080360867914
1739209743.4127736;-38.13080360867914
1739209743.4127789;-38.13080360867914
1739209743.412784;-35.57807855764607
1739209743.4127893;-38.13080360867914
1739209743.4127948;-45.120503652039325
1739209743.4128;-38.13080360867914
1739209743.4128053;-38.13080360867914
1739209743.4128108;-38.13080360867914
1739209743.412816;-38.13080360867914
1739209743.4128213;-45.120503652039325
1739209743.4128265;-45.120503652039325
1739209743.412832;-38.13080360867914
1739209743.4128373;-45.120503652039325
1739209743.4128425;-45.120503652039325
1739209743.4128478;-45.120503652039325
1739209743.4128532;-38.13080360867914
1739209743.4128585;-45.120503652039325
1739209743.4128637;-38.13080360867914
1739209743.4128692;-45.120503652039325
1739209743.4128745;-35.57807855764607
1739209743.4128797;-38.13080360867914
1739209743.412885;-35.57807855764607
1739209743.4128904;-38.13080360867914
1739209743.4128957;-38.13080360867914
1739209743.412901;-38.13080360867914
1739209743.4129062;-35.57807855764607
1739209743.4129117;-30.49652367304973
1739209743.412917;-45.120503652039325
1739209743.4129221;-45.120503652039325
1739209743.4129274;-35.57807855764607
1739209743.4129329;-28.992665084841942
1739209743.412938;-45.120503652039325
1739209743.4129434;-45.120503652039325
1739209743.4129488;-38.13080360867914
1739209743.412954;-38.13080360867914
1739209743.4129593;-45.120503652039325
1739209743.4129646;-45.120503652039325
1739209743.41297;-38.13080360867914
1739209743.4129753;-45.120503652039325
1739209743.4129806;-38.13080360867914
1739209743.4129858;-45.120503652039325
1739209743.4129913;-35.57807855764607
1739209743.4129965;-25.826314394896357
1739209743.4130018;-45.120503652039325
1739209743.4130073;-38.13080360867914
1739209743.4130125;-35.57807855764607
1739209743.4130177;-33.981070128970906
1739209743.413023;-45.120503652039325
1739209743.4130285;-45.120503652039325
1739209743.4130337;-45.120503652039325
1739209743.413039;-45.120503652039325
1739209743.4130442;-45.120503652039325
1739209743.4130497;-38.13080360867914
1739209743.413055;-33.981070128970906
1739209743.4130602;-38.13080360867914
1739209743.4130654;-45.120503652039325
1739209743.413071;-38.13080360867914
1739209743.4130762;-33.981070128970906
1739209743.4130814;-38.13080360867914
1739209743.413087;-45.120503652039325
1739209743.4130921;-38.13080360867914
1739209743.4130974;-38.13080360867914
1739209743.4131026;-45.120503652039325
1739209743.413108;-38.13080360867914
1739209743.4131134;-45.120503652039325
1739209743.4131186;-45.120503652039325
1739209743.4131238;-27.267205301931607
1739209743.4131293;-38.13080360867914
1739209743.4131346;-45.120503652039325
1739209743.4131398;-38.13080360867914
1739209743.4131453;-33.981070128970906
1739209743.4131505;-45.120503652039325
1739209743.4131558;-45.120503652039325
1739209743.413161;-45.120503652039325
1739209743.4131665;-32.816014438256545
1739209743.4131718;-45.120503652039325
1739209743.413177;-45.120503652039325
1739209743.4131823;-38.13080360867914
1739209743.4131877;-38.13080360867914
1739209743.413193;-45.120503652039325
1739209743.4131982;-45.120503652039325
1739209743.4132035;-38.13080360867914
1739209743.413209;-28.992665084841942
1739209743.4132142;-38.13080360867914
1739209743.4132195;-38.13080360867914
1739209743.413225;-45.120503652039325
1739209743.4132302;-33.981070128970906
1739209743.4132354;-38.13080360867914
1739209743.4132407;-45.120503652039325
1739209743.4132462;-45.120503652039325
1739209743.4132514;-33.981070128970906
1739209743.4132566;-33.981070128970906
1739209743.413262;-45.120503652039325
1739209743.4132674;-45.120503652039325
1739209743.4132726;-45.120503652039325
1739209743.4132779;-35.57807855764607
1739209743.4132833;-38.13080360867914
1739209743.4132886;-45.120503652039325
1739209743.4132938;-38.13080360867914
1739209743.413299;-38.13080360867914
1739209743.4133046;-45.120503652039325
1739209743.4133098;-38.13080360867914
1739209743.413315;-35.57807855764607
1739209743.4133203;-38.13080360867914
1739209743.4133258;-33.981070128970906
1739209743.413331;-45.120503652039325
1739209743.4133363;-45.120503652039325
1739209743.4133415;-38.13080360867914
1739209743.413347;-35.57807855764607
1739209743.4133523;-38.13080360867914
1739209743.4133575;-33.981070128970906
1739209743.413363;-32.816014438256545
1739209743.4133682;-38.13080360867914
1739209743.4133735;-45.120503652039325
1739209743.4133787;-33.981070128970906
1739209743.4133842;-38.13080360867914
1739209743.4133894;-45.120503652039325
1739209743.4133947;-38.13080360867914
1739209743.4134;-38.13080360867914
1739209743.4134054;-45.120503652039325
1739209743.4134107;-45.120503652039325
1739209743.413416;-32.816014438256545
1739209743.4134214;-38.13080360867914
1739209743.4134266;-38.13080360867914
1739209743.413432;-38.13080360867914
1739209743.4134371;-32.816014438256545
1739209743.4134426;-38.13080360867914
1739209743.4134479;-38.13080360867914
1739209743.413453;-38.13080360867914
1739209743.4134583;-35.57807855764607
1739209743.4134638;-35.57807855764607
1739209743.413469;-45.120503652039325
1739209743.4134743;-38.13080360867914
1739209743.4134798;-38.13080360867914
1739209743.413485;-38.13080360867914
1739209743.4134903;-45.120503652039325
1739209743.4134955;-45.120503652039325
1739209743.413501;-45.120503652039325
1739209743.4135063;-38.13080360867914
1739209743.4135115;-45.120503652039325
1739209743.4135168;-45.120503652039325
1739209743.4135222;-38.13080360867914
1739209743.4135275;-45.120503652039325
1739209743.4135327;-38.13080360867914
1739209743.413538;-38.13080360867914
1739209743.4135435;-38.13080360867914
1739209743.4135487;-45.120503652039325
1739209743.413554;-31.141103565318893
1739209743.4135594;-32.816014438256545
1739209743.4135647;-45.120503652039325
1739209743.41357;-45.120503652039325
1739209743.4135752;-33.981070128970906
1739209743.4135807;-38.13080360867914
1739209743.413586;-45.120503652039325
1739209743.4135911;-38.13080360867914
1739209743.4135964;-45.120503652039325
1739209743.4136019;-45.120503652039325
1739209743.4136071;-45.120503652039325
1739209743.4136124;-38.13080360867914
1739209743.4136178;-45.120503652039325
1739209743.413623;-38.13080360867914
1739209743.4136283;-38.13080360867914
1739209743.4136336;-45.120503652039325
1739209743.413639;-38.13080360867914
1739209743.4136443;-38.13080360867914
1739209743.4136496;-38.13080360867914
1739209743.4136548;-45.120503652039325
1739209743.4136603;-35.57807855764607
1739209743.4136655;-35.57807855764607
1739209743.4136708;-38.13080360867914
1739209743.413676;-38.13080360867914
1739209743.4136815;-33.981070128970906
1739209743.4136868;-35.57807855764607
1739209743.413692;-45.120503652039325
1739209743.4136975;-45.120503652039325
1739209743.4137027;-45.120503652039325
1739209743.413708;-38.13080360867914
1739209743.4137132;-38.13080360867914
1739209743.4137187;-33.981070128970906
1739209743.413724;-45.120503652039325
1739209743.4137292;-45.120503652039325
1739209743.4137344;-32.816014438256545
1739209743.41374;-38.13080360867914
1739209743.4137452;-45.120503652039325
1739209743.4137504;-38.13080360867914
1739209743.413756;-33.981070128970906
1739209743.4137611;-38.13080360867914
1739209743.4137664;-29.438486411369333
1739209743.4137716;-31.141103565318893
1739209743.413777;-45.120503652039325
1739209743.4137824;-38.13080360867914
1739209743.4137876;-38.13080360867914
1739209743.4137928;-35.57807855764607
1739209743.4137983;-38.13080360867914
1739209743.4138036;-35.57807855764607
1739209743.4138088;-45.120503652039325
1739209743.413814;-45.120503652039325
1739209743.4138196;-38.13080360867914
1739209743.4138248;-45.120503652039325
1739209743.41383;-45.120503652039325
1739209743.4138355;-45.120503652039325
1739209743.4138408;-38.13080360867914
1739209743.413846;-38.13080360867914
1739209743.4138513;-38.13080360867914
1739209743.4138567;-35.57807855764607
1739209743.413862;-45.120503652039325
1739209743.4138672;-38.13080360867914
1739209743.4138725;-45.120503652039325
1739209743.413878;-45.120503652039325
1739209743.4138832;-45.120503652039325
1739209743.4138885;-45.120503652039325
1739209743.413894;-38.13080360867914
1739209743.4138992;-33.981070128970906
1739209743.4139044;-45.120503652039325
1739209743.4139097;-38.13080360867914
1739209743.4139152;-38.13080360867914
1739209743.4139204;-38.13080360867914
1739209743.4139256;-38.13080360867914
1739209743.413931;-45.120503652039325
1739209743.4139364;-45.120503652039325
1739209743.4139416;-45.120503652039325
1739209743.4139469;-32.816014438256545
1739209743.413952;-38.13080360867914
1739209743.4139576;-45.120503652039325
1739209743.4139628;-45.120503652039325
1739209743.413968;-38.13080360867914
1739209743.4139736;-45.120503652039325
1739209743.4139788;-32.816014438256545
1739209743.413984;-26.991370085610722
1739209743.4139893;-45.120503652039325
1739209743.4139948;-38.13080360867914
1739209743.414;-32.816014438256545
1739209743.4140053;-32.816014438256545
1739209743.4140105;-38.13080360867914
1739209743.414016;-45.120503652039325
1739209743.4140213;-45.120503652039325
1739209743.4140265;-45.120503652039325
1739209743.414032;-45.120503652039325
1739209743.4140372;-33.981070128970906
1739209743.4140425;-38.13080360867914
1739209743.4140477;-38.13080360867914
1739209743.4140532;-45.120503652039325
1739209743.4140584;-38.13080360867914
1739209743.4140637;-45.120503652039325
1739209743.414069;-45.120503652039325
1739209743.4140744;-45.120503652039325
1739209743.4140797;-45.120503652039325
1739209743.414085;-45.120503652039325
1739209743.4140904;-45.120503652039325
1739209743.4140956;-45.120503652039325
1739209743.414101;-45.120503652039325
1739209743.4141061;-38.13080360867914
1739209743.4141116;-33.981070128970906
1739209743.4141169;-45.120503652039325
1739209743.414122;-38.13080360867914
1739209743.4141273;-38.13080360867914
1739209743.4141328;-45.120503652039325
1739209743.414138;-45.120503652039325
1739209743.4141433;-45.120503652039325
1739209743.4141486;-38.13080360867914
1739209743.414154;-45.120503652039325
1739209743.4141593;-38.13080360867914
1739209743.4141645;-38.13080360867914
1739209743.41417;-45.120503652039325
1739209743.4141753;-45.120503652039325
1739209743.4141805;-38.13080360867914
1739209743.4141858;-38.13080360867914
1739209743.4141912;-45.120503652039325
1739209743.4141965;-45.120503652039325
1739209743.4142017;-38.13080360867914
1739209743.414207;-45.120503652039325
1739209743.4142125;-35.57807855764607
1739209743.4142177;-38.13080360867914
1739209743.414223;-38.13080360867914
1739209743.4142284;-33.981070128970906
1739209743.4142337;-45.120503652039325
1739209743.414239;-45.120503652039325
1739209743.4142442;-45.120503652039325
1739209743.4142497;-45.120503652039325
1739209743.414255;-45.120503652039325
1739209743.4142601;-45.120503652039325
1739209743.4142654;-35.57807855764607
1739209743.4142709;-38.13080360867914
1739209743.4142761;-45.120503652039325
1739209743.4142814;-45.120503652039325
1739209743.4142866;-38.13080360867914
1739209743.414292;-38.13080360867914
1739209743.4142973;-45.120503652039325
1739209743.4143026;-45.120503652039325
1739209743.414308;-45.120503652039325
1739209743.4143133;-38.13080360867914
1739209743.4143186;-45.120503652039325
1739209743.4143238;-38.13080360867914
1739209743.4143293;-30.49652367304973
1739209743.4143345;-38.13080360867914
1739209743.4143398;-45.120503652039325
1739209743.414345;-38.13080360867914
1739209743.4143505;-30.49652367304973
1739209743.4143558;-35.57807855764607
1739209743.414361;-45.120503652039325
1739209743.4143665;-45.120503652039325
1739209743.4143717;-38.13080360867914
1739209743.414377;-45.120503652039325
1739209743.4143822;-38.13080360867914
1739209743.4143877;-38.13080360867914
1739209743.414393;-38.13080360867914
1739209743.4143982;-38.13080360867914
1739209743.4144034;-45.120503652039325
1739209743.414409;-38.13080360867914
1739209743.4144142;-38.13080360867914
1739209743.4144194;-35.57807855764607
1739209743.4144247;-38.13080360867914
1739209743.4144301;-38.13080360867914
1739209743.4144354;-38.13080360867914
1739209743.4144406;-38.13080360867914
1739209743.414446;-45.120503652039325
1739209743.4144514;-38.13080360867914
1739209743.4144566;-28.992665084841942
1739209743.4144619;-45.120503652039325
1739209743.4144673;-45.120503652039325
1739209743.4144726;-45.120503652039325
1739209743.4144778;-45.120503652039325
1739209743.414483;-45.120503652039325
1739209743.4144886;-45.120503652039325
1739209743.4144938;-38.13080360867914
1739209743.414499;-33.981070128970956
1739209743.4145045;-45.120503652039325
1739209743.4145098;-45.120503652039325
1739209743.414515;-45.120503652039325
1739209743.4145203;-45.120503652039325
1739209743.4145257;-38.13080360867914
1739209743.414531;-45.120503652039325
1739209743.4145362;-38.13080360867914
1739209743.4145415;-27.8777449560314
1739209743.414547;-35.57807855764607
1739209743.4145522;-45.120503652039325
1739209743.4145575;-45.120503652039325
1739209743.4145627;-35.57807855764607
1739209743.4145682;-38.13080360867914
1739209743.4145734;-45.120503652039325
1739209743.4145787;-33.981070128970906
1739209743.4145842;-31.141103565318915
1739209743.4145894;-38.13080360867914
1739209743.4145947;-45.120503652039325
1739209743.4146;-38.13080360867914
1739209743.4146054;-33.981070128970906
1739209743.4146106;-45.120503652039325
1739209743.4146159;-45.120503652039325
1739209743.414621;-38.13080360867914
1739209743.4146266;-45.120503652039325
1739209743.4146318;-45.120503652039325
1739209743.414637;-45.120503652039325
1739209743.4146426;-45.120503652039325
1739209743.4146478;-45.120503652039325
1739209743.414653;-45.120503652039325
1739209743.4146583;-38.13080360867914
1739209743.4146638;-38.13080360867914
1739209743.414669;-27.8777449560314
1739209743.4146743;-35.57807855764607
1739209743.4146795;-45.120503652039325
1739209743.414685;-38.13080360867914
1739209743.4146903;-45.120503652039325
1739209743.4146955;-38.13080360867914
1739209743.414701;-35.57807855764607
1739209743.4147062;-38.13080360867914
1739209743.4147115;-45.120503652039325
1739209743.4147167;-45.120503652039325
1739209743.4147222;-45.120503652039325
1739209743.4147274;-45.120503652039325
1739209743.4147327;-45.120503652039325
1739209743.414738;-45.120503652039325
1739209743.4147434;-38.13080360867914
1739209743.4147487;-38.13080360867914
1739209743.414754;-45.120503652039325
1739209743.4147592;-45.120503652039325
1739209743.4147646;-45.120503652039325
1739209743.41477;-45.120503652039325
1739209743.4147751;-45.120503652039325
1739209743.4147806;-45.120503652039325
1739209743.4147859;-45.120503652039325
1739209743.414791;-45.120503652039325
1739209743.4147964;-35.57807855764607
1739209743.4148018;-38.13080360867914
1739209743.414807;-45.120503652039325
1739209743.4148123;-38.13080360867914
1739209743.4148176;-35.57807855764607
1739209743.414823;-45.120503652039325
1739209743.4148283;-38.13080360867914
1739209743.4148335;-38.13080360867914
1739209743.414839;-45.120503652039325
1739209743.4148443;-45.120503652039325
1739209743.4148495;-38.13080360867914
1739209743.4148548;-38.13080360867914
1739209743.4148602;-45.120503652039325
1739209743.4148655;-38.13080360867914
1739209743.4148707;-35.57807855764607
1739209743.414876;-45.120503652039325
1739209743.4148815;-35.57807855764607
1739209743.4148867;-38.13080360867914
1739209743.414892;-45.120503652039325
1739209743.4148972;-45.120503652039325
1739209743.4149027;-32.816014438256545
1739209743.414908;-38.13080360867914
1739209743.4149132;-45.120503652039325
1739209743.4149187;-38.13080360867914
1739209743.414924;-38.13080360867914
1739209743.4149292;-45.120503652039325
1739209743.4149344;-45.120503652039325
1739209743.4149399;-38.13080360867914
1739209743.4149451;-38.13080360867914
1739209743.4149504;-33.981070128970906
1739209743.4149556;-45.120503652039325
1739209743.414961;-45.120503652039325
1739209743.4149663;-35.57807855764607
1739209743.4149716;-32.816014438256545
1739209743.414977;-45.120503652039325
1739209743.4149823;-38.13080360867914
1739209743.4149876;-38.13080360867914
1739209743.4149928;-45.120503652039325
1739209743.4149983;-45.120503652039325
1739209743.4150035;-45.120503652039325
1739209743.4150088;-35.57807855764607
1739209743.415014;-35.57807855764607
1739209743.4150195;-45.120503652039325
1739209743.4150248;-38.13080360867914
1739209743.41503;-38.13080360867914
1739209743.4150352;-35.57807855764607
1739209743.4150407;-38.13080360867914
1739209743.415046;-38.13080360867914
1739209743.4150512;-45.120503652039325
1739209743.4150567;-38.13080360867914
1739209743.415062;-38.13080360867914
1739209743.4150672;-38.13080360867914
1739209743.4150724;-45.120503652039325
1739209743.415078;-45.120503652039325
1739209743.4150832;-35.57807855764607
1739209743.4150884;-38.13080360867914
1739209743.4150937;-45.120503652039325
1739209743.4150991;-33.981070128970906
1739209743.4151044;-31.141103565318915
1739209743.4151096;-38.13080360867914
1739209743.415115;-45.120503652039325
1739209743.4151204;-38.13080360867914
1739209743.4151256;-45.120503652039325
1739209743.4151309;-33.981070128970906
1739209743.4151363;-45.120503652039325
1739209743.4151416;-38.13080360867914
1739209743.4151468;-38.13080360867914
1739209743.415152;-35.57807855764607
1739209743.4151576;-45.120503652039325
1739209743.4151628;-38.13080360867914
1739209743.415168;-38.13080360867914
1739209743.4151733;-45.120503652039325
1739209743.4151788;-45.120503652039325
1739209743.415184;-45.120503652039325
1739209743.4151893;-38.13080360867914
1739209743.4151947;-35.57807855764607
1739209743.4152;-45.120503652039325
1739209743.4152052;-45.120503652039325
1739209743.4152105;-45.120503652039325
1739209743.415216;-45.120503652039325
1739209743.4152212;-45.120503652039325
1739209743.4152265;-38.13080360867914
1739209743.4152317;-38.13080360867914
1739209743.4152372;-45.120503652039325
1739209743.4152424;-38.13080360867914
1739209743.4152477;-35.57807855764607
1739209743.4152532;-38.13080360867914
1739209743.4152584;-45.120503652039325
1739209743.4152637;-33.981070128970906
1739209743.415269;-31.141103565318915
1739209743.4152744;-32.81601443825658
1739209743.4152796;-38.13080360867914
1739209743.4152849;-32.816014438256545
1739209743.41529;-38.13080360867914
1739209743.4152956;-45.120503652039325
1739209743.4153008;-38.13080360867914
1739209743.415306;-38.13080360867914
1739209743.4153113;-32.816014438256545
1739209743.4153168;-31.141103565318915
1739209743.415322;-45.120503652039325
1739209743.4153273;-35.57807855764607
1739209743.4153328;-35.57807855764607
1739209743.415338;-38.13080360867914
1739209743.4153433;-45.120503652039325
1739209743.4153485;-45.120503652039325
1739209743.415354;-38.13080360867914
1739209743.4153593;-35.57807855764607
1739209743.4153645;-45.120503652039325
1739209743.4153697;-38.13080360867914
1739209743.4153752;-33.981070128970906
1739209743.4153805;-45.120503652039325
1739209743.4153857;-45.120503652039325
1739209743.4153912;-45.120503652039325
1739209743.4153965;-45.120503652039325
1739209743.4154017;-38.13080360867914
1739209743.415407;-45.120503652039325
1739209743.4154124;-38.13080360867914
1739209743.4154177;-38.13080360867914
1739209743.415423;-38.13080360867914
1739209743.4154282;-35.57807855764607
1739209743.4154336;-45.120503652039325
1739209743.415439;-33.981070128970906
1739209743.4154441;-27.267205301931607
1739209743.4154496;-45.120503652039325
1739209743.4154549;-45.120503652039325
1739209743.41546;-38.13080360867914
1739209743.4154654;-33.981070128970906
1739209743.4154708;-38.13080360867914
