CAN Message; 0x39:0ca327b8bae4772a
1739209635.165517;-38.13080360867914
1739209635.1655295;-33.981070128970906
1739209635.1655421;-32.816014438256545
1739209635.1655545;-45.120503652039325
1739209635.165567;-38.13080360867914
1739209635.1655796;-35.57807855764607
1739209635.165592;-45.120503652039325
1739209635.1656044;-45.120503652039325
1739209635.165617;-45.120503652039325
1739209635.1656294;-31.141103565318915
1739209635.1656418;-28.58837851428586
1739209635.1656544;-38.13080360867914
1739209635.1656668;-45.120503652039325
1739209635.1656792;-45.120503652039325
1739209635.1656919;-45.120503652039325
1739209635.1657043;-45.120503652039325
1739209635.1657166;-38.13080360867914
1739209635.1657293;-33.981070128970906
1739209635.1657417;-31.141103565318915
1739209635.165754;-45.120503652039325
1739209635.1657667;-45.120503652039325
1739209635.165779;-38.13080360867914
1739209635.1657915;-38.13080360867914
1739209635.1658041;-45.120503652039325
1739209635.1658165;-38.13080360867914
1739209635.165829;-38.13080360867914
1739209635.1658416;-28.218542851754165
1739209635.165854;-45.120503652039325
1739209635.1658664;-45.120503652039325
1739209635.165879;-45.120503652039325
1739209635.1658914;-38.13080360867914
1739209635.1659038;-45.120503652039325
1739209635.1659164;-38.13080360867914
1739209635.1659288;-38.13080360867914
1739209635.1659412;-28.992665084841942
1739209635.1659539;-38.13080360867914
1739209635.1659663;-45.120503652039325
1739209635.1659787;-38.13080360867914
1739209635.1659913;-33.981070128970906
1739209635.1660037;-38.13080360867914
1739209635.166016;-45.120503652039325
1739209635.1660287;-45.120503652039325
1739209635.1660411;-38.13080360867914
1739209635.1660535;-45.120503652039325
1739209635.1660662;-45.120503652039325
1739209635.1660786;-45.120503652039325
1739209635.166091;-38.13080360867914
1739209635.1661036;-38.13080360867914
1739209635.166116;-45.120503652039325
1739209635.1661284;-38.13080360867914
1739209635.166141;-38.13080360867914
1739209635.1661534;-38.13080360867914
1739209635.166166;-38.13080360867914
1739209635.1661785;-38.13080360867914
1739209635.1661909;-33.981070128970906
1739209635.1662035;-38.13080360867914
1739209635.166216;-38.13080360867914
1739209635.1662283;-45.120503652039325
1739209635.166241;-38.13080360867914
1739209635.1662533;-35.57807855764607
1739209635.1662657;-38.13080360867914
1739209635.1662784;-45.120503652039325
1739209635.1662908;-38.13080360867914
1739209635.1663032;-45.120503652039325
1739209635.1663158;-45.120503652039325
1739209635.1663282;-45.120503652039325
1739209635.1663406;-45.120503652039325
1739209635.1663532;-45.120503652039325
1739209635.1663656;-45.120503652039325
1739209635.166378;-45.120503652039325
1739209635.1663907;-38.13080360867914
1739209635.166403;-45.120503652039325
1739209635.1664155;-45.120503652039325
1739209635.166428;-45.120503652039325
1739209635.1664405;-33.981070128970906
1739209635.166453;-38.13080360867914
1739209635.1664655;-45.120503652039325
1739209635.166478;-45.120503652039325
1739209635.1664903;-38.13080360867914
1739209635.166503;-38.13080360867914
1739209635.1665154;-45.120503652039325
1739209635.1665277;-38.13080360867914
1739209635.1665404;-45.120503652039325
1739209635.1665528;-45.120503652039325
1739209635.1665652;-38.13080360867914
1739209635.1665778;-38.13080360867914
1739209635.1665902;-38.13080360867914
1739209635.1666026;-45.120503652039325
1739209635.1666152;-38.13080360867914
1739209635.1666276;-38.13080360867914
1739209635.16664;-33.981070128970906
1739209635.1666527;-38.13080360867914
1739209635.166665;-33.981070128970906
1739209635.1666775;-38.13080360867914
1739209635.16669;-45.120503652039325
1739209635.1667025;-38.13080360867914
1739209635.166715;-38.13080360867914
1739209635.1667275;-35.57807855764607
1739209635.16674;-45.120503652039325
1739209635.1667523;-45.120503652039325
1739209635.166765;-38.13080360867914
1739209635.1667774;-32.816014438256545
1739209635.1667898;-38.13080360867914
1739209635.1668024;-45.120503652039325
1739209635.1668148;-33.981070128970906
1739209635.1668272;-35.57807855764607
1739209635.1668398;-38.13080360867914
1739209635.1668522;-38.13080360867914
1739209635.1668646;-38.13080360867914
1739209635.1668773;-38.13080360867914
1739209635.1668897;-45.120503652039325
1739209635.1669023;-45.120503652039325
1739209635.1669147;-45.120503652039325
1739209635.166927;-33.981070128970906
1739209635.1669397;-45.120503652039325
1739209635.1669521;-45.120503652039325
1739209635.1669645;-38.13080360867914
1739209635.1669772;-38.13080360867914
1739209635.1669896;-45.120503652039325
1739209635.167002;-45.120503652039325
1739209635.1670146;-38.13080360867914
1739209635.167027;-38.13080360867914
1739209635.1670394;-38.13080360867914
1739209635.167052;-35.57807855764607
1739209635.1670644;-45.120503652039325
1739209635.1670768;-38.13080360867914
1739209635.1670895;-38.13080360867914
1739209635.1671019;-32.816014438256545
1739209635.1671143;-45.120503652039325
1739209635.167127;-38.13080360867914
1739209635.1671393;-45.120503652039325
1739209635.1671517;-33.981070128970956
1739209635.1671643;-38.13080360867914
1739209635.1671767;-38.13080360867914
1739209635.1671891;-45.120503652039325
1739209635.1672018;-45.120503652039325
1739209635.1672142;-35.57807855764607
1739209635.1672266;-38.13080360867914
1739209635.1672392;-38.13080360867914
1739209635.1672516;-29.438486411369333
1739209635.167264;-45.120503652039325
1739209635.1672766;-45.120503652039325
1739209635.167289;-38.13080360867914
1739209635.1673014;-35.57807855764607
1739209635.167314;-45.120503652039325
1739209635.1673265;-38.13080360867914
1739209635.1673388;-45.120503652039325
1739209635.1673515;-38.13080360867914
1739209635.167364;-38.13080360867914
1739209635.1673763;-38.13080360867914
1739209635.167389;-45.120503652039325
1739209635.1674013;-45.120503652039325
1739209635.1674137;-35.57807855764607
1739209635.1674263;-38.13080360867914
1739209635.1674387;-38.13080360867914
1739209635.1674511;-26.991370085610722
1739209635.1674638;-38.13080360867914
1739209635.1674762;-35.57807855764607
1739209635.1674886;-38.13080360867914
1739209635.1675012;-35.57807855764607
1739209635.1675136;-38.13080360867914
1739209635.167526;-35.57807855764607
1739209635.1675386;-38.13080360867914
1739209635.167551;-38.13080360867914
1739209635.1675634;-45.120503652039325
1739209635.167576;-38.13080360867914
1739209635.1675885;-45.120503652039325
1739209635.1676009;-45.120503652039325
1739209635.1676135;-45.120503652039325
1739209635.167626;-38.13080360867914
1739209635.1676383;-45.120503652039325
1739209635.167651;-33.981070128970906
1739209635.1676633;-33.981070128970906
1739209635.167676;-45.120503652039325
1739209635.1676884;-38.13080360867914
1739209635.1677008;-45.120503652039325
1739209635.1677134;-45.120503652039325
1739209635.1677258;-45.120503652039325
1739209635.1677382;-35.57807855764607
1739209635.1677508;-33.981070128970906
1739209635.1677632;-45.120503652039325
1739209635.1677756;-45.120503652039325
1739209635.1677883;-33.981070128970906
1739209635.1678007;-38.13080360867914
1739209635.167813;-45.120503652039325
1739209635.1678257;-45.120503652039325
1739209635.167838;-38.13080360867914
1739209635.1678505;-31.141103565318915
1739209635.1678631;-38.13080360867914
1739209635.1678755;-45.120503652039325
1739209635.167888;-33.981070128970906
1739209635.1679006;-38.13080360867914
1739209635.167913;-38.13080360867914
1739209635.1679254;-38.13080360867914
1739209635.167938;-38.13080360867914
1739209635.1679504;-45.120503652039325
1739209635.1679628;-38.13080360867914
1739209635.1679754;-45.120503652039325
1739209635.1679878;-38.13080360867914
1739209635.1680002;-38.13080360867914
1739209635.1680129;-38.13080360867914
1739209635.1680253;-45.120503652039325
1739209635.1680377;-38.13080360867914
1739209635.1680503;-38.13080360867914
1739209635.1680627;-45.120503652039325
1739209635.168075;-45.120503652039325
1739209635.1680877;-38.13080360867914
1739209635.1681;-35.57807855764607
1739209635.1681125;-38.13080360867914
1739209635.1681252;-45.120503652039325
1739209635.1681376;-33.981070128970906
1739209635.16815;-35.57807855764607
1739209635.1681626;-38.13080360867914
1739209635.168175;-45.120503652039325
1739209635.1681874;-38.13080360867914
1739209635.1682;-33.981070128970906
1739209635.1682124;-38.13080360867914
1739209635.1682248;-45.120503652039325
1739209635.1682374;-38.13080360867914
1739209635.1682498;-32.816014438256545
1739209635.1682622;-45.120503652039325
1739209635.1682749;-45.120503652039325
1739209635.1682873;-45.120503652039325
1739209635.1682997;-38.13080360867914
1739209635.1683123;-45.120503652039325
1739209635.1683247;-45.120503652039325
1739209635.168337;-38.13080360867914
1739209635.1683497;-45.120503652039325
1739209635.1683621;-38.13080360867914
1739209635.1683745;-45.120503652039325
1739209635.1683872;-38.13080360867914
1739209635.1683996;-35.57807855764607
1739209635.1684122;-38.13080360867914
1739209635.1684246;-38.13080360867914
1739209635.168437;-38.13080360867914
1739209635.1684496;-38.13080360867914
1739209635.168462;-38.13080360867914
1739209635.1684744;-45.120503652039325
1739209635.168487;-38.13080360867914
1739209635.1684995;-35.57807855764607
1739209635.1685119;-45.120503652039325
1739209635.1685245;-45.120503652039325
1739209635.168537;-33.981070128970906
1739209635.1685493;-38.13080360867914
1739209635.168562;-45.120503652039325
1739209635.1685743;-35.57807855764607
1739209635.1685867;-38.13080360867914
1739209635.1685994;-45.120503652039325
1739209635.1686118;-33.981070128970906
1739209635.1686242;-45.120503652039325
1739209635.1686368;-45.120503652039325
1739209635.1686492;-35.57807855764607
1739209635.1686616;-38.13080360867914
1739209635.1686742;-45.120503652039325
1739209635.1686866;-45.120503652039325
1739209635.168699;-38.13080360867914
1739209635.1687117;-45.120503652039325
1739209635.168724;-45.120503652039325
1739209635.1687365;-45.120503652039325
1739209635.168749;-45.120503652039325
1739209635.1687615;-45.120503652039325
1739209635.168774;-38.13080360867914
1739209635.1687865;-38.13080360867914
1739209635.168799;-38.13080360867914
1739209635.1688113;-45.120503652039325
1739209635.168824;-38.13080360867914
1739209635.1688364;-45.120503652039325
1739209635.1688488;-45.120503652039325
1739209635.1688614;-45.120503652039325
1739209635.1688738;-45.120503652039325
1739209635.1688862;-45.120503652039325
1739209635.1688988;-45.120503652039325
1739209635.1689112;-45.120503652039325
1739209635.1689236;-45.120503652039325
1739209635.1689363;-45.120503652039325
1739209635.1689487;-45.120503652039325
1739209635.168961;-45.120503652039325
1739209635.1689737;-45.120503652039325
1739209635.168986;-45.120503652039325
1739209635.1689985;-38.13080360867914
1739209635.169011;-35.57807855764607
1739209635.1690235;-35.57807855764607
1739209635.169036;-38.13080360867914
1739209635.1690485;-38.13080360867914
1739209635.169061;-45.120503652039325
1739209635.1690733;-38.13080360867914
1739209635.169086;-45.120503652039325
1739209635.1690984;-38.13080360867914
1739209635.1691108;-38.13080360867914
1739209635.1691234;-45.120503652039325
1739209635.1691358;-38.13080360867914
1739209635.1691482;-35.57807855764607
1739209635.1691608;-38.13080360867914
1739209635.1691732;-45.120503652039325
1739209635.1691859;-38.13080360867914
1739209635.1691983;-45.120503652039325
1739209635.1692107;-35.57807855764607
1739209635.1692233;-38.13080360867914
1739209635.1692357;-45.120503652039325
1739209635.169248;-45.120503652039325
1739209635.1692607;-45.120503652039325
1739209635.1692731;-30.49652367304973
1739209635.1692855;-45.120503652039325
1739209635.1692982;-45.120503652039325
1739209635.1693106;-38.13080360867914
1739209635.169323;-33.981070128970906
1739209635.1693356;-45.120503652039325
1739209635.169348;-45.120503652039325
1739209635.1693604;-45.120503652039325
1739209635.169373;-45.120503652039325
1739209635.1693854;-45.120503652039325
1739209635.1693978;-45.120503652039325
1739209635.1694105;-32.816014438256545
1739209635.1694229;-38.13080360867914
1739209635.1694353;-45.120503652039325
1739209635.169448;-38.13080360867914
1739209635.1694603;-38.13080360867914
1739209635.1694727;-31.141103565318915
1739209635.1694853;-33.981070128970906
1739209635.1694977;-45.120503652039325
1739209635.1695101;-38.13080360867914
1739209635.1695228;-33.981070128970906
1739209635.1695352;-38.13080360867914
1739209635.1695476;-45.120503652039325
1739209635.1695602;-33.981070128970906
1739209635.1695726;-45.120503652039325
1739209635.169585;-45.120503652039325
1739209635.1695976;-45.120503652039325
1739209635.16961;-45.120503652039325
1739209635.1696224;-35.57807855764607
1739209635.169635;-38.13080360867914
1739209635.1696475;-35.57807855764607
1739209635.1696599;-33.981070128970906
1739209635.1696725;-31.141103565318915
1739209635.169685;-38.13080360867914
1739209635.1696973;-45.120503652039325
1739209635.16971;-38.13080360867914
1739209635.1697223;-32.816014438256545
1739209635.1697347;-38.13080360867914
1739209635.1697474;-45.120503652039325
1739209635.1697598;-38.13080360867914
1739209635.1697721;-38.13080360867914
1739209635.1697848;-45.120503652039325
1739209635.1697972;-45.120503652039325
1739209635.1698096;-38.13080360867914
1739209635.1698222;-35.57807855764607
1739209635.1698346;-45.120503652039325
1739209635.169847;-45.120503652039325
1739209635.1698596;-45.120503652039325
1739209635.169872;-31.141103565318915
1739209635.1698844;-33.981070128970906
1739209635.169897;-45.120503652039325
1739209635.1699095;-38.13080360867914
1739209635.169922;-33.981070128970906
1739209635.1699345;-38.13080360867914
1739209635.169947;-38.13080360867914
1739209635.1699595;-45.120503652039325
1739209635.169972;-38.13080360867914
1739209635.1699843;-45.120503652039325
1739209635.169997;-45.120503652039325
1739209635.1700094;-38.13080360867914
1739209635.1700218;-45.120503652039325
1739209635.1700344;-38.13080360867914
1739209635.1700468;-38.13080360867914
1739209635.1700592;-45.120503652039325
1739209635.1700718;-45.120503652039325
1739209635.1700842;-38.13080360867914
1739209635.1700966;-38.13080360867914
1739209635.1701093;-45.120503652039325
1739209635.1701217;-45.120503652039325
1739209635.170134;-45.120503652039325
1739209635.1701467;-45.120503652039325
1739209635.170159;-45.120503652039325
1739209635.1701715;-45.120503652039325
1739209635.1701841;-38.13080360867914
1739209635.1701965;-38.13080360867914
1739209635.170209;-38.13080360867914
1739209635.1702216;-38.13080360867914
1739209635.170234;-38.13080360867914
1739209635.1702464;-33.981070128970906
1739209635.170259;-45.120503652039325
1739209635.1702714;-38.13080360867914
1739209635.1702838;-38.13080360867914
1739209635.1702964;-38.13080360867914
1739209635.1703088;-38.13080360867914
1739209635.1703212;-45.120503652039325
1739209635.1703339;-38.13080360867914
1739209635.1703463;-45.120503652039325
1739209635.1703587;-45.120503652039325
1739209635.1703713;-38.13080360867914
1739209635.1703837;-31.141103565318915
1739209635.170396;-38.13080360867914
1739209635.1704087;-45.120503652039325
1739209635.1704211;-38.13080360867914
1739209635.1704335;-32.816014438256545
1739209635.1704462;-38.13080360867914
1739209635.1704586;-45.120503652039325
1739209635.170471;-45.120503652039325
1739209635.1704836;-33.981070128970906
1739209635.170496;-35.57807855764607
1739209635.1705084;-45.120503652039325
1739209635.170521;-45.120503652039325
1739209635.1705334;-45.120503652039325
1739209635.1705458;-38.13080360867914
1739209635.1705585;-35.57807855764607
1739209635.1705709;-38.13080360867914
1739209635.1705832;-33.981070128970906
1739209635.170596;-45.120503652039325
1739209635.1706083;-38.13080360867914
1739209635.1706207;-38.13080360867914
1739209635.1706333;-33.981070128970906
1739209635.1706457;-45.120503652039325
1739209635.170658;-45.120503652039325
1739209635.1706707;-35.57807855764607
1739209635.1706831;-38.13080360867914
1739209635.1706958;-45.120503652039325
1739209635.1707082;-38.13080360867914
1739209635.1707206;-38.13080360867914
1739209635.1707332;-45.120503652039325
1739209635.1707456;-38.13080360867914
1739209635.170758;-38.13080360867914
1739209635.1707706;-45.120503652039325
1739209635.170783;-45.120503652039325
1739209635.1707954;-45.120503652039325
1739209635.170808;-45.120503652039325
1739209635.1708205;-35.57807855764607
1739209635.1708329;-38.13080360867914
1739209635.1708455;-38.13080360867914
1739209635.170858;-38.13080360867914
1739209635.1708703;-45.120503652039325
1739209635.170883;-38.13080360867914
1739209635.1708953;-38.13080360867914
1739209635.1709077;-38.13080360867914
1739209635.1709204;-45.120503652039325
1739209635.1709328;-45.120503652039325
1739209635.1709452;-45.120503652039325
1739209635.1709578;-45.120503652039325
1739209635.1709702;-45.120503652039325
1739209635.1709826;-35.57807855764607
1739209635.1709952;-35.57807855764607
1739209635.1710076;-45.120503652039325
1739209635.17102;-45.120503652039325
1739209635.1710327;-32.816014438256545
1739209635.171045;-38.13080360867914
1739209635.1710575;-33.981070128970906
1739209635.17107;-35.57807855764607
1739209635.1710825;-45.120503652039325
1739209635.171095;-45.120503652039325
1739209635.1711075;-45.120503652039325
1739209635.17112;-45.120503652039325
1739209635.1711323;-45.120503652039325
1739209635.171145;-45.120503652039325
1739209635.1711574;-45.120503652039325
1739209635.1711698;-38.13080360867914
1739209635.1711824;-38.13080360867914
1739209635.1711948;-45.120503652039325
1739209635.1712072;-45.120503652039325
1739209635.1712198;-45.120503652039325
1739209635.1712322;-35.57807855764607
1739209635.1712446;-38.13080360867914
1739209635.1712573;-45.120503652039325
1739209635.1712697;-38.13080360867914
1739209635.171282;-38.13080360867914
1739209635.1712947;-45.120503652039325
1739209635.171307;-45.120503652039325
1739209635.1713195;-38.13080360867914
1739209635.1713321;-45.120503652039325
1739209635.1713445;-45.120503652039325
1739209635.171357;-33.981070128970906
1739209635.1713696;-45.120503652039325
1739209635.171382;-45.120503652039325
1739209635.1713943;-45.120503652039325
1739209635.171407;-33.981070128970906
1739209635.1714194;-38.13080360867914
1739209635.171432;-33.981070128970906
1739209635.1714444;-38.13080360867914
1739209635.1714568;-38.13080360867914
1739209635.1714694;-35.57807855764607
1739209635.1714818;-38.13080360867914
1739209635.1714942;-38.13080360867914
1739209635.171507;-38.13080360867914
1739209635.1715193;-33.981070128970906
1739209635.1715317;-45.120503652039325
1739209635.1715443;-45.120503652039325
1739209635.1715567;-45.120503652039325
1739209635.171569;-33.981070128970906
1739209635.1715817;-38.13080360867914
1739209635.1715941;-33.981070128970956
1739209635.1716065;-38.13080360867914
1739209635.1716192;-38.13080360867914
1739209635.1716316;-35.57807855764607
1739209635.171644;-38.13080360867914
1739209635.1716566;-45.120503652039325
1739209635.171669;-33.981070128970906
1739209635.1716814;-38.13080360867914
1739209635.171694;-35.57807855764607
1739209635.1717064;-45.120503652039325
1739209635.1717188;-35.57807855764607
1739209635.1717315;-45.120503652039325
1739209635.1717439;-45.120503652039325
1739209635.1717563;-38.13080360867914
1739209635.171769;-38.13080360867914
1739209635.1717813;-45.120503652039325
1739209635.1717937;-45.120503652039325
1739209635.1718063;-45.120503652039325
1739209635.1718187;-45.120503652039325
1739209635.1718311;-38.13080360867914
1739209635.1718438;-38.13080360867914
1739209635.1718562;-38.13080360867914
1739209635.1718686;-45.120503652039325
1739209635.1718812;-38.13080360867914
1739209635.1718936;-32.816014438256545
1739209635.171906;-38.13080360867914
1739209635.1719186;-35.57807855764607
1739209635.171931;-45.120503652039325
1739209635.1719434;-45.120503652039325
1739209635.171956;-45.120503652039325
1739209635.1719685;-45.120503652039325
1739209635.1719809;-45.120503652039325
1739209635.1719935;-45.120503652039325
1739209635.172006;-45.120503652039325
1739209635.1720183;-45.120503652039325
1739209635.172031;-38.13080360867914
1739209635.1720433;-35.57807855764607
1739209635.1720557;-38.13080360867914
1739209635.1720684;-45.120503652039325
1739209635.1720808;-45.120503652039325
1739209635.1720932;-26.991370085610722
1739209635.1721058;-38.13080360867914
1739209635.1721182;-45.120503652039325
1739209635.1721306;-38.13080360867914
1739209635.1721432;-33.981070128970906
1739209635.1721556;-45.120503652039325
1739209635.1721683;-45.120503652039325
1739209635.1721807;-38.13080360867914
1739209635.172193;-38.13080360867914
1739209635.1722057;-45.120503652039325
1739209635.172218;-45.120503652039325
1739209635.1722305;-45.120503652039325
1739209635.172243;-45.120503652039325
1739209635.1722555;-45.120503652039325
1739209635.172268;-45.120503652039325
1739209635.1722806;-45.120503652039325
1739209635.172293;-27.267205301931607
1739209635.1723053;-33.981070128970906
1739209635.172318;-45.120503652039325
1739209635.1723304;-38.13080360867914
1739209635.1723428;-38.13080360867914
1739209635.1723554;-38.13080360867914
1739209635.1723678;-38.13080360867914
1739209635.1723802;-45.120503652039325
1739209635.1723928;-35.57807855764607
1739209635.1724052;-45.120503652039325
1739209635.1724176;-45.120503652039325
1739209635.1724303;-38.13080360867914
1739209635.1724427;-38.13080360867914
1739209635.172455;-45.120503652039325
1739209635.1724677;-45.120503652039325
1739209635.17248;-38.13080360867914
1739209635.1724925;-27.267205301931607
1739209635.1725051;-33.981070128970906
1739209635.1725175;-38.13080360867914
1739209635.17253;-38.13080360867914
1739209635.1725426;-33.981070128970906
1739209635.172555;-33.981070128970906
1739209635.1725674;-45.120503652039325
1739209635.17258;-45.120503652039325
1739209635.1725924;-38.13080360867914
1739209635.1726048;-45.120503652039325
1739209635.1726174;-45.120503652039325
1739209635.1726298;-45.120503652039325
1739209635.1726422;-45.120503652039325
1739209635.1726549;-38.13080360867914
1739209635.1726673;-45.120503652039325
1739209635.1726797;-38.13080360867914
1739209635.1726923;-35.57807855764607
1739209635.1727047;-45.120503652039325
1739209635.172717;-45.120503652039325
1739209635.1727297;-38.13080360867914
1739209635.1727421;-33.981070128970906
1739209635.1727545;-38.13080360867914
1739209635.1727672;-45.120503652039325
1739209635.1727796;-33.981070128970906
1739209635.172792;-38.13080360867914
1739209635.1728046;-38.13080360867914
1739209635.172817;-38.13080360867914
1739209635.1728294;-45.120503652039325
1739209635.172842;-45.120503652039325
1739209635.1728544;-35.57807855764607
1739209635.1728668;-38.13080360867914
1739209635.1728795;-38.13080360867914
1739209635.1728919;-38.13080360867914
1739209635.1729043;-38.13080360867914
1739209635.172917;-45.120503652039325
1739209635.1729293;-38.13080360867914
1739209635.172942;-35.57807855764607
1739209635.1729543;-45.120503652039325
1739209635.1729667;-45.120503652039325
1739209635.1729794;-38.13080360867914
1739209635.1729918;-45.120503652039325
1739209635.1730042;-38.13080360867914
1739209635.1730168;-45.120503652039325
1739209635.1730292;-45.120503652039325
1739209635.1730416;-45.120503652039325
1739209635.1730542;-45.120503652039325
1739209635.1730666;-45.120503652039325
1739209635.173079;-45.120503652039325
1739209635.1730917;-45.120503652039325
1739209635.173104;-31.141103565318915
1739209635.1731164;-45.120503652039325
1739209635.173129;-38.13080360867914
1739209635.1731415;-32.816014438256545
1739209635.1731539;-38.13080360867914
1739209635.1731665;-45.120503652039325
1739209635.173179;-45.120503652039325
1739209635.1731913;-45.120503652039325
1739209635.173204;-38.13080360867914
1739209635.1732163;-38.13080360867914
1739209635.1732287;-38.13080360867914
1739209635.1732414;-45.120503652039325
1739209635.1732538;-38.13080360867914
1739209635.1732662;-38.13080360867914
1739209635.1732788;-38.13080360867914
1739209635.1732912;-45.120503652039325
1739209635.1733036;-27.267205301931607
1739209635.1733162;-35.57807855764607
1739209635.1733286;-38.13080360867914
1739209635.173341;-45.120503652039325
1739209635.1733537;-38.13080360867914
1739209635.173366;-35.57807855764607
1739209635.1733785;-38.13080360867914
1739209635.173391;-45.120503652039325
1739209635.1734035;-38.13080360867914
1739209635.173416;-38.13080360867914
1739209635.1734285;-38.13080360867914
1739209635.173441;-45.120503652039325
1739209635.1734533;-45.120503652039325
1739209635.173466;-45.120503652039325
1739209635.1734784;-45.120503652039325
1739209635.1734908;-45.120503652039325
1739209635.1735034;-27.267205301931607
1739209635.1735158;-32.816014438256545
1739209635.1735282;-38.13080360867914
1739209635.1735408;-45.120503652039325
1739209635.1735532;-33.981070128970906
1739209635.1735656;-38.13080360867914
1739209635.1735783;-45.120503652039325
1739209635.1735907;-38.13080360867914
1739209635.173603;-33.981070128970956
1739209635.1736157;-45.120503652039325
1739209635.173628;-38.13080360867914
1739209635.1736405;-45.120503652039325
1739209635.1736531;-45.120503652039325
1739209635.1736655;-32.816014438256545
1739209635.1736782;-38.13080360867914
1739209635.1736906;-45.120503652039325
1739209635.173703;-27.267205301931607
1739209635.1737156;-29.438486411369333
1739209635.173728;-45.120503652039325
1739209635.1737404;-45.120503652039325
1739209635.173753;-38.13080360867914
1739209635.1737654;-38.13080360867914
1739209635.1737778;-45.120503652039325
1739209635.1737905;-38.13080360867914
1739209635.1738029;-38.13080360867914
1739209635.1738153;-38.13080360867914
1739209635.173828;-33.981070128970906
1739209635.1738403;-38.13080360867914
1739209635.1738527;-38.13080360867914
1739209635.1738653;-38.13080360867914
1739209635.1738777;-38.13080360867914
1739209635.17389;-38.13080360867914
1739209635.1739028;-32.816014438256545
1739209635.1739151;-32.816014438256545
1739209635.1739275;-45.120503652039325
1739209635.1739402;-45.120503652039325
1739209635.1739526;-45.120503652039325
1739209635.173965;-45.120503652039325
1739209635.1739776;-38.13080360867914
1739209635.17399;-35.57807855764607
1739209635.1740024;-45.120503652039325
1739209635.174015;-45.120503652039325
1739209635.1740274;-38.13080360867914
1739209635.1740398;-38.13080360867914
1739209635.1740525;-45.120503652039325
1739209635.1740649;-38.13080360867914
