CAN Message; 0x1b8:000043558b5b97ed
1739209918.452866;-38.13080360867914
1739209918.4528723;-45.120503652039325
1739209918.4528787;-38.13080360867914
1739209918.452885;-38.13080360867914
1739209918.4528913;-45.120503652039325
1739209918.4528975;-30.49652367304973
1739209918.452904;-32.816014438256545
1739209918.4529102;-33.981070128970906
1739209918.4529166;-33.981070128970956
1739209918.4529228;-30.49652367304973
1739209918.4529293;-26.991370085610736
1739209918.4529355;-33.981070128970906
1739209918.452942;-30.49652367304973
1739209918.452948;-30.49652367304973
1739209918.4529545;-31.141103565318915
1739209918.4529607;-45.120503652039325
1739209918.4529672;-45.120503652039325
1739209918.4529734;-38.13080360867914
1739209918.4529798;-45.120503652039325
1739209918.452986;-45.120503652039325
1739209918.4529924;-45.120503652039325
1739209918.4529986;-38.13080360867914
1739209918.453005;-45.120503652039325
1739209918.4530113;-31.141103565318915
1739209918.4530177;-33.981070128970906
1739209918.453024;-32.816014438256545
1739209918.4530303;-33.981070128970906
1739209918.4530365;-45.120503652039325
1739209918.453043;-45.120503652039325
1739209918.4530492;-38.13080360867914
1739209918.4530556;-38.13080360867914
1739209918.4530618;-33.981070128970906
1739209918.4530683;-38.13080360867914
1739209918.4530745;-45.120503652039325
1739209918.453081;-35.57807855764607
1739209918.453087;-45.120503652039325
1739209918.4530935;-45.120503652039325
1739209918.4530997;-33.981070128970906
1739209918.4531062;-38.13080360867914
1739209918.4531124;-38.13080360867914
1739209918.4531188;-35.57807855764607
1739209918.453125;-31.141103565318915
1739209918.4531314;-30.49652367304973
1739209918.4531376;-38.13080360867914
1739209918.453144;-38.13080360867914
1739209918.4531503;-33.981070128970906
1739209918.4531567;-27.8777449560314
1739209918.453163;-35.57807855764607
1739209918.4531693;-38.13080360867914
1739209918.4531755;-35.57807855764607
1739209918.453182;-30.49652367304973
1739209918.4531882;-38.13080360867914
1739209918.4531946;-38.13080360867914
1739209918.4532008;-45.120503652039325
1739209918.4532073;-45.120503652039325
1739209918.4532135;-35.57807855764607
1739209918.45322;-33.981070128970956
1739209918.453226;-25.826314394896357
1739209918.4532325;-28.58837851428586
1739209918.4532387;-32.81601443825658
1739209918.4532452;-45.120503652039325
1739209918.4532514;-32.816014438256545
1739209918.4532578;-29.438486411369333
1739209918.453264;-45.120503652039325
1739209918.4532704;-45.120503652039325
1739209918.4532766;-30.49652367304973
1739209918.453283;-29.438486411369333
1739209918.4532893;-45.120503652039325
1739209918.4532957;-45.120503652039325
1739209918.453302;-35.57807855764607
1739209918.4533083;-31.141103565318893
1739209918.4533145;-45.120503652039325
1739209918.453321;-33.981070128970906
1739209918.4533272;-38.13080360867914
1739209918.4533336;-45.120503652039325
1739209918.4533398;-33.981070128970906
1739209918.4533463;-38.13080360867914
1739209918.4533525;-33.981070128970906
1739209918.453359;-38.13080360867914
1739209918.453365;-38.13080360867914
1739209918.4533715;-45.120503652039325
1739209918.4533777;-32.816014438256545
1739209918.4533842;-35.57807855764607
1739209918.4533904;-32.816014438256545
1739209918.4533968;-38.13080360867914
1739209918.453403;-38.13080360867914
1739209918.4534094;-23.273589343863303
1739209918.4534156;-45.120503652039325
1739209918.453422;-45.120503652039325
1739209918.4534283;-29.438486411369354
1739209918.4534347;-45.120503652039325
1739209918.453441;-45.120503652039325
1739209918.4534473;-45.120503652039325
1739209918.4534535;-38.13080360867914
1739209918.45346;-33.981070128970956
1739209918.4534662;-38.13080360867914
1739209918.4534726;-38.13080360867914
1739209918.4534788;-38.13080360867914
1739209918.4534853;-33.981070128970906
1739209918.4534914;-30.49652367304973
1739209918.453498;-45.120503652039325
1739209918.453504;-35.57807855764607
1739209918.4535105;-30.49652367304973
1739209918.4535167;-38.13080360867914
1739209918.4535232;-38.13080360867914
1739209918.4535294;-28.58837851428586
1739209918.4535358;-31.141103565318893
1739209918.453542;-38.13080360867914
1739209918.4535484;-33.981070128970906
1739209918.4535546;-38.13080360867914
1739209918.453561;-32.816014438256545
1739209918.4535673;-45.120503652039325
1739209918.4535737;-38.13080360867914
1739209918.45358;-38.13080360867914
1739209918.4535863;-38.13080360867914
1739209918.4535925;-38.13080360867914
1739209918.453599;-38.13080360867914
1739209918.4536052;-30.49652367304973
1739209918.4536116;-38.13080360867914
1739209918.4536178;-33.981070128970906
1739209918.4536242;-35.57807855764607
1739209918.4536304;-38.13080360867914
1739209918.453637;-33.981070128970906
1739209918.453643;-33.981070128970906
1739209918.4536495;-38.13080360867914
1739209918.4536557;-38.13080360867914
1739209918.4536622;-28.58837851428586
1739209918.4536684;-33.981070128970906
1739209918.4536748;-38.13080360867914
1739209918.453681;-38.13080360867914
1739209918.4536874;-32.816014438256545
1739209918.4536936;-38.13080360867914
1739209918.4537;-38.13080360867914
1739209918.4537063;-45.120503652039325
1739209918.4537127;-45.120503652039325
1739209918.453719;-45.120503652039325
1739209918.4537253;-38.13080360867914
1739209918.4537315;-45.120503652039325
1739209918.453738;-45.120503652039325
1739209918.4537442;-38.13080360867914
1739209918.4537506;-45.120503652039325
1739209918.4537568;-30.49652367304973
1739209918.4537632;-26.991370085610736
1739209918.4537694;-31.141103565318943
1739209918.453776;-45.120503652039325
1739209918.453782;-31.141103565318915
1739209918.4537885;-45.120503652039325
1739209918.4537947;-35.57807855764607
1739209918.4538012;-35.57807855764607
1739209918.4538074;-45.120503652039325
1739209918.4538138;-33.981070128970906
1739209918.45382;-38.13080360867914
1739209918.4538264;-45.120503652039325
1739209918.4538326;-45.120503652039325
1739209918.453839;-45.120503652039325
1739209918.4538453;-45.120503652039325
1739209918.4538517;-38.13080360867914
1739209918.453858;-45.120503652039325
1739209918.4538643;-45.120503652039325
1739209918.4538705;-45.120503652039325
1739209918.453877;-45.120503652039325
1739209918.4538832;-27.267205301931607
1739209918.4538896;-26.487275050834715
1739209918.4538958;-38.13080360867914
1739209918.4539022;-45.120503652039325
1739209918.4539084;-28.992665084841942
1739209918.4539149;-32.816014438256545
1739209918.453921;-45.120503652039325
1739209918.4539275;-30.49652367304973
1739209918.4539337;-45.120503652039325
1739209918.4539402;-45.120503652039325
1739209918.4539466;-38.13080360867914
1739209918.4539528;-35.57807855764607
1739209918.4539592;-38.13080360867914
1739209918.4539654;-33.981070128970906
1739209918.4539719;-32.816014438256545
1739209918.453978;-38.13080360867914
1739209918.4539845;-38.13080360867914
1739209918.4539907;-35.57807855764607
1739209918.4539971;-28.992665084841942
1739209918.4540033;-35.57807855764607
1739209918.4540098;-38.13080360867914
1739209918.454016;-38.13080360867914
1739209918.4540224;-29.438486411369347
1739209918.4540286;-38.13080360867914
1739209918.454035;-38.13080360867914
1739209918.4540412;-45.120503652039325
1739209918.4540477;-38.13080360867914
1739209918.4540539;-38.13080360867914
1739209918.4540603;-45.120503652039325
1739209918.4540665;-45.120503652039325
1739209918.454073;-45.120503652039325
1739209918.4540792;-35.57807855764607
1739209918.4540856;-45.120503652039325
1739209918.4540918;-45.120503652039325
1739209918.4540982;-35.57807855764607
1739209918.4541044;-38.13080360867914
1739209918.4541109;-38.13080360867914
1739209918.454117;-38.13080360867914
1739209918.4541235;-32.816014438256545
1739209918.4541297;-32.816014438256545
1739209918.4541361;-45.120503652039325
1739209918.4541423;-35.57807855764607
1739209918.4541488;-38.13080360867914
1739209918.454155;-29.438486411369333
1739209918.4541614;-38.13080360867914
1739209918.4541676;-38.13080360867914
1739209918.454174;-38.13080360867914
1739209918.4541802;-38.13080360867914
1739209918.4541867;-45.120503652039325
1739209918.4541929;-45.120503652039325
1739209918.4541993;-33.981070128970906
1739209918.4542055;-38.13080360867914
1739209918.454212;-38.13080360867914
1739209918.4542181;-45.120503652039325
1739209918.4542246;-26.991370085610722
1739209918.4542308;-32.816014438256545
1739209918.4542372;-45.120503652039325
1739209918.4542434;-45.120503652039325
1739209918.4542499;-33.981070128970906
1739209918.454256;-35.57807855764607
1739209918.4542625;-45.120503652039325
1739209918.4542687;-35.57807855764607
1739209918.4542751;-45.120503652039325
1739209918.4542813;-45.120503652039325
1739209918.4542878;-35.57807855764607
1739209918.454294;-35.57807855764607
1739209918.4543004;-45.120503652039325
1739209918.4543066;-45.120503652039325
1739209918.454313;-45.120503652039325
1739209918.4543192;-45.120503652039325
1739209918.4543257;-38.13080360867914
1739209918.4543319;-32.816014438256545
1739209918.4543383;-45.120503652039325
1739209918.4543445;-45.120503652039325
1739209918.454351;-33.981070128970906
1739209918.4543571;-38.13080360867914
1739209918.4543636;-38.13080360867914
1739209918.4543698;-45.120503652039325
1739209918.4543762;-31.141103565318893
1739209918.4543824;-32.816014438256545
1739209918.4543889;-45.120503652039325
1739209918.454395;-45.120503652039325
1739209918.4544015;-38.13080360867914
1739209918.4544077;-35.57807855764607
1739209918.4544141;-45.120503652039325
1739209918.4544203;-38.13080360867914
1739209918.4544268;-45.120503652039325
1739209918.454433;-38.13080360867914
1739209918.4544394;-38.13080360867914
1739209918.4544456;-45.120503652039325
1739209918.454452;-45.120503652039325
1739209918.4544582;-38.13080360867914
1739209918.4544647;-38.13080360867914
1739209918.4544709;-45.120503652039325
1739209918.4544773;-32.816014438256545
1739209918.4544835;-29.438486411369333
1739209918.45449;-45.120503652039325
1739209918.4544961;-38.13080360867914
1739209918.4545026;-32.816014438256545
1739209918.4545088;-32.816014438256545
1739209918.4545152;-45.120503652039325
1739209918.4545214;-45.120503652039325
1739209918.4545279;-45.120503652039325
1739209918.454534;-45.120503652039325
1739209918.4545405;-38.13080360867914
1739209918.4545467;-45.120503652039325
1739209918.4545531;-35.57807855764607
1739209918.4545593;-32.816014438256545
1739209918.4545658;-45.120503652039325
1739209918.454572;-45.120503652039325
1739209918.4545784;-38.13080360867914
1739209918.4545846;-32.816014438256545
1739209918.454591;-38.13080360867914
1739209918.4545972;-45.120503652039325
1739209918.4546037;-38.13080360867914
1739209918.4546099;-38.13080360867914
1739209918.4546163;-38.13080360867914
1739209918.4546225;-45.120503652039325
1739209918.454629;-38.13080360867914
1739209918.4546351;-32.816014438256545
1739209918.4546416;-45.120503652039325
1739209918.4546478;-45.120503652039325
1739209918.4546542;-33.981070128970906
1739209918.4546604;-33.981070128970906
1739209918.4546669;-45.120503652039325
1739209918.454673;-38.13080360867914
1739209918.4546795;-38.13080360867914
1739209918.4546857;-38.13080360867914
1739209918.4546921;-38.13080360867914
1739209918.4546983;-45.120503652039325
1739209918.4547048;-38.13080360867914
1739209918.454711;-30.49652367304973
1739209918.4547174;-38.13080360867914
1739209918.4547236;-45.120503652039325
1739209918.45473;-38.13080360867914
1739209918.4547362;-38.13080360867914
1739209918.4547427;-38.13080360867914
1739209918.4547489;-45.120503652039325
1739209918.4547553;-45.120503652039325
1739209918.4547615;-45.120503652039325
1739209918.454768;-38.13080360867914
1739209918.4547741;-45.120503652039325
1739209918.4547806;-38.13080360867914
1739209918.4547868;-38.13080360867914
1739209918.4547932;-45.120503652039325
1739209918.4547994;-38.13080360867914
1739209918.4548059;-38.13080360867914
1739209918.454812;-33.981070128970906
1739209918.4548185;-45.120503652039325
1739209918.4548247;-45.120503652039325
1739209918.4548311;-33.981070128970906
1739209918.4548373;-31.141103565318915
1739209918.4548438;-38.13080360867914
1739209918.45485;-38.13080360867914
1739209918.4548564;-38.13080360867914
1739209918.4548626;-45.120503652039325
1739209918.454869;-38.13080360867914
1739209918.4548752;-35.57807855764607
1739209918.4548817;-45.120503652039325
1739209918.4548879;-38.13080360867914
1739209918.4548943;-33.981070128970906
1739209918.4549005;-45.120503652039325
1739209918.454907;-45.120503652039325
1739209918.4549131;-35.57807855764607
1739209918.4549196;-38.13080360867914
1739209918.4549258;-45.120503652039325
1739209918.4549322;-45.120503652039325
1739209918.4549384;-38.13080360867914
1739209918.4549448;-38.13080360867914
1739209918.454951;-45.120503652039325
1739209918.4549575;-38.13080360867914
1739209918.4549637;-33.981070128970906
1739209918.4549701;-38.13080360867914
1739209918.4549763;-45.120503652039325
1739209918.4549828;-45.120503652039325
1739209918.454989;-45.120503652039325
1739209918.4549954;-38.13080360867914
1739209918.4550016;-38.13080360867914
1739209918.455008;-45.120503652039325
1739209918.4550142;-38.13080360867914
1739209918.4550207;-45.120503652039325
1739209918.455027;-45.120503652039325
1739209918.4550333;-35.57807855764607
1739209918.4550397;-35.57807855764607
1739209918.455046;-38.13080360867914
1739209918.4550524;-38.13080360867914
1739209918.4550586;-45.120503652039325
1739209918.455065;-38.13080360867914
1739209918.4550712;-38.13080360867914
1739209918.4550776;-45.120503652039325
1739209918.4550838;-38.13080360867914
1739209918.4550903;-38.13080360867914
1739209918.4550965;-32.816014438256545
1739209918.455103;-45.120503652039325
1739209918.4551091;-45.120503652039325
1739209918.4551156;-45.120503652039325
1739209918.4551218;-38.13080360867914
1739209918.4551282;-45.120503652039325
1739209918.4551344;-45.120503652039325
1739209918.4551408;-45.120503652039325
1739209918.455147;-33.981070128970906
1739209918.4551535;-45.120503652039325
1739209918.4551597;-38.13080360867914
1739209918.455166;-38.13080360867914
1739209918.4551723;-38.13080360867914
1739209918.4551787;-45.120503652039325
1739209918.455185;-38.13080360867914
1739209918.4551914;-45.120503652039325
1739209918.4551976;-31.141103565318915
1739209918.455204;-45.120503652039325
1739209918.4552102;-45.120503652039325
1739209918.4552166;-38.13080360867914
1739209918.4552228;-33.981070128970906
1739209918.4552293;-45.120503652039325
1739209918.4552355;-38.13080360867914
1739209918.455242;-38.13080360867914
1739209918.455248;-32.81601443825658
1739209918.4552546;-45.120503652039325
1739209918.4552608;-33.981070128970906
1739209918.4552672;-45.120503652039325
1739209918.4552734;-38.13080360867914
1739209918.4552798;-35.57807855764607
1739209918.455286;-38.13080360867914
1739209918.4552925;-38.13080360867914
1739209918.4552987;-27.267205301931607
1739209918.455305;-38.13080360867914
1739209918.4553113;-45.120503652039325
1739209918.4553177;-35.57807855764607
1739209918.455324;-33.981070128970906
1739209918.4553304;-45.120503652039325
1739209918.4553366;-45.120503652039325
1739209918.455343;-45.120503652039325
1739209918.4553492;-38.13080360867914
1739209918.4553556;-45.120503652039325
1739209918.4553618;-45.120503652039325
1739209918.4553683;-45.120503652039325
1739209918.4553745;-38.13080360867914
1739209918.455381;-45.120503652039325
1739209918.455387;-38.13080360867914
1739209918.4553936;-38.13080360867914
1739209918.4553998;-30.49652367304973
1739209918.4554062;-35.57807855764607
1739209918.4554124;-45.120503652039325
1739209918.4554188;-33.981070128970906
1739209918.455425;-35.57807855764607
1739209918.4554315;-45.120503652039325
1739209918.4554377;-45.120503652039325
1739209918.455444;-38.13080360867914
1739209918.4554503;-45.120503652039325
1739209918.4554567;-45.120503652039325
1739209918.455463;-38.13080360867914
1739209918.4554694;-45.120503652039325
1739209918.4554756;-45.120503652039325
1739209918.455482;-45.120503652039325
1739209918.4554882;-38.13080360867914
1739209918.4554946;-32.816014438256545
1739209918.4555008;-38.13080360867914
1739209918.4555073;-45.120503652039325
1739209918.4555135;-38.13080360867914
1739209918.45552;-38.13080360867914
1739209918.455526;-38.13080360867914
1739209918.4555326;-45.120503652039325
1739209918.4555387;-35.57807855764607
1739209918.4555452;-38.13080360867914
1739209918.4555514;-35.57807855764607
1739209918.4555578;-38.13080360867914
1739209918.455564;-45.120503652039325
1739209918.4555705;-38.13080360867914
1739209918.4555767;-35.57807855764607
1739209918.455583;-38.13080360867914
1739209918.4555893;-45.120503652039325
1739209918.4555957;-35.57807855764607
1739209918.455602;-38.13080360867914
1739209918.4556084;-45.120503652039325
1739209918.4556146;-38.13080360867914
1739209918.455621;-33.981070128970906
1739209918.4556272;-33.981070128970906
1739209918.4556336;-38.13080360867914
1739209918.4556398;-38.13080360867914
1739209918.4556463;-38.13080360867914
1739209918.4556525;-45.120503652039325
1739209918.455659;-32.816014438256545
1739209918.455665;-38.13080360867914
1739209918.4556715;-38.13080360867914
1739209918.4556777;-45.120503652039325
1739209918.4556842;-38.13080360867914
1739209918.4556904;-32.816014438256545
1739209918.4556968;-38.13080360867914
1739209918.455703;-38.13080360867914
1739209918.4557095;-45.120503652039325
1739209918.4557157;-45.120503652039325
1739209918.455722;-45.120503652039325
1739209918.4557283;-38.13080360867914
1739209918.4557347;-45.120503652039325
1739209918.455741;-45.120503652039325
1739209918.4557474;-45.120503652039325
1739209918.4557536;-45.120503652039325
1739209918.45576;-33.981070128970906
1739209918.4557662;-38.13080360867914
1739209918.4557726;-35.57807855764607
1739209918.4557788;-45.120503652039325
1739209918.4557853;-38.13080360867914
1739209918.4557915;-35.57807855764607
1739209918.455798;-38.13080360867914
1739209918.455804;-45.120503652039325
1739209918.4558105;-45.120503652039325
1739209918.4558167;-45.120503652039325
1739209918.4558232;-45.120503652039325
1739209918.4558294;-45.120503652039325
1739209918.458251;-38.13080360867914
1739209918.4582524;-33.981070128970906
1739209918.4582539;-33.981070128970906
1739209918.4582553;-35.57807855764607
1739209918.4582565;-45.120503652039325
1739209918.458258;-45.120503652039325
1739209918.4582593;-35.57807855764607
1739209918.4582608;-38.13080360867914
1739209918.4582622;-45.120503652039325
1739209918.4582636;-45.120503652039325
1739209918.458265;-45.120503652039325
1739209918.4582665;-38.13080360867914
1739209918.4582677;-45.120503652039325
1739209918.4582691;-45.120503652039325
1739209918.4582705;-35.57807855764607
1739209918.458272;-35.57807855764607
1739209918.4582734;-38.13080360867914
1739209918.4582748;-33.981070128970906
1739209918.4582763;-31.141103565318915
1739209918.4582777;-33.981070128970906
1739209918.458279;-38.13080360867914
1739209918.4582803;-38.13080360867914
1739209918.4582818;-38.13080360867914
1739209918.4582832;-45.120503652039325
1739209918.4582846;-45.120503652039325
1739209918.458286;-38.13080360867914
1739209918.4582875;-35.57807855764607
1739209918.458289;-38.13080360867914
1739209918.4582903;-38.13080360867914
1739209918.4582915;-45.120503652039325
1739209918.458293;-35.57807855764607
1739209918.4582944;-38.13080360867914
1739209918.4582958;-45.120503652039325
1739209918.4582973;-38.13080360867914
1739209918.4582987;-33.981070128970906
1739209918.4583;-38.13080360867914
1739209918.4583015;-45.120503652039325
1739209918.4583027;-38.13080360867914
1739209918.4583042;-38.13080360867914
1739209918.4583056;-38.13080360867914
1739209918.458307;-38.13080360867914
1739209918.4583085;-38.13080360867914
1739209918.45831;-45.120503652039325
1739209918.4583113;-45.120503652039325
1739209918.4583127;-35.57807855764607
1739209918.4583142;-35.57807855764607
1739209918.4583154;-45.120503652039325
1739209918.4583168;-45.120503652039325
1739209918.4583182;-45.120503652039325
1739209918.4583197;-45.120503652039325
1739209918.458321;-45.120503652039325
1739209918.4583225;-38.13080360867914
1739209918.458324;-38.13080360867914
1739209918.4583254;-45.120503652039325
1739209918.4583266;-32.816014438256545
1739209918.458328;-38.13080360867914
1739209918.4583294;-45.120503652039325
1739209918.4583309;-38.13080360867914
1739209918.4583323;-38.13080360867914
1739209918.4583337;-45.120503652039325
1739209918.4583352;-45.120503652039325
1739209918.4583366;-45.120503652039325
1739209918.4583378;-45.120503652039325
1739209918.4583392;-45.120503652039325
1739209918.4583406;-38.13080360867914
1739209918.458342;-38.13080360867914
1739209918.4583435;-45.120503652039325
1739209918.458345;-45.120503652039325
1739209918.4583464;-45.120503652039325
1739209918.4583478;-45.120503652039325
1739209918.4583492;-38.13080360867914
1739209918.4583504;-45.120503652039325
1739209918.4583519;-45.120503652039325
1739209918.4583533;-45.120503652039325
1739209918.4583547;-35.57807855764607
1739209918.4583561;-32.816014438256545
1739209918.4583576;-45.120503652039325
1739209918.458359;-38.13080360867914
1739209918.4583604;-38.13080360867914
1739209918.4583616;-38.13080360867914
1739209918.458363;-45.120503652039325
1739209918.4583645;-45.120503652039325
1739209918.458366;-45.120503652039325
1739209918.4583673;-45.120503652039325
1739209918.4583688;-45.120503652039325
1739209918.4583702;-45.120503652039325
1739209918.4583716;-38.13080360867914
1739209918.458373;-45.120503652039325
1739209918.4583743;-38.13080360867914
1739209918.4583757;-45.120503652039325
1739209918.4583771;-32.816014438256545
1739209918.4583786;-32.816014438256545
1739209918.45838;-45.120503652039325
1739209918.4583814;-45.120503652039325
1739209918.4583828;-35.57807855764607
1739209918.4583843;-35.57807855764607
1739209918.4583855;-45.120503652039325
1739209918.458387;-45.120503652039325
1739209918.4583883;-35.57807855764607
1739209918.4583898;-35.57807855764607
1739209918.4583912;-45.120503652039325
1739209918.4583926;-38.13080360867914
1739209918.458394;-45.120503652039325
1739209918.4583955;-45.120503652039325
1739209918.4583967;-38.13080360867914
1739209918.458398;-30.49652367304973
1739209918.4583995;-45.120503652039325
1739209918.458401;-31.141103565318943
1739209918.4584024;-38.13080360867914
1739209918.4584038;-45.120503652039325
1739209918.4584053;-45.120503652039325
1739209918.4584067;-45.120503652039325
1739209918.458408;-30.49652367304973
1739209918.4584093;-38.13080360867914
1739209918.4584107;-38.13080360867914
1739209918.4584122;-32.816014438256545
1739209918.4584136;-35.57807855764607
1739209918.458415;-35.57807855764607
1739209918.4584165;-45.120503652039325
1739209918.458418;-38.13080360867914
1739209918.4584193;-38.13080360867914
1739209918.4584205;-38.13080360867914
1739209918.458422;-38.13080360867914
1739209918.4584234;-38.13080360867914
1739209918.4584248;-45.120503652039325
1739209918.4584262;-45.120503652039325
1739209918.4584277;-45.120503652039325
1739209918.458429;-45.120503652039325
1739209918.4584305;-38.13080360867914
1739209918.458432;-35.57807855764607
1739209918.4584332;-45.120503652039325
1739209918.4584346;-33.981070128970956
1739209918.458436;-38.13080360867914
1739209918.4584374;-35.57807855764607
1739209918.4584389;-45.120503652039325
1739209918.4584403;-45.120503652039325
1739209918.4584417;-38.13080360867914
1739209918.4584432;-45.120503652039325
1739209918.4584444;-38.13080360867914
1739209918.4584458;-31.141103565318915
1739209918.4584472;-35.57807855764607
1739209918.4584486;-38.13080360867914
1739209918.45845;-38.13080360867914
