CAN Message; 0x77:9a1019e04b13557c
1739209919.3599026;-45.120503652039325
1739209919.3599076;-45.120503652039325
1739209919.3599126;-45.120503652039325
1739209919.3599174;-35.57807855764607
1739209919.3599224;-27.8777449560314
1739209919.3599274;-38.13080360867914
1739209919.3599322;-45.120503652039325
1739209919.3599372;-38.13080360867914
1739209919.359942;-32.816014438256545
1739209919.359947;-38.13080360867914
1739209919.359952;-45.120503652039325
1739209919.3599567;-33.981070128970906
1739209919.3599617;-45.120503652039325
1739209919.3599668;-45.120503652039325
1739209919.3599715;-45.120503652039325
1739209919.3599765;-38.13080360867914
1739209919.3599815;-35.57807855764607
1739209919.3599863;-38.13080360867914
1739209919.3599913;-45.120503652039325
1739209919.359996;-38.13080360867914
1739209919.360001;-45.120503652039325
1739209919.360006;-45.120503652039325
1739209919.3600109;-45.120503652039325
1739209919.3600159;-33.981070128970906
1739209919.3600209;-32.816014438256545
1739209919.3600256;-45.120503652039325
1739209919.3600307;-38.13080360867914
1739209919.3600357;-38.13080360867914
1739209919.3600404;-30.49652367304973
1739209919.3600454;-38.13080360867914
1739209919.3600502;-45.120503652039325
1739209919.3600552;-45.120503652039325
1739209919.3600602;-32.816014438256545
1739209919.360065;-38.13080360867914
1739209919.36007;-45.120503652039325
1739209919.360075;-33.981070128970906
1739209919.3600798;-35.57807855764607
1739209919.3600848;-45.120503652039325
1739209919.3600898;-35.57807855764607
1739209919.3600945;-45.120503652039325
1739209919.3600996;-45.120503652039325
1739209919.3601043;-45.120503652039325
1739209919.3601093;-45.120503652039325
1739209919.3601143;-45.120503652039325
1739209919.360119;-31.141103565318915
1739209919.360124;-33.981070128970906
1739209919.360129;-45.120503652039325
1739209919.360134;-38.13080360867914
1739209919.360139;-38.13080360867914
1739209919.360144;-45.120503652039325
1739209919.3601487;-45.120503652039325
1739209919.3601537;-38.13080360867914
1739209919.3601584;-32.816014438256545
1739209919.3601635;-45.120503652039325
1739209919.3601685;-45.120503652039325
1739209919.3601732;-45.120503652039325
1739209919.3601782;-33.981070128970906
1739209919.3601832;-35.57807855764607
1739209919.360188;-45.120503652039325
1739209919.360193;-38.13080360867914
1739209919.360198;-38.13080360867914
1739209919.3602028;-45.120503652039325
1739209919.3602078;-45.120503652039325
1739209919.3602128;-45.120503652039325
1739209919.3602176;-45.120503652039325
1739209919.3602226;-45.120503652039325
1739209919.3602273;-45.120503652039325
1739209919.3602324;-38.13080360867914
1739209919.3602374;-33.981070128970906
1739209919.3602421;-38.13080360867914
1739209919.3602471;-45.120503652039325
1739209919.3602521;-38.13080360867914
1739209919.360257;-35.57807855764607
1739209919.360262;-45.120503652039325
1739209919.360267;-45.120503652039325
1739209919.3602717;-38.13080360867914
1739209919.3602767;-38.13080360867914
1739209919.3602815;-38.13080360867914
1739209919.3602865;-45.120503652039325
1739209919.3602915;-45.120503652039325
1739209919.3602962;-35.57807855764607
1739209919.3603013;-45.120503652039325
1739209919.3603063;-38.13080360867914
1739209919.360311;-35.57807855764607
1739209919.360316;-38.13080360867914
1739209919.360321;-45.120503652039325
1739209919.3603258;-45.120503652039325
1739209919.3603308;-45.120503652039325
1739209919.3603356;-45.120503652039325
1739209919.3603406;-45.120503652039325
1739209919.3603456;-45.120503652039325
1739209919.3603504;-38.13080360867914
1739209919.3603554;-45.120503652039325
1739209919.3603604;-38.13080360867914
1739209919.3603652;-32.816014438256545
1739209919.3603702;-38.13080360867914
1739209919.3603752;-45.120503652039325
1739209919.36038;-35.57807855764607
1739209919.360385;-38.13080360867914
1739209919.3603897;-45.120503652039325
1739209919.3603947;-38.13080360867914
1739209919.3603997;-45.120503652039325
1739209919.3604045;-38.13080360867914
1739209919.3604095;-38.13080360867914
1739209919.3604145;-45.120503652039325
1739209919.3604193;-38.13080360867914
1739209919.3604243;-38.13080360867914
1739209919.3604293;-38.13080360867914
1739209919.360434;-45.120503652039325
1739209919.360439;-33.981070128970906
1739209919.3604438;-38.13080360867914
1739209919.3604488;-45.120503652039325
1739209919.3604538;-45.120503652039325
1739209919.3604586;-35.57807855764607
1739209919.3604636;-38.13080360867914
1739209919.3604686;-38.13080360867914
1739209919.3604734;-38.13080360867914
1739209919.3604784;-45.120503652039325
1739209919.3604834;-45.120503652039325
1739209919.3604882;-38.13080360867914
1739209919.3604932;-45.120503652039325
1739209919.360498;-38.13080360867914
1739209919.360503;-38.13080360867914
1739209919.360508;-45.120503652039325
1739209919.3605127;-45.120503652039325
1739209919.3605177;-38.13080360867914
1739209919.3605227;-38.13080360867914
1739209919.3605275;-38.13080360867914
1739209919.3605325;-45.120503652039325
1739209919.3605375;-33.981070128970906
1739209919.3605423;-35.57807855764607
1739209919.3605473;-38.13080360867914
1739209919.3605523;-38.13080360867914
1739209919.360557;-30.49652367304973
1739209919.360562;-32.816014438256545
1739209919.3605669;-38.13080360867914
1739209919.3605719;-38.13080360867914
1739209919.3605769;-38.13080360867914
1739209919.3605816;-38.13080360867914
1739209919.3605866;-45.120503652039325
1739209919.3605917;-32.816014438256545
1739209919.3605964;-45.120503652039325
1739209919.3606014;-38.13080360867914
1739209919.3606064;-45.120503652039325
1739209919.3606112;-45.120503652039325
1739209919.3606162;-38.13080360867914
1739209919.360621;-45.120503652039325
1739209919.360626;-38.13080360867914
1739209919.360631;-45.120503652039325
1739209919.3606358;-30.49652367304973
1739209919.3606408;-26.991370085610736
1739209919.3606458;-45.120503652039325
1739209919.3606505;-45.120503652039325
1739209919.3606555;-35.57807855764607
1739209919.3606606;-32.816014438256545
1739209919.3606653;-38.13080360867914
1739209919.3606703;-38.13080360867914
1739209919.360675;-45.120503652039325
1739209919.36068;-45.120503652039325
1739209919.360685;-38.13080360867914
1739209919.3606899;-45.120503652039325
1739209919.360695;-45.120503652039325
1739209919.3607;-45.120503652039325
1739209919.3607047;-38.13080360867914
1739209919.3607097;-45.120503652039325
1739209919.3607147;-38.13080360867914
1739209919.3607194;-32.816014438256545
1739209919.3607244;-45.120503652039325
1739209919.3607292;-38.13080360867914
1739209919.3607342;-35.57807855764607
1739209919.3607392;-35.57807855764607
1739209919.360744;-38.13080360867914
1739209919.360749;-45.120503652039325
1739209919.360754;-35.57807855764607
1739209919.3607588;-35.57807855764607
1739209919.3607638;-45.120503652039325
1739209919.3607688;-45.120503652039325
1739209919.3607736;-35.57807855764607
1739209919.3607786;-32.816014438256545
1739209919.3607833;-45.120503652039325
1739209919.3607883;-45.120503652039325
1739209919.3607934;-38.13080360867914
1739209919.3607981;-35.57807855764607
1739209919.3608031;-38.13080360867914
1739209919.3608081;-38.13080360867914
1739209919.360813;-45.120503652039325
1739209919.360818;-45.120503652039325
1739209919.360823;-38.13080360867914
1739209919.3608277;-45.120503652039325
1739209919.3608327;-38.13080360867914
1739209919.3608375;-25.826314394896354
1739209919.3608425;-35.57807855764607
1739209919.3608475;-45.120503652039325
1739209919.3608522;-38.13080360867914
1739209919.3608572;-32.816014438256545
1739209919.3608623;-45.120503652039325
1739209919.360867;-45.120503652039325
1739209919.360872;-45.120503652039325
1739209919.360877;-45.120503652039325
1739209919.3608818;-38.13080360867914
1739209919.3608868;-38.13080360867914
1739209919.3608918;-38.13080360867914
1739209919.3608966;-35.57807855764607
1739209919.3609016;-35.57807855764607
1739209919.3609064;-38.13080360867914
1739209919.3609114;-38.13080360867914
1739209919.3609164;-45.120503652039325
1739209919.3609211;-45.120503652039325
1739209919.3609262;-38.13080360867914
1739209919.3609312;-38.13080360867914
1739209919.360936;-45.120503652039325
1739209919.360941;-35.57807855764607
1739209919.360946;-38.13080360867914
1739209919.3609507;-38.13080360867914
1739209919.3609557;-32.816014438256545
1739209919.3609605;-33.981070128970906
1739209919.3609655;-35.57807855764607
1739209919.3609705;-38.13080360867914
1739209919.3609753;-38.13080360867914
1739209919.3609803;-38.13080360867914
1739209919.3609853;-38.13080360867914
1739209919.36099;-38.13080360867914
1739209919.360995;-45.120503652039325
1739209919.361;-45.120503652039325
1739209919.3610048;-45.120503652039325
1739209919.3610098;-45.120503652039325
1739209919.3610146;-45.120503652039325
1739209919.3610196;-38.13080360867914
1739209919.3610246;-38.13080360867914
1739209919.3610294;-38.13080360867914
1739209919.3610344;-38.13080360867914
1739209919.3610394;-38.13080360867914
1739209919.3610442;-35.57807855764607
1739209919.3610492;-38.13080360867914
1739209919.3610542;-45.120503652039325
1739209919.361059;-38.13080360867914
1739209919.361064;-35.57807855764607
1739209919.3610687;-45.120503652039325
1739209919.3610737;-45.120503652039325
1739209919.3610787;-33.981070128970906
1739209919.3610835;-38.13080360867914
1739209919.3610885;-45.120503652039325
1739209919.3610935;-38.13080360867914
1739209919.3610983;-38.13080360867914
1739209919.3611033;-45.120503652039325
1739209919.3611083;-38.13080360867914
1739209919.361113;-45.120503652039325
1739209919.361118;-38.13080360867914
1739209919.3611228;-32.816014438256545
1739209919.3611279;-38.13080360867914
1739209919.3611329;-45.120503652039325
1739209919.3611376;-38.13080360867914
1739209919.3611426;-29.438486411369333
1739209919.3611476;-45.120503652039325
1739209919.3611524;-45.120503652039325
1739209919.3611574;-33.981070128970906
1739209919.3611624;-35.57807855764607
1739209919.3611672;-38.13080360867914
1739209919.3611722;-38.13080360867914
1739209919.3611772;-33.981070128970906
1739209919.361182;-35.57807855764607
1739209919.361187;-45.120503652039325
1739209919.3611917;-45.120503652039325
1739209919.3611968;-38.13080360867914
1739209919.3612018;-35.57807855764607
1739209919.3612065;-45.120503652039325
1739209919.3612115;-45.120503652039325
1739209919.3612165;-35.57807855764607
1739209919.3612213;-38.13080360867914
1739209919.3612263;-45.120503652039325
1739209919.3612313;-45.120503652039325
1739209919.361236;-45.120503652039325
1739209919.361241;-45.120503652039325
1739209919.3612459;-38.13080360867914
1739209919.3612509;-45.120503652039325
1739209919.361256;-38.13080360867914
1739209919.3612607;-32.816014438256545
1739209919.3612657;-38.13080360867914
1739209919.3612707;-45.120503652039325
1739209919.3612754;-27.267205301931607
1739209919.3612804;-35.57807855764607
1739209919.3612854;-38.13080360867914
1739209919.3612902;-45.120503652039325
1739209919.3612952;-32.816014438256545
1739209919.3613;-30.49652367304973
1739209919.361305;-45.120503652039325
1739209919.36131;-45.120503652039325
1739209919.3613148;-38.13080360867914
1739209919.3613198;-33.981070128970906
1739209919.3613248;-38.13080360867914
1739209919.3613296;-45.120503652039325
1739209919.3613346;-45.120503652039325
1739209919.3613396;-32.816014438256545
1739209919.3613443;-38.13080360867914
1739209919.3613493;-45.120503652039325
1739209919.361354;-28.992665084841942
1739209919.3613591;-38.13080360867914
1739209919.3613641;-38.13080360867914
1739209919.361369;-38.13080360867914
1739209919.361374;-33.981070128970906
1739209919.361379;-35.57807855764607
1739209919.3613837;-45.120503652039325
1739209919.3613887;-45.120503652039325
1739209919.3613937;-45.120503652039325
1739209919.3613985;-45.120503652039325
1739209919.3614035;-38.13080360867914
1739209919.3614082;-45.120503652039325
1739209919.3614132;-38.13080360867914
1739209919.3614182;-45.120503652039325
1739209919.361423;-38.13080360867914
1739209919.361428;-45.120503652039325
1739209919.361433;-45.120503652039325
1739209919.3614378;-38.13080360867914
1739209919.3614428;-38.13080360867914
1739209919.3614478;-45.120503652039325
1739209919.3614526;-38.13080360867914
1739209919.3614576;-45.120503652039325
1739209919.3614624;-38.13080360867914
1739209919.3614674;-45.120503652039325
1739209919.3614724;-30.49652367304973
1739209919.3614771;-32.816014438256545
1739209919.3614821;-45.120503652039325
1739209919.3614872;-38.13080360867914
1739209919.361492;-35.57807855764607
1739209919.361497;-38.13080360867914
1739209919.361502;-38.13080360867914
1739209919.3615067;-35.57807855764607
1739209919.3615117;-38.13080360867914
1739209919.3615167;-45.120503652039325
1739209919.3615215;-38.13080360867914
1739209919.3615265;-45.120503652039325
1739209919.3615313;-45.120503652039325
1739209919.3615363;-38.13080360867914
1739209919.3615413;-38.13080360867914
1739209919.361546;-45.120503652039325
1739209919.361551;-30.49652367304973
1739209919.361556;-32.816014438256545
1739209919.3615608;-45.120503652039325
1739209919.3615658;-45.120503652039325
1739209919.3615708;-45.120503652039325
1739209919.3615756;-45.120503652039325
1739209919.3615806;-45.120503652039325
1739209919.3615854;-45.120503652039325
1739209919.3615904;-45.120503652039325
1739209919.3615954;-45.120503652039325
1739209919.3616002;-45.120503652039325
1739209919.3616052;-45.120503652039325
1739209919.3616102;-35.57807855764607
1739209919.361615;-35.57807855764607
1739209919.36162;-45.120503652039325
1739209919.361625;-31.141103565318915
1739209919.3616297;-33.981070128970906
1739209919.3616347;-33.981070128970906
1739209919.3616395;-31.141103565318915
1739209919.3616445;-38.13080360867914
1739209919.3616495;-45.120503652039325
1739209919.3616543;-45.120503652039325
1739209919.3616593;-38.13080360867914
1739209919.3616643;-45.120503652039325
1739209919.361669;-38.13080360867914
1739209919.361674;-38.13080360867914
1739209919.361679;-38.13080360867914
1739209919.3616838;-45.120503652039325
1739209919.3616889;-33.981070128970906
1739209919.3616936;-28.992665084841942
1739209919.3616986;-33.981070128970956
1739209919.3617036;-28.588378514285886
1739209919.3617084;-30.49652367304973
1739209919.3617134;-38.13080360867914
1739209919.3617184;-45.120503652039325
1739209919.3617232;-38.13080360867914
1739209919.3617282;-45.120503652039325
1739209919.3617332;-32.816014438256545
1739209919.361738;-45.120503652039325
1739209919.361743;-38.13080360867914
1739209919.3617477;-38.13080360867914
1739209919.3617527;-32.816014438256545
1739209919.3617578;-45.120503652039325
1739209919.3617625;-38.13080360867914
1739209919.3617675;-45.120503652039325
1739209919.3617725;-38.13080360867914
1739209919.3617773;-38.13080360867914
1739209919.3617823;-38.13080360867914
1739209919.3617873;-38.13080360867914
1739209919.361792;-38.13080360867914
1739209919.361797;-38.13080360867914
1739209919.3618019;-28.992665084841942
1739209919.3618069;-27.8777449560314
1739209919.3618119;-32.816014438256545
1739209919.3618166;-45.120503652039325
1739209919.3618217;-45.120503652039325
1739209919.3618267;-32.816014438256545
1739209919.3618314;-33.981070128970906
1739209919.3618364;-31.141103565318915
1739209919.3618414;-45.120503652039325
1739209919.3618462;-38.13080360867914
1739209919.3618512;-30.49652367304973
1739209919.3618562;-38.13080360867914
1739209919.361861;-45.120503652039325
1739209919.361866;-38.13080360867914
1739209919.3618708;-31.141103565318893
1739209919.3618758;-45.120503652039325
1739209919.3618808;-27.267205301931607
1739209919.3618855;-28.218542851754165
1739209919.3618906;-45.120503652039325
1739209919.3618956;-38.13080360867914
1739209919.3619003;-45.120503652039325
1739209919.3619053;-35.57807855764607
1739209919.3619103;-38.13080360867914
1739209919.361915;-38.13080360867914
1739209919.36192;-45.120503652039325
1739209919.361925;-38.13080360867914
1739209919.36193;-38.13080360867914
1739209919.361935;-45.120503652039325
1739209919.3619397;-38.13080360867914
1739209919.3619447;-33.981070128970906
1739209919.3619497;-26.991370085610722
1739209919.3619545;-31.141103565318915
1739209919.3619595;-38.13080360867914
1739209919.3619645;-38.13080360867914
1739209919.3619692;-33.981070128970906
1739209919.3619742;-38.13080360867914
1739209919.361979;-45.120503652039325
1739209919.361984;-32.816014438256545
1739209919.361989;-38.13080360867914
1739209919.3619938;-33.981070128970906
1739209919.3619988;-45.120503652039325
1739209919.3620038;-25.826314394896357
1739209919.3620086;-23.50682362968953
1739209919.3620136;-38.13080360867914
1739209919.3620186;-45.120503652039325
1739209919.3620234;-35.57807855764607
1739209919.3620284;-33.981070128970906
1739209919.3620331;-38.13080360867914
1739209919.3620381;-38.13080360867914
1739209919.3620431;-38.13080360867914
1739209919.362048;-38.13080360867914
1739209919.362053;-45.120503652039325
1739209919.362058;-38.13080360867914
1739209919.3620627;-38.13080360867914
1739209919.3620677;-33.981070128970956
1739209919.3620727;-31.141103565318915
1739209919.3620775;-45.120503652039325
1739209919.3620825;-45.120503652039325
1739209919.3620872;-38.13080360867914
1739209919.3620923;-38.13080360867914
1739209919.3620973;-45.120503652039325
1739209919.362102;-38.13080360867914
1739209919.362107;-30.49652367304973
1739209919.362112;-45.120503652039325
1739209919.3621168;-45.120503652039325
1739209919.3621218;-33.981070128970906
1739209919.3621268;-32.816014438256545
1739209919.3621316;-33.981070128970906
1739209919.3621366;-45.120503652039325
1739209919.3621414;-38.13080360867914
1739209919.3621464;-35.57807855764607
1739209919.3621514;-45.120503652039325
1739209919.3621562;-45.120503652039325
1739209919.3621612;-45.120503652039325
1739209919.3621662;-45.120503652039325
1739209919.362171;-45.120503652039325
1739209919.362176;-45.120503652039325
1739209919.362181;-33.981070128970906
