CAN Message; 0x1a7:000084a6b91b20c3
1739209872.213102;-45.120503652039325
1739209872.2131035;-45.120503652039325
1739209872.213105;-38.13080360867914
1739209872.2131064;-38.13080360867914
1739209872.2131078;-45.120503652039325
1739209872.213109;-38.13080360867914
1739209872.2131104;-35.57807855764607
1739209872.2131119;-38.13080360867914
1739209872.2131133;-38.13080360867914
1739209872.2131147;-38.13080360867914
1739209872.2131162;-45.120503652039325
1739209872.2131174;-33.981070128970906
1739209872.2131188;-38.13080360867914
1739209872.2131202;-38.13080360867914
1739209872.2131217;-45.120503652039325
1739209872.213123;-45.120503652039325
1739209872.2131245;-38.13080360867914
1739209872.2131257;-31.141103565318915
1739209872.2131271;-38.13080360867914
1739209872.2131286;-38.13080360867914
1739209872.21313;-45.120503652039325
1739209872.2131314;-33.981070128970906
1739209872.2131329;-45.120503652039325
1739209872.213134;-38.13080360867914
1739209872.2131355;-38.13080360867914
1739209872.213137;-27.877744956031414
1739209872.2131383;-38.13080360867914
1739209872.2131398;-45.120503652039325
1739209872.213141;-45.120503652039325
1739209872.2131424;-45.120503652039325
1739209872.2131438;-45.120503652039325
1739209872.2131453;-33.981070128970906
1739209872.2131467;-38.13080360867914
1739209872.213148;-31.141103565318915
1739209872.2131493;-38.13080360867914
1739209872.2131507;-45.120503652039325
1739209872.2131522;-38.13080360867914
1739209872.2131536;-35.57807855764607
1739209872.213155;-45.120503652039325
1739209872.2131565;-38.13080360867914
1739209872.2131577;-45.120503652039325
1739209872.213159;-45.120503652039325
1739209872.2131605;-38.13080360867914
1739209872.213162;-38.13080360867914
1739209872.2131634;-45.120503652039325
1739209872.2131648;-38.13080360867914
1739209872.213166;-32.816014438256545
1739209872.2131674;-45.120503652039325
1739209872.2131689;-38.13080360867914
1739209872.2131703;-33.981070128970906
1739209872.2131717;-45.120503652039325
1739209872.2131732;-45.120503652039325
1739209872.2131743;-45.120503652039325
1739209872.2131758;-45.120503652039325
1739209872.2131772;-45.120503652039325
1739209872.2131786;-45.120503652039325
1739209872.21318;-45.120503652039325
1739209872.2131815;-45.120503652039325
1739209872.2131827;-45.120503652039325
1739209872.213184;-38.13080360867914
1739209872.2131855;-35.57807855764607
1739209872.213187;-33.981070128970906
1739209872.2131884;-38.13080360867914
1739209872.2131896;-38.13080360867914
1739209872.213191;-45.120503652039325
1739209872.2131925;-35.57807855764607
1739209872.213194;-38.13080360867914
1739209872.2131953;-38.13080360867914
1739209872.2131968;-45.120503652039325
1739209872.213198;-45.120503652039325
1739209872.2131994;-38.13080360867914
1739209872.2132008;-38.13080360867914
1739209872.2132022;-38.13080360867914
1739209872.2132037;-38.13080360867914
1739209872.213205;-45.120503652039325
1739209872.2132063;-35.57807855764607
1739209872.2132077;-38.13080360867914
1739209872.2132092;-38.13080360867914
1739209872.2132106;-45.120503652039325
1739209872.213212;-45.120503652039325
1739209872.2132134;-35.57807855764607
1739209872.2132146;-38.13080360867914
1739209872.213216;-32.816014438256545
1739209872.2132175;-45.120503652039325
1739209872.213219;-38.13080360867914
1739209872.2132204;-38.13080360867914
1739209872.2132218;-38.13080360867914
1739209872.213223;-45.120503652039325
1739209872.2132244;-38.13080360867914
1739209872.2132258;-38.13080360867914
1739209872.2132273;-45.120503652039325
1739209872.2132287;-38.13080360867914
1739209872.2132301;-45.120503652039325
1739209872.2132313;-45.120503652039325
1739209872.2132328;-45.120503652039325
1739209872.2132342;-45.120503652039325
1739209872.2132356;-45.120503652039325
1739209872.213237;-45.120503652039325
1739209872.2132382;-38.13080360867914
1739209872.2132397;-45.120503652039325
1739209872.213241;-45.120503652039325
1739209872.2132425;-32.816014438256545
1739209872.213244;-38.13080360867914
1739209872.2132454;-38.13080360867914
1739209872.2132466;-35.57807855764607
1739209872.213248;-33.981070128970906
1739209872.2132494;-28.21854285175415
1739209872.2132509;-38.13080360867914
1739209872.2132523;-38.13080360867914
1739209872.2132537;-38.13080360867914
1739209872.213255;-45.120503652039325
1739209872.2132564;-38.13080360867914
1739209872.2132578;-35.57807855764607
1739209872.2132592;-38.13080360867914
1739209872.2132607;-45.120503652039325
1739209872.213262;-45.120503652039325
1739209872.2132633;-45.120503652039325
1739209872.2132647;-38.13080360867914
1739209872.2132661;-45.120503652039325
1739209872.2132676;-38.13080360867914
1739209872.213269;-38.13080360867914
1739209872.2132704;-35.57807855764607
1739209872.2132716;-38.13080360867914
1739209872.213273;-33.981070128970906
1739209872.2132745;-45.120503652039325
1739209872.213276;-45.120503652039325
1739209872.2132773;-45.120503652039325
1739209872.2132785;-45.120503652039325
1739209872.21328;-45.120503652039325
1739209872.2132814;-45.120503652039325
1739209872.2132828;-32.816014438256545
1739209872.2132843;-38.13080360867914
1739209872.2132857;-45.120503652039325
1739209872.2132869;-38.13080360867914
1739209872.2132883;-45.120503652039325
1739209872.2132897;-38.13080360867914
1739209872.2132912;-32.816014438256545
1739209872.2132926;-33.981070128970906
1739209872.213294;-33.981070128970956
1739209872.2132952;-38.13080360867914
1739209872.2132967;-32.816014438256545
1739209872.213298;-38.13080360867914
1739209872.2132995;-45.120503652039325
1739209872.213301;-38.13080360867914
1739209872.2133024;-38.13080360867914
1739209872.2133036;-45.120503652039325
1739209872.213305;-29.438486411369333
1739209872.2133064;-38.13080360867914
1739209872.2133079;-38.13080360867914
1739209872.2133093;-38.13080360867914
1739209872.2133107;-45.120503652039325
1739209872.213312;-45.120503652039325
1739209872.2133133;-45.120503652039325
1739209872.2133148;-38.13080360867914
1739209872.2133162;-38.13080360867914
1739209872.2133176;-45.120503652039325
1739209872.2133188;-45.120503652039325
1739209872.2133203;-45.120503652039325
1739209872.2133217;-45.120503652039325
1739209872.213323;-38.13080360867914
1739209872.2133245;-45.120503652039325
1739209872.213326;-38.13080360867914
1739209872.2133272;-45.120503652039325
1739209872.2133286;-38.13080360867914
1739209872.21333;-38.13080360867914
1739209872.2133315;-38.13080360867914
1739209872.213333;-45.120503652039325
1739209872.2133343;-38.13080360867914
1739209872.2133355;-35.57807855764607
1739209872.213337;-38.13080360867914
1739209872.2133384;-38.13080360867914
1739209872.2133398;-33.981070128970906
1739209872.2133412;-45.120503652039325
1739209872.2133427;-38.13080360867914
1739209872.2133439;-35.57807855764607
1739209872.2133453;-38.13080360867914
1739209872.2133467;-45.120503652039325
1739209872.2133482;-38.13080360867914
1739209872.2133496;-38.13080360867914
1739209872.213351;-45.120503652039325
1739209872.2133522;-45.120503652039325
1739209872.2133536;-45.120503652039325
1739209872.213355;-45.120503652039325
1739209872.2133565;-38.13080360867914
1739209872.213358;-31.141103565318893
1739209872.2133594;-38.13080360867914
1739209872.2133605;-38.13080360867914
1739209872.213362;-38.13080360867914
1739209872.2133634;-38.13080360867914
1739209872.2133648;-33.981070128970906
1739209872.2133663;-45.120503652039325
1739209872.2133675;-38.13080360867914
1739209872.213369;-38.13080360867914
1739209872.2133703;-45.120503652039325
1739209872.2133718;-45.120503652039325
1739209872.2133732;-45.120503652039325
1739209872.2133746;-45.120503652039325
1739209872.2133758;-45.120503652039325
1739209872.2133772;-38.13080360867914
1739209872.2133787;-38.13080360867914
1739209872.21338;-45.120503652039325
1739209872.2133815;-45.120503652039325
1739209872.213383;-38.13080360867914
1739209872.2133842;-45.120503652039325
1739209872.2133856;-45.120503652039325
1739209872.213387;-33.981070128970906
1739209872.2133884;-35.57807855764607
1739209872.2133899;-38.13080360867914
1739209872.2133913;-45.120503652039325
1739209872.2133925;-38.13080360867914
1739209872.207849;-45.120503652039325
1739209872.2078543;-38.13080360867914
1739209872.2078598;-33.981070128970906
1739209872.207865;-33.981070128970906
1739209872.2078705;-45.120503652039325
1739209872.2078757;-45.120503652039325
1739209872.2078812;-45.120503652039325
1739209872.2078867;-38.13080360867914
1739209872.207892;-38.13080360867914
1739209872.2078974;-45.120503652039325
1739209872.2079027;-45.120503652039325
1739209872.2079082;-45.120503652039325
1739209872.2079134;-38.13080360867914
1739209872.207919;-38.13080360867914
1739209872.2079244;-45.120503652039325
1739209872.2079296;-33.981070128970906
1739209872.207935;-38.13080360867914
1739209872.2079403;-45.120503652039325
1739209872.2079458;-45.120503652039325
1739209872.207951;-33.981070128970906
1739209872.2079566;-35.57807855764607
1739209872.207962;-38.13080360867914
1739209872.2079673;-45.120503652039325
1739209872.2079728;-32.816014438256545
1739209872.207978;-45.120503652039325
1739209872.2079835;-38.13080360867914
1739209872.2079887;-35.57807855764607
1739209872.2079942;-38.13080360867914
1739209872.2079997;-33.981070128970906
1739209872.208005;-38.13080360867914
1739209872.2080104;-38.13080360867914
1739209872.2080157;-28.992665084841942
1739209872.2080212;-38.13080360867914
1739209872.2080264;-45.120503652039325
1739209872.208032;-45.120503652039325
1739209872.2080374;-45.120503652039325
1739209872.2080426;-45.120503652039325
1739209872.208048;-45.120503652039325
1739209872.2080534;-38.13080360867914
1739209872.2080588;-33.981070128970906
1739209872.208064;-45.120503652039325
1739209872.2080696;-38.13080360867914
1739209872.208075;-38.13080360867914
1739209872.2080803;-38.13080360867914
1739209872.2080858;-38.13080360867914
1739209872.208091;-38.13080360867914
1739209872.2080965;-45.120503652039325
1739209872.2081017;-45.120503652039325
1739209872.2081072;-38.13080360867914
1739209872.2081125;-45.120503652039325
1739209872.208118;-45.120503652039325
1739209872.2081234;-45.120503652039325
1739209872.2081287;-45.120503652039325
1739209872.2081342;-33.981070128970906
1739209872.2081394;-38.13080360867914
1739209872.208145;-38.13080360867914
1739209872.2081501;-45.120503652039325
1739209872.2081556;-38.13080360867914
1739209872.208161;-38.13080360867914
1739209872.2081664;-38.13080360867914
1739209872.2081718;-45.120503652039325
1739209872.208177;-35.57807855764607
1739209872.2081826;-35.57807855764607
1739209872.2081878;-38.13080360867914
1739209872.2081933;-45.120503652039325
1739209872.2081988;-38.13080360867914
1739209872.208204;-45.120503652039325
1739209872.2082095;-38.13080360867914
1739209872.2082148;-32.816014438256545
1739209872.2082202;-45.120503652039325
1739209872.2082255;-38.13080360867914
1739209872.208231;-38.13080360867914
1739209872.2082365;-38.13080360867914
1739209872.2082417;-38.13080360867914
1739209872.2082472;-32.816014438256545
1739209872.2082524;-38.13080360867914
1739209872.208258;-45.120503652039325
1739209872.2082632;-35.57807855764607
1739209872.2082686;-38.13080360867914
1739209872.2082741;-45.120503652039325
1739209872.2082794;-38.13080360867914
1739209872.2082849;-45.120503652039325
1739209872.20829;-45.120503652039325
1739209872.2082956;-38.13080360867914
1739209872.2083008;-32.816014438256545
1739209872.2083063;-38.13080360867914
1739209872.2083118;-45.120503652039325
1739209872.208317;-38.13080360867914
1739209872.2083225;-35.57807855764607
1739209872.2083278;-38.13080360867914
1739209872.2083333;-45.120503652039325
1739209872.2083385;-45.120503652039325
1739209872.208344;-38.13080360867914
1739209872.2083492;-35.57807855764607
1739209872.2083547;-35.57807855764607
1739209872.2083602;-35.57807855764607
1739209872.2083654;-45.120503652039325
1739209872.208371;-45.120503652039325
1739209872.2083762;-35.57807855764607
1739209872.2083817;-33.981070128970906
1739209872.208387;-45.120503652039325
1739209872.2083924;-45.120503652039325
1739209872.2083979;-38.13080360867914
1739209872.208403;-38.13080360867914
1739209872.2084086;-32.816014438256545
1739209872.2084138;-35.57807855764607
1739209872.2084193;-45.120503652039325
1739209872.2084246;-45.120503652039325
1739209872.20843;-33.981070128970906
1739209872.2084355;-38.13080360867914
1739209872.2084408;-45.120503652039325
1739209872.2084463;-35.57807855764607
1739209872.2084515;-38.13080360867914
1739209872.208457;-45.120503652039325
1739209872.2084622;-45.120503652039325
1739209872.2084677;-45.120503652039325
1739209872.2084732;-45.120503652039325
1739209872.2084785;-45.120503652039325
1739209872.208484;-35.57807855764607
1739209872.2084892;-45.120503652039325
1739209872.2084947;-45.120503652039325
1739209872.2085;-38.13080360867914
1739209872.2085054;-38.13080360867914
1739209872.2085109;-45.120503652039325
1739209872.2085161;-35.57807855764607
1739209872.2085216;-38.13080360867914
1739209872.2085268;-35.57807855764607
1739209872.2085323;-45.120503652039325
1739209872.2085376;-33.981070128970906
1739209872.208543;-35.57807855764607
1739209872.2085485;-38.13080360867914
1739209872.2085538;-38.13080360867914
1739209872.2085593;-45.120503652039325
1739209872.2085645;-45.120503652039325
1739209872.20857;-45.120503652039325
1739209872.2085752;-38.13080360867914
1739209872.2085807;-38.13080360867914
1739209872.208586;-45.120503652039325
1739209872.2085915;-38.13080360867914
1739209872.208597;-38.13080360867914
1739209872.2086022;-45.120503652039325
1739209872.2086077;-45.120503652039325
1739209872.208613;-35.57807855764607
1739209872.2086184;-45.120503652039325
1739209872.2086236;-30.49652367304973
1739209872.2086291;-32.816014438256545
1739209872.2086346;-45.120503652039325
1739209872.2086399;-35.57807855764607
1739209872.2086453;-35.57807855764607
1739209872.2086506;-38.13080360867914
1739209872.208656;-35.57807855764607
1739209872.2086613;-33.981070128970906
1739209872.2086668;-45.120503652039325
1739209872.2086723;-45.120503652039325
1739209872.2086775;-38.13080360867914
1739209872.208683;-38.13080360867914
1739209872.2086883;-45.120503652039325
1739209872.2086937;-38.13080360867914
1739209872.208699;-45.120503652039325
1739209872.2087045;-38.13080360867914
1739209872.20871;-38.13080360867914
1739209872.2087152;-45.120503652039325
1739209872.2087207;-45.120503652039325
1739209872.208726;-38.13080360867914
1739209872.2087314;-32.816014438256545
1739209872.2087367;-45.120503652039325
1739209872.2087421;-38.13080360867914
1739209872.2087476;-38.13080360867914
1739209872.2087529;-38.13080360867914
1739209872.2087584;-28.992665084841942
1739209872.2087636;-45.120503652039325
1739209872.208769;-38.13080360867914
1739209872.2087743;-45.120503652039325
1739209872.2087798;-45.120503652039325
1739209872.2087853;-38.13080360867914
1739209872.2087905;-33.981070128970906
1739209872.208796;-45.120503652039325
1739209872.2088013;-33.981070128970906
1739209872.2088068;-38.13080360867914
1739209872.208812;-38.13080360867914
1739209872.2088175;-38.13080360867914
1739209872.208823;-45.120503652039325
1739209872.2088282;-32.816014438256545
1739209872.2088337;-45.120503652039325
1739209872.208839;-38.13080360867914
1739209872.2088444;-28.992665084841942
1739209872.2088497;-35.57807855764607
1739209872.2088552;-45.120503652039325
1739209872.2088604;-38.13080360867914
1739209872.208866;-38.13080360867914
1739209872.2088714;-45.120503652039325
1739209872.2088766;-45.120503652039325
1739209872.208882;-45.120503652039325
1739209872.2088873;-38.13080360867914
1739209872.2088928;-32.816014438256545
1739209872.208898;-35.57807855764607
1739209872.2089036;-38.13080360867914
1739209872.208909;-33.981070128970906
1739209872.2089143;-32.816014438256545
1739209872.2089198;-45.120503652039325
1739209872.208925;-45.120503652039325
1739209872.2089305;-38.13080360867914
1739209872.2089357;-45.120503652039325
1739209872.2089412;-45.120503652039325
1739209872.2089467;-45.120503652039325
1739209872.208952;-45.120503652039325
1739209872.2089574;-45.120503652039325
1739209872.2089627;-38.13080360867914
1739209872.2089682;-33.981070128970906
1739209872.2089734;-33.981070128970906
1739209872.208979;-45.120503652039325
1739209872.2089844;-38.13080360867914
1739209872.2089896;-45.120503652039325
1739209872.208995;-38.13080360867914
1739209872.2090003;-32.816014438256545
1739209872.2090058;-45.120503652039325
1739209872.209011;-45.120503652039325
1739209872.2090166;-38.13080360867914
1739209872.209022;-45.120503652039325
1739209872.2090273;-45.120503652039325
1739209872.2090328;-45.120503652039325
1739209872.209038;-45.120503652039325
1739209872.2090435;-45.120503652039325
1739209872.2090487;-35.57807855764607
1739209872.2090542;-38.13080360867914
1739209872.2090597;-33.981070128970906
1739209872.209065;-45.120503652039325
1739209872.2090704;-45.120503652039325
1739209872.2090757;-38.13080360867914
1739209872.2090812;-35.57807855764607
1739209872.2090864;-33.981070128970906
1739209872.209092;-38.13080360867914
1739209872.2090971;-45.120503652039325
1739209872.2091026;-38.13080360867914
1739209872.209108;-45.120503652039325
1739209872.2091134;-45.120503652039325
1739209872.2091188;-35.57807855764607
1739209872.209124;-38.13080360867914
1739209872.2091296;-38.13080360867914
1739209872.2091348;-38.13080360867914
1739209872.2091403;-38.13080360867914
1739209872.2091458;-38.13080360867914
1739209872.209151;-32.816014438256545
1739209872.2091565;-38.13080360867914
1739209872.2091618;-45.120503652039325
1739209872.2091672;-35.57807855764607
1739209872.2091725;-45.120503652039325
1739209872.209178;-38.13080360867914
1739209872.2091835;-45.120503652039325
1739209872.2091887;-38.13080360867914
1739209872.2091942;-31.141103565318893
1739209872.2091994;-33.981070128970906
1739209872.209205;-45.120503652039325
1739209872.2092102;-45.120503652039325
1739209872.2092156;-38.13080360867914
1739209872.2092211;-45.120503652039325
1739209872.2092264;-38.13080360867914
1739209872.2092319;-38.13080360867914
1739209872.209237;-45.120503652039325
1739209872.2092426;-38.13080360867914
1739209872.2092478;-45.120503652039325
1739209872.2092533;-38.13080360867914
1739209872.2092588;-45.120503652039325
1739209872.209264;-45.120503652039325
1739209872.2092695;-45.120503652039325
1739209872.2092748;-38.13080360867914
1739209872.2092803;-32.816014438256545
1739209872.2092855;-38.13080360867914
1739209872.209291;-45.120503652039325
1739209872.2092965;-33.981070128970906
1739209872.2093017;-29.438486411369333
1739209872.2093072;-38.13080360867914
1739209872.2093124;-38.13080360867914
1739209872.209318;-38.13080360867914
1739209872.2093232;-45.120503652039325
1739209872.2093287;-45.120503652039325
1739209872.209334;-38.13080360867914
1739209872.2093394;-38.13080360867914
1739209872.2093449;-45.120503652039325
1739209872.20935;-38.13080360867914
1739209872.2093556;-32.816014438256545
1739209872.2093608;-38.13080360867914
1739209872.2093663;-45.120503652039325
1739209872.2093716;-38.13080360867914
1739209872.209377;-32.816014438256545
1739209872.2093825;-35.57807855764607
1739209872.2093878;-38.13080360867914
1739209872.2093933;-45.120503652039325
1739209872.2093985;-45.120503652039325
1739209872.209404;-38.13080360867914
1739209872.2094092;-26.991370085610736
1739209872.2094147;-35.57807855764607
1739209872.2094202;-45.120503652039325
1739209872.2094254;-38.13080360867914
1739209872.209431;-32.816014438256545
1739209872.2094362;-38.13080360867914
1739209872.2094417;-45.120503652039325
1739209872.209447;-45.120503652039325
1739209872.2094524;-38.13080360867914
1739209872.2094579;-45.120503652039325
1739209872.2094631;-45.120503652039325
1739209872.2094686;-45.120503652039325
1739209872.2094738;-45.120503652039325
1739209872.2094793;-45.120503652039325
1739209872.2094846;-38.13080360867914
1739209872.20949;-38.13080360867914
1739209872.2094955;-38.13080360867914
1739209872.2095008;-35.57807855764607
1739209872.2095063;-38.13080360867914
1739209872.2095115;-38.13080360867914
1739209872.209517;-38.13080360867914
1739209872.2095222;-38.13080360867914
1739209872.2095277;-45.120503652039325
1739209872.2095332;-38.13080360867914
1739209872.2095385;-31.141103565318893
1739209872.209544;-33.981070128970906
1739209872.2095492;-45.120503652039325
1739209872.2095547;-45.120503652039325
1739209872.20956;-38.13080360867914
1739209872.2095654;-38.13080360867914
1739209872.209571;-45.120503652039325
1739209872.2095761;-35.57807855764607
1739209872.2095816;-38.13080360867914
1739209872.2095869;-45.120503652039325
1739209872.2095923;-38.13080360867914
1739209872.2095976;-38.13080360867914
1739209872.209603;-45.120503652039325
1739209872.2096083;-38.13080360867914
1739209872.2096138;-32.816014438256545
1739209872.2096193;-45.120503652039325
1739209872.2096245;-28.992665084841942
1739209872.20963;-32.816014438256545
1739209872.2096353;-38.13080360867914
1739209872.2096407;-38.13080360867914
1739209872.209646;-32.816014438256545
1739209872.2096515;-38.13080360867914
1739209872.209657;-45.120503652039325
1739209872.2096622;-45.120503652039325
1739209872.2096677;-45.120503652039325
1739209872.209673;-45.120503652039325
1739209872.2096784;-45.120503652039325
1739209872.2096837;-38.13080360867914
1739209872.2096891;-38.13080360867914
1739209872.2096946;-38.13080360867914
1739209872.2096999;-45.120503652039325
1739209872.2097054;-45.120503652039325
1739209872.2097106;-31.141103565318893
1739209872.209716;-33.981070128970906
1739209872.2097213;-45.120503652039325
1739209872.2097268;-45.120503652039325
1739209872.2097323;-45.120503652039325
1739209872.2097375;-45.120503652039325
1739209872.209743;-45.120503652039325
1739209872.2097483;-38.13080360867914
1739209872.2097538;-45.120503652039325
1739209872.209759;-45.120503652039325
1739209872.2097645;-45.120503652039325
1739209872.20977;-45.120503652039325
1739209872.2097752;-38.13080360867914
1739209872.2097807;-38.13080360867914
1739209872.209786;-35.57807855764607
1739209872.2097914;-45.120503652039325
1739209872.2097967;-45.120503652039325
1739209872.2098022;-45.120503652039325
1739209872.2098076;-45.120503652039325
1739209872.2098129;-38.13080360867914
1739209872.2098184;-38.13080360867914
1739209872.2098236;-38.13080360867914
1739209872.209829;-45.120503652039325
1739209872.2098343;-45.120503652039325
1739209872.2098398;-38.13080360867914
1739209872.209845;-32.816014438256545
1739209872.2098505;-45.120503652039325
1739209872.209856;-38.13080360867914
1739209872.2098613;-38.13080360867914
1739209872.2098668;-38.13080360867914
1739209872.209872;-38.13080360867914
1739209872.2098775;-45.120503652039325
1739209872.2098827;-45.120503652039325
1739209872.2098882;-45.120503652039325
1739209872.2098937;-45.120503652039325
1739209872.209899;-38.13080360867914
1739209872.2099044;-45.120503652039325
1739209872.2099097;-45.120503652039325
1739209872.2099152;-38.13080360867914
1739209872.2099204;-45.120503652039325
1739209872.209926;-45.120503652039325
1739209872.2099314;-45.120503652039325
1739209872.2099366;-45.120503652039325
1739209872.209942;-45.120503652039325
1739209872.2099473;-35.57807855764607
1739209872.2099528;-45.120503652039325
1739209872.209958;-45.120503652039325
1739209872.2099636;-38.13080360867914
1739209872.209969;-35.57807855764607
1739209872.2099743;-35.57807855764607
1739209872.2099798;-32.816014438256545
1739209872.209985;-38.13080360867914
1739209872.2099905;-45.120503652039325
1739209872.2099957;-35.57807855764607
1739209872.2100012;-33.981070128970906
1739209872.2100067;-45.120503652039325
1739209872.210012;-38.13080360867914
1739209872.2100174;-45.120503652039325
1739209872.2100227;-38.13080360867914
1739209872.2100282;-38.13080360867914
1739209872.2100334;-45.120503652039325
1739209872.210039;-45.120503652039325
1739209872.2100444;-45.120503652039325
1739209872.2100496;-38.13080360867914
1739209872.210055;-38.13080360867914
1739209872.2100604;-38.13080360867914
1739209872.2100658;-38.13080360867914
1739209872.210071;-45.120503652039325
1739209872.2100766;-45.120503652039325
1739209872.2100818;-38.13080360867914
1739209872.2100873;-45.120503652039325
1739209872.2100928;-38.13080360867914
1739209872.210098;-38.13080360867914
1739209872.2101035;-45.120503652039325
1739209872.2101088;-33.981070128970906
1739209872.2101142;-45.120503652039325
1739209872.2101195;-45.120503652039325
1739209872.210125;-38.13080360867914
1739209872.2101305;-38.13080360867914
1739209872.2101357;-45.120503652039325
1739209872.2101412;-45.120503652039325
1739209872.2101464;-45.120503652039325
1739209872.210152;-45.120503652039325
1739209872.2101572;-38.13080360867914
1739209872.2101626;-45.120503652039325
1739209872.2101681;-45.120503652039325
1739209872.2101734;-45.120503652039325
1739209872.2101789;-38.13080360867914
1739209872.210184;-45.120503652039325
1739209872.2101896;-33.981070128970906
1739209872.2101948;-30.49652367304973
1739209872.2102003;-38.13080360867914
1739209872.2102058;-38.13080360867914
1739209872.210211;-45.120503652039325
1739209872.2102165;-38.13080360867914
1739209872.2102218;-45.120503652039325
1739209872.2102273;-38.13080360867914
1739209872.2102325;-45.120503652039325
1739209872.210238;-45.120503652039325
1739209872.2102435;-45.120503652039325
1739209872.2102487;-45.120503652039325
1739209872.2102542;-45.120503652039325
1739209872.2102594;-38.13080360867914
1739209872.210265;-45.120503652039325
1739209872.2102702;-45.120503652039325
1739209872.2102757;-45.120503652039325
1739209872.2102811;-45.120503652039325
1739209872.2102864;-38.13080360867914
1739209872.2102919;-38.13080360867914
1739209872.210297;-45.120503652039325
1739209872.2103026;-45.120503652039325
1739209872.2103078;-38.13080360867914
1739209872.2103133;-45.120503652039325
1739209872.2103188;-35.57807855764607
1739209872.210324;-29.438486411369333
1739209872.2103295;-38.13080360867914
1739209872.2103348;-45.120503652039325
1739209872.2103403;-45.120503652039325
1739209872.2103455;-35.57807855764607
1739209872.210351;-45.120503652039325
1739209872.2103562;-45.120503652039325
1739209872.2103617;-45.120503652039325
1739209872.2103672;-38.13080360867914
1739209872.2103724;-45.120503652039325
1739209872.210378;-45.120503652039325
1739209872.2103832;-45.120503652039325
1739209872.2103887;-38.13080360867914
1739209872.210394;-38.13080360867914
1739209872.2103994;-38.13080360867914
1739209872.2104049;-35.57807855764607
1739209872.21041;-28.21854285175415
1739209872.2104156;-38.13080360867914
1739209872.2104208;-35.57807855764607
1739209872.2104263;-38.13080360867914
1739209872.2104316;-45.120503652039325
1739209872.210437;-38.13080360867914
1739209872.2104425;-32.816014438256545
1739209872.2104478;-33.981070128970906
1739209872.2104533;-45.120503652039325
1739209872.2104585;-38.13080360867914
1739209872.210464;-35.57807855764607
1739209872.2104692;-38.13080360867914
1739209872.2104747;-38.13080360867914
1739209872.2104802;-45.120503652039325
1739209872.2104855;-45.120503652039325
1739209872.210491;-45.120503652039325
1739209872.2104962;-45.120503652039325
1739209872.2105017;-45.120503652039325
1739209872.210507;-45.120503652039325
1739209872.2105124;-45.120503652039325
1739209872.210518;-45.120503652039325
1739209872.2105231;-38.13080360867914
1739209872.2105286;-38.13080360867914
1739209872.2105339;-38.13080360867914
1739209872.2105393;-45.120503652039325
1739209872.2105446;-38.13080360867914
1739209872.21055;-35.57807855764607
1739209872.2105556;-45.120503652039325
1739209872.2105608;-45.120503652039325
1739209872.2105663;-45.120503652039325
1739209872.2105715;-38.13080360867914
1739209872.210577;-38.13080360867914
1739209872.2105823;-45.120503652039325
1739209872.2105877;-45.120503652039325
1739209872.210593;-45.120503652039325
1739209872.2105985;-38.13080360867914
1739209872.210604;-32.816014438256545
1739209872.2106092;-38.13080360867914
1739209872.2106147;-45.120503652039325
1739209872.21062;-38.13080360867914
1739209872.2106254;-38.13080360867914
1739209872.2106307;-33.981070128970906
1739209872.2106361;-45.120503652039325
1739209872.2106416;-33.981070128970906
1739209872.2106469;-45.120503652039325
1739209872.2106524;-33.981070128970906
1739209872.2106576;-38.13080360867914
1739209872.210663;-38.13080360867914
1739209872.2106683;-38.13080360867914
1739209872.2106738;-38.13080360867914
1739209872.2106793;-35.57807855764607
1739209872.2106845;-38.13080360867914
1739209872.21069;-45.120503652039325
1739209872.2106953;-38.13080360867914
1739209872.2107008;-38.13080360867914
1739209872.210706;-38.13080360867914
1739209872.2107115;-45.120503652039325
1739209872.210717;-33.981070128970906
1739209872.2107222;-45.120503652039325
1739209872.2107277;-45.120503652039325
1739209872.210733;-38.13080360867914
1739209872.2107384;-33.981070128970906
1739209872.2107437;-45.120503652039325
1739209872.2107491;-45.120503652039325
1739209872.2107546;-38.13080360867914
1739209872.2107599;-38.13080360867914
1739209872.2107654;-45.120503652039325
1739209872.2107706;-38.13080360867914
1739209872.210776;-38.13080360867914
1739209872.2107813;-45.120503652039325
1739209872.2107868;-38.13080360867914
1739209872.2107923;-38.13080360867914
1739209872.2107975;-45.120503652039325
1739209872.210803;-38.13080360867914
1739209872.2108083;-35.57807855764607
1739209872.2108138;-45.120503652039325
1739209872.210819;-45.120503652039325
1739209872.2108245;-38.13080360867914
1739209872.2108297;-35.57807855764607
1739209872.2108352;-38.13080360867914
1739209872.2108407;-38.13080360867914
1739209872.210846;-31.141103565318915
1739209872.2108514;-45.120503652039325
1739209872.2108567;-38.13080360867914
1739209872.2108622;-45.120503652039325
1739209872.2108674;-38.13080360867914
1739209872.210873;-45.120503652039325
1739209872.2108784;-45.120503652039325
1739209872.2108836;-38.13080360867914
1739209872.210889;-28.992665084841942
1739209872.2108943;-38.13080360867914
1739209872.2108998;-45.120503652039325
1739209872.210905;-45.120503652039325
1739209872.2109106;-33.981070128970906
1739209872.210916;-35.57807855764607
1739209872.2109213;-38.13080360867914
1739209872.2109268;-45.120503652039325
1739209872.210932;-38.13080360867914
1739209872.2109375;-45.120503652039325
1739209872.2109427;-38.13080360867914
1739209872.2109482;-35.57807855764607
