CAN Message; 0x24:0badc3a092dda735
1739209899.553355;-27.267205301931607
1739209899.5533602;-32.816014438256545
1739209899.5533655;-45.120503652039325
1739209899.553371;-45.120503652039325
1739209899.5533762;-38.13080360867914
1739209899.5533814;-45.120503652039325
1739209899.5533867;-45.120503652039325
1739209899.553392;-38.13080360867914
1739209899.5533974;-33.981070128970906
1739209899.5534027;-35.57807855764607
1739209899.553408;-38.13080360867914
1739209899.5534132;-45.120503652039325
1739209899.5534186;-45.120503652039325
1739209899.553424;-32.816014438256545
1739209899.5534291;-45.120503652039325
1739209899.5534344;-38.13080360867914
1739209899.5534396;-28.992665084841942
1739209899.553445;-45.120503652039325
1739209899.5534503;-45.120503652039325
1739209899.5534556;-45.120503652039325
1739209899.5534608;-38.13080360867914
1739209899.553466;-45.120503652039325
1739209899.5534716;-33.981070128970906
1739209899.5534768;-38.13080360867914
1739209899.553482;-31.14110356531892
1739209899.5534873;-45.120503652039325
1739209899.5534925;-38.13080360867914
1739209899.553498;-35.57807855764607
1739209899.5535033;-38.13080360867914
1739209899.5535085;-38.13080360867914
1739209899.5535138;-38.13080360867914
1739209899.553519;-35.57807855764607
1739209899.5535245;-27.267205301931607
1739209899.5535297;-38.13080360867914
1739209899.553535;-45.120503652039325
1739209899.5535402;-45.120503652039325
1739209899.5535457;-45.120503652039325
1739209899.553551;-45.120503652039325
1739209899.5535562;-45.120503652039325
1739209899.5535614;-45.120503652039325
1739209899.5535667;-32.81601443825658
1739209899.5535722;-45.120503652039325
1739209899.5535774;-45.120503652039325
1739209899.5535827;-45.120503652039325
1739209899.553588;-45.120503652039325
1739209899.5535932;-45.120503652039325
1739209899.5535986;-45.120503652039325
1739209899.553604;-45.120503652039325
1739209899.5536091;-31.141103565318915
1739209899.5536144;-38.13080360867914
1739209899.5536196;-38.13080360867914
1739209899.553625;-38.13080360867914
1739209899.5536304;-38.13080360867914
1739209899.5536356;-45.120503652039325
1739209899.5536408;-45.120503652039325
1739209899.553646;-45.120503652039325
1739209899.5536516;-38.13080360867914
1739209899.5536568;-45.120503652039325
1739209899.553662;-45.120503652039325
1739209899.5536673;-45.120503652039325
1739209899.5536728;-38.13080360867914
1739209899.553678;-38.13080360867914
1739209899.5536833;-45.120503652039325
1739209899.5536885;-35.57807855764607
1739209899.5536938;-45.120503652039325
1739209899.5536993;-45.120503652039325
1739209899.5537045;-45.120503652039325
1739209899.5537097;-38.13080360867914
1739209899.553715;-38.13080360867914
1739209899.5537202;-38.13080360867914
1739209899.5537257;-33.981070128970906
1739209899.553731;-38.13080360867914
1739209899.5537362;-31.141103565318893
1739209899.5537415;-33.981070128970906
1739209899.5537467;-33.981070128970906
1739209899.5537522;-45.120503652039325
1739209899.5537574;-35.57807855764607
1739209899.5537627;-38.13080360867914
1739209899.553768;-45.120503652039325
1739209899.5537732;-38.13080360867914
1739209899.5537786;-38.13080360867914
1739209899.553784;-45.120503652039325
1739209899.5537891;-45.120503652039325
1739209899.5537944;-45.120503652039325
1739209899.5537999;-45.120503652039325
1739209899.553805;-45.120503652039325
1739209899.5538104;-38.13080360867914
1739209899.5538156;-45.120503652039325
1739209899.5538208;-32.816014438256545
1739209899.5538263;-30.49652367304973
1739209899.5538316;-45.120503652039325
1739209899.5538368;-33.981070128970906
1739209899.553842;-38.13080360867914
1739209899.5538473;-45.120503652039325
1739209899.5538528;-45.120503652039325
1739209899.553858;-32.816014438256545
1739209899.5538633;-45.120503652039325
1739209899.5538685;-38.13080360867914
1739209899.5538738;-38.13080360867914
1739209899.5538793;-45.120503652039325
1739209899.5538845;-38.13080360867914
1739209899.5538898;-45.120503652039325
1739209899.553895;-32.816014438256545
1739209899.5539002;-38.13080360867914
1739209899.5539057;-35.57807855764607
1739209899.553911;-31.141103565318893
1739209899.5539162;-38.13080360867914
1739209899.5539215;-38.13080360867914
1739209899.553927;-38.13080360867914
1739209899.5539322;-45.120503652039325
1739209899.5539374;-33.981070128970906
1739209899.5539427;-31.141103565318893
1739209899.553948;-45.120503652039325
1739209899.5539534;-45.120503652039325
1739209899.5539587;-33.981070128970906
1739209899.553964;-38.13080360867914
1739209899.5539691;-45.120503652039325
1739209899.5539744;-45.120503652039325
1739209899.5539799;-45.120503652039325
1739209899.553985;-38.13080360867914
1739209899.5539904;-38.13080360867914
1739209899.5539956;-38.13080360867914
1739209899.5540009;-38.13080360867914
1739209899.5540063;-35.57807855764607
1739209899.5540116;-45.120503652039325
1739209899.5540168;-45.120503652039325
1739209899.554022;-45.120503652039325
1739209899.5540273;-45.120503652039325
1739209899.5540328;-45.120503652039325
1739209899.554038;-38.13080360867914
1739209899.5540433;-38.13080360867914
1739209899.5540485;-45.120503652039325
1739209899.5540538;-45.120503652039325
1739209899.5540593;-45.120503652039325
1739209899.5540645;-38.13080360867914
1739209899.5540698;-45.120503652039325
1739209899.554075;-45.120503652039325
1739209899.5540805;-45.120503652039325
1739209899.5540857;-45.120503652039325
1739209899.554091;-45.120503652039325
1739209899.5540962;-45.120503652039325
1739209899.5541015;-45.120503652039325
1739209899.554107;-45.120503652039325
1739209899.5541122;-38.13080360867914
1739209899.5541174;-45.120503652039325
1739209899.5541227;-38.13080360867914
1739209899.554128;-45.120503652039325
1739209899.5541334;-45.120503652039325
1739209899.5541387;-38.13080360867914
1739209899.554144;-35.57807855764607
1739209899.5541492;-38.13080360867914
1739209899.5541544;-45.120503652039325
1739209899.5541599;-38.13080360867914
1739209899.5541651;-45.120503652039325
1739209899.5541704;-45.120503652039325
1739209899.5541756;-45.120503652039325
1739209899.5541809;-45.120503652039325
1739209899.5541863;-45.120503652039325
1739209899.5541916;-38.13080360867914
1739209899.5541968;-35.57807855764607
1739209899.554202;-45.120503652039325
1739209899.5542076;-38.13080360867914
1739209899.5542128;-38.13080360867914
1739209899.554218;-38.13080360867914
1739209899.5542233;-45.120503652039325
1739209899.5542285;-35.57807855764607
1739209899.554234;-38.13080360867914
1739209899.5542393;-38.13080360867914
1739209899.5542445;-32.816014438256545
1739209899.5542498;-38.13080360867914
1739209899.554255;-45.120503652039325
1739209899.5542605;-45.120503652039325
1739209899.5542657;-45.120503652039325
1739209899.554271;-45.120503652039325
1739209899.5542762;-38.13080360867914
1739209899.5542815;-45.120503652039325
1739209899.554287;-45.120503652039325
1739209899.5542922;-33.981070128970906
1739209899.5542974;-32.816014438256545
1739209899.5543027;-32.816014438256545
1739209899.554308;-45.120503652039325
1739209899.5543134;-45.120503652039325
1739209899.5543187;-33.981070128970906
1739209899.554324;-45.120503652039325
1739209899.5543292;-38.13080360867914
1739209899.5543346;-45.120503652039325
1739209899.55434;-45.120503652039325
1739209899.5543451;-45.120503652039325
1739209899.5543504;-45.120503652039325
1739209899.5543556;-45.120503652039325
1739209899.554361;-38.13080360867914
1739209899.5543664;-32.816014438256545
1739209899.5543716;-38.13080360867914
1739209899.5543768;-33.981070128970906
1739209899.554382;-38.13080360867914
1739209899.5543876;-45.120503652039325
1739209899.5543928;-45.120503652039325
1739209899.554398;-45.120503652039325
1739209899.5544033;-33.981070128970906
1739209899.5544086;-45.120503652039325
1739209899.554414;-45.120503652039325
1739209899.5544193;-45.120503652039325
1739209899.5544245;-45.120503652039325
1739209899.5544298;-45.120503652039325
1739209899.554435;-45.120503652039325
1739209899.5544405;-45.120503652039325
1739209899.5544457;-45.120503652039325
1739209899.554451;-33.981070128970906
1739209899.5544562;-45.120503652039325
1739209899.5544617;-45.120503652039325
1739209899.554467;-38.13080360867914
1739209899.5544722;-35.57807855764607
1739209899.5544775;-35.57807855764607
1739209899.5544827;-38.13080360867914
1739209899.5544882;-38.13080360867914
1739209899.5544934;-45.120503652039325
1739209899.5544987;-45.120503652039325
1739209899.554504;-45.120503652039325
1739209899.5545092;-38.13080360867914
1739209899.5545146;-45.120503652039325
1739209899.55452;-45.120503652039325
1739209899.5545251;-45.120503652039325
1739209899.5545304;-45.120503652039325
1739209899.5545356;-38.13080360867914
1739209899.554541;-38.13080360867914
1739209899.5545464;-38.13080360867914
1739209899.5545516;-38.13080360867914
1739209899.5545568;-38.13080360867914
1739209899.554562;-45.120503652039325
1739209899.5545676;-38.13080360867914
1739209899.5545728;-38.13080360867914
1739209899.554578;-35.57807855764607
1739209899.5545833;-35.57807855764607
1739209899.5545888;-38.13080360867914
1739209899.554594;-45.120503652039325
1739209899.5545993;-38.13080360867914
1739209899.5546045;-38.13080360867914
1739209899.5546098;-45.120503652039325
1739209899.5546153;-45.120503652039325
1739209899.5546205;-45.120503652039325
1739209899.5546257;-45.120503652039325
1739209899.554631;-45.120503652039325
1739209899.5546362;-45.120503652039325
1739209899.5546417;-45.120503652039325
1739209899.554647;-38.13080360867914
1739209899.5546522;-45.120503652039325
1739209899.5546575;-33.981070128970906
1739209899.5546627;-35.57807855764607
1739209899.5546682;-38.13080360867914
1739209899.5546734;-38.13080360867914
1739209899.5546787;-33.981070128970906
1739209899.554684;-32.816014438256545
1739209899.5546892;-45.120503652039325
1739209899.5546947;-45.120503652039325
1739209899.5547;-35.57807855764607
1739209899.5547051;-35.57807855764607
1739209899.5547104;-45.120503652039325
1739209899.5547156;-45.120503652039325
1739209899.554721;-45.120503652039325
1739209899.5547264;-45.120503652039325
1739209899.5547316;-38.13080360867914
1739209899.5547369;-45.120503652039325
1739209899.5547423;-38.13080360867914
1739209899.5547476;-45.120503652039325
1739209899.5547528;-45.120503652039325
1739209899.554758;-45.120503652039325
1739209899.5547633;-32.816014438256545
1739209899.5547688;-31.141103565318893
1739209899.554774;-45.120503652039325
1739209899.5547793;-45.120503652039325
1739209899.5547845;-45.120503652039325
1739209899.5547898;-38.13080360867914
1739209899.5547953;-45.120503652039325
1739209899.5548005;-45.120503652039325
1739209899.5548058;-45.120503652039325
1739209899.554811;-45.120503652039325
1739209899.5548162;-45.120503652039325
1739209899.5548217;-45.120503652039325
1739209899.554827;-33.981070128970906
1739209899.5548322;-45.120503652039325
1739209899.5548375;-38.13080360867914
1739209899.5548427;-45.120503652039325
1739209899.5548482;-45.120503652039325
1739209899.5548534;-45.120503652039325
1739209899.5548587;-38.13080360867914
1739209899.554864;-38.13080360867914
1739209899.5548694;-45.120503652039325
1739209899.5548747;-38.13080360867914
1739209899.55488;-38.13080360867914
1739209899.5548851;-45.120503652039325
1739209899.5548904;-38.13080360867914
1739209899.5548959;-45.120503652039325
1739209899.5549011;-38.13080360867914
1739209899.5549064;-45.120503652039325
1739209899.5549116;-33.981070128970906
1739209899.5549169;-38.13080360867914
1739209899.5549223;-38.13080360867914
1739209899.5549276;-45.120503652039325
1739209899.5549328;-45.120503652039325
1739209899.554938;-28.58837851428586
1739209899.5549433;-38.13080360867914
1739209899.5549488;-38.13080360867914
1739209899.554954;-45.120503652039325
1739209899.5549593;-33.981070128970906
1739209899.5549645;-38.13080360867914
1739209899.5549698;-45.120503652039325
1739209899.5549753;-45.120503652039325
1739209899.5549805;-45.120503652039325
1739209899.5549858;-45.120503652039325
1739209899.554991;-38.13080360867914
1739209899.5549965;-45.120503652039325
1739209899.5550017;-45.120503652039325
1739209899.555007;-45.120503652039325
1739209899.5550122;-45.120503652039325
1739209899.5550175;-45.120503652039325
1739209899.555023;-38.13080360867914
1739209899.5550282;-38.13080360867914
1739209899.5550334;-45.120503652039325
1739209899.5550387;-38.13080360867914
1739209899.555044;-35.57807855764607
1739209899.5550494;-33.981070128970906
1739209899.5550547;-45.120503652039325
1739209899.55506;-45.120503652039325
1739209899.5550652;-38.13080360867914
1739209899.5550704;-35.57807855764607
1739209899.555076;-38.13080360867914
1739209899.5550811;-45.120503652039325
1739209899.5550864;-45.120503652039325
1739209899.5550916;-38.13080360867914
1739209899.5550969;-38.13080360867914
1739209899.5551023;-45.120503652039325
1739209899.5551076;-38.13080360867914
1739209899.5551128;-45.120503652039325
1739209899.555118;-38.13080360867914
1739209899.5551236;-45.120503652039325
1739209899.5551288;-45.120503652039325
1739209899.555134;-38.13080360867914
1739209899.5551393;-35.57807855764607
1739209899.5551445;-45.120503652039325
1739209899.55515;-31.141103565318915
1739209899.5551553;-33.981070128970906
1739209899.5551605;-38.13080360867914
1739209899.5551658;-45.120503652039325
1739209899.555171;-45.120503652039325
1739209899.5551765;-35.57807855764607
1739209899.5551817;-35.57807855764607
1739209899.555187;-38.13080360867914
1739209899.5551922;-30.49652367304976
1739209899.5551975;-35.57807855764607
1739209899.555203;-32.816014438256545
1739209899.5552082;-45.120503652039325
1739209899.5552135;-38.13080360867914
1739209899.5552187;-38.13080360867914
1739209899.555224;-38.13080360867914
1739209899.5552294;-38.13080360867914
1739209899.5552347;-33.981070128970906
1739209899.55524;-38.13080360867914
1739209899.5552452;-38.13080360867914
1739209899.5552506;-38.13080360867914
1739209899.555256;-45.120503652039325
1739209899.5552611;-35.57807855764607
1739209899.5552664;-38.13080360867914
1739209899.5552716;-38.13080360867914
1739209899.555277;-45.120503652039325
1739209899.5552824;-35.57807855764607
1739209899.5552876;-38.13080360867914
1739209899.5552928;-45.120503652039325
1739209899.555298;-45.120503652039325
1739209899.5553036;-38.13080360867914
1739209899.5553088;-38.13080360867914
1739209899.555314;-35.57807855764607
1739209899.5553193;-38.13080360867914
1739209899.5553246;-33.981070128970906
1739209899.55533;-32.816014438256545
1739209899.5553353;-45.120503652039325
1739209899.5553405;-38.13080360867914
1739209899.5553458;-38.13080360867914
1739209899.555351;-33.981070128970906
1739209899.5553565;-45.120503652039325
1739209899.5553617;-33.981070128970906
1739209899.555367;-31.141103565318915
1739209899.5553722;-38.13080360867914
1739209899.5553775;-38.13080360867914
1739209899.555383;-38.13080360867914
1739209899.5553882;-32.816014438256545
1739209899.5553935;-38.13080360867914
1739209899.5553987;-45.120503652039325
1739209899.5554042;-38.13080360867914
1739209899.5554094;-28.992665084841942
1739209899.5554147;-33.981070128970906
1739209899.55542;-38.13080360867914
1739209899.5554252;-38.13080360867914
1739209899.5554307;-38.13080360867914
1739209899.555436;-38.13080360867914
1739209899.5554411;-45.120503652039325
1739209899.5554464;-38.13080360867914
1739209899.5554516;-33.981070128970906
1739209899.555457;-35.57807855764607
1739209899.5554624;-38.13080360867914
1739209899.5554676;-38.13080360867914
1739209899.5554729;-35.57807855764607
1739209899.555478;-38.13080360867914
1739209899.5554836;-38.13080360867914
1739209899.5554888;-38.13080360867914
1739209899.555494;-27.267205301931607
1739209899.5554993;-35.57807855764607
1739209899.5555046;-38.13080360867914
1739209899.55551;-38.13080360867914
1739209899.5555153;-45.120503652039325
1739209899.5555205;-45.120503652039325
1739209899.5555258;-45.120503652039325
1739209899.5555313;-38.13080360867914
1739209899.5555365;-38.13080360867914
1739209899.5555418;-45.120503652039325
1739209899.555547;-45.120503652039325
1739209899.5555522;-38.13080360867914
1739209899.5555577;-38.13080360867914
1739209899.555563;-38.13080360867914
1739209899.5555682;-38.13080360867914
1739209899.5555735;-45.120503652039325
1739209899.5555787;-33.981070128970906
1739209899.5555842;-38.13080360867914
1739209899.5555894;-38.13080360867914
1739209899.5555947;-35.57807855764607
1739209899.5556;-45.120503652039325
1739209899.5556052;-45.120503652039325
1739209899.5556107;-45.120503652039325
1739209899.555616;-45.120503652039325
1739209899.5556211;-38.13080360867914
1739209899.5556264;-45.120503652039325
1739209899.5556316;-45.120503652039325
1739209899.5556371;-45.120503652039325
1739209899.5556424;-35.57807855764607
1739209899.5556476;-38.13080360867914
1739209899.5556529;-45.120503652039325
1739209899.5556583;-45.120503652039325
1739209899.5556636;-45.120503652039325
1739209899.5556688;-45.120503652039325
1739209899.555674;-45.120503652039325
1739209899.5556793;-45.120503652039325
1739209899.5556848;-45.120503652039325
1739209899.55569;-33.981070128970906
1739209899.5556953;-38.13080360867914
1739209899.5557005;-45.120503652039325
1739209899.5557058;-35.57807855764607
1739209899.5557113;-38.13080360867914
1739209899.5557165;-45.120503652039325
1739209899.5557218;-45.120503652039325
1739209899.555727;-38.13080360867914
1739209899.5557323;-45.120503652039325
1739209899.5557377;-45.120503652039325
1739209899.555743;-38.13080360867914
1739209899.5557482;-45.120503652039325
1739209899.5557535;-38.13080360867914
1739209899.5557587;-38.13080360867914
1739209899.5557642;-45.120503652039325
1739209899.5557694;-45.120503652039325
1739209899.5557747;-32.816014438256545
1739209899.55578;-38.13080360867914
1739209899.5557854;-45.120503652039325
1739209899.5557907;-32.816014438256545
1739209899.555796;-38.13080360867914
1739209899.5558012;-45.120503652039325
1739209899.5558064;-45.120503652039325
1739209899.555812;-38.13080360867914
1739209899.5558171;-45.120503652039325
1739209899.5558224;-45.120503652039325
1739209899.5558276;-45.120503652039325
1739209899.5558329;-45.120503652039325
1739209899.5558383;-38.13080360867914
1739209899.5558436;-38.13080360867914
1739209899.5558488;-45.120503652039325
1739209899.555854;-38.13080360867914
1739209899.5558593;-32.816014438256545
1739209899.5558648;-38.13080360867914
1739209899.55587;-45.120503652039325
1739209899.5558753;-45.120503652039325
1739209899.5558805;-45.120503652039325
1739209899.5558858;-45.120503652039325
1739209899.5558913;-45.120503652039325
1739209899.5558965;-38.13080360867914
1739209899.5559018;-45.120503652039325
1739209899.555907;-45.120503652039325
1739209899.5559125;-45.120503652039325
1739209899.5559177;-45.120503652039325
1739209899.555923;-45.120503652039325
1739209899.5559282;-45.120503652039325
1739209899.5559335;-45.120503652039325
1739209899.555939;-38.13080360867914
1739209899.5559442;-38.13080360867914
1739209899.5559494;-38.13080360867914
1739209899.5559547;-35.57807855764607
1739209899.55596;-38.13080360867914
1739209899.5559654;-45.120503652039325
1739209899.5559707;-38.13080360867914
1739209899.555976;-38.13080360867914
1739209899.5559812;-45.120503652039325
1739209899.5559864;-45.120503652039325
1739209899.555992;-38.13080360867914
1739209899.5559971;-45.120503652039325
1739209899.5560024;-45.120503652039325
1739209899.5560076;-45.120503652039325
1739209899.5560129;-33.981070128970906
1739209899.5560184;-45.120503652039325
1739209899.5560236;-38.13080360867914
1739209899.5560288;-38.13080360867914
1739209899.556034;-45.120503652039325
1739209899.5560396;-32.816014438256545
1739209899.5560448;-45.120503652039325
1739209899.55605;-38.13080360867914
1739209899.5560553;-38.13080360867914
1739209899.5560606;-38.13080360867914
1739209899.556066;-38.13080360867914
1739209899.5560713;-45.120503652039325
1739209899.5560765;-35.57807855764607
1739209899.5560818;-35.57807855764607
1739209899.556087;-38.13080360867914
1739209899.5560925;-38.13080360867914
1739209899.5560977;-38.13080360867914
1739209899.556103;-45.120503652039325
1739209899.5561082;-45.120503652039325
1739209899.5561135;-45.120503652039325
1739209899.556119;-45.120503652039325
1739209899.5561242;-35.57807855764607
1739209899.5561295;-45.120503652039325
1739209899.5561347;-38.13080360867914
1739209899.55614;-38.13080360867914
1739209899.5561454;-33.981070128970906
1739209899.5561507;-38.13080360867914
1739209899.556156;-45.120503652039325
1739209899.5561612;-38.13080360867914
1739209899.5561664;-45.120503652039325
1739209899.556172;-38.13080360867914
1739209899.5561771;-38.13080360867914
1739209899.5561824;-38.13080360867914
1739209899.5561876;-38.13080360867914
1739209899.556193;-45.120503652039325
1739209899.5561984;-38.13080360867914
1739209899.5562036;-38.13080360867914
1739209899.5562088;-38.13080360867914
1739209899.556214;-45.120503652039325
1739209899.5562196;-45.120503652039325
1739209899.5562248;-45.120503652039325
1739209899.55623;-45.120503652039325
1739209899.5562353;-45.120503652039325
1739209899.5562406;-38.13080360867914
1739209899.556246;-38.13080360867914
1739209899.5562513;-38.13080360867914
1739209899.5562565;-45.120503652039325
1739209899.5562618;-45.120503652039325
1739209899.556267;-45.120503652039325
1739209899.5562725;-45.120503652039325
1739209899.5562778;-38.13080360867914
1739209899.556283;-45.120503652039325
1739209899.5562882;-38.13080360867914
1739209899.5562935;-38.13080360867914
1739209899.556299;-45.120503652039325
1739209899.5563042;-38.13080360867914
1739209899.5563095;-33.981070128970906
1739209899.5563147;-38.13080360867914
1739209899.5563202;-45.120503652039325
1739209899.5563254;-38.13080360867914
1739209899.5563307;-38.13080360867914
1739209899.556336;-45.120503652039325
1739209899.5563412;-45.120503652039325
1739209899.5563467;-38.13080360867914
1739209899.556352;-38.13080360867914
1739209899.5563571;-35.57807855764607
1739209899.5563624;-45.120503652039325
1739209899.5563676;-38.13080360867914
1739209899.5563731;-38.13080360867914
1739209899.5563784;-33.981070128970906
1739209899.5563836;-38.13080360867914
1739209899.5563889;-38.13080360867914
1739209899.556394;-28.992665084841942
1739209899.5563996;-33.981070128970906
1739209899.5564048;-38.13080360867914
1739209899.55641;-38.13080360867914
1739209899.5564153;-38.13080360867914
1739209899.5564206;-45.120503652039325
1739209899.556426;-35.57807855764607
1739209899.5564313;-45.120503652039325
1739209899.5564365;-38.13080360867914
1739209899.5564418;-38.13080360867914
1739209899.5564473;-38.13080360867914
1739209899.5564525;-38.13080360867914
1739209899.5564578;-38.13080360867914
1739209899.556463;-45.120503652039325
1739209899.5564682;-38.13080360867914
1739209899.5564737;-38.13080360867914
1739209899.556479;-27.267205301931607
1739209899.5564842;-45.120503652039325
1739209899.5564895;-35.57807855764607
1739209899.5564947;-35.57807855764607
1739209899.5565002;-38.13080360867914
1739209899.5565054;-45.120503652039325
1739209899.5565107;-38.13080360867914
1739209899.556516;-32.816014438256545
1739209899.5565212;-32.81601443825658
1739209899.5565267;-45.120503652039325
1739209899.556532;-45.120503652039325
1739209899.5565372;-38.13080360867914
1739209899.5565424;-38.13080360867914
1739209899.5565476;-45.120503652039325
1739209899.5565531;-45.120503652039325
1739209899.5565584;-45.120503652039325
1739209899.5565636;-38.13080360867914
1739209899.5565689;-45.120503652039325
1739209899.5565743;-45.120503652039325
1739209899.5565796;-38.13080360867914
1739209899.5565848;-38.13080360867914
1739209899.55659;-35.57807855764607
1739209899.5565953;-38.13080360867914
1739209899.5566008;-38.13080360867914
1739209899.556606;-28.992665084841942
1739209899.5566113;-38.13080360867914
1739209899.5566165;-38.13080360867914
1739209899.5566218;-35.57807855764607
1739209899.5566273;-33.981070128970906
1739209899.5566325;-45.120503652039325
1739209899.5566378;-45.120503652039325
1739209899.556643;-45.120503652039325
1739209899.5566483;-33.981070128970956
1739209899.5566537;-45.120503652039325
1739209899.556659;-38.13080360867914
1739209899.5566642;-45.120503652039325
1739209899.5566695;-45.120503652039325
1739209899.5566747;-45.120503652039325
1739209899.5566802;-33.981070128970906
1739209899.5566854;-45.120503652039325
1739209899.5566907;-28.58837851428586
1739209899.556696;-32.816014438256545
1739209899.5567014;-45.120503652039325
1739209899.5567067;-35.57807855764607
1739209899.556712;-38.13080360867914
1739209899.5567172;-45.120503652039325
1739209899.5567224;-38.13080360867914
1739209899.556728;-38.13080360867914
1739209899.5567331;-38.13080360867914
1739209899.5567384;-45.120503652039325
1739209899.5567436;-38.13080360867914
1739209899.5567489;-38.13080360867914
1739209899.5567544;-45.120503652039325
1739209899.5567596;-38.13080360867914
1739209899.5567648;-38.13080360867914
1739209899.55677;-38.13080360867914
1739209899.5567753;-30.49652367304973
1739209899.5567808;-32.816014438256545
1739209899.556786;-45.120503652039325
1739209899.5567913;-45.120503652039325
1739209899.5567966;-45.120503652039325
1739209899.5568018;-45.120503652039325
1739209899.5568073;-45.120503652039325
1739209899.5568125;-38.13080360867914
1739209899.5568178;-38.13080360867914
1739209899.556823;-38.13080360867914
