CAN Message; 0x1d3:0000e6660639f91a
Timestamp;Amplitude
1739209630.2320619;-38.13080360867914
1739209630.2320666;-45.120503652039325
1739209630.2320712;-45.120503652039325
1739209630.232076;-45.120503652039325
1739209630.2320807;-38.13080360867914
1739209630.2320855;-33.981070128970956
1739209630.2320902;-45.120503652039325
1739209630.2320948;-35.57807855764607
1739209630.2320995;-38.13080360867914
1739209630.2321043;-38.13080360867914
1739209630.232109;-45.120503652039325
1739209630.2321138;-38.13080360867914
1739209630.2321186;-38.13080360867914
1739209630.2321231;-28.21854285175415
1739209630.232128;-32.816014438256545
1739209630.2321327;-45.120503652039325
1739209630.2321374;-38.13080360867914
1739209630.2321422;-32.816014438256545
1739209630.2321467;-35.57807855764607
1739209630.2321515;-45.120503652039325
1739209630.2321563;-38.13080360867914
1739209630.232161;-45.120503652039325
1739209630.2321658;-38.13080360867914
1739209630.2321706;-45.120503652039325
1739209630.232175;-45.120503652039325
1739209630.2321799;-38.13080360867914
1739209630.2321846;-38.13080360867914
1739209630.2321885;-45.120503652039325
1739209630.2321925;-45.120503652039325
1739209630.2321963;-45.120503652039325
1739209630.2322004;-45.120503652039325
1739209630.2322042;-38.13080360867914
1739209630.232208;-38.13080360867914
1739209630.232212;-45.120503652039325
1739209630.232216;-45.120503652039325
1739209630.23222;-45.120503652039325
1739209630.2322237;-45.120503652039325
1739209630.2322276;-29.438486411369333
1739209630.2322316;-28.58837851428586
1739209630.2322354;-45.120503652039325
1739209630.2322395;-45.120503652039325
1739209630.2322433;-35.57807855764607
1739209630.232247;-35.57807855764607
1739209630.2322512;-45.120503652039325
1739209630.232255;-35.57807855764607
1739209630.232259;-45.120503652039325
1739209630.2322628;-45.120503652039325
1739209630.2322667;-38.13080360867914
1739209630.2322707;-38.13080360867914
1739209630.2322745;-35.57807855764607
1739209630.2322786;-35.57807855764607
1739209630.2322824;-38.13080360867914
1739209630.2322862;-45.120503652039325
1739209630.2322903;-45.120503652039325
1739209630.232294;-45.120503652039325
1739209630.232298;-38.13080360867914
1739209630.232302;-38.13080360867914
1739209630.2323058;-38.13080360867914
1739209630.2323098;-45.120503652039325
1739209630.2323136;-38.13080360867914
1739209630.2323174;-38.13080360867914
1739209630.2323215;-35.57807855764607
1739209630.2323253;-33.981070128970906
1739209630.2323294;-38.13080360867914
1739209630.2323332;-38.13080360867914
1739209630.232337;-38.13080360867914
1739209630.232341;-38.13080360867914
1739209630.2323449;-45.120503652039325
1739209630.232349;-33.981070128970906
1739209630.2323527;-45.120503652039325
1739209630.2323565;-45.120503652039325
1739209630.2323606;-38.13080360867914
1739209630.2323644;-38.13080360867914
1739209630.2323685;-45.120503652039325
1739209630.2323723;-38.13080360867914
1739209630.232376;-38.13080360867914
1739209630.2323802;-38.13080360867914
1739209630.232384;-38.13080360867914
1739209630.232388;-38.13080360867914
1739209630.2323918;-38.13080360867914
1739209630.2323956;-33.981070128970906
1739209630.2323997;-45.120503652039325
1739209630.2324035;-38.13080360867914
1739209630.2324076;-35.57807855764607
1739209630.2324114;-45.120503652039325
1739209630.2324152;-45.120503652039325
1739209630.2324193;-38.13080360867914
1739209630.232423;-38.13080360867914
1739209630.2324271;-38.13080360867914
1739209630.232431;-45.120503652039325
1739209630.2324347;-38.13080360867914
1739209630.2324388;-45.120503652039325
1739209630.2324426;-38.13080360867914
1739209630.2324467;-45.120503652039325
1739209630.2324505;-38.13080360867914
1739209630.2324543;-38.13080360867914
1739209630.2324584;-33.981070128970906
1739209630.2324622;-45.120503652039325
1739209630.2324662;-45.120503652039325
1739209630.23247;-38.13080360867914
1739209630.2324739;-38.13080360867914
1739209630.232478;-45.120503652039325
1739209630.2324817;-38.13080360867914
1739209630.2324858;-32.816014438256545
1739209630.2324896;-38.13080360867914
1739209630.2324934;-45.120503652039325
1739209630.2324975;-35.57807855764607
1739209630.2325013;-32.816014438256545
1739209630.2325053;-38.13080360867914
1739209630.2325091;-45.120503652039325
1739209630.232513;-45.120503652039325
1739209630.232517;-45.120503652039325
1739209630.2325208;-38.13080360867914
1739209630.2325246;-38.13080360867914
1739209630.2325287;-45.120503652039325
1739209630.2325325;-38.13080360867914
1739209630.2325366;-35.57807855764607
1739209630.2325404;-45.120503652039325
1739209630.2325442;-38.13080360867914
1739209630.2325482;-31.141103565318915
1739209630.232552;-35.57807855764607
1739209630.232556;-38.13080360867914
1739209630.23256;-38.13080360867914
1739209630.2325637;-33.981070128970906
1739209630.2325678;-33.981070128970906
1739209630.2325716;-45.120503652039325
1739209630.2325757;-45.120503652039325
1739209630.2325795;-38.13080360867914
1739209630.2325833;-45.120503652039325
1739209630.2325873;-45.120503652039325
1739209630.2325912;-38.13080360867914
1739209630.2325952;-38.13080360867914
1739209630.232599;-38.13080360867914
1739209630.2326028;-38.13080360867914
1739209630.232607;-45.120503652039325
1739209630.2326107;-45.120503652039325
1739209630.2326148;-45.120503652039325
1739209630.2326186;-45.120503652039325
1739209630.2326224;-38.13080360867914
1739209630.2326264;-38.13080360867914
1739209630.2326303;-45.120503652039325
1739209630.2326343;-45.120503652039325
1739209630.2326381;-38.13080360867914
1739209630.232642;-33.981070128970906
1739209630.232646;-45.120503652039325
1739209630.2326498;-45.120503652039325
1739209630.2326539;-38.13080360867914
1739209630.2326577;-45.120503652039325
1739209630.2326615;-45.120503652039325
1739209630.2326655;-45.120503652039325
1739209630.2326694;-35.57807855764607
1739209630.2326734;-28.992665084841967
1739209630.2326772;-38.13080360867914
1739209630.232681;-38.13080360867914
1739209630.232685;-38.13080360867914
1739209630.232689;-45.120503652039325
1739209630.232693;-38.13080360867914
1739209630.2326968;-45.120503652039325
1739209630.2327006;-38.13080360867914
1739209630.2327046;-26.991370085610722
1739209630.2327085;-45.120503652039325
1739209630.2327125;-38.13080360867914
1739209630.2327163;-38.13080360867914
1739209630.2327201;-38.13080360867914
1739209630.2327242;-45.120503652039325
1739209630.232728;-35.57807855764607
1739209630.232732;-38.13080360867914
1739209630.2327359;-31.141103565318943
1739209630.2327397;-45.120503652039325
1739209630.2327437;-45.120503652039325
1739209630.2327476;-45.120503652039325
1739209630.2327514;-45.120503652039325
1739209630.2327554;-38.13080360867914
1739209630.2327592;-45.120503652039325
1739209630.2327633;-38.13080360867914
1739209630.232767;-32.816014438256545
1739209630.232771;-38.13080360867914
1739209630.232775;-38.13080360867914
1739209630.2327788;-33.981070128970906
1739209630.2327828;-33.981070128970906
1739209630.2327867;-45.120503652039325
1739209630.2327905;-45.120503652039325
1739209630.2327945;-45.120503652039325
1739209630.2327983;-45.120503652039325
1739209630.2328024;-38.13080360867914
1739209630.2328062;-38.13080360867914
1739209630.23281;-45.120503652039325
1739209630.232814;-45.120503652039325
1739209630.232818;-45.120503652039325
1739209630.232822;-38.13080360867914
1739209630.2328258;-38.13080360867914
1739209630.2328296;-45.120503652039325
1739209630.2328336;-38.13080360867914
1739209630.2328374;-45.120503652039325
1739209630.2328415;-45.120503652039325
1739209630.2328453;-45.120503652039325
1739209630.2328491;-45.120503652039325
1739209630.2328532;-45.120503652039325
1739209630.232857;-38.13080360867914
1739209630.232861;-31.141103565318893
1739209630.2328649;-35.57807855764607
1739209630.2328687;-45.120503652039325
1739209630.2328727;-45.120503652039325
1739209630.2328765;-35.57807855764607
1739209630.2328806;-35.57807855764607
1739209630.2328844;-45.120503652039325
1739209630.2328882;-38.13080360867914
1739209630.2328923;-38.13080360867914
1739209630.232896;-45.120503652039325
1739209630.2329001;-45.120503652039325
1739209630.232904;-45.120503652039325
1739209630.2329078;-45.120503652039325
1739209630.2329118;-45.120503652039325
1739209630.2329156;-45.120503652039325
1739209630.2329197;-45.120503652039325
1739209630.2329235;-31.141103565318893
1739209630.2329273;-32.816014438256545
1739209630.2329314;-45.120503652039325
1739209630.2329352;-38.13080360867914
1739209630.2329392;-38.13080360867914
1739209630.232943;-45.120503652039325
1739209630.2329469;-45.120503652039325
1739209630.232951;-38.13080360867914
1739209630.2329547;-45.120503652039325
1739209630.2329588;-45.120503652039325
1739209630.2329626;-38.13080360867914
1739209630.2329664;-38.13080360867914
1739209630.2329705;-45.120503652039325
1739209630.2329743;-33.981070128970906
1739209630.232978;-45.120503652039325
1739209630.2329822;-38.13080360867914
1739209630.232986;-35.57807855764607
1739209630.23299;-38.13080360867914
1739209630.2329938;-38.13080360867914
1739209630.2329977;-35.57807855764607
1739209630.2330017;-45.120503652039325
1739209630.2330055;-38.13080360867914
1739209630.2330096;-45.120503652039325
1739209630.2330134;-45.120503652039325
1739209630.2330172;-30.49652367304973
1739209630.2330213;-32.816014438256545
1739209630.233025;-45.120503652039325
1739209630.2330291;-45.120503652039325
1739209630.233033;-35.57807855764607
1739209630.2330368;-35.57807855764607
1739209630.2330408;-45.120503652039325
1739209630.2330446;-38.13080360867914
1739209630.2330487;-45.120503652039325
1739209630.2330525;-45.120503652039325
1739209630.2330563;-38.13080360867914
1739209630.2330604;-38.13080360867914
1739209630.2330642;-45.120503652039325
1739209630.2330682;-38.13080360867914
1739209630.233072;-45.120503652039325
1739209630.2330759;-38.13080360867914
1739209630.23308;-35.57807855764607
1739209630.2330837;-35.57807855764607
1739209630.2330878;-45.120503652039325
1739209630.2330916;-33.981070128970906
1739209630.2330954;-45.120503652039325
1739209630.2330995;-33.981070128970906
1739209630.2331033;-45.120503652039325
1739209630.2331073;-38.13080360867914
1739209630.2331111;-33.981070128970906
1739209630.233115;-45.120503652039325
1739209630.233119;-45.120503652039325
1739209630.2331228;-45.120503652039325
1739209630.2331269;-35.57807855764607
1739209630.2331307;-35.57807855764607
1739209630.2331345;-45.120503652039325
1739209630.2331386;-45.120503652039325
1739209630.2331424;-35.57807855764607
1739209630.2331464;-38.13080360867914
1739209630.2331502;-45.120503652039325
1739209630.233154;-38.13080360867914
1739209630.233158;-38.13080360867914
1739209630.233162;-45.120503652039325
1739209630.233166;-45.120503652039325
1739209630.2331698;-38.13080360867914
1739209630.2331736;-45.120503652039325
1739209630.2331777;-38.13080360867914
1739209630.2331815;-45.120503652039325
1739209630.2331853;-45.120503652039325
1739209630.2331893;-38.13080360867914
1739209630.2331932;-35.57807855764607
1739209630.2331972;-45.120503652039325
1739209630.233201;-38.13080360867914
1739209630.2332048;-33.981070128970906
1739209630.233209;-33.981070128970906
1739209630.2332127;-38.13080360867914
1739209630.2332168;-45.120503652039325
1739209630.2332206;-32.816014438256545
1739209630.2332244;-38.13080360867914
1739209630.2332284;-38.13080360867914
1739209630.2332323;-38.13080360867914
1739209630.2332363;-35.57807855764607
1739209630.2332401;-35.57807855764607
1739209630.233244;-38.13080360867914
1739209630.233248;-33.981070128970906
1739209630.2332518;-33.981070128970906
1739209630.2332559;-38.13080360867914
1739209630.2332597;-45.120503652039325
1739209630.2332635;-38.13080360867914
1739209630.2332675;-35.57807855764607
1739209630.2332714;-38.13080360867914
1739209630.2332754;-35.57807855764607
1739209630.2332792;-45.120503652039325
1739209630.233283;-45.120503652039325
1739209630.233287;-33.981070128970906
1739209630.233291;-45.120503652039325
1739209630.233295;-45.120503652039325
1739209630.2332988;-45.120503652039325
1739209630.2333026;-38.13080360867914
1739209630.2333066;-38.13080360867914
1739209630.2333105;-38.13080360867914
1739209630.2333145;-45.120503652039325
1739209630.2333183;-38.13080360867914
1739209630.2333221;-38.13080360867914
1739209630.2333262;-38.13080360867914
1739209630.23333;-38.13080360867914
1739209630.233334;-32.816014438256545
1739209630.2333379;-28.992665084841942
1739209630.2333417;-45.120503652039325
1739209630.2333457;-38.13080360867914
1739209630.2333496;-35.57807855764607
1739209630.2333536;-45.120503652039325
1739209630.2333574;-45.120503652039325
1739209630.2333612;-33.981070128970906
1739209630.2333653;-38.13080360867914
1739209630.233369;-35.57807855764607
1739209630.2333732;-38.13080360867914
1739209630.233377;-35.57807855764607
1739209630.2333808;-33.981070128970906
1739209630.2333848;-45.120503652039325
1739209630.2333887;-38.13080360867914
1739209630.2333927;-32.816014438256545
1739209630.2333965;-38.13080360867914
1739209630.2334003;-45.120503652039325
1739209630.2334044;-45.120503652039325
1739209630.2334082;-32.816014438256545
1739209630.233412;-38.13080360867914
1739209630.233416;-45.120503652039325
1739209630.23342;-38.13080360867914
1739209630.233424;-35.57807855764607
1739209630.2334278;-38.13080360867914
1739209630.2334316;-28.58837851428586
1739209630.2334356;-45.120503652039325
1739209630.2334394;-38.13080360867914
1739209630.2334435;-35.57807855764607
1739209630.2334473;-38.13080360867914
1739209630.2334511;-45.120503652039325
1739209630.2334552;-32.816014438256545
1739209630.233459;-33.981070128970906
1739209630.233463;-31.141103565318943
1739209630.2334669;-45.120503652039325
1739209630.2334707;-45.120503652039325
1739209630.2334747;-45.120503652039325
1739209630.2334785;-45.120503652039325
1739209630.2334826;-38.13080360867914
1739209630.2334864;-45.120503652039325
1739209630.2334902;-35.57807855764607
1739209630.2334943;-31.141103565318893
1739209630.233498;-32.816014438256545
1739209630.2335021;-33.981070128970906
1739209630.233506;-35.57807855764607
1739209630.2335098;-45.120503652039325
1739209630.2335138;-38.13080360867914
1739209630.2335176;-38.13080360867914
1739209630.2335217;-45.120503652039325
1739209630.2335255;-45.120503652039325
1739209630.2335293;-38.13080360867914
1739209630.2335334;-38.13080360867914
1739209630.2335372;-38.13080360867914
1739209630.2335413;-35.57807855764607
1739209630.233545;-45.120503652039325
1739209630.2335489;-35.57807855764607
1739209630.233553;-38.13080360867914
1739209630.2335567;-38.13080360867914
1739209630.2335608;-38.13080360867914
1739209630.2335646;-38.13080360867914
1739209630.2335684;-45.120503652039325
1739209630.2335725;-45.120503652039325
1739209630.2335763;-35.57807855764607
1739209630.2335804;-33.981070128970906
1739209630.2335842;-33.981070128970906
1739209630.233588;-45.120503652039325
1739209630.233592;-45.120503652039325
1739209630.2335958;-45.120503652039325
1739209630.2336;-45.120503652039325
1739209630.2336037;-45.120503652039325
1739209630.2336075;-45.120503652039325
1739209630.2336116;-45.120503652039325
1739209630.2336154;-45.120503652039325
1739209630.2336195;-45.120503652039325
1739209630.2336233;-45.120503652039325
1739209630.233627;-33.981070128970906
1739209630.2336311;-38.13080360867914
1739209630.233635;-38.13080360867914
1739209630.2336388;-33.981070128970906
1739209630.2336428;-45.120503652039325
1739209630.2336466;-45.120503652039325
1739209630.2336507;-35.57807855764607
1739209630.2336545;-38.13080360867914
1739209630.2336583;-45.120503652039325
1739209630.2336624;-35.57807855764607
1739209630.2336662;-38.13080360867914
1739209630.2336702;-45.120503652039325
1739209630.233674;-38.13080360867914
1739209630.2336779;-38.13080360867914
1739209630.233682;-45.120503652039325
1739209630.2336857;-45.120503652039325
1739209630.2336898;-35.57807855764607
1739209630.2336936;-38.13080360867914
1739209630.2336974;-45.120503652039325
1739209630.2337015;-38.13080360867914
1739209630.2337053;-35.57807855764607
1739209630.2337093;-45.120503652039325
1739209630.2337132;-35.57807855764607
1739209630.233717;-38.13080360867914
1739209630.233721;-35.57807855764607
1739209630.2337248;-35.57807855764607
1739209630.233729;-45.120503652039325
1739209630.2337327;-45.120503652039325
1739209630.2337365;-38.13080360867914
1739209630.2337406;-45.120503652039325
1739209630.2337444;-45.120503652039325
1739209630.2337484;-38.13080360867914
1739209630.2337523;-38.13080360867914
1739209630.233756;-45.120503652039325
1739209630.23376;-38.13080360867914
1739209630.233764;-33.981070128970906
1739209630.233768;-45.120503652039325
1739209630.2337718;-38.13080360867914
1739209630.2337756;-45.120503652039325
1739209630.2337797;-33.981070128970906
1739209630.2337835;-35.57807855764607
1739209630.2337875;-45.120503652039325
1739209630.2337914;-45.120503652039325
1739209630.2337952;-45.120503652039325
1739209630.2337992;-38.13080360867914
1739209630.233803;-45.120503652039325
1739209630.233807;-38.13080360867914
1739209630.233811;-33.981070128970906
1739209630.2338147;-45.120503652039325
1739209630.2338188;-38.13080360867914
1739209630.2338226;-38.13080360867914
1739209630.2338266;-45.120503652039325
1739209630.2338305;-38.13080360867914
1739209630.2338343;-38.13080360867914
1739209630.2338383;-35.57807855764607
1739209630.2338421;-38.13080360867914
1739209630.2338462;-35.57807855764607
1739209630.23385;-45.120503652039325
1739209630.2338538;-38.13080360867914
1739209630.2338579;-31.141103565318915
1739209630.2338617;-38.13080360867914
1739209630.2338655;-38.13080360867914
1739209630.2338696;-32.816014438256545
1739209630.2338734;-33.981070128970906
1739209630.2338774;-45.120503652039325
1739209630.2338812;-38.13080360867914
1739209630.233885;-35.57807855764607
1739209630.233889;-33.981070128970906
1739209630.233893;-45.120503652039325
1739209630.233897;-38.13080360867914
1739209630.2339008;-45.120503652039325
1739209630.2339046;-38.13080360867914
1739209630.2339087;-38.13080360867914
1739209630.2339125;-45.120503652039325
1739209630.2339165;-33.981070128970906
1739209630.2339203;-33.981070128970906
1739209630.2339242;-45.120503652039325
1739209630.2339282;-45.120503652039325
1739209630.233932;-38.13080360867914
1739209630.233936;-28.992665084841942
1739209630.23394;-33.981070128970906
1739209630.2339437;-33.981070128970906
1739209630.2339478;-33.981070128970906
1739209630.2339516;-38.13080360867914
1739209630.2339556;-45.120503652039325
1739209630.2339594;-38.13080360867914
1739209630.2339633;-35.57807855764607
1739209630.2339673;-31.141103565318915
1739209630.233971;-31.141103565318915
1739209630.2339752;-45.120503652039325
1739209630.233979;-45.120503652039325
1739209630.2339828;-38.13080360867914
1739209630.2339869;-45.120503652039325
1739209630.2339907;-45.120503652039325
1739209630.2339947;-45.120503652039325
1739209630.2339985;-30.49652367304973
1739209630.2340024;-33.981070128970906
1739209630.2340064;-38.13080360867914
1739209630.2340102;-35.57807855764607
1739209630.2340143;-31.141103565318915
1739209630.234018;-45.120503652039325
1739209630.234022;-38.13080360867914
1739209630.234026;-35.57807855764607
1739209630.2340298;-33.981070128970906
1739209630.2340338;-33.981070128970906
1739209630.2340376;-45.120503652039325
1739209630.2340415;-45.120503652039325
1739209630.2340455;-38.13080360867914
1739209630.2340493;-45.120503652039325
1739209630.2340534;-38.13080360867914
1739209630.2340572;-38.13080360867914
1739209630.234061;-38.13080360867914
1739209630.234065;-38.13080360867914
1739209630.2340689;-38.13080360867914
1739209630.234073;-38.13080360867914
1739209630.2340767;-33.981070128970906
1739209630.2340806;-45.120503652039325
1739209630.2340846;-45.120503652039325
1739209630.2340884;-32.816014438256545
1739209630.2340922;-45.120503652039325
1739209630.2340963;-45.120503652039325
1739209630.2341;-38.13080360867914
1739209630.2341042;-38.13080360867914
1739209630.234108;-38.13080360867914
1739209630.2341118;-38.13080360867914
1739209630.2341158;-38.13080360867914
1739209630.2341197;-45.120503652039325
1739209630.2341237;-31.141103565318915
1739209630.2341275;-28.992665084841942
1739209630.2341313;-45.120503652039325
1739209630.2341354;-45.120503652039325
1739209630.2341392;-38.13080360867914
1739209630.2341433;-38.13080360867914
1739209630.234147;-38.13080360867914
1739209630.234151;-35.57807855764607
1739209630.234155;-45.120503652039325
1739209630.2341588;-33.981070128970956
1739209630.2341628;-35.57807855764607
1739209630.2341666;-45.120503652039325
1739209630.2341704;-45.120503652039325
1739209630.2341745;-38.13080360867914
1739209630.2341783;-35.57807855764607
1739209630.2341824;-45.120503652039325
1739209630.2341862;-38.13080360867914
1739209630.23419;-26.991370085610722
1739209630.234194;-38.13080360867914
1739209630.2341979;-38.13080360867914
1739209630.234202;-38.13080360867914
1739209630.2342057;-45.120503652039325
1739209630.2342095;-38.13080360867914
1739209630.2342136;-45.120503652039325
1739209630.2342174;-45.120503652039325
1739209630.2342215;-45.120503652039325
1739209630.2342253;-45.120503652039325
1739209630.234229;-45.120503652039325
1739209630.2342331;-45.120503652039325
1739209630.234237;-35.57807855764607
1739209630.234241;-38.13080360867914
1739209630.2342448;-45.120503652039325
1739209630.2342486;-45.120503652039325
1739209630.2342527;-32.816014438256545
1739209630.2342565;-38.13080360867914
1739209630.2342606;-45.120503652039325
1739209630.2342644;-38.13080360867914
1739209630.2342682;-38.13080360867914
1739209630.2342722;-38.13080360867914
1739209630.234276;-45.120503652039325
1739209630.23428;-45.120503652039325
1739209630.234284;-45.120503652039325
1739209630.2342877;-45.120503652039325
1739209630.2342918;-45.120503652039325
1739209630.2342956;-45.120503652039325
1739209630.2342994;-29.438486411369333
1739209630.2343035;-35.57807855764607
1739209630.2343073;-38.13080360867914
1739209630.2343113;-45.120503652039325
1739209630.2343152;-32.816014438256545
1739209630.234319;-38.13080360867914
1739209630.234323;-38.13080360867914
1739209630.2343268;-45.120503652039325
1739209630.234331;-38.13080360867914
1739209630.2343347;-33.981070128970906
1739209630.2343385;-45.120503652039325
1739209630.2343426;-45.120503652039325
1739209630.2343464;-45.120503652039325
1739209630.2343504;-38.13080360867914
1739209630.2343543;-45.120503652039325
1739209630.234358;-38.13080360867914
1739209630.2343621;-35.57807855764607
1739209630.234366;-38.13080360867914
1739209630.23437;-45.120503652039325
1739209630.2343738;-38.13080360867914
1739209630.2343776;-38.13080360867914
1739209630.2343817;-38.13080360867914
1739209630.2343855;-45.120503652039325
1739209630.2343895;-38.13080360867914
1739209630.2343934;-38.13080360867914
1739209630.2343972;-33.981070128970906
1739209630.2344012;-45.120503652039325
1739209630.234405;-45.120503652039325
1739209630.234409;-31.141103565318893
1739209630.234413;-35.57807855764607
1739209630.2344167;-45.120503652039325
1739209630.2344208;-45.120503652039325
1739209630.2344246;-32.816014438256545
1739209630.2344286;-38.13080360867914
1739209630.2344325;-45.120503652039325
1739209630.2344363;-38.13080360867914
1739209630.2344403;-38.13080360867914
1739209630.2344441;-45.120503652039325
1739209630.2344482;-38.13080360867914
1739209630.234452;-45.120503652039325
1739209630.2344558;-45.120503652039325
1739209630.2344599;-33.981070128970906
1739209630.2344637;-45.120503652039325
1739209630.2344677;-45.120503652039325
1739209630.2344716;-32.816014438256545
1739209630.2344754;-35.57807855764607
1739209630.2344794;-45.120503652039325
1739209630.2344832;-38.13080360867914
1739209630.2344873;-35.57807855764607
1739209630.234491;-38.13080360867914
1739209630.234495;-45.120503652039325
1739209630.234499;-45.120503652039325
1739209630.2345028;-45.120503652039325
1739209630.2345068;-45.120503652039325
1739209630.2345107;-45.120503652039325
1739209630.2345145;-45.120503652039325
1739209630.2345185;-45.120503652039325
1739209630.2345223;-38.13080360867914
1739209630.2345262;-45.120503652039325
1739209630.2345302;-38.13080360867914
1739209630.234534;-35.57807855764607
1739209630.234538;-38.13080360867914
1739209630.234542;-35.57807855764607
1739209630.2345457;-38.13080360867914
1739209630.2345498;-45.120503652039325
1739209630.2345536;-35.57807855764607
1739209630.2345576;-45.120503652039325
1739209630.2345614;-45.120503652039325
1739209630.2345653;-38.13080360867914
1739209630.2345693;-45.120503652039325
1739209630.2345731;-35.57807855764607
1739209630.2345772;-38.13080360867914
1739209630.234581;-38.13080360867914
1739209630.2345848;-35.57807855764607
1739209630.2345889;-38.13080360867914
1739209630.2345927;-38.13080360867914
1739209630.2345967;-45.120503652039325
1739209630.2346005;-38.13080360867914
1739209630.2346044;-38.13080360867914
1739209630.2346084;-38.13080360867914
1739209630.2346122;-45.120503652039325
1739209630.2346163;-45.120503652039325
1739209630.23462;-38.13080360867914
1739209630.234624;-45.120503652039325
1739209630.234628;-45.120503652039325
1739209630.2346318;-33.981070128970906
1739209630.2346358;-38.13080360867914
1739209630.2346396;-45.120503652039325
1739209630.2346435;-35.57807855764607
1739209630.2346475;-32.816014438256545
1739209630.2346513;-45.120503652039325
1739209630.2346554;-45.120503652039325
1739209630.2346592;-33.981070128970906
1739209630.234663;-33.981070128970906
1739209630.234667;-38.13080360867914
1739209630.2346709;-45.120503652039325
1739209630.234675;-35.57807855764607
1739209630.2346787;-33.981070128970906
1739209630.2346826;-38.13080360867914
1739209630.2346866;-38.13080360867914
1739209630.2346904;-45.120503652039325
1739209630.2346945;-45.120503652039325
1739209630.2346983;-35.57807855764607
1739209630.234702;-38.13080360867914
1739209630.2347062;-45.120503652039325
1739209630.23471;-38.13080360867914
1739209630.234714;-45.120503652039325
1739209630.2347178;-45.120503652039325
1739209630.2347217;-45.120503652039325
1739209630.2347257;-33.981070128970906
1739209630.2347295;-31.141103565318915
1739209630.2347336;-38.13080360867914
1739209630.2347374;-45.120503652039325
1739209630.2347412;-38.13080360867914
1739209630.2347453;-45.120503652039325
1739209630.234749;-45.120503652039325
1739209630.234753;-38.13080360867914
1739209630.234757;-33.981070128970906
1739209630.2347608;-32.81601443825658
1739209630.2347648;-38.13080360867914
1739209630.2347686;-45.120503652039325
1739209630.2347724;-45.120503652039325
1739209630.2347765;-38.13080360867914
1739209630.2347803;-38.13080360867914
1739209630.2347844;-38.13080360867914
1739209630.2347882;-33.981070128970906
1739209630.234792;-31.141103565318915
1739209630.234796;-35.57807855764607
1739209630.2347999;-45.120503652039325
1739209630.234804;-38.13080360867914
1739209630.2348077;-38.13080360867914
1739209630.2348115;-45.120503652039325
1739209630.2348156;-45.120503652039325
1739209630.2348194;-38.13080360867914
1739209630.2348235;-38.13080360867914
1739209630.2348273;-45.120503652039325
1739209630.234831;-35.57807855764607
1739209630.2348351;-38.13080360867914
1739209630.234839;-38.13080360867914
1739209630.234843;-45.120503652039325
1739209630.2348468;-45.120503652039325
1739209630.2348506;-45.120503652039325
1739209630.2348547;-32.81601443825658
1739209630.2348585;-33.981070128970906
1739209630.2348626;-45.120503652039325
1739209630.2348664;-45.120503652039325
1739209630.2348702;-45.120503652039325
1739209630.2348742;-35.57807855764607
1739209630.234878;-45.120503652039325
1739209630.234882;-33.981070128970906
1739209630.234886;-27.267205301931607
1739209630.2348897;-45.120503652039325
1739209630.2348938;-45.120503652039325
1739209630.2348976;-38.13080360867914
1739209630.2349017;-38.13080360867914
1739209630.2349055;-45.120503652039325
1739209630.2349093;-45.120503652039325
1739209630.2349133;-45.120503652039325
1739209630.2349172;-35.57807855764607
1739209630.2349212;-38.13080360867914
1739209630.234925;-45.120503652039325
1739209630.2349288;-38.13080360867914
1739209630.234933;-35.57807855764607
1739209630.2349367;-38.13080360867914
1739209630.2349408;-45.120503652039325
1739209630.2349446;-38.13080360867914
1739209630.2349484;-35.57807855764607
1739209630.2349524;-38.13080360867914
1739209630.2349563;-45.120503652039325
1739209630.2349603;-45.120503652039325
1739209630.2349641;-45.120503652039325
1739209630.234968;-45.120503652039325
1739209630.234972;-45.120503652039325
1739209630.2349758;-45.120503652039325
1739209630.2349796;-45.120503652039325
1739209630.2349837;-45.120503652039325
1739209630.2349875;-38.13080360867914
1739209630.2349916;-38.13080360867914
1739209630.2349954;-35.57807855764607
1739209630.2349992;-45.120503652039325
1739209630.2350032;-45.120503652039325
1739209630.235007;-45.120503652039325
1739209630.235011;-45.120503652039325
1739209630.235015;-38.13080360867914
1739209630.2350187;-45.120503652039325
1739209630.2350228;-45.120503652039325
1739209630.2350266;-45.120503652039325
1739209630.2350307;-38.13080360867914
1739209630.2350345;-35.57807855764607
1739209630.2350383;-38.13080360867914
1739209630.2350423;-32.816014438256545
1739209630.2350461;-38.13080360867914
1739209630.2350502;-38.13080360867914
1739209630.235054;-38.13080360867914
1739209630.2350578;-38.13080360867914
1739209630.235062;-45.120503652039325
1739209630.2350657;-45.120503652039325
1739209630.2350698;-38.13080360867914
1739209630.2350736;-45.120503652039325
1739209630.2350774;-38.13080360867914
1739209630.2350814;-38.13080360867914
1739209630.2350852;-38.13080360867914
1739209630.2350893;-45.120503652039325
1739209630.235093;-38.13080360867914
1739209630.235097;-32.816014438256545
1739209630.235101;-38.13080360867914
1739209630.2351048;-45.120503652039325
1739209630.2351089;-38.13080360867914
1739209630.2351127;-38.13080360867914
1739209630.2351165;-35.57807855764607
1739209630.2351205;-38.13080360867914
1739209630.2351243;-38.13080360867914
1739209630.2351284;-45.120503652039325
1739209630.2351322;-45.120503652039325
1739209630.235136;-45.120503652039325
1739209630.23514;-45.120503652039325
1739209630.235144;-32.816014438256545
1739209630.235148;-38.13080360867914
1739209630.2351518;-38.13080360867914
