CAN Message; 0x1d3:000097f37f8f083a
1739209756.9589572;-38.13080360867914
1739209756.9589615;-45.120503652039325
1739209756.9589658;-31.141103565318915
1739209756.95897;-32.816014438256545
1739209756.9589746;-38.13080360867914
1739209756.958979;-32.816014438256545
1739209756.9589832;-32.816014438256545
1739209756.9589877;-45.120503652039325
1739209756.958992;-45.120503652039325
1739209756.9589963;-38.13080360867914
1739209756.9590006;-38.13080360867914
1739209756.959005;-45.120503652039325
1739209756.9590094;-38.13080360867914
1739209756.9590137;-38.13080360867914
1739209756.959018;-45.120503652039325
1739209756.9590225;-45.120503652039325
1739209756.9590268;-45.120503652039325
1739209756.959031;-35.57807855764607
1739209756.9590354;-35.57807855764607
1739209756.95904;-45.120503652039325
1739209756.9590442;-38.13080360867914
1739209756.9590485;-38.13080360867914
1739209756.9590528;-45.120503652039325
1739209756.9590573;-45.120503652039325
1739209756.9590616;-38.13080360867914
1739209756.959066;-38.13080360867914
1739209756.9590702;-45.120503652039325
1739209756.9590747;-38.13080360867914
1739209756.959079;-38.13080360867914
1739209756.9590833;-45.120503652039325
1739209756.9590878;-38.13080360867914
1739209756.9590921;-38.13080360867914
1739209756.9590964;-38.13080360867914
1739209756.9591007;-35.57807855764607
1739209756.9591053;-38.13080360867914
1739209756.9591095;-38.13080360867914
1739209756.9591138;-33.981070128970906
1739209756.9591181;-45.120503652039325
1739209756.9591227;-33.981070128970906
1739209756.959127;-38.13080360867914
1739209756.9591312;-45.120503652039325
1739209756.9591355;-38.13080360867914
1739209756.95914;-38.13080360867914
1739209756.9591444;-38.13080360867914
1739209756.9591486;-45.120503652039325
1739209756.959153;-45.120503652039325
1739209756.9591575;-33.981070128970906
1739209756.9591618;-38.13080360867914
1739209756.959166;-45.120503652039325
1739209756.9591706;-45.120503652039325
1739209756.9591749;-45.120503652039325
1739209756.9591792;-45.120503652039325
1739209756.9591835;-38.13080360867914
1739209756.959188;-45.120503652039325
1739209756.9591923;-31.141103565318915
1739209756.9591966;-31.141103565318915
1739209756.9592009;-38.13080360867914
1739209756.9592054;-45.120503652039325
1739209756.9592097;-38.13080360867914
1739209756.959214;-38.13080360867914
1739209756.9592183;-33.981070128970906
1739209756.9592228;-45.120503652039325
1739209756.959227;-38.13080360867914
1739209756.9592314;-38.13080360867914
1739209756.9592357;-35.57807855764607
1739209756.9592402;-45.120503652039325
1739209756.9592445;-45.120503652039325
1739209756.9592488;-33.981070128970906
1739209756.9592533;-45.120503652039325
1739209756.9592576;-45.120503652039325
1739209756.959262;-45.120503652039325
1739209756.9592662;-38.13080360867914
1739209756.9592707;-32.816014438256545
1739209756.959275;-45.120503652039325
1739209756.9592793;-45.120503652039325
1739209756.9592836;-35.57807855764607
1739209756.9592881;-33.981070128970906
1739209756.9592924;-38.13080360867914
1739209756.9592967;-31.141103565318915
1739209756.959301;-28.992665084841942
1739209756.9593055;-45.120503652039325
1739209756.9593098;-45.120503652039325
1739209756.959314;-38.13080360867914
1739209756.9593184;-38.13080360867914
1739209756.959323;-38.13080360867914
1739209756.9593272;-45.120503652039325
1739209756.9593315;-45.120503652039325
1739209756.959336;-33.981070128970906
1739209756.9593403;-33.981070128970906
1739209756.9593446;-45.120503652039325
1739209756.959349;-45.120503652039325
1739209756.9593534;-38.13080360867914
1739209756.9593577;-38.13080360867914
1739209756.959362;-45.120503652039325
1739209756.9593663;-45.120503652039325
1739209756.9593709;-45.120503652039325
1739209756.9593751;-38.13080360867914
1739209756.9593794;-38.13080360867914
1739209756.9593837;-45.120503652039325
1739209756.9593883;-38.13080360867914
1739209756.9593925;-38.13080360867914
1739209756.9593968;-35.57807855764607
1739209756.9594011;-32.816014438256545
1739209756.9594057;-33.981070128970906
1739209756.95941;-45.120503652039325
1739209756.9594142;-38.13080360867914
1739209756.9594188;-35.57807855764607
1739209756.959423;-45.120503652039325
1739209756.9594274;-45.120503652039325
1739209756.9594316;-38.13080360867914
1739209756.9594362;-38.13080360867914
1739209756.9594405;-45.120503652039325
1739209756.9594448;-38.13080360867914
1739209756.959449;-32.816014438256545
1739209756.9594536;-35.57807855764607
1739209756.9594579;-45.120503652039325
1739209756.9594622;-38.13080360867914
1739209756.9594665;-38.13080360867914
1739209756.959471;-45.120503652039325
1739209756.9594753;-38.13080360867914
1739209756.9594796;-45.120503652039325
1739209756.9594839;-35.57807855764607
1739209756.9594884;-38.13080360867914
1739209756.9594927;-45.120503652039325
1739209756.959497;-38.13080360867914
1739209756.9595015;-38.13080360867914
1739209756.9595058;-32.816014438256545
1739209756.95951;-45.120503652039325
1739209756.9595144;-45.120503652039325
1739209756.959519;-35.57807855764607
1739209756.9595232;-38.13080360867914
1739209756.9595275;-38.13080360867914
1739209756.9595318;-45.120503652039325
1739209756.9595363;-38.13080360867914
1739209756.9595406;-38.13080360867914
1739209756.959545;-32.816014438256545
1739209756.9595492;-30.49652367304973
1739209756.9595537;-45.120503652039325
1739209756.959558;-45.120503652039325
1739209756.9595623;-38.13080360867914
1739209756.9595666;-38.13080360867914
1739209756.9595711;-45.120503652039325
1739209756.9595754;-45.120503652039325
1739209756.9595797;-45.120503652039325
1739209756.959584;-45.120503652039325
1739209756.9595885;-45.120503652039325
1739209756.9595928;-45.120503652039325
1739209756.959597;-33.981070128970906
1739209756.9596016;-38.13080360867914
1739209756.959606;-38.13080360867914
1739209756.9596102;-38.13080360867914
1739209756.9596145;-32.816014438256545
1739209756.959619;-38.13080360867914
1739209756.9596233;-45.120503652039325
1739209756.9596276;-45.120503652039325
1739209756.959632;-31.141103565318893
1739209756.9596364;-30.49652367304973
1739209756.9596407;-45.120503652039325
1739209756.959645;-38.13080360867914
1739209756.9596493;-35.57807855764607
1739209756.9596539;-33.981070128970906
1739209756.9596581;-45.120503652039325
1739209756.9596624;-45.120503652039325
1739209756.9596667;-45.120503652039325
1739209756.9596713;-33.981070128970906
1739209756.9596756;-45.120503652039325
1739209756.9596798;-38.13080360867914
1739209756.9596844;-38.13080360867914
1739209756.9596887;-38.13080360867914
1739209756.959693;-45.120503652039325
1739209756.9596972;-38.13080360867914
1739209756.9597018;-33.981070128970906
1739209756.959706;-45.120503652039325
1739209756.9597104;-38.13080360867914
1739209756.9597147;-45.120503652039325
1739209756.9597192;-32.816014438256545
1739209756.9597235;-28.58837851428586
1739209756.9597278;-45.120503652039325
1739209756.959732;-38.13080360867914
1739209756.9597366;-32.816014438256545
1739209756.9597409;-35.57807855764607
1739209756.9597452;-38.13080360867914
1739209756.9597495;-38.13080360867914
1739209756.959754;-38.13080360867914
1739209756.9597583;-32.816014438256545
1739209756.9597626;-45.120503652039325
1739209756.959767;-45.120503652039325
1739209756.9597714;-38.13080360867914
1739209756.9597757;-35.57807855764607
1739209756.95978;-38.13080360867914
1739209756.9597845;-38.13080360867914
1739209756.9597888;-45.120503652039325
1739209756.959793;-33.981070128970956
1739209756.9597974;-45.120503652039325
1739209756.959802;-45.120503652039325
1739209756.9598062;-45.120503652039325
1739209756.9598105;-45.120503652039325
1739209756.9598148;-35.57807855764607
1739209756.9598193;-38.13080360867914
1739209756.9598236;-35.57807855764607
1739209756.959828;-33.981070128970906
1739209756.9598322;-33.981070128970906
1739209756.9598367;-32.816014438256545
1739209756.959841;-38.13080360867914
1739209756.9598453;-38.13080360867914
1739209756.9598498;-45.120503652039325
1739209756.9598541;-45.120503652039325
1739209756.9598584;-45.120503652039325
1739209756.9598627;-38.13080360867914
1739209756.9598672;-38.13080360867914
1739209756.9598715;-38.13080360867914
1739209756.9598758;-35.57807855764607
1739209756.95988;-33.981070128970906
1739209756.9598846;-45.120503652039325
1739209756.959889;-38.13080360867914
1739209756.9598932;-45.120503652039325
1739209756.9598975;-45.120503652039325
1739209756.959902;-38.13080360867914
1739209756.9599063;-38.13080360867914
1739209756.9599106;-45.120503652039325
1739209756.959915;-45.120503652039325
1739209756.9599195;-45.120503652039325
1739209756.9599237;-45.120503652039325
1739209756.959928;-38.13080360867914
1739209756.9599326;-38.13080360867914
1739209756.9599369;-45.120503652039325
1739209756.9599411;-38.13080360867914
1739209756.9599454;-45.120503652039325
1739209756.95995;-45.120503652039325
1739209756.9599543;-38.13080360867914
1739209756.9599586;-45.120503652039325
1739209756.9599628;-45.120503652039325
1739209756.9599674;-45.120503652039325
1739209756.9599717;-45.120503652039325
1739209756.959976;-45.120503652039325
1739209756.9599802;-35.57807855764607
1739209756.9599848;-31.141103565318915
1739209756.959989;-38.13080360867914
1739209756.9599934;-45.120503652039325
1739209756.9599977;-45.120503652039325
1739209756.9600022;-38.13080360867914
1739209756.9600065;-38.13080360867914
1739209756.9600108;-38.13080360867914
1739209756.9600153;-38.13080360867914
1739209756.9600196;-45.120503652039325
1739209756.9600239;-45.120503652039325
1739209756.9600282;-38.13080360867914
1739209756.9600327;-38.13080360867914
1739209756.960037;-38.13080360867914
1739209756.9600413;-33.981070128970906
1739209756.9600456;-38.13080360867914
1739209756.96005;-38.13080360867914
1739209756.9600544;-38.13080360867914
1739209756.9600587;-38.13080360867914
1739209756.960063;-45.120503652039325
1739209756.9600675;-38.13080360867914
1739209756.9600718;-45.120503652039325
1739209756.960076;-45.120503652039325
1739209756.9600804;-38.13080360867914
1739209756.960085;-38.13080360867914
1739209756.9600892;-45.120503652039325
1739209756.9600935;-45.120503652039325
1739209756.9600978;-38.13080360867914
1739209756.9601023;-38.13080360867914
1739209756.9601066;-35.57807855764607
1739209756.960111;-38.13080360867914
1739209756.9601154;-45.120503652039325
1739209756.9601197;-35.57807855764607
1739209756.960124;-35.57807855764607
1739209756.9601283;-38.13080360867914
1739209756.9601328;-45.120503652039325
1739209756.9601371;-38.13080360867914
1739209756.9601414;-35.57807855764607
1739209756.9601457;-38.13080360867914
1739209756.9601502;-45.120503652039325
1739209756.9601545;-35.57807855764607
1739209756.9601588;-38.13080360867914
1739209756.960163;-45.120503652039325
1739209756.9601676;-38.13080360867914
1739209756.960172;-32.816014438256545
1739209756.9601762;-38.13080360867914
1739209756.9601805;-33.981070128970956
1739209756.960185;-45.120503652039325
1739209756.9601893;-38.13080360867914
1739209756.9601936;-38.13080360867914
1739209756.9601982;-38.13080360867914
1739209756.9602025;-38.13080360867914
1739209756.9602067;-45.120503652039325
1739209756.960211;-35.57807855764607
1739209756.9602156;-26.991370085610722
1739209756.9602199;-38.13080360867914
1739209756.9602242;-45.120503652039325
1739209756.9602284;-38.13080360867914
1739209756.960233;-38.13080360867914
1739209756.9602373;-45.120503652039325
1739209756.9602416;-38.13080360867914
1739209756.9602458;-45.120503652039325
1739209756.9602504;-33.981070128970956
1739209756.9602547;-45.120503652039325
1739209756.960259;-45.120503652039325
1739209756.9602633;-33.981070128970906
1739209756.9602678;-45.120503652039325
1739209756.960272;-38.13080360867914
1739209756.9602764;-38.13080360867914
1739209756.960281;-45.120503652039325
1739209756.9602852;-28.58837851428586
1739209756.9602895;-38.13080360867914
1739209756.9602938;-45.120503652039325
1739209756.9602983;-38.13080360867914
1739209756.9603026;-32.816014438256545
1739209756.960307;-45.120503652039325
1739209756.9603112;-38.13080360867914
1739209756.9603157;-35.57807855764607
1739209756.96032;-45.120503652039325
1739209756.9603243;-45.120503652039325
1739209756.9603286;-45.120503652039325
1739209756.960333;-45.120503652039325
1739209756.9603374;-38.13080360867914
1739209756.9603417;-38.13080360867914
1739209756.960346;-45.120503652039325
1739209756.9603505;-38.13080360867914
1739209756.9603548;-45.120503652039325
1739209756.960359;-45.120503652039325
1739209756.9603636;-38.13080360867914
1739209756.960368;-38.13080360867914
1739209756.9603722;-38.13080360867914
1739209756.9603765;-38.13080360867914
1739209756.960381;-38.13080360867914
1739209756.9603853;-45.120503652039325
1739209756.9603896;-31.141103565318893
1739209756.960394;-32.816014438256545
1739209756.9603984;-45.120503652039325
1739209756.9604027;-45.120503652039325
1739209756.960407;-32.816014438256545
1739209756.9604113;-38.13080360867914
1739209756.9604158;-45.120503652039325
1739209756.9604201;-33.981070128970906
1739209756.9604244;-38.13080360867914
1739209756.9604287;-45.120503652039325
1739209756.9604332;-45.120503652039325
1739209756.9604375;-38.13080360867914
1739209756.9604418;-45.120503652039325
1739209756.9604464;-45.120503652039325
1739209756.9604506;-33.981070128970906
1739209756.960455;-45.120503652039325
1739209756.9604592;-31.141103565318893
1739209756.9604638;-30.49652367304973
1739209756.960468;-45.120503652039325
1739209756.9604723;-45.120503652039325
1739209756.9604766;-45.120503652039325
1739209756.9604812;-45.120503652039325
1739209756.9604855;-45.120503652039325
1739209756.9604897;-45.120503652039325
1739209756.960494;-45.120503652039325
1739209756.9604986;-38.13080360867914
1739209756.9605029;-45.120503652039325
1739209756.9605072;-38.13080360867914
1739209756.9605114;-35.57807855764607
1739209756.960516;-35.57807855764607
1739209756.9605203;-45.120503652039325
1739209756.9605246;-45.120503652039325
1739209756.9605289;-45.120503652039325
1739209756.9605334;-45.120503652039325
1739209756.9605377;-45.120503652039325
1739209756.960542;-38.13080360867914
1739209756.9605465;-38.13080360867914
1739209756.9605508;-38.13080360867914
1739209756.960555;-38.13080360867914
1739209756.9605594;-45.120503652039325
1739209756.960564;-33.981070128970906
1739209756.9605682;-32.816014438256545
1739209756.9605725;-45.120503652039325
1739209756.9605768;-45.120503652039325
1739209756.9605813;-38.13080360867914
1739209756.9605856;-38.13080360867914
1739209756.96059;-45.120503652039325
1739209756.9605942;-45.120503652039325
1739209756.9605987;-45.120503652039325
1739209756.960603;-45.120503652039325
1739209756.9606073;-38.13080360867914
1739209756.9606116;-38.13080360867914
1739209756.960616;-45.120503652039325
1739209756.9606204;-38.13080360867914
1739209756.9606247;-38.13080360867914
1739209756.9606292;-45.120503652039325
1739209756.9606335;-45.120503652039325
1739209756.9606378;-38.13080360867914
1739209756.960642;-38.13080360867914
1739209756.9606466;-33.981070128970906
1739209756.960651;-38.13080360867914
1739209756.9606552;-45.120503652039325
1739209756.9606595;-45.120503652039325
1739209756.960664;-45.120503652039325
1739209756.9606683;-45.120503652039325
1739209756.9606726;-38.13080360867914
1739209756.960677;-38.13080360867914
1739209756.9606814;-45.120503652039325
1739209756.9606857;-45.120503652039325
1739209756.96069;-35.57807855764607
1739209756.9606943;-33.981070128970906
1739209756.9606988;-45.120503652039325
1739209756.9607031;-45.120503652039325
1739209756.9607074;-45.120503652039325
1739209756.960712;-38.13080360867914
1739209756.9607162;-33.981070128970906
1739209756.9607205;-45.120503652039325
1739209756.9607248;-45.120503652039325
1739209756.9607294;-35.57807855764607
1739209756.9607337;-38.13080360867914
1739209756.960738;-38.13080360867914
1739209756.9607422;-33.981070128970906
1739209756.9607468;-28.992665084841942
1739209756.960751;-33.981070128970906
1739209756.9607553;-45.120503652039325
1739209756.9607596;-38.13080360867914
1739209756.9607642;-33.981070128970906
1739209756.9607685;-38.13080360867914
1739209756.9607728;-45.120503652039325
1739209756.960777;-38.13080360867914
1739209756.9607816;-38.13080360867914
1739209756.9607859;-35.57807855764607
1739209756.9607902;-38.13080360867914
1739209756.9607947;-38.13080360867914
1739209756.960799;-38.13080360867914
1739209756.9608033;-38.13080360867914
1739209756.9608076;-45.120503652039325
1739209756.960812;-38.13080360867914
1739209756.9608164;-38.13080360867914
1739209756.9608207;-38.13080360867914
1739209756.960825;-45.120503652039325
1739209756.9608295;-38.13080360867914
1739209756.9608338;-45.120503652039325
1739209756.960838;-38.13080360867914
1739209756.9608424;-45.120503652039325
1739209756.960847;-33.981070128970906
1739209756.9608512;-38.13080360867914
1739209756.9608555;-45.120503652039325
1739209756.9608598;-38.13080360867914
1739209756.9608643;-38.13080360867914
1739209756.9608686;-45.120503652039325
1739209756.960873;-38.13080360867914
1739209756.9608774;-38.13080360867914
1739209756.9608817;-45.120503652039325
1739209756.960886;-38.13080360867914
1739209756.9608903;-45.120503652039325
1739209756.9608948;-35.57807855764607
1739209756.960899;-38.13080360867914
1739209756.9609034;-45.120503652039325
1739209756.9609077;-35.57807855764607
1739209756.9609122;-38.13080360867914
1739209756.9609165;-31.141103565318915
1739209756.9609208;-27.267205301931607
1739209756.960925;-45.120503652039325
1739209756.9609296;-35.57807855764607
1739209756.960934;-45.120503652039325
1739209756.9609382;-38.13080360867914
1739209756.9609425;-38.13080360867914
1739209756.960947;-45.120503652039325
1739209756.9609513;-45.120503652039325
1739209756.9609556;-33.981070128970956
1739209756.9609601;-38.13080360867914
1739209756.9609644;-38.13080360867914
1739209756.9609687;-45.120503652039325
1739209756.960973;-45.120503652039325
1739209756.9609776;-45.120503652039325
1739209756.9609818;-45.120503652039325
1739209756.9609861;-35.57807855764607
1739209756.9609904;-28.992665084841942
1739209756.960995;-45.120503652039325
1739209756.9609993;-45.120503652039325
1739209756.9610035;-45.120503652039325
1739209756.9610078;-38.13080360867914
1739209756.9610124;-45.120503652039325
1739209756.9610167;-45.120503652039325
1739209756.961021;-38.13080360867914
1739209756.9610252;-45.120503652039325
1739209756.9610298;-45.120503652039325
1739209756.961034;-38.13080360867914
1739209756.9610384;-45.120503652039325
1739209756.9610426;-38.13080360867914
1739209756.9610472;-38.13080360867914
1739209756.9610515;-38.13080360867914
1739209756.9610558;-38.13080360867914
1739209756.9610603;-38.13080360867914
1739209756.9610646;-38.13080360867914
1739209756.9610689;-45.120503652039325
1739209756.9610732;-35.57807855764607
1739209756.9610777;-38.13080360867914
1739209756.961082;-45.120503652039325
1739209756.9610863;-38.13080360867914
1739209756.9610906;-45.120503652039325
1739209756.961095;-35.57807855764607
1739209756.9610994;-38.13080360867914
1739209756.9611037;-38.13080360867914
1739209756.961108;-38.13080360867914
1739209756.9611125;-38.13080360867914
1739209756.9611168;-38.13080360867914
1739209756.961121;-38.13080360867914
1739209756.9611254;-31.141103565318915
1739209756.96113;-38.13080360867914
1739209756.9611342;-45.120503652039325
1739209756.9611385;-33.981070128970906
1739209756.961143;-45.120503652039325
1739209756.9611473;-45.120503652039325
1739209756.9611516;-38.13080360867914
1739209756.961156;-38.13080360867914
1739209756.9611604;-45.120503652039325
1739209756.9611647;-28.21854285175415
1739209756.961169;-35.57807855764607
1739209756.9611733;-38.13080360867914
1739209756.9611778;-35.57807855764607
1739209756.961182;-35.57807855764607
1739209756.9611864;-38.13080360867914
1739209756.9611907;-38.13080360867914
1739209756.9611952;-33.981070128970906
1739209756.9611995;-45.120503652039325
