CAN Message; 0x150:04006396f833f178
Timestamp;Amplitude
1739209711.687406;-45.120503652039325
1739209711.6874113;-45.120503652039325
1739209711.6874166;-45.120503652039325
1739209711.6874218;-45.120503652039325
1739209711.687427;-33.981070128970906
1739209711.6874323;-38.13080360867914
1739209711.6874375;-26.991370085610722
1739209711.6874428;-33.981070128970906
1739209711.6874478;-45.120503652039325
1739209711.687453;-33.981070128970906
1739209711.6874583;-31.141103565318915
1739209711.6874635;-38.13080360867914
1739209711.6874688;-33.981070128970906
1739209711.687474;-38.13080360867914
1739209711.6874793;-45.120503652039325
1739209711.6874845;-45.120503652039325
1739209711.6874897;-38.13080360867914
1739209711.687495;-35.57807855764607
1739209711.6875002;-45.120503652039325
1739209711.6875055;-45.120503652039325
1739209711.6875107;-45.120503652039325
1739209711.687516;-38.13080360867914
1739209711.6875212;-45.120503652039325
1739209711.6875265;-45.120503652039325
1739209711.6875315;-38.13080360867914
1739209711.6875367;-38.13080360867914
1739209711.687542;-45.120503652039325
1739209711.6875472;-38.13080360867914
1739209711.6875525;-38.13080360867914
1739209711.6875577;-45.120503652039325
1739209711.687563;-28.58837851428586
1739209711.6875682;-30.49652367304973
1739209711.6875734;-45.120503652039325
1739209711.6875787;-45.120503652039325
1739209711.687584;-38.13080360867914
1739209711.6875892;-38.13080360867914
1739209711.6875944;-45.120503652039325
1739209711.6875997;-38.13080360867914
1739209711.687605;-45.120503652039325
1739209711.6876101;-45.120503652039325
1739209711.6876154;-45.120503652039325
1739209711.6876204;-45.120503652039325
1739209711.6876256;-45.120503652039325
1739209711.687631;-38.13080360867914
1739209711.6876361;-45.120503652039325
1739209711.6876414;-45.120503652039325
1739209711.6876466;-32.816014438256545
1739209711.6876519;-35.57807855764607
1739209711.687657;-38.13080360867914
1739209711.6876624;-35.57807855764607
1739209711.6876676;-45.120503652039325
1739209711.6876729;-38.13080360867914
1739209711.687678;-38.13080360867914
1739209711.6876833;-45.120503652039325
1739209711.6876886;-35.57807855764607
1739209711.6876938;-35.57807855764607
1739209711.687699;-45.120503652039325
1739209711.687704;-45.120503652039325
1739209711.6877093;-35.57807855764607
1739209711.6877146;-38.13080360867914
1739209711.6877198;-45.120503652039325
1739209711.687725;-45.120503652039325
