CAN Message; 0x1bb:0000eeacf5849431
Timestamp;Amplitude
1739209866.1458764;-45.120503652039325
1739209866.1458788;-31.141103565318915
1739209866.1458814;-45.120503652039325
1739209866.1458838;-38.13080360867914
1739209866.1458862;-38.13080360867914
1739209866.1458886;-45.120503652039325
1739209866.1458912;-45.120503652039325
1739209866.1458936;-45.120503652039325
1739209866.145896;-38.13080360867914
1739209866.1458983;-38.13080360867914
1739209866.1459007;-45.120503652039325
1739209866.1459033;-38.13080360867914
1739209866.1459057;-38.13080360867914
1739209866.145908;-45.120503652039325
1739209866.1459105;-38.13080360867914
1739209866.145913;-38.13080360867914
1739209866.1459155;-45.120503652039325
1739209866.145918;-28.992665084841942
1739209866.1459203;-38.13080360867914
1739209866.1459227;-45.120503652039325
1739209866.1459253;-45.120503652039325
1739209866.1459277;-45.120503652039325
1739209866.14593;-45.120503652039325
1739209866.1459324;-45.120503652039325
1739209866.1459348;-45.120503652039325
1739209866.1459374;-38.13080360867914
1739209866.1459398;-38.13080360867914
1739209866.1459422;-38.13080360867914
1739209866.1459446;-45.120503652039325
1739209866.145947;-33.981070128970906
1739209866.1459496;-38.13080360867914
1739209866.145952;-45.120503652039325
1739209866.1459544;-38.13080360867914
1739209866.1459568;-45.120503652039325
1739209866.1459594;-38.13080360867914
1739209866.1459618;-35.57807855764607
1739209866.1459641;-38.13080360867914
1739209866.1459665;-38.13080360867914
1739209866.145969;-35.57807855764607
1739209866.1459715;-45.120503652039325
1739209866.145974;-38.13080360867914
1739209866.1459763;-32.816014438256545
1739209866.1459787;-38.13080360867914
1739209866.145981;-45.120503652039325
1739209866.1459837;-38.13080360867914
1739209866.145986;-38.13080360867914
1739209866.1459885;-45.120503652039325
1739209866.1459908;-45.120503652039325
1739209866.1459935;-45.120503652039325
1739209866.1459959;-45.120503652039325
1739209866.1459982;-38.13080360867914
1739209866.1460006;-38.13080360867914
1739209866.146003;-38.13080360867914
1739209866.1460056;-38.13080360867914
1739209866.146008;-33.981070128970906
1739209866.1460104;-38.13080360867914
1739209866.1460128;-38.13080360867914
1739209866.1460152;-38.13080360867914
1739209866.1460178;-45.120503652039325
1739209866.1460202;-38.13080360867914
1739209866.1460226;-35.57807855764607
1739209866.146025;-38.13080360867914
1739209866.1460276;-45.120503652039325
1739209866.14603;-38.13080360867914
1739209866.1460323;-35.57807855764607
1739209866.1460347;-45.120503652039325
1739209866.146037;-45.120503652039325
1739209866.1460397;-45.120503652039325
1739209866.146042;-38.13080360867914
1739209866.1460445;-32.816014438256545
1739209866.1460469;-45.120503652039325
1739209866.1460493;-38.13080360867914
1739209866.146052;-38.13080360867914
1739209866.1460543;-38.13080360867914
1739209866.1460567;-30.49652367304973
1739209866.146059;-45.120503652039325
1739209866.1460617;-45.120503652039325
1739209866.146064;-45.120503652039325
1739209866.1460664;-38.13080360867914
1739209866.1460688;-38.13080360867914
1739209866.1460712;-38.13080360867914
1739209866.1460738;-38.13080360867914
1739209866.1460762;-38.13080360867914
1739209866.1460786;-38.13080360867914
1739209866.146081;-38.13080360867914
1739209866.1460834;-38.13080360867914
1739209866.146086;-45.120503652039325
1739209866.1460884;-45.120503652039325
1739209866.1460907;-35.57807855764607
1739209866.1460931;-38.13080360867914
1739209866.1460958;-33.981070128970906
1739209866.1460981;-38.13080360867914
1739209866.1461005;-38.13080360867914
1739209866.146103;-38.13080360867914
1739209866.1461053;-33.981070128970906
1739209866.146108;-35.57807855764607
1739209866.1461103;-38.13080360867914
1739209866.1461127;-45.120503652039325
1739209866.146115;-45.120503652039325
1739209866.1461174;-45.120503652039325
1739209866.14612;-38.13080360867914
1739209866.1461225;-38.13080360867914
1739209866.1461248;-45.120503652039325
1739209866.1461272;-45.120503652039325
1739209866.1461298;-45.120503652039325
1739209866.1461322;-45.120503652039325
1739209866.1461346;-45.120503652039325
1739209866.146137;-45.120503652039325
1739209866.1461394;-38.13080360867914
1739209866.146142;-38.13080360867914
1739209866.1461444;-38.13080360867914
1739209866.1461468;-38.13080360867914
1739209866.1461492;-28.992665084841942
1739209866.1461515;-38.13080360867914
1739209866.1461542;-33.981070128970906
1739209866.1461565;-33.981070128970906
1739209866.146159;-35.57807855764607
1739209866.1461613;-38.13080360867914
1739209866.146164;-45.120503652039325
1739209866.1461663;-45.120503652039325
1739209866.1461687;-45.120503652039325
1739209866.146171;-33.981070128970906
1739209866.1461735;-35.57807855764607
1739209866.146176;-45.120503652039325
1739209866.1461785;-45.120503652039325
1739209866.1461809;-45.120503652039325
1739209866.1461833;-35.57807855764607
1739209866.1461859;-45.120503652039325
1739209866.1461883;-45.120503652039325
1739209866.1461906;-33.981070128970906
1739209866.146193;-28.992665084841942
1739209866.1461954;-33.981070128970906
1739209866.146198;-38.13080360867914
1739209866.1462004;-38.13080360867914
1739209866.1462028;-45.120503652039325
1739209866.1462052;-35.57807855764607
1739209866.1462076;-35.57807855764607
1739209866.1462102;-38.13080360867914
1739209866.1462126;-35.57807855764607
1739209866.146215;-33.981070128970906
1739209866.1462173;-35.57807855764607
1739209866.14622;-45.120503652039325
1739209866.1462224;-38.13080360867914
1739209866.1462247;-38.13080360867914
1739209866.1462271;-38.13080360867914
1739209866.1462295;-38.13080360867914
1739209866.1462321;-33.981070128970906
1739209866.1462345;-31.141103565318915
1739209866.146237;-45.120503652039325
1739209866.1462393;-45.120503652039325
1739209866.1462417;-38.13080360867914
1739209866.1462443;-38.13080360867914
1739209866.1462467;-38.13080360867914
1739209866.146249;-38.13080360867914
1739209866.1462514;-45.120503652039325
1739209866.146254;-38.13080360867914
1739209866.1462564;-38.13080360867914
1739209866.1462588;-38.13080360867914
1739209866.1462612;-45.120503652039325
1739209866.1462636;-35.57807855764607
1739209866.1462662;-32.816014438256545
1739209866.1462686;-38.13080360867914
1739209866.146271;-38.13080360867914
1739209866.1462734;-28.992665084841942
1739209866.1462758;-33.981070128970906
1739209866.1462784;-38.13080360867914
1739209866.1462808;-38.13080360867914
1739209866.1462831;-33.981070128970906
1739209866.1462855;-33.981070128970906
1739209866.1462882;-45.120503652039325
1739209866.1462905;-38.13080360867914
1739209866.146293;-30.49652367304973
1739209866.1462953;-45.120503652039325
1739209866.1462977;-45.120503652039325
1739209866.1463003;-45.120503652039325
1739209866.1463027;-33.981070128970906
1739209866.146305;-45.120503652039325
1739209866.1463075;-45.120503652039325
1739209866.1463099;-38.13080360867914
1739209866.1463125;-38.13080360867914
1739209866.1463149;-38.13080360867914
1739209866.1463172;-38.13080360867914
1739209866.1463196;-38.13080360867914
1739209866.1463223;-38.13080360867914
1739209866.1463246;-45.120503652039325
1739209866.146327;-38.13080360867914
1739209866.1463294;-45.120503652039325
1739209866.1463318;-38.13080360867914
1739209866.1463344;-45.120503652039325
1739209866.1463368;-38.13080360867914
1739209866.1463392;-45.120503652039325
1739209866.1463416;-33.981070128970906
1739209866.146344;-45.120503652039325
1739209866.1463466;-45.120503652039325
1739209866.146349;-45.120503652039325
1739209866.1463513;-38.13080360867914
1739209866.1463537;-38.13080360867914
1739209866.1463563;-38.13080360867914
1739209866.1463587;-45.120503652039325
1739209866.146361;-38.13080360867914
1739209866.1463635;-32.816014438256545
1739209866.146366;-45.120503652039325
1739209866.1463685;-38.13080360867914
1739209866.146371;-33.981070128970906
1739209866.1463733;-45.120503652039325
1739209866.1463757;-35.57807855764607
1739209866.146378;-35.57807855764607
1739209866.1463807;-45.120503652039325
1739209866.146383;-33.981070128970906
1739209866.1463854;-33.981070128970906
1739209866.1463878;-38.13080360867914
1739209866.1463904;-38.13080360867914
