CAN Message; 0x77:0df4f7f1c5f9c9b1
1739209667.7223828;-38.13080360867914
1739209667.722388;-35.57807855764607
1739209667.722393;-38.13080360867914
1739209667.722398;-38.13080360867914
1739209667.722403;-35.57807855764607
1739209667.7224083;-45.120503652039325
1739209667.7224133;-45.120503652039325
1739209667.7224183;-38.13080360867914
1739209667.7224236;-38.13080360867914
1739209667.7224286;-45.120503652039325
1739209667.7224336;-38.13080360867914
1739209667.7224388;-45.120503652039325
1739209667.7224438;-45.120503652039325
1739209667.7224488;-38.13080360867914
1739209667.7224538;-38.13080360867914
1739209667.722459;-38.13080360867914
1739209667.722464;-45.120503652039325
1739209667.722469;-45.120503652039325
1739209667.7224743;-45.120503652039325
1739209667.7224793;-38.13080360867914
1739209667.7224844;-45.120503652039325
1739209667.7224896;-38.13080360867914
1739209667.7224946;-45.120503652039325
1739209667.7224996;-38.13080360867914
1739209667.7225049;-45.120503652039325
1739209667.7225099;-45.120503652039325
1739209667.7225149;-45.120503652039325
1739209667.7225199;-38.13080360867914
1739209667.7225251;-32.816014438256545
1739209667.7225301;-45.120503652039325
1739209667.7225351;-45.120503652039325
1739209667.7225404;-33.981070128970906
1739209667.7225454;-38.13080360867914
1739209667.7225504;-45.120503652039325
1739209667.7225556;-38.13080360867914
1739209667.7225606;-38.13080360867914
1739209667.7225657;-45.120503652039325
1739209667.722571;-45.120503652039325
1739209667.722576;-45.120503652039325
1739209667.722581;-38.13080360867914
1739209667.722586;-35.57807855764607
1739209667.7225912;-38.13080360867914
1739209667.7225962;-45.120503652039325
1739209667.7226012;-35.57807855764607
1739209667.7226064;-31.141103565318893
1739209667.7226114;-45.120503652039325
1739209667.7226164;-38.13080360867914
1739209667.7226217;-38.13080360867914
1739209667.7226267;-45.120503652039325
1739209667.7226317;-45.120503652039325
1739209667.7226367;-45.120503652039325
1739209667.722642;-45.120503652039325
1739209667.722647;-38.13080360867914
1739209667.722652;-38.13080360867914
1739209667.7226572;-45.120503652039325
1739209667.7226622;-38.13080360867914
1739209667.7226672;-45.120503652039325
1739209667.7226725;-45.120503652039325
1739209667.7226775;-45.120503652039325
1739209667.7226825;-38.13080360867914
1739209667.7226877;-38.13080360867914
1739209667.7226927;-45.120503652039325
1739209667.7226977;-38.13080360867914
1739209667.7227027;-35.57807855764607
1739209667.722708;-30.49652367304973
1739209667.722713;-33.981070128970906
1739209667.722718;-45.120503652039325
1739209667.7227232;-38.13080360867914
1739209667.7227283;-38.13080360867914
1739209667.7227333;-38.13080360867914
1739209667.7227385;-45.120503652039325
1739209667.7227435;-45.120503652039325
1739209667.7227485;-45.120503652039325
1739209667.7227538;-45.120503652039325
1739209667.7227588;-45.120503652039325
1739209667.7227638;-38.13080360867914
1739209667.7227688;-38.13080360867914
1739209667.722774;-45.120503652039325
1739209667.722779;-45.120503652039325
1739209667.722784;-45.120503652039325
1739209667.7227893;-30.49652367304973
1739209667.7227943;-38.13080360867914
1739209667.7227993;-45.120503652039325
1739209667.7228045;-45.120503652039325
1739209667.7228096;-35.57807855764607
1739209667.7228146;-45.120503652039325
1739209667.7228196;-45.120503652039325
1739209667.7228248;-38.13080360867914
1739209667.7228298;-38.13080360867914
1739209667.7228348;-38.13080360867914
1739209667.72284;-35.57807855764607
1739209667.722845;-45.120503652039325
1739209667.72285;-45.120503652039325
1739209667.7228553;-38.13080360867914
1739209667.7228603;-38.13080360867914
1739209667.7228653;-45.120503652039325
1739209667.7228706;-38.13080360867914
1739209667.7228756;-38.13080360867914
1739209667.7228806;-33.981070128970906
1739209667.7228856;-38.13080360867914
1739209667.7228909;-38.13080360867914
1739209667.7228959;-38.13080360867914
1739209667.7229009;-45.120503652039325
1739209667.722906;-38.13080360867914
1739209667.7229111;-28.992665084841942
1739209667.7229161;-33.981070128970906
1739209667.7229214;-45.120503652039325
1739209667.7229264;-45.120503652039325
1739209667.7229314;-38.13080360867914
1739209667.7229366;-35.57807855764607
1739209667.7229416;-45.120503652039325
1739209667.7229466;-38.13080360867914
1739209667.7229517;-38.13080360867914
1739209667.722957;-33.981070128970906
1739209667.722962;-45.120503652039325
1739209667.722967;-45.120503652039325
1739209667.7229722;-45.120503652039325
1739209667.7229772;-38.13080360867914
1739209667.7229822;-45.120503652039325
1739209667.7229874;-45.120503652039325
1739209667.7229924;-35.57807855764607
1739209667.7229974;-45.120503652039325
1739209667.7230024;-38.13080360867914
1739209667.7230077;-45.120503652039325
1739209667.7230127;-38.13080360867914
1739209667.7230177;-38.13080360867914
1739209667.723023;-38.13080360867914
1739209667.723028;-45.120503652039325
1739209667.723033;-45.120503652039325
1739209667.7230382;-32.816014438256545
1739209667.7230432;-38.13080360867914
1739209667.7230482;-45.120503652039325
1739209667.7230535;-45.120503652039325
1739209667.7230585;-38.13080360867914
1739209667.7230635;-35.57807855764607
1739209667.7230685;-45.120503652039325
1739209667.7230737;-38.13080360867914
1739209667.7230787;-33.981070128970906
1739209667.7230837;-38.13080360867914
1739209667.723089;-35.57807855764607
1739209667.723094;-33.981070128970906
1739209667.723099;-38.13080360867914
1739209667.7231042;-32.816014438256545
1739209667.7231092;-45.120503652039325
1739209667.7231143;-38.13080360867914
1739209667.7231195;-31.141103565318915
1739209667.7231245;-38.13080360867914
1739209667.7231295;-38.13080360867914
1739209667.7231345;-38.13080360867914
1739209667.7231398;-35.57807855764607
1739209667.7231448;-35.57807855764607
1739209667.7231498;-38.13080360867914
1739209667.723155;-38.13080360867914
1739209667.72316;-26.991370085610722
1739209667.723165;-33.981070128970906
1739209667.7231703;-38.13080360867914
1739209667.7231753;-38.13080360867914
1739209667.7231803;-38.13080360867914
1739209667.7231853;-45.120503652039325
1739209667.7231905;-45.120503652039325
1739209667.7231956;-38.13080360867914
1739209667.7232006;-33.981070128970906
1739209667.7232058;-45.120503652039325
1739209667.7232108;-45.120503652039325
1739209667.7232158;-45.120503652039325
1739209667.723221;-38.13080360867914
1739209667.723226;-38.13080360867914
1739209667.723231;-45.120503652039325
1739209667.7232363;-45.120503652039325
1739209667.7232413;-38.13080360867914
1739209667.7232463;-32.816014438256545
1739209667.7232513;-45.120503652039325
1739209667.7232566;-45.120503652039325
1739209667.7232616;-45.120503652039325
1739209667.7232666;-45.120503652039325
1739209667.7232718;-38.13080360867914
1739209667.7232769;-45.120503652039325
1739209667.7232819;-38.13080360867914
1739209667.723287;-38.13080360867914
1739209667.723292;-33.981070128970906
1739209667.723297;-45.120503652039325
1739209667.7233024;-38.13080360867914
1739209667.7233074;-45.120503652039325
1739209667.7233124;-45.120503652039325
1739209667.7233174;-45.120503652039325
1739209667.7233226;-38.13080360867914
1739209667.7233276;-38.13080360867914
1739209667.7233326;-45.120503652039325
1739209667.723338;-45.120503652039325
1739209667.723343;-38.13080360867914
1739209667.723348;-35.57807855764607
1739209667.7233531;-45.120503652039325
1739209667.7233582;-38.13080360867914
1739209667.7233632;-31.141103565318915
1739209667.7233682;-35.57807855764607
1739209667.7233734;-35.57807855764607
1739209667.7233784;-45.120503652039325
1739209667.7233834;-45.120503652039325
1739209667.7233887;-45.120503652039325
1739209667.7233937;-38.13080360867914
1739209667.7233987;-38.13080360867914
1739209667.723404;-38.13080360867914
1739209667.723409;-38.13080360867914
1739209667.723414;-45.120503652039325
1739209667.7234192;-45.120503652039325
1739209667.7234242;-35.57807855764607
1739209667.7234292;-35.57807855764607
1739209667.7234342;-45.120503652039325
1739209667.7234395;-45.120503652039325
1739209667.7234445;-38.13080360867914
1739209667.7234495;-45.120503652039325
1739209667.7234547;-45.120503652039325
1739209667.7234597;-38.13080360867914
1739209667.7234647;-45.120503652039325
1739209667.72347;-45.120503652039325
1739209667.723475;-45.120503652039325
1739209667.72348;-38.13080360867914
1739209667.7234852;-38.13080360867914
1739209667.7234902;-45.120503652039325
1739209667.7234952;-38.13080360867914
1739209667.7235003;-45.120503652039325
1739209667.7235055;-33.981070128970906
1739209667.7235105;-35.57807855764607
1739209667.7235155;-45.120503652039325
1739209667.7235208;-45.120503652039325
1739209667.7235258;-35.57807855764607
1739209667.7235308;-30.49652367304973
1739209667.723536;-45.120503652039325
1739209667.723541;-45.120503652039325
1739209667.723546;-45.120503652039325
1739209667.7235513;-38.13080360867914
1739209667.7235563;-38.13080360867914
1739209667.7235613;-45.120503652039325
1739209667.7235663;-38.13080360867914
1739209667.7235715;-45.120503652039325
1739209667.7235765;-45.120503652039325
1739209667.7235816;-45.120503652039325
1739209667.7235868;-38.13080360867914
1739209667.7235918;-38.13080360867914
1739209667.7235968;-45.120503652039325
1739209667.723602;-38.13080360867914
1739209667.723607;-45.120503652039325
1739209667.723612;-38.13080360867914
1739209667.723617;-38.13080360867914
1739209667.7236223;-45.120503652039325
1739209667.7236273;-32.816014438256545
1739209667.7236323;-32.816014438256545
1739209667.7236376;-45.120503652039325
1739209667.7236426;-45.120503652039325
1739209667.7236476;-38.13080360867914
1739209667.7236528;-38.13080360867914
1739209667.7236578;-45.120503652039325
1739209667.7236629;-45.120503652039325
1739209667.723668;-45.120503652039325
1739209667.723673;-45.120503652039325
1739209667.723678;-38.13080360867914
1739209667.723683;-45.120503652039325
1739209667.7236884;-45.120503652039325
1739209667.7236934;-38.13080360867914
1739209667.7236984;-45.120503652039325
1739209667.7237036;-45.120503652039325
1739209667.7237086;-38.13080360867914
1739209667.7237136;-45.120503652039325
1739209667.723719;-45.120503652039325
1739209667.723724;-45.120503652039325
1739209667.723729;-38.13080360867914
1739209667.7237341;-26.991370085610722
1739209667.7237391;-35.57807855764607
1739209667.7237442;-45.120503652039325
1739209667.7237492;-45.120503652039325
1739209667.7237544;-35.57807855764607
1739209667.7237594;-35.57807855764607
1739209667.7237644;-45.120503652039325
1739209667.7237697;-45.120503652039325
1739209667.7237747;-38.13080360867914
1739209667.7237797;-45.120503652039325
1739209667.723785;-38.13080360867914
1739209667.72379;-38.13080360867914
1739209667.723795;-38.13080360867914
1739209667.7238;-38.13080360867914
1739209667.7238052;-45.120503652039325
1739209667.7238102;-38.13080360867914
1739209667.7238152;-30.49652367304973
1739209667.7238204;-38.13080360867914
1739209667.7238255;-45.120503652039325
1739209667.7238305;-38.13080360867914
1739209667.7238357;-35.57807855764607
1739209667.7238407;-38.13080360867914
1739209667.7238457;-45.120503652039325
1739209667.723851;-45.120503652039325
1739209667.723856;-38.13080360867914
1739209667.723861;-38.13080360867914
1739209667.723866;-45.120503652039325
1739209667.7238712;-33.981070128970906
1739209667.7238762;-45.120503652039325
1739209667.7238812;-45.120503652039325
1739209667.7238865;-45.120503652039325
1739209667.7238915;-38.13080360867914
1739209667.7238965;-35.57807855764607
1739209667.7239017;-38.13080360867914
1739209667.7239068;-45.120503652039325
1739209667.7239118;-45.120503652039325
1739209667.723917;-45.120503652039325
1739209667.723922;-45.120503652039325
1739209667.723927;-38.13080360867914
1739209667.723932;-45.120503652039325
1739209667.7239373;-31.141103565318915
1739209667.7239423;-31.141103565318915
1739209667.7239473;-45.120503652039325
1739209667.7174454;-38.13080360867914
1739209667.717448;-38.13080360867914
1739209667.7174509;-38.13080360867914
1739209667.7174535;-35.57807855764607
1739209667.717456;-45.120503652039325
1739209667.7174587;-35.57807855764607
1739209667.7174613;-33.981070128970906
1739209667.717464;-45.120503652039325
1739209667.7174668;-38.13080360867914
1739209667.7174695;-35.57807855764607
1739209667.717472;-45.120503652039325
1739209667.7174747;-45.120503652039325
1739209667.7174773;-45.120503652039325
1739209667.7174802;-45.120503652039325
1739209667.7174828;-38.13080360867914
1739209667.7174854;-45.120503652039325
1739209667.717488;-38.13080360867914
1739209667.7174907;-38.13080360867914
1739209667.7174933;-38.13080360867914
1739209667.7174962;-45.120503652039325
1739209667.7174988;-38.13080360867914
1739209667.7175014;-35.57807855764607
1739209667.717504;-45.120503652039325
1739209667.7175066;-45.120503652039325
1739209667.7175095;-38.13080360867914
1739209667.7175121;-45.120503652039325
1739209667.7175148;-45.120503652039325
1739209667.7175174;-45.120503652039325
1739209667.71752;-38.13080360867914
1739209667.7175226;-38.13080360867914
1739209667.7175255;-31.141103565318915
1739209667.717528;-38.13080360867914
1739209667.7175307;-45.120503652039325
1739209667.7175333;-45.120503652039325
1739209667.717536;-38.13080360867914
1739209667.7175386;-45.120503652039325
1739209667.7175415;-45.120503652039325
1739209667.717544;-45.120503652039325
1739209667.7175467;-35.57807855764607
1739209667.7175493;-45.120503652039325
1739209667.717552;-38.13080360867914
1739209667.7175548;-38.13080360867914
1739209667.7175574;-45.120503652039325
1739209667.71756;-33.981070128970906
1739209667.7175627;-38.13080360867914
1739209667.7175653;-45.120503652039325
1739209667.717568;-28.992665084841942
1739209667.7175708;-38.13080360867914
1739209667.7175734;-45.120503652039325
1739209667.717576;-45.120503652039325
1739209667.7175786;-38.13080360867914
1739209667.7175813;-38.13080360867914
1739209667.7175841;-45.120503652039325
1739209667.7175868;-45.120503652039325
1739209667.7175894;-32.81601443825658
1739209667.717592;-45.120503652039325
1739209667.7175946;-35.57807855764607
1739209667.7175972;-35.57807855764607
1739209667.7176;-45.120503652039325
1739209667.7176027;-45.120503652039325
1739209667.7176054;-45.120503652039325
1739209667.717608;-45.120503652039325
1739209667.7176106;-33.981070128970906
1739209667.7176135;-35.57807855764607
1739209667.717616;-45.120503652039325
1739209667.7176187;-38.13080360867914
1739209667.7176213;-35.57807855764607
1739209667.717624;-45.120503652039325
1739209667.7176266;-45.120503652039325
1739209667.7176294;-45.120503652039325
1739209667.717632;-38.13080360867914
1739209667.7176347;-38.13080360867914
1739209667.7176373;-45.120503652039325
1739209667.71764;-38.13080360867914
1739209667.7176425;-45.120503652039325
1739209667.7176454;-45.120503652039325
1739209667.717648;-45.120503652039325
1739209667.7176507;-45.120503652039325
1739209667.7176533;-35.57807855764607
1739209667.717656;-38.13080360867914
1739209667.7176588;-45.120503652039325
1739209667.7176614;-33.981070128970906
1739209667.717664;-38.13080360867914
1739209667.7176666;-38.13080360867914
1739209667.7176692;-38.13080360867914
1739209667.7176719;-45.120503652039325
1739209667.7176747;-27.8777449560314
1739209667.7176774;-30.49652367304973
1739209667.71768;-45.120503652039325
1739209667.7176826;-45.120503652039325
1739209667.7176852;-35.57807855764607
1739209667.717688;-38.13080360867914
1739209667.7176907;-38.13080360867914
1739209667.7176933;-38.13080360867914
1739209667.717696;-45.120503652039325
1739209667.7176986;-38.13080360867914
1739209667.7177012;-33.981070128970906
1739209667.717704;-45.120503652039325
1739209667.7177067;-45.120503652039325
1739209667.7177093;-38.13080360867914
1739209667.717712;-33.981070128970906
1739209667.7177145;-45.120503652039325
1739209667.7177172;-35.57807855764607
1739209667.71772;-32.816014438256545
1739209667.7177227;-38.13080360867914
1739209667.7177253;-38.13080360867914
1739209667.717728;-38.13080360867914
1739209667.7177305;-45.120503652039325
1739209667.7177334;-45.120503652039325
1739209667.717736;-45.120503652039325
1739209667.7177386;-45.120503652039325
1739209667.7177413;-45.120503652039325
1739209667.7177439;-45.120503652039325
1739209667.7177465;-45.120503652039325
1739209667.7177494;-35.57807855764607
1739209667.717752;-35.57807855764607
1739209667.7177546;-45.120503652039325
1739209667.7177572;-38.13080360867914
1739209667.7177598;-45.120503652039325
1739209667.7177627;-45.120503652039325
1739209667.7177653;-32.816014438256545
1739209667.717768;-38.13080360867914
1739209667.7177706;-45.120503652039325
1739209667.7177732;-38.13080360867914
1739209667.7177758;-35.57807855764607
1739209667.7177787;-38.13080360867914
1739209667.7177813;-38.13080360867914
1739209667.717784;-32.816014438256545
1739209667.7177866;-45.120503652039325
1739209667.7177892;-38.13080360867914
1739209667.7177918;-38.13080360867914
1739209667.7177947;-38.13080360867914
1739209667.7177973;-45.120503652039325
1739209667.7178;-45.120503652039325
1739209667.7178025;-45.120503652039325
1739209667.7178051;-45.120503652039325
1739209667.717808;-35.57807855764607
1739209667.7178106;-35.57807855764607
1739209667.7178133;-45.120503652039325
1739209667.7178159;-38.13080360867914
1739209667.7178185;-38.13080360867914
1739209667.7178211;-45.120503652039325
1739209667.717824;-45.120503652039325
1739209667.7178266;-45.120503652039325
1739209667.7178292;-45.120503652039325
1739209667.7178319;-32.816014438256545
1739209667.7178345;-38.13080360867914
1739209667.7178373;-45.120503652039325
1739209667.71784;-45.120503652039325
1739209667.7178426;-38.13080360867914
1739209667.7178452;-45.120503652039325
1739209667.7178478;-45.120503652039325
1739209667.7178504;-38.13080360867914
1739209667.7178533;-35.57807855764607
1739209667.717856;-38.13080360867914
1739209667.7178586;-38.13080360867914
1739209667.7178612;-38.13080360867914
1739209667.7178638;-35.57807855764607
1739209667.7178664;-45.120503652039325
1739209667.7178693;-45.120503652039325
1739209667.717872;-38.13080360867914
1739209667.7178745;-38.13080360867914
1739209667.7178771;-38.13080360867914
1739209667.7178798;-45.120503652039325
1739209667.7178826;-38.13080360867914
1739209667.7178853;-35.57807855764607
1739209667.7178879;-38.13080360867914
1739209667.7178905;-33.981070128970906
1739209667.7178931;-33.981070128970906
1739209667.7178957;-45.120503652039325
1739209667.7178986;-38.13080360867914
1739209667.7179012;-35.57807855764607
1739209667.7179039;-38.13080360867914
1739209667.7179065;-45.120503652039325
1739209667.717909;-45.120503652039325
1739209667.717912;-33.981070128970906
1739209667.7179146;-38.13080360867914
1739209667.7179172;-45.120503652039325
1739209667.7179198;-45.120503652039325
1739209667.7179224;-33.981070128970906
1739209667.717925;-35.57807855764607
1739209667.717928;-45.120503652039325
1739209667.7179306;-45.120503652039325
1739209667.7179332;-31.141103565318915
1739209667.7179358;-33.981070128970906
1739209667.7179384;-45.120503652039325
1739209667.717941;-38.13080360867914
1739209667.717944;-38.13080360867914
1739209667.7179465;-45.120503652039325
1739209667.7179492;-45.120503652039325
1739209667.7179518;-38.13080360867914
1739209667.7179544;-38.13080360867914
1739209667.7179573;-31.141103565318915
1739209667.71796;-45.120503652039325
1739209667.7179625;-45.120503652039325
1739209667.7179651;-38.13080360867914
1739209667.7179677;-38.13080360867914
1739209667.7179704;-45.120503652039325
1739209667.7179732;-33.981070128970906
1739209667.7179759;-33.981070128970906
1739209667.7179785;-30.49652367304973
1739209667.717981;-38.13080360867914
1739209667.7179837;-38.13080360867914
1739209667.7179866;-45.120503652039325
1739209667.7179892;-38.13080360867914
1739209667.7179918;-45.120503652039325
1739209667.7179945;-45.120503652039325
1739209667.717997;-38.13080360867914
1739209667.7179997;-28.992665084841942
1739209667.7180026;-38.13080360867914
1739209667.7180052;-45.120503652039325
1739209667.7180078;-38.13080360867914
1739209667.7180104;-33.981070128970906
1739209667.718013;-38.13080360867914
1739209667.7180157;-38.13080360867914
1739209667.7180185;-45.120503652039325
1739209667.7180212;-45.120503652039325
1739209667.7180238;-38.13080360867914
1739209667.7180264;-38.13080360867914
1739209667.718029;-38.13080360867914
1739209667.718032;-45.120503652039325
1739209667.7180345;-38.13080360867914
1739209667.7180371;-35.57807855764607
1739209667.7180398;-45.120503652039325
1739209667.7180424;-32.816014438256545
1739209667.718045;-38.13080360867914
1739209667.7180479;-45.120503652039325
1739209667.7180505;-45.120503652039325
1739209667.718053;-38.13080360867914
1739209667.7180557;-38.13080360867914
1739209667.7180583;-45.120503652039325
1739209667.7180612;-45.120503652039325
1739209667.7180638;-27.267205301931607
1739209667.7180665;-38.13080360867914
1739209667.718069;-45.120503652039325
1739209667.7180717;-45.120503652039325
1739209667.7180743;-38.13080360867914
1739209667.7180772;-45.120503652039325
1739209667.7180798;-35.57807855764607
1739209667.7180824;-38.13080360867914
1739209667.718085;-38.13080360867914
1739209667.7180877;-45.120503652039325
1739209667.7180903;-45.120503652039325
1739209667.7180932;-45.120503652039325
1739209667.7180958;-38.13080360867914
1739209667.7180984;-38.13080360867914
1739209667.718101;-38.13080360867914
1739209667.7181036;-38.13080360867914
1739209667.7181065;-38.13080360867914
1739209667.7181091;-45.120503652039325
1739209667.7181118;-38.13080360867914
1739209667.7181144;-38.13080360867914
1739209667.718117;-45.120503652039325
1739209667.7181196;-45.120503652039325
1739209667.7181225;-45.120503652039325
1739209667.718125;-45.120503652039325
1739209667.7181277;-38.13080360867914
1739209667.7181304;-38.13080360867914
1739209667.718133;-45.120503652039325
1739209667.7181358;-45.120503652039325
1739209667.7181385;-38.13080360867914
1739209667.718141;-45.120503652039325
1739209667.7181437;-38.13080360867914
1739209667.7181463;-38.13080360867914
1739209667.718149;-38.13080360867914
1739209667.7181518;-45.120503652039325
1739209667.7181544;-35.57807855764607
1739209667.718157;-35.57807855764607
1739209667.7181597;-38.13080360867914
1739209667.7181623;-35.57807855764607
1739209667.718165;-38.13080360867914
1739209667.7181678;-45.120503652039325
1739209667.7181704;-33.981070128970906
1739209667.718173;-38.13080360867914
1739209667.7181756;-45.120503652039325
1739209667.7181783;-45.120503652039325
1739209667.7181811;-33.981070128970906
1739209667.7181838;-45.120503652039325
1739209667.7181864;-38.13080360867914
1739209667.718189;-35.57807855764607
1739209667.7181916;-45.120503652039325
1739209667.7181942;-38.13080360867914
1739209667.718197;-35.57807855764607
1739209667.7181997;-45.120503652039325
1739209667.7182024;-38.13080360867914
1739209667.718205;-38.13080360867914
1739209667.7182076;-38.13080360867914
1739209667.7182105;-45.120503652039325
1739209667.718213;-32.816014438256545
1739209667.7182157;-32.816014438256545
1739209667.7182183;-45.120503652039325
1739209667.718221;-45.120503652039325
1739209667.7182236;-38.13080360867914
1739209667.7182264;-38.13080360867914
1739209667.718229;-45.120503652039325
1739209667.7182317;-45.120503652039325
1739209667.7182343;-45.120503652039325
1739209667.718237;-38.13080360867914
1739209667.7182398;-38.13080360867914
1739209667.7182424;-45.120503652039325
1739209667.718245;-38.13080360867914
1739209667.7182477;-33.981070128970906
1739209667.7182503;-45.120503652039325
1739209667.718253;-45.120503652039325
1739209667.7182558;-38.13080360867914
1739209667.7182584;-35.57807855764607
1739209667.718261;-38.13080360867914
1739209667.7182636;-45.120503652039325
1739209667.7182662;-38.13080360867914
1739209667.7182689;-45.120503652039325
1739209667.7182717;-38.13080360867914
1739209667.7182744;-45.120503652039325
1739209667.718277;-38.13080360867914
1739209667.7182796;-45.120503652039325
1739209667.7182822;-45.120503652039325
1739209667.718285;-45.120503652039325
1739209667.7182877;-38.13080360867914
1739209667.7182903;-35.57807855764607
1739209667.718293;-45.120503652039325
1739209667.7182956;-45.120503652039325
1739209667.7182982;-38.13080360867914
1739209667.718301;-33.981070128970906
1739209667.7183037;-38.13080360867914
1739209667.7183063;-45.120503652039325
1739209667.718309;-38.13080360867914
1739209667.7183115;-38.13080360867914
1739209667.7183144;-38.13080360867914
1739209667.718317;-45.120503652039325
1739209667.7183197;-32.816014438256545
1739209667.7183223;-33.981070128970906
1739209667.718325;-45.120503652039325
1739209667.7183275;-45.120503652039325
1739209667.7183304;-45.120503652039325
1739209667.718333;-35.57807855764607
1739209667.7183356;-45.120503652039325
1739209667.7183383;-45.120503652039325
1739209667.7183409;-38.13080360867914
1739209667.7183435;-33.981070128970906
1739209667.7183464;-38.13080360867914
1739209667.718349;-38.13080360867914
1739209667.7183516;-45.120503652039325
1739209667.7183542;-38.13080360867914
1739209667.7183568;-38.13080360867914
1739209667.7183597;-45.120503652039325
1739209667.7183623;-45.120503652039325
1739209667.718365;-38.13080360867914
1739209667.7183676;-38.13080360867914
1739209667.7183702;-45.120503652039325
1739209667.7183728;-45.120503652039325
1739209667.7183757;-45.120503652039325
1739209667.7183783;-45.120503652039325
1739209667.718381;-45.120503652039325
1739209667.7183836;-38.13080360867914
1739209667.7183862;-38.13080360867914
1739209667.718389;-38.13080360867914
1739209667.7183917;-38.13080360867914
1739209667.7183943;-45.120503652039325
1739209667.718397;-35.57807855764607
1739209667.7183995;-38.13080360867914
1739209667.7184021;-45.120503652039325
1739209667.718405;-33.981070128970906
1739209667.7184076;-31.141103565318915
1739209667.7184103;-28.992665084841942
1739209667.7184129;-45.120503652039325
1739209667.7184155;-38.13080360867914
1739209667.7184181;-38.13080360867914
1739209667.718421;-38.13080360867914
1739209667.7184236;-45.120503652039325
1739209667.7184262;-38.13080360867914
1739209667.7184289;-38.13080360867914
1739209667.7184315;-38.13080360867914
1739209667.7184343;-45.120503652039325
1739209667.718437;-38.13080360867914
1739209667.7184396;-38.13080360867914
1739209667.7184422;-38.13080360867914
1739209667.7184448;-38.13080360867914
1739209667.7184474;-38.13080360867914
1739209667.7184503;-35.57807855764607
1739209667.718453;-38.13080360867914
1739209667.7184556;-45.120503652039325
1739209667.7184582;-32.816014438256545
1739209667.7184608;-29.438486411369333
1739209667.7184637;-38.13080360867914
1739209667.7184663;-45.120503652039325
1739209667.718469;-32.816014438256545
1739209667.7184715;-35.57807855764607
1739209667.7184741;-33.981070128970906
1739209667.7184768;-45.120503652039325
1739209667.7184796;-38.13080360867914
1739209667.7184823;-35.57807855764607
1739209667.7184849;-38.13080360867914
1739209667.7184875;-45.120503652039325
1739209667.7184901;-38.13080360867914
1739209667.7184927;-38.13080360867914
1739209667.7184956;-31.141103565318915
1739209667.7184982;-45.120503652039325
1739209667.7185009;-38.13080360867914
1739209667.7185035;-38.13080360867914
1739209667.718506;-45.120503652039325
1739209667.718509;-45.120503652039325
1739209667.7185116;-38.13080360867914
1739209667.7185142;-33.981070128970906
1739209667.7185168;-29.438486411369347
1739209667.7185194;-45.120503652039325
1739209667.718522;-38.13080360867914
1739209667.718525;-35.57807855764607
1739209667.7185276;-38.13080360867914
1739209667.7185302;-38.13080360867914
1739209667.7185328;-45.120503652039325
1739209667.7185354;-45.120503652039325
1739209667.7185383;-31.141103565318915
1739209667.718541;-38.13080360867914
1739209667.7185435;-45.120503652039325
1739209667.7185462;-38.13080360867914
1739209667.7185488;-38.13080360867914
1739209667.7185514;-45.120503652039325
1739209667.7185543;-33.981070128970906
1739209667.718557;-38.13080360867914
1739209667.7185595;-38.13080360867914
1739209667.7185621;-45.120503652039325
1739209667.7185647;-38.13080360867914
1739209667.7185674;-35.57807855764607
1739209667.7185702;-45.120503652039325
1739209667.7185729;-45.120503652039325
1739209667.7185755;-38.13080360867914
1739209667.718578;-32.816014438256545
1739209667.7185807;-33.981070128970906
1739209667.7185836;-45.120503652039325
1739209667.7239525;-45.120503652039325
1739209667.7239575;-38.13080360867914
1739209667.7239625;-35.57807855764607
1739209667.7239678;-45.120503652039325
1739209667.7239728;-38.13080360867914
1739209667.7239778;-38.13080360867914
1739209667.7239828;-33.981070128970906
1739209667.723988;-45.120503652039325
1739209667.723993;-45.120503652039325
1739209667.723998;-45.120503652039325
1739209667.7240033;-45.120503652039325
1739209667.7240083;-45.120503652039325
1739209667.7240133;-38.13080360867914
1739209667.7240186;-35.57807855764607
1739209667.7240236;-45.120503652039325
1739209667.7240286;-45.120503652039325
1739209667.7240338;-38.13080360867914
1739209667.7240388;-45.120503652039325
1739209667.7240438;-45.120503652039325
1739209667.7240489;-45.120503652039325
1739209667.724054;-45.120503652039325
1739209667.724059;-38.13080360867914
1739209667.724064;-33.981070128970906
1739209667.7240694;-38.13080360867914
1739209667.7240744;-45.120503652039325
1739209667.7240794;-38.13080360867914
1739209667.7240846;-32.816014438256545
1739209667.7240896;-35.57807855764607
1739209667.7240946;-38.13080360867914
1739209667.7240999;-38.13080360867914
1739209667.724105;-38.13080360867914
1739209667.72411;-38.13080360867914
1739209667.724115;-38.13080360867914
1739209667.7241201;-45.120503652039325
1739209667.7241251;-45.120503652039325
1739209667.7241302;-35.57807855764607
1739209667.7241354;-45.120503652039325
1739209667.7241404;-45.120503652039325
1739209667.7241454;-38.13080360867914
1739209667.7241507;-35.57807855764607
1739209667.7241557;-38.13080360867914
1739209667.7241607;-45.120503652039325
1739209667.7241657;-33.981070128970906
1739209667.724171;-38.13080360867914
1739209667.724176;-38.13080360867914
1739209667.724181;-38.13080360867914
1739209667.7241862;-38.13080360867914
1739209667.7241912;-38.13080360867914
1739209667.7241962;-45.120503652039325
