CAN Message; 0x1d3:00009f496fcb94ee
1739209648.9136977;-38.13080360867914
1739209648.913713;-38.13080360867914
1739209648.913728;-45.120503652039325
1739209648.9137433;-45.120503652039325
1739209648.9137585;-38.13080360867914
1739209648.9137738;-29.438486411369347
1739209648.9137888;-38.13080360867914
1739209648.913804;-33.981070128970906
1739209648.9138193;-38.13080360867914
1739209648.9138343;-38.13080360867914
1739209648.9138496;-38.13080360867914
1739209648.9138649;-45.120503652039325
1739209648.91388;-38.13080360867914
1739209648.9138951;-28.992665084841942
1739209648.9139104;-45.120503652039325
1739209648.9139256;-38.13080360867914
1739209648.913941;-38.13080360867914
1739209648.913956;-45.120503652039325
1739209648.9139712;-45.120503652039325
1739209648.9139864;-38.13080360867914
1739209648.9140017;-33.981070128970906
1739209648.9140167;-32.81601443825658
1739209648.914032;-45.120503652039325
1739209648.9140472;-38.13080360867914
1739209648.9140625;-38.13080360867914
1739209648.9140775;-33.981070128970906
1739209648.9140928;-38.13080360867914
1739209648.914108;-38.13080360867914
1739209648.914123;-45.120503652039325
1739209648.9141383;-31.141103565318915
1739209648.9141536;-45.120503652039325
1739209648.9141688;-38.13080360867914
1739209648.9141839;-38.13080360867914
1739209648.914199;-38.13080360867914
1739209648.9142144;-38.13080360867914
1739209648.9142296;-38.13080360867914
1739209648.9142447;-45.120503652039325
1739209648.91426;-45.120503652039325
1739209648.9142752;-45.120503652039325
1739209648.9142904;-35.57807855764607
1739209648.9143054;-45.120503652039325
1739209648.9143207;-38.13080360867914
1739209648.914336;-35.57807855764607
1739209648.9143512;-45.120503652039325
1739209648.9143662;-45.120503652039325
1739209648.9143815;-32.816014438256545
1739209648.9143968;-35.57807855764607
1739209648.9144118;-45.120503652039325
1739209648.914427;-45.120503652039325
1739209648.9144423;-45.120503652039325
1739209648.9144576;-45.120503652039325
1739209648.9144726;-38.13080360867914
1739209648.9144878;-38.13080360867914
1739209648.914503;-38.13080360867914
1739209648.9145184;-45.120503652039325
1739209648.9145334;-45.120503652039325
1739209648.9145486;-45.120503652039325
1739209648.914564;-33.981070128970906
1739209648.9145792;-38.13080360867914
1739209648.9145942;-45.120503652039325
1739209648.9146094;-35.57807855764607
1739209648.9146247;-38.13080360867914
1739209648.91464;-38.13080360867914
1739209648.914655;-38.13080360867914
1739209648.9146702;-38.13080360867914
1739209648.9146855;-45.120503652039325
1739209648.9147005;-45.120503652039325
1739209648.9147158;-35.57807855764607
1739209648.914731;-38.13080360867914
1739209648.9147463;-38.13080360867914
1739209648.9147613;-38.13080360867914
1739209648.9147766;-45.120503652039325
1739209648.9147918;-33.981070128970906
1739209648.914807;-38.13080360867914
1739209648.914822;-38.13080360867914
1739209648.9148374;-45.120503652039325
1739209648.9148526;-38.13080360867914
1739209648.9148679;-45.120503652039325
1739209648.914883;-38.13080360867914
1739209648.9148982;-38.13080360867914
1739209648.9149134;-45.120503652039325
1739209648.9149287;-45.120503652039325
1739209648.9149437;-38.13080360867914
1739209648.914959;-35.57807855764607
1739209648.9149742;-45.120503652039325
1739209648.9149892;-35.57807855764607
1739209648.9150045;-32.816014438256545
1739209648.9150198;-45.120503652039325
1739209648.915035;-45.120503652039325
1739209648.91505;-33.981070128970906
1739209648.9150653;-38.13080360867914
1739209648.9150805;-45.120503652039325
1739209648.9150958;-45.120503652039325
1739209648.9151108;-45.120503652039325
1739209648.915126;-45.120503652039325
1739209648.9151413;-38.13080360867914
1739209648.9151566;-45.120503652039325
1739209648.9151716;-45.120503652039325
1739209648.915187;-33.981070128970906
1739209648.9152021;-38.13080360867914
1739209648.9152174;-45.120503652039325
1739209648.9152324;-32.816014438256545
1739209648.9152477;-31.141103565318893
1739209648.915263;-45.120503652039325
1739209648.9152782;-45.120503652039325
1739209648.9152932;-45.120503652039325
1739209648.9153085;-38.13080360867914
1739209648.9153237;-45.120503652039325
1739209648.9153388;-45.120503652039325
1739209648.915354;-38.13080360867914
1739209648.9153693;-45.120503652039325
1739209648.9153845;-38.13080360867914
1739209648.9153996;-45.120503652039325
1739209648.9154148;-33.981070128970906
1739209648.91543;-33.981070128970906
1739209648.9154453;-45.120503652039325
1739209648.9154603;-45.120503652039325
1739209648.9154756;-35.57807855764607
1739209648.9154909;-38.13080360867914
1739209648.9155061;-38.13080360867914
1739209648.9155211;-45.120503652039325
1739209648.9155364;-38.13080360867914
1739209648.9155517;-45.120503652039325
1739209648.915567;-38.13080360867914
1739209648.915582;-45.120503652039325
1739209648.9155972;-45.120503652039325
1739209648.9156125;-45.120503652039325
1739209648.9156275;-45.120503652039325
1739209648.9156427;-38.13080360867914
1739209648.915658;-38.13080360867914
1739209648.9156733;-35.57807855764607
1739209648.9156883;-38.13080360867914
1739209648.9157035;-45.120503652039325
1739209648.9157188;-33.981070128970906
1739209648.915734;-33.981070128970906
1739209648.915749;-33.981070128970906
1739209648.9157643;-35.57807855764607
1739209648.9157796;-38.13080360867914
1739209648.9157948;-45.120503652039325
1739209648.9158099;-38.13080360867914
1739209648.9158251;-45.120503652039325
1739209648.9158404;-38.13080360867914
1739209648.9158556;-38.13080360867914
1739209648.9158707;-38.13080360867914
1739209648.915886;-38.13080360867914
1739209648.9159012;-45.120503652039325
1739209648.9159162;-35.57807855764607
1739209648.9159315;-33.981070128970906
1739209648.9159467;-45.120503652039325
1739209648.915962;-45.120503652039325
1739209648.915977;-38.13080360867914
1739209648.9159923;-38.13080360867914
1739209648.9160075;-38.13080360867914
1739209648.9160228;-45.120503652039325
1739209648.9160378;-45.120503652039325
1739209648.916053;-38.13080360867914
1739209648.9160683;-38.13080360867914
1739209648.9160836;-38.13080360867914
1739209648.9160986;-38.13080360867914
1739209648.9161139;-33.981070128970906
1739209648.916129;-45.120503652039325
1739209648.9161444;-38.13080360867914
1739209648.9161594;-38.13080360867914
1739209648.9161747;-38.13080360867914
1739209648.91619;-38.13080360867914
1739209648.916205;-45.120503652039325
1739209648.9162202;-45.120503652039325
1739209648.9162354;-38.13080360867914
1739209648.9162507;-38.13080360867914
1739209648.9162657;-38.13080360867914
1739209648.916281;-45.120503652039325
1739209648.9162962;-38.13080360867914
1739209648.9163115;-38.13080360867914
1739209648.9163265;-38.13080360867914
1739209648.9163418;-45.120503652039325
1739209648.916357;-38.13080360867914
1739209648.9163723;-45.120503652039325
1739209648.9163873;-38.13080360867914
1739209648.9164026;-38.13080360867914
1739209648.9164178;-38.13080360867914
1739209648.916433;-38.13080360867914
1739209648.916448;-45.120503652039325
1739209648.9164634;-45.120503652039325
1739209648.9164786;-38.13080360867914
1739209648.9164937;-45.120503652039325
1739209648.916509;-45.120503652039325
1739209648.9165242;-38.13080360867914
1739209648.9165394;-35.57807855764607
1739209648.9165545;-45.120503652039325
1739209648.9165697;-45.120503652039325
1739209648.916585;-38.13080360867914
1739209648.9166002;-35.57807855764607
1739209648.9166152;-45.120503652039325
1739209648.9166305;-45.120503652039325
1739209648.9166458;-45.120503652039325
1739209648.916661;-45.120503652039325
1739209648.916676;-38.13080360867914
1739209648.9166913;-45.120503652039325
1739209648.9167066;-38.13080360867914
1739209648.9167218;-31.141103565318915
1739209648.9167368;-35.57807855764607
1739209648.916752;-45.120503652039325
1739209648.9167674;-38.13080360867914
1739209648.9167824;-31.141103565318915
1739209648.9167976;-45.120503652039325
1739209648.916813;-45.120503652039325
1739209648.9168282;-45.120503652039325
1739209648.9168432;-38.13080360867914
1739209648.9168584;-33.981070128970906
1739209648.9168737;-38.13080360867914
1739209648.916889;-45.120503652039325
1739209648.916904;-38.13080360867914
1739209648.9169192;-38.13080360867914
1739209648.9169345;-38.13080360867914
1739209648.9169497;-38.13080360867914
1739209648.9169648;-31.141103565318915
1739209648.91698;-38.13080360867914
1739209648.9169953;-38.13080360867914
1739209648.9170105;-45.120503652039325
1739209648.9170256;-38.13080360867914
1739209648.9170408;-38.13080360867914
1739209648.917056;-45.120503652039325
1739209648.9170713;-45.120503652039325
1739209648.9170864;-45.120503652039325
1739209648.9171016;-45.120503652039325
1739209648.9171169;-45.120503652039325
1739209648.917132;-45.120503652039325
1739209648.9171472;-38.13080360867914
1739209648.9171624;-35.57807855764607
1739209648.9171777;-45.120503652039325
1739209648.9171927;-45.120503652039325
1739209648.917208;-45.120503652039325
1739209648.9172232;-38.13080360867914
1739209648.9172385;-38.13080360867914
1739209648.9172535;-45.120503652039325
1739209648.9172688;-45.120503652039325
1739209648.917284;-38.13080360867914
1739209648.9172993;-38.13080360867914
1739209648.9173143;-45.120503652039325
1739209648.9173295;-28.58837851428586
1739209648.9173448;-38.13080360867914
1739209648.91736;-45.120503652039325
1739209648.917375;-32.816014438256545
1739209648.9173903;-45.120503652039325
1739209648.9174056;-45.120503652039325
1739209648.9174206;-45.120503652039325
1739209648.917436;-32.816014438256545
1739209648.9174511;-33.981070128970956
1739209648.9174664;-45.120503652039325
1739209648.9174814;-31.141103565318915
1739209648.9174967;-35.57807855764607
1739209648.917512;-45.120503652039325
1739209648.9175272;-33.981070128970906
1739209648.9175422;-32.816014438256545
1739209648.9175575;-35.57807855764607
1739209648.9175727;-38.13080360867914
1739209648.917588;-35.57807855764607
1739209648.917603;-45.120503652039325
1739209648.9176183;-32.816014438256545
1739209648.9176335;-38.13080360867914
1739209648.9176488;-45.120503652039325
1739209648.9176638;-33.981070128970906
1739209648.917679;-38.13080360867914
1739209648.9176943;-45.120503652039325
1739209648.9177094;-45.120503652039325
1739209648.9177246;-45.120503652039325
1739209648.9177399;-45.120503652039325
1739209648.9177551;-35.57807855764607
1739209648.9177701;-38.13080360867914
1739209648.9177854;-38.13080360867914
1739209648.9178007;-32.816014438256545
1739209648.917816;-45.120503652039325
1739209648.917831;-45.120503652039325
1739209648.9178462;-38.13080360867914
1739209648.9178615;-38.13080360867914
1739209648.9178767;-45.120503652039325
1739209648.9178917;-38.13080360867914
1739209648.917907;-35.57807855764607
1739209648.9179223;-45.120503652039325
1739209648.9179375;-33.981070128970906
1739209648.9179525;-33.981070128970906
1739209648.9179678;-38.13080360867914
1739209648.917983;-45.120503652039325
1739209648.917998;-45.120503652039325
1739209648.9180133;-38.13080360867914
1739209648.9180286;-38.13080360867914
1739209648.9180439;-38.13080360867914
1739209648.9180589;-45.120503652039325
1739209648.9180741;-45.120503652039325
1739209648.9180894;-35.57807855764607
1739209648.9181046;-35.57807855764607
1739209648.9181197;-45.120503652039325
1739209648.918135;-38.13080360867914
1739209648.9181502;-35.57807855764607
1739209648.9181654;-38.13080360867914
1739209648.9181805;-38.13080360867914
1739209648.9181957;-38.13080360867914
1739209648.918211;-38.13080360867914
1739209648.9182262;-35.57807855764607
1739209648.9182413;-38.13080360867914
1739209648.9182565;-38.13080360867914
1739209648.9182718;-38.13080360867914
1739209648.9182868;-38.13080360867914
1739209648.918302;-45.120503652039325
1739209648.9183173;-38.13080360867914
1739209648.9183326;-38.13080360867914
1739209648.9183476;-33.981070128970906
1739209648.9183629;-38.13080360867914
1739209648.918378;-45.120503652039325
1739209648.9183934;-32.816014438256545
1739209648.9184084;-32.816014438256545
1739209648.9184237;-45.120503652039325
1739209648.918439;-38.13080360867914
1739209648.9184542;-35.57807855764607
1739209648.9184692;-45.120503652039325
1739209648.9184844;-45.120503652039325
1739209648.9184997;-45.120503652039325
1739209648.918515;-38.13080360867914
1739209648.91853;-38.13080360867914
1739209648.9185452;-35.57807855764607
1739209648.9185605;-38.13080360867914
1739209648.9185758;-45.120503652039325
1739209648.9185908;-45.120503652039325
1739209648.918606;-45.120503652039325
1739209648.9186213;-35.57807855764607
1739209648.9186363;-45.120503652039325
1739209648.9186516;-45.120503652039325
1739209648.9186668;-38.13080360867914
1739209648.918682;-38.13080360867914
1739209648.918697;-33.981070128970906
1739209648.9187124;-38.13080360867914
1739209648.9187276;-38.13080360867914
1739209648.918743;-45.120503652039325
1739209648.918758;-38.13080360867914
1739209648.9187732;-45.120503652039325
1739209648.9187884;-35.57807855764607
1739209648.9188037;-38.13080360867914
1739209648.9188187;-38.13080360867914
1739209648.918834;-45.120503652039325
1739209648.9188492;-45.120503652039325
1739209648.9188645;-35.57807855764607
1739209648.9188795;-38.13080360867914
1739209648.9188948;-38.13080360867914
1739209648.91891;-38.13080360867914
1739209648.918925;-45.120503652039325
1739209648.9189403;-33.981070128970906
1739209648.9189556;-32.816014438256545
1739209648.9189708;-45.120503652039325
1739209648.9189858;-45.120503652039325
1739209648.919001;-38.13080360867914
1739209648.9190164;-38.13080360867914
1739209648.9190316;-35.57807855764607
1739209648.9190466;-35.57807855764607
1739209648.919062;-33.981070128970906
1739209648.9190772;-45.120503652039325
1739209648.9190924;-38.13080360867914
1739209648.9191074;-35.57807855764607
1739209648.9191227;-33.981070128970906
1739209648.919138;-38.13080360867914
1739209648.9191532;-38.13080360867914
1739209648.9191682;-45.120503652039325
1739209648.9191835;-38.13080360867914
1739209648.9191988;-38.13080360867914
1739209648.9192138;-45.120503652039325
1739209648.919229;-45.120503652039325
1739209648.9192443;-38.13080360867914
1739209648.9192595;-38.13080360867914
1739209648.9192746;-38.13080360867914
1739209648.9192898;-38.13080360867914
1739209648.919305;-31.141103565318915
1739209648.9193203;-38.13080360867914
1739209648.9193354;-45.120503652039325
1739209648.9193506;-38.13080360867914
1739209648.919366;-38.13080360867914
1739209648.9193811;-45.120503652039325
1739209648.9193962;-45.120503652039325
1739209648.9194114;-45.120503652039325
1739209648.9194267;-45.120503652039325
1739209648.919442;-45.120503652039325
1739209648.919457;-45.120503652039325
1739209648.9194722;-45.120503652039325
1739209648.9194875;-45.120503652039325
1739209648.9195025;-38.13080360867914
1739209648.9195178;-38.13080360867914
1739209648.919533;-45.120503652039325
1739209648.9195483;-33.981070128970906
1739209648.9195633;-32.816014438256545
1739209648.9195786;-45.120503652039325
1739209648.9195938;-35.57807855764607
1739209648.919609;-33.981070128970906
1739209648.919624;-38.13080360867914
1739209648.9196393;-38.13080360867914
1739209648.9196546;-38.13080360867914
1739209648.9196699;-38.13080360867914
1739209648.919685;-45.120503652039325
1739209648.9197001;-35.57807855764607
1739209648.9197154;-45.120503652039325
1739209648.9197307;-38.13080360867914
1739209648.9197457;-38.13080360867914
1739209648.919761;-35.57807855764607
1739209648.9197762;-45.120503652039325
1739209648.9197912;-45.120503652039325
1739209648.9198065;-38.13080360867914
1739209648.9198217;-38.13080360867914
1739209648.919837;-45.120503652039325
1739209648.919852;-45.120503652039325
1739209648.9198673;-38.13080360867914
1739209648.9198825;-38.13080360867914
1739209648.9198978;-45.120503652039325
1739209648.9199128;-35.57807855764607
1739209648.919928;-35.57807855764607
1739209648.9199433;-38.13080360867914
1739209648.9199586;-45.120503652039325
1739209648.9199736;-45.120503652039325
1739209648.9199889;-33.981070128970906
1739209648.9200041;-38.13080360867914
1739209648.9200194;-45.120503652039325
1739209648.9200344;-45.120503652039325
1739209648.9200497;-35.57807855764607
1739209648.920065;-38.13080360867914
1739209648.92008;-45.120503652039325
1739209648.9200952;-28.992665084841942
1739209648.9201105;-35.57807855764607
1739209648.9201257;-38.13080360867914
1739209648.9201407;-45.120503652039325
1739209648.920156;-30.49652367304973
1739209648.9201713;-31.141103565318893
1739209648.9201865;-45.120503652039325
1739209648.9202015;-45.120503652039325
1739209648.9202168;-45.120503652039325
1739209648.920232;-38.13080360867914
1739209648.9202473;-45.120503652039325
1739209648.9202623;-45.120503652039325
1739209648.9202776;-45.120503652039325
1739209648.9202929;-45.120503652039325
1739209648.920308;-35.57807855764607
1739209648.9203231;-45.120503652039325
1739209648.9203384;-38.13080360867914
1739209648.9203537;-38.13080360867914
1739209648.920369;-38.13080360867914
1739209648.920384;-45.120503652039325
1739209648.9203992;-28.58837851428586
1739209648.9204144;-28.21854285175415
1739209648.9204295;-45.120503652039325
1739209648.9204447;-45.120503652039325
1739209648.92046;-38.13080360867914
1739209648.9204752;-35.57807855764607
1739209648.9204903;-45.120503652039325
1739209648.9205055;-45.120503652039325
1739209648.9205208;-45.120503652039325
1739209648.920536;-45.120503652039325
1739209648.920551;-38.13080360867914
1739209648.9205663;-45.120503652039325
1739209648.9205816;-38.13080360867914
1739209648.9205968;-45.120503652039325
1739209648.9206119;-38.13080360867914
1739209648.920627;-45.120503652039325
1739209648.9206424;-35.57807855764607
1739209648.9206576;-35.57807855764607
1739209648.9206727;-45.120503652039325
1739209648.920688;-38.13080360867914
1739209648.9207032;-38.13080360867914
1739209648.9207182;-45.120503652039325
1739209648.9207335;-45.120503652039325
1739209648.9207487;-38.13080360867914
1739209648.920764;-45.120503652039325
1739209648.920779;-45.120503652039325
1739209648.9207942;-45.120503652039325
1739209648.9208095;-45.120503652039325
1739209648.9208248;-45.120503652039325
1739209648.9208398;-38.13080360867914
1739209648.920855;-38.13080360867914
1739209648.9208703;-38.13080360867914
1739209648.9208856;-38.13080360867914
1739209648.9209006;-45.120503652039325
1739209648.9209158;-45.120503652039325
1739209648.920931;-45.120503652039325
