CAN Message; 0x150:0400b4186ef86b3b
Timestamp;Amplitude
1739209830.3704882;-45.120503652039325
1739209830.3704958;-45.120503652039325
1739209830.3705032;-45.120503652039325
1739209830.3705108;-45.120503652039325
1739209830.3705184;-38.13080360867914
1739209830.3705258;-45.120503652039325
1739209830.3705335;-35.57807855764607
1739209830.370541;-35.57807855764607
1739209830.3705485;-38.13080360867914
1739209830.370556;-45.120503652039325
1739209830.3705637;-38.13080360867914
1739209830.3705714;-45.120503652039325
1739209830.3705788;-38.13080360867914
1739209830.3705864;-35.57807855764607
1739209830.370594;-35.57807855764607
1739209830.3706014;-33.981070128970906
1739209830.370609;-45.120503652039325
1739209830.3706167;-45.120503652039325
1739209830.370624;-45.120503652039325
1739209830.3706317;-45.120503652039325
1739209830.3706393;-38.13080360867914
1739209830.370647;-32.816014438256545
1739209830.3706543;-45.120503652039325
1739209830.370662;-38.13080360867914
1739209830.3706696;-38.13080360867914
1739209830.370677;-38.13080360867914
1739209830.3706846;-38.13080360867914
1739209830.3706923;-45.120503652039325
1739209830.3706996;-35.57807855764607
1739209830.3707073;-45.120503652039325
1739209830.370715;-35.57807855764607
1739209830.3707225;-28.58837851428586
1739209830.37073;-45.120503652039325
1739209830.3707376;-45.120503652039325
1739209830.3707452;-35.57807855764607
1739209830.3707526;-35.57807855764607
1739209830.3707602;-38.13080360867914
1739209830.3707678;-45.120503652039325
1739209830.3707752;-45.120503652039325
1739209830.3707829;-45.120503652039325
1739209830.3707905;-38.13080360867914
1739209830.370798;-45.120503652039325
1739209830.3708055;-45.120503652039325
1739209830.3708131;-45.120503652039325
1739209830.3708208;-45.120503652039325
1739209830.3708282;-45.120503652039325
1739209830.3708358;-38.13080360867914
1739209830.3708434;-45.120503652039325
1739209830.3708508;-45.120503652039325
1739209830.3708584;-38.13080360867914
1739209830.370866;-38.13080360867914
1739209830.3708737;-45.120503652039325
1739209830.370881;-38.13080360867914
1739209830.3708887;-38.13080360867914
1739209830.3708963;-38.13080360867914
1739209830.3709037;-26.991370085610736
1739209830.3709114;-38.13080360867914
1739209830.370919;-45.120503652039325
1739209830.3709264;-38.13080360867914
1739209830.370934;-35.57807855764607
1739209830.3709416;-45.120503652039325
1739209830.3709493;-38.13080360867914
1739209830.3709567;-45.120503652039325
1739209830.3709643;-38.13080360867914
1739209830.370972;-45.120503652039325
1739209830.3709793;-38.13080360867914
1739209830.370987;-38.13080360867914
1739209830.3709946;-45.120503652039325
1739209830.371002;-45.120503652039325
1739209830.3710096;-38.13080360867914
1739209830.3710172;-38.13080360867914
1739209830.3710248;-35.57807855764607
1739209830.3710322;-35.57807855764607
1739209830.3710399;-32.816014438256545
1739209830.3710475;-38.13080360867914
1739209830.371055;-45.120503652039325
1739209830.3710625;-45.120503652039325
1739209830.3710701;-35.57807855764607
1739209830.3710775;-38.13080360867914
1739209830.3710852;-38.13080360867914
1739209830.3710928;-38.13080360867914
1739209830.3711004;-38.13080360867914
1739209830.3711078;-45.120503652039325
1739209830.3711154;-38.13080360867914
1739209830.371123;-38.13080360867914
1739209830.3711305;-38.13080360867914
1739209830.371138;-38.13080360867914
1739209830.3711457;-45.120503652039325
1739209830.371153;-45.120503652039325
1739209830.3711607;-45.120503652039325
1739209830.3711684;-38.13080360867914
1739209830.371176;-38.13080360867914
1739209830.3711834;-33.981070128970906
1739209830.371191;-45.120503652039325
1739209830.3711987;-38.13080360867914
1739209830.371206;-35.57807855764607
1739209830.3712137;-45.120503652039325
1739209830.3712213;-45.120503652039325
1739209830.3712287;-38.13080360867914
1739209830.3712363;-38.13080360867914
1739209830.371244;-38.13080360867914
1739209830.3712516;-35.57807855764607
1739209830.371259;-33.981070128970906
1739209830.3712666;-45.120503652039325
1739209830.3712742;-45.120503652039325
1739209830.3712816;-45.120503652039325
1739209830.3712893;-38.13080360867914
1739209830.371297;-33.981070128970906
1739209830.3713043;-38.13080360867914
1739209830.371312;-45.120503652039325
1739209830.3713195;-38.13080360867914
1739209830.3713272;-45.120503652039325
1739209830.3713346;-38.13080360867914
1739209830.3713422;-38.13080360867914
1739209830.3713498;-32.816014438256545
1739209830.3713572;-38.13080360867914
1739209830.3713648;-38.13080360867914
1739209830.3713725;-35.57807855764607
1739209830.3713799;-38.13080360867914
1739209830.3713875;-38.13080360867914
1739209830.371395;-31.141103565318915
1739209830.3714027;-38.13080360867914
1739209830.3714101;-45.120503652039325
1739209830.3714178;-38.13080360867914
1739209830.3714254;-35.57807855764607
1739209830.3714328;-45.120503652039325
1739209830.3714404;-45.120503652039325
1739209830.371448;-45.120503652039325
1739209830.3714554;-38.13080360867914
1739209830.371463;-45.120503652039325
1739209830.3714707;-38.13080360867914
1739209830.3714783;-45.120503652039325
1739209830.3714857;-45.120503652039325
1739209830.3714933;-38.13080360867914
1739209830.371501;-38.13080360867914
1739209830.3715084;-45.120503652039325
1739209830.371516;-33.981070128970906
1739209830.3715236;-38.13080360867914
1739209830.371531;-38.13080360867914
1739209830.3715386;-45.120503652039325
1739209830.3715463;-38.13080360867914
1739209830.371554;-38.13080360867914
1739209830.3715613;-33.981070128970906
1739209830.371569;-45.120503652039325
1739209830.3715765;-45.120503652039325
1739209830.371584;-45.120503652039325
1739209830.3715916;-45.120503652039325
1739209830.3715992;-45.120503652039325
1739209830.3716066;-38.13080360867914
1739209830.3716142;-45.120503652039325
1739209830.3716218;-38.13080360867914
1739209830.3716295;-45.120503652039325
1739209830.3716369;-45.120503652039325
1739209830.3716445;-32.816014438256545
1739209830.3716521;-38.13080360867914
1739209830.3716595;-45.120503652039325
1739209830.3716671;-33.981070128970906
1739209830.3716748;-35.57807855764607
1739209830.3716822;-38.13080360867914
1739209830.3716898;-45.120503652039325
1739209830.3716974;-27.267205301931607
1739209830.371705;-32.816014438256545
1739209830.3717124;-38.13080360867914
1739209830.37172;-45.120503652039325
1739209830.3717277;-33.981070128970906
1739209830.371735;-38.13080360867914
1739209830.3717427;-38.13080360867914
1739209830.3717504;-35.57807855764607
1739209830.3717577;-32.816014438256545
1739209830.3717654;-38.13080360867914
1739209830.371773;-38.13080360867914
1739209830.3717806;-45.120503652039325
1739209830.371788;-45.120503652039325
1739209830.3717957;-38.13080360867914
1739209830.3718033;-45.120503652039325
1739209830.3718107;-38.13080360867914
1739209830.3718183;-45.120503652039325
1739209830.371826;-45.120503652039325
1739209830.3718333;-38.13080360867914
1739209830.371841;-45.120503652039325
1739209830.3718486;-45.120503652039325
1739209830.3718562;-45.120503652039325
1739209830.3718636;-38.13080360867914
1739209830.3718712;-38.13080360867914
1739209830.3718789;-38.13080360867914
1739209830.3718863;-38.13080360867914
1739209830.371894;-45.120503652039325
1739209830.3719015;-38.13080360867914
1739209830.371909;-45.120503652039325
1739209830.3719165;-45.120503652039325
1739209830.3719242;-38.13080360867914
1739209830.3719318;-38.13080360867914
1739209830.3719392;-32.81601443825658
1739209830.3719468;-38.13080360867914
1739209830.3719544;-38.13080360867914
1739209830.3719618;-35.57807855764607
1739209830.3719695;-38.13080360867914
1739209830.371977;-45.120503652039325
1739209830.3719845;-38.13080360867914
1739209830.371992;-45.120503652039325
1739209830.3719997;-32.816014438256545
1739209830.3720074;-30.49652367304973
1739209830.3720148;-45.120503652039325
1739209830.3720224;-35.57807855764607
1739209830.37203;-45.120503652039325
1739209830.3720374;-45.120503652039325
1739209830.372045;-38.13080360867914
1739209830.3720527;-38.13080360867914
1739209830.37206;-45.120503652039325
1739209830.3720677;-45.120503652039325
1739209830.3720753;-38.13080360867914
1739209830.372083;-45.120503652039325
1739209830.3720903;-38.13080360867914
1739209830.372098;-35.57807855764607
1739209830.3721056;-45.120503652039325
1739209830.372113;-45.120503652039325
1739209830.3721206;-45.120503652039325
1739209830.3721282;-38.13080360867914
1739209830.3721356;-38.13080360867914
1739209830.3721433;-45.120503652039325
1739209830.372151;-45.120503652039325
1739209830.3721585;-33.981070128970906
1739209830.372166;-33.981070128970906
1739209830.3721735;-45.120503652039325
1739209830.3721812;-32.816014438256545
1739209830.3721886;-30.49652367304973
1739209830.3721962;-45.120503652039325
1739209830.3722038;-45.120503652039325
1739209830.3722112;-38.13080360867914
1739209830.3722188;-38.13080360867914
1739209830.3722265;-45.120503652039325
1739209830.372234;-45.120503652039325
1739209830.3722415;-45.120503652039325
1739209830.3722491;-45.120503652039325
1739209830.3722568;-45.120503652039325
1739209830.3722641;-45.120503652039325
1739209830.3722718;-38.13080360867914
1739209830.3722794;-35.57807855764607
1739209830.3722868;-38.13080360867914
1739209830.3722944;-45.120503652039325
1739209830.372302;-38.13080360867914
1739209830.3723097;-38.13080360867914
1739209830.372317;-45.120503652039325
1739209830.3723247;-33.981070128970906
1739209830.3723323;-38.13080360867914
1739209830.3723397;-45.120503652039325
1739209830.3723474;-38.13080360867914
1739209830.372355;-38.13080360867914
1739209830.3723624;-38.13080360867914
1739209830.37237;-45.120503652039325
1739209830.3723776;-45.120503652039325
1739209830.3723853;-32.816014438256545
1739209830.3723927;-35.57807855764607
1739209830.3724003;-32.816014438256545
1739209830.372408;-45.120503652039325
1739209830.3724153;-32.816014438256545
1739209830.372423;-45.120503652039325
1739209830.3724306;-38.13080360867914
1739209830.372438;-35.57807855764607
1739209830.3724456;-35.57807855764607
1739209830.3724532;-38.13080360867914
1739209830.3724608;-45.120503652039325
1739209830.3724682;-33.981070128970906
1739209830.3724759;-45.120503652039325
1739209830.3724835;-45.120503652039325
1739209830.372491;-45.120503652039325
1739209830.3724985;-45.120503652039325
1739209830.3725061;-45.120503652039325
1739209830.3725135;-38.13080360867914
1739209830.3725212;-45.120503652039325
1739209830.3725288;-45.120503652039325
1739209830.3725364;-45.120503652039325
1739209830.3725438;-38.13080360867914
1739209830.3725514;-45.120503652039325
1739209830.372559;-45.120503652039325
1739209830.3725665;-45.120503652039325
1739209830.372574;-45.120503652039325
1739209830.3725817;-32.816014438256545
1739209830.372589;-45.120503652039325
1739209830.3725967;-45.120503652039325
1739209830.3726044;-45.120503652039325
1739209830.372612;-28.58837851428586
1739209830.3726194;-28.992665084841942
1739209830.372627;-45.120503652039325
1739209830.3726346;-45.120503652039325
1739209830.372642;-38.13080360867914
1739209830.3726497;-33.981070128970906
1739209830.3726573;-45.120503652039325
1739209830.3726647;-45.120503652039325
1739209830.3726723;-45.120503652039325
1739209830.37268;-35.57807855764607
1739209830.3726876;-45.120503652039325
1739209830.372695;-45.120503652039325
1739209830.3727026;-45.120503652039325
1739209830.3727102;-45.120503652039325
1739209830.3727176;-45.120503652039325
1739209830.3727252;-45.120503652039325
1739209830.3727329;-31.141103565318915
1739209830.3727403;-28.992665084841942
1739209830.372748;-38.13080360867914
1739209830.3727555;-38.13080360867914
1739209830.3727632;-38.13080360867914
1739209830.3727705;-38.13080360867914
1739209830.3727782;-45.120503652039325
1739209830.3727858;-38.13080360867914
1739209830.3727932;-45.120503652039325
1739209830.3728008;-30.49652367304973
1739209830.3728085;-35.57807855764607
1739209830.3728158;-38.13080360867914
1739209830.3728235;-45.120503652039325
1739209830.372831;-45.120503652039325
1739209830.3728387;-38.13080360867914
1739209830.3728461;-38.13080360867914
1739209830.3728538;-45.120503652039325
1739209830.3728614;-38.13080360867914
1739209830.3728688;-35.57807855764607
1739209830.3728764;-45.120503652039325
1739209830.372884;-45.120503652039325
1739209830.3728914;-45.120503652039325
1739209830.372899;-45.120503652039325
1739209830.3729067;-45.120503652039325
1739209830.3729143;-38.13080360867914
1739209830.3729217;-33.981070128970906
1739209830.3729293;-45.120503652039325
1739209830.372937;-45.120503652039325
1739209830.3729444;-45.120503652039325
1739209830.372952;-33.981070128970906
1739209830.3729596;-45.120503652039325
1739209830.372967;-38.13080360867914
1739209830.3729746;-38.13080360867914
1739209830.3729823;-27.877744956031414
1739209830.37299;-45.120503652039325
1739209830.3729973;-38.13080360867914
1739209830.373005;-38.13080360867914
1739209830.3730125;-45.120503652039325
1739209830.37302;-45.120503652039325
1739209830.3730276;-35.57807855764607
1739209830.3730352;-45.120503652039325
1739209830.3730426;-33.981070128970906
1739209830.3730502;-45.120503652039325
1739209830.3730578;-45.120503652039325
1739209830.3730655;-38.13080360867914
1739209830.3730729;-38.13080360867914
1739209830.3730805;-45.120503652039325
1739209830.3730881;-45.120503652039325
1739209830.3730955;-35.57807855764607
1739209830.3731031;-33.981070128970906
1739209830.3731108;-38.13080360867914
1739209830.3731182;-38.13080360867914
1739209830.3731258;-45.120503652039325
1739209830.3731334;-45.120503652039325
1739209830.373141;-45.120503652039325
1739209830.3731484;-45.120503652039325
1739209830.373156;-45.120503652039325
1739209830.3731637;-38.13080360867914
1739209830.373171;-45.120503652039325
1739209830.3731787;-45.120503652039325
1739209830.3731863;-45.120503652039325
1739209830.3731937;-45.120503652039325
1739209830.3732014;-45.120503652039325
1739209830.373209;-38.13080360867914
1739209830.3732166;-38.13080360867914
1739209830.373224;-38.13080360867914
1739209830.3732316;-45.120503652039325
1739209830.3732393;-38.13080360867914
1739209830.3732467;-38.13080360867914
1739209830.3732543;-38.13080360867914
1739209830.373262;-38.13080360867914
1739209830.3732693;-38.13080360867914
1739209830.373277;-38.13080360867914
1739209830.3732846;-38.13080360867914
1739209830.3732922;-45.120503652039325
1739209830.3732996;-38.13080360867914
1739209830.3733072;-35.57807855764607
1739209830.3733149;-38.13080360867914
1739209830.3733222;-45.120503652039325
1739209830.3733299;-45.120503652039325
1739209830.3733375;-38.13080360867914
1739209830.373345;-45.120503652039325
1739209830.3733525;-45.120503652039325
1739209830.3733602;-38.13080360867914
1739209830.3733678;-45.120503652039325
1739209830.3733752;-45.120503652039325
1739209830.3733828;-38.13080360867914
1739209830.3733904;-38.13080360867914
1739209830.3733978;-35.57807855764607
1739209830.3734055;-35.57807855764607
1739209830.373413;-38.13080360867914
1739209830.3734205;-38.13080360867914
1739209830.373428;-38.13080360867914
1739209830.3734357;-45.120503652039325
1739209830.3734434;-38.13080360867914
1739209830.3734508;-38.13080360867914
1739209830.3734584;-45.120503652039325
1739209830.373466;-45.120503652039325
1739209830.3734734;-45.120503652039325
1739209830.373481;-38.13080360867914
1739209830.3734887;-38.13080360867914
1739209830.373496;-35.57807855764607
1739209830.3735037;-38.13080360867914
1739209830.3735113;-45.120503652039325
1739209830.373519;-45.120503652039325
1739209830.3735263;-45.120503652039325
1739209830.373534;-31.141103565318893
1739209830.3735416;-38.13080360867914
1739209830.373549;-45.120503652039325
1739209830.3735566;-45.120503652039325
1739209830.3735642;-38.13080360867914
1739209830.3735716;-38.13080360867914
1739209830.3735793;-38.13080360867914
1739209830.373587;-38.13080360867914
1739209830.3735945;-45.120503652039325
1739209830.373602;-45.120503652039325
1739209830.3736095;-45.120503652039325
1739209830.3736172;-45.120503652039325
1739209830.3736246;-45.120503652039325
1739209830.3736322;-45.120503652039325
1739209830.3736398;-45.120503652039325
1739209830.3736472;-38.13080360867914
1739209830.3736548;-35.57807855764607
1739209830.3736625;-45.120503652039325
1739209830.37367;-45.120503652039325
1739209830.3736775;-38.13080360867914
1739209830.3736851;-32.816014438256545
1739209830.3736928;-38.13080360867914
1739209830.3737001;-35.57807855764607
1739209830.3737078;-38.13080360867914
1739209830.3737154;-32.816014438256545
1739209830.373723;-35.57807855764607
1739209830.3737304;-38.13080360867914
1739209830.373738;-38.13080360867914
1739209830.3737457;-45.120503652039325
1739209830.373753;-38.13080360867914
1739209830.3737607;-45.120503652039325
1739209830.3737683;-38.13080360867914
1739209830.3737757;-33.981070128970956
1739209830.3737833;-45.120503652039325
1739209830.373791;-32.816014438256545
1739209830.3737986;-38.13080360867914
1739209830.373806;-45.120503652039325
1739209830.3738136;-38.13080360867914
1739209830.3738213;-38.13080360867914
1739209830.3738286;-45.120503652039325
1739209830.3738363;-32.816014438256545
1739209830.373844;-35.57807855764607
1739209830.3738513;-45.120503652039325
1739209830.373859;-45.120503652039325
1739209830.3738666;-35.57807855764607
1739209830.3738742;-38.13080360867914
1739209830.3738816;-45.120503652039325
1739209830.3738892;-45.120503652039325
1739209830.3738968;-45.120503652039325
1739209830.3739042;-38.13080360867914
1739209830.3739119;-35.57807855764607
1739209830.3739195;-38.13080360867914
1739209830.3739269;-38.13080360867914
1739209830.3739345;-32.816014438256545
1739209830.3739421;-45.120503652039325
1739209830.3739498;-33.981070128970906
1739209830.3739572;-35.57807855764607
1739209830.3739648;-32.816014438256545
1739209830.3739724;-31.141103565318893
1739209830.3739798;-38.13080360867914
1739209830.3739874;-45.120503652039325
1739209830.373995;-45.120503652039325
1739209830.3740025;-38.13080360867914
1739209830.37401;-45.120503652039325
1739209830.3740177;-33.981070128970906
1739209830.3740253;-32.816014438256545
1739209830.3740327;-35.57807855764607
1739209830.3740404;-38.13080360867914
1739209830.374048;-45.120503652039325
1739209830.3740554;-45.120503652039325
1739209830.374063;-45.120503652039325
1739209830.3740706;-38.13080360867914
1739209830.374078;-45.120503652039325
1739209830.3740857;-33.981070128970906
1739209830.3740933;-38.13080360867914
1739209830.374101;-38.13080360867914
1739209830.3741083;-45.120503652039325
1739209830.374116;-38.13080360867914
1739209830.3741236;-45.120503652039325
1739209830.374131;-45.120503652039325
1739209830.3741386;-38.13080360867914
1739209830.3741462;-45.120503652039325
1739209830.3741536;-38.13080360867914
1739209830.3741612;-38.13080360867914
1739209830.3741689;-45.120503652039325
1739209830.3741765;-38.13080360867914
1739209830.374184;-38.13080360867914
1739209830.3741915;-38.13080360867914
1739209830.3741992;-30.49652367304973
1739209830.3742065;-31.141103565318915
1739209830.3742142;-45.120503652039325
1739209830.3742218;-38.13080360867914
1739209830.3742292;-38.13080360867914
1739209830.3742368;-35.57807855764607
1739209830.3742445;-38.13080360867914
1739209830.374252;-45.120503652039325
1739209830.3742595;-45.120503652039325
1739209830.374267;-45.120503652039325
1739209830.3742747;-45.120503652039325
1739209830.3742821;-38.13080360867914
1739209830.3742898;-45.120503652039325
1739209830.3742974;-45.120503652039325
1739209830.3743048;-38.13080360867914
1739209830.3743124;-45.120503652039325
1739209830.37432;-45.120503652039325
1739209830.3743277;-38.13080360867914
1739209830.374335;-35.57807855764607
1739209830.3743427;-38.13080360867914
1739209830.3743503;-45.120503652039325
1739209830.3743577;-38.13080360867914
1739209830.3743653;-38.13080360867914
1739209830.374373;-38.13080360867914
1739209830.3743804;-45.120503652039325
1739209830.374388;-38.13080360867914
1739209830.3743956;-38.13080360867914
1739209830.3744032;-45.120503652039325
1739209830.3744106;-45.120503652039325
1739209830.3744183;-45.120503652039325
1739209830.374426;-35.57807855764607
1739209830.3744333;-45.120503652039325
1739209830.374441;-45.120503652039325
1739209830.3744485;-45.120503652039325
1739209830.374456;-38.13080360867914
1739209830.3744636;-33.981070128970906
1739209830.3744712;-38.13080360867914
1739209830.3744788;-45.120503652039325
1739209830.3744862;-45.120503652039325
1739209830.3744938;-38.13080360867914
1739209830.3745015;-38.13080360867914
1739209830.3745089;-35.57807855764607
1739209830.3745165;-38.13080360867914
1739209830.374524;-45.120503652039325
1739209830.3745315;-45.120503652039325
1739209830.3745391;-45.120503652039325
1739209830.3745468;-38.13080360867914
1739209830.3745544;-45.120503652039325
1739209830.3745618;-45.120503652039325
1739209830.3745694;-45.120503652039325
1739209830.374577;-45.120503652039325
1739209830.3745844;-33.981070128970906
1739209830.374592;-35.57807855764607
1739209830.3745997;-38.13080360867914
1739209830.374607;-45.120503652039325
1739209830.3746147;-38.13080360867914
1739209830.3746223;-35.57807855764607
1739209830.37463;-38.13080360867914
1739209830.3746374;-38.13080360867914
1739209830.374645;-38.13080360867914
1739209830.3746526;-38.13080360867914
1739209830.37466;-38.13080360867914
1739209830.3746676;-45.120503652039325
1739209830.3746753;-38.13080360867914
1739209830.3746827;-45.120503652039325
1739209830.3746903;-31.141103565318915
1739209830.374698;-28.992665084841942
1739209830.3747056;-45.120503652039325
1739209830.374713;-45.120503652039325
1739209830.3747206;-38.13080360867914
1739209830.3747282;-38.13080360867914
1739209830.3747356;-45.120503652039325
1739209830.3747432;-45.120503652039325
1739209830.3747509;-45.120503652039325
1739209830.3747582;-45.120503652039325
1739209830.3747659;-38.13080360867914
1739209830.3747735;-45.120503652039325
1739209830.3747811;-45.120503652039325
1739209830.3747885;-38.13080360867914
1739209830.3747962;-38.13080360867914
1739209830.3748038;-45.120503652039325
1739209830.3748112;-38.13080360867914
1739209830.3748188;-31.141103565318893
1739209830.3748264;-38.13080360867914
1739209830.3748338;-45.120503652039325
1739209830.3748415;-38.13080360867914
1739209830.374849;-35.57807855764607
1739209830.3748567;-38.13080360867914
1739209830.374864;-45.120503652039325
1739209830.3748717;-38.13080360867914
1739209830.3748794;-38.13080360867914
1739209830.3748868;-38.13080360867914
1739209830.3748944;-45.120503652039325
1739209830.374902;-38.13080360867914
1739209830.3749094;-32.816014438256545
1739209830.374917;-45.120503652039325
1739209830.3749247;-38.13080360867914
1739209830.3749323;-38.13080360867914
1739209830.3749397;-45.120503652039325
1739209830.3749473;-38.13080360867914
1739209830.374955;-45.120503652039325
1739209830.3749623;-45.120503652039325
1739209830.37497;-45.120503652039325
1739209830.3749776;-38.13080360867914
1739209830.374985;-45.120503652039325
1739209830.3749926;-35.57807855764607
1739209830.3750002;-26.991370085610736
1739209830.3750079;-38.13080360867914
1739209830.3750153;-38.13080360867914
1739209830.375023;-38.13080360867914
1739209830.3750305;-32.816014438256545
1739209830.375038;-38.13080360867914
1739209830.3750455;-38.13080360867914
1739209830.3750532;-45.120503652039325
1739209830.3750606;-45.120503652039325
1739209830.3750682;-45.120503652039325
1739209830.3750758;-45.120503652039325
1739209830.3750834;-45.120503652039325
1739209830.3750908;-45.120503652039325
1739209830.3750985;-45.120503652039325
1739209830.375106;-38.13080360867914
1739209830.3751135;-35.57807855764607
1739209830.375121;-35.57807855764607
1739209830.3751287;-35.57807855764607
1739209830.3751361;-33.981070128970906
1739209830.3751438;-38.13080360867914
1739209830.3751514;-45.120503652039325
1739209830.375159;-38.13080360867914
1739209830.3751664;-35.57807855764607
1739209830.375174;-45.120503652039325
1739209830.3751817;-38.13080360867914
1739209830.375189;-38.13080360867914
1739209830.3751967;-38.13080360867914
1739209830.3752043;-38.13080360867914
1739209830.3752117;-38.13080360867914
1739209830.3752193;-38.13080360867914
1739209830.375227;-45.120503652039325
1739209830.3752346;-45.120503652039325
1739209830.375242;-45.120503652039325
1739209830.3752496;-38.13080360867914
1739209830.3752573;-45.120503652039325
1739209830.3752646;-45.120503652039325
1739209830.3752723;-45.120503652039325
1739209830.37528;-31.141103565318915
1739209830.3752873;-45.120503652039325
1739209830.375295;-45.120503652039325
1739209830.3753026;-45.120503652039325
1739209830.3753102;-38.13080360867914
1739209830.3753176;-45.120503652039325
1739209830.3753252;-38.13080360867914
1739209830.3753328;-45.120503652039325
1739209830.3753402;-45.120503652039325
1739209830.3753479;-45.120503652039325
1739209830.3753555;-45.120503652039325
1739209830.3753629;-38.13080360867914
1739209830.3753705;-38.13080360867914
1739209830.3753781;-45.120503652039325
1739209830.3753858;-38.13080360867914
1739209830.3753932;-35.57807855764607
1739209830.3754008;-45.120503652039325
1739209830.3754084;-45.120503652039325
1739209830.3754158;-38.13080360867914
1739209830.3754234;-32.816014438256545
1739209830.375431;-33.981070128970906
1739209830.3754385;-45.120503652039325
1739209830.375446;-38.13080360867914
1739209830.3754537;-35.57807855764607
1739209830.3754613;-38.13080360867914
1739209830.3754687;-45.120503652039325
1739209830.3754764;-35.57807855764607
1739209830.375484;-38.13080360867914
1739209830.3754914;-45.120503652039325
1739209830.375499;-45.120503652039325
1739209830.3755066;-38.13080360867914
1739209830.375514;-38.13080360867914
1739209830.3755217;-45.120503652039325
1739209830.3755293;-45.120503652039325
1739209830.375537;-45.120503652039325
1739209830.3755443;-38.13080360867914
1739209830.375552;-45.120503652039325
1739209830.3755596;-45.120503652039325
1739209830.375567;-38.13080360867914
1739209830.3755746;-35.57807855764607
1739209830.3755822;-38.13080360867914
1739209830.3755896;-45.120503652039325
1739209830.3755972;-38.13080360867914
1739209830.3756049;-45.120503652039325
1739209830.3756125;-30.49652367304973
1739209830.37562;-45.120503652039325
1739209830.3756275;-38.13080360867914
1739209830.3756351;-45.120503652039325
1739209830.3756425;-38.13080360867914
1739209830.3756502;-45.120503652039325
1739209830.3756578;-38.13080360867914
1739209830.3756652;-45.120503652039325
1739209830.3756728;-31.141103565318915
1739209830.3756804;-38.13080360867914
1739209830.375688;-45.120503652039325
1739209830.3756955;-38.13080360867914
1739209830.375703;-33.981070128970906
1739209830.3757107;-35.57807855764607
1739209830.375718;-38.13080360867914
1739209830.3757257;-38.13080360867914
1739209830.3757334;-33.981070128970906
1739209830.3757408;-35.57807855764607
1739209830.3757484;-45.120503652039325
1739209830.375756;-38.13080360867914
1739209830.3757637;-38.13080360867914
1739209830.375771;-35.57807855764607
1739209830.3757787;-38.13080360867914
