CAN Message; 0x39:00527955d9012d8f
1739209836.7819273;-45.120503652039325
1739209836.781933;-45.120503652039325
1739209836.7819388;-38.13080360867914
1739209836.7819448;-38.13080360867914
1739209836.7819505;-35.57807855764607
1739209836.7819562;-32.816014438256545
1739209836.781962;-38.13080360867914
1739209836.7819676;-45.120503652039325
1739209836.7819736;-45.120503652039325
1739209836.7819793;-35.57807855764607
1739209836.781985;-38.13080360867914
1739209836.7819908;-32.816014438256545
1739209836.7819967;-38.13080360867914
1739209836.7820024;-45.120503652039325
1739209836.7820082;-45.120503652039325
1739209836.782014;-35.57807855764607
1739209836.7820199;-38.13080360867914
1739209836.7820256;-38.13080360867914
1739209836.7820313;-45.120503652039325
1739209836.782037;-38.13080360867914
1739209836.7820427;-33.981070128970906
1739209836.7820487;-45.120503652039325
1739209836.7820544;-45.120503652039325
1739209836.7820601;-35.57807855764607
1739209836.7820659;-35.57807855764607
1739209836.7820718;-38.13080360867914
1739209836.7820776;-38.13080360867914
1739209836.7820833;-35.57807855764607
1739209836.782089;-35.57807855764607
1739209836.782095;-32.816014438256545
1739209836.7821007;-38.13080360867914
1739209836.7821064;-38.13080360867914
1739209836.7821121;-38.13080360867914
1739209836.782118;-38.13080360867914
1739209836.7821238;-38.13080360867914
1739209836.7821295;-35.57807855764607
1739209836.7821352;-33.981070128970906
1739209836.782141;-45.120503652039325
1739209836.782147;-45.120503652039325
1739209836.7821527;-45.120503652039325
1739209836.7821584;-45.120503652039325
1739209836.782164;-35.57807855764607
1739209836.78217;-38.13080360867914
1739209836.7821758;-38.13080360867914
1739209836.7821815;-38.13080360867914
1739209836.7821872;-29.438486411369333
1739209836.7821932;-35.57807855764607
1739209836.782199;-45.120503652039325
1739209836.7822046;-38.13080360867914
1739209836.7822104;-45.120503652039325
1739209836.782216;-45.120503652039325
1739209836.782222;-38.13080360867914
1739209836.7822278;-45.120503652039325
1739209836.7822335;-45.120503652039325
1739209836.7822392;-45.120503652039325
1739209836.7822452;-45.120503652039325
1739209836.782251;-45.120503652039325
1739209836.7822566;-33.981070128970906
1739209836.7822623;-45.120503652039325
1739209836.7822683;-38.13080360867914
1739209836.782274;-35.57807855764607
1739209836.7822797;-29.438486411369333
1739209836.7822855;-31.141103565318893
1739209836.7822912;-45.120503652039325
1739209836.7822971;-38.13080360867914
1739209836.7823029;-35.57807855764607
1739209836.7823086;-30.49652367304973
1739209836.7823143;-45.120503652039325
1739209836.7823203;-38.13080360867914
1739209836.782326;-45.120503652039325
1739209836.7823317;-45.120503652039325
1739209836.7823374;-45.120503652039325
1739209836.7823434;-38.13080360867914
1739209836.782349;-45.120503652039325
1739209836.7823548;-45.120503652039325
1739209836.7823606;-38.13080360867914
1739209836.7823663;-45.120503652039325
1739209836.7823722;-45.120503652039325
1739209836.782378;-38.13080360867914
1739209836.7823837;-38.13080360867914
1739209836.7823894;-45.120503652039325
1739209836.7823954;-35.57807855764607
1739209836.782401;-38.13080360867914
1739209836.7824068;-38.13080360867914
1739209836.7824125;-38.13080360867914
1739209836.7824185;-38.13080360867914
1739209836.7824242;-35.57807855764607
1739209836.78243;-45.120503652039325
1739209836.7824357;-38.13080360867914
1739209836.7824414;-38.13080360867914
1739209836.7824473;-35.57807855764607
1739209836.782453;-45.120503652039325
1739209836.7824588;-35.57807855764607
1739209836.7824645;-45.120503652039325
1739209836.7824705;-38.13080360867914
1739209836.7824762;-38.13080360867914
1739209836.782482;-38.13080360867914
1739209836.7824876;-38.13080360867914
1739209836.7824936;-38.13080360867914
1739209836.7824993;-38.13080360867914
1739209836.782505;-38.13080360867914
1739209836.7825108;-33.981070128970906
1739209836.7825165;-28.58837851428586
1739209836.7825224;-45.120503652039325
1739209836.7825282;-45.120503652039325
1739209836.782534;-38.13080360867914
1739209836.7825396;-38.13080360867914
1739209836.7825456;-45.120503652039325
1739209836.7825513;-45.120503652039325
1739209836.782557;-45.120503652039325
1739209836.7825627;-35.57807855764607
1739209836.7825687;-38.13080360867914
1739209836.7825744;-45.120503652039325
1739209836.7825801;-45.120503652039325
1739209836.7825859;-45.120503652039325
1739209836.7825916;-38.13080360867914
1739209836.7825975;-45.120503652039325
1739209836.7826033;-38.13080360867914
1739209836.782609;-31.141103565318915
1739209836.7826147;-45.120503652039325
1739209836.7826207;-45.120503652039325
1739209836.7826264;-38.13080360867914
1739209836.782632;-38.13080360867914
1739209836.7826378;-45.120503652039325
1739209836.7826438;-45.120503652039325
1739209836.7826495;-45.120503652039325
1739209836.7826552;-45.120503652039325
1739209836.782661;-45.120503652039325
1739209836.7826667;-45.120503652039325
1739209836.7826726;-45.120503652039325
1739209836.7826784;-38.13080360867914
1739209836.782684;-38.13080360867914
1739209836.7826898;-45.120503652039325
1739209836.7826958;-38.13080360867914
1739209836.7827015;-33.981070128970906
1739209836.7827072;-38.13080360867914
1739209836.782713;-45.120503652039325
1739209836.782719;-45.120503652039325
1739209836.7827246;-45.120503652039325
1739209836.7827303;-45.120503652039325
1739209836.782736;-33.981070128970906
1739209836.7827418;-45.120503652039325
1739209836.7827477;-45.120503652039325
1739209836.7827535;-35.57807855764607
1739209836.7827592;-35.57807855764607
1739209836.782765;-38.13080360867914
1739209836.7827709;-38.13080360867914
1739209836.7827766;-38.13080360867914
1739209836.7827823;-38.13080360867914
1739209836.782788;-38.13080360867914
1739209836.782794;-38.13080360867914
1739209836.7827997;-38.13080360867914
1739209836.7828054;-38.13080360867914
1739209836.7828112;-38.13080360867914
1739209836.7828171;-38.13080360867914
1739209836.7828228;-38.13080360867914
1739209836.7828286;-38.13080360867914
1739209836.7828343;-45.120503652039325
1739209836.78284;-38.13080360867914
1739209836.782846;-35.57807855764607
1739209836.7828517;-38.13080360867914
1739209836.7828574;-38.13080360867914
1739209836.7828631;-38.13080360867914
1739209836.782869;-31.141103565318915
1739209836.7828748;-45.120503652039325
1739209836.7828805;-38.13080360867914
1739209836.7828863;-38.13080360867914
1739209836.7828922;-45.120503652039325
1739209836.782898;-45.120503652039325
1739209836.7829037;-45.120503652039325
1739209836.7829094;-38.13080360867914
1739209836.782915;-45.120503652039325
1739209836.782921;-45.120503652039325
1739209836.7829268;-45.120503652039325
1739209836.7829325;-38.13080360867914
1739209836.7829382;-35.57807855764607
1739209836.7829442;-45.120503652039325
1739209836.78295;-38.13080360867914
1739209836.7829556;-38.13080360867914
1739209836.7829614;-38.13080360867914
1739209836.7829673;-45.120503652039325
1739209836.782973;-35.57807855764607
1739209836.7829788;-35.57807855764607
1739209836.7829845;-45.120503652039325
1739209836.7829902;-45.120503652039325
1739209836.7829962;-45.120503652039325
1739209836.783002;-38.13080360867914
1739209836.7830076;-45.120503652039325
1739209836.7830133;-38.13080360867914
1739209836.7830193;-38.13080360867914
1739209836.783025;-38.13080360867914
1739209836.7830307;-38.13080360867914
1739209836.7830365;-38.13080360867914
1739209836.7830424;-45.120503652039325
1739209836.7830482;-45.120503652039325
1739209836.7830539;-38.13080360867914
1739209836.7830596;-38.13080360867914
1739209836.7830653;-45.120503652039325
1739209836.7830713;-45.120503652039325
1739209836.783077;-30.49652367304973
1739209836.7830827;-38.13080360867914
1739209836.7830884;-45.120503652039325
1739209836.7830944;-45.120503652039325
1739209836.7831001;-38.13080360867914
1739209836.7831059;-35.57807855764607
1739209836.7831116;-45.120503652039325
1739209836.7831175;-38.13080360867914
1739209836.7831233;-45.120503652039325
1739209836.783129;-45.120503652039325
1739209836.7831347;-45.120503652039325
1739209836.7831404;-45.120503652039325
1739209836.7831464;-45.120503652039325
1739209836.783152;-45.120503652039325
1739209836.7831578;-38.13080360867914
1739209836.7831635;-45.120503652039325
1739209836.7831695;-38.13080360867914
1739209836.7831752;-45.120503652039325
1739209836.783181;-45.120503652039325
1739209836.7831867;-45.120503652039325
1739209836.7831926;-33.981070128970906
1739209836.7831984;-38.13080360867914
1739209836.783204;-38.13080360867914
1739209836.7832098;-45.120503652039325
1739209836.7832155;-32.816014438256545
1739209836.7832215;-32.816014438256545
1739209836.7832272;-45.120503652039325
1739209836.783233;-45.120503652039325
1739209836.7832386;-45.120503652039325
1739209836.7832446;-45.120503652039325
1739209836.7832503;-45.120503652039325
1739209836.783256;-38.13080360867914
1739209836.7832618;-45.120503652039325
1739209836.7832677;-45.120503652039325
1739209836.7832735;-38.13080360867914
1739209836.7832792;-45.120503652039325
1739209836.783285;-45.120503652039325
1739209836.7832906;-38.13080360867914
1739209836.7832966;-45.120503652039325
1739209836.7833023;-45.120503652039325
1739209836.783308;-26.991370085610736
1739209836.7833138;-29.438486411369333
1739209836.7833197;-45.120503652039325
1739209836.7833254;-38.13080360867914
1739209836.7833312;-30.49652367304973
1739209836.7833369;-32.816014438256545
1739209836.7833428;-45.120503652039325
1739209836.7833486;-38.13080360867914
1739209836.7833543;-45.120503652039325
1739209836.78336;-45.120503652039325
1739209836.7833657;-38.13080360867914
1739209836.7833717;-45.120503652039325
1739209836.7833774;-45.120503652039325
1739209836.7833831;-38.13080360867914
1739209836.7833889;-38.13080360867914
1739209836.7833948;-38.13080360867914
1739209836.7834005;-38.13080360867914
1739209836.7834063;-38.13080360867914
1739209836.783412;-38.13080360867914
1739209836.783418;-38.13080360867914
1739209836.7834237;-38.13080360867914
1739209836.7834294;-38.13080360867914
1739209836.783435;-38.13080360867914
1739209836.783441;-45.120503652039325
1739209836.7834468;-31.141103565318893
1739209836.7834525;-31.141103565318893
1739209836.7834582;-45.120503652039325
1739209836.783464;-45.120503652039325
1739209836.78347;-38.13080360867914
1739209836.7834756;-35.57807855764607
1739209836.7834814;-45.120503652039325
1739209836.783487;-45.120503652039325
1739209836.783493;-45.120503652039325
1739209836.7834988;-45.120503652039325
1739209836.7835045;-38.13080360867914
1739209836.7835102;-38.13080360867914
1739209836.7835162;-45.120503652039325
1739209836.783522;-38.13080360867914
1739209836.7835276;-38.13080360867914
1739209836.7835333;-45.120503652039325
1739209836.783539;-32.816014438256545
1739209836.783545;-30.49652367304973
1739209836.7835507;-45.120503652039325
1739209836.7835565;-45.120503652039325
1739209836.7835622;-35.57807855764607
1739209836.7835681;-35.57807855764607
1739209836.7835739;-45.120503652039325
1739209836.7835796;-38.13080360867914
1739209836.7835853;-45.120503652039325
1739209836.7835913;-38.13080360867914
1739209836.783597;-38.13080360867914
1739209836.7836027;-45.120503652039325
1739209836.7836084;-45.120503652039325
1739209836.7836142;-38.13080360867914
1739209836.78362;-38.13080360867914
1739209836.7836258;-45.120503652039325
1739209836.7836316;-45.120503652039325
1739209836.7836373;-45.120503652039325
1739209836.7836432;-35.57807855764607
1739209836.783649;-35.57807855764607
1739209836.7836547;-45.120503652039325
1739209836.7836604;-45.120503652039325
1739209836.7836664;-38.13080360867914
1739209836.783672;-38.13080360867914
1739209836.7836778;-38.13080360867914
1739209836.7836835;-32.816014438256545
1739209836.7836893;-38.13080360867914
1739209836.7836952;-38.13080360867914
1739209836.783701;-38.13080360867914
1739209836.7837067;-33.981070128970906
1739209836.7837124;-33.981070128970906
1739209836.7837183;-38.13080360867914
1739209836.783724;-45.120503652039325
1739209836.7837298;-38.13080360867914
1739209836.7837355;-38.13080360867914
1739209836.7837415;-38.13080360867914
1739209836.7837472;-38.13080360867914
1739209836.783753;-45.120503652039325
1739209836.7837586;-38.13080360867914
1739209836.7837644;-45.120503652039325
1739209836.7837703;-35.57807855764607
1739209836.783776;-35.57807855764607
1739209836.7837818;-45.120503652039325
1739209836.7837875;-45.120503652039325
1739209836.7837934;-38.13080360867914
1739209836.7837992;-35.57807855764607
1739209836.783805;-38.13080360867914
1739209836.7838106;-45.120503652039325
1739209836.7838166;-45.120503652039325
1739209836.7838223;-45.120503652039325
1739209836.783828;-45.120503652039325
1739209836.7838337;-45.120503652039325
1739209836.7838395;-38.13080360867914
1739209836.7838454;-38.13080360867914
1739209836.7838511;-45.120503652039325
1739209836.7838569;-38.13080360867914
1739209836.7838626;-45.120503652039325
1739209836.7838686;-38.13080360867914
1739209836.7838743;-38.13080360867914
1739209836.78388;-45.120503652039325
1739209836.7838857;-35.57807855764607
1739209836.7838917;-45.120503652039325
1739209836.7838974;-45.120503652039325
1739209836.7839031;-38.13080360867914
1739209836.7839088;-38.13080360867914
1739209836.7839146;-38.13080360867914
1739209836.7839205;-38.13080360867914
1739209836.7839262;-45.120503652039325
1739209836.783932;-38.13080360867914
1739209836.7839377;-35.57807855764607
1739209836.7839437;-38.13080360867914
1739209836.7839494;-45.120503652039325
1739209836.783955;-32.816014438256545
1739209836.7839608;-35.57807855764607
1739209836.7839668;-38.13080360867914
1739209836.7839725;-38.13080360867914
1739209836.7839782;-38.13080360867914
1739209836.783984;-33.981070128970906
1739209836.7839897;-45.120503652039325
1739209836.7839956;-45.120503652039325
1739209836.7840014;-38.13080360867914
1739209836.784007;-38.13080360867914
1739209836.7840128;-38.13080360867914
1739209836.7840188;-35.57807855764607
1739209836.7840245;-38.13080360867914
1739209836.7840302;-38.13080360867914
1739209836.784036;-38.13080360867914
1739209836.784042;-38.13080360867914
1739209836.7840476;-38.13080360867914
1739209836.7840533;-38.13080360867914
1739209836.784059;-27.267205301931607
1739209836.7840648;-38.13080360867914
1739209836.7840707;-35.57807855764607
1739209836.7840765;-38.13080360867914
1739209836.7840822;-33.981070128970906
1739209836.784088;-45.120503652039325
1739209836.7840939;-33.981070128970906
1739209836.7840996;-33.981070128970906
1739209836.7841053;-38.13080360867914
1739209836.784111;-45.120503652039325
1739209836.784117;-45.120503652039325
1739209836.7841227;-45.120503652039325
1739209836.7841284;-45.120503652039325
1739209836.7841341;-45.120503652039325
1739209836.78414;-45.120503652039325
1739209836.7841458;-38.13080360867914
1739209836.7841516;-38.13080360867914
1739209836.7841573;-45.120503652039325
1739209836.784163;-45.120503652039325
1739209836.784169;-45.120503652039325
1739209836.7841747;-45.120503652039325
1739209836.7841804;-38.13080360867914
1739209836.7841861;-38.13080360867914
1739209836.784192;-38.13080360867914
1739209836.7841978;-30.49652367304973
1739209836.7842035;-38.13080360867914
1739209836.7842093;-45.120503652039325
1739209836.7842152;-45.120503652039325
1739209836.784221;-33.981070128970906
1739209836.7842267;-45.120503652039325
1739209836.7842324;-38.13080360867914
1739209836.784238;-45.120503652039325
1739209836.784244;-31.141103565318943
1739209836.7842498;-45.120503652039325
1739209836.7842555;-38.13080360867914
1739209836.7842612;-45.120503652039325
1739209836.7842672;-38.13080360867914
1739209836.784273;-35.57807855764607
1739209836.7842786;-38.13080360867914
1739209836.7842844;-38.13080360867914
1739209836.7842903;-28.58837851428586
1739209836.784296;-38.13080360867914
1739209836.7843018;-38.13080360867914
1739209836.7843075;-35.57807855764607
1739209836.7843132;-38.13080360867914
1739209836.7843192;-38.13080360867914
1739209836.784325;-35.57807855764607
1739209836.7843306;-38.13080360867914
1739209836.7843363;-45.120503652039325
1739209836.7843423;-45.120503652039325
1739209836.784348;-45.120503652039325
1739209836.7843537;-45.120503652039325
1739209836.7843595;-35.57807855764607
1739209836.7843654;-38.13080360867914
1739209836.7843711;-38.13080360867914
1739209836.7843769;-38.13080360867914
1739209836.7843826;-45.120503652039325
1739209836.7843883;-45.120503652039325
1739209836.7843943;-38.13080360867914
1739209836.7844;-45.120503652039325
1739209836.7844057;-45.120503652039325
1739209836.7844114;-45.120503652039325
1739209836.7844174;-32.816014438256545
1739209836.784423;-38.13080360867914
1739209836.7844288;-32.816014438256545
1739209836.7844346;-38.13080360867914
1739209836.7844405;-45.120503652039325
1739209836.7844462;-45.120503652039325
1739209836.784452;-45.120503652039325
1739209836.7844577;-45.120503652039325
1739209836.7844634;-45.120503652039325
1739209836.7844694;-45.120503652039325
1739209836.784475;-45.120503652039325
1739209836.7844808;-45.120503652039325
1739209836.7844865;-45.120503652039325
1739209836.7844925;-45.120503652039325
1739209836.7844982;-35.57807855764607
1739209836.784504;-38.13080360867914
1739209836.7845097;-45.120503652039325
1739209836.7845156;-45.120503652039325
1739209836.7845213;-38.13080360867914
1739209836.784527;-45.120503652039325
1739209836.7845328;-38.13080360867914
1739209836.7845385;-38.13080360867914
1739209836.7845445;-45.120503652039325
1739209836.7845502;-45.120503652039325
1739209836.784556;-45.120503652039325
1739209836.7845616;-45.120503652039325
1739209836.7845676;-38.13080360867914
1739209836.7845733;-38.13080360867914
1739209836.784579;-45.120503652039325
1739209836.7845848;-45.120503652039325
1739209836.7845907;-38.13080360867914
1739209836.7845964;-38.13080360867914
1739209836.7846022;-45.120503652039325
1739209836.784608;-38.13080360867914
1739209836.7846136;-45.120503652039325
1739209836.7846196;-33.981070128970906
1739209836.7846253;-33.981070128970906
1739209836.784631;-35.57807855764607
1739209836.7846367;-45.120503652039325
1739209836.7846427;-38.13080360867914
1739209836.7846484;-38.13080360867914
1739209836.7846541;-45.120503652039325
1739209836.7846599;-45.120503652039325
1739209836.7846658;-38.13080360867914
1739209836.7846715;-38.13080360867914
1739209836.7846773;-38.13080360867914
1739209836.784683;-38.13080360867914
1739209836.7846887;-33.981070128970906
1739209836.7846947;-45.120503652039325
1739209836.7847004;-45.120503652039325
1739209836.784706;-45.120503652039325
1739209836.7847118;-38.13080360867914
1739209836.7847178;-35.57807855764607
1739209836.7847235;-38.13080360867914
1739209836.7847292;-45.120503652039325
1739209836.784735;-32.816014438256545
1739209836.784741;-33.981070128970906
1739209836.7847466;-45.120503652039325
1739209836.7847524;-35.57807855764607
1739209836.784758;-35.57807855764607
1739209836.784764;-45.120503652039325
1739209836.7847698;-38.13080360867914
1739209836.7847755;-33.981070128970906
1739209836.7847812;-45.120503652039325
1739209836.784787;-38.13080360867914
1739209836.784793;-38.13080360867914
1739209836.7847986;-45.120503652039325
1739209836.7848043;-35.57807855764607
1739209836.78481;-38.13080360867914
1739209836.784816;-38.13080360867914
1739209836.7848217;-38.13080360867914
1739209836.7848275;-45.120503652039325
1739209836.7848332;-38.13080360867914
1739209836.7848392;-33.981070128970906
1739209836.7848449;-45.120503652039325
1739209836.7848506;-31.141103565318915
1739209836.7848563;-38.13080360867914
1739209836.784862;-38.13080360867914
1739209836.784868;-38.13080360867914
1739209836.7848737;-45.120503652039325
1739209836.7848794;-38.13080360867914
1739209836.7848852;-33.981070128970906
1739209836.7848911;-45.120503652039325
1739209836.7848969;-38.13080360867914
1739209836.7849026;-38.13080360867914
1739209836.7849083;-38.13080360867914
1739209836.7849143;-45.120503652039325
1739209836.78492;-45.120503652039325
1739209836.7849257;-38.13080360867914
1739209836.7849314;-45.120503652039325
1739209836.7849371;-45.120503652039325
1739209836.784943;-45.120503652039325
1739209836.7849488;-45.120503652039325
1739209836.7849545;-45.120503652039325
1739209836.7849603;-38.13080360867914
1739209836.7849662;-38.13080360867914
1739209836.784972;-45.120503652039325
1739209836.7849777;-45.120503652039325
1739209836.7849834;-38.13080360867914
1739209836.7849894;-33.981070128970906
1739209836.784995;-33.981070128970906
1739209836.7850008;-38.13080360867914
1739209836.7850065;-38.13080360867914
1739209836.7850122;-33.981070128970906
1739209836.7850182;-33.981070128970906
1739209836.785024;-38.13080360867914
1739209836.7850296;-35.57807855764607
1739209836.7850354;-33.981070128970906
1739209836.7850413;-33.981070128970906
1739209836.785047;-45.120503652039325
1739209836.7850528;-38.13080360867914
1739209836.7850585;-38.13080360867914
1739209836.7850645;-45.120503652039325
1739209836.7850702;-45.120503652039325
1739209836.785076;-33.981070128970906
1739209836.7850816;-31.141103565318915
1739209836.7850873;-38.13080360867914
1739209836.7850933;-38.13080360867914
1739209836.785099;-38.13080360867914
1739209836.7851048;-33.981070128970906
1739209836.7851105;-38.13080360867914
1739209836.7851164;-45.120503652039325
1739209836.7851222;-45.120503652039325
1739209836.7851279;-38.13080360867914
1739209836.7851336;-33.981070128970906
1739209836.7851396;-45.120503652039325
1739209836.7851453;-38.13080360867914
1739209836.785151;-38.13080360867914
1739209836.7851567;-45.120503652039325
1739209836.7851624;-45.120503652039325
1739209836.7851684;-38.13080360867914
1739209836.7851741;-38.13080360867914
1739209836.7851799;-38.13080360867914
1739209836.7851856;-38.13080360867914
1739209836.7851915;-35.57807855764607
1739209836.7851973;-35.57807855764607
1739209836.785203;-38.13080360867914
1739209836.7852087;-45.120503652039325
1739209836.7852147;-45.120503652039325
1739209836.7852204;-45.120503652039325
1739209836.785226;-45.120503652039325
1739209836.7852318;-45.120503652039325
1739209836.7852376;-45.120503652039325
1739209836.7852435;-45.120503652039325
1739209836.7852492;-38.13080360867914
1739209836.785255;-35.57807855764607
1739209836.7852607;-45.120503652039325
1739209836.7852666;-38.13080360867914
1739209836.7852724;-33.981070128970906
1739209836.785278;-38.13080360867914
1739209836.7852838;-45.120503652039325
1739209836.7852898;-45.120503652039325
1739209836.7852955;-45.120503652039325
1739209836.7853012;-38.13080360867914
1739209836.785307;-45.120503652039325
1739209836.7853127;-45.120503652039325
1739209836.7853186;-35.57807855764607
1739209836.7853243;-35.57807855764607
1739209836.78533;-45.120503652039325
1739209836.7853358;-45.120503652039325
1739209836.7853417;-35.57807855764607
1739209836.7853475;-32.816014438256545
1739209836.7853532;-45.120503652039325
1739209836.785359;-45.120503652039325
1739209836.7853649;-33.981070128970906
1739209836.7853706;-45.120503652039325
1739209836.7853763;-33.981070128970906
1739209836.785382;-38.13080360867914
1739209836.785388;-38.13080360867914
1739209836.7853937;-35.57807855764607
1739209836.7853994;-45.120503652039325
1739209836.7854052;-38.13080360867914
1739209836.785411;-38.13080360867914
1739209836.7854168;-38.13080360867914
1739209836.7854226;-45.120503652039325
1739209836.7854283;-45.120503652039325
1739209836.785434;-33.981070128970906
1739209836.78544;-45.120503652039325
1739209836.7854457;-38.13080360867914
1739209836.7854514;-45.120503652039325
1739209836.7854571;-38.13080360867914
1739209836.785463;-32.816014438256545
1739209836.7854688;-38.13080360867914
1739209836.7854745;-38.13080360867914
1739209836.7854803;-45.120503652039325
1739209836.785486;-38.13080360867914
1739209836.785492;-45.120503652039325
1739209836.7854977;-38.13080360867914
1739209836.7855034;-45.120503652039325
1739209836.785509;-45.120503652039325
1739209836.785515;-38.13080360867914
1739209836.7855208;-38.13080360867914
1739209836.7855265;-45.120503652039325
1739209836.7855322;-45.120503652039325
1739209836.7855382;-38.13080360867914
1739209836.785544;-45.120503652039325
1739209836.7855496;-45.120503652039325
1739209836.7855554;-45.120503652039325
1739209836.785561;-32.816014438256545
1739209836.785567;-38.13080360867914
1739209836.7855728;-38.13080360867914
1739209836.7855785;-38.13080360867914
1739209836.7855842;-38.13080360867914
1739209836.7855902;-38.13080360867914
1739209836.785596;-35.57807855764607
1739209836.7856016;-30.49652367304973
1739209836.7856073;-45.120503652039325
1739209836.7856133;-45.120503652039325
1739209836.785619;-38.13080360867914
1739209836.7856247;-35.57807855764607
1739209836.7856305;-45.120503652039325
1739209836.7856362;-45.120503652039325
1739209836.7856421;-45.120503652039325
