CAN Message; 0x1a7:0000feba8da87303
Timestamp;Amplitude
1739209695.322754;-45.120503652039325
1739209695.3227596;-45.120503652039325
1739209695.3227656;-45.120503652039325
1739209695.3227715;-38.13080360867914
1739209695.3227773;-31.141103565318893
1739209695.3227832;-38.13080360867914
1739209695.3227892;-38.13080360867914
1739209695.322795;-35.57807855764607
1739209695.3228009;-35.57807855764607
1739209695.3228066;-38.13080360867914
1739209695.3228126;-38.13080360867914
1739209695.3228185;-33.981070128970906
1739209695.3228242;-35.57807855764607
1739209695.3228302;-28.58837851428586
1739209695.3228362;-45.120503652039325
1739209695.322842;-45.120503652039325
1739209695.3228478;-38.13080360867914
1739209695.3228538;-38.13080360867914
1739209695.3228595;-45.120503652039325
1739209695.3228655;-45.120503652039325
1739209695.3228714;-45.120503652039325
1739209695.3228772;-45.120503652039325
1739209695.3228831;-45.120503652039325
1739209695.322889;-45.120503652039325
1739209695.3228948;-38.13080360867914
1739209695.3229008;-38.13080360867914
1739209695.3229067;-45.120503652039325
1739209695.3229125;-45.120503652039325
1739209695.3229184;-45.120503652039325
1739209695.3229244;-33.981070128970906
1739209695.32293;-35.57807855764607
1739209695.322936;-35.57807855764607
1739209695.322942;-38.13080360867914
1739209695.3229477;-38.13080360867914
1739209695.3229537;-38.13080360867914
1739209695.3229597;-38.13080360867914
1739209695.3229654;-38.13080360867914
1739209695.3229713;-29.438486411369347
1739209695.3229773;-45.120503652039325
1739209695.322983;-45.120503652039325
1739209695.322989;-45.120503652039325
1739209695.322995;-45.120503652039325
1739209695.3230007;-38.13080360867914
1739209695.3230066;-38.13080360867914
1739209695.3230124;-45.120503652039325
1739209695.3230183;-31.141103565318915
1739209695.3230243;-38.13080360867914
1739209695.32303;-38.13080360867914
1739209695.323036;-45.120503652039325
1739209695.323042;-45.120503652039325
1739209695.3230476;-45.120503652039325
1739209695.3230536;-45.120503652039325
1739209695.3230596;-45.120503652039325
1739209695.3230653;-38.13080360867914
1739209695.3230712;-38.13080360867914
1739209695.3230772;-38.13080360867914
1739209695.323083;-35.57807855764607
1739209695.323089;-38.13080360867914
1739209695.3230948;-45.120503652039325
1739209695.3231006;-38.13080360867914
1739209695.3231065;-35.57807855764607
1739209695.3231125;-35.57807855764607
1739209695.3231182;-45.120503652039325
1739209695.3231242;-33.981070128970906
1739209695.3231301;-45.120503652039325
1739209695.3231359;-38.13080360867914
1739209695.3231418;-38.13080360867914
1739209695.3231478;-38.13080360867914
1739209695.3231535;-38.13080360867914
1739209695.3231595;-29.438486411369333
1739209695.3231654;-33.981070128970906
1739209695.3231711;-38.13080360867914
1739209695.323177;-38.13080360867914
1739209695.323183;-38.13080360867914
1739209695.3231888;-45.120503652039325
1739209695.3231947;-38.13080360867914
1739209695.3232007;-38.13080360867914
1739209695.3232064;-45.120503652039325
1739209695.3232124;-45.120503652039325
1739209695.323218;-45.120503652039325
1739209695.323224;-45.120503652039325
1739209695.32323;-38.13080360867914
1739209695.3232358;-38.13080360867914
1739209695.3232417;-45.120503652039325
1739209695.3232477;-45.120503652039325
1739209695.3232534;-45.120503652039325
1739209695.3232594;-38.13080360867914
1739209695.3232653;-38.13080360867914
1739209695.323271;-45.120503652039325
1739209695.323277;-38.13080360867914
1739209695.323283;-32.816014438256545
1739209695.3232887;-38.13080360867914
1739209695.3232946;-45.120503652039325
1739209695.3233006;-33.981070128970906
1739209695.3233063;-38.13080360867914
1739209695.3233123;-45.120503652039325
1739209695.3233182;-45.120503652039325
1739209695.323324;-38.13080360867914
1739209695.32333;-45.120503652039325
1739209695.323336;-38.13080360867914
1739209695.3233416;-45.120503652039325
1739209695.3233476;-45.120503652039325
1739209695.3233535;-45.120503652039325
1739209695.3233593;-38.13080360867914
1739209695.3233652;-45.120503652039325
1739209695.3233712;-38.13080360867914
1739209695.323377;-45.120503652039325
1739209695.3233829;-38.13080360867914
1739209695.3233888;-35.57807855764607
1739209695.3233945;-35.57807855764607
1739209695.3234005;-45.120503652039325
1739209695.3234065;-33.981070128970906
1739209695.3234122;-32.816014438256545
1739209695.3234181;-38.13080360867914
1739209695.3234239;-45.120503652039325
1739209695.3234298;-35.57807855764607
1739209695.3234358;-45.120503652039325
1739209695.3234415;-38.13080360867914
1739209695.3234475;-38.13080360867914
1739209695.3234534;-38.13080360867914
1739209695.3234591;-35.57807855764607
1739209695.323465;-38.13080360867914
1739209695.323471;-45.120503652039325
1739209695.3234768;-45.120503652039325
1739209695.3234828;-38.13080360867914
1739209695.3234887;-38.13080360867914
1739209695.3234944;-38.13080360867914
1739209695.3235004;-45.120503652039325
1739209695.3235064;-45.120503652039325
1739209695.323512;-38.13080360867914
1739209695.323518;-35.57807855764607
1739209695.323524;-35.57807855764607
1739209695.3235297;-32.816014438256545
1739209695.3235357;-38.13080360867914
1739209695.3235416;-38.13080360867914
1739209695.3235474;-38.13080360867914
1739209695.3235533;-38.13080360867914
1739209695.3235593;-38.13080360867914
1739209695.323565;-45.120503652039325
1739209695.323571;-38.13080360867914
1739209695.323577;-45.120503652039325
1739209695.3235826;-38.13080360867914
1739209695.3235886;-33.981070128970956
1739209695.3235946;-45.120503652039325
1739209695.3236003;-45.120503652039325
1739209695.3236063;-38.13080360867914
1739209695.3236122;-45.120503652039325
1739209695.323618;-45.120503652039325
1739209695.323624;-38.13080360867914
1739209695.3236296;-45.120503652039325
1739209695.3236356;-31.141103565318915
1739209695.3236415;-38.13080360867914
1739209695.3236473;-45.120503652039325
1739209695.3236532;-33.981070128970906
1739209695.3236592;-32.816014438256545
1739209695.323665;-38.13080360867914
1739209695.3236709;-45.120503652039325
1739209695.3236768;-45.120503652039325
1739209695.3236825;-45.120503652039325
1739209695.3236885;-45.120503652039325
1739209695.3236945;-45.120503652039325
1739209695.3237002;-33.981070128970906
1739209695.3237062;-38.13080360867914
1739209695.323712;-35.57807855764607
1739209695.3237178;-33.981070128970906
1739209695.3237238;-38.13080360867914
1739209695.3237298;-45.120503652039325
1739209695.3237355;-45.120503652039325
1739209695.3237414;-45.120503652039325
1739209695.3237474;-45.120503652039325
1739209695.323753;-45.120503652039325
1739209695.323759;-38.13080360867914
1739209695.323765;-35.57807855764607
1739209695.3237708;-45.120503652039325
1739209695.3237767;-28.992665084841942
1739209695.3237827;-33.981070128970906
1739209695.3237884;-45.120503652039325
1739209695.3237944;-45.120503652039325
1739209695.3238003;-45.120503652039325
1739209695.323806;-38.13080360867914
1739209695.323812;-38.13080360867914
1739209695.323818;-38.13080360867914
1739209695.3238237;-45.120503652039325
1739209695.3238297;-33.981070128970906
1739209695.3238354;-35.57807855764607
1739209695.3238413;-45.120503652039325
1739209695.3238473;-38.13080360867914
1739209695.323853;-35.57807855764607
1739209695.323859;-38.13080360867914
1739209695.323865;-38.13080360867914
1739209695.3238707;-38.13080360867914
1739209695.3238766;-45.120503652039325
1739209695.3238826;-45.120503652039325
1739209695.3238883;-38.13080360867914
1739209695.3238943;-38.13080360867914
1739209695.3239002;-38.13080360867914
1739209695.323906;-38.13080360867914
1739209695.323912;-38.13080360867914
1739209695.3239179;-33.981070128970906
1739209695.3239236;-38.13080360867914
1739209695.3239295;-45.120503652039325
1739209695.3239355;-45.120503652039325
1739209695.3239412;-38.13080360867914
1739209695.3239472;-35.57807855764607
1739209695.3239532;-45.120503652039325
1739209695.3239589;-38.13080360867914
1739209695.3239648;-32.816014438256545
1739209695.3239708;-45.120503652039325
1739209695.3239765;-45.120503652039325
1739209695.3239825;-38.13080360867914
1739209695.3239884;-45.120503652039325
1739209695.3239942;-45.120503652039325
1739209695.3240001;-32.816014438256545
1739209695.324006;-38.13080360867914
1739209695.3240118;-45.120503652039325
1739209695.3240178;-35.57807855764607
1739209695.3240237;-32.816014438256545
1739209695.3240294;-45.120503652039325
1739209695.3240354;-38.13080360867914
1739209695.3240411;-38.13080360867914
1739209695.324047;-38.13080360867914
1739209695.324053;-45.120503652039325
1739209695.3240588;-45.120503652039325
1739209695.3240647;-31.141103565318915
1739209695.3240707;-32.816014438256545
1739209695.3240764;-45.120503652039325
1739209695.3240824;-45.120503652039325
1739209695.3240883;-33.981070128970906
1739209695.324094;-33.981070128970906
1739209695.3241;-45.120503652039325
1739209695.324106;-38.13080360867914
1739209695.3241117;-45.120503652039325
1739209695.3241177;-45.120503652039325
1739209695.3241236;-45.120503652039325
1739209695.3241293;-45.120503652039325
1739209695.3241353;-45.120503652039325
1739209695.3241413;-33.981070128970906
1739209695.324147;-38.13080360867914
1739209695.324153;-45.120503652039325
1739209695.324159;-33.981070128970906
1739209695.3241646;-35.57807855764607
1739209695.3241706;-38.13080360867914
1739209695.3241765;-45.120503652039325
1739209695.3241823;-38.13080360867914
1739209695.3241882;-35.57807855764607
1739209695.3241942;-35.57807855764607
1739209695.3242;-45.120503652039325
1739209695.3242059;-38.13080360867914
1739209695.3242118;-38.13080360867914
1739209695.3242176;-38.13080360867914
1739209695.3242235;-38.13080360867914
1739209695.3242295;-45.120503652039325
1739209695.3242352;-45.120503652039325
1739209695.3242412;-45.120503652039325
1739209695.324247;-38.13080360867914
1739209695.3242528;-45.120503652039325
1739209695.3242588;-45.120503652039325
1739209695.3242645;-45.120503652039325
1739209695.3242705;-38.13080360867914
1739209695.3242764;-38.13080360867914
1739209695.3242822;-45.120503652039325
1739209695.3242881;-38.13080360867914
1739209695.324294;-38.13080360867914
1739209695.3242998;-32.816014438256545
1739209695.3243058;-30.49652367304973
1739209695.3243117;-35.57807855764607
1739209695.3243175;-38.13080360867914
1739209695.3243234;-38.13080360867914
1739209695.3243294;-38.13080360867914
1739209695.324335;-45.120503652039325
1739209695.324341;-45.120503652039325
1739209695.324347;-45.120503652039325
1739209695.3243527;-45.120503652039325
1739209695.3243587;-45.120503652039325
1739209695.3243647;-45.120503652039325
1739209695.3243704;-45.120503652039325
1739209695.3243763;-45.120503652039325
1739209695.3243823;-45.120503652039325
1739209695.324388;-45.120503652039325
1739209695.324394;-45.120503652039325
1739209695.3244;-45.120503652039325
1739209695.3244057;-45.120503652039325
1739209695.3244116;-38.13080360867914
1739209695.3244176;-38.13080360867914
1739209695.3244233;-38.13080360867914
1739209695.3244293;-38.13080360867914
1739209695.3244352;-45.120503652039325
1739209695.324441;-32.816014438256545
1739209695.324447;-26.035653463252796
1739209695.3244526;-45.120503652039325
1739209695.3244586;-45.120503652039325
1739209695.3244646;-35.57807855764607
1739209695.3244703;-35.57807855764607
1739209695.3244762;-38.13080360867914
1739209695.3244822;-45.120503652039325
1739209695.324488;-45.120503652039325
1739209695.324494;-38.13080360867914
1739209695.3244998;-38.13080360867914
1739209695.3245056;-45.120503652039325
1739209695.3245115;-38.13080360867914
1739209695.3245175;-45.120503652039325
1739209695.3245232;-45.120503652039325
1739209695.3245292;-45.120503652039325
1739209695.3245351;-45.120503652039325
1739209695.3245409;-45.120503652039325
1739209695.3245468;-45.120503652039325
1739209695.3245528;-35.57807855764607
1739209695.3245585;-45.120503652039325
1739209695.3245645;-38.13080360867914
1739209695.3245704;-35.57807855764607
1739209695.3245761;-45.120503652039325
1739209695.324582;-38.13080360867914
1739209695.324588;-38.13080360867914
1739209695.3245938;-38.13080360867914
1739209695.3245997;-35.57807855764607
1739209695.3246057;-35.57807855764607
1739209695.3246114;-38.13080360867914
1739209695.3246174;-38.13080360867914
1739209695.3246233;-35.57807855764607
1739209695.324629;-45.120503652039325
1739209695.324635;-45.120503652039325
1739209695.324641;-45.120503652039325
1739209695.3246467;-45.120503652039325
1739209695.3246527;-45.120503652039325
1739209695.3246584;-38.13080360867914
1739209695.3246644;-33.981070128970906
1739209695.3246703;-33.981070128970906
1739209695.324676;-45.120503652039325
1739209695.324682;-38.13080360867914
1739209695.324688;-33.981070128970906
1739209695.3246937;-35.57807855764607
1739209695.3246996;-45.120503652039325
1739209695.3247056;-45.120503652039325
1739209695.3247113;-45.120503652039325
1739209695.3247173;-45.120503652039325
1739209695.3247232;-38.13080360867914
1739209695.324729;-38.13080360867914
1739209695.324735;-33.981070128970906
1739209695.324741;-38.13080360867914
1739209695.3247466;-45.120503652039325
1739209695.3247526;-38.13080360867914
1739209695.3247585;-38.13080360867914
1739209695.3247643;-45.120503652039325
1739209695.3247702;-45.120503652039325
1739209695.3247762;-38.13080360867914
1739209695.324782;-38.13080360867914
1739209695.3247879;-45.120503652039325
1739209695.3247938;-45.120503652039325
1739209695.3247995;-33.981070128970906
1739209695.3248055;-38.13080360867914
1739209695.3248115;-45.120503652039325
1739209695.3248172;-38.13080360867914
1739209695.3248231;-38.13080360867914
1739209695.324829;-38.13080360867914
1739209695.3248348;-45.120503652039325
1739209695.3248408;-33.981070128970906
1739209695.3248467;-38.13080360867914
1739209695.3248525;-45.120503652039325
1739209695.3248584;-38.13080360867914
1739209695.3248644;-38.13080360867914
1739209695.32487;-38.13080360867914
1739209695.324876;-33.981070128970906
1739209695.3248818;-45.120503652039325
1739209695.3248878;-45.120503652039325
1739209695.3248937;-45.120503652039325
1739209695.3248994;-45.120503652039325
1739209695.3249054;-38.13080360867914
1739209695.3249114;-45.120503652039325
1739209695.324917;-33.981070128970906
1739209695.324923;-31.141103565318915
1739209695.324929;-45.120503652039325
1739209695.3249347;-45.120503652039325
1739209695.3249407;-38.13080360867914
1739209695.3249466;-38.13080360867914
1739209695.3249524;-38.13080360867914
1739209695.3249583;-33.981070128970906
1739209695.3249643;-38.13080360867914
1739209695.32497;-28.58837851428586
1739209695.324976;-45.120503652039325
1739209695.324982;-38.13080360867914
1739209695.3249876;-38.13080360867914
1739209695.3249936;-38.13080360867914
1739209695.3249996;-38.13080360867914
1739209695.3250053;-38.13080360867914
1739209695.3250113;-45.120503652039325
1739209695.3250172;-45.120503652039325
1739209695.325023;-38.13080360867914
1739209695.325029;-38.13080360867914
1739209695.3250349;-45.120503652039325
1739209695.3250406;-45.120503652039325
1739209695.3250465;-45.120503652039325
1739209695.3250525;-45.120503652039325
1739209695.3250582;-38.13080360867914
1739209695.3250642;-33.981070128970906
1739209695.3250701;-45.120503652039325
1739209695.3250759;-38.13080360867914
1739209695.3250818;-33.981070128970906
1739209695.3250875;-33.981070128970906
1739209695.3250935;-45.120503652039325
1739209695.3250995;-38.13080360867914
1739209695.3251052;-38.13080360867914
1739209695.3251112;-28.992665084841942
1739209695.325117;-38.13080360867914
1739209695.3251228;-38.13080360867914
1739209695.3251288;-32.816014438256545
1739209695.3251348;-45.120503652039325
1739209695.3251405;-45.120503652039325
1739209695.3251464;-45.120503652039325
1739209695.3251524;-45.120503652039325
1739209695.325158;-38.13080360867914
1739209695.325164;-45.120503652039325
1739209695.32517;-45.120503652039325
1739209695.3251758;-45.120503652039325
1739209695.3251817;-33.981070128970906
1739209695.3251877;-45.120503652039325
1739209695.3251934;-45.120503652039325
1739209695.3251994;-45.120503652039325
1739209695.3252053;-45.120503652039325
1739209695.325211;-45.120503652039325
1739209695.325217;-38.13080360867914
1739209695.325223;-38.13080360867914
1739209695.3252287;-45.120503652039325
1739209695.3252347;-35.57807855764607
1739209695.3252406;-45.120503652039325
1739209695.3252463;-45.120503652039325
1739209695.3252523;-33.981070128970906
1739209695.3252583;-45.120503652039325
1739209695.325264;-45.120503652039325
1739209695.32527;-35.57807855764607
1739209695.325276;-38.13080360867914
1739209695.3252816;-45.120503652039325
1739209695.3252876;-38.13080360867914
1739209695.3252933;-45.120503652039325
1739209695.3252993;-35.57807855764607
1739209695.3253052;-35.57807855764607
1739209695.325311;-45.120503652039325
1739209695.325317;-45.120503652039325
1739209695.3253229;-38.13080360867914
1739209695.3253286;-35.57807855764607
1739209695.3253345;-38.13080360867914
1739209695.3253405;-45.120503652039325
1739209695.3253462;-45.120503652039325
1739209695.3253522;-31.141103565318893
1739209695.3253582;-45.120503652039325
1739209695.3253639;-38.13080360867914
1739209695.3253698;-38.13080360867914
1739209695.3253758;-45.120503652039325
1739209695.3253815;-38.13080360867914
1739209695.3253875;-35.57807855764607
1739209695.3253934;-45.120503652039325
1739209695.3253992;-45.120503652039325
1739209695.3254051;-38.13080360867914
1739209695.325411;-38.13080360867914
1739209695.3254168;-38.13080360867914
1739209695.3254228;-45.120503652039325
1739209695.3254287;-45.120503652039325
1739209695.3254344;-45.120503652039325
1739209695.3254404;-38.13080360867914
1739209695.3254464;-35.57807855764607
1739209695.325452;-38.13080360867914
1739209695.325458;-35.57807855764607
1739209695.325464;-38.13080360867914
1739209695.3254697;-45.120503652039325
1739209695.3254757;-38.13080360867914
1739209695.3254817;-38.13080360867914
1739209695.3254874;-38.13080360867914
1739209695.3254933;-32.816014438256545
1739209695.325499;-38.13080360867914
1739209695.325505;-35.57807855764607
1739209695.325511;-45.120503652039325
1739209695.3255167;-45.120503652039325
1739209695.3255227;-38.13080360867914
1739209695.3255286;-45.120503652039325
1739209695.3255343;-45.120503652039325
1739209695.3255403;-45.120503652039325
1739209695.3255463;-38.13080360867914
1739209695.325552;-38.13080360867914
1739209695.325558;-45.120503652039325
1739209695.325564;-45.120503652039325
1739209695.3255696;-45.120503652039325
1739209695.3255756;-45.120503652039325
1739209695.3255816;-35.57807855764607
1739209695.3255873;-25.826314394896354
1739209695.3255932;-35.57807855764607
1739209695.3255992;-38.13080360867914
1739209695.325605;-45.120503652039325
1739209695.3256109;-35.57807855764607
1739209695.3256168;-38.13080360867914
1739209695.3256226;-45.120503652039325
1739209695.3256285;-38.13080360867914
1739209695.3256345;-45.120503652039325
1739209695.3256402;-45.120503652039325
1739209695.3256462;-45.120503652039325
1739209695.3256521;-45.120503652039325
1739209695.3256578;-45.120503652039325
1739209695.3256638;-38.13080360867914
1739209695.3256698;-45.120503652039325
1739209695.3256755;-45.120503652039325
1739209695.3256814;-38.13080360867914
1739209695.3256874;-38.13080360867914
1739209695.3256931;-45.120503652039325
1739209695.325699;-45.120503652039325
1739209695.3257048;-38.13080360867914
1739209695.3257108;-35.57807855764607
1739209695.3257167;-35.57807855764607
1739209695.3257225;-38.13080360867914
1739209695.3257284;-29.438486411369333
1739209695.3257344;-35.57807855764607
1739209695.32574;-35.57807855764607
1739209695.325746;-45.120503652039325
1739209695.325752;-38.13080360867914
1739209695.3257577;-38.13080360867914
1739209695.3257637;-45.120503652039325
1739209695.3257697;-38.13080360867914
1739209695.3257754;-33.981070128970956
1739209695.3257813;-45.120503652039325
1739209695.3257873;-38.13080360867914
1739209695.325793;-45.120503652039325
1739209695.325799;-45.120503652039325
1739209695.325805;-38.13080360867914
1739209695.3258107;-38.13080360867914
1739209695.3258166;-38.13080360867914
1739209695.3258226;-38.13080360867914
1739209695.3258283;-35.57807855764607
1739209695.3258343;-38.13080360867914
1739209695.3258402;-45.120503652039325
1739209695.325846;-45.120503652039325
1739209695.325852;-38.13080360867914
1739209695.3258579;-31.141103565318893
1739209695.3258636;-38.13080360867914
1739209695.3258696;-32.816014438256545
1739209695.3258755;-38.13080360867914
1739209695.3258812;-38.13080360867914
1739209695.3258872;-38.13080360867914
1739209695.3258932;-45.120503652039325
1739209695.325899;-38.13080360867914
1739209695.3259048;-45.120503652039325
1739209695.3259106;-45.120503652039325
1739209695.3259165;-45.120503652039325
1739209695.3259225;-45.120503652039325
1739209695.3259282;-35.57807855764607
1739209695.3259342;-38.13080360867914
1739209695.3259401;-45.120503652039325
1739209695.3259459;-33.981070128970906
1739209695.3259518;-38.13080360867914
1739209695.3259578;-45.120503652039325
1739209695.3259635;-38.13080360867914
1739209695.3259695;-38.13080360867914
1739209695.3259754;-38.13080360867914
1739209695.3259811;-38.13080360867914
1739209695.325987;-35.57807855764607
1739209695.325993;-45.120503652039325
1739209695.3259988;-45.120503652039325
1739209695.3260047;-38.13080360867914
1739209695.3260107;-35.57807855764607
1739209695.3260164;-45.120503652039325
1739209695.3260224;-45.120503652039325
1739209695.3260283;-45.120503652039325
1739209695.326034;-38.13080360867914
1739209695.32604;-38.13080360867914
1739209695.326046;-45.120503652039325
1739209695.3260517;-38.13080360867914
1739209695.3260577;-38.13080360867914
1739209695.3260636;-38.13080360867914
1739209695.3260694;-45.120503652039325
1739209695.3260753;-45.120503652039325
1739209695.3260813;-45.120503652039325
1739209695.326087;-38.13080360867914
1739209695.326093;-35.57807855764607
1739209695.326099;-38.13080360867914
1739209695.3261046;-45.120503652039325
1739209695.3261106;-31.141103565318915
1739209695.3261163;-38.13080360867914
1739209695.3261223;-45.120503652039325
1739209695.3261282;-35.57807855764607
1739209695.326134;-38.13080360867914
1739209695.32614;-35.57807855764607
1739209695.326146;-38.13080360867914
1739209695.3261516;-38.13080360867914
1739209695.3261576;-35.57807855764607
1739209695.3261635;-38.13080360867914
1739209695.3261693;-45.120503652039325
1739209695.3261752;-45.120503652039325
1739209695.3261812;-45.120503652039325
1739209695.326187;-35.57807855764607
1739209695.3261929;-38.13080360867914
1739209695.3261988;-45.120503652039325
1739209695.3262045;-35.57807855764607
1739209695.3262105;-33.981070128970906
1739209695.3262165;-38.13080360867914
1739209695.3262222;-45.120503652039325
1739209695.3262281;-45.120503652039325
1739209695.326234;-32.816014438256545
1739209695.3262398;-38.13080360867914
1739209695.3262458;-45.120503652039325
1739209695.3262517;-28.992665084841942
1739209695.3262575;-35.57807855764607
