CAN Message; 0x77:6e278647a096470a
1739209600.4236958;-45.120503652039325
1739209600.4236999;-35.57807855764607
1739209600.4237037;-38.13080360867914
1739209600.4237077;-45.120503652039325
1739209600.4237115;-45.120503652039325
1739209600.4237154;-45.120503652039325
1739209600.4237194;-38.13080360867914
1739209600.4237232;-38.13080360867914
1739209600.4237273;-45.120503652039325
1739209600.423731;-45.120503652039325
1739209600.4237351;-38.13080360867914
1739209600.423739;-45.120503652039325
1739209600.4237428;-38.13080360867914
1739209600.4237468;-30.49652367304973
1739209600.4237506;-45.120503652039325
1739209600.4237547;-45.120503652039325
1739209600.4237585;-45.120503652039325
1739209600.4237626;-31.141103565318915
1739209600.4237664;-38.13080360867914
1739209600.4237702;-45.120503652039325
1739209600.4237742;-38.13080360867914
1739209600.423778;-45.120503652039325
1739209600.423782;-38.13080360867914
1739209600.423786;-38.13080360867914
1739209600.42379;-45.120503652039325
1739209600.4237938;-45.120503652039325
1739209600.4237976;-38.13080360867914
1739209600.4238017;-38.13080360867914
1739209600.4238055;-45.120503652039325
1739209600.4238095;-38.13080360867914
1739209600.4238133;-45.120503652039325
1739209600.4238174;-38.13080360867914
1739209600.4238212;-38.13080360867914
1739209600.4238253;-38.13080360867914
1739209600.423829;-45.120503652039325
1739209600.423833;-45.120503652039325
1739209600.423837;-38.13080360867914
1739209600.4238408;-38.13080360867914
1739209600.4238448;-38.13080360867914
1739209600.4238486;-38.13080360867914
1739209600.4238527;-45.120503652039325
1739209600.4238565;-45.120503652039325
1739209600.4238603;-45.120503652039325
1739209600.4238644;-45.120503652039325
1739209600.4238682;-35.57807855764607
1739209600.4238722;-38.13080360867914
1739209600.423876;-45.120503652039325
1739209600.42388;-45.120503652039325
1739209600.423884;-38.13080360867914
1739209600.4238877;-35.57807855764607
1739209600.4238918;-45.120503652039325
1739209600.4238956;-38.13080360867914
1739209600.4238997;-38.13080360867914
1739209600.4239035;-27.267205301931607
1739209600.4239075;-38.13080360867914
1739209600.4239113;-45.120503652039325
1739209600.4239151;-45.120503652039325
1739209600.4239192;-38.13080360867914
1739209600.423923;-38.13080360867914
1739209600.423927;-45.120503652039325
1739209600.423931;-45.120503652039325
1739209600.423935;-30.49652367304976
1739209600.4239388;-33.981070128970906
1739209600.4239426;-38.13080360867914
1739209600.4239466;-38.13080360867914
1739209600.4239504;-38.13080360867914
1739209600.4239545;-45.120503652039325
1739209600.4239583;-38.13080360867914
1739209600.4239624;-45.120503652039325
1739209600.4239662;-28.992665084841942
1739209600.42397;-38.13080360867914
1739209600.423974;-45.120503652039325
1739209600.4239779;-38.13080360867914
1739209600.423982;-33.981070128970906
1739209600.4239857;-38.13080360867914
1739209600.4239898;-45.120503652039325
1739209600.4239936;-45.120503652039325
1739209600.4239974;-38.13080360867914
1739209600.4240015;-38.13080360867914
1739209600.4240053;-45.120503652039325
1739209600.4240093;-45.120503652039325
1739209600.4240131;-45.120503652039325
1739209600.4240172;-45.120503652039325
1739209600.424021;-33.981070128970906
1739209600.4240248;-45.120503652039325
1739209600.4240289;-33.981070128970906
1739209600.4240327;-38.13080360867914
1739209600.4240367;-38.13080360867914
1739209600.4240406;-45.120503652039325
1739209600.4240446;-38.13080360867914
1739209600.4240484;-35.57807855764607
1739209600.4240522;-38.13080360867914
1739209600.4240563;-38.13080360867914
1739209600.42406;-33.981070128970906
1739209600.4240642;-33.981070128970906
1739209600.424068;-45.120503652039325
1739209600.424072;-45.120503652039325
1739209600.4240758;-35.57807855764607
1739209600.4240797;-45.120503652039325
1739209600.4240837;-45.120503652039325
1739209600.4240875;-38.13080360867914
1739209600.4240916;-31.141103565318915
1739209600.4240954;-33.981070128970906
1739209600.4240994;-38.13080360867914
1739209600.4241033;-45.120503652039325
1739209600.4241073;-38.13080360867914
1739209600.4241111;-35.57807855764607
1739209600.424115;-32.816014438256545
1739209600.424119;-38.13080360867914
1739209600.4241228;-38.13080360867914
1739209600.4241269;-38.13080360867914
1739209600.4241307;-38.13080360867914
1739209600.4241347;-45.120503652039325
1739209600.4241385;-45.120503652039325
1739209600.4241424;-45.120503652039325
1739209600.4241464;-45.120503652039325
1739209600.4241502;-38.13080360867914
1739209600.4241543;-38.13080360867914
1739209600.424158;-45.120503652039325
1739209600.4241621;-45.120503652039325
1739209600.424166;-45.120503652039325
1739209600.4241698;-45.120503652039325
1739209600.4241738;-45.120503652039325
1739209600.4241776;-45.120503652039325
1739209600.4241817;-38.13080360867914
1739209600.4241855;-38.13080360867914
1739209600.4241896;-33.981070128970906
1739209600.4241934;-45.120503652039325
1739209600.4241972;-45.120503652039325
1739209600.4242013;-45.120503652039325
1739209600.424205;-35.57807855764607
1739209600.424209;-38.13080360867914
1739209600.424213;-45.120503652039325
1739209600.424217;-38.13080360867914
1739209600.4242208;-28.992665084841942
1739209600.4242246;-38.13080360867914
1739209600.4242287;-35.57807855764607
1739209600.4242325;-35.57807855764607
1739209600.4242365;-38.13080360867914
1739209600.4242404;-45.120503652039325
1739209600.4242444;-45.120503652039325
1739209600.4242482;-45.120503652039325
1739209600.424252;-32.81601443825658
1739209600.424256;-45.120503652039325
1739209600.42426;-32.816014438256545
1739209600.424264;-38.13080360867914
1739209600.4242678;-38.13080360867914
1739209600.4242718;-38.13080360867914
1739209600.4242756;-38.13080360867914
1739209600.4242795;-35.57807855764607
1739209600.4242835;-27.267205301931607
1739209600.4242873;-38.13080360867914
1739209600.4242914;-45.120503652039325
1739209600.4242952;-38.13080360867914
1739209600.4242992;-45.120503652039325
1739209600.424303;-45.120503652039325
1739209600.4243069;-45.120503652039325
1739209600.424311;-45.120503652039325
1739209600.4243147;-45.120503652039325
1739209600.4243188;-38.13080360867914
1739209600.4243226;-38.13080360867914
1739209600.4243267;-45.120503652039325
1739209600.4243305;-38.13080360867914
1739209600.4243343;-38.13080360867914
1739209600.4243383;-38.13080360867914
1739209600.4243422;-38.13080360867914
1739209600.4243462;-45.120503652039325
1739209600.42435;-45.120503652039325
1739209600.424354;-38.13080360867914
1739209600.424358;-38.13080360867914
1739209600.424362;-38.13080360867914
1739209600.4243658;-35.57807855764607
1739209600.4243696;-45.120503652039325
1739209600.4243736;-45.120503652039325
1739209600.4243774;-31.141103565318915
1739209600.4243815;-45.120503652039325
1739209600.4243853;-45.120503652039325
1739209600.4243894;-38.13080360867914
1739209600.4243932;-33.981070128970906
1739209600.424397;-45.120503652039325
1739209600.424401;-45.120503652039325
1739209600.4244049;-45.120503652039325
1739209600.424409;-38.13080360867914
1739209600.4244127;-38.13080360867914
1739209600.4244168;-45.120503652039325
1739209600.4244206;-45.120503652039325
1739209600.4244244;-38.13080360867914
1739209600.4244285;-32.816014438256545
1739209600.4244323;-45.120503652039325
1739209600.4244363;-45.120503652039325
1739209600.4244401;-38.13080360867914
1739209600.4244442;-45.120503652039325
1739209600.424448;-35.57807855764607
1739209600.4244518;-33.981070128970906
1739209600.424456;-38.13080360867914
1739209600.4244597;-38.13080360867914
1739209600.4244637;-33.981070128970906
1739209600.4244676;-38.13080360867914
1739209600.4244716;-45.120503652039325
1739209600.4244754;-45.120503652039325
1739209600.4244792;-38.13080360867914
1739209600.4244833;-33.981070128970906
1739209600.424487;-35.57807855764607
1739209600.4244912;-35.57807855764607
1739209600.424495;-45.120503652039325
1739209600.424499;-45.120503652039325
1739209600.4245028;-45.120503652039325
1739209600.4245067;-33.981070128970906
1739209600.4245107;-45.120503652039325
1739209600.4245145;-45.120503652039325
1739209600.4245186;-45.120503652039325
1739209600.4245224;-38.13080360867914
1739209600.4245265;-38.13080360867914
1739209600.4245303;-45.120503652039325
1739209600.424534;-38.13080360867914
1739209600.4245381;-38.13080360867914
1739209600.424542;-38.13080360867914
1739209600.424546;-38.13080360867914
1739209600.4245498;-45.120503652039325
1739209600.4245539;-38.13080360867914
1739209600.4245577;-33.981070128970906
1739209600.4245615;-35.57807855764607
1739209600.4245656;-38.13080360867914
1739209600.4245694;-31.141103565318915
1739209600.4245734;-35.57807855764607
1739209600.4245772;-38.13080360867914
1739209600.4245813;-45.120503652039325
1739209600.424585;-45.120503652039325
1739209600.424589;-45.120503652039325
1739209600.424593;-38.13080360867914
1739209600.4245968;-45.120503652039325
1739209600.4246008;-45.120503652039325
1739209600.4246047;-38.13080360867914
1739209600.4246087;-45.120503652039325
1739209600.4246125;-38.13080360867914
1739209600.4246163;-45.120503652039325
1739209600.4246204;-45.120503652039325
1739209600.4246242;-45.120503652039325
1739209600.4246283;-32.816014438256545
1739209600.424632;-38.13080360867914
1739209600.4246361;-45.120503652039325
1739209600.42464;-38.13080360867914
1739209600.424644;-45.120503652039325
1739209600.4246478;-38.13080360867914
1739209600.4246516;-35.57807855764607
1739209600.4246557;-38.13080360867914
1739209600.4246595;-38.13080360867914
1739209600.4246635;-33.981070128970906
1739209600.4246674;-38.13080360867914
1739209600.4246714;-45.120503652039325
1739209600.4246752;-38.13080360867914
1739209600.424679;-38.13080360867914
1739209600.424683;-38.13080360867914
1739209600.424687;-45.120503652039325
1739209600.424691;-45.120503652039325
1739209600.4246948;-35.57807855764607
1739209600.4246988;-33.981070128970906
1739209600.4247026;-33.981070128970906
1739209600.4247065;-35.57807855764607
1739209600.4247105;-32.816014438256545
1739209600.4247143;-45.120503652039325
1739209600.4247184;-45.120503652039325
1739209600.4247222;-38.13080360867914
1739209600.4247262;-27.267205301931607
1739209600.42473;-33.981070128970906
1739209600.4247339;-38.13080360867914
1739209600.424738;-45.120503652039325
1739209600.4247417;-45.120503652039325
1739209600.4247458;-38.13080360867914
1739209600.4247496;-38.13080360867914
1739209600.4247537;-38.13080360867914
1739209600.4247575;-35.57807855764607
1739209600.4247613;-33.981070128970906
1739209600.4247653;-33.981070128970906
1739209600.4247692;-45.120503652039325
1739209600.4247732;-45.120503652039325
1739209600.424777;-38.13080360867914
1739209600.424781;-35.57807855764607
1739209600.424785;-45.120503652039325
1739209600.4247887;-38.13080360867914
1739209600.4247928;-38.13080360867914
1739209600.4247966;-38.13080360867914
1739209600.4248006;-38.13080360867914
1739209600.4248044;-45.120503652039325
1739209600.4248085;-45.120503652039325
1739209600.4248123;-38.13080360867914
1739209600.4248161;-33.981070128970906
1739209600.4248202;-33.981070128970906
1739209600.424824;-33.981070128970906
1739209600.424828;-38.13080360867914
1739209600.4248319;-38.13080360867914
1739209600.424836;-38.13080360867914
1739209600.4248397;-35.57807855764607
1739209600.4248435;-38.13080360867914
1739209600.4248476;-38.13080360867914
1739209600.4248514;-38.13080360867914
1739209600.4248555;-31.141103565318915
1739209600.4248593;-38.13080360867914
1739209600.4248633;-45.120503652039325
1739209600.4248672;-45.120503652039325
1739209600.424871;-33.981070128970906
1739209600.424875;-38.13080360867914
1739209600.4248788;-45.120503652039325
1739209600.424883;-38.13080360867914
1739209600.4248867;-33.981070128970906
1739209600.4248908;-38.13080360867914
1739209600.4248946;-38.13080360867914
1739209600.4248986;-38.13080360867914
1739209600.4249024;-38.13080360867914
1739209600.4249063;-38.13080360867914
1739209600.4249103;-38.13080360867914
1739209600.4249141;-33.981070128970906
1739209600.4249182;-28.992665084841942
1739209600.424922;-45.120503652039325
1739209600.424926;-45.120503652039325
1739209600.4249299;-38.13080360867914
1739209600.4249337;-38.13080360867914
1739209600.4249377;-45.120503652039325
1739209600.4249415;-33.981070128970906
1739209600.4249456;-33.981070128970906
1739209600.4249494;-35.57807855764607
1739209600.4249535;-38.13080360867914
1739209600.4249573;-45.120503652039325
1739209600.424961;-38.13080360867914
1739209600.4249651;-38.13080360867914
1739209600.424969;-35.57807855764607
1739209600.424973;-45.120503652039325
1739209600.4249768;-33.981070128970906
1739209600.4249809;-24.589719217205094
1739209600.4249847;-45.120503652039325
1739209600.4249885;-45.120503652039325
1739209600.4249926;-38.13080360867914
1739209600.4249964;-33.981070128970906
1739209600.4250004;-45.120503652039325
1739209600.4250042;-38.13080360867914
1739209600.4250083;-38.13080360867914
1739209600.425012;-32.81601443825658
1739209600.425016;-45.120503652039325
1739209600.42502;-38.13080360867914
1739209600.4250238;-45.120503652039325
1739209600.4250278;-45.120503652039325
1739209600.4250317;-45.120503652039325
1739209600.4250357;-45.120503652039325
1739209600.4250395;-33.981070128970906
1739209600.4250433;-38.13080360867914
1739209600.4250474;-38.13080360867914
1739209600.4250512;-45.120503652039325
1739209600.4250553;-45.120503652039325
1739209600.425059;-45.120503652039325
1739209600.4250631;-38.13080360867914
1739209600.425067;-38.13080360867914
1739209600.4250708;-45.120503652039325
1739209600.4250748;-38.13080360867914
1739209600.4250786;-33.981070128970906
1739209600.4250827;-45.120503652039325
1739209600.4250865;-45.120503652039325
1739209600.4250906;-38.13080360867914
1739209600.4250944;-38.13080360867914
1739209600.4250982;-38.13080360867914
1739209600.4251022;-45.120503652039325
1739209600.425106;-45.120503652039325
1739209600.42511;-38.13080360867914
1739209600.425114;-35.57807855764607
1739209600.425118;-45.120503652039325
1739209600.4251218;-45.120503652039325
1739209600.4251256;-45.120503652039325
1739209600.4251297;-45.120503652039325
1739209600.4251335;-45.120503652039325
1739209600.4251375;-28.58837851428586
1739209600.4251413;-38.13080360867914
1739209600.4251454;-45.120503652039325
1739209600.4251492;-45.120503652039325
1739209600.4251533;-38.13080360867914
1739209600.425157;-45.120503652039325
1739209600.425161;-45.120503652039325
1739209600.425165;-45.120503652039325
1739209600.4251688;-45.120503652039325
1739209600.4251728;-33.981070128970906
1739209600.4251766;-45.120503652039325
1739209600.4251807;-38.13080360867914
1739209600.4251845;-38.13080360867914
1739209600.4251883;-33.981070128970906
1739209600.4251924;-45.120503652039325
1739209600.4251962;-45.120503652039325
1739209600.4252002;-38.13080360867914
1739209600.425204;-38.13080360867914
1739209600.425208;-35.57807855764607
1739209600.425212;-35.57807855764607
1739209600.4252157;-45.120503652039325
1739209600.4252198;-45.120503652039325
1739209600.4252236;-38.13080360867914
1739209600.4252276;-38.13080360867914
1739209600.4252315;-45.120503652039325
1739209600.4252355;-45.120503652039325
1739209600.4252393;-35.57807855764607
1739209600.4252431;-45.120503652039325
1739209600.4252472;-31.141103565318893
1739209600.425251;-29.438486411369333
1739209600.425255;-45.120503652039325
1739209600.4252589;-45.120503652039325
1739209600.425263;-30.49652367304973
1739209600.4252667;-32.816014438256545
1739209600.4252706;-45.120503652039325
1739209600.4252746;-38.13080360867914
1739209600.4252784;-38.13080360867914
1739209600.4252825;-38.13080360867914
1739209600.4252863;-38.13080360867914
1739209600.4252903;-38.13080360867914
1739209600.4252942;-45.120503652039325
1739209600.425298;-45.120503652039325
1739209600.425302;-45.120503652039325
1739209600.4253058;-38.13080360867914
1739209600.42531;-45.120503652039325
1739209600.4253137;-38.13080360867914
1739209600.4253178;-45.120503652039325
1739209600.4253216;-38.13080360867914
1739209600.4253254;-45.120503652039325
1739209600.4253294;-33.981070128970906
1739209600.4253333;-38.13080360867914
1739209600.4253373;-45.120503652039325
1739209600.4253411;-45.120503652039325
1739209600.4253452;-38.13080360867914
1739209600.425349;-38.13080360867914
1739209600.4253528;-45.120503652039325
1739209600.4253569;-33.981070128970906
1739209600.4253607;-38.13080360867914
1739209600.4253647;-45.120503652039325
1739209600.4253685;-45.120503652039325
1739209600.4253726;-38.13080360867914
1739209600.4253764;-35.57807855764607
1739209600.4253802;-45.120503652039325
1739209600.4253843;-45.120503652039325
1739209600.425388;-38.13080360867914
1739209600.4253922;-33.981070128970906
1739209600.425396;-38.13080360867914
1739209600.4254;-38.13080360867914
1739209600.4254038;-38.13080360867914
1739209600.4254076;-45.120503652039325
1739209600.4254117;-38.13080360867914
1739209600.4254155;-45.120503652039325
1739209600.4254196;-38.13080360867914
1739209600.4254234;-38.13080360867914
1739209600.4254274;-38.13080360867914
1739209600.4254313;-45.120503652039325
1739209600.4254353;-45.120503652039325
1739209600.4254391;-38.13080360867914
1739209600.425443;-38.13080360867914
1739209600.425447;-45.120503652039325
1739209600.4254508;-38.13080360867914
1739209600.4254549;-38.13080360867914
1739209600.4254587;-38.13080360867914
1739209600.4254627;-45.120503652039325
1739209600.4254665;-35.57807855764607
1739209600.4254704;-32.816014438256545
1739209600.4254744;-45.120503652039325
1739209600.4254782;-38.13080360867914
1739209600.4254823;-33.981070128970906
1739209600.425486;-38.13080360867914
1739209600.4254901;-38.13080360867914
1739209600.425494;-38.13080360867914
1739209600.4254978;-35.57807855764607
1739209600.4255018;-38.13080360867914
1739209600.4255056;-45.120503652039325
1739209600.4255097;-38.13080360867914
1739209600.4255135;-38.13080360867914
1739209600.4255176;-33.981070128970906
1739209600.4255214;-33.981070128970906
1739209600.4255252;-38.13080360867914
1739209600.4255292;-45.120503652039325
1739209600.425533;-38.13080360867914
1739209600.425537;-38.13080360867914
1739209600.425541;-45.120503652039325
1739209600.425545;-45.120503652039325
1739209600.4255488;-31.141103565318915
1739209600.4255526;-30.49652367304973
1739209600.4255567;-38.13080360867914
1739209600.4255605;-38.13080360867914
1739209600.4255645;-45.120503652039325
1739209600.4255683;-45.120503652039325
1739209600.4255724;-45.120503652039325
1739209600.4255762;-38.13080360867914
1739209600.42558;-33.981070128970906
1739209600.425584;-31.141103565318915
1739209600.425588;-45.120503652039325
1739209600.425592;-33.981070128970906
1739209600.4255958;-35.57807855764607
1739209600.4255998;-38.13080360867914
1739209600.4256036;-45.120503652039325
1739209600.4256074;-38.13080360867914
1739209600.4256115;-33.981070128970906
1739209600.4256153;-32.816014438256545
1739209600.4256194;-35.57807855764607
1739209600.4256232;-38.13080360867914
1739209600.4256272;-38.13080360867914
1739209600.425631;-45.120503652039325
1739209600.4256349;-35.57807855764607
1739209600.425639;-38.13080360867914
1739209600.4256427;-38.13080360867914
1739209600.4256468;-27.267205301931607
1739209600.4256506;-45.120503652039325
1739209600.4256546;-45.120503652039325
1739209600.4256585;-38.13080360867914
1739209600.4256623;-45.120503652039325
1739209600.4256663;-45.120503652039325
1739209600.4256701;-33.981070128970906
1739209600.4256742;-38.13080360867914
1739209600.425678;-38.13080360867914
1739209600.425682;-45.120503652039325
1739209600.425686;-38.13080360867914
1739209600.42569;-38.13080360867914
1739209600.4256938;-45.120503652039325
1739209600.4256976;-45.120503652039325
1739209600.4257016;-38.13080360867914
1739209600.4257054;-45.120503652039325
1739209600.4257095;-45.120503652039325
1739209600.4257133;-33.981070128970906
1739209600.4257174;-38.13080360867914
1739209600.4257212;-45.120503652039325
1739209600.425725;-45.120503652039325
1739209600.425729;-38.13080360867914
1739209600.4257329;-38.13080360867914
1739209600.425737;-38.13080360867914
1739209600.4257407;-28.992665084841942
1739209600.4257448;-38.13080360867914
1739209600.4257486;-38.13080360867914
1739209600.4257524;-45.120503652039325
1739209600.4257565;-45.120503652039325
1739209600.4257603;-45.120503652039325
1739209600.4257643;-38.13080360867914
1739209600.4257681;-38.13080360867914
1739209600.4257722;-33.981070128970956
1739209600.425776;-45.120503652039325
1739209600.4257798;-35.57807855764607
1739209600.4257839;-38.13080360867914
1739209600.4257877;-38.13080360867914
1739209600.4257917;-38.13080360867914
1739209600.4257956;-38.13080360867914
1739209600.4257996;-35.57807855764607
1739209600.4258034;-30.49652367304973
1739209600.4258072;-38.13080360867914
1739209600.4258113;-45.120503652039325
1739209600.425815;-38.13080360867914
1739209600.4258192;-33.981070128970906
1739209600.425823;-38.13080360867914
1739209600.425827;-35.57807855764607
1739209600.4258308;-38.13080360867914
1739209600.4258347;-38.13080360867914
1739209600.4258387;-33.981070128970906
1739209600.4258425;-45.120503652039325
1739209600.4258466;-38.13080360867914
1739209600.4258504;-38.13080360867914
1739209600.4258544;-45.120503652039325
1739209600.4258583;-38.13080360867914
1739209600.425862;-35.57807855764607
1739209600.4258661;-45.120503652039325
1739209600.42587;-45.120503652039325
1739209600.425874;-38.13080360867914
1739209600.4258778;-35.57807855764607
1739209600.4258819;-45.120503652039325
1739209600.4258857;-45.120503652039325
1739209600.4258895;-32.816014438256545
1739209600.4258935;-38.13080360867914
1739209600.4258974;-45.120503652039325
1739209600.4259014;-45.120503652039325
1739209600.4259052;-45.120503652039325
1739209600.4259093;-38.13080360867914
1739209600.425913;-38.13080360867914
1739209600.425917;-45.120503652039325
1739209600.425921;-45.120503652039325
1739209600.4259248;-38.13080360867914
1739209600.4259288;-45.120503652039325
1739209600.4259326;-45.120503652039325
1739209600.4259367;-45.120503652039325
1739209600.4259405;-45.120503652039325
1739209600.4259443;-45.120503652039325
1739209600.4259484;-33.981070128970906
1739209600.4259522;-35.57807855764607
1739209600.4259562;-45.120503652039325
1739209600.42596;-38.13080360867914
1739209600.425964;-45.120503652039325
1739209600.425968;-35.57807855764607
1739209600.425972;-35.57807855764607
1739209600.4259758;-38.13080360867914
1739209600.4259796;-38.13080360867914
1739209600.4259837;-45.120503652039325
1739209600.4259875;-32.816014438256545
1739209600.4259915;-45.120503652039325
1739209600.4259953;-45.120503652039325
1739209600.4259994;-35.57807855764607
1739209600.4260032;-35.57807855764607
1739209600.426007;-45.120503652039325
1739209600.426011;-38.13080360867914
1739209600.426015;-38.13080360867914
1739209600.426019;-45.120503652039325
1739209600.4260228;-35.57807855764607
1739209600.4260268;-35.57807855764607
1739209600.4260306;-45.120503652039325
1739209600.4260345;-38.13080360867914
1739209600.4260385;-45.120503652039325
1739209600.4260423;-45.120503652039325
1739209600.4260464;-38.13080360867914
1739209600.4260502;-38.13080360867914
1739209600.4260542;-45.120503652039325
1739209600.426058;-38.13080360867914
1739209600.4260619;-45.120503652039325
1739209600.426066;-45.120503652039325
1739209600.4260697;-38.13080360867914
1739209600.4260738;-38.13080360867914
1739209600.4260776;-38.13080360867914
1739209600.4260817;-33.981070128970906
1739209600.4260855;-38.13080360867914
1739209600.4260893;-45.120503652039325
1739209600.4260933;-45.120503652039325
1739209600.4260972;-38.13080360867914
1739209600.4261012;-45.120503652039325
1739209600.426105;-45.120503652039325
1739209600.426109;-38.13080360867914
1739209600.426113;-45.120503652039325
1739209600.4261167;-38.13080360867914
1739209600.4261208;-33.981070128970906
1739209600.4261246;-33.981070128970906
1739209600.4261286;-45.120503652039325
1739209600.4261324;-45.120503652039325
1739209600.4261365;-38.13080360867914
1739209600.4261403;-45.120503652039325
1739209600.4261441;-45.120503652039325
1739209600.4261482;-38.13080360867914
1739209600.426152;-38.13080360867914
1739209600.426156;-38.13080360867914
1739209600.4261599;-38.13080360867914
1739209600.426164;-35.57807855764607
1739209600.4261677;-45.120503652039325
1739209600.4261715;-38.13080360867914
1739209600.4261756;-38.13080360867914
1739209600.4261794;-38.13080360867914
1739209600.4261835;-38.13080360867914
1739209600.4261873;-38.13080360867914
1739209600.4261913;-38.13080360867914
1739209600.4261951;-45.120503652039325
1739209600.426199;-45.120503652039325
1739209600.426203;-45.120503652039325
1739209600.4262068;-45.120503652039325
1739209600.4262109;-45.120503652039325
1739209600.4262147;-38.13080360867914
1739209600.4262187;-38.13080360867914
1739209600.4262226;-45.120503652039325
