CAN Message; 0x24:028f7ace11bff7c7
1739209789.6027005;-33.981070128970906
1739209789.6027138;-45.120503652039325
1739209789.6027274;-45.120503652039325
1739209789.6027408;-45.120503652039325
1739209789.6027544;-38.13080360867914
1739209789.6027677;-38.13080360867914
1739209789.6027813;-45.120503652039325
1739209789.6027946;-38.13080360867914
1739209789.6028082;-38.13080360867914
1739209789.6028216;-38.13080360867914
1739209789.6028352;-38.13080360867914
1739209789.6028485;-38.13080360867914
1739209789.6028621;-38.13080360867914
1739209789.6028755;-35.57807855764607
1739209789.602889;-38.13080360867914
1739209789.6029024;-38.13080360867914
1739209789.602916;-35.57807855764607
1739209789.6029296;-38.13080360867914
1739209789.602943;-38.13080360867914
1739209789.6029565;-33.981070128970906
1739209789.60297;-38.13080360867914
1739209789.6029835;-45.120503652039325
1739209789.6029968;-38.13080360867914
1739209789.6030104;-31.141103565318915
1739209789.6030238;-32.816014438256545
1739209789.6030374;-38.13080360867914
1739209789.6030507;-45.120503652039325
1739209789.6030643;-45.120503652039325
1739209789.6030777;-45.120503652039325
1739209789.6030912;-38.13080360867914
1739209789.6031046;-35.57807855764607
1739209789.6031182;-31.141103565318915
1739209789.6031315;-30.49652367304973
1739209789.6031451;-45.120503652039325
1739209789.6031585;-38.13080360867914
1739209789.603172;-38.13080360867914
1739209789.6031854;-45.120503652039325
1739209789.603199;-45.120503652039325
1739209789.6032124;-38.13080360867914
1739209789.603226;-33.981070128970906
1739209789.6032393;-33.981070128970906
1739209789.603253;-35.57807855764607
1739209789.6032662;-38.13080360867914
1739209789.6032798;-45.120503652039325
1739209789.6032932;-35.57807855764607
1739209789.6033068;-38.13080360867914
1739209789.6033201;-45.120503652039325
1739209789.6033337;-45.120503652039325
1739209789.603347;-35.57807855764607
1739209789.6033607;-35.57807855764607
1739209789.6033742;-38.13080360867914
1739209789.6033876;-45.120503652039325
1739209789.6034012;-35.57807855764607
1739209789.6034145;-35.57807855764607
1739209789.6034281;-45.120503652039325
1739209789.6034415;-38.13080360867914
1739209789.603455;-28.992665084841942
1739209789.6034684;-33.981070128970906
1739209789.603482;-45.120503652039325
1739209789.6034954;-38.13080360867914
1739209789.603509;-33.981070128970906
1739209789.6035223;-38.13080360867914
1739209789.603536;-38.13080360867914
1739209789.6035492;-38.13080360867914
1739209789.6035628;-32.816014438256545
1739209789.6035762;-38.13080360867914
1739209789.6035898;-38.13080360867914
1739209789.6036031;-45.120503652039325
1739209789.6036167;-38.13080360867914
1739209789.60363;-35.57807855764607
1739209789.6036437;-32.816014438256545
1739209789.603657;-32.816014438256545
1739209789.6036706;-31.141103565318915
1739209789.603684;-38.13080360867914
1739209789.6036975;-31.141103565318915
1739209789.603711;-38.13080360867914
1739209789.6037245;-38.13080360867914
1739209789.6037378;-33.981070128970906
1739209789.6037514;-45.120503652039325
1739209789.6037648;-45.120503652039325
1739209789.6037784;-30.49652367304976
1739209789.6037917;-45.120503652039325
1739209789.6038053;-38.13080360867914
1739209789.6038187;-45.120503652039325
1739209789.6038322;-38.13080360867914
1739209789.6038458;-38.13080360867914
1739209789.6038592;-45.120503652039325
1739209789.6038728;-45.120503652039325
1739209789.6038861;-33.981070128970906
1739209789.6038997;-45.120503652039325
1739209789.603913;-45.120503652039325
1739209789.6039267;-33.981070128970906
1739209789.60394;-45.120503652039325
1739209789.6039536;-45.120503652039325
1739209789.603967;-45.120503652039325
1739209789.6039805;-38.13080360867914
1739209789.603994;-38.13080360867914
1739209789.6040075;-45.120503652039325
1739209789.6040208;-45.120503652039325
1739209789.6040344;-45.120503652039325
1739209789.6040478;-45.120503652039325
1739209789.6040614;-45.120503652039325
1739209789.6040747;-45.120503652039325
1739209789.6040883;-45.120503652039325
1739209789.6041017;-38.13080360867914
1739209789.6041152;-45.120503652039325
1739209789.6041286;-38.13080360867914
1739209789.6041422;-45.120503652039325
1739209789.6041555;-38.13080360867914
1739209789.6041691;-35.57807855764607
1739209789.6041825;-45.120503652039325
1739209789.604196;-45.120503652039325
1739209789.6042094;-38.13080360867914
1739209789.604223;-45.120503652039325
1739209789.6042364;-38.13080360867914
1739209789.60425;-38.13080360867914
1739209789.6042633;-38.13080360867914
1739209789.604277;-45.120503652039325
1739209789.6042905;-45.120503652039325
1739209789.6043038;-38.13080360867914
1739209789.6043174;-38.13080360867914
1739209789.6043308;-45.120503652039325
1739209789.6043444;-38.13080360867914
1739209789.6043577;-45.120503652039325
1739209789.6043713;-38.13080360867914
1739209789.6043847;-32.816014438256545
1739209789.6043983;-45.120503652039325
1739209789.6044116;-45.120503652039325
1739209789.6044252;-33.981070128970906
1739209789.6044385;-32.816014438256545
1739209789.6044521;-45.120503652039325
1739209789.6044655;-45.120503652039325
1739209789.604479;-45.120503652039325
1739209789.6044924;-45.120503652039325
1739209789.604506;-38.13080360867914
1739209789.6045194;-45.120503652039325
1739209789.604533;-33.981070128970906
1739209789.6045463;-45.120503652039325
1739209789.60456;-38.13080360867914
1739209789.6045732;-38.13080360867914
1739209789.6045868;-45.120503652039325
1739209789.6046002;-45.120503652039325
1739209789.6046138;-45.120503652039325
1739209789.6046271;-38.13080360867914
1739209789.6046407;-38.13080360867914
1739209789.604654;-32.816014438256545
1739209789.6046677;-38.13080360867914
1739209789.604681;-38.13080360867914
1739209789.6046946;-38.13080360867914
1739209789.604708;-32.816014438256545
1739209789.6047215;-38.13080360867914
1739209789.604735;-45.120503652039325
1739209789.6047485;-45.120503652039325
1739209789.604762;-38.13080360867914
1739209789.6047754;-38.13080360867914
1739209789.604789;-45.120503652039325
1739209789.6048024;-45.120503652039325
1739209789.604816;-45.120503652039325
1739209789.6048293;-38.13080360867914
1739209789.604843;-38.13080360867914
1739209789.6048563;-45.120503652039325
1739209789.6048698;-45.120503652039325
1739209789.6048832;-45.120503652039325
1739209789.6048968;-45.120503652039325
1739209789.6049101;-38.13080360867914
1739209789.6049237;-38.13080360867914
1739209789.604937;-45.120503652039325
1739209789.6049507;-38.13080360867914
1739209789.604964;-35.57807855764607
1739209789.6049776;-27.267205301931607
1739209789.604991;-35.57807855764607
1739209789.6050045;-38.13080360867914
1739209789.605018;-45.120503652039325
1739209789.6050315;-31.141103565318915
1739209789.6050448;-33.981070128970906
1739209789.6050584;-45.120503652039325
1739209789.6050718;-45.120503652039325
1739209789.6050854;-38.13080360867914
1739209789.6050987;-45.120503652039325
1739209789.6051123;-45.120503652039325
1739209789.6051257;-45.120503652039325
1739209789.6051393;-45.120503652039325
1739209789.6051526;-45.120503652039325
1739209789.6051662;-38.13080360867914
1739209789.6051795;-45.120503652039325
1739209789.6051931;-28.992665084841942
1739209789.6052065;-38.13080360867914
1739209789.60522;-45.120503652039325
1739209789.6052337;-38.13080360867914
1739209789.605247;-35.57807855764607
1739209789.6052606;-45.120503652039325
1739209789.605274;-45.120503652039325
1739209789.6052876;-35.57807855764607
1739209789.605301;-38.13080360867914
1739209789.6053145;-38.13080360867914
1739209789.6053278;-45.120503652039325
1739209789.6053414;-38.13080360867914
1739209789.6053548;-38.13080360867914
1739209789.6053684;-45.120503652039325
1739209789.6053817;-38.13080360867914
1739209789.6053953;-33.981070128970906
1739209789.6054087;-33.981070128970906
1739209789.6054223;-38.13080360867914
1739209789.6054356;-45.120503652039325
1739209789.6054492;-45.120503652039325
1739209789.6054626;-38.13080360867914
1739209789.6054761;-38.13080360867914
1739209789.6054895;-45.120503652039325
1739209789.605503;-38.13080360867914
1739209789.6055164;-38.13080360867914
1739209789.60553;-38.13080360867914
1739209789.6055434;-38.13080360867914
1739209789.605557;-32.816014438256545
1739209789.6055703;-38.13080360867914
1739209789.605584;-45.120503652039325
1739209789.6055973;-45.120503652039325
1739209789.6056108;-32.816014438256545
1739209789.6056242;-33.981070128970906
1739209789.6056378;-38.13080360867914
1739209789.6056511;-45.120503652039325
1739209789.6056647;-38.13080360867914
1739209789.6056783;-45.120503652039325
1739209789.6056917;-38.13080360867914
1739209789.6057053;-38.13080360867914
1739209789.6057186;-38.13080360867914
1739209789.6057322;-33.981070128970906
1739209789.6057456;-30.49652367304973
1739209789.6057591;-38.13080360867914
1739209789.6057725;-38.13080360867914
1739209789.605786;-38.13080360867914
1739209789.6057994;-38.13080360867914
1739209789.605813;-45.120503652039325
1739209789.6058264;-38.13080360867914
1739209789.60584;-33.981070128970906
1739209789.6058533;-33.981070128970906
1739209789.605867;-38.13080360867914
1739209789.6058803;-38.13080360867914
1739209789.6058939;-38.13080360867914
1739209789.6059072;-45.120503652039325
1739209789.6059208;-45.120503652039325
1739209789.6059341;-45.120503652039325
1739209789.6059477;-45.120503652039325
1739209789.605961;-38.13080360867914
1739209789.6059747;-45.120503652039325
1739209789.605988;-38.13080360867914
1739209789.6060016;-38.13080360867914
1739209789.606015;-38.13080360867914
1739209789.6060286;-45.120503652039325
1739209789.606042;-45.120503652039325
1739209789.6060555;-38.13080360867914
1739209789.6060688;-38.13080360867914
1739209789.6060824;-38.13080360867914
1739209789.6060958;-45.120503652039325
1739209789.6061094;-45.120503652039325
1739209789.6061227;-35.57807855764607
1739209789.6061363;-35.57807855764607
1739209789.60615;-45.120503652039325
1739209789.6061633;-38.13080360867914
1739209789.6061769;-31.141103565318915
1739209789.6061902;-45.120503652039325
1739209789.6062038;-38.13080360867914
1739209789.6062171;-35.57807855764607
1739209789.6062307;-45.120503652039325
1739209789.606244;-38.13080360867914
1739209789.6062577;-38.13080360867914
1739209789.606271;-45.120503652039325
1739209789.6062846;-38.13080360867914
1739209789.606298;-45.120503652039325
1739209789.6063116;-35.57807855764607
1739209789.606325;-35.57807855764607
1739209789.6063385;-38.13080360867914
1739209789.6063519;-38.13080360867914
1739209789.6063654;-33.981070128970906
1739209789.6063788;-38.13080360867914
1739209789.6063924;-35.57807855764607
1739209789.6064057;-38.13080360867914
1739209789.6064193;-38.13080360867914
1739209789.6064327;-38.13080360867914
1739209789.6064463;-45.120503652039325
1739209789.6064596;-45.120503652039325
1739209789.6064732;-38.13080360867914
1739209789.6064866;-35.57807855764607
1739209789.6065001;-45.120503652039325
1739209789.6065135;-45.120503652039325
1739209789.606527;-35.57807855764607
1739209789.6065404;-38.13080360867914
1739209789.606554;-45.120503652039325
1739209789.6065674;-45.120503652039325
1739209789.606581;-45.120503652039325
1739209789.6065946;-45.120503652039325
1739209789.606608;-35.57807855764607
1739209789.6066215;-35.57807855764607
1739209789.6066349;-38.13080360867914
1739209789.6066484;-38.13080360867914
1739209789.6066618;-38.13080360867914
1739209789.6066754;-35.57807855764607
1739209789.6066887;-45.120503652039325
1739209789.6067023;-38.13080360867914
1739209789.6067157;-45.120503652039325
1739209789.6067293;-38.13080360867914
1739209789.6067426;-38.13080360867914
1739209789.6067562;-38.13080360867914
1739209789.6067696;-45.120503652039325
1739209789.6067832;-45.120503652039325
1739209789.6067965;-45.120503652039325
1739209789.60681;-45.120503652039325
1739209789.6068234;-45.120503652039325
1739209789.606837;-45.120503652039325
1739209789.6068504;-45.120503652039325
1739209789.606864;-45.120503652039325
1739209789.6068773;-35.57807855764607
1739209789.606891;-35.57807855764607
1739209789.6069043;-45.120503652039325
1739209789.6069179;-45.120503652039325
1739209789.6069312;-32.816014438256545
1739209789.6069448;-32.816014438256545
1739209789.6069582;-45.120503652039325
1739209789.6069717;-38.13080360867914
1739209789.606985;-38.13080360867914
1739209789.6069987;-45.120503652039325
1739209789.607012;-45.120503652039325
1739209789.6070256;-38.13080360867914
1739209789.607039;-45.120503652039325
1739209789.6070526;-45.120503652039325
1739209789.6070662;-33.981070128970906
1739209789.6070795;-38.13080360867914
1739209789.607093;-45.120503652039325
1739209789.6071064;-45.120503652039325
1739209789.60712;-45.120503652039325
1739209789.6071334;-45.120503652039325
1739209789.607147;-35.57807855764607
1739209789.6071603;-30.49652367304973
1739209789.607174;-38.13080360867914
1739209789.6071873;-38.13080360867914
1739209789.6072009;-38.13080360867914
1739209789.6072142;-38.13080360867914
1739209789.6072278;-38.13080360867914
1739209789.6072412;-38.13080360867914
1739209789.6072547;-45.120503652039325
1739209789.607268;-38.13080360867914
1739209789.6072817;-38.13080360867914
1739209789.607295;-38.13080360867914
1739209789.6073086;-45.120503652039325
1739209789.607322;-45.120503652039325
1739209789.6073356;-38.13080360867914
1739209789.607349;-38.13080360867914
1739209789.6073625;-38.13080360867914
1739209789.6073759;-45.120503652039325
1739209789.6073895;-38.13080360867914
1739209789.6074028;-38.13080360867914
1739209789.6074164;-38.13080360867914
1739209789.6074297;-38.13080360867914
1739209789.6074433;-35.57807855764607
1739209789.6074567;-35.57807855764607
1739209789.6074703;-45.120503652039325
1739209789.6074836;-45.120503652039325
1739209789.6074972;-35.57807855764607
1739209789.6075108;-38.13080360867914
1739209789.6075242;-45.120503652039325
1739209789.6075377;-38.13080360867914
1739209789.607551;-32.816014438256545
1739209789.6075647;-35.57807855764607
1739209789.607578;-38.13080360867914
1739209789.6075916;-35.57807855764607
1739209789.607605;-45.120503652039325
1739209789.6076186;-45.120503652039325
1739209789.607632;-38.13080360867914
1739209789.6076455;-45.120503652039325
1739209789.6076589;-35.57807855764607
1739209789.6076725;-30.49652367304973
1739209789.6076858;-38.13080360867914
1739209789.6076994;-27.267205301931607
1739209789.6077127;-33.981070128970906
1739209789.6077263;-38.13080360867914
1739209789.6077397;-38.13080360867914
1739209789.6077533;-27.267205301931607
1739209789.6077666;-38.13080360867914
1739209789.6077802;-45.120503652039325
1739209789.6077936;-35.57807855764607
1739209789.6078072;-35.57807855764607
1739209789.6078205;-45.120503652039325
1739209789.607834;-45.120503652039325
1739209789.6078475;-33.981070128970906
1739209789.607861;-45.120503652039325
1739209789.6078744;-38.13080360867914
1739209789.607888;-38.13080360867914
1739209789.6079013;-45.120503652039325
1739209789.607915;-31.141103565318915
1739209789.6079283;-38.13080360867914
1739209789.6079419;-38.13080360867914
1739209789.6079552;-45.120503652039325
1739209789.6079688;-33.981070128970906
1739209789.6079824;-45.120503652039325
1739209789.6079957;-45.120503652039325
1739209789.6080093;-35.57807855764607
1739209789.6080227;-35.57807855764607
1739209789.6080363;-45.120503652039325
1739209789.6080496;-45.120503652039325
1739209789.6080632;-45.120503652039325
1739209789.6080766;-45.120503652039325
1739209789.6080902;-38.13080360867914
1739209789.6081035;-45.120503652039325
1739209789.608117;-45.120503652039325
1739209789.6081305;-38.13080360867914
1739209789.608144;-38.13080360867914
1739209789.6081574;-35.57807855764607
1739209789.608171;-38.13080360867914
1739209789.6081843;-38.13080360867914
1739209789.608198;-45.120503652039325
1739209789.6082113;-38.13080360867914
1739209789.6082249;-45.120503652039325
1739209789.6082382;-45.120503652039325
1739209789.6082518;-35.57807855764607
1739209789.6082652;-38.13080360867914
1739209789.6082788;-38.13080360867914
1739209789.608292;-38.13080360867914
1739209789.6083057;-35.57807855764607
1739209789.608319;-38.13080360867914
1739209789.6083326;-38.13080360867914
1739209789.608346;-38.13080360867914
1739209789.6083596;-38.13080360867914
1739209789.608373;-33.981070128970906
1739209789.6083865;-45.120503652039325
1739209789.6083999;-38.13080360867914
1739209789.6084135;-38.13080360867914
1739209789.608427;-45.120503652039325
1739209789.6084404;-45.120503652039325
1739209789.608454;-38.13080360867914
1739209789.6084673;-38.13080360867914
1739209789.608481;-38.13080360867914
1739209789.6084943;-45.120503652039325
1739209789.6085079;-45.120503652039325
1739209789.6085212;-35.57807855764607
1739209789.6085348;-38.13080360867914
1739209789.6085482;-45.120503652039325
1739209789.6085618;-45.120503652039325
1739209789.608575;-38.13080360867914
1739209789.6085887;-38.13080360867914
1739209789.608602;-38.13080360867914
1739209789.6086156;-45.120503652039325
1739209789.608629;-38.13080360867914
1739209789.6086426;-45.120503652039325
1739209789.608656;-38.13080360867914
1739209789.6086695;-35.57807855764607
1739209789.6086829;-45.120503652039325
1739209789.6086965;-45.120503652039325
1739209789.6087098;-45.120503652039325
1739209789.6087234;-32.816014438256545
1739209789.6087368;-45.120503652039325
1739209789.6087503;-45.120503652039325
1739209789.6087637;-38.13080360867914
1739209789.6087773;-38.13080360867914
1739209789.6087906;-35.57807855764607
1739209789.6088042;-35.57807855764607
1739209789.6088176;-38.13080360867914
1739209789.6088312;-45.120503652039325
1739209789.6088445;-35.57807855764607
1739209789.608858;-38.13080360867914
1739209789.6088715;-45.120503652039325
1739209789.608885;-38.13080360867914
1739209789.6088986;-45.120503652039325
1739209789.608912;-45.120503652039325
1739209789.6089256;-45.120503652039325
1739209789.608939;-45.120503652039325
1739209789.6089525;-45.120503652039325
1739209789.6089659;-45.120503652039325
1739209789.6089795;-38.13080360867914
1739209789.6089928;-45.120503652039325
1739209789.6090064;-38.13080360867914
1739209789.6090198;-38.13080360867914
1739209789.6090333;-45.120503652039325
1739209789.6090467;-45.120503652039325
1739209789.6090603;-30.49652367304973
1739209789.6090736;-38.13080360867914
1739209789.6090872;-45.120503652039325
1739209789.6091006;-38.13080360867914
1739209789.6091142;-31.141103565318915
1739209789.6091275;-35.57807855764607
1739209789.609141;-45.120503652039325
1739209789.6091545;-38.13080360867914
1739209789.609168;-38.13080360867914
1739209789.6091814;-38.13080360867914
1739209789.609195;-45.120503652039325
1739209789.6092083;-45.120503652039325
1739209789.609222;-45.120503652039325
1739209789.6092353;-45.120503652039325
1739209789.6092489;-45.120503652039325
1739209789.6092622;-45.120503652039325
1739209789.6092758;-33.981070128970906
1739209789.6092892;-45.120503652039325
1739209789.6093028;-38.13080360867914
1739209789.609316;-38.13080360867914
1739209789.6093297;-27.8777449560314
1739209789.609343;-29.438486411369333
1739209789.6093566;-45.120503652039325
1739209789.6093702;-45.120503652039325
1739209789.6093836;-35.57807855764607
1739209789.6093972;-35.57807855764607
1739209789.6094105;-45.120503652039325
1739209789.609424;-38.13080360867914
1739209789.6094375;-45.120503652039325
1739209789.609451;-45.120503652039325
1739209789.6094644;-38.13080360867914
1739209789.609478;-45.120503652039325
1739209789.6094913;-45.120503652039325
1739209789.609505;-45.120503652039325
1739209789.6095183;-45.120503652039325
1739209789.6095319;-45.120503652039325
1739209789.6095452;-29.438486411369333
1739209789.6095588;-27.8777449560314
1739209789.6095722;-45.120503652039325
1739209789.6095858;-45.120503652039325
1739209789.609599;-32.816014438256545
1739209789.6096127;-29.438486411369333
1739209789.609626;-45.120503652039325
1739209789.6096396;-38.13080360867914
1739209789.609653;-38.13080360867914
1739209789.6096666;-35.57807855764607
1739209789.60968;-45.120503652039325
1739209789.6096935;-45.120503652039325
1739209789.6097069;-38.13080360867914
1739209789.6097205;-38.13080360867914
1739209789.6097338;-38.13080360867914
1739209789.6097474;-45.120503652039325
1739209789.6097608;-33.981070128970906
1739209789.6097744;-45.120503652039325
1739209789.6097877;-45.120503652039325
1739209789.6098013;-45.120503652039325
1739209789.609815;-45.120503652039325
1739209789.6098282;-45.120503652039325
1739209789.6098418;-45.120503652039325
1739209789.6098552;-45.120503652039325
1739209789.6098688;-35.57807855764607
1739209789.609882;-26.991370085610722
1739209789.6098957;-38.13080360867914
1739209789.609909;-38.13080360867914
1739209789.6099226;-35.57807855764607
1739209789.609936;-32.816014438256545
1739209789.6099496;-45.120503652039325
1739209789.609963;-45.120503652039325
1739209789.6099765;-38.13080360867914
1739209789.60999;-45.120503652039325
1739209789.6100035;-45.120503652039325
1739209789.6100168;-45.120503652039325
1739209789.6100304;-45.120503652039325
1739209789.6100438;-38.13080360867914
1739209789.6100574;-38.13080360867914
1739209789.6100707;-35.57807855764607
1739209789.6100843;-45.120503652039325
1739209789.6100976;-45.120503652039325
1739209789.6101112;-45.120503652039325
1739209789.6101246;-38.13080360867914
1739209789.6101382;-33.981070128970906
1739209789.6101515;-45.120503652039325
1739209789.610165;-35.57807855764607
1739209789.6101785;-33.981070128970906
1739209789.610192;-45.120503652039325
1739209789.6102054;-38.13080360867914
1739209789.610219;-38.13080360867914
1739209789.6102324;-38.13080360867914
1739209789.610246;-38.13080360867914
1739209789.6102593;-32.816014438256545
1739209789.610273;-38.13080360867914
1739209789.6102865;-38.13080360867914
1739209789.6102998;-45.120503652039325
1739209789.6103134;-45.120503652039325
1739209789.6103268;-30.49652367304973
1739209789.6103404;-30.49652367304973
1739209789.6103537;-45.120503652039325
1739209789.6103673;-45.120503652039325
1739209789.6103806;-38.13080360867914
1739209789.6103942;-38.13080360867914
1739209789.6104076;-45.120503652039325
1739209789.6104212;-33.981070128970906
1739209789.6104345;-45.120503652039325
1739209789.6104481;-38.13080360867914
1739209789.6104615;-45.120503652039325
1739209789.610475;-45.120503652039325
1739209789.6104884;-35.57807855764607
1739209789.610502;-38.13080360867914
1739209789.6105154;-45.120503652039325
1739209789.610529;-45.120503652039325
1739209789.6105423;-45.120503652039325
1739209789.610556;-45.120503652039325
1739209789.6105692;-35.57807855764607
1739209789.6105828;-38.13080360867914
1739209789.6105962;-45.120503652039325
1739209789.6106098;-45.120503652039325
1739209789.6106231;-38.13080360867914
1739209789.6106367;-31.141103565318915
1739209789.61065;-38.13080360867914
1739209789.6106637;-45.120503652039325
1739209789.610677;-38.13080360867914
1739209789.6106906;-33.981070128970906
1739209789.610704;-45.120503652039325
1739209789.6107175;-45.120503652039325
1739209789.6107311;-33.981070128970906
1739209789.6107445;-38.13080360867914
1739209789.610758;-45.120503652039325
1739209789.6107714;-45.120503652039325
1739209789.610785;-38.13080360867914
1739209789.6107984;-38.13080360867914
1739209789.610812;-45.120503652039325
1739209789.6108253;-45.120503652039325
1739209789.610839;-38.13080360867914
1739209789.6108522;-38.13080360867914
1739209789.6108658;-45.120503652039325
1739209789.6108792;-45.120503652039325
1739209789.6108928;-38.13080360867914
1739209789.6109061;-38.13080360867914
1739209789.6109197;-45.120503652039325
1739209789.610933;-38.13080360867914
1739209789.6109467;-38.13080360867914
1739209789.61096;-38.13080360867914
1739209789.6109736;-38.13080360867914
1739209789.610987;-45.120503652039325
1739209789.6110005;-38.13080360867914
1739209789.611014;-38.13080360867914
1739209789.6110275;-35.57807855764607
1739209789.6110408;-45.120503652039325
1739209789.6110544;-38.13080360867914
1739209789.6110678;-38.13080360867914
1739209789.6110814;-45.120503652039325
1739209789.6110947;-45.120503652039325
1739209789.6111083;-45.120503652039325
1739209789.6111217;-45.120503652039325
1739209789.6111352;-45.120503652039325
1739209789.6111486;-45.120503652039325
1739209789.6111622;-45.120503652039325
1739209789.6111755;-38.13080360867914
1739209789.6111891;-33.981070128970906
1739209789.6112027;-38.13080360867914
1739209789.611216;-38.13080360867914
1739209789.6112297;-38.13080360867914
1739209789.611243;-38.13080360867914
1739209789.6112566;-38.13080360867914
1739209789.61127;-38.13080360867914
1739209789.6112835;-45.120503652039325
1739209789.611297;-35.57807855764607
1739209789.6113105;-38.13080360867914
1739209789.6113238;-45.120503652039325
1739209789.6113374;-38.13080360867914
1739209789.6113508;-38.13080360867914
1739209789.6113644;-45.120503652039325
1739209789.6113777;-45.120503652039325
1739209789.6113913;-35.57807855764607
1739209789.6114047;-33.981070128970956
1739209789.6114182;-45.120503652039325
1739209789.6114316;-33.981070128970906
1739209789.6114452;-38.13080360867914
1739209789.6114585;-45.120503652039325
1739209789.6114721;-45.120503652039325
1739209789.6114855;-45.120503652039325
1739209789.611499;-45.120503652039325
1739209789.6115124;-26.487275050834715
1739209789.611526;-33.981070128970906
1739209789.6115394;-45.120503652039325
1739209789.611553;-38.13080360867914
1739209789.6115663;-38.13080360867914
1739209789.61158;-38.13080360867914
1739209789.6115932;-38.13080360867914
1739209789.6116068;-38.13080360867914
1739209789.6116202;-45.120503652039325
1739209789.6116338;-45.120503652039325
1739209789.6116474;-35.57807855764607
1739209789.6116607;-38.13080360867914
1739209789.6116743;-45.120503652039325
1739209789.6116877;-38.13080360867914
1739209789.6117013;-45.120503652039325
1739209789.6117146;-45.120503652039325
1739209789.6117282;-38.13080360867914
1739209789.6117415;-45.120503652039325
1739209789.6117551;-45.120503652039325
1739209789.6117685;-38.13080360867914
1739209789.611782;-38.13080360867914
1739209789.6117954;-45.120503652039325
1739209789.611809;-35.57807855764607
1739209789.6118224;-38.13080360867914
1739209789.611836;-29.438486411369333
1739209789.6118493;-29.438486411369333
1739209789.611863;-45.120503652039325
1739209789.6118762;-45.120503652039325
1739209789.6118898;-38.13080360867914
1739209789.6119032;-32.816014438256545
1739209789.6119168;-45.120503652039325
1739209789.6119301;-38.13080360867914
1739209789.6119437;-45.120503652039325
1739209789.611957;-45.120503652039325
1739209789.6119707;-38.13080360867914
1739209789.611984;-38.13080360867914
1739209789.6119976;-38.13080360867914
1739209789.612011;-33.981070128970906
1739209789.6120245;-35.57807855764607
1739209789.612038;-45.120503652039325
1739209789.6120515;-32.816014438256545
1739209789.6120648;-30.49652367304973
1739209789.6120784;-45.120503652039325
1739209789.6120918;-45.120503652039325
1739209789.6121054;-35.57807855764607
