CAN Message; 0x150:0000f363f056c7d2
1739209652.5957944;-45.120503652039325
1739209652.5957963;-38.13080360867914
1739209652.5957983;-38.13080360867914
1739209652.5958002;-45.120503652039325
1739209652.595802;-45.120503652039325
1739209652.595804;-38.13080360867914
1739209652.5958056;-38.13080360867914
1739209652.5958076;-38.13080360867914
1739209652.5958095;-45.120503652039325
1739209652.5958114;-33.981070128970906
1739209652.5958133;-38.13080360867914
1739209652.5958152;-38.13080360867914
1739209652.595817;-38.13080360867914
1739209652.595819;-38.13080360867914
1739209652.595821;-45.120503652039325
1739209652.5958228;-38.13080360867914
1739209652.5958247;-45.120503652039325
1739209652.5958266;-33.981070128970906
1739209652.5958285;-45.120503652039325
1739209652.5958304;-38.13080360867914
1739209652.5958323;-45.120503652039325
1739209652.5958343;-45.120503652039325
1739209652.5958362;-35.57807855764607
1739209652.595838;-38.13080360867914
1739209652.59584;-45.120503652039325
1739209652.595842;-33.981070128970906
1739209652.5958438;-38.13080360867914
1739209652.5958457;-45.120503652039325
1739209652.5958474;-45.120503652039325
1739209652.5958493;-38.13080360867914
1739209652.5958512;-38.13080360867914
1739209652.595853;-38.13080360867914
1739209652.595855;-45.120503652039325
1739209652.595857;-31.141103565318915
1739209652.5958588;-38.13080360867914
1739209652.5958607;-38.13080360867914
1739209652.5958626;-45.120503652039325
1739209652.5958645;-38.13080360867914
1739209652.5958664;-45.120503652039325
1739209652.5958683;-45.120503652039325
1739209652.5958703;-33.981070128970906
1739209652.5958722;-31.141103565318915
1739209652.595874;-38.13080360867914
1739209652.595876;-38.13080360867914
1739209652.595878;-38.13080360867914
1739209652.5958798;-38.13080360867914
1739209652.5958817;-38.13080360867914
1739209652.5958836;-45.120503652039325
1739209652.5958855;-38.13080360867914
1739209652.5958874;-31.141103565318915
1739209652.595889;-33.981070128970906
1739209652.595891;-38.13080360867914
1739209652.595893;-38.13080360867914
1739209652.5958948;-38.13080360867914
1739209652.5958967;-45.120503652039325
1739209652.5958986;-45.120503652039325
1739209652.5959005;-45.120503652039325
1739209652.5959024;-38.13080360867914
1739209652.5959044;-38.13080360867914
1739209652.5959063;-45.120503652039325
1739209652.5959082;-45.120503652039325
1739209652.59591;-45.120503652039325
1739209652.595912;-35.57807855764607
1739209652.595914;-38.13080360867914
1739209652.5959158;-38.13080360867914
1739209652.5959177;-35.57807855764607
1739209652.5959196;-38.13080360867914
1739209652.5959215;-45.120503652039325
1739209652.5959234;-45.120503652039325
1739209652.5959253;-45.120503652039325
1739209652.5959272;-45.120503652039325
1739209652.5959291;-45.120503652039325
1739209652.5959308;-45.120503652039325
1739209652.5959327;-45.120503652039325
1739209652.5959346;-45.120503652039325
1739209652.5959365;-45.120503652039325
1739209652.5959384;-38.13080360867914
1739209652.5959404;-35.57807855764607
1739209652.5959423;-38.13080360867914
1739209652.5959442;-45.120503652039325
1739209652.595946;-38.13080360867914
1739209652.595948;-45.120503652039325
1739209652.59595;-45.120503652039325
1739209652.5959518;-45.120503652039325
1739209652.5959537;-45.120503652039325
1739209652.5959556;-38.13080360867914
1739209652.5959575;-38.13080360867914
1739209652.5959594;-38.13080360867914
1739209652.5959613;-38.13080360867914
1739209652.5959632;-38.13080360867914
1739209652.5959651;-38.13080360867914
1739209652.595967;-45.120503652039325
1739209652.595969;-38.13080360867914
1739209652.5959709;-38.13080360867914
1739209652.5959725;-45.120503652039325
1739209652.5959744;-45.120503652039325
1739209652.5959764;-32.816014438256545
1739209652.5959783;-38.13080360867914
1739209652.5959802;-38.13080360867914
1739209652.595982;-38.13080360867914
1739209652.595984;-38.13080360867914
1739209652.595986;-38.13080360867914
1739209652.5959878;-45.120503652039325
1739209652.5959897;-38.13080360867914
1739209652.5959916;-38.13080360867914
1739209652.5959935;-35.57807855764607
1739209652.5959954;-38.13080360867914
1739209652.5959973;-45.120503652039325
1739209652.5959992;-38.13080360867914
1739209652.5960011;-45.120503652039325
1739209652.596003;-45.120503652039325
1739209652.596005;-45.120503652039325
1739209652.5960069;-38.13080360867914
1739209652.5960088;-45.120503652039325
1739209652.5960107;-45.120503652039325
1739209652.5960124;-45.120503652039325
1739209652.5960143;-38.13080360867914
1739209652.5960162;-38.13080360867914
1739209652.596018;-45.120503652039325
1739209652.59602;-45.120503652039325
1739209652.596022;-32.816014438256545
1739209652.5960238;-31.141103565318915
1739209652.5960257;-38.13080360867914
1739209652.5960276;-35.57807855764607
1739209652.5960295;-35.57807855764607
1739209652.5960314;-38.13080360867914
1739209652.5960333;-38.13080360867914
1739209652.5960352;-45.120503652039325
1739209652.5960371;-35.57807855764607
1739209652.596039;-38.13080360867914
1739209652.596041;-45.120503652039325
1739209652.5960429;-38.13080360867914
1739209652.5960448;-38.13080360867914
1739209652.5960467;-45.120503652039325
1739209652.5960486;-35.57807855764607
1739209652.5960505;-45.120503652039325
1739209652.5960524;-45.120503652039325
1739209652.596054;-45.120503652039325
1739209652.596056;-38.13080360867914
1739209652.596058;-33.981070128970906
1739209652.5960598;-45.120503652039325
1739209652.5960617;-38.13080360867914
1739209652.5960636;-45.120503652039325
1739209652.5960655;-45.120503652039325
1739209652.5960674;-38.13080360867914
1739209652.5960693;-33.981070128970906
1739209652.5960712;-45.120503652039325
1739209652.5960732;-38.13080360867914
1739209652.596075;-38.13080360867914
1739209652.596077;-45.120503652039325
1739209652.5960789;-32.816014438256545
1739209652.5960808;-38.13080360867914
1739209652.5960827;-38.13080360867914
1739209652.5960846;-38.13080360867914
1739209652.5960865;-38.13080360867914
1739209652.5960884;-38.13080360867914
1739209652.5960903;-45.120503652039325
1739209652.5960922;-45.120503652039325
1739209652.5960941;-45.120503652039325
1739209652.5960958;-38.13080360867914
1739209652.5960977;-38.13080360867914
1739209652.5960996;-38.13080360867914
1739209652.5961015;-45.120503652039325
1739209652.5961034;-38.13080360867914
1739209652.5961053;-33.981070128970906
1739209652.5961072;-38.13080360867914
1739209652.5961092;-45.120503652039325
1739209652.596111;-38.13080360867914
1739209652.596113;-35.57807855764607
1739209652.5961149;-38.13080360867914
1739209652.5961168;-45.120503652039325
1739209652.5961187;-38.13080360867914
1739209652.5961206;-45.120503652039325
1739209652.5961225;-38.13080360867914
1739209652.5961244;-38.13080360867914
1739209652.5961263;-38.13080360867914
1739209652.5961282;-45.120503652039325
1739209652.5961301;-45.120503652039325
1739209652.596132;-45.120503652039325
1739209652.596134;-45.120503652039325
1739209652.5961359;-35.57807855764607
1739209652.5961375;-38.13080360867914
1739209652.5961394;-45.120503652039325
1739209652.5961413;-45.120503652039325
1739209652.5961432;-35.57807855764607
1739209652.5961452;-38.13080360867914
1739209652.596147;-45.120503652039325
1739209652.596149;-32.816014438256545
1739209652.5961509;-45.120503652039325
1739209652.5961528;-45.120503652039325
1739209652.5961547;-45.120503652039325
1739209652.5961566;-38.13080360867914
1739209652.5961585;-35.57807855764607
1739209652.5961604;-35.57807855764607
1739209652.5961623;-35.57807855764607
1739209652.5961642;-31.141103565318915
1739209652.5961661;-45.120503652039325
1739209652.596168;-45.120503652039325
1739209652.59617;-38.13080360867914
1739209652.5961719;-45.120503652039325
1739209652.5961738;-35.57807855764607
1739209652.5961757;-35.57807855764607
1739209652.5961776;-45.120503652039325
1739209652.5961792;-30.49652367304973
1739209652.5961812;-33.981070128970906
1739209652.596183;-33.981070128970906
1739209652.596185;-45.120503652039325
1739209652.5961869;-45.120503652039325
1739209652.5961888;-45.120503652039325
1739209652.5961907;-33.981070128970906
1739209652.5961926;-45.120503652039325
1739209652.5961945;-31.141103565318915
1739209652.5961964;-38.13080360867914
1739209652.5961983;-45.120503652039325
1739209652.5962002;-45.120503652039325
1739209652.5962021;-38.13080360867914
1739209652.596204;-35.57807855764607
1739209652.596206;-38.13080360867914
1739209652.5962079;-38.13080360867914
1739209652.5962098;-30.49652367304973
1739209652.5962117;-31.141103565318915
1739209652.5962136;-45.120503652039325
1739209652.5962155;-45.120503652039325
1739209652.5962174;-33.981070128970906
1739209652.596219;-38.13080360867914
1739209652.596221;-45.120503652039325
1739209652.5962229;-38.13080360867914
1739209652.5962248;-33.981070128970906
1739209652.5962267;-38.13080360867914
1739209652.5962286;-45.120503652039325
1739209652.5962305;-45.120503652039325
1739209652.5962324;-38.13080360867914
1739209652.5962343;-38.13080360867914
1739209652.5962362;-38.13080360867914
1739209652.5962381;-38.13080360867914
1739209652.59624;-31.141103565318915
1739209652.596242;-33.981070128970906
1739209652.5962439;-45.120503652039325
1739209652.5962458;-45.120503652039325
1739209652.5962477;-38.13080360867914
1739209652.5962496;-45.120503652039325
1739209652.5962515;-45.120503652039325
1739209652.5962534;-33.981070128970906
1739209652.5962553;-30.49652367304973
1739209652.5962572;-38.13080360867914
1739209652.596259;-38.13080360867914
1739209652.5962608;-38.13080360867914
1739209652.5962627;-38.13080360867914
1739209652.5962646;-45.120503652039325
1739209652.5962665;-38.13080360867914
1739209652.5962684;-38.13080360867914
1739209652.5962703;-33.981070128970906
1739209652.5962722;-31.141103565318915
1739209652.5962741;-38.13080360867914
1739209652.596276;-38.13080360867914
1739209652.596278;-35.57807855764607
1739209652.5962799;-33.981070128970906
1739209652.5962818;-45.120503652039325
1739209652.5962837;-38.13080360867914
1739209652.5962856;-45.120503652039325
1739209652.5962875;-38.13080360867914
1739209652.5962894;-35.57807855764607
1739209652.5962913;-45.120503652039325
1739209652.5962932;-45.120503652039325
1739209652.596295;-45.120503652039325
1739209652.596297;-45.120503652039325
1739209652.596299;-45.120503652039325
1739209652.5963008;-38.13080360867914
1739209652.5963025;-35.57807855764607
1739209652.5963044;-38.13080360867914
1739209652.5963063;-45.120503652039325
1739209652.5963082;-45.120503652039325
1739209652.5963101;-38.13080360867914
1739209652.596312;-45.120503652039325
1739209652.596314;-45.120503652039325
1739209652.5963159;-45.120503652039325
1739209652.5963178;-32.816014438256545
1739209652.5963197;-38.13080360867914
1739209652.5963216;-35.57807855764607
1739209652.5963235;-45.120503652039325
1739209652.5963254;-35.57807855764607
1739209652.5963273;-38.13080360867914
1739209652.5963292;-45.120503652039325
1739209652.5963311;-45.120503652039325
1739209652.596333;-38.13080360867914
1739209652.596335;-45.120503652039325
1739209652.5963368;-45.120503652039325
1739209652.5963387;-38.13080360867914
1739209652.5963407;-45.120503652039325
1739209652.5963426;-38.13080360867914
1739209652.5963442;-45.120503652039325
1739209652.5963461;-38.13080360867914
1739209652.596348;-27.8777449560314
1739209652.59635;-45.120503652039325
1739209652.5963519;-45.120503652039325
1739209652.5963538;-38.13080360867914
1739209652.5963557;-33.981070128970906
1739209652.5963576;-45.120503652039325
1739209652.5963595;-38.13080360867914
1739209652.5963614;-45.120503652039325
1739209652.5963633;-45.120503652039325
1739209652.5963652;-45.120503652039325
1739209652.5963671;-45.120503652039325
1739209652.596369;-45.120503652039325
1739209652.596371;-38.13080360867914
1739209652.5963728;-33.981070128970906
1739209652.5963748;-45.120503652039325
1739209652.5963767;-45.120503652039325
1739209652.5963786;-28.21854285175415
1739209652.5963805;-30.49652367304973
1739209652.5963824;-45.120503652039325
1739209652.5963843;-38.13080360867914
1739209652.596386;-35.57807855764607
1739209652.5963879;-45.120503652039325
1739209652.5963898;-45.120503652039325
1739209652.5963917;-45.120503652039325
1739209652.5963936;-45.120503652039325
1739209652.5963955;-45.120503652039325
1739209652.5963974;-45.120503652039325
1739209652.5963993;-45.120503652039325
1739209652.5964012;-45.120503652039325
1739209652.5964031;-38.13080360867914
1739209652.596405;-45.120503652039325
1739209652.596407;-45.120503652039325
1739209652.5964088;-32.816014438256545
1739209652.5964108;-38.13080360867914
1739209652.5964127;-45.120503652039325
1739209652.5964146;-38.13080360867914
1739209652.5964165;-38.13080360867914
1739209652.5964184;-45.120503652039325
1739209652.5964203;-45.120503652039325
1739209652.5964222;-45.120503652039325
1739209652.596424;-31.141103565318893
1739209652.5964258;-35.57807855764607
1739209652.5964277;-38.13080360867914
1739209652.5964296;-38.13080360867914
1739209652.5964315;-38.13080360867914
1739209652.5964334;-35.57807855764607
1739209652.5964353;-45.120503652039325
1739209652.5964372;-38.13080360867914
1739209652.5964391;-38.13080360867914
1739209652.596441;-45.120503652039325
1739209652.596443;-38.13080360867914
1739209652.5964448;-38.13080360867914
1739209652.5964468;-38.13080360867914
1739209652.5964487;-33.981070128970906
1739209652.5964506;-45.120503652039325
1739209652.5964525;-45.120503652039325
1739209652.5964544;-38.13080360867914
1739209652.5964563;-35.57807855764607
1739209652.5964582;-45.120503652039325
1739209652.59646;-38.13080360867914
1739209652.596462;-35.57807855764607
1739209652.596464;-38.13080360867914
1739209652.5964658;-45.120503652039325
1739209652.5964675;-38.13080360867914
1739209652.5964694;-38.13080360867914
1739209652.5964713;-45.120503652039325
1739209652.5964732;-45.120503652039325
1739209652.5964751;-45.120503652039325
1739209652.596477;-45.120503652039325
1739209652.596479;-33.981070128970906
1739209652.5964808;-45.120503652039325
1739209652.5964828;-45.120503652039325
1739209652.5964847;-45.120503652039325
1739209652.5964866;-45.120503652039325
1739209652.5964885;-45.120503652039325
1739209652.5964904;-45.120503652039325
1739209652.5964923;-38.13080360867914
1739209652.5964942;-45.120503652039325
1739209652.596496;-35.57807855764607
1739209652.596498;-35.57807855764607
1739209652.5965;-38.13080360867914
1739209652.5965018;-45.120503652039325
1739209652.5965037;-45.120503652039325
1739209652.5965056;-45.120503652039325
1739209652.5965075;-38.13080360867914
1739209652.5965092;-35.57807855764607
1739209652.5965111;-38.13080360867914
1739209652.596513;-38.13080360867914
1739209652.596515;-45.120503652039325
1739209652.5965168;-33.981070128970906
1739209652.5965188;-38.13080360867914
1739209652.5965207;-38.13080360867914
1739209652.5965226;-38.13080360867914
1739209652.5965245;-38.13080360867914
1739209652.5965264;-38.13080360867914
1739209652.5965283;-38.13080360867914
1739209652.5965302;-45.120503652039325
1739209652.596532;-38.13080360867914
1739209652.596534;-38.13080360867914
1739209652.596536;-38.13080360867914
1739209652.5965378;-38.13080360867914
1739209652.5965397;-38.13080360867914
1739209652.5965416;-38.13080360867914
1739209652.5965436;-38.13080360867914
1739209652.5965455;-38.13080360867914
1739209652.5965474;-38.13080360867914
1739209652.5965493;-38.13080360867914
1739209652.596551;-38.13080360867914
1739209652.5965528;-33.981070128970906
1739209652.5965548;-45.120503652039325
1739209652.5965567;-38.13080360867914
1739209652.5965586;-38.13080360867914
1739209652.5965605;-38.13080360867914
1739209652.5965624;-33.981070128970906
1739209652.5965643;-33.981070128970906
1739209652.5965662;-38.13080360867914
1739209652.596568;-38.13080360867914
1739209652.59657;-33.981070128970906
1739209652.596572;-45.120503652039325
1739209652.5965738;-45.120503652039325
1739209652.5965757;-38.13080360867914
1739209652.5965776;-38.13080360867914
1739209652.5965796;-38.13080360867914
1739209652.5965815;-38.13080360867914
1739209652.5965834;-32.816014438256545
1739209652.5965853;-38.13080360867914
1739209652.5965872;-38.13080360867914
1739209652.596589;-38.13080360867914
1739209652.5965908;-35.57807855764607
1739209652.5965927;-35.57807855764607
1739209652.5965946;-45.120503652039325
1739209652.5965965;-38.13080360867914
1739209652.5965984;-35.57807855764607
1739209652.5966003;-38.13080360867914
1739209652.5966022;-45.120503652039325
1739209652.596604;-45.120503652039325
1739209652.596606;-35.57807855764607
1739209652.596608;-33.981070128970906
1739209652.5966098;-38.13080360867914
1739209652.5966117;-38.13080360867914
1739209652.5966136;-38.13080360867914
1739209652.5966156;-38.13080360867914
1739209652.5966175;-45.120503652039325
1739209652.5966194;-38.13080360867914
1739209652.5966213;-32.816014438256545
1739209652.5966232;-31.141103565318915
1739209652.596625;-32.81601443825658
1739209652.596627;-38.13080360867914
1739209652.596629;-38.13080360867914
1739209652.5966308;-45.120503652039325
1739209652.5966325;-45.120503652039325
1739209652.5966344;-38.13080360867914
1739209652.5966363;-35.57807855764607
1739209652.5966382;-33.981070128970906
1739209652.59664;-28.992665084841942
1739209652.596642;-38.13080360867914
1739209652.596644;-35.57807855764607
1739209652.5966458;-35.57807855764607
1739209652.5966477;-38.13080360867914
1739209652.5966496;-38.13080360867914
1739209652.5966516;-38.13080360867914
1739209652.5966535;-45.120503652039325
1739209652.5966554;-33.981070128970956
1739209652.5966573;-45.120503652039325
1739209652.5966592;-38.13080360867914
1739209652.596661;-45.120503652039325
1739209652.596663;-45.120503652039325
1739209652.596665;-38.13080360867914
1739209652.5966668;-38.13080360867914
1739209652.5966687;-38.13080360867914
1739209652.5966706;-26.991370085610722
1739209652.5966725;-45.120503652039325
1739209652.5966742;-38.13080360867914
1739209652.596676;-38.13080360867914
1739209652.596678;-38.13080360867914
1739209652.59668;-38.13080360867914
1739209652.5966818;-45.120503652039325
1739209652.5966837;-45.120503652039325
1739209652.5966856;-33.981070128970956
1739209652.5966876;-45.120503652039325
1739209652.5966895;-45.120503652039325
1739209652.5966914;-45.120503652039325
1739209652.5966933;-38.13080360867914
1739209652.5966952;-33.981070128970906
1739209652.596697;-45.120503652039325
1739209652.596699;-38.13080360867914
1739209652.596701;-27.8777449560314
1739209652.5967028;-35.57807855764607
1739209652.5967047;-45.120503652039325
1739209652.5967066;-38.13080360867914
1739209652.5967085;-32.816014438256545
1739209652.5967104;-33.981070128970906
1739209652.5967124;-45.120503652039325
1739209652.5967143;-38.13080360867914
1739209652.596716;-45.120503652039325
1739209652.5967178;-45.120503652039325
1739209652.5967197;-45.120503652039325
1739209652.5967216;-45.120503652039325
1739209652.5967236;-45.120503652039325
1739209652.5967255;-45.120503652039325
1739209652.5967274;-45.120503652039325
1739209652.5967293;-45.120503652039325
1739209652.5967312;-33.981070128970906
1739209652.596733;-45.120503652039325
1739209652.596735;-45.120503652039325
1739209652.596737;-45.120503652039325
1739209652.5967388;-45.120503652039325
1739209652.5967407;-45.120503652039325
1739209652.5967426;-35.57807855764607
1739209652.5967445;-38.13080360867914
1739209652.5967464;-45.120503652039325
1739209652.5967484;-45.120503652039325
1739209652.5967503;-32.816014438256545
1739209652.5967522;-38.13080360867914
1739209652.596754;-45.120503652039325
1739209652.596756;-38.13080360867914
1739209652.5967577;-35.57807855764607
1739209652.5967596;-35.57807855764607
1739209652.5967615;-45.120503652039325
1739209652.5967634;-45.120503652039325
1739209652.5967653;-32.816014438256545
1739209652.5967672;-38.13080360867914
1739209652.596769;-45.120503652039325
1739209652.596771;-45.120503652039325
1739209652.596773;-35.57807855764607
1739209652.5967748;-38.13080360867914
1739209652.5967767;-31.141103565318915
1739209652.5967786;-32.816014438256545
1739209652.5967803;-38.13080360867914
1739209652.5967822;-38.13080360867914
1739209652.596784;-35.57807855764607
1739209652.596786;-38.13080360867914
1739209652.5967877;-45.120503652039325
1739209652.5967896;-45.120503652039325
1739209652.5967915;-45.120503652039325
1739209652.5967934;-38.13080360867914
1739209652.596795;-35.57807855764607
1739209652.596797;-35.57807855764607
1739209652.596799;-45.120503652039325
1739209652.5968006;-45.120503652039325
1739209652.5968025;-32.816014438256545
1739209652.5968044;-38.13080360867914
1739209652.5968063;-31.141103565318915
1739209652.596808;-28.58837851428586
1739209652.5968099;-35.57807855764607
1739209652.5968118;-33.981070128970906
1739209652.5968134;-38.13080360867914
1739209652.5968153;-32.816014438256545
1739209652.5968173;-38.13080360867914
1739209652.5968192;-38.13080360867914
1739209652.5968208;-45.120503652039325
1739209652.5968227;-33.981070128970956
1739209652.5968246;-35.57807855764607
1739209652.5968266;-38.13080360867914
1739209652.5968282;-45.120503652039325
1739209652.5968301;-38.13080360867914
1739209652.596832;-32.816014438256545
1739209652.5968337;-45.120503652039325
1739209652.5968356;-38.13080360867914
1739209652.5968375;-27.267205301931607
1739209652.5968394;-33.981070128970906
1739209652.596841;-45.120503652039325
1739209652.596843;-38.13080360867914
1739209652.596845;-32.816014438256545
1739209652.5968466;-33.981070128970906
1739209652.5968485;-33.981070128970906
1739209652.5968504;-45.120503652039325
1739209652.5968523;-27.877744956031417
1739209652.596854;-38.13080360867914
1739209652.5968559;-38.13080360867914
1739209652.5968578;-45.120503652039325
1739209652.5968597;-45.120503652039325
1739209652.5968614;-38.13080360867914
1739209652.5968633;-38.13080360867914
1739209652.5968652;-38.13080360867914
1739209652.5968668;-31.141103565318915
1739209652.5968688;-35.57807855764607
1739209652.5968707;-38.13080360867914
1739209652.5968726;-38.13080360867914
1739209652.5968742;-38.13080360867914
1739209652.5968761;-38.13080360867914
1739209652.596878;-33.981070128970906
1739209652.59688;-45.120503652039325
1739209652.5968816;-35.57807855764607
1739209652.5968835;-33.981070128970906
1739209652.5968854;-38.13080360867914
1739209652.596887;-38.13080360867914
1739209652.596889;-45.120503652039325
1739209652.596891;-45.120503652039325
1739209652.5968928;-45.120503652039325
1739209652.5968945;-38.13080360867914
1739209652.5968964;-38.13080360867914
1739209652.5968983;-35.57807855764607
1739209652.5969;-35.57807855764607
1739209652.596902;-45.120503652039325
1739209652.5969038;-38.13080360867914
1739209652.5969057;-45.120503652039325
1739209652.5969074;-45.120503652039325
1739209652.5969093;-38.13080360867914
1739209652.5969112;-38.13080360867914
1739209652.596913;-38.13080360867914
1739209652.5969148;-45.120503652039325
1739209652.5969167;-38.13080360867914
1739209652.5969186;-33.981070128970906
1739209652.5969203;-45.120503652039325
1739209652.5969222;-45.120503652039325
1739209652.596924;-38.13080360867914
1739209652.596926;-38.13080360867914
1739209652.5969276;-38.13080360867914
1739209652.5969296;-45.120503652039325
1739209652.5969315;-38.13080360867914
1739209652.5969334;-45.120503652039325
1739209652.596935;-45.120503652039325
1739209652.596937;-35.57807855764607
1739209652.5969388;-33.981070128970906
1739209652.5969405;-38.13080360867914
1739209652.5969424;-38.13080360867914
1739209652.5969443;-38.13080360867914
1739209652.5969462;-45.120503652039325
1739209652.596948;-38.13080360867914
1739209652.5969498;-38.13080360867914
1739209652.5969517;-45.120503652039325
1739209652.5969534;-45.120503652039325
1739209652.5969553;-38.13080360867914
1739209652.5969572;-45.120503652039325
1739209652.596959;-45.120503652039325
1739209652.5969608;-38.13080360867914
1739209652.5969627;-38.13080360867914
1739209652.5969646;-38.13080360867914
1739209652.5969665;-38.13080360867914
1739209652.5969682;-45.120503652039325
1739209652.59697;-38.13080360867914
1739209652.596972;-45.120503652039325
1739209652.5969737;-38.13080360867914
1739209652.5969756;-45.120503652039325
1739209652.5969775;-45.120503652039325
1739209652.5969794;-32.816014438256545
1739209652.596981;-38.13080360867914
1739209652.596983;-45.120503652039325
1739209652.5969849;-38.13080360867914
1739209652.5969865;-35.57807855764607
1739209652.5969884;-38.13080360867914
1739209652.5969903;-38.13080360867914
1739209652.5969923;-45.120503652039325
1739209652.596994;-38.13080360867914
1739209652.5969958;-45.120503652039325
1739209652.5969977;-45.120503652039325
1739209652.5969996;-45.120503652039325
1739209652.5970013;-45.120503652039325
1739209652.5970032;-45.120503652039325
1739209652.5970051;-45.120503652039325
1739209652.5970068;-38.13080360867914
1739209652.5970087;-38.13080360867914
1739209652.5970106;-38.13080360867914
1739209652.5970125;-45.120503652039325
1739209652.5970142;-38.13080360867914
1739209652.597016;-33.981070128970906
1739209652.597018;-45.120503652039325
1739209652.59702;-45.120503652039325
1739209652.5970216;-38.13080360867914
1739209652.5970235;-45.120503652039325
1739209652.5970254;-45.120503652039325
1739209652.597027;-38.13080360867914
1739209652.597029;-35.57807855764607
1739209652.5970309;-45.120503652039325
1739209652.5970328;-45.120503652039325
1739209652.5970345;-38.13080360867914
1739209652.5970364;-35.57807855764607
1739209652.5970383;-45.120503652039325
1739209652.59704;-45.120503652039325
1739209652.5970418;-45.120503652039325
1739209652.5970438;-38.13080360867914
1739209652.5970457;-32.816014438256545
1739209652.5970473;-45.120503652039325
1739209652.5970492;-35.57807855764607
1739209652.5970511;-45.120503652039325
1739209652.597053;-38.13080360867914
1739209652.5970547;-33.981070128970906
1739209652.5970566;-45.120503652039325
1739209652.5970585;-35.57807855764607
1739209652.5970602;-45.120503652039325
1739209652.597062;-45.120503652039325
1739209652.597064;-38.13080360867914
1739209652.597066;-38.13080360867914
1739209652.5970676;-45.120503652039325
1739209652.5970695;-45.120503652039325
1739209652.5970714;-38.13080360867914
1739209652.5970733;-45.120503652039325
1739209652.597075;-33.981070128970906
1739209652.597077;-38.13080360867914
1739209652.5970788;-45.120503652039325
1739209652.5970805;-45.120503652039325
1739209652.5970824;-38.13080360867914
1739209652.5970843;-38.13080360867914
1739209652.5970862;-45.120503652039325
1739209652.5970879;-35.57807855764607
1739209652.5970898;-45.120503652039325
1739209652.5970917;-45.120503652039325
1739209652.5970933;-38.13080360867914
1739209652.5970953;-38.13080360867914
1739209652.5970972;-45.120503652039325
1739209652.597099;-45.120503652039325
1739209652.5971007;-31.141103565318893
1739209652.5971026;-45.120503652039325
1739209652.5971045;-33.981070128970906
1739209652.5971065;-32.816014438256545
1739209652.5971081;-45.120503652039325
1739209652.59711;-38.13080360867914
1739209652.597112;-38.13080360867914
1739209652.5971136;-38.13080360867914
1739209652.5971155;-45.120503652039325
1739209652.5971174;-35.57807855764607
1739209652.5971193;-45.120503652039325
1739209652.597121;-45.120503652039325
1739209652.597123;-45.120503652039325
1739209652.5971248;-38.13080360867914
1739209652.5971265;-45.120503652039325
1739209652.5971284;-45.120503652039325
1739209652.5971303;-38.13080360867914
1739209652.5971322;-38.13080360867914
1739209652.5971339;-38.13080360867914
1739209652.5971358;-33.981070128970906
1739209652.5971377;-45.120503652039325
1739209652.5971396;-45.120503652039325
1739209652.5971413;-38.13080360867914
1739209652.5971432;-32.816014438256545
1739209652.597145;-45.120503652039325
1739209652.5971467;-45.120503652039325
1739209652.5971487;-38.13080360867914
1739209652.5971506;-45.120503652039325
1739209652.5971525;-45.120503652039325
1739209652.5971541;-45.120503652039325
1739209652.597156;-45.120503652039325
1739209652.597158;-45.120503652039325
1739209652.5971599;-45.120503652039325
1739209652.5971615;-45.120503652039325
1739209652.5971634;-45.120503652039325
1739209652.5971653;-45.120503652039325
1739209652.597167;-45.120503652039325
1739209652.597169;-38.13080360867914
1739209652.5971708;-35.57807855764607
1739209652.5971727;-38.13080360867914
1739209652.5971744;-45.120503652039325
1739209652.5971763;-38.13080360867914
1739209652.5971782;-35.57807855764607
1739209652.59718;-31.141103565318915
1739209652.5971818;-38.13080360867914
1739209652.5971837;-38.13080360867914
1739209652.5971856;-38.13080360867914
1739209652.5971873;-38.13080360867914
1739209652.5971892;-45.120503652039325
1739209652.597191;-45.120503652039325
1739209652.597193;-38.13080360867914
1739209652.5971947;-45.120503652039325
1739209652.5971966;-45.120503652039325
1739209652.5971985;-38.13080360867914
1739209652.5972002;-35.57807855764607
1739209652.597202;-38.13080360867914
1739209652.597204;-45.120503652039325
1739209652.5972059;-45.120503652039325
1739209652.5972075;-32.816014438256545
1739209652.5972095;-25.826314394896357
1739209652.5972114;-38.13080360867914
1739209652.5972133;-38.13080360867914
1739209652.597215;-35.57807855764607
1739209652.5972168;-31.141103565318915
1739209652.5972188;-38.13080360867914
1739209652.5972204;-38.13080360867914
1739209652.5972223;-33.981070128970906
1739209652.5972242;-38.13080360867914
1739209652.5972261;-45.120503652039325
1739209652.5972278;-45.120503652039325
1739209652.5972297;-35.57807855764607
1739209652.5972316;-35.57807855764607
1739209652.5972333;-45.120503652039325
1739209652.5972352;-45.120503652039325
1739209652.597237;-33.981070128970906
1739209652.597239;-31.141103565318915
1739209652.5972407;-38.13080360867914
1739209652.5972426;-38.13080360867914
1739209652.5972445;-35.57807855764607
1739209652.5972464;-33.981070128970906
1739209652.597248;-38.13080360867914
1739209652.59725;-38.13080360867914
1739209652.597252;-45.120503652039325
1739209652.5972536;-33.981070128970906
1739209652.5972555;-38.13080360867914
1739209652.5972574;-38.13080360867914
1739209652.5972593;-35.57807855764607
1739209652.597261;-35.57807855764607
1739209652.5972629;-45.120503652039325
1739209652.5972648;-38.13080360867914
1739209652.5972664;-35.57807855764607
1739209652.5972683;-38.13080360867914
