CAN Message; 0x62:0171a6e99abe6ab1
1739209882.8891904;-35.57807855764607
1739209882.8891976;-38.13080360867914
1739209882.8892045;-45.120503652039325
1739209882.8892117;-38.13080360867914
1739209882.8892186;-35.57807855764607
1739209882.8892257;-38.13080360867914
1739209882.8892326;-45.120503652039325
1739209882.8892395;-38.13080360867914
1739209882.8892467;-35.57807855764607
1739209882.8892536;-38.13080360867914
1739209882.8892608;-45.120503652039325
1739209882.8892677;-38.13080360867914
1739209882.8892748;-35.57807855764607
1739209882.8892817;-38.13080360867914
1739209882.889289;-45.120503652039325
1739209882.8892958;-33.981070128970906
1739209882.889303;-32.816014438256545
1739209882.88931;-45.120503652039325
1739209882.8893168;-45.120503652039325
1739209882.889324;-45.120503652039325
1739209882.8893309;-32.816014438256545
1739209882.889338;-45.120503652039325
1739209882.889345;-45.120503652039325
1739209882.889352;-38.13080360867914
1739209882.889359;-38.13080360867914
1739209882.8893661;-31.141103565318915
1739209882.889373;-38.13080360867914
1739209882.8893802;-38.13080360867914
1739209882.8893871;-45.120503652039325
1739209882.889394;-38.13080360867914
1739209882.8894012;-45.120503652039325
1739209882.889408;-45.120503652039325
1739209882.8894153;-38.13080360867914
1739209882.8894222;-38.13080360867914
1739209882.8894293;-45.120503652039325
1739209882.8894362;-45.120503652039325
1739209882.8894434;-45.120503652039325
1739209882.8894503;-38.13080360867914
1739209882.8894575;-45.120503652039325
1739209882.8894644;-45.120503652039325
1739209882.8894715;-45.120503652039325
1739209882.8894784;-38.13080360867914
1739209882.8894854;-45.120503652039325
1739209882.8894925;-38.13080360867914
1739209882.8894994;-35.57807855764607
1739209882.8895066;-33.981070128970906
1739209882.8895135;-45.120503652039325
1739209882.8895206;-38.13080360867914
1739209882.8895276;-38.13080360867914
1739209882.8895347;-33.981070128970906
1739209882.8895416;-45.120503652039325
1739209882.8895488;-38.13080360867914
1739209882.8895557;-45.120503652039325
1739209882.8895626;-45.120503652039325
1739209882.8895698;-45.120503652039325
1739209882.8895767;-45.120503652039325
1739209882.8895838;-45.120503652039325
1739209882.8895907;-30.49652367304973
1739209882.889598;-38.13080360867914
1739209882.8896048;-45.120503652039325
1739209882.889612;-45.120503652039325
1739209882.8896189;-38.13080360867914
1739209882.889626;-45.120503652039325
1739209882.889633;-38.13080360867914
1739209882.8896399;-45.120503652039325
1739209882.889647;-28.58837851428586
1739209882.889654;-45.120503652039325
1739209882.889661;-38.13080360867914
1739209882.889668;-35.57807855764607
1739209882.8896751;-38.13080360867914
1739209882.889682;-45.120503652039325
1739209882.8896892;-45.120503652039325
1739209882.8896961;-45.120503652039325
1739209882.8897033;-38.13080360867914
1739209882.8897102;-45.120503652039325
1739209882.8897173;-45.120503652039325
1739209882.8897243;-38.13080360867914
1739209882.8897312;-38.13080360867914
1739209882.8897383;-45.120503652039325
1739209882.8897452;-45.120503652039325
1739209882.8897524;-45.120503652039325
1739209882.8897593;-33.981070128970906
1739209882.8897665;-38.13080360867914
1739209882.8897734;-38.13080360867914
1739209882.8897805;-45.120503652039325
1739209882.8897874;-45.120503652039325
1739209882.8897946;-45.120503652039325
1739209882.8898015;-38.13080360867914
1739209882.8898084;-38.13080360867914
1739209882.8898156;-31.14110356531892
1739209882.8898225;-38.13080360867914
1739209882.8898296;-45.120503652039325
1739209882.8898365;-45.120503652039325
1739209882.8898437;-35.57807855764607
1739209882.8898506;-35.57807855764607
1739209882.8898578;-38.13080360867914
1739209882.8898647;-45.120503652039325
1739209882.8898718;-33.981070128970906
1739209882.8898787;-35.57807855764607
1739209882.8898857;-38.13080360867914
1739209882.8898928;-45.120503652039325
1739209882.8898997;-38.13080360867914
1739209882.889907;-38.13080360867914
1739209882.8899138;-45.120503652039325
1739209882.889921;-45.120503652039325
1739209882.8899279;-31.141103565318915
1739209882.889935;-38.13080360867914
1739209882.889942;-38.13080360867914
1739209882.889949;-45.120503652039325
1739209882.889956;-38.13080360867914
1739209882.8899632;-45.120503652039325
1739209882.88997;-45.120503652039325
1739209882.889977;-45.120503652039325
1739209882.8899841;-45.120503652039325
1739209882.889991;-33.981070128970906
1739209882.8899982;-35.57807855764607
1739209882.890005;-45.120503652039325
1739209882.8900123;-45.120503652039325
1739209882.8900192;-30.49652367304973
1739209882.8900263;-38.13080360867914
1739209882.8900332;-38.13080360867914
1739209882.8900404;-35.57807855764607
1739209882.8900473;-45.120503652039325
1739209882.8900542;-38.13080360867914
1739209882.8900614;-45.120503652039325
1739209882.8900683;-45.120503652039325
1739209882.8900754;-45.120503652039325
1739209882.8900824;-45.120503652039325
1739209882.8900895;-45.120503652039325
1739209882.8900964;-45.120503652039325
1739209882.8901036;-38.13080360867914
1739209882.8901105;-38.13080360867914
1739209882.8901176;-45.120503652039325
1739209882.8901246;-45.120503652039325
1739209882.8901315;-38.13080360867914
1739209882.8901386;-45.120503652039325
1739209882.8901455;-45.120503652039325
1739209882.8901527;-38.13080360867914
1739209882.8901596;-35.57807855764607
1739209882.8901668;-38.13080360867914
1739209882.8901737;-45.120503652039325
1739209882.8901808;-35.57807855764607
1739209882.8901877;-38.13080360867914
1739209882.890195;-45.120503652039325
1739209882.8902018;-45.120503652039325
1739209882.890209;-45.120503652039325
1739209882.8902159;-45.120503652039325
1739209882.8902228;-38.13080360867914
1739209882.89023;-38.13080360867914
1739209882.8902369;-38.13080360867914
1739209882.890244;-32.816014438256545
1739209882.890251;-45.120503652039325
1739209882.890258;-45.120503652039325
1739209882.890265;-38.13080360867914
1739209882.8902721;-35.57807855764607
1739209882.890279;-38.13080360867914
1739209882.8902862;-45.120503652039325
1739209882.8902931;-38.13080360867914
1739209882.8903;-38.13080360867914
1739209882.8903072;-45.120503652039325
1739209882.890314;-45.120503652039325
1739209882.8903213;-45.120503652039325
1739209882.8903282;-45.120503652039325
1739209882.8903353;-45.120503652039325
1739209882.8903422;-45.120503652039325
1739209882.8903494;-38.13080360867914
1739209882.8903563;-35.57807855764607
1739209882.8903635;-38.13080360867914
1739209882.8903704;-45.120503652039325
1739209882.8903773;-45.120503652039325
1739209882.8903844;-35.57807855764607
1739209882.8903913;-35.57807855764607
1739209882.8903985;-38.13080360867914
1739209882.8904054;-45.120503652039325
1739209882.8904126;-38.13080360867914
1739209882.8904195;-32.816014438256545
1739209882.8904266;-38.13080360867914
1739209882.8904335;-45.120503652039325
1739209882.8904407;-45.120503652039325
1739209882.8904476;-45.120503652039325
1739209882.8904548;-45.120503652039325
1739209882.8904617;-45.120503652039325
1739209882.8904686;-35.57807855764607
1739209882.8904757;-38.13080360867914
1739209882.8904827;-35.57807855764607
1739209882.8904898;-45.120503652039325
1739209882.8904967;-38.13080360867914
1739209882.890504;-31.141103565318915
1739209882.8905108;-45.120503652039325
1739209882.890518;-38.13080360867914
1739209882.8905249;-32.816014438256545
1739209882.890532;-38.13080360867914
1739209882.890539;-45.120503652039325
1739209882.8905458;-45.120503652039325
1739209882.890553;-33.981070128970906
1739209882.89056;-33.981070128970906
1739209882.890567;-45.120503652039325
1739209882.890574;-38.13080360867914
1739209882.8905811;-45.120503652039325
1739209882.890588;-45.120503652039325
1739209882.8905952;-45.120503652039325
1739209882.890602;-38.13080360867914
1739209882.8906093;-38.13080360867914
1739209882.8906162;-38.13080360867914
1739209882.890623;-38.13080360867914
1739209882.8906302;-38.13080360867914
1739209882.8906372;-38.13080360867914
1739209882.8906443;-38.13080360867914
1739209882.8906512;-38.13080360867914
1739209882.8906584;-33.981070128970906
1739209882.8906653;-30.49652367304973
1739209882.8906724;-27.267205301931607
1739209882.8906794;-45.120503652039325
1739209882.8906865;-38.13080360867914
1739209882.8906934;-35.57807855764607
1739209882.8907006;-38.13080360867914
1739209882.8907075;-45.120503652039325
1739209882.8907144;-38.13080360867914
1739209882.8907216;-38.13080360867914
1739209882.8907285;-45.120503652039325
1739209882.8907356;-45.120503652039325
1739209882.8907425;-38.13080360867914
1739209882.8907497;-35.57807855764607
1739209882.8907566;-38.13080360867914
1739209882.8907638;-45.120503652039325
1739209882.8907707;-38.13080360867914
1739209882.8907778;-32.816014438256545
1739209882.8907847;-38.13080360867914
1739209882.8907917;-35.57807855764607
1739209882.8907988;-38.13080360867914
1739209882.8908057;-38.13080360867914
1739209882.8908129;-33.981070128970906
1739209882.8908198;-45.120503652039325
1739209882.890827;-38.13080360867914
1739209882.8908339;-33.981070128970906
1739209882.890841;-31.141103565318915
1739209882.890848;-45.120503652039325
1739209882.890855;-45.120503652039325
1739209882.890862;-38.13080360867914
1739209882.890869;-35.57807855764607
1739209882.890876;-38.13080360867914
1739209882.890883;-45.120503652039325
1739209882.8908901;-45.120503652039325
1739209882.890897;-32.816014438256545
1739209882.8909042;-38.13080360867914
1739209882.890911;-35.57807855764607
1739209882.8909183;-38.13080360867914
1739209882.8909252;-25.826314394896354
1739209882.8909323;-27.267205301931607
1739209882.8909392;-38.13080360867914
1739209882.8909464;-25.826314394896354
1739209882.8909533;-38.13080360867914
1739209882.8909602;-45.120503652039325
1739209882.8909674;-33.981070128970906
1739209882.8909743;-38.13080360867914
1739209882.8909814;-45.120503652039325
1739209882.8909883;-33.981070128970906
1739209882.8909955;-33.981070128970906
1739209882.8910024;-33.981070128970906
1739209882.8910096;-25.826314394896364
1739209882.8910165;-20.511525224473814
1739209882.8910236;-24.151403521958734
1739209882.8910306;-38.13080360867914
1739209882.8910375;-33.981070128970906
1739209882.8910446;-45.120503652039325
1739209882.8910515;-28.992665084841942
1739209882.8910587;-28.58837851428586
1739209882.8910656;-45.120503652039325
1739209882.8910728;-45.120503652039325
1739209882.8910797;-45.120503652039325
1739209882.8910868;-45.120503652039325
1739209882.8910937;-31.141103565318943
1739209882.891101;-23.273589343863303
1739209882.8911078;-21.67658091518819
1739209882.8911147;-32.816014438256545
1739209882.8911219;-38.13080360867914
1739209882.8911288;-45.120503652039325
1739209882.891136;-33.981070128970906
1739209882.8911428;-29.438486411369333
1739209882.89115;-38.13080360867914
1739209882.891157;-33.981070128970906
1739209882.891164;-45.120503652039325
1739209882.891171;-45.120503652039325
1739209882.8911781;-29.438486411369333
1739209882.891185;-25.252786309376837
1739209882.891192;-25.62660358559016
1739209882.891199;-31.141103565318915
1739209882.891206;-45.120503652039325
1739209882.8912132;-31.141103565318943
1739209882.89122;-31.141103565318915
1739209882.8912272;-33.981070128970906
1739209882.8912342;-45.120503652039325
1739209882.8912413;-38.13080360867914
1739209882.8912482;-38.13080360867914
1739209882.8912554;-32.816014438256545
1739209882.8912623;-38.13080360867914
1739209882.8912694;-25.077289914212862
1739209882.8912764;-25.077289914212862
1739209882.8912833;-27.87774495603143
1739209882.8912904;-38.13080360867914
1739209882.8912973;-45.120503652039325
1739209882.8913045;-33.981070128970906
1739209882.8913114;-33.981070128970906
1739209882.8913186;-45.120503652039325
1739209882.8913255;-45.120503652039325
1739209882.8913326;-38.13080360867914
1739209882.8913395;-45.120503652039325
1739209882.8913467;-45.120503652039325
1739209882.8913536;-28.588378514285886
1739209882.8913605;-22.841636605902558
1739209882.8913677;-23.506823629689542
1739209882.8913746;-33.981070128970956
1739209882.8913817;-31.141103565318915
1739209882.8913887;-28.992665084841942
1739209882.8913958;-45.120503652039325
1739209882.8914027;-33.981070128970906
1739209882.8914099;-45.120503652039325
1739209882.8914168;-33.981070128970906
1739209882.891424;-45.120503652039325
1739209882.8914309;-38.13080360867914
1739209882.8914378;-30.49652367304973
1739209882.891445;-27.267205301931607
1739209882.8914518;-22.44878636800916
1739209882.891459;-33.981070128970906
1739209882.891466;-33.981070128970906
1739209882.891473;-28.58837851428586
1739209882.89148;-38.13080360867914
1739209882.8914871;-38.13080360867914
1739209882.891494;-26.991370085610736
1739209882.8915012;-45.120503652039325
1739209882.891508;-32.816014438256545
1739209882.8915153;-32.816014438256545
1739209882.8915222;-29.438486411369375
1739209882.891529;-26.487275050834725
1739209882.8915362;-20.4518274484982
1739209882.8915431;-31.14110356531892
1739209882.8915503;-35.57807855764607
1739209882.8915572;-45.120503652039325
1739209882.8915644;-38.13080360867914
1739209882.8915713;-33.981070128970906
1739209882.8915784;-45.120503652039325
1739209882.8915854;-45.120503652039325
1739209882.8915925;-45.120503652039325
1739209882.8915994;-45.120503652039325
1739209882.8916063;-38.13080360867914
1739209882.8916135;-33.981070128970956
1739209882.8916204;-24.746238672633048
1739209882.8916276;-25.252786309376837
1739209882.8916345;-38.13080360867914
1739209882.8916416;-32.816014438256545
1739209882.8916485;-33.981070128970906
1739209882.8916557;-38.13080360867914
1739209882.8916626;-45.120503652039325
1739209882.8916698;-45.120503652039325
1739209882.8916767;-45.120503652039325
1739209882.8916836;-45.120503652039325
1739209882.8916907;-45.120503652039325
1739209882.8916976;-45.120503652039325
1739209882.8917048;-45.120503652039325
1739209882.8917117;-33.981070128970906
1739209882.8917189;-45.120503652039325
1739209882.8917258;-38.13080360867914
1739209882.891733;-45.120503652039325
1739209882.8917398;-35.57807855764607
1739209882.891747;-25.077289914212862
1739209882.891754;-33.981070128970906
1739209882.891761;-45.120503652039325
1739209882.891768;-38.13080360867914
1739209882.891775;-35.57807855764607
1739209882.891782;-38.13080360867914
1739209882.891789;-45.120503652039325
1739209882.891796;-38.13080360867914
1739209882.891803;-38.13080360867914
1739209882.8918102;-45.120503652039325
1739209882.891817;-38.13080360867914
1739209882.8918242;-45.120503652039325
1739209882.8918312;-45.120503652039325
1739209882.8918383;-31.141103565318915
1739209882.8918452;-45.120503652039325
1739209882.8918521;-38.13080360867914
1739209882.8918593;-32.816014438256545
1739209882.8918662;-31.141103565318915
1739209882.8918734;-45.120503652039325
1739209882.8918803;-45.120503652039325
1739209882.8918874;-45.120503652039325
1739209882.8918943;-45.120503652039325
1739209882.8919015;-38.13080360867914
1739209882.8919084;-33.981070128970906
1739209882.8919156;-32.816014438256545
1739209882.8919225;-35.57807855764607
1739209882.8919294;-35.57807855764607
1739209882.8919365;-38.13080360867914
1739209882.8919435;-32.816014438256545
1739209882.8919506;-45.120503652039325
1739209882.8919575;-45.120503652039325
1739209882.8919647;-45.120503652039325
1739209882.8919716;-38.13080360867914
1739209882.8919787;-45.120503652039325
1739209882.8919857;-45.120503652039325
1739209882.8919928;-45.120503652039325
1739209882.8919997;-45.120503652039325
1739209882.8920069;-35.57807855764607
1739209882.8920138;-33.981070128970906
1739209882.8920207;-33.981070128970906
1739209882.8920279;-38.13080360867914
1739209882.8920348;-38.13080360867914
1739209882.892042;-45.120503652039325
1739209882.8920488;-45.120503652039325
1739209882.892056;-35.57807855764607
1739209882.892063;-38.13080360867914
1739209882.89207;-45.120503652039325
1739209882.892077;-45.120503652039325
1739209882.8920841;-38.13080360867914
1739209882.892091;-45.120503652039325
1739209882.892098;-38.13080360867914
1739209882.892105;-38.13080360867914
1739209882.892112;-45.120503652039325
1739209882.8921192;-45.120503652039325
1739209882.892126;-45.120503652039325
1739209882.8921332;-38.13080360867914
1739209882.8921402;-45.120503652039325
1739209882.8921473;-45.120503652039325
1739209882.8921542;-38.13080360867914
1739209882.8921614;-38.13080360867914
1739209882.8921683;-45.120503652039325
1739209882.8921752;-38.13080360867914
1739209882.8921824;-38.13080360867914
1739209882.8921893;-38.13080360867914
1739209882.8921964;-45.120503652039325
1739209882.8922033;-33.981070128970906
1739209882.8922105;-38.13080360867914
1739209882.8922174;-45.120503652039325
1739209882.8922246;-38.13080360867914
1739209882.8922315;-38.13080360867914
1739209882.8922386;-45.120503652039325
1739209882.8922455;-45.120503652039325
1739209882.8922527;-45.120503652039325
1739209882.8922596;-30.49652367304973
1739209882.8922665;-28.992665084841942
1739209882.8922737;-45.120503652039325
1739209882.8922806;-31.141103565318893
1739209882.8922877;-38.13080360867914
1739209882.8922946;-28.992665084841942
1739209882.8923018;-25.826314394896357
1739209882.8923087;-33.981070128970906
1739209882.8923159;-33.981070128970906
1739209882.8923228;-24.438645034577675
1739209882.89233;-45.120503652039325
1739209882.8923368;-33.981070128970906
1739209882.8923438;-45.120503652039325
1739209882.892351;-31.141103565318893
1739209882.8923578;-38.13080360867914
1739209882.892365;-38.13080360867914
1739209882.892372;-33.981070128970956
1739209882.892379;-32.81601443825658
1739209882.892386;-31.141103565318915
1739209882.892393;-28.21854285175415
1739209882.8924;-38.13080360867914
1739209882.8924072;-35.57807855764607
1739209882.892414;-45.120503652039325
1739209882.892421;-45.120503652039325
1739209882.8924282;-38.13080360867914
1739209882.892435;-27.87774495603143
1739209882.8924422;-30.49652367304973
1739209882.8924491;-45.120503652039325
1739209882.8924563;-38.13080360867914
1739209882.8924632;-38.13080360867914
1739209882.8924704;-28.992665084841942
1739209882.8924773;-32.816014438256545
1739209882.8924844;-33.981070128970906
1739209882.8924913;-32.816014438256545
1739209882.8924985;-26.991370085610722
1739209882.8925054;-28.992665084841942
1739209882.8925123;-35.57807855764607
1739209882.8925195;-31.141103565318943
1739209882.8925264;-27.877744956031414
1739209882.8925335;-45.120503652039325
1739209882.8925405;-31.141103565318915
1739209882.8925476;-45.120503652039325
1739209882.8925545;-31.141103565318943
1739209882.8925617;-35.57807855764607
1739209882.8925686;-33.981070128970906
1739209882.8925757;-45.120503652039325
1739209882.8925827;-33.981070128970906
1739209882.8925896;-30.49652367304976
1739209882.8925967;-35.57807855764607
1739209882.8926036;-33.981070128970906
1739209882.8926108;-23.506823629689542
1739209882.8926177;-24.589719217205094
1739209882.8926249;-38.13080360867914
1739209882.8926318;-28.992665084841942
1739209882.892639;-45.120503652039325
1739209882.8926458;-45.120503652039325
1739209882.892653;-38.13080360867914
1739209882.89266;-35.57807855764607
1739209882.8926668;-28.992665084841942
1739209882.892674;-28.992665084841967
1739209882.892681;-38.13080360867914
1739209882.892688;-35.57807855764607
1739209882.892695;-27.267205301931607
1739209882.892702;-30.49652367304973
1739209882.892709;-31.141103565318943
1739209882.8927162;-29.438486411369354
1739209882.892723;-30.49652367304973
1739209882.8927302;-26.991370085610722
1739209882.8927372;-24.746238672633048
1739209882.892744;-35.57807855764607
1739209882.8927512;-33.981070128970906
1739209882.8927581;-45.120503652039325
1739209882.8927653;-32.81601443825658
1739209882.8927722;-25.826314394896354
1739209882.8927794;-45.120503652039325
1739209882.8927863;-33.981070128970906
1739209882.8927934;-28.58837851428586
1739209882.8928003;-33.981070128970906
1739209882.8928075;-38.13080360867914
1739209882.8928144;-33.981070128970906
1739209882.8928216;-32.816014438256545
1739209882.8928285;-45.120503652039325
1739209882.8928354;-28.992665084841942
1739209882.8928425;-26.487275050834715
1739209882.8928494;-28.588378514285886
1739209882.8928566;-27.267205301931607
1739209882.8928635;-31.141103565318915
1739209882.8928707;-38.13080360867914
1739209882.8928776;-27.267205301931607
1739209882.8928847;-31.141103565318915
1739209882.8928916;-38.13080360867914
1739209882.8928988;-38.13080360867914
1739209882.8929057;-28.992665084841942
1739209882.8929126;-45.120503652039325
1739209882.8929198;-33.981070128970906
1739209882.8929267;-45.120503652039325
1739209882.8929338;-38.13080360867914
1739209882.8929408;-45.120503652039325
1739209882.892948;-27.267205301931607
1739209882.8929548;-26.991370085610736
1739209882.892962;-45.120503652039325
1739209882.892969;-38.13080360867914
1739209882.892976;-31.141103565318915
1739209882.892983;-38.13080360867914
1739209882.8929899;-28.58837851428586
1739209882.892997;-30.49652367304973
1739209882.893004;-45.120503652039325
1739209882.893011;-24.746238672633048
1739209882.893018;-33.981070128970906
1739209882.8930252;-38.13080360867914
1739209882.893032;-33.981070128970906
1739209882.8930392;-33.981070128970906
1739209882.8930461;-29.438486411369333
1739209882.8930533;-28.58837851428586
1739209882.8930602;-28.218542851754165
1739209882.8930674;-38.13080360867914
1739209882.8930743;-38.13080360867914
1739209882.8930812;-31.141103565318915
1739209882.8930883;-33.981070128970906
1739209882.8930953;-38.13080360867914
1739209882.8931024;-27.267205301931607
1739209882.8931093;-38.13080360867914
1739209882.8931165;-32.816014438256545
1739209882.8931234;-28.992665084841967
1739209882.8931305;-30.49652367304976
1739209882.8931375;-33.981070128970906
1739209882.8931446;-45.120503652039325
1739209882.8931515;-45.120503652039325
1739209882.8931584;-45.120503652039325
1739209882.8931656;-28.992665084841942
1739209882.8931725;-38.13080360867914
1739209882.8931797;-38.13080360867914
1739209882.8931866;-27.267205301931607
1739209882.8931937;-30.49652367304973
1739209882.8932006;-35.57807855764607
1739209882.8932078;-27.267205301931607
1739209882.8932147;-30.49652367304976
1739209882.8932219;-45.120503652039325
1739209882.8932288;-32.81601443825658
1739209882.8932357;-27.8777449560314
1739209882.8932428;-28.992665084841942
1739209882.8932498;-45.120503652039325
1739209882.893257;-35.57807855764607
1739209882.8932638;-38.13080360867914
1739209882.893271;-45.120503652039325
1739209882.893278;-38.13080360867914
1739209882.893285;-38.13080360867914
1739209882.893292;-45.120503652039325
1739209882.893299;-38.13080360867914
1739209882.893306;-38.13080360867914
1739209882.8933132;-38.13080360867914
1739209882.89332;-35.57807855764607
1739209882.893327;-45.120503652039325
1739209882.8933342;-45.120503652039325
1739209882.893341;-45.120503652039325
1739209882.8933482;-45.120503652039325
1739209882.8933551;-45.120503652039325
1739209882.8933623;-45.120503652039325
1739209882.8933692;-45.120503652039325
1739209882.8933764;-32.816014438256545
1739209882.8933833;-35.57807855764607
1739209882.8933904;-45.120503652039325
1739209882.8933973;-33.981070128970906
1739209882.8934042;-45.120503652039325
1739209882.8934114;-38.13080360867914
1739209882.8934183;-33.981070128970906
1739209882.8934255;-38.13080360867914
1739209882.8934324;-35.57807855764607
1739209882.8934395;-38.13080360867914
1739209882.8934464;-38.13080360867914
1739209882.8934536;-31.141103565318915
1739209882.8934605;-35.57807855764607
1739209882.8934677;-38.13080360867914
1739209882.8934746;-45.120503652039325
1739209882.8934815;-45.120503652039325
1739209882.8934886;-32.816014438256545
1739209882.8934956;-35.57807855764607
1739209882.8935027;-45.120503652039325
1739209882.8935096;-27.877744956031414
1739209882.8935168;-35.57807855764607
1739209882.8935237;-38.13080360867914
1739209882.8935308;-45.120503652039325
1739209882.8935378;-38.13080360867914
1739209882.893545;-38.13080360867914
1739209882.8935518;-45.120503652039325
1739209882.893559;-45.120503652039325
1739209882.893566;-33.981070128970906
1739209882.8935728;-38.13080360867914
1739209882.89358;-45.120503652039325
1739209882.8935869;-45.120503652039325
1739209882.893594;-38.13080360867914
1739209882.893601;-35.57807855764607
1739209882.893608;-38.13080360867914
1739209882.893615;-45.120503652039325
1739209882.8936222;-38.13080360867914
1739209882.893629;-38.13080360867914
1739209882.8936362;-38.13080360867914
1739209882.8936431;-45.120503652039325
1739209882.89365;-38.13080360867914
1739209882.8936572;-31.141103565318893
1739209882.8936641;-45.120503652039325
1739209882.8936713;-45.120503652039325
1739209882.8936782;-27.267205301931607
1739209882.8936853;-33.981070128970906
1739209882.8936923;-38.13080360867914
1739209882.8936994;-45.120503652039325
1739209882.8937063;-38.13080360867914
1739209882.8937135;-45.120503652039325
1739209882.8937204;-38.13080360867914
1739209882.8937273;-45.120503652039325
1739209882.8937345;-38.13080360867914
1739209882.8937414;-38.13080360867914
1739209882.8937485;-38.13080360867914
1739209882.8937554;-45.120503652039325
