CAN Message; 0x150:020085914890f184
Timestamp;Amplitude
1739209846.7514315;-38.13080360867914
1739209846.7514343;-33.981070128970906
1739209846.7514374;-45.120503652039325
1739209846.7514403;-45.120503652039325
1739209846.7514434;-45.120503652039325
1739209846.7514465;-38.13080360867914
1739209846.7514493;-45.120503652039325
1739209846.7514524;-38.13080360867914
1739209846.7514553;-32.816014438256545
1739209846.7514584;-45.120503652039325
1739209846.7514615;-45.120503652039325
1739209846.7514644;-38.13080360867914
1739209846.7514675;-35.57807855764607
1739209846.7514703;-33.981070128970906
1739209846.7514734;-35.57807855764607
1739209846.7514765;-38.13080360867914
1739209846.7514794;-38.13080360867914
1739209846.7514825;-38.13080360867914
1739209846.7514853;-38.13080360867914
1739209846.7514884;-38.13080360867914
1739209846.7514915;-45.120503652039325
1739209846.7514944;-35.57807855764607
1739209846.7514975;-38.13080360867914
1739209846.7515004;-35.57807855764607
1739209846.7515035;-35.57807855764607
1739209846.7515066;-45.120503652039325
1739209846.7515094;-38.13080360867914
1739209846.7515125;-45.120503652039325
1739209846.7515154;-45.120503652039325
1739209846.7515185;-31.141103565318915
1739209846.7515216;-30.49652367304973
1739209846.7515244;-38.13080360867914
1739209846.7515275;-45.120503652039325
1739209846.7515304;-38.13080360867914
1739209846.7515335;-35.57807855764607
1739209846.7515366;-38.13080360867914
1739209846.7515395;-45.120503652039325
1739209846.7515426;-31.141103565318915
1739209846.7515454;-33.981070128970906
1739209846.7515485;-33.981070128970906
1739209846.7515516;-45.120503652039325
1739209846.7515545;-38.13080360867914
1739209846.7515576;-35.57807855764607
1739209846.7515604;-38.13080360867914
1739209846.7515635;-38.13080360867914
1739209846.7515666;-35.57807855764607
1739209846.7515695;-45.120503652039325
1739209846.7515726;-38.13080360867914
1739209846.7515755;-45.120503652039325
1739209846.7515786;-45.120503652039325
1739209846.7515817;-33.981070128970906
1739209846.7515845;-33.981070128970906
1739209846.7515876;-45.120503652039325
1739209846.7515905;-31.141103565318915
1739209846.7515936;-33.981070128970906
1739209846.7515967;-45.120503652039325
1739209846.7515996;-32.816014438256545
1739209846.7516026;-38.13080360867914
1739209846.7516055;-45.120503652039325
1739209846.7516086;-45.120503652039325
1739209846.7516117;-38.13080360867914
1739209846.7516146;-38.13080360867914
1739209846.7516177;-45.120503652039325
1739209846.7516205;-45.120503652039325
1739209846.7516236;-45.120503652039325
1739209846.7516267;-33.981070128970906
1739209846.7516296;-45.120503652039325
1739209846.7516327;-45.120503652039325
1739209846.7516356;-31.141103565318893
1739209846.7516387;-38.13080360867914
1739209846.7516418;-45.120503652039325
1739209846.7516446;-45.120503652039325
1739209846.7516477;-45.120503652039325
1739209846.7516506;-45.120503652039325
1739209846.7516537;-32.816014438256545
1739209846.7516565;-38.13080360867914
1739209846.7516596;-45.120503652039325
1739209846.7516627;-45.120503652039325
1739209846.7516656;-38.13080360867914
1739209846.7516687;-32.816014438256545
1739209846.7516716;-38.13080360867914
1739209846.7516747;-38.13080360867914
1739209846.7516778;-35.57807855764607
1739209846.7516806;-38.13080360867914
1739209846.7516837;-38.13080360867914
1739209846.7516866;-32.816014438256545
1739209846.7516897;-45.120503652039325
1739209846.7516928;-38.13080360867914
1739209846.7516956;-45.120503652039325
1739209846.7516987;-38.13080360867914
1739209846.7517016;-33.981070128970906
1739209846.7517047;-45.120503652039325
1739209846.7517078;-45.120503652039325
1739209846.7517107;-45.120503652039325
1739209846.7517138;-33.981070128970906
1739209846.7517166;-33.981070128970906
1739209846.7517197;-45.120503652039325
1739209846.7517228;-45.120503652039325
1739209846.7517257;-38.13080360867914
1739209846.7517288;-33.981070128970906
1739209846.7517316;-45.120503652039325
1739209846.7517347;-45.120503652039325
1739209846.7517378;-45.120503652039325
1739209846.7517407;-38.13080360867914
1739209846.7517438;-38.13080360867914
1739209846.7517467;-45.120503652039325
1739209846.7517498;-45.120503652039325
1739209846.7517529;-38.13080360867914
1739209846.7517557;-45.120503652039325
1739209846.7517588;-45.120503652039325
1739209846.7517617;-38.13080360867914
1739209846.7517648;-33.981070128970906
1739209846.7517679;-38.13080360867914
1739209846.7517707;-45.120503652039325
1739209846.7517738;-31.141103565318893
1739209846.7517767;-45.120503652039325
1739209846.7517798;-38.13080360867914
1739209846.751783;-35.57807855764607
1739209846.7517858;-45.120503652039325
1739209846.7517889;-38.13080360867914
1739209846.7517917;-32.816014438256545
1739209846.7517948;-38.13080360867914
1739209846.751798;-45.120503652039325
1739209846.7518008;-45.120503652039325
1739209846.7518039;-45.120503652039325
1739209846.7518067;-38.13080360867914
1739209846.7518098;-38.13080360867914
1739209846.751813;-45.120503652039325
1739209846.7518158;-38.13080360867914
1739209846.751819;-38.13080360867914
1739209846.7518218;-45.120503652039325
1739209846.7518249;-45.120503652039325
1739209846.751828;-38.13080360867914
1739209846.7518308;-45.120503652039325
1739209846.751834;-28.58837851428586
1739209846.7518368;-28.992665084841942
1739209846.7518399;-45.120503652039325
1739209846.751843;-38.13080360867914
1739209846.7518458;-38.13080360867914
1739209846.751849;-33.981070128970906
1739209846.7518518;-45.120503652039325
1739209846.751855;-45.120503652039325
1739209846.751858;-45.120503652039325
1739209846.7518609;-45.120503652039325
1739209846.751864;-38.13080360867914
1739209846.7518668;-33.981070128970906
1739209846.75187;-38.13080360867914
1739209846.751873;-45.120503652039325
1739209846.7518759;-38.13080360867914
1739209846.751879;-38.13080360867914
1739209846.7518818;-31.141103565318915
1739209846.751885;-28.992665084841942
