CAN Message; 0x98:000037e184a81b13
1739209826.9805553;-38.13080360867914
1739209826.9805648;-33.981070128970906
1739209826.9805744;-45.120503652039325
1739209826.980584;-38.13080360867914
1739209826.9805934;-35.57807855764607
1739209826.980603;-45.120503652039325
1739209826.9806125;-45.120503652039325
1739209826.980622;-38.13080360867914
1739209826.9806318;-38.13080360867914
1739209826.9806414;-33.981070128970906
1739209826.980651;-35.57807855764607
1739209826.9806604;-38.13080360867914
1739209826.98067;-45.120503652039325
1739209826.9806795;-28.992665084841942
1739209826.980689;-33.981070128970906
1739209826.9806986;-45.120503652039325
1739209826.9807084;-45.120503652039325
1739209826.980718;-38.13080360867914
1739209826.9807274;-38.13080360867914
1739209826.980737;-38.13080360867914
1739209826.9807465;-38.13080360867914
1739209826.980756;-38.13080360867914
1739209826.9807656;-38.13080360867914
1739209826.980775;-38.13080360867914
1739209826.980785;-45.120503652039325
1739209826.9807944;-45.120503652039325
1739209826.980804;-38.13080360867914
1739209826.9808135;-45.120503652039325
1739209826.980823;-38.13080360867914
1739209826.9808326;-33.981070128970906
1739209826.980842;-30.49652367304973
1739209826.9808517;-38.13080360867914
1739209826.9808612;-38.13080360867914
1739209826.980871;-31.141103565318915
1739209826.9808805;-38.13080360867914
1739209826.98089;-45.120503652039325
1739209826.9808996;-45.120503652039325
1739209826.980909;-45.120503652039325
1739209826.9809186;-45.120503652039325
1739209826.9809282;-45.120503652039325
1739209826.9809377;-45.120503652039325
1739209826.9809475;-38.13080360867914
1739209826.980957;-45.120503652039325
1739209826.9809666;-45.120503652039325
1739209826.980976;-45.120503652039325
1739209826.9809856;-45.120503652039325
1739209826.9809952;-38.13080360867914
1739209826.9810047;-38.13080360867914
1739209826.9810143;-35.57807855764607
1739209826.981024;-38.13080360867914
1739209826.9810336;-38.13080360867914
1739209826.981043;-33.981070128970906
1739209826.9810526;-45.120503652039325
1739209826.9810622;-32.816014438256545
1739209826.9810717;-30.49652367304973
1739209826.9810812;-45.120503652039325
1739209826.9810908;-38.13080360867914
1739209826.9811006;-38.13080360867914
1739209826.98111;-45.120503652039325
1739209826.9811196;-45.120503652039325
1739209826.9811292;-38.13080360867914
1739209826.9811387;-38.13080360867914
1739209826.9811482;-45.120503652039325
1739209826.9811578;-38.13080360867914
1739209826.9811673;-45.120503652039325
1739209826.981177;-45.120503652039325
1739209826.9811866;-35.57807855764607
1739209826.9811962;-38.13080360867914
1739209826.9812057;-35.57807855764607
1739209826.9812152;-45.120503652039325
1739209826.9812248;-45.120503652039325
1739209826.9812343;-45.120503652039325
1739209826.9812438;-45.120503652039325
1739209826.9812536;-45.120503652039325
1739209826.9812632;-38.13080360867914
1739209826.9812727;-38.13080360867914
1739209826.9812822;-45.120503652039325
1739209826.9812918;-38.13080360867914
1739209826.9813013;-38.13080360867914
1739209826.9813108;-45.120503652039325
1739209826.9813204;-38.13080360867914
1739209826.9813302;-33.981070128970906
1739209826.9813397;-38.13080360867914
1739209826.9813492;-45.120503652039325
1739209826.9813588;-35.57807855764607
1739209826.9813683;-45.120503652039325
1739209826.9813778;-45.120503652039325
1739209826.9813874;-38.13080360867914
1739209826.981397;-45.120503652039325
1739209826.9814067;-45.120503652039325
1739209826.9814162;-38.13080360867914
1739209826.9814258;-45.120503652039325
1739209826.9814353;-38.13080360867914
1739209826.9814448;-38.13080360867914
1739209826.9814544;-38.13080360867914
1739209826.981464;-35.57807855764607
1739209826.9814734;-38.13080360867914
1739209826.981483;-38.13080360867914
1739209826.9814928;-45.120503652039325
1739209826.9815023;-45.120503652039325
1739209826.9815118;-45.120503652039325
1739209826.9815214;-38.13080360867914
1739209826.981531;-38.13080360867914
1739209826.9815404;-45.120503652039325
1739209826.98155;-38.13080360867914
1739209826.9815595;-33.981070128970906
1739209826.9815693;-45.120503652039325
1739209826.9815788;-38.13080360867914
1739209826.9815884;-38.13080360867914
1739209826.981598;-45.120503652039325
1739209826.9816074;-45.120503652039325
1739209826.981617;-38.13080360867914
1739209826.9816265;-35.57807855764607
1739209826.981636;-45.120503652039325
1739209826.9816458;-35.57807855764607
1739209826.9816554;-38.13080360867914
1739209826.981665;-35.57807855764607
1739209826.9816744;-45.120503652039325
1739209826.981684;-33.981070128970906
1739209826.9816935;-32.816014438256545
1739209826.981703;-38.13080360867914
1739209826.9817126;-45.120503652039325
1739209826.9817224;-45.120503652039325
1739209826.981732;-38.13080360867914
1739209826.9817414;-35.57807855764607
1739209826.981751;-38.13080360867914
1739209826.9817605;-38.13080360867914
1739209826.98177;-32.816014438256545
1739209826.9817796;-35.57807855764607
1739209826.981789;-38.13080360867914
1739209826.981799;-38.13080360867914
1739209826.9818084;-38.13080360867914
1739209826.981818;-45.120503652039325
1739209826.9818275;-45.120503652039325
1739209826.981837;-38.13080360867914
1739209826.9818466;-33.981070128970906
1739209826.981856;-38.13080360867914
1739209826.9818656;-38.13080360867914
1739209826.9818754;-38.13080360867914
1739209826.981885;-32.816014438256545
1739209826.9818945;-45.120503652039325
1739209826.981904;-38.13080360867914
1739209826.9819136;-35.57807855764607
1739209826.981923;-45.120503652039325
1739209826.9819326;-45.120503652039325
1739209826.9819422;-38.13080360867914
1739209826.981952;-33.981070128970906
1739209826.9819615;-33.981070128970906
1739209826.981971;-38.13080360867914
1739209826.9819806;-38.13080360867914
1739209826.98199;-38.13080360867914
1739209826.9819996;-31.141103565318915
1739209826.9820092;-45.120503652039325
1739209826.9820187;-45.120503652039325
1739209826.9820285;-35.57807855764607
1739209826.982038;-45.120503652039325
1739209826.9820476;-45.120503652039325
1739209826.982057;-38.13080360867914
1739209826.9820666;-33.981070128970906
1739209826.9820762;-28.58837851428586
1739209826.9820857;-45.120503652039325
1739209826.9820952;-45.120503652039325
1739209826.9821048;-38.13080360867914
1739209826.9821146;-33.981070128970906
1739209826.982124;-38.13080360867914
1739209826.9821336;-38.13080360867914
1739209826.9821432;-38.13080360867914
1739209826.9821527;-31.141103565318915
1739209826.9821622;-45.120503652039325
1739209826.9821718;-45.120503652039325
1739209826.9821813;-45.120503652039325
1739209826.982191;-45.120503652039325
1739209826.9822006;-45.120503652039325
1739209826.9822102;-45.120503652039325
1739209826.9822197;-38.13080360867914
1739209826.9822292;-45.120503652039325
1739209826.9822388;-38.13080360867914
1739209826.9822483;-38.13080360867914
1739209826.9822578;-38.13080360867914
1739209826.9822676;-38.13080360867914
1739209826.9822772;-38.13080360867914
1739209826.9822867;-38.13080360867914
1739209826.9822962;-45.120503652039325
1739209826.9823058;-45.120503652039325
1739209826.9823153;-45.120503652039325
1739209826.9823248;-45.120503652039325
1739209826.9823344;-45.120503652039325
1739209826.9823442;-35.57807855764607
1739209826.9823537;-32.816014438256545
1739209826.9823632;-45.120503652039325
1739209826.9823728;-45.120503652039325
1739209826.9823823;-33.981070128970906
1739209826.9823918;-33.981070128970906
1739209826.9824014;-38.13080360867914
1739209826.982411;-38.13080360867914
1739209826.9824207;-33.981070128970906
1739209826.9824302;-35.57807855764607
1739209826.9824398;-38.13080360867914
1739209826.9824493;-45.120503652039325
1739209826.9824588;-38.13080360867914
1739209826.9824684;-38.13080360867914
1739209826.982478;-38.13080360867914
1739209826.9824874;-45.120503652039325
1739209826.9824972;-38.13080360867914
1739209826.9825068;-32.816014438256545
1739209826.9825163;-45.120503652039325
1739209826.9825258;-38.13080360867914
1739209826.9825354;-38.13080360867914
1739209826.982545;-45.120503652039325
1739209826.9825544;-45.120503652039325
1739209826.982564;-38.13080360867914
1739209826.9825737;-45.120503652039325
1739209826.9825833;-38.13080360867914
1739209826.9825928;-35.57807855764607
1739209826.9826024;-35.57807855764607
1739209826.982612;-45.120503652039325
1739209826.9826214;-45.120503652039325
1739209826.982631;-38.13080360867914
1739209826.9826405;-38.13080360867914
1739209826.98265;-45.120503652039325
1739209826.9826598;-45.120503652039325
1739209826.9826694;-35.57807855764607
1739209826.982679;-38.13080360867914
1739209826.9826884;-38.13080360867914
1739209826.982698;-32.816014438256545
1739209826.9827075;-33.981070128970906
1739209826.982717;-35.57807855764607
1739209826.9827266;-38.13080360867914
1739209826.9827363;-35.57807855764607
1739209826.982746;-38.13080360867914
1739209826.9827554;-45.120503652039325
1739209826.982765;-45.120503652039325
1739209826.9827745;-45.120503652039325
1739209826.982784;-38.13080360867914
1739209826.9827936;-32.816014438256545
1739209826.982803;-45.120503652039325
1739209826.982813;-45.120503652039325
1739209826.9828224;-38.13080360867914
1739209826.982832;-38.13080360867914
1739209826.9828415;-45.120503652039325
1739209826.982851;-45.120503652039325
1739209826.9828606;-38.13080360867914
1739209826.98287;-38.13080360867914
1739209826.9828796;-33.981070128970906
1739209826.9828894;-35.57807855764607
1739209826.982899;-45.120503652039325
1739209826.9829085;-45.120503652039325
1739209826.982918;-35.57807855764607
1739209826.9829276;-28.21854285175415
1739209826.982937;-45.120503652039325
1739209826.9829466;-45.120503652039325
1739209826.9829562;-45.120503652039325
1739209826.982966;-32.816014438256545
1739209826.9829755;-38.13080360867914
1739209826.982985;-45.120503652039325
1739209826.9829946;-45.120503652039325
1739209826.983004;-45.120503652039325
1739209826.9830136;-45.120503652039325
1739209826.9830232;-45.120503652039325
1739209826.9830327;-45.120503652039325
1739209826.9830425;-45.120503652039325
1739209826.983052;-45.120503652039325
1739209826.9830616;-45.120503652039325
1739209826.983071;-45.120503652039325
1739209826.9830806;-35.57807855764607
1739209826.9830902;-38.13080360867914
1739209826.9830997;-45.120503652039325
1739209826.9831092;-38.13080360867914
1739209826.983119;-38.13080360867914
1739209826.9831285;-38.13080360867914
1739209826.983138;-45.120503652039325
1739209826.9831476;-45.120503652039325
1739209826.9831572;-27.8777449560314
1739209826.9831667;-38.13080360867914
1739209826.9831762;-45.120503652039325
1739209826.9831858;-38.13080360867914
1739209826.9831955;-32.816014438256545
1739209826.983205;-38.13080360867914
1739209826.9832146;-38.13080360867914
1739209826.9832242;-33.981070128970906
1739209826.9832337;-38.13080360867914
1739209826.9832432;-45.120503652039325
1739209826.9832528;-38.13080360867914
1739209826.9832623;-45.120503652039325
1739209826.9832718;-45.120503652039325
1739209826.9832816;-35.57807855764607
1739209826.9832911;-35.57807855764607
1739209826.9833007;-38.13080360867914
1739209826.9833102;-45.120503652039325
1739209826.9833198;-38.13080360867914
1739209826.9833293;-35.57807855764607
1739209826.9833388;-45.120503652039325
1739209826.9833484;-45.120503652039325
1739209826.9833581;-38.13080360867914
1739209826.9833677;-35.57807855764607
1739209826.9833772;-45.120503652039325
1739209826.9833868;-45.120503652039325
1739209826.9833963;-38.13080360867914
1739209826.9834058;-38.13080360867914
1739209826.9834154;-35.57807855764607
1739209826.983425;-33.981070128970906
1739209826.9834347;-33.981070128970906
1739209826.9834442;-35.57807855764607
1739209826.9834538;-35.57807855764607
1739209826.9834633;-45.120503652039325
1739209826.9834728;-45.120503652039325
1739209826.9834824;-35.57807855764607
1739209826.983492;-45.120503652039325
1739209826.9835014;-45.120503652039325
1739209826.9835112;-33.981070128970906
1739209826.9835207;-45.120503652039325
1739209826.9835303;-38.13080360867914
1739209826.9835398;-32.816014438256545
1739209826.9835494;-38.13080360867914
1739209826.983559;-45.120503652039325
1739209826.9835684;-38.13080360867914
1739209826.983578;-35.57807855764607
1739209826.9835877;-45.120503652039325
1739209826.9835973;-45.120503652039325
1739209826.9836068;-38.13080360867914
1739209826.9836164;-35.57807855764607
1739209826.983626;-38.13080360867914
1739209826.9836354;-45.120503652039325
1739209826.983645;-38.13080360867914
1739209826.9836545;-35.57807855764607
1739209826.9836643;-38.13080360867914
1739209826.9836738;-45.120503652039325
1739209826.9836833;-45.120503652039325
1739209826.983693;-38.13080360867914
1739209826.9837024;-38.13080360867914
1739209826.983712;-45.120503652039325
1739209826.9837215;-38.13080360867914
1739209826.983731;-45.120503652039325
1739209826.9837408;-45.120503652039325
1739209826.9837503;-45.120503652039325
1739209826.9837599;-38.13080360867914
1739209826.9837694;-38.13080360867914
1739209826.983779;-33.981070128970906
1739209826.9837885;-38.13080360867914
1739209826.983798;-45.120503652039325
1739209826.9838076;-38.13080360867914
1739209826.9838173;-33.981070128970906
1739209826.9838269;-38.13080360867914
1739209826.9838364;-38.13080360867914
1739209826.983846;-45.120503652039325
1739209826.9838555;-38.13080360867914
1739209826.983865;-38.13080360867914
1739209826.9838746;-45.120503652039325
1739209826.983884;-45.120503652039325
1739209826.9838936;-38.13080360867914
1739209826.9839034;-45.120503652039325
1739209826.983913;-45.120503652039325
1739209826.9839225;-45.120503652039325
1739209826.983932;-38.13080360867914
1739209826.9839416;-45.120503652039325
1739209826.983951;-38.13080360867914
1739209826.9839606;-45.120503652039325
1739209826.9839702;-38.13080360867914
1739209826.98398;-38.13080360867914
1739209826.9839895;-45.120503652039325
1739209826.983999;-45.120503652039325
1739209826.9840086;-28.992665084841942
1739209826.984018;-35.57807855764607
1739209826.9840276;-38.13080360867914
1739209826.9840372;-45.120503652039325
1739209826.9840467;-38.13080360867914
1739209826.9840565;-38.13080360867914
1739209826.984066;-45.120503652039325
1739209826.9840755;-32.816014438256545
1739209826.984085;-33.981070128970906
1739209826.9840946;-45.120503652039325
1739209826.9841042;-38.13080360867914
1739209826.9841137;-45.120503652039325
1739209826.9841232;-38.13080360867914
1739209826.984133;-45.120503652039325
1739209826.9841425;-45.120503652039325
1739209826.984152;-38.13080360867914
1739209826.9841616;-45.120503652039325
1739209826.9841712;-45.120503652039325
1739209826.9841807;-45.120503652039325
1739209826.9841902;-38.13080360867914
1739209826.9841998;-38.13080360867914
1739209826.9842095;-45.120503652039325
1739209826.984219;-45.120503652039325
1739209826.9842286;-38.13080360867914
1739209826.9842381;-31.141103565318915
1739209826.9842477;-45.120503652039325
1739209826.9842572;-38.13080360867914
1739209826.9842668;-35.57807855764607
1739209826.9842763;-38.13080360867914
1739209826.984286;-45.120503652039325
1739209826.9842956;-33.981070128970906
1739209826.9843051;-33.981070128970906
1739209826.9843147;-33.981070128970956
1739209826.9843242;-45.120503652039325
1739209826.9843338;-35.57807855764607
1739209826.9843433;-35.57807855764607
1739209826.9843528;-38.13080360867914
1739209826.9843626;-38.13080360867914
1739209826.9843721;-38.13080360867914
1739209826.9843817;-35.57807855764607
1739209826.9843912;-33.981070128970906
1739209826.9844007;-32.816014438256545
1739209826.9844103;-38.13080360867914
1739209826.9844198;-45.120503652039325
1739209826.9844294;-45.120503652039325
1739209826.9844391;-45.120503652039325
1739209826.9844487;-45.120503652039325
1739209826.9844582;-45.120503652039325
1739209826.9844677;-45.120503652039325
1739209826.9844773;-45.120503652039325
1739209826.9844868;-45.120503652039325
1739209826.9844964;-45.120503652039325
1739209826.984506;-38.13080360867914
1739209826.9845154;-35.57807855764607
1739209826.9845252;-38.13080360867914
1739209826.9845347;-45.120503652039325
1739209826.9845443;-45.120503652039325
1739209826.9845538;-38.13080360867914
1739209826.9845634;-38.13080360867914
1739209826.984573;-45.120503652039325
1739209826.9845824;-45.120503652039325
1739209826.984592;-33.981070128970906
1739209826.9846017;-35.57807855764607
1739209826.9846113;-45.120503652039325
1739209826.9846208;-35.57807855764607
1739209826.9846303;-32.816014438256545
1739209826.98464;-45.120503652039325
1739209826.9846494;-45.120503652039325
1739209826.984659;-38.13080360867914
1739209826.9846685;-45.120503652039325
1739209826.9846783;-45.120503652039325
1739209826.9846878;-35.57807855764607
1739209826.9846973;-45.120503652039325
1739209826.9847069;-45.120503652039325
1739209826.9847164;-33.981070128970906
1739209826.984726;-38.13080360867914
1739209826.9847355;-38.13080360867914
1739209826.984745;-35.57807855764607
1739209826.9847548;-38.13080360867914
1739209826.9847643;-45.120503652039325
1739209826.9847739;-45.120503652039325
1739209826.9847834;-45.120503652039325
1739209826.984793;-38.13080360867914
1739209826.9848025;-35.57807855764607
1739209826.984812;-45.120503652039325
1739209826.9848216;-38.13080360867914
1739209826.9848313;-35.57807855764607
1739209826.9848409;-45.120503652039325
1739209826.9848504;-33.981070128970906
1739209826.98486;-35.57807855764607
1739209826.9848695;-38.13080360867914
1739209826.984879;-45.120503652039325
1739209826.9848886;-45.120503652039325
1739209826.984898;-32.816014438256545
1739209826.9849079;-45.120503652039325
1739209826.9849174;-45.120503652039325
1739209826.984927;-33.981070128970906
1739209826.9849365;-30.49652367304973
1739209826.984946;-33.981070128970906
1739209826.9849555;-45.120503652039325
1739209826.984965;-33.981070128970906
1739209826.9849746;-32.816014438256545
1739209826.9849844;-38.13080360867914
1739209826.984994;-45.120503652039325
1739209826.9850035;-38.13080360867914
1739209826.985013;-38.13080360867914
1739209826.9850225;-45.120503652039325
1739209826.985032;-45.120503652039325
1739209826.9850416;-45.120503652039325
1739209826.9850512;-45.120503652039325
1739209826.985061;-45.120503652039325
1739209826.9850705;-38.13080360867914
1739209826.98508;-35.57807855764607
1739209826.9850895;-38.13080360867914
1739209826.985099;-45.120503652039325
1739209826.9851086;-38.13080360867914
1739209826.9851182;-35.57807855764607
1739209826.9851277;-32.816014438256545
1739209826.9851372;-38.13080360867914
1739209826.985147;-45.120503652039325
1739209826.9851565;-38.13080360867914
1739209826.985166;-31.141103565318915
1739209826.9851756;-31.141103565318915
1739209826.9851851;-45.120503652039325
1739209826.9851947;-45.120503652039325
1739209826.9852042;-45.120503652039325
1739209826.9852138;-38.13080360867914
1739209826.9852235;-38.13080360867914
1739209826.985233;-33.981070128970906
1739209826.9852426;-35.57807855764607
1739209826.9852521;-35.57807855764607
1739209826.9852617;-33.981070128970906
1739209826.9852712;-38.13080360867914
1739209826.9852808;-45.120503652039325
1739209826.9852903;-45.120503652039325
1739209826.9853;-32.816014438256545
1739209826.9853096;-45.120503652039325
1739209826.9853191;-33.981070128970906
1739209826.9853287;-28.992665084841942
1739209826.9853382;-38.13080360867914
1739209826.9853477;-38.13080360867914
1739209826.9853573;-38.13080360867914
1739209826.9853668;-35.57807855764607
1739209826.9853766;-32.816014438256545
1739209826.9853861;-33.981070128970906
1739209826.9853957;-45.120503652039325
1739209826.9854052;-38.13080360867914
1739209826.9854147;-38.13080360867914
1739209826.9854243;-45.120503652039325
1739209826.9854338;-45.120503652039325
1739209826.9854434;-38.13080360867914
1739209826.9854531;-35.57807855764607
1739209826.9854627;-38.13080360867914
1739209826.9854722;-45.120503652039325
1739209826.9854817;-38.13080360867914
1739209826.9854913;-32.816014438256545
1739209826.9855008;-45.120503652039325
1739209826.9855103;-45.120503652039325
1739209826.98552;-38.13080360867914
1739209826.9855297;-35.57807855764607
1739209826.9855392;-38.13080360867914
1739209826.9855487;-45.120503652039325
1739209826.9855583;-38.13080360867914
1739209826.9855678;-45.120503652039325
1739209826.9855773;-38.13080360867914
1739209826.985587;-45.120503652039325
1739209826.9855964;-38.13080360867914
1739209826.9856062;-35.57807855764607
1739209826.9856157;-38.13080360867914
1739209826.9856253;-45.120503652039325
1739209826.9856348;-28.992665084841942
1739209826.9856443;-45.120503652039325
1739209826.9856539;-38.13080360867914
1739209826.9856634;-35.57807855764607
1739209826.985673;-45.120503652039325
1739209826.9856827;-45.120503652039325
1739209826.9856923;-45.120503652039325
1739209826.9857018;-38.13080360867914
1739209826.9857113;-29.438486411369347
1739209826.9857209;-38.13080360867914
1739209826.9857304;-38.13080360867914
1739209826.98574;-35.57807855764607
1739209826.9857495;-38.13080360867914
1739209826.985759;-38.13080360867914
1739209826.9857688;-45.120503652039325
1739209826.9857783;-45.120503652039325
1739209826.9857879;-33.981070128970906
1739209826.9857974;-45.120503652039325
1739209826.985807;-45.120503652039325
1739209826.9858165;-45.120503652039325
1739209826.985826;-45.120503652039325
1739209826.9858356;-38.13080360867914
1739209826.9858453;-38.13080360867914
1739209826.9858549;-38.13080360867914
1739209826.9858644;-45.120503652039325
1739209826.985874;-45.120503652039325
1739209826.9858835;-45.120503652039325
1739209826.985893;-45.120503652039325
1739209826.9859025;-38.13080360867914
1739209826.985912;-35.57807855764607
1739209826.9859219;-38.13080360867914
1739209826.9859314;-45.120503652039325
1739209826.985941;-45.120503652039325
1739209826.9859505;-38.13080360867914
1739209826.98596;-45.120503652039325
1739209826.9859695;-45.120503652039325
1739209826.985979;-38.13080360867914
1739209826.9859886;-45.120503652039325
1739209826.9859984;-38.13080360867914
1739209826.986008;-45.120503652039325
1739209826.9860175;-33.981070128970906
1739209826.986027;-35.57807855764607
1739209826.9860365;-38.13080360867914
1739209826.986046;-45.120503652039325
1739209826.9860556;-33.981070128970906
1739209826.9860651;-45.120503652039325
1739209826.986075;-38.13080360867914
1739209826.9860845;-38.13080360867914
1739209826.986094;-45.120503652039325
1739209826.9861035;-33.981070128970906
1739209826.986113;-38.13080360867914
1739209826.9861226;-45.120503652039325
1739209826.9861321;-45.120503652039325
1739209826.9861417;-35.57807855764607
1739209826.9861515;-45.120503652039325
1739209826.986161;-45.120503652039325
1739209826.9861705;-38.13080360867914
1739209826.98618;-35.57807855764607
1739209826.9861896;-38.13080360867914
1739209826.9861991;-35.57807855764607
1739209826.9862087;-38.13080360867914
1739209826.9862182;-45.120503652039325
1739209826.986228;-45.120503652039325
1739209826.9862375;-38.13080360867914
1739209826.986247;-38.13080360867914
1739209826.9862566;-45.120503652039325
1739209826.9862661;-45.120503652039325
1739209826.9862757;-38.13080360867914
1739209826.9862852;-33.981070128970906
1739209826.9862947;-45.120503652039325
1739209826.9863045;-38.13080360867914
1739209826.986314;-35.57807855764607
1739209826.9863236;-38.13080360867914
1739209826.9863331;-38.13080360867914
1739209826.9863427;-35.57807855764607
1739209826.9863522;-45.120503652039325
1739209826.9863617;-38.13080360867914
1739209826.9863713;-32.816014438256545
1739209826.9863808;-45.120503652039325
1739209826.9863906;-38.13080360867914
1739209826.9864001;-38.13080360867914
1739209826.9864097;-45.120503652039325
1739209826.9864192;-38.13080360867914
1739209826.9864287;-45.120503652039325
1739209826.9864383;-45.120503652039325
1739209826.9864478;-45.120503652039325
1739209826.9864573;-45.120503652039325
1739209826.9864671;-45.120503652039325
1739209826.9864767;-45.120503652039325
1739209826.9864862;-45.120503652039325
1739209826.9864957;-45.120503652039325
1739209826.9865053;-45.120503652039325
1739209826.9865148;-38.13080360867914
1739209826.9865243;-35.57807855764607
1739209826.9865339;-38.13080360867914
1739209826.9865437;-45.120503652039325
1739209826.9865532;-38.13080360867914
1739209826.9865627;-27.8777449560314
1739209826.9865723;-38.13080360867914
1739209826.9865818;-45.120503652039325
1739209826.9865913;-38.13080360867914
1739209826.9866009;-35.57807855764607
1739209826.9866104;-38.13080360867914
1739209826.9866202;-38.13080360867914
1739209826.9866297;-45.120503652039325
1739209826.9866393;-38.13080360867914
1739209826.9866488;-45.120503652039325
1739209826.9866583;-45.120503652039325
1739209826.9866679;-38.13080360867914
1739209826.9866774;-45.120503652039325
1739209826.986687;-38.13080360867914
1739209826.9866967;-45.120503652039325
1739209826.9867063;-45.120503652039325
1739209826.9867158;-26.487275050834715
1739209826.9867253;-33.981070128970906
1739209826.9867349;-45.120503652039325
1739209826.9867444;-38.13080360867914
1739209826.986754;-35.57807855764607
1739209826.9867635;-38.13080360867914
1739209826.9867733;-35.57807855764607
1739209826.9867828;-38.13080360867914
1739209826.9867923;-45.120503652039325
1739209826.9868019;-35.57807855764607
1739209826.9868114;-35.57807855764607
1739209826.986821;-38.13080360867914
1739209826.9868305;-45.120503652039325
1739209826.98684;-45.120503652039325
1739209826.9868498;-38.13080360867914
1739209826.9868593;-38.13080360867914
1739209826.9868689;-38.13080360867914
1739209826.9868784;-38.13080360867914
1739209826.986888;-38.13080360867914
1739209826.9868975;-45.120503652039325
1739209826.986907;-45.120503652039325
1739209826.9869165;-45.120503652039325
1739209826.986926;-33.981070128970906
1739209826.9869359;-45.120503652039325
1739209826.9869454;-31.141103565318915
1739209826.986955;-33.981070128970906
1739209826.9869645;-45.120503652039325
1739209826.986974;-45.120503652039325
1739209826.9869835;-45.120503652039325
1739209826.986993;-33.981070128970906
1739209826.9870026;-45.120503652039325
1739209826.9870124;-38.13080360867914
1739209826.987022;-38.13080360867914
1739209826.9870315;-38.13080360867914
1739209826.987041;-45.120503652039325
1739209826.9870505;-45.120503652039325
1739209826.98706;-38.13080360867914
1739209826.9870696;-35.57807855764607
1739209826.9870791;-45.120503652039325
1739209826.987089;-38.13080360867914
