CAN Message; 0x1a7:0000f642872e25e8
1739209767.6767163;-38.13080360867914
1739209767.6767185;-45.120503652039325
1739209767.6767206;-38.13080360867914
1739209767.6767228;-33.981070128970906
1739209767.676725;-35.57807855764607
1739209767.6767268;-45.120503652039325
1739209767.676729;-45.120503652039325
1739209767.676731;-38.13080360867914
1739209767.6767333;-35.57807855764607
1739209767.6767354;-45.120503652039325
1739209767.6767375;-38.13080360867914
1739209767.6767395;-28.992665084841942
1739209767.6767416;-38.13080360867914
1739209767.6767437;-45.120503652039325
1739209767.676746;-38.13080360867914
1739209767.676748;-33.981070128970906
1739209767.67675;-38.13080360867914
1739209767.676752;-45.120503652039325
1739209767.6767542;-45.120503652039325
1739209767.6767564;-35.57807855764607
1739209767.6767585;-38.13080360867914
1739209767.6767604;-35.57807855764607
1739209767.6767626;-45.120503652039325
1739209767.6767647;-35.57807855764607
1739209767.6767669;-38.13080360867914
1739209767.676769;-35.57807855764607
1739209767.676771;-45.120503652039325
1739209767.676773;-38.13080360867914
1739209767.6767752;-38.13080360867914
1739209767.6767774;-38.13080360867914
1739209767.6767795;-38.13080360867914
1739209767.6767814;-38.13080360867914
1739209767.6767836;-45.120503652039325
1739209767.6767857;-45.120503652039325
1739209767.6767879;-45.120503652039325
1739209767.67679;-38.13080360867914
1739209767.676792;-45.120503652039325
1739209767.676794;-45.120503652039325
1739209767.6767962;-45.120503652039325
1739209767.6767983;-33.981070128970906
1739209767.6768005;-38.13080360867914
1739209767.6768024;-45.120503652039325
1739209767.6768045;-45.120503652039325
1739209767.6768067;-38.13080360867914
1739209767.6768088;-38.13080360867914
1739209767.676811;-45.120503652039325
1739209767.676813;-45.120503652039325
1739209767.676815;-33.981070128970906
1739209767.6768172;-32.816014438256545
1739209767.6768193;-45.120503652039325
1739209767.6768215;-38.13080360867914
1739209767.6768234;-33.981070128970906
1739209767.6768255;-45.120503652039325
1739209767.6768277;-45.120503652039325
1739209767.6768298;-38.13080360867914
1739209767.676832;-45.120503652039325
1739209767.6768339;-45.120503652039325
1739209767.676836;-38.13080360867914
1739209767.6768382;-38.13080360867914
1739209767.6768403;-45.120503652039325
1739209767.6768425;-45.120503652039325
1739209767.6768444;-38.13080360867914
1739209767.6768465;-38.13080360867914
1739209767.6768486;-38.13080360867914
1739209767.6768508;-45.120503652039325
1739209767.6768527;-45.120503652039325
1739209767.6768548;-45.120503652039325
1739209767.676857;-35.57807855764607
1739209767.676859;-32.816014438256545
1739209767.676861;-45.120503652039325
1739209767.676863;-45.120503652039325
1739209767.676865;-45.120503652039325
1739209767.6768672;-35.57807855764607
1739209767.6768692;-45.120503652039325
1739209767.6768713;-33.981070128970906
1739209767.6768734;-45.120503652039325
1739209767.6768754;-45.120503652039325
1739209767.6768775;-38.13080360867914
1739209767.6768794;-38.13080360867914
1739209767.6768816;-45.120503652039325
1739209767.6768837;-45.120503652039325
1739209767.6768856;-45.120503652039325
1739209767.6768878;-45.120503652039325
1739209767.67689;-38.13080360867914
1739209767.6768918;-32.816014438256545
1739209767.676894;-45.120503652039325
1739209767.6768959;-45.120503652039325
1739209767.676898;-45.120503652039325
1739209767.6769001;-45.120503652039325
1739209767.676902;-33.981070128970906
1739209767.6769042;-33.981070128970906
1739209767.6769063;-45.120503652039325
1739209767.6769083;-38.13080360867914
1739209767.6769104;-35.57807855764607
1739209767.6769123;-38.13080360867914
1739209767.6769145;-45.120503652039325
1739209767.6769166;-38.13080360867914
1739209767.6769185;-38.13080360867914
1739209767.6769207;-38.13080360867914
1739209767.6769228;-45.120503652039325
1739209767.6769247;-45.120503652039325
1739209767.6769269;-45.120503652039325
1739209767.6769288;-38.13080360867914
1739209767.676931;-35.57807855764607
1739209767.676933;-38.13080360867914
1739209767.676935;-45.120503652039325
1739209767.676937;-45.120503652039325
1739209767.6769392;-35.57807855764607
1739209767.6769412;-26.991370085610722
1739209767.6769433;-38.13080360867914
1739209767.6769452;-38.13080360867914
1739209767.6769474;-45.120503652039325
1739209767.6769495;-45.120503652039325
1739209767.6769514;-38.13080360867914
1739209767.6769536;-38.13080360867914
1739209767.6769557;-45.120503652039325
1739209767.6769576;-30.49652367304976
1739209767.6769598;-35.57807855764607
1739209767.6769617;-35.57807855764607
1739209767.6769638;-45.120503652039325
1739209767.676966;-38.13080360867914
1739209767.6769679;-38.13080360867914
1739209767.67697;-45.120503652039325
1739209767.6769722;-35.57807855764607
1739209767.676974;-30.49652367304973
1739209767.6769762;-45.120503652039325
1739209767.676978;-45.120503652039325
1739209767.6769803;-45.120503652039325
1739209767.6769824;-45.120503652039325
1739209767.6769843;-33.981070128970906
1739209767.6769865;-38.13080360867914
1739209767.6769886;-38.13080360867914
1739209767.6769905;-35.57807855764607
1739209767.6769927;-38.13080360867914
1739209767.6769946;-25.826314394896357
1739209767.6769967;-9.944586344920213
1739209767.6769989;-29.438486411369333
1739209767.6770008;-45.120503652039325
1739209767.677003;-33.981070128970906
1739209767.677005;-38.13080360867914
1739209767.677007;-27.877744956031417
1739209767.677009;-38.13080360867914
1739209767.677011;-38.13080360867914
1739209767.6770132;-45.120503652039325
1739209767.6770153;-45.120503652039325
1739209767.6770172;-45.120503652039325
1739209767.6770194;-45.120503652039325
1739209767.6770215;-38.13080360867914
1739209767.6770234;-25.826314394896357
1739209767.6770256;-38.13080360867914
1739209767.6770275;-38.13080360867914
1739209767.6770296;-45.120503652039325
1739209767.6770318;-38.13080360867914
1739209767.6770337;-38.13080360867914
1739209767.6770358;-45.120503652039325
1739209767.677038;-45.120503652039325
1739209767.6770399;-45.120503652039325
1739209767.677042;-28.992665084841942
1739209767.677044;-25.077289914212862
1739209767.677046;-20.633440452988495
1739209767.6770482;-31.141103565318915
1739209767.67705;-45.120503652039325
1739209767.6770523;-25.826314394896354
1739209767.6770544;-17.389956718396665
1739209767.6770563;-9.02135955117931
1739209767.6770585;-26.991370085610736
1739209767.6770604;-45.120503652039325
1739209767.6770625;-38.13080360867914
1739209767.6770647;-38.13080360867914
1739209767.6770666;-33.981070128970906
1739209767.6770687;-45.120503652039325
1739209767.6770709;-38.13080360867914
1739209767.6770728;-38.13080360867914
1739209767.677075;-45.120503652039325
1739209767.6770768;-38.13080360867914
1739209767.677079;-35.57807855764607
1739209767.677081;-33.981070128970906
1739209767.677083;-45.120503652039325
1739209767.6770852;-45.120503652039325
1739209767.6770873;-45.120503652039325
1739209767.6770892;-35.57807855764607
1739209767.6770914;-28.992665084841942
1739209767.6770933;-45.120503652039325
1739209767.6770954;-38.13080360867914
1739209767.6770976;-31.141103565318915
1739209767.6770995;-31.141103565318915
1739209767.6771016;-35.57807855764607
1739209767.6771038;-31.141103565318943
1739209767.6771057;-33.981070128970956
1739209767.6771078;-25.62660358559016
1739209767.6771097;-38.13080360867914
1739209767.6771119;-29.438486411369347
1739209767.677114;-15.13355206892273
1739209767.677116;-13.898344869311021
1739209767.677118;-31.14110356531892
1739209767.6771202;-31.141103565318915
1739209767.677122;-33.981070128970906
1739209767.6771243;-32.81601443825658
1739209767.6771264;-45.120503652039325
1739209767.6771283;-38.13080360867914
1739209767.6771305;-38.13080360867914
1739209767.6771324;-28.992665084841942
1739209767.6771345;-45.120503652039325
1739209767.6771367;-38.13080360867914
1739209767.6771386;-38.13080360867914
1739209767.6771407;-25.62660358559016
1739209767.6771429;-35.57807855764607
1739209767.6771448;-38.13080360867914
1739209767.677147;-45.120503652039325
1739209767.6771488;-45.120503652039325
1739209767.677151;-32.816014438256545
1739209767.677153;-31.141103565318943
1739209767.677155;-16.763597937115037
1739209767.6771572;-38.13080360867914
1739209767.6771593;-45.120503652039325
1739209767.6771612;-33.981070128970906
1739209767.6771634;-38.13080360867914
1739209767.6771653;-38.13080360867914
1739209767.6771674;-35.57807855764607
1739209767.6771696;-45.120503652039325
1739209767.6771715;-45.120503652039325
1739209767.6771736;-45.120503652039325
1739209767.6771758;-38.13080360867914
1739209767.6771777;-45.120503652039325
1739209767.6771798;-45.120503652039325
1739209767.6771817;-31.141103565318943
1739209767.6771839;-45.120503652039325
1739209767.677186;-38.13080360867914
1739209767.677188;-38.13080360867914
1739209767.67719;-45.120503652039325
1739209767.6771922;-38.13080360867914
1739209767.677194;-33.981070128970906
1739209767.6771963;-38.13080360867914
1739209767.6771982;-30.49652367304976
1739209767.6772003;-35.57807855764607
1739209767.6772025;-24.74623867263306
1739209767.6772044;-24.292649948874775
1739209767.6772065;-32.816014438256545
1739209767.6772087;-35.57807855764607
1739209767.6772106;-24.151403521958734
1739209767.6772127;-12.86482651764458
1739209767.6772146;-10.876588107936517
1739209767.6772168;-26.991370085610747
1739209767.677219;-31.141103565318915
1739209767.6772208;-45.120503652039325
1739209767.677223;-29.438486411369333
1739209767.677225;-30.49652367304973
1739209767.677227;-45.120503652039325
1739209767.6772292;-38.13080360867914
1739209767.677231;-45.120503652039325
1739209767.6772332;-45.120503652039325
1739209767.6772354;-33.981070128970906
1739209767.6772373;-45.120503652039325
1739209767.6772394;-26.035653463252796
1739209767.6772416;-26.991370085610736
1739209767.6772435;-45.120503652039325
1739209767.6772456;-45.120503652039325
1739209767.6772475;-45.120503652039325
1739209767.6772497;-29.438486411369333
1739209767.6772518;-22.740042620751332
1739209767.6772537;-22.740042620751332
1739209767.6772559;-29.438486411369333
1739209767.677258;-45.120503652039325
1739209767.67726;-38.13080360867914
1739209767.677262;-45.120503652039325
1739209767.677264;-30.49652367304973
1739209767.6772661;-32.816014438256545
1739209767.6772683;-38.13080360867914
1739209767.6772702;-45.120503652039325
1739209767.6772723;-17.331758932011894
1739209767.6772745;-22.175841390423358
1739209767.6772764;-45.120503652039325
1739209767.6772785;-31.141103565318893
1739209767.6772804;-45.120503652039325
1739209767.6772826;-25.826314394896357
1739209767.6772847;-38.13080360867914
1739209767.6772866;-38.13080360867914
1739209767.6772888;-38.13080360867914
1739209767.677291;-25.826314394896357
1739209767.6772928;-9.129318001485663
1739209767.677295;-28.21854285175415
1739209767.6772969;-45.120503652039325
1739209767.677299;-45.120503652039325
1739209767.6773012;-38.13080360867914
1739209767.677303;-45.120503652039325
1739209767.6773052;-38.13080360867914
1739209767.6773074;-38.13080360867914
1739209767.6773093;-45.120503652039325
1739209767.6773114;-28.218542851754165
1739209767.6773133;-33.981070128970906
1739209767.6773155;-45.120503652039325
1739209767.6773176;-45.120503652039325
1739209767.6773195;-45.120503652039325
1739209767.6773217;-35.57807855764607
1739209767.6773238;-35.57807855764607
1739209767.6773257;-45.120503652039325
1739209767.6773279;-45.120503652039325
1739209767.6773298;-38.13080360867914
1739209767.677332;-30.49652367304973
1739209767.677334;-38.13080360867914
1739209767.677336;-32.816014438256545
1739209767.6773381;-38.13080360867914
1739209767.6773403;-25.826314394896354
1739209767.6773422;-7.65961322147729
1739209767.6773443;-25.077289914212862
1739209767.6773462;-45.120503652039325
1739209767.6773484;-32.816014438256545
1739209767.6773505;-38.13080360867914
1739209767.6773524;-45.120503652039325
1739209767.6773546;-45.120503652039325
1739209767.6773567;-26.487275050834715
1739209767.6773586;-31.141103565318915
1739209767.6773608;-38.13080360867914
1739209767.6773627;-45.120503652039325
1739209767.6773648;-38.13080360867914
1739209767.677367;-35.57807855764607
1739209767.6773689;-35.57807855764607
1739209767.677371;-26.991370085610722
1739209767.6773732;-45.120503652039325
1739209767.677375;-32.816014438256545
1739209767.6773772;-38.13080360867914
1739209767.6773794;-38.13080360867914
1739209767.6773813;-19.8960613169761
1739209767.6773834;-25.25278630937684
1739209767.6773853;-33.981070128970906
1739209767.6773875;-38.13080360867914
1739209767.6773896;-25.62660358559016
1739209767.6773915;-31.141103565318915
1739209767.6773937;-38.13080360867914
1739209767.6773958;-38.13080360867914
1739209767.6773977;-38.13080360867914
1739209767.6773999;-38.13080360867914
1739209767.6774018;-45.120503652039325
1739209767.677404;-38.13080360867914
1739209767.677406;-31.141103565318915
1739209767.677408;-35.57807855764607
1739209767.6774101;-38.13080360867914
1739209767.6774123;-38.13080360867914
1739209767.6774142;-31.141103565318915
1739209767.6774163;-32.816014438256545
1739209767.6774182;-38.13080360867914
1739209767.6774204;-38.13080360867914
1739209767.6774225;-38.13080360867914
1739209767.6774244;-45.120503652039325
1739209767.6774266;-45.120503652039325
1739209767.6774287;-38.13080360867914
1739209767.6774306;-19.45023999044868
1739209767.6774328;-31.141103565318915
1739209767.6774347;-33.981070128970906
1739209767.6774368;-45.120503652039325
1739209767.677439;-27.267205301931607
1739209767.677441;-8.700807675018698
1739209767.677443;-25.826314394896354
1739209767.6774452;-45.120503652039325
1739209767.677447;-38.13080360867914
1739209767.6774492;-32.816014438256545
1739209767.6774511;-38.13080360867914
1739209767.6774533;-45.120503652039325
1739209767.6774554;-45.120503652039325
1739209767.6774573;-35.57807855764607
1739209767.6774595;-33.981070128970906
1739209767.6774616;-45.120503652039325
1739209767.6774635;-45.120503652039325
1739209767.6774657;-38.13080360867914
1739209767.6774676;-33.981070128970906
1739209767.6774697;-35.57807855764607
1739209767.6774719;-32.816014438256545
1739209767.6774738;-25.826314394896357
1739209767.677476;-45.120503652039325
1739209767.677478;-45.120503652039325
1739209767.67748;-45.120503652039325
1739209767.6774821;-45.120503652039325
1739209767.677484;-38.13080360867914
1739209767.6774862;-38.13080360867914
1739209767.6774883;-28.992665084841942
1739209767.6774902;-19.45023999044868
1739209767.6774924;-33.981070128970906
1739209767.6774945;-35.57807855764607
1739209767.6774964;-38.13080360867914
1739209767.6774986;-22.264930561961556
1739209767.6775005;-13.391556674517528
1739209767.6775026;-45.120503652039325
1739209767.6775048;-35.57807855764607
1739209767.6775067;-28.992665084841942
1739209767.6775088;-45.120503652039325
1739209767.677511;-45.120503652039325
1739209767.677513;-35.57807855764607
1739209767.677515;-45.120503652039325
1739209767.677517;-45.120503652039325
1739209767.677519;-38.13080360867914
1739209767.6775212;-45.120503652039325
1739209767.6775231;-45.120503652039325
1739209767.6775253;-38.13080360867914
1739209767.6775274;-38.13080360867914
1739209767.6775293;-38.13080360867914
1739209767.6775315;-25.826314394896357
1739209767.6775334;-45.120503652039325
1739209767.6775355;-45.120503652039325
1739209767.6775377;-45.120503652039325
1739209767.6775396;-32.816014438256545
1739209767.6775417;-27.8777449560314
1739209767.6775439;-45.120503652039325
1739209767.6775458;-38.13080360867914
1739209767.677548;-27.267205301931607
1739209767.6775498;-38.13080360867914
1739209767.677552;-33.981070128970906
1739209767.6775541;-45.120503652039325
1739209767.677556;-31.141103565318893
1739209767.6775582;-30.49652367304973
1739209767.6775603;-27.267205301931607
1739209767.6775622;-35.57807855764607
1739209767.6775644;-32.816014438256545
1739209767.6775663;-33.981070128970906
1739209767.6775684;-45.120503652039325
1739209767.6775706;-38.13080360867914
1739209767.6775725;-38.13080360867914
1739209767.6775746;-45.120503652039325
1739209767.6775768;-32.816014438256545
1739209767.6775787;-45.120503652039325
1739209767.6775808;-35.57807855764607
1739209767.6775827;-35.57807855764607
1739209767.677585;-45.120503652039325
1739209767.677587;-35.57807855764607
1739209767.677589;-31.141103565318943
1739209767.677591;-35.57807855764607
1739209767.6775932;-35.57807855764607
1739209767.6775951;-45.120503652039325
1739209767.6775973;-38.13080360867914
1739209767.6775992;-33.981070128970906
1739209767.6776013;-45.120503652039325
1739209767.6776035;-38.13080360867914
1739209767.6776054;-45.120503652039325
1739209767.6776075;-38.13080360867914
1739209767.6776097;-45.120503652039325
1739209767.6776116;-45.120503652039325
1739209767.6776137;-45.120503652039325
1739209767.6776156;-45.120503652039325
1739209767.6776178;-30.49652367304973
1739209767.67762;-38.13080360867914
1739209767.6776218;-35.57807855764607
1739209767.677624;-33.981070128970906
1739209767.6776261;-38.13080360867914
1739209767.677628;-38.13080360867914
1739209767.6776302;-45.120503652039325
1739209767.677632;-45.120503652039325
1739209767.6776342;-45.120503652039325
1739209767.6776364;-45.120503652039325
1739209767.6776383;-30.49652367304973
1739209767.6776404;-31.141103565318893
1739209767.6776426;-45.120503652039325
1739209767.6776445;-45.120503652039325
1739209767.6776466;-26.035653463252796
1739209767.6776488;-26.991370085610736
1739209767.6776507;-38.13080360867914
1739209767.6776528;-45.120503652039325
1739209767.6776547;-35.57807855764607
1739209767.677657;-27.267205301931607
1739209767.677659;-38.13080360867914
1739209767.677661;-38.13080360867914
1739209767.677663;-38.13080360867914
1739209767.6776652;-38.13080360867914
1739209767.6776671;-19.49757500747454
1739209767.6776693;-19.35709014998136
1739209767.6776712;-45.120503652039325
1739209767.6776733;-33.981070128970906
1739209767.6776755;-38.13080360867914
1739209767.6776774;-38.13080360867914
1739209767.6776795;-45.120503652039325
1739209767.6776817;-32.81601443825658
1739209767.6776836;-38.13080360867914
1739209767.6776857;-28.58837851428586
1739209767.6776876;-18.263086266016654
1739209767.6776898;-31.141103565318943
1739209767.677692;-35.57807855764607
1739209767.6776938;-38.13080360867914
1739209767.677696;-20.954098578656478
1739209767.6776981;-10.567485935468525
1739209767.6777;-33.981070128970956
1739209767.6777022;-45.120503652039325
1739209767.677704;-32.816014438256545
1739209767.6777062;-27.267205301931607
1739209767.6777084;-38.13080360867914
1739209767.6777103;-38.13080360867914
1739209767.6777124;-35.57807855764607
1739209767.6777146;-38.13080360867914
1739209767.6777165;-45.120503652039325
1739209767.6777186;-45.120503652039325
1739209767.6777205;-33.981070128970906
1739209767.6777227;-27.267205301931607
1739209767.6777248;-38.13080360867914
1739209767.6777267;-45.120503652039325
1739209767.677729;-38.13080360867914
1739209767.677731;-31.141103565318915
1739209767.677733;-33.981070128970906
1739209767.677735;-28.992665084841942
1739209767.677737;-20.888044912671212
1739209767.6777391;-29.438486411369354
1739209767.6777413;-31.141103565318915
1739209767.6777432;-45.120503652039325
1739209767.6777453;-26.487275050834715
1739209767.6777475;-12.42303992073162
1739209767.6777494;-38.13080360867914
1739209767.6777515;-33.981070128970906
1739209767.6777534;-33.981070128970906
1739209767.6777556;-29.438486411369347
1739209767.6777577;-33.981070128970906
1739209767.6777596;-33.981070128970906
1739209767.6777618;-38.13080360867914
1739209767.677764;-32.816014438256545
1739209767.6777658;-45.120503652039325
1739209767.677768;-27.267205301931607
1739209767.67777;-45.120503652039325
1739209767.677772;-31.141103565318915
1739209767.6777742;-33.981070128970906
1739209767.677776;-38.13080360867914
1739209767.6777782;-38.13080360867914
1739209767.6777804;-35.57807855764607
1739209767.6777823;-28.992665084841942
1739209767.6777844;-45.120503652039325
1739209767.6777864;-45.120503652039325
1739209767.6777885;-38.13080360867914
1739209767.6777906;-38.13080360867914
1739209767.6777925;-38.13080360867914
1739209767.6777947;-33.981070128970906
1739209767.6777968;-28.58837851428586
1739209767.6777987;-31.141103565318915
1739209767.677801;-38.13080360867914
1739209767.6778028;-35.57807855764607
1739209767.677805;-38.13080360867914
1739209767.677807;-38.13080360867914
1739209767.677809;-45.120503652039325
1739209767.6778111;-35.57807855764607
1739209767.6778133;-38.13080360867914
1739209767.6778152;-38.13080360867914
1739209767.6778173;-45.120503652039325
1739209767.6778193;-35.57807855764607
1739209767.6778214;-35.57807855764607
1739209767.6778235;-33.981070128970906
1739209767.6778255;-35.57807855764607
1739209767.6778276;-45.120503652039325
1739209767.6778297;-45.120503652039325
1739209767.6778316;-31.141103565318915
1739209767.6778338;-33.981070128970906
1739209767.6778357;-10.094866960965657
1739209767.6778378;-32.81601443825658
1739209767.67784;-22.44878636800916
1739209767.677842;-38.13080360867914
1739209767.677844;-45.120503652039325
1739209767.6778462;-45.120503652039325
1739209767.677848;-33.981070128970906
1739209767.6778502;-45.120503652039325
1739209767.6778522;-38.13080360867914
1739209767.6778543;-33.981070128970906
1739209767.6778564;-32.81601443825658
1739209767.6778584;-45.120503652039325
1739209767.6778605;-45.120503652039325
1739209767.6778626;-35.57807855764607
1739209767.6778646;-23.273589343863314
1739209767.6778667;-26.035653463252824
1739209767.6778686;-24.746238672633048
1739209767.6778708;-38.13080360867914
1739209767.677873;-27.267205301931607
1739209767.6778748;-20.16506027657481
1739209767.677877;-35.57807855764607
1739209767.677879;-38.13080360867914
1739209767.677881;-38.13080360867914
1739209767.6778831;-38.13080360867914
1739209767.677885;-38.13080360867914
1739209767.6778872;-38.13080360867914
1739209767.6778893;-26.487275050834715
1739209767.6778913;-33.981070128970906
1739209767.6778934;-38.13080360867914
1739209767.6778955;-38.13080360867914
1739209767.6778975;-45.120503652039325
1739209767.6778996;-38.13080360867914
1739209767.6779017;-27.267205301931607
1739209767.6779037;-19.00327057196588
1739209767.6779058;-12.555731589622521
1739209767.6779077;-30.49652367304973
1739209767.6779099;-38.13080360867914
1739209767.677912;-45.120503652039325
1739209767.677914;-29.438486411369333
1739209767.677916;-38.13080360867914
1739209767.6779182;-45.120503652039325
1739209767.67792;-45.120503652039325
1739209767.6779222;-38.13080360867914
1739209767.6779242;-38.13080360867914
1739209767.6779263;-45.120503652039325
1739209767.6779284;-45.120503652039325
1739209767.6779304;-35.57807855764607
1739209767.6779325;-31.141103565318915
1739209767.6779346;-38.13080360867914
1739209767.6779366;-38.13080360867914
1739209767.6779387;-45.120503652039325
1739209767.6779406;-35.57807855764607
1739209767.6779428;-31.141103565318943
1739209767.677945;-19.45023999044868
1739209767.6779468;-45.120503652039325
1739209767.677949;-38.13080360867914
1739209767.677951;-32.816014438256545
1739209767.677953;-38.13080360867914
1739209767.6779552;-38.13080360867914
1739209767.677957;-45.120503652039325
1739209767.6779592;-32.816014438256545
1739209767.6779613;-38.13080360867914
1739209767.6779633;-26.991370085610736
1739209767.6779654;-31.141103565318915
1739209767.6779675;-35.57807855764607
1739209767.6779695;-35.57807855764607
1739209767.6779716;-32.816014438256545
1739209767.6779735;-33.981070128970906
1739209767.6779757;-45.120503652039325
1739209767.6779778;-38.13080360867914
1739209767.6779797;-29.438486411369333
1739209767.6779819;-31.141103565318915
1739209767.677984;-25.252786309376837
1739209767.677986;-33.981070128970906
1739209767.677988;-32.816014438256545
1739209767.67799;-25.62660358559016
1739209767.677992;-38.13080360867914
1739209767.6779943;-45.120503652039325
1739209767.6779962;-38.13080360867914
1739209767.6779983;-32.816014438256545
1739209767.6780005;-38.13080360867914
1739209767.6780024;-38.13080360867914
1739209767.6780045;-45.120503652039325
1739209767.6780064;-31.141103565318943
1739209767.6780086;-45.120503652039325
1739209767.6780107;-45.120503652039325
1739209767.6780126;-45.120503652039325
1739209767.6780148;-45.120503652039325
1739209767.678017;-38.13080360867914
1739209767.6780188;-38.13080360867914
1739209767.678021;-33.981070128970906
1739209767.6780229;-13.60680514956469
1739209767.678025;-21.522148828640407
1739209767.6780272;-26.991370085610722
1739209767.678029;-38.13080360867914
1739209767.6780312;-35.57807855764607
1739209767.6780334;-20.511525224473818
1739209767.6780353;-35.57807855764607
1739209767.6780374;-45.120503652039325
1739209767.6780393;-22.44878636800916
1739209767.6780415;-24.589719217205094
1739209767.6780436;-8.756627793907725
1739209767.6780455;-30.49652367304973
1739209767.6780477;-45.120503652039325
1739209767.6780498;-38.13080360867914
1739209767.6780517;-38.13080360867914
1739209767.6780539;-45.120503652039325
1739209767.6780558;-38.13080360867914
1739209767.678058;-38.13080360867914
1739209767.67806;-45.120503652039325
1739209767.678062;-38.13080360867914
1739209767.678064;-28.992665084841942
1739209767.6780663;-35.57807855764607
1739209767.6780682;-45.120503652039325
1739209767.6780703;-45.120503652039325
1739209767.6780722;-33.981070128970906
1739209767.6780744;-38.13080360867914
1739209767.6780765;-45.120503652039325
1739209767.6780784;-31.141103565318915
1739209767.6780806;-45.120503652039325
1739209767.6780827;-38.13080360867914
1739209767.6780846;-38.13080360867914
1739209767.6780868;-31.141103565318915
1739209767.6780887;-27.8777449560314
1739209767.6780908;-27.267205301931607
1739209767.678093;-9.748611389602846
1739209767.6780949;-28.992665084841942
1739209767.678097;-45.120503652039325
1739209767.6780992;-35.57807855764607
1739209767.678101;-26.991370085610747
1739209767.6781032;-25.826314394896364
1739209767.678105;-31.141103565318915
1739209767.6781073;-33.981070128970906
1739209767.6781094;-45.120503652039325
1739209767.6781113;-35.57807855764607
1739209767.6781135;-33.981070128970906
1739209767.6781156;-38.13080360867914
1739209767.6781175;-33.981070128970906
1739209767.6781197;-26.991370085610722
1739209767.6781216;-9.580460441920263
1739209767.6781237;-14.979500436843086
1739209767.6781259;-25.25278630937684
1739209767.6781278;-30.49652367304973
1739209767.67813;-35.57807855764607
1739209767.678132;-21.44694444177911
1739209767.678134;-38.13080360867914
1739209767.678136;-45.120503652039325
1739209767.678138;-31.14110356531892
1739209767.6781402;-29.438486411369347
1739209767.6781423;-38.13080360867914
1739209767.6781442;-45.120503652039325
1739209767.6781464;-38.13080360867914
1739209767.6781485;-25.07728991421287
1739209767.6781504;-16.261240254024976
1739209767.6781526;-9.881738895657978
1739209767.6781545;-29.438486411369347
1739209767.6781566;-33.981070128970906
1739209767.6781588;-29.438486411369333
1739209767.6781607;-20.277505258571438
1739209767.6781628;-27.87774495603143
1739209767.678165;-31.141103565318893
1739209767.6781669;-33.981070128970906
1739209767.678169;-25.826314394896364
1739209767.6781712;-10.400256675036477
1739209767.678173;-13.731164249470051
1739209767.6781752;-28.58837851428586
1739209767.678177;-31.141103565318915
1739209767.6781793;-35.57807855764607
1739209767.6781814;-45.120503652039325
1739209767.6781833;-45.120503652039325
1739209767.6781855;-45.120503652039325
1739209767.6781876;-38.13080360867914
1739209767.6781895;-38.13080360867914
1739209767.6781917;-45.120503652039325
1739209767.6781936;-38.13080360867914
1739209767.6781957;-38.13080360867914
1739209767.6781979;-38.13080360867914
1739209767.6781998;-45.120503652039325
1739209767.678202;-38.13080360867914
1739209767.678204;-45.120503652039325
1739209767.678206;-38.13080360867914
1739209767.678208;-31.141103565318893
1739209767.67821;-22.84163660590256
1739209767.6782122;-32.81601443825658
1739209767.6782143;-24.746238672633048
1739209767.6782162;-45.120503652039325
1739209767.6782184;-45.120503652039325
1739209767.6782205;-45.120503652039325
1739209767.6782224;-35.57807855764607
1739209767.6782246;-38.13080360867914
1739209767.6782265;-38.13080360867914
1739209767.6782286;-45.120503652039325
1739209767.6782308;-23.506823629689542
1739209767.6782327;-38.13080360867914
1739209767.6782348;-45.120503652039325
1739209767.678237;-45.120503652039325
1739209767.6782389;-45.120503652039325
1739209767.678241;-45.120503652039325
1739209767.678243;-45.120503652039325
1739209767.678245;-45.120503652039325
1739209767.6782472;-33.981070128970956
1739209767.6782491;-45.120503652039325
1739209767.6782513;-45.120503652039325
1739209767.6782534;-38.13080360867914
1739209767.6782553;-45.120503652039325
1739209767.6782575;-45.120503652039325
1739209767.6782594;-38.13080360867914
1739209767.6782615;-45.120503652039325
1739209767.6782637;-33.981070128970906
1739209767.6782656;-35.57807855764607
1739209767.6782677;-38.13080360867914
1739209767.6782699;-45.120503652039325
1739209767.6782718;-25.826314394896354
1739209767.678274;-31.141103565318893
1739209767.6782758;-45.120503652039325
1739209767.678278;-45.120503652039325
1739209767.67828;-35.57807855764607
1739209767.678282;-38.13080360867914
1739209767.6782842;-45.120503652039325
1739209767.6782863;-38.13080360867914
1739209767.6782882;-45.120503652039325
1739209767.6782904;-45.120503652039325
1739209767.6782923;-35.57807855764607
1739209767.6782944;-45.120503652039325
1739209767.6782966;-38.13080360867914
1739209767.6782985;-45.120503652039325
1739209767.6783006;-45.120503652039325
1739209767.6783028;-38.13080360867914
1739209767.6783047;-38.13080360867914
1739209767.6783068;-38.13080360867914
1739209767.6783087;-45.120503652039325
1739209767.6783109;-45.120503652039325
1739209767.678313;-45.120503652039325
1739209767.678315;-45.120503652039325
1739209767.678317;-45.120503652039325
1739209767.6783192;-45.120503652039325
1739209767.6783211;-28.21854285175415
1739209767.6783233;-29.438486411369333
1739209767.6783252;-45.120503652039325
1739209767.6783273;-45.120503652039325
1739209767.6783295;-35.57807855764607
1739209767.6783314;-38.13080360867914
1739209767.6783335;-45.120503652039325
1739209767.6783357;-45.120503652039325
