CAN Message; 0x1bb:0000e91b33ce422d
Timestamp;Amplitude
1739209723.323934;-45.120503652039325
1739209723.3239427;-33.981070128970906
1739209723.3239512;-30.49652367304973
1739209723.3239598;-33.981070128970906
1739209723.3239684;-45.120503652039325
1739209723.323977;-38.13080360867914
1739209723.3239856;-33.981070128970906
1739209723.3239942;-38.13080360867914
1739209723.3240027;-38.13080360867914
1739209723.3240113;-38.13080360867914
1739209723.32402;-33.981070128970906
1739209723.3240285;-45.120503652039325
1739209723.324037;-45.120503652039325
1739209723.3240457;-45.120503652039325
1739209723.3240542;-45.120503652039325
1739209723.324063;-38.13080360867914
1739209723.3240716;-35.57807855764607
1739209723.3240802;-38.13080360867914
1739209723.3240888;-45.120503652039325
1739209723.3240974;-45.120503652039325
1739209723.324106;-45.120503652039325
1739209723.3241146;-38.13080360867914
1739209723.3241231;-38.13080360867914
1739209723.3241317;-45.120503652039325
1739209723.3241403;-38.13080360867914
1739209723.324149;-35.57807855764607
1739209723.3241575;-33.981070128970906
1739209723.324166;-33.981070128970906
1739209723.3241746;-38.13080360867914
1739209723.3241832;-45.120503652039325
1739209723.3241918;-38.13080360867914
1739209723.3242004;-35.57807855764607
1739209723.324209;-38.13080360867914
1739209723.3242176;-45.120503652039325
1739209723.3242261;-38.13080360867914
1739209723.3242347;-45.120503652039325
1739209723.3242433;-38.13080360867914
1739209723.324252;-38.13080360867914
1739209723.3242605;-38.13080360867914
1739209723.324269;-45.120503652039325
1739209723.3242776;-45.120503652039325
1739209723.3242862;-38.13080360867914
1739209723.3242948;-38.13080360867914
1739209723.3243034;-38.13080360867914
1739209723.324312;-45.120503652039325
1739209723.3243206;-45.120503652039325
1739209723.3243294;-45.120503652039325
1739209723.324338;-35.57807855764607
1739209723.3243465;-45.120503652039325
1739209723.3243551;-38.13080360867914
1739209723.3243637;-45.120503652039325
1739209723.3243723;-45.120503652039325
1739209723.3243809;-45.120503652039325
1739209723.3243895;-45.120503652039325
1739209723.324398;-38.13080360867914
1739209723.3244066;-45.120503652039325
1739209723.3244152;-38.13080360867914
1739209723.3244238;-45.120503652039325
1739209723.3244324;-35.57807855764607
1739209723.324441;-45.120503652039325
1739209723.3244495;-45.120503652039325
1739209723.3244581;-38.13080360867914
1739209723.3244667;-45.120503652039325
1739209723.3244753;-45.120503652039325
1739209723.3244839;-45.120503652039325
1739209723.3244925;-35.57807855764607
1739209723.324501;-33.981070128970906
1739209723.3245096;-31.141103565318893
1739209723.3245182;-35.57807855764607
1739209723.3245268;-38.13080360867914
1739209723.3245354;-38.13080360867914
1739209723.324544;-38.13080360867914
1739209723.3245525;-38.13080360867914
1739209723.324561;-38.13080360867914
1739209723.3245697;-38.13080360867914
1739209723.3245783;-38.13080360867914
1739209723.3245869;-38.13080360867914
1739209723.3245957;-33.981070128970906
1739209723.3246043;-33.981070128970906
1739209723.3246129;-45.120503652039325
1739209723.3246214;-45.120503652039325
1739209723.32463;-35.57807855764607
1739209723.3246386;-38.13080360867914
1739209723.3246472;-45.120503652039325
1739209723.3246558;-45.120503652039325
1739209723.3246644;-35.57807855764607
1739209723.324673;-38.13080360867914
1739209723.3246815;-38.13080360867914
1739209723.32469;-38.13080360867914
1739209723.3246987;-35.57807855764607
1739209723.3247073;-38.13080360867914
1739209723.3247159;-30.49652367304973
1739209723.3247244;-32.816014438256545
1739209723.324733;-45.120503652039325
1739209723.3247416;-35.57807855764607
1739209723.3247502;-38.13080360867914
1739209723.3247588;-35.57807855764607
1739209723.3247674;-38.13080360867914
1739209723.324776;-35.57807855764607
1739209723.3247845;-45.120503652039325
1739209723.324793;-33.981070128970956
1739209723.3248017;-32.816014438256545
1739209723.3248103;-38.13080360867914
1739209723.3248188;-45.120503652039325
1739209723.3248274;-45.120503652039325
1739209723.324836;-38.13080360867914
1739209723.3248446;-38.13080360867914
1739209723.3248532;-31.141103565318893
1739209723.324862;-32.816014438256545
1739209723.3248706;-38.13080360867914
1739209723.3248792;-45.120503652039325
1739209723.3248878;-45.120503652039325
1739209723.3248963;-45.120503652039325
1739209723.324905;-45.120503652039325
1739209723.3249135;-45.120503652039325
1739209723.324922;-38.13080360867914
1739209723.3249307;-38.13080360867914
1739209723.3249393;-38.13080360867914
1739209723.3249478;-38.13080360867914
1739209723.3249564;-45.120503652039325
1739209723.324965;-38.13080360867914
1739209723.3249736;-38.13080360867914
1739209723.3249822;-45.120503652039325
1739209723.3249907;-45.120503652039325
1739209723.3249993;-38.13080360867914
1739209723.325008;-45.120503652039325
1739209723.3250165;-38.13080360867914
1739209723.325025;-45.120503652039325
1739209723.3250337;-45.120503652039325
1739209723.3250422;-35.57807855764607
1739209723.3250508;-38.13080360867914
1739209723.3250594;-32.816014438256545
1739209723.325068;-26.991370085610722
1739209723.3250766;-38.13080360867914
1739209723.3250852;-45.120503652039325
1739209723.3250937;-38.13080360867914
1739209723.3251023;-32.816014438256545
1739209723.325111;-45.120503652039325
1739209723.3251195;-35.57807855764607
1739209723.3251283;-38.13080360867914
1739209723.325137;-32.81601443825658
1739209723.3251455;-38.13080360867914
1739209723.325154;-38.13080360867914
1739209723.3251626;-45.120503652039325
1739209723.3251712;-38.13080360867914
1739209723.3251798;-38.13080360867914
1739209723.3251884;-45.120503652039325
1739209723.325197;-38.13080360867914
1739209723.3252056;-33.981070128970906
1739209723.3252141;-45.120503652039325
1739209723.3252227;-38.13080360867914
1739209723.3252313;-38.13080360867914
1739209723.32524;-45.120503652039325
1739209723.3252485;-38.13080360867914
1739209723.325257;-38.13080360867914
1739209723.3252656;-38.13080360867914
1739209723.3252742;-33.981070128970906
1739209723.3252828;-45.120503652039325
1739209723.3252914;-38.13080360867914
1739209723.3253;-38.13080360867914
1739209723.3253086;-35.57807855764607
1739209723.3253171;-38.13080360867914
1739209723.3253257;-45.120503652039325
1739209723.3253343;-45.120503652039325
1739209723.325343;-38.13080360867914
1739209723.3253515;-45.120503652039325
1739209723.32536;-38.13080360867914
1739209723.3253686;-38.13080360867914
1739209723.3253772;-45.120503652039325
1739209723.3253858;-45.120503652039325
1739209723.3253946;-38.13080360867914
1739209723.3254032;-45.120503652039325
1739209723.3254118;-28.992665084841942
1739209723.3254204;-35.57807855764607
1739209723.325429;-45.120503652039325
1739209723.3254375;-38.13080360867914
1739209723.3254461;-30.49652367304973
1739209723.3254547;-38.13080360867914
1739209723.3254633;-45.120503652039325
1739209723.3254719;-45.120503652039325
1739209723.3254805;-33.981070128970906
1739209723.325489;-45.120503652039325
1739209723.3254976;-45.120503652039325
1739209723.3255062;-45.120503652039325
1739209723.3255148;-45.120503652039325
1739209723.3255234;-45.120503652039325
1739209723.325532;-45.120503652039325
1739209723.3255405;-38.13080360867914
1739209723.3255491;-38.13080360867914
1739209723.3255577;-35.57807855764607
1739209723.3255663;-38.13080360867914
1739209723.3255749;-45.120503652039325
1739209723.3255835;-38.13080360867914
1739209723.325592;-38.13080360867914
1739209723.3256006;-38.13080360867914
1739209723.3256092;-45.120503652039325
1739209723.3256178;-38.13080360867914
1739209723.3256264;-38.13080360867914
1739209723.325635;-38.13080360867914
1739209723.3256435;-38.13080360867914
1739209723.3256521;-45.120503652039325
1739209723.325661;-45.120503652039325
1739209723.3256695;-45.120503652039325
1739209723.325678;-45.120503652039325
1739209723.3256867;-45.120503652039325
1739209723.3256953;-38.13080360867914
1739209723.3257039;-38.13080360867914
1739209723.3257124;-38.13080360867914
1739209723.325721;-38.13080360867914
1739209723.3257296;-45.120503652039325
1739209723.3257382;-45.120503652039325
1739209723.3257468;-45.120503652039325
1739209723.3257554;-38.13080360867914
1739209723.325764;-28.992665084841942
1739209723.3257725;-38.13080360867914
1739209723.325781;-38.13080360867914
1739209723.3257897;-45.120503652039325
1739209723.3257983;-31.141103565318893
1739209723.3258069;-32.816014438256545
1739209723.3258154;-45.120503652039325
1739209723.325824;-45.120503652039325
1739209723.3258326;-45.120503652039325
1739209723.3258412;-33.981070128970906
1739209723.3258498;-45.120503652039325
1739209723.3258584;-45.120503652039325
1739209723.325867;-45.120503652039325
1739209723.3258755;-33.981070128970906
1739209723.325884;-45.120503652039325
1739209723.3258927;-38.13080360867914
1739209723.3259013;-31.141103565318915
1739209723.3259099;-38.13080360867914
1739209723.3259184;-45.120503652039325
1739209723.3259273;-45.120503652039325
1739209723.3259358;-32.816014438256545
1739209723.3259444;-38.13080360867914
1739209723.325953;-38.13080360867914
1739209723.3259616;-38.13080360867914
1739209723.3259702;-35.57807855764607
1739209723.3259788;-38.13080360867914
1739209723.3259873;-45.120503652039325
1739209723.325996;-45.120503652039325
1739209723.3260045;-45.120503652039325
1739209723.326013;-45.120503652039325
1739209723.3260217;-45.120503652039325
1739209723.3260303;-45.120503652039325
1739209723.3260388;-45.120503652039325
1739209723.3260474;-38.13080360867914
1739209723.326056;-38.13080360867914
1739209723.3260646;-38.13080360867914
1739209723.3260732;-38.13080360867914
1739209723.3260818;-45.120503652039325
1739209723.3260903;-45.120503652039325
1739209723.326099;-38.13080360867914
1739209723.3261075;-28.58837851428586
1739209723.326116;-35.57807855764607
1739209723.3261247;-45.120503652039325
1739209723.3261333;-45.120503652039325
1739209723.3261418;-35.57807855764607
1739209723.3261504;-35.57807855764607
1739209723.326159;-45.120503652039325
1739209723.3261676;-38.13080360867914
1739209723.3261762;-38.13080360867914
1739209723.3261847;-45.120503652039325
1739209723.3261936;-35.57807855764607
1739209723.3262022;-38.13080360867914
1739209723.3262107;-45.120503652039325
1739209723.3262193;-38.13080360867914
1739209723.326228;-38.13080360867914
1739209723.3262365;-45.120503652039325
1739209723.326245;-30.49652367304973
1739209723.3262537;-32.816014438256545
1739209723.3262622;-45.120503652039325
1739209723.3262708;-38.13080360867914
1739209723.3262794;-30.49652367304973
1739209723.326288;-38.13080360867914
1739209723.3262966;-38.13080360867914
1739209723.3263052;-38.13080360867914
1739209723.3263137;-31.141103565318893
1739209723.3263223;-38.13080360867914
1739209723.326331;-45.120503652039325
1739209723.3263395;-38.13080360867914
1739209723.326348;-30.49652367304973
1739209723.3263566;-35.57807855764607
1739209723.3263652;-45.120503652039325
1739209723.3263738;-35.57807855764607
1739209723.3263824;-45.120503652039325
1739209723.326391;-45.120503652039325
1739209723.3263996;-38.13080360867914
