CAN Message; 0x150:020084ba8c37c70d
1739209667.0978112;-45.120503652039325
1739209667.0978143;-45.120503652039325
1739209667.0978172;-45.120503652039325
1739209667.09782;-45.120503652039325
1739209667.097823;-45.120503652039325
1739209667.0978258;-38.13080360867914
1739209667.0978289;-35.57807855764607
1739209667.0978317;-38.13080360867914
1739209667.0978346;-45.120503652039325
1739209667.0978374;-45.120503652039325
1739209667.0978403;-45.120503652039325
1739209667.0978434;-35.57807855764607
1739209667.0978463;-45.120503652039325
1739209667.0978491;-45.120503652039325
1739209667.097852;-33.981070128970906
1739209667.0978549;-45.120503652039325
1739209667.097858;-32.816014438256545
1739209667.0978608;-45.120503652039325
1739209667.0978637;-45.120503652039325
1739209667.0978665;-38.13080360867914
1739209667.0978696;-45.120503652039325
1739209667.0978725;-45.120503652039325
1739209667.0978754;-45.120503652039325
1739209667.0978782;-45.120503652039325
1739209667.097881;-45.120503652039325
1739209667.0978842;-45.120503652039325
1739209667.097887;-45.120503652039325
1739209667.09789;-38.13080360867914
1739209667.0978928;-45.120503652039325
1739209667.0978956;-45.120503652039325
1739209667.0978987;-45.120503652039325
1739209667.0979016;-38.13080360867914
1739209667.0979044;-33.981070128970906
1739209667.0979073;-45.120503652039325
1739209667.0979102;-45.120503652039325
1739209667.0979133;-45.120503652039325
1739209667.0979161;-38.13080360867914
1739209667.097919;-38.13080360867914
1739209667.0979218;-38.13080360867914
1739209667.0979247;-45.120503652039325
1739209667.0979278;-45.120503652039325
1739209667.0979307;-45.120503652039325
1739209667.0979335;-45.120503652039325
1739209667.0979364;-38.13080360867914
1739209667.0979395;-45.120503652039325
1739209667.0979424;-38.13080360867914
1739209667.0979452;-38.13080360867914
1739209667.097948;-45.120503652039325
1739209667.097951;-29.438486411369333
1739209667.097954;-38.13080360867914
1739209667.097957;-45.120503652039325
1739209667.0979598;-45.120503652039325
1739209667.0979626;-35.57807855764607
1739209667.0979655;-35.57807855764607
1739209667.0979686;-45.120503652039325
1739209667.0979714;-38.13080360867914
1739209667.0979743;-45.120503652039325
1739209667.0979772;-38.13080360867914
1739209667.09798;-38.13080360867914
1739209667.0979831;-38.13080360867914
1739209667.097986;-38.13080360867914
1739209667.0979888;-33.981070128970906
1739209667.0979917;-45.120503652039325
1739209667.0979948;-45.120503652039325
1739209667.0979977;-32.816014438256545
1739209667.0980005;-38.13080360867914
1739209667.0980034;-45.120503652039325
1739209667.0980062;-45.120503652039325
1739209667.0980093;-30.49652367304973
1739209667.0980122;-38.13080360867914
1739209667.098015;-38.13080360867914
1739209667.098018;-32.816014438256545
1739209667.0980208;-45.120503652039325
1739209667.098024;-38.13080360867914
1739209667.0980268;-45.120503652039325
1739209667.0980296;-45.120503652039325
1739209667.0980325;-45.120503652039325
1739209667.0980353;-45.120503652039325
1739209667.0980384;-38.13080360867914
1739209667.0980413;-45.120503652039325
1739209667.0980442;-35.57807855764607
1739209667.098047;-33.981070128970906
1739209667.0980499;-45.120503652039325
1739209667.098053;-38.13080360867914
1739209667.0980558;-38.13080360867914
1739209667.0980587;-38.13080360867914
1739209667.0980616;-38.13080360867914
1739209667.0980647;-38.13080360867914
1739209667.0980675;-38.13080360867914
1739209667.0980704;-45.120503652039325
1739209667.0980732;-45.120503652039325
1739209667.098076;-45.120503652039325
1739209667.0980792;-45.120503652039325
1739209667.098082;-45.120503652039325
1739209667.098085;-35.57807855764607
1739209667.0980878;-38.13080360867914
1739209667.0980906;-45.120503652039325
1739209667.0980937;-45.120503652039325
1739209667.0980966;-35.57807855764607
1739209667.0980995;-38.13080360867914
1739209667.0981023;-35.57807855764607
1739209667.0981052;-35.57807855764607
1739209667.0981083;-45.120503652039325
1739209667.0981112;-45.120503652039325
1739209667.098114;-32.816014438256545
1739209667.0981169;-30.49652367304973
1739209667.0981197;-45.120503652039325
1739209667.0981228;-38.13080360867914
1739209667.0981257;-35.57807855764607
1739209667.0981286;-38.13080360867914
1739209667.0981314;-45.120503652039325
1739209667.0981345;-38.13080360867914
1739209667.0981374;-45.120503652039325
1739209667.0981402;-45.120503652039325
1739209667.098143;-35.57807855764607
1739209667.098146;-45.120503652039325
1739209667.098149;-45.120503652039325
1739209667.098152;-45.120503652039325
1739209667.0981548;-33.981070128970906
1739209667.0981576;-45.120503652039325
1739209667.0981605;-32.816014438256545
1739209667.0981636;-28.58837851428586
1739209667.0981665;-45.120503652039325
1739209667.0981693;-38.13080360867914
1739209667.0981722;-35.57807855764607
1739209667.098175;-32.816014438256545
1739209667.0981781;-38.13080360867914
1739209667.098181;-38.13080360867914
1739209667.0981839;-38.13080360867914
1739209667.0981867;-38.13080360867914
1739209667.0981898;-45.120503652039325
1739209667.0981927;-38.13080360867914
1739209667.0981956;-38.13080360867914
1739209667.0981984;-45.120503652039325
1739209667.0982013;-45.120503652039325
1739209667.0982044;-45.120503652039325
1739209667.0982072;-32.816014438256545
1739209667.09821;-33.981070128970906
1739209667.098213;-45.120503652039325
1739209667.0982158;-45.120503652039325
1739209667.098219;-38.13080360867914
1739209667.0982218;-38.13080360867914
1739209667.0982246;-45.120503652039325
1739209667.0982275;-38.13080360867914
1739209667.0982304;-38.13080360867914
1739209667.0982335;-38.13080360867914
1739209667.0982363;-45.120503652039325
1739209667.0982392;-38.13080360867914
1739209667.098242;-38.13080360867914
1739209667.098245;-38.13080360867914
1739209667.098248;-45.120503652039325
1739209667.0982509;-45.120503652039325
1739209667.0982537;-45.120503652039325
1739209667.0982566;-45.120503652039325
1739209667.0982597;-45.120503652039325
1739209667.0982625;-45.120503652039325
1739209667.0982654;-35.57807855764607
1739209667.0982683;-35.57807855764607
1739209667.0982711;-45.120503652039325
1739209667.0982742;-38.13080360867914
1739209667.098277;-38.13080360867914
1739209667.09828;-33.981070128970906
1739209667.0982828;-38.13080360867914
1739209667.0982857;-45.120503652039325
1739209667.0982888;-45.120503652039325
1739209667.0982916;-38.13080360867914
1739209667.0982945;-45.120503652039325
1739209667.0982974;-45.120503652039325
1739209667.0983002;-35.57807855764607
1739209667.0983033;-33.981070128970906
1739209667.0983062;-45.120503652039325
1739209667.098309;-38.13080360867914
1739209667.098312;-38.13080360867914
1739209667.0983148;-45.120503652039325
1739209667.0983179;-45.120503652039325
1739209667.0983207;-38.13080360867914
1739209667.0983236;-33.981070128970906
1739209667.0983264;-31.141103565318915
1739209667.0983295;-38.13080360867914
1739209667.0983324;-45.120503652039325
1739209667.0983353;-45.120503652039325
1739209667.0983381;-38.13080360867914
1739209667.098341;-45.120503652039325
1739209667.098344;-38.13080360867914
1739209667.098347;-38.13080360867914
1739209667.0983498;-38.13080360867914
1739209667.0983527;-38.13080360867914
1739209667.0983555;-45.120503652039325
1739209667.0983586;-32.816014438256545
1739209667.0983615;-45.120503652039325
1739209667.0983644;-45.120503652039325
1739209667.0983672;-45.120503652039325
1739209667.09837;-33.981070128970906
1739209667.0983732;-33.981070128970906
1739209667.098376;-33.981070128970906
1739209667.098379;-38.13080360867914
1739209667.0983818;-38.13080360867914
1739209667.0983849;-33.981070128970906
1739209667.0983877;-38.13080360867914
1739209667.0983906;-38.13080360867914
1739209667.0983934;-38.13080360867914
1739209667.0983963;-31.141103565318915
1739209667.0983994;-31.141103565318915
1739209667.0984023;-45.120503652039325
1739209667.0984051;-35.57807855764607
1739209667.098408;-35.57807855764607
1739209667.0984108;-45.120503652039325
1739209667.098414;-45.120503652039325
1739209667.0984168;-38.13080360867914
1739209667.0984197;-33.981070128970906
1739209667.0984225;-35.57807855764607
1739209667.0984254;-38.13080360867914
1739209667.0984285;-38.13080360867914
1739209667.0984313;-38.13080360867914
1739209667.0984342;-38.13080360867914
1739209667.098437;-33.981070128970906
1739209667.09844;-38.13080360867914
1739209667.098443;-31.141103565318915
1739209667.098446;-28.992665084841942
1739209667.0984488;-45.120503652039325
1739209667.0984516;-35.57807855764607
1739209667.0984547;-35.57807855764607
1739209667.0984576;-45.120503652039325
1739209667.0984604;-45.120503652039325
1739209667.0984633;-38.13080360867914
1739209667.0984662;-38.13080360867914
1739209667.0984693;-35.57807855764607
1739209667.098472;-38.13080360867914
1739209667.098475;-35.57807855764607
1739209667.0984778;-33.981070128970906
1739209667.0984807;-38.13080360867914
1739209667.0984838;-38.13080360867914
1739209667.0984867;-35.57807855764607
1739209667.0984895;-35.57807855764607
1739209667.0984924;-28.992665084841942
1739209667.0984952;-38.13080360867914
1739209667.0984983;-35.57807855764607
1739209667.0985012;-35.57807855764607
1739209667.098504;-38.13080360867914
1739209667.098507;-45.120503652039325
1739209667.0985098;-45.120503652039325
1739209667.098513;-45.120503652039325
1739209667.0985157;-38.13080360867914
1739209667.0985186;-45.120503652039325
1739209667.0985215;-45.120503652039325
1739209667.0985246;-45.120503652039325
1739209667.0985274;-45.120503652039325
1739209667.0985303;-45.120503652039325
1739209667.0985332;-38.13080360867914
1739209667.098536;-35.57807855764607
1739209667.098539;-30.49652367304973
1739209667.098542;-38.13080360867914
1739209667.0985448;-45.120503652039325
1739209667.0985477;-38.13080360867914
1739209667.0985506;-38.13080360867914
1739209667.0985537;-45.120503652039325
1739209667.0985565;-35.57807855764607
1739209667.0985594;-33.981070128970906
1739209667.0985622;-33.981070128970956
1739209667.098565;-45.120503652039325
1739209667.0985682;-35.57807855764607
1739209667.098571;-38.13080360867914
1739209667.098574;-45.120503652039325
1739209667.0985768;-38.13080360867914
1739209667.09858;-38.13080360867914
1739209667.0985827;-38.13080360867914
1739209667.0985856;-35.57807855764607
1739209667.0985885;-38.13080360867914
1739209667.0985913;-32.816014438256545
1739209667.0985944;-38.13080360867914
1739209667.0985973;-45.120503652039325
1739209667.0986001;-38.13080360867914
1739209667.098603;-38.13080360867914
1739209667.0986059;-33.981070128970906
1739209667.098609;-38.13080360867914
1739209667.0986118;-38.13080360867914
1739209667.0986147;-45.120503652039325
1739209667.0986176;-38.13080360867914
1739209667.0986204;-35.57807855764607
1739209667.0986235;-38.13080360867914
1739209667.0986264;-38.13080360867914
1739209667.0986292;-45.120503652039325
1739209667.098632;-45.120503652039325
1739209667.098635;-45.120503652039325
1739209667.098638;-45.120503652039325
1739209667.098641;-38.13080360867914
1739209667.0986438;-45.120503652039325
1739209667.0986466;-38.13080360867914
1739209667.0986497;-38.13080360867914
1739209667.0986526;-45.120503652039325
1739209667.0986555;-35.57807855764607
1739209667.0986583;-45.120503652039325
1739209667.0986612;-45.120503652039325
1739209667.0986643;-38.13080360867914
1739209667.0986671;-35.57807855764607
1739209667.09867;-45.120503652039325
1739209667.0986729;-45.120503652039325
1739209667.0986757;-38.13080360867914
1739209667.0986788;-38.13080360867914
1739209667.0986817;-38.13080360867914
1739209667.0986845;-35.57807855764607
1739209667.0986874;-38.13080360867914
1739209667.0986903;-45.120503652039325
1739209667.0986934;-33.981070128970906
1739209667.0986962;-45.120503652039325
1739209667.098699;-45.120503652039325
1739209667.098702;-32.816014438256545
1739209667.0987048;-38.13080360867914
1739209667.098708;-45.120503652039325
1739209667.0987108;-45.120503652039325
1739209667.0987136;-45.120503652039325
1739209667.0987165;-38.13080360867914
1739209667.0987196;-38.13080360867914
1739209667.0987225;-45.120503652039325
1739209667.0987253;-45.120503652039325
1739209667.0987282;-45.120503652039325
1739209667.098731;-38.13080360867914
1739209667.0987341;-32.816014438256545
1739209667.098737;-38.13080360867914
1739209667.0987399;-38.13080360867914
1739209667.0987427;-35.57807855764607
1739209667.0987456;-38.13080360867914
1739209667.0987487;-38.13080360867914
1739209667.0987515;-45.120503652039325
1739209667.0987544;-38.13080360867914
1739209667.0987573;-45.120503652039325
1739209667.0987601;-45.120503652039325
1739209667.0987632;-38.13080360867914
1739209667.098766;-38.13080360867914
1739209667.098769;-38.13080360867914
1739209667.0987718;-38.13080360867914
1739209667.098775;-45.120503652039325
1739209667.0987778;-38.13080360867914
1739209667.0987806;-35.57807855764607
1739209667.0987835;-45.120503652039325
1739209667.0987864;-45.120503652039325
1739209667.0987895;-38.13080360867914
1739209667.0987923;-38.13080360867914
1739209667.0987952;-45.120503652039325
1739209667.098798;-45.120503652039325
1739209667.098801;-38.13080360867914
1739209667.098804;-45.120503652039325
1739209667.0988069;-45.120503652039325
1739209667.0988097;-45.120503652039325
1739209667.0988126;-38.13080360867914
1739209667.0988154;-38.13080360867914
1739209667.0988185;-38.13080360867914
1739209667.0988214;-45.120503652039325
1739209667.0988243;-32.816014438256545
1739209667.0988271;-38.13080360867914
1739209667.09883;-38.13080360867914
1739209667.098833;-38.13080360867914
1739209667.098836;-38.13080360867914
1739209667.0988388;-33.981070128970906
1739209667.0988417;-45.120503652039325
1739209667.0988448;-38.13080360867914
1739209667.0988476;-38.13080360867914
1739209667.0988505;-45.120503652039325
1739209667.0988533;-45.120503652039325
1739209667.0988562;-45.120503652039325
1739209667.0988593;-45.120503652039325
1739209667.0988622;-45.120503652039325
1739209667.098865;-38.13080360867914
1739209667.098868;-33.981070128970906
1739209667.0988708;-33.981070128970906
1739209667.0988739;-38.13080360867914
1739209667.0988767;-45.120503652039325
1739209667.0988796;-35.57807855764607
1739209667.0988824;-38.13080360867914
1739209667.0988853;-38.13080360867914
1739209667.0988884;-45.120503652039325
1739209667.0988913;-45.120503652039325
1739209667.0988941;-38.13080360867914
1739209667.098897;-38.13080360867914
1739209667.0988998;-45.120503652039325
1739209667.098903;-38.13080360867914
1739209667.0989058;-45.120503652039325
1739209667.0989087;-38.13080360867914
1739209667.0989115;-45.120503652039325
1739209667.0989146;-38.13080360867914
1739209667.0989175;-35.57807855764607
1739209667.0989203;-38.13080360867914
1739209667.0989232;-45.120503652039325
1739209667.098926;-38.13080360867914
1739209667.0989292;-38.13080360867914
1739209667.098932;-33.981070128970906
1739209667.098935;-45.120503652039325
1739209667.0989377;-38.13080360867914
1739209667.0989406;-32.816014438256545
1739209667.0989437;-38.13080360867914
1739209667.0989466;-45.120503652039325
1739209667.0989494;-45.120503652039325
1739209667.0989523;-38.13080360867914
1739209667.0989552;-38.13080360867914
1739209667.0989583;-45.120503652039325
1739209667.098961;-45.120503652039325
1739209667.098964;-38.13080360867914
1739209667.0989668;-38.13080360867914
1739209667.09897;-45.120503652039325
1739209667.0989728;-45.120503652039325
1739209667.0989757;-38.13080360867914
1739209667.0989785;-38.13080360867914
1739209667.0989814;-45.120503652039325
1739209667.0989845;-38.13080360867914
1739209667.0989873;-28.992665084841942
1739209667.0989902;-38.13080360867914
1739209667.098993;-45.120503652039325
1739209667.098996;-45.120503652039325
1739209667.098999;-35.57807855764607
1739209667.099002;-38.13080360867914
1739209667.0990047;-38.13080360867914
1739209667.0990076;-45.120503652039325
1739209667.0990105;-35.57807855764607
1739209667.0990136;-31.141103565318915
1739209667.0990164;-45.120503652039325
1739209667.0990193;-45.120503652039325
1739209667.0990222;-45.120503652039325
1739209667.099025;-33.981070128970906
1739209667.099028;-45.120503652039325
1739209667.099031;-33.981070128970906
1739209667.0990338;-27.8777449560314
1739209667.0990367;-33.981070128970906
1739209667.0990398;-45.120503652039325
1739209667.0990427;-45.120503652039325
1739209667.0990455;-38.13080360867914
1739209667.0990484;-45.120503652039325
1739209667.0990512;-45.120503652039325
1739209667.0990543;-45.120503652039325
1739209667.0990572;-38.13080360867914
1739209667.09906;-38.13080360867914
1739209667.099063;-45.120503652039325
1739209667.0990658;-38.13080360867914
1739209667.0990689;-45.120503652039325
1739209667.0990717;-33.981070128970906
1739209667.0990746;-45.120503652039325
1739209667.0990775;-38.13080360867914
1739209667.0990803;-30.49652367304973
1739209667.0990834;-38.13080360867914
1739209667.0990863;-45.120503652039325
1739209667.0990891;-38.13080360867914
1739209667.099092;-35.57807855764607
1739209667.0990949;-38.13080360867914
1739209667.099098;-45.120503652039325
1739209667.0991008;-45.120503652039325
1739209667.0991037;-32.816014438256545
1739209667.0991066;-38.13080360867914
1739209667.0991096;-45.120503652039325
1739209667.0991125;-45.120503652039325
1739209667.0991154;-35.57807855764607
1739209667.0991182;-38.13080360867914
1739209667.099121;-45.120503652039325
1739209667.0991242;-45.120503652039325
1739209667.099127;-38.13080360867914
1739209667.09913;-38.13080360867914
1739209667.0991328;-45.120503652039325
1739209667.0991356;-45.120503652039325
1739209667.0991387;-45.120503652039325
1739209667.0991416;-45.120503652039325
1739209667.0991445;-45.120503652039325
1739209667.0991473;-45.120503652039325
1739209667.0991502;-29.438486411369333
1739209667.0991533;-38.13080360867914
1739209667.0991561;-38.13080360867914
1739209667.099159;-35.57807855764607
1739209667.0991619;-45.120503652039325
1739209667.099165;-45.120503652039325
1739209667.0991678;-45.120503652039325
1739209667.0991707;-33.981070128970906
1739209667.0991735;-45.120503652039325
1739209667.0991764;-45.120503652039325
1739209667.0991795;-38.13080360867914
1739209667.0991824;-38.13080360867914
1739209667.0991852;-38.13080360867914
1739209667.099188;-33.981070128970906
1739209667.099191;-45.120503652039325
1739209667.099194;-45.120503652039325
1739209667.099197;-26.991370085610736
1739209667.0991998;-31.141103565318893
1739209667.0992026;-45.120503652039325
1739209667.0992055;-38.13080360867914
1739209667.0992086;-32.816014438256545
1739209667.0992115;-33.981070128970906
1739209667.0992143;-45.120503652039325
1739209667.0992172;-38.13080360867914
1739209667.09922;-45.120503652039325
1739209667.0992231;-45.120503652039325
1739209667.099226;-38.13080360867914
1739209667.0992289;-38.13080360867914
1739209667.0992317;-45.120503652039325
1739209667.0992348;-38.13080360867914
1739209667.0992377;-38.13080360867914
1739209667.0992405;-45.120503652039325
1739209667.0992434;-30.49652367304973
1739209667.0992463;-28.992665084841942
1739209667.0992494;-38.13080360867914
1739209667.0992522;-35.57807855764607
1739209667.099255;-38.13080360867914
1739209667.099258;-45.120503652039325
1739209667.0992608;-45.120503652039325
1739209667.099264;-38.13080360867914
1739209667.0992668;-45.120503652039325
1739209667.0992696;-38.13080360867914
1739209667.0992725;-38.13080360867914
1739209667.0992754;-45.120503652039325
1739209667.0992785;-32.816014438256545
1739209667.0992813;-38.13080360867914
1739209667.0992842;-45.120503652039325
1739209667.099287;-38.13080360867914
1739209667.09929;-35.57807855764607
1739209667.099293;-38.13080360867914
1739209667.0992959;-45.120503652039325
1739209667.0992987;-38.13080360867914
1739209667.0993016;-38.13080360867914
1739209667.0993047;-45.120503652039325
1739209667.0993075;-38.13080360867914
1739209667.0993104;-35.57807855764607
1739209667.0993133;-38.13080360867914
1739209667.0993161;-38.13080360867914
1739209667.0993192;-38.13080360867914
1739209667.099322;-38.13080360867914
1739209667.099325;-38.13080360867914
1739209667.0993278;-32.816014438256545
1739209667.0993307;-31.141103565318915
1739209667.0993338;-38.13080360867914
1739209667.0993366;-45.120503652039325
1739209667.0993395;-45.120503652039325
1739209667.0993423;-38.13080360867914
1739209667.0993452;-38.13080360867914
1739209667.0993483;-38.13080360867914
1739209667.0993512;-38.13080360867914
1739209667.099354;-38.13080360867914
1739209667.099357;-45.120503652039325
1739209667.09936;-38.13080360867914
1739209667.0993629;-33.981070128970906
1739209667.0993657;-45.120503652039325
1739209667.0993686;-38.13080360867914
1739209667.0993714;-45.120503652039325
1739209667.0993745;-38.13080360867914
1739209667.0993774;-38.13080360867914
1739209667.0993803;-45.120503652039325
1739209667.099383;-45.120503652039325
1739209667.099386;-45.120503652039325
1739209667.099389;-45.120503652039325
1739209667.099392;-45.120503652039325
1739209667.0993948;-45.120503652039325
1739209667.0993977;-38.13080360867914
1739209667.0994005;-38.13080360867914
1739209667.0994036;-45.120503652039325
1739209667.0994065;-45.120503652039325
1739209667.0994093;-45.120503652039325
1739209667.0994122;-45.120503652039325
1739209667.099415;-45.120503652039325
1739209667.0994182;-38.13080360867914
1739209667.099421;-45.120503652039325
1739209667.099424;-45.120503652039325
1739209667.0994267;-45.120503652039325
1739209667.0994298;-38.13080360867914
1739209667.0994327;-35.57807855764607
1739209667.0994356;-38.13080360867914
1739209667.0994384;-45.120503652039325
1739209667.0994413;-45.120503652039325
1739209667.0994444;-33.981070128970906
1739209667.0994473;-38.13080360867914
1739209667.09945;-45.120503652039325
1739209667.099453;-45.120503652039325
1739209667.0994558;-45.120503652039325
1739209667.099459;-45.120503652039325
1739209667.0994618;-38.13080360867914
1739209667.0994647;-33.981070128970906
1739209667.0994675;-38.13080360867914
1739209667.0994704;-45.120503652039325
1739209667.0994735;-38.13080360867914
1739209667.0994763;-38.13080360867914
1739209667.0994792;-35.57807855764607
1739209667.099482;-38.13080360867914
1739209667.099485;-38.13080360867914
1739209667.099488;-38.13080360867914
1739209667.099491;-33.981070128970906
1739209667.0994937;-38.13080360867914
1739209667.0994966;-45.120503652039325
1739209667.0994997;-45.120503652039325
1739209667.0995026;-38.13080360867914
1739209667.0995054;-38.13080360867914
1739209667.0995083;-38.13080360867914
1739209667.0995111;-38.13080360867914
1739209667.0995142;-38.13080360867914
1739209667.099517;-45.120503652039325
1739209667.09952;-38.13080360867914
1739209667.0995228;-38.13080360867914
1739209667.0995257;-38.13080360867914
1739209667.0995288;-45.120503652039325
1739209667.0995317;-38.13080360867914
1739209667.0995345;-38.13080360867914
