CAN Message; 0x1b8:0200acb7d4e6fc50
Timestamp;Amplitude
1739209587.5340466;-38.13080360867914
1739209587.5340526;-31.141103565318943
1739209587.5340586;-45.120503652039325
1739209587.5340645;-35.57807855764607
1739209587.5340707;-38.13080360867914
1739209587.5340767;-45.120503652039325
1739209587.5340827;-35.57807855764607
1739209587.5340886;-45.120503652039325
1739209587.5340946;-38.13080360867914
1739209587.5341005;-26.487275050834715
1739209587.5341067;-35.57807855764607
1739209587.5341127;-45.120503652039325
1739209587.5341187;-38.13080360867914
1739209587.5341246;-33.981070128970906
1739209587.5341306;-38.13080360867914
1739209587.5341368;-35.57807855764607
1739209587.5341427;-35.57807855764607
1739209587.5341487;-45.120503652039325
1739209587.5341547;-45.120503652039325
1739209587.5341606;-35.57807855764607
1739209587.5341668;-38.13080360867914
1739209587.5341728;-45.120503652039325
1739209587.5341787;-45.120503652039325
1739209587.5341847;-45.120503652039325
1739209587.5341907;-38.13080360867914
1739209587.5341969;-45.120503652039325
1739209587.5342028;-45.120503652039325
1739209587.5342088;-45.120503652039325
1739209587.5342147;-45.120503652039325
1739209587.5342207;-45.120503652039325
1739209587.5342267;-45.120503652039325
1739209587.5342329;-45.120503652039325
1739209587.5342388;-45.120503652039325
1739209587.5342448;-28.21854285175415
1739209587.5342507;-32.816014438256545
1739209587.5342567;-45.120503652039325
1739209587.534263;-45.120503652039325
1739209587.5342689;-45.120503652039325
1739209587.5342748;-38.13080360867914
1739209587.5342808;-38.13080360867914
1739209587.5342867;-35.57807855764607
1739209587.5342927;-45.120503652039325
1739209587.534299;-45.120503652039325
1739209587.5343049;-45.120503652039325
1739209587.5343108;-45.120503652039325
1739209587.5343168;-45.120503652039325
1739209587.5343227;-45.120503652039325
1739209587.534329;-38.13080360867914
1739209587.534335;-38.13080360867914
1739209587.5343409;-35.57807855764607
1739209587.5343468;-38.13080360867914
1739209587.5343528;-35.57807855764607
1739209587.534359;-32.816014438256545
1739209587.534365;-45.120503652039325
1739209587.534371;-45.120503652039325
1739209587.5343769;-38.13080360867914
1739209587.5343828;-33.981070128970906
1739209587.534389;-38.13080360867914
1739209587.534395;-38.13080360867914
1739209587.534401;-38.13080360867914
1739209587.534407;-45.120503652039325
1739209587.5344129;-35.57807855764607
1739209587.5344188;-38.13080360867914
1739209587.534425;-45.120503652039325
1739209587.534431;-45.120503652039325
1739209587.534437;-45.120503652039325
1739209587.534443;-45.120503652039325
1739209587.5344489;-45.120503652039325
1739209587.534455;-38.13080360867914
1739209587.534461;-45.120503652039325
1739209587.534467;-45.120503652039325
1739209587.534473;-33.981070128970906
1739209587.534479;-45.120503652039325
1739209587.5344849;-35.57807855764607
1739209587.534491;-38.13080360867914
1739209587.534497;-45.120503652039325
1739209587.534503;-38.13080360867914
1739209587.534509;-38.13080360867914
1739209587.534515;-33.981070128970906
1739209587.534521;-45.120503652039325
1739209587.534527;-45.120503652039325
1739209587.534533;-45.120503652039325
1739209587.534539;-45.120503652039325
1739209587.534545;-38.13080360867914
1739209587.5345511;-33.981070128970906
1739209587.534557;-38.13080360867914
1739209587.534563;-45.120503652039325
1739209587.534569;-38.13080360867914
1739209587.534575;-45.120503652039325
1739209587.5345812;-38.13080360867914
1739209587.5345871;-35.57807855764607
1739209587.534593;-38.13080360867914
1739209587.534599;-45.120503652039325
1739209587.534605;-38.13080360867914
1739209587.534611;-38.13080360867914
1739209587.5346172;-38.13080360867914
1739209587.5346231;-35.57807855764607
1739209587.534629;-38.13080360867914
1739209587.534635;-45.120503652039325
1739209587.534641;-45.120503652039325
1739209587.5346472;-38.13080360867914
1739209587.5346532;-38.13080360867914
1739209587.5346591;-38.13080360867914
1739209587.534665;-32.816014438256545
1739209587.534671;-38.13080360867914
1739209587.534677;-45.120503652039325
1739209587.5346832;-45.120503652039325
1739209587.5346892;-38.13080360867914
1739209587.5346951;-38.13080360867914
1739209587.534701;-45.120503652039325
1739209587.534707;-45.120503652039325
1739209587.5347133;-45.120503652039325
1739209587.5347192;-45.120503652039325
1739209587.5347252;-45.120503652039325
1739209587.5347311;-38.13080360867914
1739209587.534737;-38.13080360867914
1739209587.5347433;-45.120503652039325
1739209587.5347493;-35.57807855764607
1739209587.5347552;-32.816014438256545
1739209587.5347612;-35.57807855764607
1739209587.5347672;-33.981070128970906
1739209587.5347733;-38.13080360867914
1739209587.5347793;-38.13080360867914
1739209587.5347853;-38.13080360867914
1739209587.5347912;-45.120503652039325
1739209587.5347972;-45.120503652039325
1739209587.5348032;-45.120503652039325
1739209587.5348094;-45.120503652039325
1739209587.5348153;-38.13080360867914
1739209587.5348213;-45.120503652039325
1739209587.5348272;-38.13080360867914
1739209587.5348332;-38.13080360867914
1739209587.5348394;-38.13080360867914
1739209587.5348454;-45.120503652039325
1739209587.5348513;-38.13080360867914
1739209587.5348573;-45.120503652039325
1739209587.5348632;-38.13080360867914
1739209587.5348692;-38.13080360867914
1739209587.5348754;-38.13080360867914
1739209587.5348814;-45.120503652039325
1739209587.5348873;-38.13080360867914
1739209587.5348933;-38.13080360867914
1739209587.5348992;-45.120503652039325
1739209587.5349054;-32.816014438256545
1739209587.5349114;-38.13080360867914
1739209587.5349174;-45.120503652039325
1739209587.5349233;-38.13080360867914
1739209587.5349293;-38.13080360867914
1739209587.5349355;-38.13080360867914
1739209587.5349414;-38.13080360867914
1739209587.5349474;-38.13080360867914
1739209587.5349534;-45.120503652039325
1739209587.5349593;-45.120503652039325
1739209587.5349655;-45.120503652039325
1739209587.5349715;-38.13080360867914
1739209587.5349774;-31.141103565318915
1739209587.5349834;-45.120503652039325
1739209587.5349894;-45.120503652039325
1739209587.5349953;-45.120503652039325
1739209587.5350015;-33.981070128970906
1739209587.5350075;-38.13080360867914
1739209587.5350134;-45.120503652039325
1739209587.5350194;-38.13080360867914
1739209587.5350254;-32.81601443825658
1739209587.5350316;-45.120503652039325
1739209587.5350375;-38.13080360867914
1739209587.5350435;-35.57807855764607
1739209587.5350494;-45.120503652039325
1739209587.5350554;-38.13080360867914
1739209587.5350614;-45.120503652039325
1739209587.5350676;-38.13080360867914
1739209587.5350735;-27.267205301931607
1739209587.5350795;-45.120503652039325
1739209587.5350854;-45.120503652039325
1739209587.5350914;-38.13080360867914
1739209587.5350976;-32.816014438256545
1739209587.5351036;-38.13080360867914
1739209587.5351095;-38.13080360867914
1739209587.5351155;-45.120503652039325
1739209587.5351214;-38.13080360867914
1739209587.5351276;-38.13080360867914
1739209587.5351336;-38.13080360867914
1739209587.5351396;-45.120503652039325
1739209587.5351455;-45.120503652039325
1739209587.5351515;-38.13080360867914
1739209587.5351577;-38.13080360867914
1739209587.5351636;-38.13080360867914
1739209587.5351696;-28.58837851428586
1739209587.5351756;-32.816014438256545
1739209587.5351815;-38.13080360867914
1739209587.5351875;-38.13080360867914
1739209587.5351937;-32.816014438256545
1739209587.5351996;-32.816014438256545
1739209587.5352056;-38.13080360867914
1739209587.5352116;-45.120503652039325
1739209587.5352175;-38.13080360867914
1739209587.5352237;-45.120503652039325
1739209587.5352297;-45.120503652039325
1739209587.5352356;-45.120503652039325
1739209587.5352416;-45.120503652039325
1739209587.5352476;-38.13080360867914
1739209587.5352535;-45.120503652039325
1739209587.5352597;-45.120503652039325
1739209587.5352657;-29.438486411369333
1739209587.5352716;-32.816014438256545
1739209587.5352776;-35.57807855764607
1739209587.5352836;-38.13080360867914
1739209587.5352898;-38.13080360867914
1739209587.5352957;-38.13080360867914
1739209587.5353017;-45.120503652039325
1739209587.5353076;-38.13080360867914
1739209587.5353136;-45.120503652039325
1739209587.5353198;-45.120503652039325
1739209587.5353258;-38.13080360867914
1739209587.5353317;-38.13080360867914
1739209587.5353377;-38.13080360867914
1739209587.5353436;-35.57807855764607
1739209587.5353498;-38.13080360867914
1739209587.5353558;-38.13080360867914
1739209587.5353618;-45.120503652039325
1739209587.5353677;-38.13080360867914
1739209587.5353737;-38.13080360867914
1739209587.5353796;-45.120503652039325
1739209587.5353858;-45.120503652039325
1739209587.5353918;-38.13080360867914
1739209587.5353978;-38.13080360867914
1739209587.5354037;-38.13080360867914
1739209587.5354097;-29.438486411369333
1739209587.535416;-33.981070128970906
1739209587.5354218;-45.120503652039325
1739209587.5354278;-38.13080360867914
1739209587.5354338;-32.816014438256545
1739209587.5354397;-38.13080360867914
1739209587.5354457;-45.120503652039325
1739209587.535452;-38.13080360867914
1739209587.5354578;-45.120503652039325
1739209587.5354638;-45.120503652039325
1739209587.5354698;-38.13080360867914
1739209587.5354757;-45.120503652039325
1739209587.535482;-45.120503652039325
1739209587.535488;-38.13080360867914
1739209587.5354939;-38.13080360867914
1739209587.5354998;-38.13080360867914
1739209587.5355058;-32.816014438256545
1739209587.535512;-30.49652367304973
1739209587.535518;-45.120503652039325
1739209587.535524;-38.13080360867914
1739209587.5355299;-45.120503652039325
1739209587.5355358;-30.49652367304973
1739209587.535542;-27.267205301931607
1739209587.535548;-28.992665084841967
1739209587.535554;-31.141103565318915
1739209587.53556;-32.816014438256545
1739209587.5355659;-35.57807855764607
1739209587.5355718;-45.120503652039325
1739209587.535578;-33.981070128970906
1739209587.535584;-38.13080360867914
1739209587.53559;-33.981070128970906
1739209587.535596;-38.13080360867914
1739209587.5356019;-26.487275050834715
1739209587.535608;-38.13080360867914
1739209587.535614;-23.506823629689542
1739209587.53562;-23.16150712794695
1739209587.535626;-35.57807855764607
1739209587.535632;-38.13080360867914
1739209587.5356379;-38.13080360867914
1739209587.535644;-30.49652367304973
1739209587.53565;-32.816014438256545
1739209587.535656;-38.13080360867914
1739209587.535662;-45.120503652039325
1739209587.535668;-33.981070128970906
1739209587.535674;-38.13080360867914
1739209587.53568;-32.816014438256545
1739209587.535686;-31.141103565318943
1739209587.535692;-25.25278630937684
1739209587.535698;-29.438486411369333
1739209587.5357041;-35.57807855764607
1739209587.53571;-45.120503652039325
1739209587.535716;-38.13080360867914
1739209587.535722;-30.49652367304973
1739209587.535728;-45.120503652039325
1739209587.5357342;-35.57807855764607
1739209587.5357401;-38.13080360867914
1739209587.535746;-45.120503652039325
1739209587.535752;-33.981070128970906
1739209587.535758;-26.991370085610722
1739209587.535764;-25.826314394896357
1739209587.5357702;-30.49652367304976
1739209587.5357761;-33.981070128970906
1739209587.535782;-38.13080360867914
1739209587.535788;-45.120503652039325
1739209587.535794;-27.267205301931607
1739209587.5358002;-38.13080360867914
1739209587.5358062;-33.981070128970906
1739209587.5358121;-45.120503652039325
1739209587.535818;-38.13080360867914
1739209587.535824;-45.120503652039325
1739209587.53583;-28.992665084841942
1739209587.5358362;-23.38864096791655
1739209587.5358422;-27.267205301931607
1739209587.5358481;-45.120503652039325
1739209587.535854;-45.120503652039325
1739209587.53586;-33.981070128970906
1739209587.5358663;-31.141103565318915
1739209587.5358722;-45.120503652039325
1739209587.5358782;-32.816014438256545
1739209587.5358841;-38.13080360867914
1739209587.53589;-30.49652367304973
1739209587.5358963;-32.816014438256545
1739209587.5359023;-38.13080360867914
1739209587.5359082;-24.74623867263306
1739209587.5359142;-22.740042620751332
1739209587.5359201;-45.120503652039325
1739209587.5359263;-31.141103565318915
1739209587.5359323;-25.252786309376837
1739209587.5359383;-45.120503652039325
1739209587.5359442;-33.981070128970906
1739209587.5359502;-30.49652367304973
1739209587.5359561;-38.13080360867914
1739209587.5359623;-38.13080360867914
1739209587.5359683;-45.120503652039325
1739209587.5359743;-30.49652367304973
1739209587.5359802;-31.141103565318943
1739209587.5359862;-24.746238672633048
1739209587.5359924;-26.487275050834715
1739209587.5359983;-45.120503652039325
1739209587.5360043;-28.58837851428586
1739209587.5360103;-31.141103565318915
1739209587.5360162;-45.120503652039325
1739209587.5360222;-31.141103565318915
1739209587.5360284;-33.981070128970906
1739209587.5360343;-38.13080360867914
1739209587.5360403;-31.141103565318915
1739209587.5360463;-33.981070128970906
1739209587.5360522;-31.141103565318943
1739209587.5360584;-22.54371790334745
1739209587.5360644;-24.438645034577675
1739209587.5360703;-33.981070128970956
1739209587.5360763;-38.13080360867914
1739209587.5360823;-35.57807855764607
1739209587.5360885;-35.57807855764607
1739209587.5360944;-45.120503652039325
1739209587.5361004;-38.13080360867914
1739209587.5361063;-45.120503652039325
1739209587.5361123;-45.120503652039325
1739209587.5361185;-38.13080360867914
1739209587.5361245;-30.49652367304973
1739209587.5361304;-31.141103565318943
1739209587.5361364;-23.75329798047523
1739209587.5361423;-38.13080360867914
1739209587.5361483;-45.120503652039325
1739209587.5361545;-32.81601443825658
1739209587.5361605;-45.120503652039325
1739209587.5361664;-45.120503652039325
1739209587.5361724;-45.120503652039325
1739209587.5361784;-45.120503652039325
1739209587.5361845;-45.120503652039325
1739209587.5361905;-30.49652367304973
1739209587.5361965;-38.13080360867914
1739209587.5362024;-45.120503652039325
1739209587.5362084;-45.120503652039325
1739209587.5362144;-35.57807855764607
1739209587.5362206;-38.13080360867914
1739209587.5362265;-45.120503652039325
1739209587.5362325;-33.981070128970906
1739209587.5362384;-38.13080360867914
1739209587.5362444;-45.120503652039325
1739209587.5362506;-35.57807855764607
1739209587.5362566;-38.13080360867914
1739209587.5362625;-45.120503652039325
1739209587.5362685;-38.13080360867914
1739209587.5362744;-38.13080360867914
1739209587.5362806;-45.120503652039325
1739209587.5362866;-32.816014438256545
1739209587.5362926;-33.981070128970906
1739209587.5362985;-45.120503652039325
1739209587.5363045;-38.13080360867914
1739209587.5363107;-35.57807855764607
1739209587.5363166;-38.13080360867914
1739209587.5363226;-38.13080360867914
1739209587.5363286;-38.13080360867914
1739209587.5363345;-45.120503652039325
1739209587.5363405;-45.120503652039325
1739209587.5363467;-33.981070128970906
1739209587.5363526;-38.13080360867914
1739209587.5363586;-45.120503652039325
1739209587.5363646;-45.120503652039325
1739209587.5363705;-38.13080360867914
1739209587.5363767;-38.13080360867914
1739209587.5363827;-26.991370085610736
1739209587.5363886;-35.57807855764607
1739209587.5363946;-38.13080360867914
1739209587.5364006;-35.57807855764607
1739209587.5364065;-30.49652367304973
1739209587.5364127;-33.981070128970906
1739209587.5364187;-45.120503652039325
1739209587.5364246;-38.13080360867914
1739209587.5364306;-45.120503652039325
1739209587.5364366;-45.120503652039325
1739209587.5364428;-45.120503652039325
1739209587.5364487;-45.120503652039325
1739209587.5364547;-45.120503652039325
1739209587.5364606;-45.120503652039325
1739209587.5364666;-38.13080360867914
1739209587.5364728;-38.13080360867914
1739209587.5364788;-45.120503652039325
1739209587.5364847;-38.13080360867914
1739209587.5364907;-38.13080360867914
1739209587.5364966;-38.13080360867914
1739209587.5365028;-38.13080360867914
1739209587.5365088;-38.13080360867914
1739209587.5365148;-45.120503652039325
1739209587.5365207;-38.13080360867914
1739209587.5365267;-45.120503652039325
1739209587.5365326;-38.13080360867914
1739209587.5365388;-45.120503652039325
1739209587.5365448;-45.120503652039325
1739209587.5365508;-45.120503652039325
1739209587.5365567;-45.120503652039325
1739209587.5365627;-45.120503652039325
1739209587.5365689;-45.120503652039325
1739209587.5365748;-45.120503652039325
1739209587.5365808;-38.13080360867914
1739209587.5365868;-38.13080360867914
1739209587.5365927;-38.13080360867914
1739209587.5365987;-38.13080360867914
1739209587.536605;-35.57807855764607
1739209587.5366108;-38.13080360867914
1739209587.5366168;-38.13080360867914
1739209587.5366228;-45.120503652039325
1739209587.5366287;-45.120503652039325
1739209587.536635;-45.120503652039325
1739209587.536641;-33.981070128970906
1739209587.5366468;-45.120503652039325
1739209587.5366528;-45.120503652039325
1739209587.5366588;-45.120503652039325
1739209587.536665;-45.120503652039325
1739209587.536671;-45.120503652039325
1739209587.536677;-33.981070128970906
1739209587.5366828;-28.21854285175415
1739209587.5366888;-33.981070128970906
1739209587.536695;-32.816014438256545
1739209587.536701;-28.992665084841942
1739209587.536707;-38.13080360867914
1739209587.536713;-28.21854285175415
1739209587.5367188;-24.438645034577675
1739209587.5367248;-35.57807855764607
1739209587.536731;-28.58837851428586
1739209587.536737;-30.49652367304973
1739209587.536743;-45.120503652039325
1739209587.536749;-45.120503652039325
1739209587.5367548;-31.141103565318915
1739209587.536761;-31.141103565318915
1739209587.536767;-45.120503652039325
1739209587.536773;-26.991370085610722
1739209587.536779;-38.13080360867914
1739209587.536785;-45.120503652039325
1739209587.5367908;-28.992665084841942
1739209587.536797;-31.141103565318915
1739209587.536803;-38.13080360867914
1739209587.536809;-33.981070128970906
1739209587.536815;-45.120503652039325
1739209587.536821;-31.141103565318915
1739209587.536827;-31.141103565318943
1739209587.536833;-31.141103565318943
1739209587.536839;-30.49652367304976
1739209587.536845;-38.13080360867914
1739209587.536851;-31.141103565318915
1739209587.5368571;-33.981070128970906
1739209587.536863;-28.58837851428586
1739209587.536869;-31.14110356531892
1739209587.536875;-45.120503652039325
1739209587.536881;-27.267205301931607
1739209587.5368872;-29.438486411369333
1739209587.5368931;-31.141103565318915
1739209587.536899;-31.141103565318943
1739209587.536905;-28.992665084841967
1739209587.536911;-32.816014438256545
1739209587.536917;-33.981070128970906
1739209587.5369232;-28.21854285175415
1739209587.5369291;-27.877744956031414
1739209587.536935;-45.120503652039325
1739209587.536941;-38.13080360867914
1739209587.536947;-45.120503652039325
1739209587.5369532;-38.13080360867914
1739209587.5369592;-38.13080360867914
1739209587.5369651;-38.13080360867914
1739209587.536971;-45.120503652039325
1739209587.536977;-29.438486411369347
1739209587.536983;-23.273589343863303
1739209587.5369892;-32.816014438256545
1739209587.5369952;-33.981070128970906
1739209587.5370011;-31.141103565318915
1739209587.537007;-38.13080360867914
1739209587.537013;-33.981070128970906
1739209587.5370193;-35.57807855764607
1739209587.5370252;-45.120503652039325
1739209587.5370312;-31.141103565318915
1739209587.5370371;-38.13080360867914
1739209587.537043;-38.13080360867914
1739209587.5370493;-28.218542851754165
1739209587.5370553;-30.49652367304973
1739209587.5370612;-45.120503652039325
1739209587.5370672;-28.588378514285886
1739209587.5370731;-33.981070128970906
1739209587.5370793;-26.035653463252796
1739209587.5370853;-24.151403521958734
1739209587.5370913;-31.141103565318943
1739209587.5370972;-38.13080360867914
1739209587.5371032;-45.120503652039325
1739209587.5371091;-26.991370085610747
1739209587.5371153;-33.981070128970956
1739209587.5371213;-31.141103565318915
1739209587.5371273;-38.13080360867914
1739209587.5371332;-28.58837851428586
1739209587.5371392;-33.981070128970906
1739209587.5371454;-31.141103565318915
1739209587.5371513;-45.120503652039325
1739209587.5371573;-28.992665084841942
1739209587.5371633;-33.981070128970906
1739209587.5371692;-45.120503652039325
1739209587.5371752;-28.58837851428586
1739209587.5371814;-26.487275050834725
1739209587.5371873;-38.13080360867914
1739209587.5371933;-28.21854285175415
1739209587.5371993;-30.49652367304973
1739209587.5372052;-33.981070128970906
1739209587.5372114;-27.8777449560314
1739209587.5372174;-38.13080360867914
1739209587.5372233;-33.981070128970906
1739209587.5372293;-30.49652367304973
1739209587.5372353;-33.981070128970906
1739209587.5372415;-32.816014438256545
1739209587.5372474;-38.13080360867914
1739209587.5372534;-38.13080360867914
1739209587.5372593;-45.120503652039325
1739209587.5372653;-38.13080360867914
1739209587.5372715;-27.267205301931607
1739209587.5372775;-28.21854285175415
1739209587.5372834;-45.120503652039325
1739209587.5372894;-30.49652367304973
1739209587.5372953;-30.49652367304973
1739209587.5373013;-31.141103565318915
1739209587.5373075;-25.077289914212862
1739209587.5373135;-30.49652367304973
1739209587.5373194;-38.13080360867914
1739209587.5373254;-26.991370085610722
1739209587.5373313;-35.57807855764607
1739209587.5373375;-38.13080360867914
1739209587.5373435;-38.13080360867914
1739209587.5373495;-26.487275050834715
1739209587.5373554;-38.13080360867914
1739209587.5373614;-30.49652367304973
1739209587.5373673;-31.14110356531892
1739209587.5373735;-45.120503652039325
1739209587.5373795;-45.120503652039325
1739209587.5373855;-33.981070128970906
1739209587.5373914;-29.438486411369333
1739209587.5373974;-30.49652367304973
1739209587.5374036;-31.141103565318915
1739209587.5374095;-38.13080360867914
1739209587.5374155;-28.992665084841942
1739209587.5374215;-25.826314394896357
1739209587.5374274;-30.49652367304976
1739209587.5374336;-45.120503652039325
1739209587.5374396;-33.981070128970906
1739209587.5374455;-33.981070128970906
1739209587.5374515;-45.120503652039325
1739209587.5374575;-29.438486411369333
1739209587.5374637;-45.120503652039325
1739209587.5374696;-29.438486411369347
1739209587.5374756;-30.49652367304973
1739209587.5374815;-32.816014438256545
1739209587.5374875;-38.13080360867914
1739209587.5374935;-25.25278630937684
1739209587.5374997;-27.877744956031414
1739209587.5375056;-33.981070128970906
1739209587.5375116;-33.981070128970906
1739209587.5375175;-31.141103565318915
1739209587.5375235;-38.13080360867914
1739209587.5375297;-45.120503652039325
1739209587.5375357;-35.57807855764607
1739209587.5375416;-38.13080360867914
1739209587.5375476;-38.13080360867914
1739209587.5375535;-38.13080360867914
1739209587.5375595;-45.120503652039325
1739209587.5375657;-32.816014438256545
1739209587.5375717;-38.13080360867914
1739209587.5375776;-45.120503652039325
1739209587.5375836;-38.13080360867914
1739209587.5375896;-45.120503652039325
1739209587.5375957;-38.13080360867914
1739209587.5376017;-38.13080360867914
1739209587.5376077;-38.13080360867914
1739209587.5376136;-38.13080360867914
1739209587.5376196;-38.13080360867914
1739209587.5376258;-33.981070128970906
1739209587.5376318;-45.120503652039325
1739209587.5376377;-45.120503652039325
1739209587.5376437;-33.981070128970906
1739209587.5376496;-45.120503652039325
1739209587.5376558;-45.120503652039325
1739209587.5376618;-45.120503652039325
1739209587.5376678;-45.120503652039325
1739209587.5376737;-45.120503652039325
1739209587.5376797;-45.120503652039325
1739209587.5376856;-38.13080360867914
1739209587.5376918;-38.13080360867914
1739209587.5376978;-26.991370085610722
