CAN Message; 0x1d3:00002228a39dd256
Timestamp;Amplitude
1739209632.7260103;-38.13080360867914
1739209632.7260182;-45.120503652039325
1739209632.726026;-45.120503652039325
1739209632.7260337;-45.120503652039325
1739209632.7260416;-45.120503652039325
1739209632.7260492;-45.120503652039325
1739209632.726057;-45.120503652039325
1739209632.7260647;-38.13080360867914
1739209632.7260725;-35.57807855764607
1739209632.7260804;-38.13080360867914
1739209632.726088;-35.57807855764607
1739209632.726096;-35.57807855764607
1739209632.7261035;-38.13080360867914
1739209632.7261114;-45.120503652039325
1739209632.726119;-38.13080360867914
1739209632.726127;-35.57807855764607
1739209632.7261345;-45.120503652039325
1739209632.7261424;-45.120503652039325
1739209632.7261503;-38.13080360867914
1739209632.726158;-45.120503652039325
1739209632.7261658;-38.13080360867914
1739209632.7261734;-38.13080360867914
1739209632.7261813;-38.13080360867914
1739209632.726189;-45.120503652039325
1739209632.7261968;-45.120503652039325
1739209632.7262044;-45.120503652039325
1739209632.7262123;-32.816014438256545
1739209632.7262201;-35.57807855764607
1739209632.7262278;-45.120503652039325
1739209632.7262356;-38.13080360867914
1739209632.7262433;-45.120503652039325
1739209632.7262511;-33.981070128970906
1739209632.7262588;-45.120503652039325
1739209632.7262666;-45.120503652039325
1739209632.7262745;-45.120503652039325
1739209632.7262821;-38.13080360867914
1739209632.72629;-38.13080360867914
1739209632.7262976;-45.120503652039325
1739209632.7263055;-38.13080360867914
1739209632.726313;-38.13080360867914
1739209632.726321;-45.120503652039325
1739209632.7263286;-38.13080360867914
1739209632.7263365;-33.981070128970906
1739209632.7263443;-35.57807855764607
1739209632.726352;-45.120503652039325
1739209632.7263598;-45.120503652039325
1739209632.7263675;-38.13080360867914
1739209632.7263753;-28.992665084841942
1739209632.726383;-38.13080360867914
1739209632.7263908;-45.120503652039325
1739209632.7263987;-35.57807855764607
1739209632.7264063;-38.13080360867914
1739209632.7264142;-45.120503652039325
1739209632.7264218;-45.120503652039325
1739209632.7264297;-38.13080360867914
1739209632.7264373;-38.13080360867914
1739209632.7264452;-45.120503652039325
1739209632.7264528;-38.13080360867914
1739209632.7264607;-45.120503652039325
1739209632.7264686;-38.13080360867914
1739209632.7264762;-38.13080360867914
1739209632.726484;-45.120503652039325
1739209632.7264917;-45.120503652039325
1739209632.7264996;-45.120503652039325
1739209632.7265072;-45.120503652039325
1739209632.726515;-45.120503652039325
1739209632.726523;-38.13080360867914
1739209632.7265306;-38.13080360867914
1739209632.7265384;-38.13080360867914
1739209632.726546;-38.13080360867914
1739209632.726554;-38.13080360867914
1739209632.7265615;-38.13080360867914
1739209632.7265694;-38.13080360867914
1739209632.726577;-38.13080360867914
1739209632.726585;-38.13080360867914
1739209632.7265928;-38.13080360867914
1739209632.7266004;-35.57807855764607
1739209632.7266083;-35.57807855764607
1739209632.726616;-38.13080360867914
1739209632.7266238;-30.49652367304973
1739209632.7266314;-31.141103565318915
1739209632.7266393;-38.13080360867914
1739209632.7266471;-45.120503652039325
1739209632.7266548;-45.120503652039325
1739209632.7266626;-45.120503652039325
1739209632.7266703;-33.981070128970906
1739209632.7266781;-35.57807855764607
1739209632.7266858;-30.49652367304973
1739209632.7266936;-30.49652367304973
1739209632.7267013;-35.57807855764607
1739209632.7267091;-45.120503652039325
1739209632.726717;-38.13080360867914
1739209632.7267246;-35.57807855764607
1739209632.7267325;-38.13080360867914
1739209632.7267401;-45.120503652039325
1739209632.726748;-38.13080360867914
1739209632.7267556;-33.981070128970906
1739209632.7267635;-38.13080360867914
1739209632.726771;-38.13080360867914
1739209632.726779;-38.13080360867914
1739209632.7267869;-38.13080360867914
1739209632.7267945;-35.57807855764607
1739209632.7268023;-45.120503652039325
1739209632.72681;-45.120503652039325
1739209632.7268178;-45.120503652039325
1739209632.7268255;-38.13080360867914
1739209632.7268333;-38.13080360867914
1739209632.7268412;-45.120503652039325
1739209632.7268488;-38.13080360867914
1739209632.7268567;-38.13080360867914
1739209632.7268643;-45.120503652039325
1739209632.7268722;-45.120503652039325
1739209632.7268798;-45.120503652039325
1739209632.7268877;-45.120503652039325
1739209632.7268953;-38.13080360867914
1739209632.7269032;-38.13080360867914
1739209632.726911;-38.13080360867914
1739209632.7269187;-35.57807855764607
1739209632.7269266;-38.13080360867914
1739209632.7269342;-33.981070128970906
1739209632.726942;-28.992665084841942
1739209632.7269497;-45.120503652039325
1739209632.7269576;-38.13080360867914
1739209632.7269654;-35.57807855764607
1739209632.726973;-38.13080360867914
1739209632.726981;-38.13080360867914
1739209632.7269886;-35.57807855764607
1739209632.7269964;-33.981070128970906
1739209632.727004;-31.14110356531892
1739209632.727012;-38.13080360867914
1739209632.7270195;-32.816014438256545
1739209632.7270274;-38.13080360867914
1739209632.7270353;-38.13080360867914
1739209632.727043;-38.13080360867914
1739209632.7270508;-45.120503652039325
1739209632.7270584;-45.120503652039325
1739209632.7270663;-35.57807855764607
1739209632.727074;-38.13080360867914
1739209632.7270818;-38.13080360867914
1739209632.7270896;-33.981070128970906
1739209632.7270973;-45.120503652039325
1739209632.7271051;-45.120503652039325
1739209632.7271128;-45.120503652039325
1739209632.7271206;-45.120503652039325
1739209632.7271283;-45.120503652039325
1739209632.7271361;-45.120503652039325
1739209632.7271438;-35.57807855764607
1739209632.7271516;-38.13080360867914
1739209632.7271595;-38.13080360867914
1739209632.7271671;-38.13080360867914
1739209632.727175;-38.13080360867914
1739209632.7271826;-45.120503652039325
1739209632.7271905;-45.120503652039325
1739209632.7271981;-45.120503652039325
1739209632.727206;-35.57807855764607
1739209632.7272136;-38.13080360867914
1739209632.7272215;-33.981070128970906
1739209632.7272294;-35.57807855764607
1739209632.727237;-38.13080360867914
1739209632.7272449;-38.13080360867914
1739209632.7272525;-31.141103565318915
1739209632.7272604;-38.13080360867914
1739209632.727268;-45.120503652039325
1739209632.7272758;-38.13080360867914
1739209632.7272837;-45.120503652039325
1739209632.7272913;-45.120503652039325
1739209632.7272992;-38.13080360867914
1739209632.7273068;-45.120503652039325
1739209632.7273147;-45.120503652039325
1739209632.7273223;-33.981070128970906
1739209632.7273302;-38.13080360867914
1739209632.7273378;-38.13080360867914
1739209632.7273457;-38.13080360867914
1739209632.7273536;-45.120503652039325
1739209632.7273612;-45.120503652039325
1739209632.727369;-45.120503652039325
1739209632.7273767;-38.13080360867914
1739209632.7273846;-45.120503652039325
1739209632.7273922;-38.13080360867914
1739209632.7274;-38.13080360867914
1739209632.727408;-45.120503652039325
1739209632.7274156;-38.13080360867914
1739209632.7274234;-38.13080360867914
1739209632.727431;-45.120503652039325
1739209632.727439;-38.13080360867914
1739209632.7274466;-45.120503652039325
1739209632.7274544;-38.13080360867914
1739209632.727462;-38.13080360867914
1739209632.72747;-32.816014438256545
1739209632.7274778;-38.13080360867914
1739209632.7274854;-45.120503652039325
1739209632.7274933;-45.120503652039325
1739209632.727501;-38.13080360867914
1739209632.7275088;-45.120503652039325
1739209632.7275164;-38.13080360867914
1739209632.7275243;-38.13080360867914
1739209632.7275321;-45.120503652039325
1739209632.7275398;-31.141103565318915
1739209632.7275476;-38.13080360867914
1739209632.7275553;-45.120503652039325
1739209632.7275631;-38.13080360867914
1739209632.7275708;-45.120503652039325
1739209632.7275786;-45.120503652039325
1739209632.7275863;-45.120503652039325
1739209632.7275941;-45.120503652039325
1739209632.727602;-45.120503652039325
1739209632.7276096;-45.120503652039325
1739209632.7276175;-45.120503652039325
1739209632.7276251;-35.57807855764607
1739209632.727633;-32.816014438256545
1739209632.7276406;-45.120503652039325
1739209632.7276485;-45.120503652039325
1739209632.7276564;-35.57807855764607
1739209632.727664;-33.981070128970906
1739209632.7276719;-45.120503652039325
1739209632.7276795;-45.120503652039325
1739209632.7276874;-38.13080360867914
1739209632.727695;-38.13080360867914
1739209632.7277029;-45.120503652039325
1739209632.7277105;-45.120503652039325
1739209632.7277184;-38.13080360867914
1739209632.7277262;-45.120503652039325
1739209632.7277339;-45.120503652039325
1739209632.7277417;-45.120503652039325
1739209632.7277493;-45.120503652039325
1739209632.7277572;-45.120503652039325
1739209632.7277648;-45.120503652039325
1739209632.7277727;-45.120503652039325
1739209632.7277803;-35.57807855764607
1739209632.7277882;-35.57807855764607
1739209632.727796;-45.120503652039325
1739209632.7278037;-45.120503652039325
1739209632.7278116;-35.57807855764607
1739209632.7278192;-27.267205301931607
1739209632.727827;-38.13080360867914
1739209632.7278347;-45.120503652039325
1739209632.7278426;-45.120503652039325
1739209632.7278504;-33.981070128970906
1739209632.727858;-38.13080360867914
1739209632.727866;-38.13080360867914
1739209632.7278736;-33.981070128970906
1739209632.7278814;-32.816014438256545
1739209632.727889;-45.120503652039325
1739209632.727897;-38.13080360867914
1739209632.7279046;-38.13080360867914
1739209632.7279124;-38.13080360867914
1739209632.7279203;-45.120503652039325
1739209632.727928;-45.120503652039325
1739209632.7279358;-35.57807855764607
1739209632.7279434;-31.141103565318915
1739209632.7279513;-45.120503652039325
1739209632.727959;-38.13080360867914
1739209632.7279668;-33.981070128970906
1739209632.7279747;-38.13080360867914
1739209632.7279823;-38.13080360867914
1739209632.7279902;-45.120503652039325
1739209632.7279978;-45.120503652039325
1739209632.7280056;-38.13080360867914
1739209632.7280133;-38.13080360867914
1739209632.7280211;-45.120503652039325
1739209632.7280288;-35.57807855764607
1739209632.7280366;-45.120503652039325
1739209632.7280445;-45.120503652039325
1739209632.7280521;-38.13080360867914
1739209632.72806;-38.13080360867914
1739209632.7280676;-33.981070128970906
1739209632.7280755;-45.120503652039325
1739209632.7280831;-45.120503652039325
1739209632.728091;-35.57807855764607
1739209632.7280989;-38.13080360867914
1739209632.7281065;-45.120503652039325
1739209632.7281144;-45.120503652039325
1739209632.728122;-38.13080360867914
1739209632.7281299;-30.49652367304973
1739209632.7281375;-33.981070128970906
1739209632.7281454;-35.57807855764607
1739209632.728153;-38.13080360867914
1739209632.7281609;-33.981070128970906
1739209632.7281687;-38.13080360867914
1739209632.7281764;-45.120503652039325
1739209632.7281842;-38.13080360867914
1739209632.7281919;-33.981070128970906
1739209632.7281997;-33.981070128970906
1739209632.7282073;-45.120503652039325
1739209632.7282152;-45.120503652039325
1739209632.7282228;-45.120503652039325
1739209632.7282307;-38.13080360867914
1739209632.7282386;-45.120503652039325
1739209632.7282462;-35.57807855764607
1739209632.728254;-38.13080360867914
1739209632.7282617;-45.120503652039325
1739209632.7282696;-45.120503652039325
1739209632.7282772;-38.13080360867914
1739209632.728285;-35.57807855764607
1739209632.728293;-45.120503652039325
1739209632.7283006;-45.120503652039325
1739209632.7283084;-38.13080360867914
1739209632.728316;-38.13080360867914
1739209632.728324;-32.816014438256545
1739209632.7283316;-45.120503652039325
1739209632.7283394;-38.13080360867914
1739209632.728347;-45.120503652039325
1739209632.728355;-45.120503652039325
1739209632.7283628;-45.120503652039325
1739209632.7283704;-45.120503652039325
1739209632.7283783;-45.120503652039325
1739209632.728386;-45.120503652039325
1739209632.7283938;-38.13080360867914
1739209632.7284014;-38.13080360867914
1739209632.7284093;-45.120503652039325
1739209632.7284172;-45.120503652039325
1739209632.7284248;-45.120503652039325
1739209632.7284327;-45.120503652039325
1739209632.7284403;-45.120503652039325
1739209632.7284482;-45.120503652039325
1739209632.7284558;-45.120503652039325
1739209632.7284636;-38.13080360867914
1739209632.7284713;-35.57807855764607
1739209632.7284791;-38.13080360867914
1739209632.728487;-45.120503652039325
1739209632.7284946;-38.13080360867914
1739209632.7285025;-38.13080360867914
1739209632.7285101;-32.816014438256545
1739209632.728518;-35.57807855764607
1739209632.7285256;-45.120503652039325
1739209632.7285335;-45.120503652039325
1739209632.7285414;-31.141103565318893
1739209632.728549;-32.816014438256545
1739209632.7285569;-45.120503652039325
1739209632.7285645;-38.13080360867914
1739209632.7285724;-45.120503652039325
1739209632.72858;-45.120503652039325
1739209632.7285879;-45.120503652039325
1739209632.7285955;-45.120503652039325
1739209632.7286034;-45.120503652039325
1739209632.7286112;-45.120503652039325
1739209632.7286189;-38.13080360867914
1739209632.7286267;-45.120503652039325
1739209632.7286344;-45.120503652039325
1739209632.7286422;-38.13080360867914
1739209632.7286499;-38.13080360867914
1739209632.7286577;-38.13080360867914
1739209632.7286654;-33.981070128970906
1739209632.7286732;-38.13080360867914
1739209632.728681;-45.120503652039325
1739209632.7286887;-45.120503652039325
1739209632.7286966;-26.991370085610736
1739209632.7287042;-32.816014438256545
1739209632.728712;-45.120503652039325
1739209632.7287197;-38.13080360867914
1739209632.7287276;-32.816014438256545
1739209632.7287354;-38.13080360867914
1739209632.728743;-45.120503652039325
1739209632.728751;-38.13080360867914
1739209632.7287586;-38.13080360867914
1739209632.7287664;-45.120503652039325
1739209632.728774;-38.13080360867914
1739209632.728782;-45.120503652039325
1739209632.7287896;-45.120503652039325
1739209632.7287974;-45.120503652039325
1739209632.7288053;-45.120503652039325
1739209632.728813;-45.120503652039325
1739209632.7288208;-31.141103565318893
1739209632.7288284;-35.57807855764607
1739209632.7288363;-38.13080360867914
1739209632.728844;-38.13080360867914
1739209632.7288518;-35.57807855764607
1739209632.7288597;-38.13080360867914
1739209632.7288673;-35.57807855764607
1739209632.7288752;-38.13080360867914
1739209632.7288828;-38.13080360867914
1739209632.7288907;-38.13080360867914
1739209632.7288983;-38.13080360867914
1739209632.7289062;-45.120503652039325
1739209632.7289138;-45.120503652039325
1739209632.7289217;-35.57807855764607
1739209632.7289295;-38.13080360867914
1739209632.7289371;-45.120503652039325
1739209632.728945;-45.120503652039325
1739209632.7289526;-45.120503652039325
1739209632.7289605;-38.13080360867914
1739209632.7289681;-38.13080360867914
1739209632.728976;-45.120503652039325
1739209632.7289839;-45.120503652039325
1739209632.7289915;-38.13080360867914
1739209632.7289994;-38.13080360867914
1739209632.729007;-32.816014438256545
1739209632.7290149;-31.141103565318893
1739209632.7290225;-38.13080360867914
1739209632.7290304;-38.13080360867914
1739209632.729038;-38.13080360867914
1739209632.7290459;-38.13080360867914
1739209632.7290537;-38.13080360867914
1739209632.7290614;-45.120503652039325
1739209632.7290692;-45.120503652039325
1739209632.7290769;-38.13080360867914
1739209632.7290847;-38.13080360867914
1739209632.7290924;-38.13080360867914
1739209632.7291002;-38.13080360867914
1739209632.729108;-35.57807855764607
1739209632.7291157;-38.13080360867914
1739209632.7291236;-35.57807855764607
1739209632.7291312;-45.120503652039325
1739209632.729139;-38.13080360867914
1739209632.7291467;-33.981070128970906
1739209632.7291546;-33.981070128970906
1739209632.7291622;-45.120503652039325
1739209632.72917;-45.120503652039325
1739209632.729178;-31.141103565318893
1739209632.7291856;-38.13080360867914
1739209632.7291934;-38.13080360867914
1739209632.729201;-32.816014438256545
1739209632.729209;-38.13080360867914
1739209632.7292166;-45.120503652039325
1739209632.7292244;-45.120503652039325
1739209632.729232;-45.120503652039325
1739209632.72924;-38.13080360867914
1739209632.7292478;-33.981070128970906
1739209632.7292554;-45.120503652039325
1739209632.7292633;-38.13080360867914
1739209632.729271;-35.57807855764607
1739209632.7292788;-38.13080360867914
1739209632.7292864;-45.120503652039325
1739209632.7292943;-45.120503652039325
1739209632.7293022;-38.13080360867914
1739209632.7293098;-45.120503652039325
1739209632.7293177;-45.120503652039325
1739209632.7293253;-45.120503652039325
1739209632.7293332;-38.13080360867914
1739209632.7293408;-35.57807855764607
1739209632.7293487;-45.120503652039325
1739209632.7293563;-38.13080360867914
1739209632.7293642;-45.120503652039325
1739209632.729372;-38.13080360867914
1739209632.7293797;-38.13080360867914
1739209632.7293875;-38.13080360867914
1739209632.7293952;-38.13080360867914
1739209632.729403;-38.13080360867914
1739209632.7294106;-45.120503652039325
1739209632.7294185;-35.57807855764607
1739209632.7294264;-38.13080360867914
1739209632.729434;-38.13080360867914
1739209632.729442;-33.981070128970906
1739209632.7294495;-45.120503652039325
1739209632.7294574;-38.13080360867914
1739209632.729465;-45.120503652039325
1739209632.7294729;-35.57807855764607
1739209632.7294805;-45.120503652039325
1739209632.7294884;-38.13080360867914
1739209632.7294962;-38.13080360867914
1739209632.7295039;-32.816014438256545
1739209632.7295117;-32.816014438256545
1739209632.7295194;-38.13080360867914
1739209632.7295272;-38.13080360867914
1739209632.7295349;-38.13080360867914
1739209632.7295427;-45.120503652039325
1739209632.7295506;-38.13080360867914
1739209632.7295582;-38.13080360867914
1739209632.729566;-38.13080360867914
1739209632.7295737;-38.13080360867914
1739209632.7295816;-45.120503652039325
1739209632.7295892;-38.13080360867914
1739209632.729597;-33.981070128970906
1739209632.7296047;-38.13080360867914
1739209632.7296126;-38.13080360867914
1739209632.7296205;-38.13080360867914
1739209632.729628;-38.13080360867914
1739209632.729636;-38.13080360867914
1739209632.7296436;-45.120503652039325
1739209632.7296515;-38.13080360867914
1739209632.729659;-33.981070128970906
1739209632.729667;-38.13080360867914
1739209632.7296746;-38.13080360867914
1739209632.7296824;-45.120503652039325
1739209632.7296903;-38.13080360867914
1739209632.729698;-35.57807855764607
1739209632.7297058;-33.981070128970906
1739209632.7297134;-38.13080360867914
1739209632.7297213;-35.57807855764607
1739209632.729729;-35.57807855764607
1739209632.7297368;-38.13080360867914
1739209632.7297447;-38.13080360867914
1739209632.7297523;-38.13080360867914
1739209632.7297602;-38.13080360867914
1739209632.7297678;-32.81601443825658
