CAN Message; 0x1bb:0000b3d0dcfa4356
Timestamp;Amplitude
1739209662.8015854;-38.13080360867914
1739209662.8015919;-45.120503652039325
1739209662.801598;-31.141103565318915
1739209662.8016043;-38.13080360867914
1739209662.8016105;-45.120503652039325
1739209662.801617;-45.120503652039325
1739209662.801623;-38.13080360867914
1739209662.8016293;-38.13080360867914
1739209662.8016355;-33.981070128970906
1739209662.801642;-38.13080360867914
1739209662.8016481;-33.981070128970906
1739209662.8016543;-45.120503652039325
1739209662.8016608;-45.120503652039325
1739209662.801667;-38.13080360867914
1739209662.8016732;-38.13080360867914
1739209662.8016794;-45.120503652039325
1739209662.8016858;-38.13080360867914
1739209662.801692;-38.13080360867914
1739209662.8016982;-45.120503652039325
1739209662.8017044;-45.120503652039325
1739209662.8017108;-38.13080360867914
1739209662.801717;-45.120503652039325
1739209662.8017232;-32.816014438256545
1739209662.8017297;-33.981070128970906
1739209662.8017359;-45.120503652039325
1739209662.801742;-45.120503652039325
1739209662.8017483;-45.120503652039325
1739209662.8017547;-45.120503652039325
1739209662.801761;-45.120503652039325
1739209662.801767;-35.57807855764607
1739209662.8017733;-38.13080360867914
1739209662.8017797;-45.120503652039325
1739209662.801786;-38.13080360867914
1739209662.8017921;-45.120503652039325
1739209662.8017986;-38.13080360867914
1739209662.8018048;-38.13080360867914
1739209662.801811;-38.13080360867914
1739209662.8018172;-45.120503652039325
1739209662.8018236;-28.58837851428586
1739209662.8018298;-27.8777449560314
1739209662.801836;-45.120503652039325
1739209662.8018422;-38.13080360867914
1739209662.8018486;-35.57807855764607
1739209662.8018548;-35.57807855764607
1739209662.801861;-45.120503652039325
1739209662.8018675;-45.120503652039325
1739209662.8018737;-45.120503652039325
1739209662.80188;-45.120503652039325
1739209662.801886;-35.57807855764607
1739209662.8018925;-38.13080360867914
1739209662.8018987;-45.120503652039325
1739209662.801905;-45.120503652039325
1739209662.801911;-33.981070128970906
1739209662.8019176;-38.13080360867914
1739209662.8019238;-38.13080360867914
1739209662.80193;-38.13080360867914
1739209662.8019364;-45.120503652039325
1739209662.8019426;-45.120503652039325
1739209662.8019488;-38.13080360867914
1739209662.801955;-35.57807855764607
1739209662.8019614;-45.120503652039325
1739209662.8019676;-38.13080360867914
1739209662.8019738;-38.13080360867914
1739209662.80198;-35.57807855764607
1739209662.8019865;-45.120503652039325
1739209662.8019927;-45.120503652039325
1739209662.8019989;-38.13080360867914
1739209662.8020053;-45.120503652039325
1739209662.8020115;-38.13080360867914
1739209662.8020177;-33.981070128970906
1739209662.802024;-45.120503652039325
1739209662.8020303;-32.81601443825658
1739209662.8020365;-38.13080360867914
1739209662.8020427;-45.120503652039325
1739209662.802049;-38.13080360867914
1739209662.8020554;-45.120503652039325
1739209662.8020616;-35.57807855764607
1739209662.8020678;-45.120503652039325
1739209662.8020742;-38.13080360867914
1739209662.8020804;-27.8777449560314
1739209662.8020866;-38.13080360867914
1739209662.8020928;-38.13080360867914
1739209662.8020992;-38.13080360867914
1739209662.8021054;-38.13080360867914
1739209662.8021116;-38.13080360867914
1739209662.8021178;-33.981070128970906
1739209662.8021243;-45.120503652039325
1739209662.8021305;-38.13080360867914
1739209662.8021367;-45.120503652039325
1739209662.802143;-45.120503652039325
1739209662.8021493;-45.120503652039325
1739209662.8021555;-45.120503652039325
1739209662.8021617;-45.120503652039325
1739209662.8021681;-45.120503652039325
1739209662.8021743;-35.57807855764607
1739209662.8021805;-26.487275050834715
1739209662.8021867;-38.13080360867914
1739209662.8021932;-45.120503652039325
1739209662.8021994;-35.57807855764607
1739209662.8022056;-32.816014438256545
1739209662.802212;-38.13080360867914
1739209662.8022182;-45.120503652039325
1739209662.8022244;-38.13080360867914
1739209662.8022306;-38.13080360867914
1739209662.802237;-45.120503652039325
1739209662.8022432;-45.120503652039325
1739209662.8022494;-45.120503652039325
1739209662.8022556;-45.120503652039325
1739209662.802262;-38.13080360867914
1739209662.8022683;-45.120503652039325
1739209662.8022745;-38.13080360867914
1739209662.802281;-26.487275050834715
1739209662.802287;-33.981070128970906
1739209662.8022933;-45.120503652039325
1739209662.8022995;-38.13080360867914
1739209662.802306;-32.816014438256545
1739209662.8023121;-45.120503652039325
1739209662.8023183;-45.120503652039325
1739209662.8023245;-35.57807855764607
1739209662.802331;-38.13080360867914
1739209662.8023372;-45.120503652039325
1739209662.8023434;-45.120503652039325
1739209662.8023498;-38.13080360867914
1739209662.802356;-45.120503652039325
1739209662.8023622;-45.120503652039325
1739209662.8023684;-38.13080360867914
1739209662.8023748;-38.13080360867914
1739209662.802381;-33.981070128970906
1739209662.8023872;-38.13080360867914
1739209662.8023934;-45.120503652039325
1739209662.8023999;-38.13080360867914
1739209662.802406;-38.13080360867914
1739209662.8024123;-45.120503652039325
1739209662.8024187;-45.120503652039325
1739209662.802425;-38.13080360867914
1739209662.802431;-38.13080360867914
1739209662.8024373;-38.13080360867914
1739209662.8024437;-38.13080360867914
1739209662.80245;-45.120503652039325
1739209662.8024561;-38.13080360867914
1739209662.8024623;-35.57807855764607
1739209662.8024688;-45.120503652039325
1739209662.802475;-38.13080360867914
1739209662.8024812;-38.13080360867914
1739209662.8024876;-38.13080360867914
1739209662.8024938;-38.13080360867914
1739209662.8025;-45.120503652039325
1739209662.8025062;-45.120503652039325
1739209662.8025126;-45.120503652039325
1739209662.8025188;-45.120503652039325
1739209662.802525;-45.120503652039325
1739209662.8025312;-33.981070128970906
1739209662.8025377;-35.57807855764607
1739209662.8025439;-38.13080360867914
1739209662.80255;-45.120503652039325
1739209662.8025565;-45.120503652039325
1739209662.8025627;-33.981070128970906
1739209662.802569;-45.120503652039325
1739209662.802575;-38.13080360867914
1739209662.8025815;-33.981070128970906
1739209662.8025877;-45.120503652039325
1739209662.802594;-38.13080360867914
1739209662.8026001;-38.13080360867914
1739209662.8026066;-45.120503652039325
1739209662.8026128;-45.120503652039325
1739209662.802619;-45.120503652039325
1739209662.8026254;-45.120503652039325
1739209662.8026316;-45.120503652039325
1739209662.8026378;-38.13080360867914
1739209662.802644;-45.120503652039325
1739209662.8026505;-45.120503652039325
1739209662.8026567;-45.120503652039325
1739209662.8026628;-45.120503652039325
1739209662.802669;-45.120503652039325
1739209662.8026755;-45.120503652039325
1739209662.8026817;-45.120503652039325
1739209662.802688;-38.13080360867914
1739209662.802694;-38.13080360867914
1739209662.8027005;-45.120503652039325
1739209662.8027067;-45.120503652039325
1739209662.802713;-38.13080360867914
1739209662.8027194;-35.57807855764607
1739209662.8027256;-38.13080360867914
1739209662.8027318;-38.13080360867914
1739209662.802738;-45.120503652039325
1739209662.8027444;-38.13080360867914
1739209662.8027506;-38.13080360867914
1739209662.8027568;-38.13080360867914
1739209662.802763;-38.13080360867914
1739209662.8027694;-45.120503652039325
1739209662.8027756;-45.120503652039325
1739209662.8027818;-45.120503652039325
1739209662.8027883;-35.57807855764607
1739209662.8027945;-38.13080360867914
1739209662.8028007;-45.120503652039325
1739209662.8028069;-45.120503652039325
1739209662.8028133;-38.13080360867914
1739209662.8028195;-38.13080360867914
1739209662.8028257;-38.13080360867914
1739209662.802832;-35.57807855764607
1739209662.8028383;-38.13080360867914
1739209662.8028445;-45.120503652039325
1739209662.8028507;-38.13080360867914
1739209662.8028572;-45.120503652039325
1739209662.8028634;-45.120503652039325
1739209662.8028696;-45.120503652039325
1739209662.8028758;-45.120503652039325
1739209662.8028822;-45.120503652039325
1739209662.8028884;-32.816014438256545
1739209662.8028946;-33.981070128970906
1739209662.8029008;-33.981070128970906
1739209662.8029072;-38.13080360867914
1739209662.8029134;-45.120503652039325
1739209662.8029196;-45.120503652039325
1739209662.802926;-38.13080360867914
1739209662.8029323;-35.57807855764607
1739209662.8029385;-45.120503652039325
1739209662.8029447;-45.120503652039325
1739209662.802951;-38.13080360867914
1739209662.8029573;-35.57807855764607
1739209662.8029635;-45.120503652039325
1739209662.8029697;-45.120503652039325
1739209662.8029761;-45.120503652039325
1739209662.8029823;-38.13080360867914
1739209662.8029885;-38.13080360867914
1739209662.802995;-45.120503652039325
1739209662.8030012;-38.13080360867914
1739209662.8030074;-35.57807855764607
1739209662.8030136;-35.57807855764607
1739209662.80302;-38.13080360867914
1739209662.8030262;-45.120503652039325
1739209662.8030324;-35.57807855764607
1739209662.8030386;-35.57807855764607
1739209662.803045;-32.816014438256545
1739209662.8030512;-45.120503652039325
1739209662.8030574;-35.57807855764607
1739209662.8030639;-38.13080360867914
1739209662.80307;-45.120503652039325
1739209662.8030763;-38.13080360867914
1739209662.8030825;-32.816014438256545
1739209662.803089;-45.120503652039325
1739209662.803095;-38.13080360867914
1739209662.8031013;-35.57807855764607
1739209662.8031075;-35.57807855764607
1739209662.803114;-45.120503652039325
1739209662.8031201;-45.120503652039325
1739209662.8031263;-35.57807855764607
1739209662.8031328;-45.120503652039325
1739209662.803139;-32.816014438256545
1739209662.8031452;-28.21854285175415
1739209662.8031514;-45.120503652039325
1739209662.8031578;-45.120503652039325
1739209662.803164;-35.57807855764607
1739209662.8031702;-31.141103565318893
1739209662.8031764;-45.120503652039325
1739209662.8031828;-45.120503652039325
1739209662.803189;-45.120503652039325
1739209662.8031952;-45.120503652039325
1739209662.8032017;-38.13080360867914
1739209662.8032079;-38.13080360867914
1739209662.803214;-38.13080360867914
1739209662.8032203;-45.120503652039325
1739209662.8032267;-45.120503652039325
1739209662.803233;-45.120503652039325
1739209662.803239;-45.120503652039325
1739209662.8032453;-38.13080360867914
1739209662.8032517;-45.120503652039325
1739209662.803258;-45.120503652039325
1739209662.8032641;-38.13080360867914
1739209662.8032706;-38.13080360867914
1739209662.8032768;-38.13080360867914
1739209662.803283;-45.120503652039325
1739209662.8032892;-45.120503652039325
1739209662.8032956;-27.8777449560314
1739209662.8033018;-38.13080360867914
1739209662.803308;-38.13080360867914
1739209662.8033142;-45.120503652039325
1739209662.8033206;-32.816014438256545
1739209662.8033268;-45.120503652039325
1739209662.803333;-45.120503652039325
1739209662.8033395;-45.120503652039325
1739209662.8033457;-33.981070128970956
1739209662.8033519;-45.120503652039325
1739209662.803358;-33.981070128970906
1739209662.8033645;-38.13080360867914
1739209662.8033707;-45.120503652039325
1739209662.803377;-35.57807855764607
1739209662.803383;-38.13080360867914
1739209662.8033895;-45.120503652039325
1739209662.8033957;-27.8777449560314
1739209662.803402;-38.13080360867914
1739209662.8034084;-45.120503652039325
1739209662.8034146;-38.13080360867914
1739209662.8034208;-38.13080360867914
1739209662.803427;-38.13080360867914
1739209662.8034334;-45.120503652039325
1739209662.8034396;-45.120503652039325
1739209662.8034458;-45.120503652039325
1739209662.803452;-45.120503652039325
1739209662.8034585;-45.120503652039325
1739209662.8034647;-45.120503652039325
1739209662.8034708;-38.13080360867914
1739209662.8034773;-33.981070128970906
1739209662.8034835;-45.120503652039325
1739209662.8034897;-38.13080360867914
1739209662.803496;-32.816014438256545
1739209662.8035023;-45.120503652039325
1739209662.8035085;-45.120503652039325
1739209662.8035147;-38.13080360867914
1739209662.803521;-45.120503652039325
1739209662.8035274;-38.13080360867914
1739209662.8035336;-35.57807855764607
1739209662.8035398;-38.13080360867914
1739209662.8035462;-35.57807855764607
1739209662.8035524;-45.120503652039325
1739209662.8035586;-45.120503652039325
1739209662.8035648;-45.120503652039325
1739209662.8035712;-38.13080360867914
1739209662.8035774;-38.13080360867914
1739209662.8035836;-45.120503652039325
1739209662.8035898;-38.13080360867914
1739209662.8035963;-45.120503652039325
1739209662.8036025;-45.120503652039325
1739209662.8036087;-38.13080360867914
1739209662.803615;-38.13080360867914
1739209662.8036213;-45.120503652039325
1739209662.8036275;-45.120503652039325
1739209662.8036337;-45.120503652039325
1739209662.8036401;-45.120503652039325
1739209662.8036463;-38.13080360867914
1739209662.8036525;-35.57807855764607
1739209662.8036587;-35.57807855764607
1739209662.8036652;-38.13080360867914
1739209662.8036714;-35.57807855764607
1739209662.8036776;-33.981070128970906
1739209662.803684;-38.13080360867914
1739209662.8036902;-38.13080360867914
1739209662.8036964;-45.120503652039325
1739209662.8037026;-38.13080360867914
1739209662.803709;-38.13080360867914
1739209662.8037152;-38.13080360867914
1739209662.8037214;-45.120503652039325
1739209662.8037276;-45.120503652039325
1739209662.803734;-38.13080360867914
1739209662.8037403;-45.120503652039325
1739209662.8037465;-38.13080360867914
1739209662.803753;-32.816014438256545
1739209662.803759;-38.13080360867914
1739209662.8037653;-45.120503652039325
1739209662.8037715;-45.120503652039325
1739209662.803778;-33.981070128970906
1739209662.8037841;-38.13080360867914
1739209662.8037903;-38.13080360867914
1739209662.8037965;-45.120503652039325
1739209662.803803;-38.13080360867914
1739209662.8038092;-32.816014438256545
1739209662.8038154;-38.13080360867914
1739209662.8038218;-45.120503652039325
1739209662.803828;-45.120503652039325
1739209662.8038342;-38.13080360867914
1739209662.8038404;-45.120503652039325
1739209662.8038468;-45.120503652039325
1739209662.803853;-45.120503652039325
1739209662.8038592;-45.120503652039325
1739209662.8038654;-38.13080360867914
1739209662.8038719;-45.120503652039325
