CAN Message; 0x1bb:00008f35fcee1589
Timestamp;Amplitude
1739209656.391119;-45.120503652039325
1739209656.3911252;-45.120503652039325
1739209656.3911312;-45.120503652039325
1739209656.3911374;-45.120503652039325
1739209656.3911436;-35.57807855764607
1739209656.3911498;-38.13080360867914
1739209656.3911557;-38.13080360867914
1739209656.391162;-33.981070128970906
1739209656.391168;-32.816014438256545
1739209656.3911743;-35.57807855764607
1739209656.3911805;-38.13080360867914
1739209656.3911865;-45.120503652039325
1739209656.3911927;-35.57807855764607
1739209656.3911989;-38.13080360867914
1739209656.391205;-38.13080360867914
1739209656.391211;-45.120503652039325
1739209656.3912172;-45.120503652039325
1739209656.3912234;-45.120503652039325
1739209656.3912296;-32.816014438256545
1739209656.3912358;-33.981070128970906
1739209656.3912418;-45.120503652039325
1739209656.391248;-45.120503652039325
1739209656.3912542;-35.57807855764607
1739209656.3912604;-38.13080360867914
1739209656.3912663;-45.120503652039325
1739209656.3912725;-45.120503652039325
1739209656.3912787;-45.120503652039325
1739209656.391285;-45.120503652039325
1739209656.3912911;-30.49652367304973
1739209656.391297;-30.49652367304973
1739209656.3913033;-45.120503652039325
1739209656.3913095;-45.120503652039325
1739209656.3913157;-38.13080360867914
1739209656.3913217;-35.57807855764607
1739209656.3913279;-38.13080360867914
1739209656.391334;-38.13080360867914
1739209656.3913403;-45.120503652039325
1739209656.3913465;-38.13080360867914
1739209656.3913524;-32.816014438256545
1739209656.3913586;-38.13080360867914
1739209656.3913648;-45.120503652039325
1739209656.391371;-38.13080360867914
1739209656.391377;-32.816014438256545
1739209656.3913832;-38.13080360867914
1739209656.3913894;-35.57807855764607
1739209656.3913956;-33.981070128970906
1739209656.3914015;-45.120503652039325
1739209656.3914077;-45.120503652039325
1739209656.391414;-38.13080360867914
1739209656.3914201;-35.57807855764607
1739209656.3914263;-35.57807855764607
1739209656.3914323;-35.57807855764607
1739209656.3914385;-45.120503652039325
1739209656.3914447;-45.120503652039325
1739209656.391451;-38.13080360867914
1739209656.3914568;-38.13080360867914
1739209656.391463;-45.120503652039325
1739209656.3914692;-45.120503652039325
1739209656.3914754;-38.13080360867914
1739209656.3914816;-38.13080360867914
1739209656.3914876;-45.120503652039325
1739209656.3914938;-45.120503652039325
1739209656.3915;-38.13080360867914
1739209656.3915062;-38.13080360867914
1739209656.3915122;-45.120503652039325
1739209656.3915184;-45.120503652039325
1739209656.3915246;-38.13080360867914
1739209656.3915308;-45.120503652039325
1739209656.391537;-31.141103565318915
1739209656.391543;-27.267205301931607
1739209656.391549;-38.13080360867914
1739209656.3915553;-38.13080360867914
1739209656.3915615;-45.120503652039325
1739209656.3915675;-45.120503652039325
1739209656.3915737;-38.13080360867914
1739209656.3915799;-45.120503652039325
1739209656.391586;-45.120503652039325
1739209656.3915923;-32.81601443825658
1739209656.3915982;-38.13080360867914
1739209656.3916044;-38.13080360867914
1739209656.3916106;-38.13080360867914
1739209656.3916168;-45.120503652039325
1739209656.3916228;-35.57807855764607
1739209656.391629;-38.13080360867914
1739209656.3916352;-38.13080360867914
1739209656.3916414;-31.141103565318915
1739209656.3916476;-38.13080360867914
1739209656.3916535;-38.13080360867914
1739209656.3916597;-45.120503652039325
1739209656.391666;-38.13080360867914
1739209656.3916721;-35.57807855764607
1739209656.391678;-38.13080360867914
1739209656.3916843;-45.120503652039325
1739209656.3916905;-38.13080360867914
1739209656.3916967;-45.120503652039325
1739209656.391703;-38.13080360867914
1739209656.3917089;-45.120503652039325
1739209656.391715;-45.120503652039325
1739209656.3917212;-35.57807855764607
1739209656.3917274;-38.13080360867914
1739209656.3917334;-45.120503652039325
1739209656.3917396;-38.13080360867914
1739209656.3917458;-45.120503652039325
1739209656.391752;-38.13080360867914
1739209656.3917582;-45.120503652039325
1739209656.3917642;-45.120503652039325
1739209656.3917704;-45.120503652039325
1739209656.3917766;-45.120503652039325
1739209656.3917828;-38.13080360867914
1739209656.3917887;-35.57807855764607
1739209656.391795;-32.816014438256545
1739209656.391801;-35.57807855764607
1739209656.3918073;-45.120503652039325
1739209656.3918135;-35.57807855764607
1739209656.3918195;-38.13080360867914
1739209656.3918257;-45.120503652039325
1739209656.3918319;-45.120503652039325
1739209656.391838;-38.13080360867914
1739209656.391844;-45.120503652039325
1739209656.3918502;-38.13080360867914
1739209656.3918564;-38.13080360867914
1739209656.3918626;-45.120503652039325
1739209656.3918686;-45.120503652039325
1739209656.3918748;-38.13080360867914
1739209656.391881;-45.120503652039325
1739209656.3918872;-33.981070128970906
1739209656.3918934;-45.120503652039325
1739209656.3918993;-38.13080360867914
1739209656.3919055;-32.816014438256545
1739209656.3919117;-33.981070128970906
1739209656.391918;-33.981070128970906
1739209656.391924;-38.13080360867914
1739209656.39193;-38.13080360867914
1739209656.3919363;-38.13080360867914
1739209656.3919425;-45.120503652039325
1739209656.3919487;-45.120503652039325
1739209656.3919547;-38.13080360867914
1739209656.3919609;-45.120503652039325
1739209656.391967;-45.120503652039325
1739209656.3919733;-38.13080360867914
1739209656.3919792;-35.57807855764607
1739209656.3919854;-38.13080360867914
1739209656.3919916;-45.120503652039325
1739209656.3919978;-38.13080360867914
1739209656.392004;-45.120503652039325
1739209656.39201;-38.13080360867914
1739209656.3920162;-45.120503652039325
1739209656.3920224;-45.120503652039325
1739209656.3920286;-45.120503652039325
1739209656.3920345;-38.13080360867914
1739209656.3920407;-30.49652367304973
1739209656.392047;-38.13080360867914
1739209656.3920531;-45.120503652039325
1739209656.3920593;-45.120503652039325
1739209656.3920653;-35.57807855764607
1739209656.3920715;-45.120503652039325
1739209656.3920777;-45.120503652039325
1739209656.392084;-45.120503652039325
1739209656.3920898;-45.120503652039325
1739209656.392096;-38.13080360867914
1739209656.3921022;-38.13080360867914
1739209656.3921084;-38.13080360867914
1739209656.3921146;-45.120503652039325
1739209656.3921206;-38.13080360867914
1739209656.3921268;-45.120503652039325
1739209656.392133;-45.120503652039325
1739209656.3921392;-35.57807855764607
1739209656.3921452;-38.13080360867914
1739209656.3921514;-38.13080360867914
1739209656.3921576;-45.120503652039325
1739209656.3921638;-31.141103565318893
1739209656.39217;-33.981070128970906
1739209656.392176;-45.120503652039325
1739209656.392182;-45.120503652039325
1739209656.3921883;-45.120503652039325
1739209656.3921945;-45.120503652039325
1739209656.3922005;-38.13080360867914
1739209656.3922067;-38.13080360867914
1739209656.3922129;-45.120503652039325
1739209656.392219;-38.13080360867914
1739209656.3922253;-45.120503652039325
1739209656.3922312;-45.120503652039325
1739209656.3922374;-32.816014438256545
1739209656.3922436;-35.57807855764607
1739209656.3922498;-45.120503652039325
1739209656.3922558;-45.120503652039325
1739209656.392262;-35.57807855764607
1739209656.3922682;-38.13080360867914
1739209656.3922744;-45.120503652039325
1739209656.3922806;-45.120503652039325
1739209656.3922865;-45.120503652039325
1739209656.3922927;-45.120503652039325
1739209656.392299;-45.120503652039325
1739209656.3923051;-45.120503652039325
1739209656.392311;-45.120503652039325
1739209656.3923173;-38.13080360867914
1739209656.3923235;-45.120503652039325
1739209656.3923297;-45.120503652039325
1739209656.3923357;-45.120503652039325
1739209656.3923419;-45.120503652039325
1739209656.392348;-38.13080360867914
1739209656.3923542;-38.13080360867914
1739209656.3923604;-33.981070128970906
1739209656.3923664;-45.120503652039325
1739209656.3923726;-38.13080360867914
1739209656.3923788;-45.120503652039325
1739209656.392385;-32.816014438256545
1739209656.392391;-33.981070128970906
1739209656.3923972;-45.120503652039325
1739209656.3924034;-45.120503652039325
1739209656.3924096;-38.13080360867914
1739209656.3924158;-35.57807855764607
1739209656.3924217;-45.120503652039325
1739209656.392428;-38.13080360867914
1739209656.3924341;-38.13080360867914
1739209656.3924403;-45.120503652039325
1739209656.3924463;-45.120503652039325
1739209656.3924525;-45.120503652039325
1739209656.3924587;-45.120503652039325
1739209656.3924649;-45.120503652039325
1739209656.392471;-38.13080360867914
1739209656.392477;-38.13080360867914
1739209656.3924832;-28.21854285175415
1739209656.3924894;-30.49652367304973
1739209656.3924956;-45.120503652039325
1739209656.3925016;-45.120503652039325
1739209656.3925078;-38.13080360867914
1739209656.392514;-45.120503652039325
1739209656.3925202;-45.120503652039325
1739209656.3925264;-38.13080360867914
1739209656.3925323;-45.120503652039325
1739209656.3925385;-45.120503652039325
1739209656.3925447;-45.120503652039325
1739209656.392551;-45.120503652039325
1739209656.392557;-38.13080360867914
1739209656.392563;-45.120503652039325
1739209656.3925693;-45.120503652039325
1739209656.3925755;-45.120503652039325
1739209656.3925817;-38.13080360867914
1739209656.3925877;-45.120503652039325
1739209656.3925939;-38.13080360867914
1739209656.3926;-38.13080360867914
1739209656.3926063;-35.57807855764607
1739209656.3926122;-45.120503652039325
1739209656.3926184;-45.120503652039325
1739209656.3926246;-38.13080360867914
1739209656.3926308;-31.141103565318893
1739209656.392637;-31.141103565318915
1739209656.392643;-45.120503652039325
1739209656.3926492;-45.120503652039325
1739209656.3926554;-38.13080360867914
1739209656.3926616;-35.57807855764607
1739209656.3926675;-45.120503652039325
