CAN Message; 0x77:f35bc0572e9e0595
1739209758.258201;-38.13080360867914
1739209758.258208;-45.120503652039325
1739209758.2582152;-45.120503652039325
1739209758.2582223;-33.981070128970906
1739209758.2582295;-38.13080360867914
1739209758.2582366;-45.120503652039325
1739209758.2582436;-32.816014438256545
1739209758.2582507;-33.981070128970906
1739209758.2582579;-38.13080360867914
1739209758.258265;-38.13080360867914
1739209758.2582722;-35.57807855764607
1739209758.2582793;-38.13080360867914
1739209758.2582865;-45.120503652039325
1739209758.2582936;-38.13080360867914
1739209758.2583008;-45.120503652039325
1739209758.258308;-45.120503652039325
1739209758.258315;-45.120503652039325
1739209758.2583222;-38.13080360867914
1739209758.2583294;-35.57807855764607
1739209758.2583365;-38.13080360867914
1739209758.2583435;-38.13080360867914
1739209758.2583506;-45.120503652039325
1739209758.2583578;-38.13080360867914
1739209758.258365;-38.13080360867914
1739209758.258372;-45.120503652039325
1739209758.2583792;-45.120503652039325
1739209758.2583864;-38.13080360867914
1739209758.2583935;-30.49652367304973
1739209758.2584007;-33.981070128970906
1739209758.2584078;-45.120503652039325
1739209758.258415;-38.13080360867914
1739209758.2584221;-38.13080360867914
1739209758.2584293;-38.13080360867914
1739209758.2584364;-38.13080360867914
1739209758.2584436;-38.13080360867914
1739209758.2584505;-33.981070128970906
1739209758.2584577;-33.981070128970906
1739209758.2584648;-38.13080360867914
1739209758.258472;-45.120503652039325
1739209758.258479;-38.13080360867914
1739209758.2584863;-38.13080360867914
1739209758.2584934;-45.120503652039325
1739209758.2585006;-38.13080360867914
1739209758.2585077;-38.13080360867914
1739209758.258515;-38.13080360867914
1739209758.258522;-38.13080360867914
1739209758.2585292;-45.120503652039325
1739209758.2585363;-45.120503652039325
1739209758.2585435;-35.57807855764607
1739209758.2585504;-38.13080360867914
1739209758.2585576;-45.120503652039325
1739209758.2585647;-38.13080360867914
1739209758.2585719;-38.13080360867914
1739209758.258579;-38.13080360867914
1739209758.2585862;-45.120503652039325
1739209758.2585933;-45.120503652039325
1739209758.2586005;-38.13080360867914
1739209758.2586076;-35.57807855764607
1739209758.2586148;-45.120503652039325
1739209758.258622;-33.981070128970906
1739209758.258629;-28.992665084841942
1739209758.2586362;-45.120503652039325
1739209758.2586434;-45.120503652039325
1739209758.2586505;-38.13080360867914
1739209758.2586575;-33.981070128970906
1739209758.2586646;-38.13080360867914
1739209758.2586718;-45.120503652039325
1739209758.258679;-45.120503652039325
1739209758.258686;-38.13080360867914
1739209758.2586932;-35.57807855764607
1739209758.2587004;-45.120503652039325
1739209758.2587075;-38.13080360867914
1739209758.2587147;-35.57807855764607
1739209758.2587218;-38.13080360867914
1739209758.258729;-45.120503652039325
1739209758.2587361;-38.13080360867914
1739209758.2587433;-38.13080360867914
1739209758.2587504;-38.13080360867914
1739209758.2587576;-45.120503652039325
1739209758.2587645;-38.13080360867914
1739209758.2587717;-38.13080360867914
1739209758.2587788;-45.120503652039325
1739209758.258786;-45.120503652039325
1739209758.258793;-38.13080360867914
1739209758.2588003;-33.981070128970906
1739209758.2588074;-45.120503652039325
1739209758.2588146;-45.120503652039325
1739209758.2588217;-35.57807855764607
1739209758.2588289;-45.120503652039325
1739209758.258836;-45.120503652039325
1739209758.2588432;-45.120503652039325
1739209758.2588503;-38.13080360867914
1739209758.2588575;-38.13080360867914
1739209758.2588644;-38.13080360867914
1739209758.2588716;-33.981070128970906
1739209758.2588787;-38.13080360867914
1739209758.2588859;-33.981070128970906
1739209758.258893;-33.981070128970906
1739209758.2589002;-38.13080360867914
1739209758.2589073;-38.13080360867914
1739209758.2589145;-45.120503652039325
1739209758.2589216;-45.120503652039325
1739209758.2589288;-32.816014438256545
1739209758.258936;-38.13080360867914
1739209758.258943;-45.120503652039325
1739209758.2589502;-38.13080360867914
1739209758.2589574;-35.57807855764607
1739209758.2589645;-35.57807855764607
1739209758.2589715;-45.120503652039325
1739209758.2589786;-45.120503652039325
1739209758.2589858;-38.13080360867914
1739209758.258993;-38.13080360867914
1739209758.259;-38.13080360867914
1739209758.2590072;-38.13080360867914
1739209758.2590144;-45.120503652039325
1739209758.2590215;-45.120503652039325
1739209758.2590287;-45.120503652039325
1739209758.2590358;-45.120503652039325
1739209758.259043;-45.120503652039325
1739209758.2590501;-38.13080360867914
1739209758.2590573;-45.120503652039325
1739209758.2590644;-38.13080360867914
1739209758.2590716;-45.120503652039325
1739209758.2590785;-45.120503652039325
1739209758.2590857;-38.13080360867914
1739209758.2648678;-45.120503652039325
1739209758.2648692;-45.120503652039325
1739209758.264871;-38.13080360867914
1739209758.2648723;-35.57807855764607
1739209758.264874;-38.13080360867914
1739209758.2648754;-45.120503652039325
1739209758.264877;-38.13080360867914
1739209758.2648787;-35.57807855764607
1739209758.2648802;-45.120503652039325
1739209758.2648818;-45.120503652039325
1739209758.2648833;-33.981070128970906
1739209758.264885;-32.816014438256545
1739209758.2648864;-38.13080360867914
1739209758.264888;-45.120503652039325
1739209758.2648897;-45.120503652039325
1739209758.2648911;-38.13080360867914
1739209758.2648928;-38.13080360867914
1739209758.2648942;-38.13080360867914
1739209758.264896;-33.981070128970906
1739209758.2648973;-33.981070128970906
1739209758.264899;-38.13080360867914
1739209758.2649007;-45.120503652039325
1739209758.264902;-33.981070128970906
1739209758.2649038;-45.120503652039325
1739209758.2649052;-33.981070128970906
1739209758.264907;-45.120503652039325
1739209758.2649083;-33.981070128970906
1739209758.26491;-38.13080360867914
1739209758.2649117;-38.13080360867914
1739209758.264913;-45.120503652039325
1739209758.2649148;-45.120503652039325
1739209758.2649162;-35.57807855764607
1739209758.2649179;-38.13080360867914
1739209758.2649193;-45.120503652039325
1739209758.264921;-31.141103565318915
1739209758.2649224;-33.981070128970906
1739209758.264924;-38.13080360867914
1739209758.2649257;-45.120503652039325
1739209758.2649271;-38.13080360867914
1739209758.2649288;-45.120503652039325
1739209758.2649302;-38.13080360867914
1739209758.264932;-45.120503652039325
1739209758.2649333;-38.13080360867914
1739209758.264935;-38.13080360867914
1739209758.2649367;-38.13080360867914
1739209758.264938;-45.120503652039325
1739209758.2649398;-38.13080360867914
1739209758.2649412;-35.57807855764607
1739209758.264943;-45.120503652039325
1739209758.2649443;-45.120503652039325
1739209758.264946;-45.120503652039325
1739209758.2649477;-45.120503652039325
1739209758.264949;-38.13080360867914
1739209758.2649508;-33.981070128970906
1739209758.2649522;-38.13080360867914
1739209758.2649539;-38.13080360867914
1739209758.2649553;-38.13080360867914
1739209758.264957;-35.57807855764607
1739209758.2649586;-35.57807855764607
1739209758.26496;-38.13080360867914
1739209758.2649617;-45.120503652039325
1739209758.2649632;-38.13080360867914
1739209758.2649648;-38.13080360867914
1739209758.2649662;-45.120503652039325
1739209758.264968;-45.120503652039325
1739209758.2649696;-38.13080360867914
1739209758.264971;-38.13080360867914
1739209758.2649727;-38.13080360867914
1739209758.264974;-38.13080360867914
1739209758.2649758;-38.13080360867914
1739209758.2649772;-45.120503652039325
1739209758.264979;-32.816014438256545
1739209758.2649806;-38.13080360867914
1739209758.264982;-38.13080360867914
1739209758.2649837;-35.57807855764607
1739209758.264985;-45.120503652039325
1739209758.2649868;-45.120503652039325
1739209758.2649882;-38.13080360867914
1739209758.2649899;-45.120503652039325
1739209758.2649915;-45.120503652039325
1739209758.264993;-38.13080360867914
1739209758.2649946;-45.120503652039325
1739209758.264996;-38.13080360867914
1739209758.2649977;-38.13080360867914
1739209758.2649992;-45.120503652039325
1739209758.2650008;-45.120503652039325
1739209758.2650025;-45.120503652039325
1739209758.265004;-38.13080360867914
1739209758.2650056;-45.120503652039325
1739209758.265007;-45.120503652039325
1739209758.2650087;-38.13080360867914
1739209758.26501;-32.816014438256545
1739209758.2650118;-33.981070128970906
1739209758.2650135;-38.13080360867914
1739209758.265015;-45.120503652039325
1739209758.2650166;-38.13080360867914
1739209758.265018;-35.57807855764607
1739209758.2650197;-45.120503652039325
1739209758.265021;-45.120503652039325
1739209758.2650228;-45.120503652039325
1739209758.2650244;-45.120503652039325
1739209758.2650259;-45.120503652039325
1739209758.2650275;-35.57807855764607
1739209758.265029;-45.120503652039325
1739209758.2650306;-38.13080360867914
1739209758.265032;-35.57807855764607
1739209758.2650337;-38.13080360867914
1739209758.2650352;-38.13080360867914
1739209758.2650368;-45.120503652039325
1739209758.2650385;-38.13080360867914
1739209758.26504;-45.120503652039325
1739209758.2650416;-45.120503652039325
1739209758.265043;-35.57807855764607
1739209758.2650447;-45.120503652039325
1739209758.2650461;-45.120503652039325
1739209758.2650478;-45.120503652039325
1739209758.2650495;-45.120503652039325
1739209758.265051;-45.120503652039325
1739209758.2650526;-45.120503652039325
1739209758.265054;-45.120503652039325
1739209758.2650557;-45.120503652039325
1739209758.265057;-45.120503652039325
1739209758.2650588;-38.13080360867914
1739209758.2650604;-45.120503652039325
1739209758.2650619;-45.120503652039325
1739209758.2650635;-45.120503652039325
1739209758.265065;-45.120503652039325
1739209758.2650666;-38.13080360867914
1739209758.265068;-45.120503652039325
1739209758.2650697;-38.13080360867914
1739209758.2650714;-38.13080360867914
1739209758.2650728;-33.981070128970906
1739209758.2650745;-30.49652367304973
1739209758.265076;-38.13080360867914
1739209758.2650776;-45.120503652039325
1739209758.265079;-45.120503652039325
1739209758.2650807;-38.13080360867914
1739209758.2650824;-38.13080360867914
1739209758.2650838;-45.120503652039325
1739209758.2650855;-45.120503652039325
1739209758.265087;-33.981070128970956
1739209758.2650886;-32.816014438256545
1739209758.26509;-38.13080360867914
1739209758.2650917;-45.120503652039325
1739209758.2650933;-45.120503652039325
1739209758.2650948;-32.816014438256545
1739209758.2650964;-45.120503652039325
1739209758.2650979;-33.981070128970906
1739209758.2650995;-30.49652367304973
1739209758.265101;-45.120503652039325
1739209758.2651026;-45.120503652039325
1739209758.2651043;-35.57807855764607
1739209758.2651057;-35.57807855764607
1739209758.2651074;-45.120503652039325
1739209758.2651088;-45.120503652039325
1739209758.2651105;-45.120503652039325
1739209758.265112;-45.120503652039325
1739209758.2651136;-45.120503652039325
1739209758.2651153;-45.120503652039325
1739209758.2651167;-45.120503652039325
1739209758.2651184;-45.120503652039325
1739209758.2651198;-45.120503652039325
1739209758.2651215;-45.120503652039325
1739209758.265123;-35.57807855764607
1739209758.2651246;-38.13080360867914
1739209758.2651262;-38.13080360867914
1739209758.2651277;-38.13080360867914
1739209758.2651293;-35.57807855764607
1739209758.2651308;-38.13080360867914
1739209758.2651324;-45.120503652039325
1739209758.2651339;-45.120503652039325
1739209758.2651355;-38.13080360867914
1739209758.265137;-28.992665084841942
1739209758.2651386;-38.13080360867914
1739209758.2651403;-38.13080360867914
1739209758.2651417;-38.13080360867914
1739209758.2651434;-38.13080360867914
1739209758.2651448;-45.120503652039325
1739209758.2651465;-45.120503652039325
1739209758.265148;-45.120503652039325
1739209758.2651496;-31.14110356531892
1739209758.2651513;-45.120503652039325
1739209758.2651527;-38.13080360867914
1739209758.2651544;-45.120503652039325
1739209758.2651558;-45.120503652039325
1739209758.2651575;-38.13080360867914
1739209758.265159;-38.13080360867914
1739209758.2651606;-38.13080360867914
1739209758.2651622;-28.992665084841942
1739209758.2651637;-45.120503652039325
1739209758.2651653;-45.120503652039325
1739209758.2651668;-45.120503652039325
1739209758.2651684;-35.57807855764607
1739209758.2651699;-38.13080360867914
1739209758.2651715;-38.13080360867914
1739209758.2651732;-38.13080360867914
1739209758.2651746;-38.13080360867914
1739209758.2651763;-35.57807855764607
1739209758.2651777;-33.981070128970906
1739209758.2651794;-45.120503652039325
1739209758.2651808;-45.120503652039325
1739209758.2651825;-45.120503652039325
1739209758.2651842;-45.120503652039325
1739209758.2651856;-45.120503652039325
1739209758.2651873;-45.120503652039325
1739209758.2651887;-45.120503652039325
1739209758.2651904;-45.120503652039325
1739209758.2651918;-38.13080360867914
1739209758.2651935;-38.13080360867914
1739209758.2651951;-45.120503652039325
1739209758.2651966;-45.120503652039325
1739209758.2651982;-45.120503652039325
1739209758.2651997;-33.981070128970906
1739209758.2652013;-45.120503652039325
1739209758.2652028;-45.120503652039325
1739209758.2652044;-35.57807855764607
1739209758.265206;-38.13080360867914
1739209758.2652075;-35.57807855764607
1739209758.2652092;-38.13080360867914
1739209758.2652106;-38.13080360867914
1739209758.2652123;-45.120503652039325
1739209758.2652137;-45.120503652039325
1739209758.2652154;-38.13080360867914
1739209758.265217;-32.816014438256545
1739209758.2652185;-45.120503652039325
1739209758.2652202;-45.120503652039325
1739209758.2652216;-45.120503652039325
1739209758.2652233;-45.120503652039325
1739209758.2652247;-33.981070128970906
1739209758.2652264;-45.120503652039325
1739209758.265228;-45.120503652039325
1739209758.2652295;-35.57807855764607
1739209758.2652311;-38.13080360867914
1739209758.2652326;-38.13080360867914
1739209758.2652342;-45.120503652039325
1739209758.2652357;-45.120503652039325
1739209758.2652373;-45.120503652039325
1739209758.265239;-45.120503652039325
1739209758.2652404;-45.120503652039325
1739209758.265242;-38.13080360867914
1739209758.2652435;-38.13080360867914
1739209758.2652452;-38.13080360867914
1739209758.2652466;-38.13080360867914
1739209758.2652483;-35.57807855764607
1739209758.2652497;-35.57807855764607
1739209758.2652514;-45.120503652039325
1739209758.265253;-45.120503652039325
1739209758.2652545;-35.57807855764607
1739209758.2652562;-33.981070128970906
1739209758.2652576;-45.120503652039325
1739209758.2652593;-38.13080360867914
1739209758.2652607;-35.57807855764607
1739209758.2652624;-33.981070128970906
1739209758.265264;-32.816014438256545
1739209758.2652655;-33.981070128970906
1739209758.2652671;-45.120503652039325
1739209758.2652686;-45.120503652039325
1739209758.2652702;-35.57807855764607
1739209758.2652717;-45.120503652039325
1739209758.2652733;-45.120503652039325
1739209758.265275;-45.120503652039325
1739209758.2652764;-45.120503652039325
1739209758.265278;-38.13080360867914
1739209758.2652795;-45.120503652039325
1739209758.2652812;-45.120503652039325
1739209758.2652826;-45.120503652039325
1739209758.2652843;-45.120503652039325
1739209758.265286;-45.120503652039325
1739209758.2652874;-45.120503652039325
1739209758.265289;-45.120503652039325
1739209758.2652905;-38.13080360867914
1739209758.2652922;-45.120503652039325
1739209758.2652936;-38.13080360867914
1739209758.2652953;-33.981070128970906
1739209758.265297;-38.13080360867914
1739209758.2652984;-45.120503652039325
1739209758.2653;-45.120503652039325
1739209758.2653015;-31.141103565318893
1739209758.2653031;-32.816014438256545
1739209758.2653046;-45.120503652039325
1739209758.2653062;-45.120503652039325
1739209758.265308;-38.13080360867914
1739209758.2653093;-38.13080360867914
1739209758.265311;-45.120503652039325
1739209758.2653124;-38.13080360867914
1739209758.265314;-38.13080360867914
1739209758.2653155;-45.120503652039325
1739209758.2653172;-45.120503652039325
1739209758.2653189;-38.13080360867914
1739209758.2653203;-45.120503652039325
1739209758.265322;-45.120503652039325
1739209758.2653234;-45.120503652039325
1739209758.265325;-45.120503652039325
1739209758.2653265;-29.438486411369333
1739209758.2653282;-35.57807855764607
1739209758.2653298;-45.120503652039325
1739209758.2653313;-45.120503652039325
1739209758.265333;-32.816014438256545
1739209758.2653344;-33.981070128970906
1739209758.265336;-45.120503652039325
1739209758.2653375;-45.120503652039325
1739209758.2653391;-45.120503652039325
1739209758.2653408;-38.13080360867914
1739209758.2653422;-45.120503652039325
1739209758.265344;-45.120503652039325
1739209758.2653453;-45.120503652039325
1739209758.265347;-38.13080360867914
1739209758.2653484;-45.120503652039325
1739209758.26535;-38.13080360867914
1739209758.2653515;-45.120503652039325
1739209758.2653532;-45.120503652039325
1739209758.2653549;-35.57807855764607
1739209758.2653563;-45.120503652039325
1739209758.265358;-45.120503652039325
1739209758.2653594;-45.120503652039325
1739209758.265361;-33.981070128970906
1739209758.2653625;-45.120503652039325
1739209758.2653642;-31.141103565318915
1739209758.2653658;-31.141103565318893
1739209758.2653673;-45.120503652039325
1739209758.265369;-38.13080360867914
1739209758.2653704;-35.57807855764607
1739209758.265372;-35.57807855764607
1739209758.2653735;-45.120503652039325
1739209758.2653751;-35.57807855764607
1739209758.2653768;-45.120503652039325
1739209758.2653782;-38.13080360867914
1739209758.26538;-32.816014438256545
1739209758.2653813;-38.13080360867914
1739209758.265383;-45.120503652039325
1739209758.2653844;-38.13080360867914
1739209758.265386;-32.816014438256545
1739209758.2653878;-38.13080360867914
1739209758.2653892;-45.120503652039325
1739209758.2653909;-38.13080360867914
1739209758.2653923;-38.13080360867914
1739209758.265394;-38.13080360867914
1739209758.2653954;-45.120503652039325
1739209758.265397;-45.120503652039325
1739209758.2653987;-38.13080360867914
1739209758.2654002;-38.13080360867914
1739209758.2654018;-38.13080360867914
1739209758.2654033;-35.57807855764607
1739209758.265405;-45.120503652039325
1739209758.2654064;-45.120503652039325
1739209758.265408;-38.13080360867914
1739209758.2654097;-35.57807855764607
1739209758.2654111;-35.57807855764607
1739209758.2654128;-38.13080360867914
1739209758.2654142;-45.120503652039325
1739209758.265416;-45.120503652039325
1739209758.2654173;-38.13080360867914
1739209758.265419;-35.57807855764607
1739209758.2654207;-45.120503652039325
1739209758.265422;-45.120503652039325
1739209758.2654238;-38.13080360867914
1739209758.2654252;-35.57807855764607
1739209758.2654269;-38.13080360867914
1739209758.2654283;-35.57807855764607
1739209758.26543;-38.13080360867914
1739209758.2654316;-38.13080360867914
1739209758.265433;-38.13080360867914
1739209758.2654347;-35.57807855764607
1739209758.2654362;-38.13080360867914
1739209758.2654378;-33.981070128970906
1739209758.2654393;-45.120503652039325
1739209758.265441;-45.120503652039325
1739209758.2654426;-45.120503652039325
1739209758.265444;-45.120503652039325
1739209758.2654457;-38.13080360867914
1739209758.2654471;-38.13080360867914
1739209758.2654488;-38.13080360867914
1739209758.2654502;-38.13080360867914
1739209758.265452;-38.13080360867914
1739209758.2654536;-33.981070128970906
1739209758.265455;-38.13080360867914
1739209758.2654567;-45.120503652039325
1739209758.265458;-45.120503652039325
1739209758.2654598;-45.120503652039325
1739209758.2654612;-45.120503652039325
1739209758.2654629;-45.120503652039325
1739209758.2654643;-35.57807855764607
1739209758.265466;-38.13080360867914
1739209758.2654676;-38.13080360867914
1739209758.265469;-38.13080360867914
1739209758.2654707;-45.120503652039325
1739209758.2654722;-45.120503652039325
1739209758.2654738;-38.13080360867914
1739209758.2654753;-45.120503652039325
1739209758.265477;-45.120503652039325
1739209758.2654786;-45.120503652039325
1739209758.26548;-38.13080360867914
1739209758.2654817;-35.57807855764607
1739209758.2654831;-38.13080360867914
1739209758.2654848;-38.13080360867914
1739209758.2654862;-38.13080360867914
1739209758.265488;-38.13080360867914
1739209758.2654896;-45.120503652039325
1739209758.265491;-38.13080360867914
1739209758.2654927;-31.141103565318915
1739209758.265494;-38.13080360867914
1739209758.2654958;-45.120503652039325
1739209758.2654972;-45.120503652039325
1739209758.2654989;-30.49652367304973
1739209758.2655005;-38.13080360867914
1739209758.265502;-45.120503652039325
1739209758.2655036;-45.120503652039325
1739209758.265505;-38.13080360867914
1739209758.2655067;-38.13080360867914
1739209758.2655082;-45.120503652039325
1739209758.2655098;-38.13080360867914
1739209758.2655115;-45.120503652039325
1739209758.265513;-35.57807855764607
1739209758.2655146;-38.13080360867914
1739209758.265516;-35.57807855764607
1739209758.2655177;-31.141103565318915
1739209758.2655191;-45.120503652039325
1739209758.2655208;-45.120503652039325
1739209758.2655225;-38.13080360867914
1739209758.265524;-31.141103565318915
1739209758.2655256;-45.120503652039325
1739209758.265527;-38.13080360867914
1739209758.2655287;-45.120503652039325
1739209758.26553;-45.120503652039325
1739209758.2655318;-45.120503652039325
1739209758.2655334;-45.120503652039325
1739209758.2655349;-45.120503652039325
1739209758.2655365;-38.13080360867914
1739209758.265538;-35.57807855764607
1739209758.2655396;-38.13080360867914
1739209758.265541;-45.120503652039325
1739209758.2655427;-45.120503652039325
1739209758.2655444;-38.13080360867914
1739209758.2655458;-38.13080360867914
1739209758.2655475;-38.13080360867914
1739209758.265549;-38.13080360867914
1739209758.2655506;-33.981070128970906
1739209758.265552;-45.120503652039325
1739209758.2655537;-38.13080360867914
1739209758.2655554;-26.487275050834715
1739209758.2655568;-33.981070128970906
1739209758.2655585;-45.120503652039325
1739209758.26556;-45.120503652039325
1739209758.2655616;-35.57807855764607
1739209758.265563;-38.13080360867914
1739209758.2655647;-45.120503652039325
1739209758.265566;-45.120503652039325
1739209758.2655678;-33.981070128970956
1739209758.2655694;-38.13080360867914
1739209758.2655709;-45.120503652039325
1739209758.2655725;-45.120503652039325
1739209758.265574;-35.57807855764607
1739209758.2655756;-38.13080360867914
1739209758.265577;-45.120503652039325
1739209758.2655787;-38.13080360867914
1739209758.2655804;-26.487275050834715
1739209758.2655818;-33.981070128970906
1739209758.2655835;-45.120503652039325
1739209758.265585;-38.13080360867914
1739209758.2655866;-30.49652367304973
1739209758.265588;-38.13080360867914
1739209758.2655897;-45.120503652039325
1739209758.2655914;-45.120503652039325
1739209758.2655928;-32.816014438256545
1739209758.2655945;-33.981070128970906
1739209758.265596;-45.120503652039325
1739209758.2655976;-38.13080360867914
1739209758.265599;-38.13080360867914
1739209758.2656007;-38.13080360867914
1739209758.2656024;-45.120503652039325
1739209758.2656038;-45.120503652039325
1739209758.2656054;-38.13080360867914
1739209758.2656069;-45.120503652039325
1739209758.2656085;-45.120503652039325
1739209758.26561;-38.13080360867914
1739209758.2656116;-45.120503652039325
1739209758.2656133;-38.13080360867914
1739209758.2656147;-38.13080360867914
1739209758.2656164;-45.120503652039325
1739209758.2656178;-29.438486411369333
1739209758.2656195;-32.816014438256545
1739209758.265621;-45.120503652039325
1739209758.2656226;-38.13080360867914
1739209758.2656243;-38.13080360867914
1739209758.2656257;-38.13080360867914
1739209758.2656274;-45.120503652039325
1739209758.2656288;-45.120503652039325
1739209758.2656305;-45.120503652039325
1739209758.265632;-45.120503652039325
1739209758.2656336;-38.13080360867914
1739209758.2656353;-38.13080360867914
1739209758.2656367;-35.57807855764607
1739209758.2656384;-38.13080360867914
1739209758.2656398;-38.13080360867914
1739209758.2656415;-38.13080360867914
1739209758.265643;-45.120503652039325
1739209758.2656446;-45.120503652039325
1739209758.2656462;-45.120503652039325
1739209758.2656476;-45.120503652039325
1739209758.2656493;-45.120503652039325
1739209758.2656507;-38.13080360867914
1739209758.2656524;-45.120503652039325
1739209758.2656538;-45.120503652039325
1739209758.2656555;-32.816014438256545
1739209758.2656572;-35.57807855764607
1739209758.2656586;-45.120503652039325
1739209758.2656603;-45.120503652039325
1739209758.2656617;-38.13080360867914
1739209758.2656634;-38.13080360867914
1739209758.2656648;-45.120503652039325
1739209758.2656665;-45.120503652039325
1739209758.265668;-45.120503652039325
1739209758.2656696;-45.120503652039325
1739209758.2656713;-45.120503652039325
1739209758.2656727;-38.13080360867914
1739209758.2656744;-45.120503652039325
1739209758.2656758;-38.13080360867914
1739209758.2656775;-38.13080360867914
1739209758.265679;-45.120503652039325
1739209758.2656806;-45.120503652039325
1739209758.2656822;-38.13080360867914
1739209758.2656837;-35.57807855764607
1739209758.2656853;-35.57807855764607
1739209758.2656868;-45.120503652039325
1739209758.2656884;-38.13080360867914
1739209758.2656898;-32.816014438256545
1739209758.2656915;-38.13080360867914
1739209758.2656932;-45.120503652039325
1739209758.2656946;-38.13080360867914
1739209758.2656963;-38.13080360867914
1739209758.2656977;-45.120503652039325
1739209758.2656994;-38.13080360867914
1739209758.2657008;-32.816014438256545
1739209758.2657025;-33.981070128970906
1739209758.2657042;-45.120503652039325
1739209758.2657056;-45.120503652039325
1739209758.2657073;-33.981070128970906
1739209758.2657087;-45.120503652039325
1739209758.2657104;-45.120503652039325
1739209758.2657118;-45.120503652039325
1739209758.2657135;-45.120503652039325
1739209758.2657151;-38.13080360867914
1739209758.2657166;-45.120503652039325
1739209758.2657182;-38.13080360867914
1739209758.2657197;-33.981070128970906
1739209758.2657213;-38.13080360867914
1739209758.2657228;-33.981070128970906
1739209758.2657244;-45.120503652039325
1739209758.265726;-38.13080360867914
1739209758.2657275;-38.13080360867914
1739209758.2657292;-45.120503652039325
1739209758.2657306;-38.13080360867914
1739209758.2657323;-45.120503652039325
1739209758.2657337;-32.816014438256545
1739209758.2657354;-38.13080360867914
1739209758.265737;-45.120503652039325
1739209758.2657385;-38.13080360867914
1739209758.2657402;-35.57807855764607
1739209758.2657416;-38.13080360867914
1739209758.2657433;-45.120503652039325
1739209758.2657447;-38.13080360867914
1739209758.2657464;-38.13080360867914
1739209758.265748;-38.13080360867914
1739209758.2657495;-45.120503652039325
1739209758.2657511;-38.13080360867914
1739209758.2657526;-38.13080360867914
1739209758.2657542;-45.120503652039325
1739209758.2657557;-45.120503652039325
1739209758.2657573;-31.141103565318915
1739209758.265759;-33.981070128970906
