CAN Message; 0x98:0000e394f1779ccf
1739209682.039823;-38.13080360867914
1739209682.0398276;-38.13080360867914
1739209682.0398324;-35.57807855764607
1739209682.0398371;-38.13080360867914
1739209682.0398417;-33.981070128970906
1739209682.0398464;-35.57807855764607
1739209682.039851;-38.13080360867914
1739209682.0398557;-45.120503652039325
1739209682.0398602;-38.13080360867914
1739209682.039865;-38.13080360867914
1739209682.0398695;-31.141103565318915
1739209682.0398743;-45.120503652039325
1739209682.0398788;-38.13080360867914
1739209682.0398836;-38.13080360867914
1739209682.0398881;-38.13080360867914
1739209682.039893;-45.120503652039325
1739209682.0398974;-38.13080360867914
1739209682.0399022;-35.57807855764607
1739209682.0399067;-38.13080360867914
1739209682.0399115;-45.120503652039325
1739209682.039916;-38.13080360867914
1739209682.0399208;-35.57807855764607
1739209682.0399256;-38.13080360867914
1739209682.03993;-38.13080360867914
1739209682.0399349;-45.120503652039325
1739209682.0399394;-38.13080360867914
1739209682.0399442;-38.13080360867914
1739209682.0399487;-45.120503652039325
1739209682.0399535;-45.120503652039325
1739209682.039958;-38.13080360867914
1739209682.0399628;-38.13080360867914
1739209682.0399673;-45.120503652039325
1739209682.039972;-45.120503652039325
1739209682.0399766;-35.57807855764607
1739209682.0399814;-38.13080360867914
1739209682.039986;-45.120503652039325
1739209682.0399907;-32.816014438256545
1739209682.0399952;-45.120503652039325
1739209682.04;-38.13080360867914
1739209682.0400047;-45.120503652039325
1739209682.0400093;-33.981070128970906
1739209682.040014;-45.120503652039325
1739209682.0400186;-45.120503652039325
1739209682.0400233;-32.816014438256545
1739209682.0400279;-28.992665084841942
1739209682.0400326;-38.13080360867914
1739209682.0400372;-35.57807855764607
1739209682.040042;-45.120503652039325
1739209682.0400465;-45.120503652039325
1739209682.0400512;-45.120503652039325
1739209682.0400558;-45.120503652039325
1739209682.0400605;-45.120503652039325
1739209682.040065;-30.49652367304973
1739209682.0400698;-38.13080360867914
1739209682.0400743;-45.120503652039325
1739209682.040079;-45.120503652039325
1739209682.0400836;-38.13080360867914
1739209682.0400884;-38.13080360867914
1739209682.0400932;-45.120503652039325
1739209682.0400977;-38.13080360867914
1739209682.0401025;-28.992665084841942
1739209682.040107;-38.13080360867914
1739209682.0401118;-38.13080360867914
1739209682.0401163;-35.57807855764607
1739209682.040121;-33.981070128970906
1739209682.0401256;-45.120503652039325
1739209682.0401304;-38.13080360867914
1739209682.040135;-45.120503652039325
1739209682.0401397;-38.13080360867914
1739209682.0401442;-45.120503652039325
1739209682.040149;-45.120503652039325
1739209682.0401535;-38.13080360867914
1739209682.0401583;-38.13080360867914
1739209682.0401628;-45.120503652039325
1739209682.0401676;-38.13080360867914
1739209682.040172;-45.120503652039325
1739209682.0401769;-33.981070128970906
1739209682.0401816;-45.120503652039325
1739209682.0401862;-45.120503652039325
1739209682.040191;-38.13080360867914
1739209682.0401955;-38.13080360867914
1739209682.0402002;-35.57807855764607
1739209682.0402048;-38.13080360867914
1739209682.0402095;-38.13080360867914
1739209682.040214;-30.49652367304973
1739209682.0402188;-38.13080360867914
1739209682.0402234;-45.120503652039325
1739209682.0402281;-35.57807855764607
1739209682.0402327;-38.13080360867914
1739209682.0402374;-38.13080360867914
1739209682.040242;-38.13080360867914
1739209682.0402467;-45.120503652039325
1739209682.0402513;-31.141103565318915
1739209682.040256;-33.981070128970906
1739209682.0402608;-45.120503652039325
1739209682.0402653;-45.120503652039325
1739209682.04027;-38.13080360867914
1739209682.0402746;-45.120503652039325
1739209682.0402794;-45.120503652039325
1739209682.040284;-45.120503652039325
1739209682.0402887;-38.13080360867914
1739209682.0402932;-45.120503652039325
1739209682.040298;-38.13080360867914
1739209682.0403025;-35.57807855764607
1739209682.0403073;-38.13080360867914
1739209682.0403118;-38.13080360867914
1739209682.0403166;-38.13080360867914
1739209682.040321;-38.13080360867914
1739209682.0403259;-45.120503652039325
1739209682.0403304;-38.13080360867914
1739209682.0403352;-35.57807855764607
1739209682.0403397;-35.57807855764607
1739209682.0403445;-38.13080360867914
1739209682.0403492;-35.57807855764607
1739209682.0403538;-45.120503652039325
1739209682.0403585;-45.120503652039325
1739209682.040363;-38.13080360867914
1739209682.0403678;-45.120503652039325
1739209682.0403724;-33.981070128970906
1739209682.0403771;-45.120503652039325
1739209682.0403817;-38.13080360867914
1739209682.0403864;-45.120503652039325
1739209682.040391;-38.13080360867914
1739209682.0403957;-45.120503652039325
1739209682.0404003;-45.120503652039325
1739209682.040405;-38.13080360867914
1739209682.0404096;-38.13080360867914
1739209682.0404143;-45.120503652039325
1739209682.0404189;-45.120503652039325
1739209682.0404236;-32.816014438256545
1739209682.0404282;-38.13080360867914
1739209682.040433;-45.120503652039325
1739209682.0404377;-33.981070128970906
1739209682.0404422;-31.141103565318915
1739209682.040447;-38.13080360867914
1739209682.0404515;-38.13080360867914
1739209682.0404563;-38.13080360867914
1739209682.0404608;-38.13080360867914
1739209682.0404656;-45.120503652039325
1739209682.0404701;-45.120503652039325
1739209682.040475;-38.13080360867914
1739209682.0404794;-35.57807855764607
1739209682.0404842;-33.981070128970906
1739209682.0404887;-45.120503652039325
1739209682.0404935;-38.13080360867914
1739209682.040498;-35.57807855764607
1739209682.0405028;-35.57807855764607
1739209682.0405073;-45.120503652039325
1739209682.040512;-38.13080360867914
1739209682.0405169;-38.13080360867914
1739209682.0405214;-38.13080360867914
1739209682.0405262;-35.57807855764607
1739209682.0405307;-38.13080360867914
1739209682.0405354;-38.13080360867914
1739209682.04054;-38.13080360867914
1739209682.0405447;-45.120503652039325
1739209682.0405493;-38.13080360867914
1739209682.040554;-45.120503652039325
1739209682.0405586;-45.120503652039325
1739209682.0405633;-45.120503652039325
1739209682.0405679;-38.13080360867914
1739209682.0405726;-35.57807855764607
1739209682.0405772;-45.120503652039325
1739209682.040582;-35.57807855764607
1739209682.0405865;-38.13080360867914
1739209682.0405912;-38.13080360867914
1739209682.0405958;-35.57807855764607
1739209682.0406005;-38.13080360867914
1739209682.0406053;-38.13080360867914
1739209682.0406098;-45.120503652039325
1739209682.0406146;-38.13080360867914
1739209682.0406191;-38.13080360867914
1739209682.040624;-38.13080360867914
1739209682.0406284;-45.120503652039325
1739209682.0406332;-38.13080360867914
1739209682.0406377;-38.13080360867914
1739209682.0406425;-45.120503652039325
1739209682.040647;-38.13080360867914
1739209682.0406518;-45.120503652039325
1739209682.0406563;-35.57807855764607
1739209682.040661;-38.13080360867914
1739209682.0406656;-38.13080360867914
1739209682.0406704;-35.57807855764607
1739209682.040675;-38.13080360867914
1739209682.0406797;-45.120503652039325
1739209682.0406842;-45.120503652039325
1739209682.040689;-35.57807855764607
1739209682.0406938;-38.13080360867914
1739209682.0406983;-45.120503652039325
1739209682.040703;-45.120503652039325
1739209682.0407076;-45.120503652039325
1739209682.0407124;-38.13080360867914
1739209682.040717;-45.120503652039325
1739209682.0407217;-35.57807855764607
1739209682.0407262;-45.120503652039325
1739209682.040731;-45.120503652039325
1739209682.0407355;-45.120503652039325
1739209682.0407403;-38.13080360867914
1739209682.0407448;-33.981070128970906
1739209682.0407495;-45.120503652039325
1739209682.040754;-38.13080360867914
1739209682.0407588;-38.13080360867914
1739209682.0407634;-33.981070128970906
1739209682.0407681;-45.120503652039325
1739209682.040773;-45.120503652039325
1739209682.0407774;-38.13080360867914
1739209682.0407822;-38.13080360867914
1739209682.0407867;-45.120503652039325
1739209682.0407915;-33.981070128970906
1739209682.040796;-33.981070128970906
1739209682.0408008;-38.13080360867914
1739209682.0408053;-45.120503652039325
1739209682.04081;-45.120503652039325
1739209682.0408146;-35.57807855764607
1739209682.0408194;-38.13080360867914
1739209682.040824;-45.120503652039325
1739209682.0408287;-45.120503652039325
1739209682.0408332;-33.981070128970906
1739209682.040838;-33.981070128970906
1739209682.0408425;-45.120503652039325
1739209682.0408473;-45.120503652039325
1739209682.0408518;-45.120503652039325
1739209682.0408566;-38.13080360867914
1739209682.0408614;-45.120503652039325
1739209682.040866;-38.13080360867914
1739209682.0408707;-38.13080360867914
1739209682.0408752;-45.120503652039325
1739209682.04088;-45.120503652039325
1739209682.0408845;-45.120503652039325
1739209682.0408893;-45.120503652039325
1739209682.0408938;-38.13080360867914
1739209682.0408986;-45.120503652039325
1739209682.040903;-45.120503652039325
1739209682.0409079;-38.13080360867914
1739209682.0409124;-33.981070128970906
1739209682.0409172;-45.120503652039325
1739209682.0409217;-45.120503652039325
1739209682.0409265;-45.120503652039325
1739209682.040931;-28.992665084841942
1739209682.0409358;-45.120503652039325
1739209682.0409405;-45.120503652039325
1739209682.040945;-35.57807855764607
1739209682.0409498;-38.13080360867914
1739209682.0409544;-45.120503652039325
1739209682.0409591;-38.13080360867914
1739209682.0409636;-45.120503652039325
1739209682.0409684;-33.981070128970906
1739209682.040973;-45.120503652039325
1739209682.0409777;-38.13080360867914
1739209682.0409822;-35.57807855764607
1739209682.040987;-38.13080360867914
1739209682.0409915;-45.120503652039325
1739209682.0409963;-45.120503652039325
1739209682.0410008;-45.120503652039325
1739209682.0410056;-30.49652367304973
1739209682.0410101;-38.13080360867914
1739209682.041015;-38.13080360867914
1739209682.0410194;-45.120503652039325
1739209682.0410242;-45.120503652039325
1739209682.041029;-45.120503652039325
1739209682.0410335;-38.13080360867914
1739209682.0410383;-45.120503652039325
1739209682.0410428;-28.992665084841942
1739209682.0410476;-33.981070128970906
1739209682.041052;-45.120503652039325
1739209682.0410569;-45.120503652039325
1739209682.0410614;-33.981070128970906
1739209682.0410662;-38.13080360867914
1739209682.0410707;-45.120503652039325
1739209682.0410755;-38.13080360867914
1739209682.04108;-32.816014438256545
1739209682.0410848;-38.13080360867914
1739209682.0410893;-38.13080360867914
1739209682.041094;-45.120503652039325
1739209682.0410986;-45.120503652039325
1739209682.0411034;-38.13080360867914
1739209682.041108;-38.13080360867914
1739209682.0411127;-45.120503652039325
1739209682.0411174;-38.13080360867914
1739209682.041122;-38.13080360867914
1739209682.0411267;-45.120503652039325
1739209682.0411313;-45.120503652039325
1739209682.041136;-38.13080360867914
1739209682.0411406;-38.13080360867914
1739209682.0411453;-38.13080360867914
1739209682.0411499;-45.120503652039325
1739209682.0411546;-38.13080360867914
1739209682.0411592;-38.13080360867914
1739209682.041164;-38.13080360867914
1739209682.0411685;-45.120503652039325
1739209682.0411732;-38.13080360867914
1739209682.0411777;-38.13080360867914
1739209682.0411825;-38.13080360867914
1739209682.041187;-35.57807855764607
1739209682.0411918;-38.13080360867914
1739209682.0411966;-45.120503652039325
1739209682.041201;-38.13080360867914
1739209682.041206;-38.13080360867914
1739209682.0412104;-45.120503652039325
1739209682.0412152;-33.981070128970906
1739209682.0412197;-33.981070128970906
1739209682.0412245;-45.120503652039325
1739209682.041229;-33.981070128970906
1739209682.0412338;-28.58837851428586
1739209682.0412383;-45.120503652039325
1739209682.041243;-45.120503652039325
1739209682.0412476;-33.981070128970906
1739209682.0412524;-45.120503652039325
1739209682.041257;-45.120503652039325
1739209682.0412617;-38.13080360867914
1739209682.0412662;-38.13080360867914
1739209682.041271;-38.13080360867914
1739209682.0412755;-45.120503652039325
1739209682.0412803;-35.57807855764607
1739209682.041285;-38.13080360867914
1739209682.0412896;-45.120503652039325
1739209682.0412943;-38.13080360867914
1739209682.0412989;-35.57807855764607
1739209682.0413036;-35.57807855764607
1739209682.0413082;-35.57807855764607
1739209682.041313;-38.13080360867914
1739209682.0413175;-38.13080360867914
1739209682.0413222;-38.13080360867914
1739209682.0413268;-45.120503652039325
1739209682.0413315;-38.13080360867914
1739209682.041336;-38.13080360867914
1739209682.0413408;-38.13080360867914
1739209682.0413454;-38.13080360867914
1739209682.0413501;-45.120503652039325
1739209682.0413547;-45.120503652039325
1739209682.0413594;-45.120503652039325
