CAN Message; 0x98:0000e394f1779ccf
Timestamp;Amplitude
1739209682.0377095;-38.13080360867914
1739209682.037714;-38.13080360867914
1739209682.0377188;-45.120503652039325
1739209682.0377233;-45.120503652039325
1739209682.037728;-38.13080360867914
1739209682.0377326;-35.57807855764607
1739209682.0377374;-35.57807855764607
1739209682.037742;-45.120503652039325
1739209682.0377467;-45.120503652039325
1739209682.0377512;-35.57807855764607
1739209682.037756;-38.13080360867914
1739209682.0377605;-45.120503652039325
1739209682.0377653;-33.981070128970906
1739209682.0377698;-28.58837851428586
1739209682.0377746;-38.13080360867914
1739209682.037779;-45.120503652039325
1739209682.0377839;-33.981070128970906
1739209682.0377884;-38.13080360867914
1739209682.0377932;-45.120503652039325
1739209682.037798;-38.13080360867914
1739209682.0378025;-45.120503652039325
1739209682.0378072;-38.13080360867914
1739209682.0378118;-45.120503652039325
1739209682.0378165;-45.120503652039325
1739209682.037821;-45.120503652039325
1739209682.0378258;-35.57807855764607
1739209682.0378304;-38.13080360867914
1739209682.0378351;-45.120503652039325
1739209682.0378397;-38.13080360867914
1739209682.0378444;-30.49652367304973
1739209682.037849;-38.13080360867914
1739209682.0378537;-38.13080360867914
1739209682.0378582;-38.13080360867914
1739209682.037863;-45.120503652039325
1739209682.0378675;-45.120503652039325
1739209682.0378723;-45.120503652039325
1739209682.037877;-45.120503652039325
1739209682.0378816;-45.120503652039325
1739209682.0378864;-45.120503652039325
1739209682.037891;-38.13080360867914
1739209682.0378957;-45.120503652039325
1739209682.0379002;-38.13080360867914
1739209682.037905;-38.13080360867914
1739209682.0379095;-38.13080360867914
1739209682.0379143;-38.13080360867914
1739209682.0379188;-38.13080360867914
1739209682.0379236;-45.120503652039325
1739209682.037928;-38.13080360867914
1739209682.0379329;-38.13080360867914
1739209682.0379374;-45.120503652039325
1739209682.0379422;-38.13080360867914
1739209682.0379467;-38.13080360867914
1739209682.0379515;-35.57807855764607
1739209682.037956;-38.13080360867914
1739209682.0379608;-38.13080360867914
1739209682.0379655;-38.13080360867914
1739209682.03797;-45.120503652039325
1739209682.0379748;-38.13080360867914
1739209682.0379794;-38.13080360867914
1739209682.0379841;-38.13080360867914
1739209682.0379887;-45.120503652039325
1739209682.0379934;-45.120503652039325
1739209682.037998;-38.13080360867914
1739209682.0380027;-45.120503652039325
1739209682.0380073;-45.120503652039325
1739209682.038012;-45.120503652039325
1739209682.0380166;-38.13080360867914
1739209682.0380213;-45.120503652039325
1739209682.0380259;-38.13080360867914
1739209682.0380306;-38.13080360867914
1739209682.0380352;-45.120503652039325
1739209682.03804;-38.13080360867914
1739209682.0380445;-38.13080360867914
1739209682.0380492;-45.120503652039325
1739209682.038054;-45.120503652039325
1739209682.0380585;-35.57807855764607
1739209682.0380633;-35.57807855764607
1739209682.0380678;-45.120503652039325
1739209682.0380726;-38.13080360867914
1739209682.038077;-38.13080360867914
1739209682.038082;-38.13080360867914
1739209682.0380864;-33.981070128970906
1739209682.0380912;-32.816014438256545
1739209682.0380957;-35.57807855764607
1739209682.0381005;-38.13080360867914
1739209682.038105;-45.120503652039325
1739209682.0381098;-38.13080360867914
1739209682.0381143;-38.13080360867914
1739209682.038119;-38.13080360867914
1739209682.0381236;-45.120503652039325
1739209682.0381284;-38.13080360867914
1739209682.0381331;-38.13080360867914
1739209682.0381377;-38.13080360867914
1739209682.0381424;-38.13080360867914
1739209682.038147;-38.13080360867914
1739209682.0381517;-38.13080360867914
1739209682.0381563;-38.13080360867914
1739209682.038161;-35.57807855764607
1739209682.0381656;-38.13080360867914
1739209682.0381703;-35.57807855764607
1739209682.0381749;-38.13080360867914
1739209682.0381796;-38.13080360867914
1739209682.0381842;-33.981070128970906
1739209682.038189;-45.120503652039325
1739209682.0381935;-38.13080360867914
1739209682.0381982;-45.120503652039325
1739209682.0382028;-38.13080360867914
1739209682.0382075;-45.120503652039325
1739209682.038212;-45.120503652039325
1739209682.0382168;-38.13080360867914
1739209682.0382216;-38.13080360867914
1739209682.0382261;-45.120503652039325
1739209682.038231;-38.13080360867914
1739209682.0382354;-45.120503652039325
1739209682.0382402;-38.13080360867914
1739209682.0382447;-45.120503652039325
1739209682.0382495;-45.120503652039325
1739209682.038254;-45.120503652039325
1739209682.0382588;-38.13080360867914
1739209682.0382633;-45.120503652039325
1739209682.038268;-38.13080360867914
1739209682.0382726;-35.57807855764607
1739209682.0382774;-33.981070128970906
1739209682.038282;-45.120503652039325
1739209682.0382867;-45.120503652039325
1739209682.0382912;-38.13080360867914
1739209682.038296;-38.13080360867914
1739209682.0383005;-45.120503652039325
1739209682.0383053;-45.120503652039325
1739209682.03831;-45.120503652039325
1739209682.0383146;-45.120503652039325
1739209682.0383193;-45.120503652039325
1739209682.0383239;-38.13080360867914
1739209682.0383286;-38.13080360867914
1739209682.0383332;-38.13080360867914
1739209682.038338;-38.13080360867914
1739209682.0383425;-45.120503652039325
1739209682.0383472;-35.57807855764607
1739209682.0383518;-38.13080360867914
1739209682.0383565;-45.120503652039325
1739209682.038361;-38.13080360867914
1739209682.0383658;-38.13080360867914
1739209682.0383704;-28.58837851428586
1739209682.0383751;-38.13080360867914
1739209682.0383797;-38.13080360867914
1739209682.0383844;-45.120503652039325
1739209682.0383892;-38.13080360867914
1739209682.0383937;-38.13080360867914
1739209682.0383985;-38.13080360867914
1739209682.038403;-38.13080360867914
1739209682.0384078;-31.141103565318915
1739209682.0384123;-38.13080360867914
1739209682.038417;-45.120503652039325
1739209682.0384216;-45.120503652039325
1739209682.0384264;-45.120503652039325
1739209682.038431;-45.120503652039325
1739209682.0384357;-45.120503652039325
1739209682.0384402;-33.981070128970906
1739209682.038445;-33.981070128970906
1739209682.0384495;-33.981070128970906
1739209682.0384543;-38.13080360867914
1739209682.0384588;-38.13080360867914
1739209682.0384636;-38.13080360867914
1739209682.0384681;-38.13080360867914
1739209682.038473;-38.13080360867914
1739209682.0384777;-45.120503652039325
1739209682.0384822;-31.141103565318915
1739209682.038487;-33.981070128970906
1739209682.0384915;-45.120503652039325
1739209682.0384963;-45.120503652039325
1739209682.0385008;-38.13080360867914
1739209682.0385056;-45.120503652039325
1739209682.03851;-45.120503652039325
1739209682.0385149;-38.13080360867914
1739209682.0385194;-33.981070128970906
1739209682.0385242;-45.120503652039325
1739209682.0385287;-45.120503652039325
1739209682.0385334;-38.13080360867914
1739209682.038538;-38.13080360867914
1739209682.0385427;-38.13080360867914
1739209682.0385473;-38.13080360867914
1739209682.038552;-38.13080360867914
1739209682.0385568;-45.120503652039325
1739209682.0385613;-38.13080360867914
1739209682.038566;-38.13080360867914
1739209682.0385706;-45.120503652039325
1739209682.0385754;-33.981070128970906
1739209682.03858;-38.13080360867914
1739209682.0385847;-38.13080360867914
1739209682.0385892;-38.13080360867914
1739209682.038594;-31.141103565318915
1739209682.0385985;-28.992665084841942
1739209682.0386033;-45.120503652039325
1739209682.0386078;-38.13080360867914
1739209682.0386126;-38.13080360867914
1739209682.0386171;-38.13080360867914
1739209682.038622;-45.120503652039325
1739209682.0386264;-38.13080360867914
1739209682.0386312;-45.120503652039325
1739209682.0386357;-45.120503652039325
1739209682.0386405;-45.120503652039325
1739209682.0386453;-45.120503652039325
1739209682.0386498;-38.13080360867914
1739209682.0386546;-33.981070128970906
1739209682.038659;-45.120503652039325
1739209682.0386639;-45.120503652039325
1739209682.0386684;-33.981070128970906
1739209682.0386732;-31.141103565318915
1739209682.0386777;-45.120503652039325
1739209682.0386825;-45.120503652039325
1739209682.038687;-45.120503652039325
1739209682.0386918;-45.120503652039325
1739209682.0386963;-38.13080360867914
1739209682.038701;-45.120503652039325
1739209682.0387056;-38.13080360867914
1739209682.0387104;-38.13080360867914
1739209682.038715;-38.13080360867914
1739209682.0387197;-45.120503652039325
1739209682.0387242;-38.13080360867914
1739209682.038729;-32.816014438256545
1739209682.0387337;-33.981070128970906
1739209682.0387383;-45.120503652039325
1739209682.038743;-45.120503652039325
1739209682.0387475;-38.13080360867914
1739209682.0387523;-38.13080360867914
1739209682.0387568;-45.120503652039325
1739209682.0387616;-45.120503652039325
1739209682.0387661;-33.981070128970906
1739209682.038771;-32.816014438256545
1739209682.0387754;-45.120503652039325
1739209682.0387802;-38.13080360867914
1739209682.0387847;-30.49652367304973
1739209682.0387895;-38.13080360867914
1739209682.038794;-45.120503652039325
1739209682.0387988;-38.13080360867914
1739209682.0388033;-33.981070128970906
1739209682.038808;-45.120503652039325
1739209682.0388129;-45.120503652039325
1739209682.0388174;-45.120503652039325
1739209682.0388222;-45.120503652039325
1739209682.0388267;-38.13080360867914
1739209682.0388315;-45.120503652039325
1739209682.038836;-45.120503652039325
1739209682.0388408;-38.13080360867914
1739209682.0388453;-33.981070128970906
1739209682.03885;-38.13080360867914
1739209682.0388546;-38.13080360867914
1739209682.0388594;-33.981070128970906
1739209682.038864;-45.120503652039325
1739209682.0388687;-45.120503652039325
1739209682.0388732;-38.13080360867914
1739209682.038878;-38.13080360867914
1739209682.0388825;-45.120503652039325
1739209682.0388873;-35.57807855764607
1739209682.0388918;-38.13080360867914
1739209682.0388966;-45.120503652039325
1739209682.0389013;-45.120503652039325
1739209682.0389059;-38.13080360867914
1739209682.0389106;-38.13080360867914
1739209682.0389152;-45.120503652039325
1739209682.03892;-35.57807855764607
1739209682.0389245;-35.57807855764607
1739209682.0389292;-38.13080360867914
1739209682.0389338;-38.13080360867914
1739209682.0389385;-45.120503652039325
1739209682.038943;-38.13080360867914
1739209682.0389478;-38.13080360867914
1739209682.0389524;-45.120503652039325
1739209682.038957;-45.120503652039325
1739209682.0389616;-38.13080360867914
1739209682.0389664;-33.981070128970906
1739209682.038971;-45.120503652039325
1739209682.0389757;-45.120503652039325
1739209682.0389802;-45.120503652039325
1739209682.038985;-45.120503652039325
1739209682.0389898;-38.13080360867914
1739209682.0389943;-38.13080360867914
1739209682.038999;-35.57807855764607
1739209682.0390036;-38.13080360867914
1739209682.0390084;-38.13080360867914
1739209682.039013;-35.57807855764607
1739209682.0390177;-38.13080360867914
1739209682.0390222;-45.120503652039325
1739209682.039027;-45.120503652039325
1739209682.0390315;-38.13080360867914
1739209682.0390363;-38.13080360867914
1739209682.0390408;-45.120503652039325
1739209682.0390456;-45.120503652039325
1739209682.03905;-38.13080360867914
1739209682.0390549;-45.120503652039325
1739209682.0390594;-33.981070128970906
1739209682.0390642;-32.816014438256545
1739209682.039069;-45.120503652039325
1739209682.0390735;-38.13080360867914
1739209682.0390782;-38.13080360867914
1739209682.0390828;-38.13080360867914
1739209682.0390875;-31.141103565318915
1739209682.039092;-38.13080360867914
1739209682.0390968;-45.120503652039325
1739209682.0391014;-45.120503652039325
1739209682.0391061;-45.120503652039325
1739209682.0391107;-38.13080360867914
1739209682.0391154;-38.13080360867914
1739209682.03912;-38.13080360867914
1739209682.0391247;-33.981070128970906
1739209682.0391293;-45.120503652039325
1739209682.039134;-38.13080360867914
1739209682.0391386;-35.57807855764607
1739209682.0391433;-38.13080360867914
1739209682.0391479;-45.120503652039325
1739209682.0391526;-45.120503652039325
1739209682.0391574;-45.120503652039325
1739209682.039162;-33.981070128970906
1739209682.0391667;-38.13080360867914
1739209682.0391712;-38.13080360867914
1739209682.039176;-38.13080360867914
1739209682.0391805;-45.120503652039325
1739209682.0391853;-33.981070128970906
1739209682.0391898;-38.13080360867914
1739209682.0391946;-35.57807855764607
1739209682.039199;-33.981070128970906
1739209682.039204;-45.120503652039325
1739209682.0392084;-38.13080360867914
1739209682.0392132;-35.57807855764607
1739209682.0392177;-35.57807855764607
1739209682.0392225;-45.120503652039325
1739209682.039227;-45.120503652039325
1739209682.0392318;-32.816014438256545
1739209682.0392363;-31.141103565318915
1739209682.039241;-45.120503652039325
1739209682.0392458;-38.13080360867914
1739209682.0392504;-45.120503652039325
1739209682.0392551;-38.13080360867914
1739209682.0392597;-45.120503652039325
1739209682.0392644;-38.13080360867914
1739209682.039269;-35.57807855764607
1739209682.0392737;-38.13080360867914
1739209682.0392783;-45.120503652039325
1739209682.039283;-45.120503652039325
1739209682.0392876;-38.13080360867914
1739209682.0392923;-38.13080360867914
1739209682.0392969;-45.120503652039325
1739209682.0393016;-45.120503652039325
1739209682.0393062;-38.13080360867914
1739209682.039311;-33.981070128970906
1739209682.0393155;-38.13080360867914
1739209682.0393202;-45.120503652039325
1739209682.039325;-38.13080360867914
1739209682.0393295;-33.981070128970906
1739209682.0393343;-45.120503652039325
1739209682.0393388;-45.120503652039325
1739209682.0393436;-33.981070128970906
1739209682.0393481;-32.816014438256545
1739209682.039353;-38.13080360867914
1739209682.0393574;-38.13080360867914
1739209682.0393622;-38.13080360867914
1739209682.0393667;-45.120503652039325
1739209682.0393715;-45.120503652039325
1739209682.039376;-45.120503652039325
1739209682.0393808;-45.120503652039325
1739209682.0393853;-28.992665084841942
1739209682.03939;-31.141103565318915
1739209682.0393946;-45.120503652039325
1739209682.0393994;-45.120503652039325
1739209682.039404;-38.13080360867914
1739209682.0394087;-33.981070128970906
1739209682.0394135;-45.120503652039325
1739209682.039418;-45.120503652039325
1739209682.0394228;-38.13080360867914
1739209682.0394273;-38.13080360867914
1739209682.039432;-38.13080360867914
1739209682.0394366;-45.120503652039325
1739209682.0394413;-38.13080360867914
1739209682.0394459;-38.13080360867914
1739209682.0394506;-45.120503652039325
1739209682.0394552;-45.120503652039325
1739209682.03946;-33.981070128970906
1739209682.0394645;-35.57807855764607
1739209682.0394692;-38.13080360867914
1739209682.0394738;-45.120503652039325
1739209682.0394785;-38.13080360867914
1739209682.039483;-38.13080360867914
1739209682.0394878;-38.13080360867914
1739209682.0394926;-38.13080360867914
1739209682.0394971;-33.981070128970906
1739209682.039502;-30.49652367304973
1739209682.0395064;-38.13080360867914
1739209682.0395112;-45.120503652039325
1739209682.0395157;-38.13080360867914
1739209682.0395205;-33.981070128970906
1739209682.039525;-45.120503652039325
1739209682.0395298;-35.57807855764607
1739209682.0395343;-30.49652367304973
1739209682.039539;-33.981070128970956
1739209682.0395436;-38.13080360867914
1739209682.0395484;-45.120503652039325
1739209682.039553;-45.120503652039325
1739209682.0395577;-38.13080360867914
1739209682.0395622;-38.13080360867914
1739209682.039567;-45.120503652039325
1739209682.0395715;-35.57807855764607
1739209682.0395763;-31.141103565318915
1739209682.039581;-45.120503652039325
1739209682.0395856;-45.120503652039325
1739209682.0395904;-45.120503652039325
1739209682.039595;-45.120503652039325
1739209682.0395997;-45.120503652039325
1739209682.0396042;-38.13080360867914
1739209682.039609;-38.13080360867914
1739209682.0396135;-45.120503652039325
1739209682.0396183;-45.120503652039325
1739209682.0396228;-35.57807855764607
1739209682.0396276;-32.816014438256545
1739209682.039632;-38.13080360867914
1739209682.0396369;-45.120503652039325
1739209682.0396414;-35.57807855764607
1739209682.0396461;-38.13080360867914
1739209682.0396507;-45.120503652039325
1739209682.0396554;-45.120503652039325
1739209682.03966;-35.57807855764607
1739209682.0396647;-45.120503652039325
1739209682.0396695;-38.13080360867914
1739209682.039674;-33.981070128970906
1739209682.0396788;-38.13080360867914
1739209682.0396833;-38.13080360867914
1739209682.039688;-45.120503652039325
1739209682.0396926;-45.120503652039325
1739209682.0396974;-38.13080360867914
1739209682.039702;-33.981070128970906
1739209682.0397067;-45.120503652039325
1739209682.0397112;-45.120503652039325
1739209682.039716;-33.981070128970906
1739209682.0397205;-38.13080360867914
1739209682.0397253;-45.120503652039325
1739209682.0397298;-45.120503652039325
1739209682.0397346;-32.816014438256545
1739209682.0397391;-38.13080360867914
1739209682.039744;-45.120503652039325
1739209682.0397487;-45.120503652039325
1739209682.0397532;-45.120503652039325
1739209682.039758;-45.120503652039325
1739209682.0397625;-38.13080360867914
1739209682.0397673;-38.13080360867914
1739209682.0397718;-32.816014438256545
1739209682.0397766;-38.13080360867914
1739209682.039781;-45.120503652039325
1739209682.0397859;-38.13080360867914
1739209682.0397904;-38.13080360867914
1739209682.0397952;-38.13080360867914
1739209682.0397997;-38.13080360867914
1739209682.0398045;-45.120503652039325
1739209682.039809;-38.13080360867914
1739209682.0398138;-45.120503652039325
1739209682.0398183;-35.57807855764607
