CAN Message; 0x39:0c2868f84e5eaec8
1739209765.8766732;-45.120503652039325
1739209765.8766782;-45.120503652039325
1739209765.8766832;-45.120503652039325
1739209765.8766882;-45.120503652039325
1739209765.8766932;-45.120503652039325
1739209765.8766983;-45.120503652039325
1739209765.8767033;-45.120503652039325
1739209765.8767083;-45.120503652039325
1739209765.8767133;-45.120503652039325
1739209765.8767183;-45.120503652039325
1739209765.8767233;-38.13080360867914
1739209765.8767283;-38.13080360867914
1739209765.8767333;-45.120503652039325
1739209765.876738;-38.13080360867914
1739209765.876743;-45.120503652039325
1739209765.876748;-32.816014438256545
1739209765.876753;-27.267205301931607
1739209765.876758;-45.120503652039325
1739209765.876763;-33.981070128970906
1739209765.876768;-35.57807855764607
1739209765.876773;-35.57807855764607
1739209765.8767781;-33.981070128970906
1739209765.8767831;-38.13080360867914
1739209765.8767881;-38.13080360867914
1739209765.8767931;-32.816014438256545
1739209765.8767982;-38.13080360867914
1739209765.8768032;-38.13080360867914
1739209765.8768082;-45.120503652039325
1739209765.8768132;-38.13080360867914
1739209765.8768182;-38.13080360867914
1739209765.876823;-45.120503652039325
1739209765.876828;-38.13080360867914
1739209765.876833;-33.981070128970906
1739209765.876838;-45.120503652039325
1739209765.876843;-38.13080360867914
1739209765.876848;-38.13080360867914
1739209765.876853;-45.120503652039325
1739209765.876858;-45.120503652039325
1739209765.876863;-38.13080360867914
1739209765.876868;-45.120503652039325
1739209765.876873;-45.120503652039325
1739209765.876878;-38.13080360867914
1739209765.876883;-45.120503652039325
1739209765.876888;-45.120503652039325
1739209765.876893;-38.13080360867914
1739209765.876898;-38.13080360867914
1739209765.876903;-38.13080360867914
1739209765.8769078;-45.120503652039325
1739209765.8769128;-38.13080360867914
1739209765.8769178;-45.120503652039325
1739209765.8769228;-45.120503652039325
1739209765.8769279;-45.120503652039325
1739209765.8769329;-45.120503652039325
1739209765.8769379;-38.13080360867914
1739209765.8769429;-38.13080360867914
1739209765.8769479;-45.120503652039325
1739209765.876953;-38.13080360867914
1739209765.876958;-35.57807855764607
1739209765.876963;-38.13080360867914
1739209765.876968;-45.120503652039325
1739209765.876973;-35.57807855764607
1739209765.876978;-32.816014438256545
1739209765.876983;-45.120503652039325
1739209765.8769877;-45.120503652039325
1739209765.8769927;-33.981070128970906
1739209765.8769977;-45.120503652039325
1739209765.8770027;-45.120503652039325
1739209765.8770077;-45.120503652039325
1739209765.8770127;-45.120503652039325
1739209765.8770177;-38.13080360867914
1739209765.8770227;-38.13080360867914
1739209765.8770278;-45.120503652039325
1739209765.8770328;-38.13080360867914
1739209765.8770378;-38.13080360867914
1739209765.8770428;-38.13080360867914
1739209765.8770478;-45.120503652039325
1739209765.8770528;-38.13080360867914
1739209765.8770578;-38.13080360867914
1739209765.8770628;-38.13080360867914
1739209765.8770678;-45.120503652039325
1739209765.8770726;-38.13080360867914
1739209765.8770776;-31.141103565318893
1739209765.8770826;-33.981070128970906
1739209765.8770876;-45.120503652039325
1739209765.8770926;-45.120503652039325
1739209765.8770976;-35.57807855764607
1739209765.8771026;-38.13080360867914
1739209765.8771076;-45.120503652039325
1739209765.8771126;-38.13080360867914
1739209765.8771176;-38.13080360867914
1739209765.8771226;-38.13080360867914
1739209765.8771276;-45.120503652039325
1739209765.8771327;-33.981070128970906
1739209765.8771377;-33.981070128970906
1739209765.8771427;-35.57807855764607
1739209765.8771477;-38.13080360867914
1739209765.8771527;-45.120503652039325
1739209765.8771574;-35.57807855764607
1739209765.8771625;-38.13080360867914
1739209765.8771675;-45.120503652039325
1739209765.8771725;-45.120503652039325
1739209765.8771775;-38.13080360867914
1739209765.8771825;-35.57807855764607
1739209765.8771875;-38.13080360867914
1739209765.8771925;-45.120503652039325
1739209765.8771975;-45.120503652039325
1739209765.8772025;-38.13080360867914
1739209765.8772075;-38.13080360867914
1739209765.8772125;-45.120503652039325
1739209765.8772175;-38.13080360867914
1739209765.8772225;-45.120503652039325
1739209765.8772275;-32.816014438256545
1739209765.8772326;-38.13080360867914
1739209765.8772376;-35.57807855764607
1739209765.8772423;-38.13080360867914
1739209765.8772473;-38.13080360867914
1739209765.8772523;-45.120503652039325
1739209765.8772573;-38.13080360867914
1739209765.8772624;-38.13080360867914
1739209765.8772674;-38.13080360867914
1739209765.8772724;-38.13080360867914
1739209765.8772774;-45.120503652039325
1739209765.8772824;-45.120503652039325
1739209765.8772874;-38.13080360867914
1739209765.8772924;-33.981070128970906
1739209765.8772974;-45.120503652039325
1739209765.8773024;-38.13080360867914
1739209765.8773074;-35.57807855764607
1739209765.8773124;-38.13080360867914
1739209765.8773174;-35.57807855764607
1739209765.8773224;-35.57807855764607
1739209765.8773272;-35.57807855764607
1739209765.8773322;-38.13080360867914
1739209765.8773372;-29.438486411369333
1739209765.8773422;-38.13080360867914
1739209765.8773472;-35.57807855764607
1739209765.8773522;-45.120503652039325
1739209765.8773572;-45.120503652039325
1739209765.8773623;-38.13080360867914
1739209765.8773673;-38.13080360867914
1739209765.8773723;-33.981070128970906
1739209765.8773773;-45.120503652039325
1739209765.8773823;-45.120503652039325
1739209765.8773873;-45.120503652039325
1739209765.8773923;-45.120503652039325
1739209765.8773973;-45.120503652039325
1739209765.8774023;-38.13080360867914
1739209765.877407;-35.57807855764607
1739209765.877412;-45.120503652039325
1739209765.877417;-33.981070128970906
1739209765.877422;-45.120503652039325
1739209765.877427;-35.57807855764607
1739209765.877432;-45.120503652039325
1739209765.877437;-29.438486411369333
1739209765.8774421;-31.141103565318893
1739209765.8774471;-38.13080360867914
1739209765.8774521;-45.120503652039325
1739209765.8774571;-38.13080360867914
1739209765.8774621;-35.57807855764607
1739209765.8774672;-38.13080360867914
1739209765.8774722;-38.13080360867914
1739209765.8774772;-38.13080360867914
1739209765.8774822;-45.120503652039325
1739209765.8774872;-35.57807855764607
1739209765.877492;-45.120503652039325
1739209765.877497;-45.120503652039325
1739209765.877502;-38.13080360867914
1739209765.877507;-32.816014438256545
1739209765.877512;-38.13080360867914
1739209765.877517;-32.816014438256545
1739209765.877522;-30.49652367304973
1739209765.877527;-45.120503652039325
1739209765.877532;-45.120503652039325
1739209765.877537;-38.13080360867914
1739209765.877542;-38.13080360867914
1739209765.877547;-45.120503652039325
1739209765.877552;-45.120503652039325
1739209765.877557;-45.120503652039325
1739209765.877562;-45.120503652039325
1739209765.877567;-45.120503652039325
1739209765.877572;-45.120503652039325
1739209765.8775768;-45.120503652039325
1739209765.8775818;-45.120503652039325
1739209765.8775868;-38.13080360867914
1739209765.8775918;-45.120503652039325
1739209765.8775969;-38.13080360867914
1739209765.8776019;-45.120503652039325
1739209765.8776069;-45.120503652039325
1739209765.8776119;-38.13080360867914
1739209765.877617;-38.13080360867914
1739209765.877622;-45.120503652039325
1739209765.877627;-38.13080360867914
1739209765.877632;-45.120503652039325
1739209765.877637;-33.981070128970906
1739209765.877642;-31.141103565318915
1739209765.877647;-45.120503652039325
1739209765.877652;-45.120503652039325
1739209765.877657;-38.13080360867914
1739209765.8776617;-33.981070128970906
1739209765.8776667;-33.981070128970906
1739209765.8776717;-38.13080360867914
1739209765.8776767;-45.120503652039325
1739209765.8776817;-32.81601443825658
1739209765.8776867;-45.120503652039325
1739209765.8776917;-45.120503652039325
1739209765.8776968;-45.120503652039325
1739209765.8777018;-45.120503652039325
1739209765.8777068;-38.13080360867914
1739209765.8777118;-38.13080360867914
1739209765.8777168;-35.57807855764607
1739209765.8777218;-28.992665084841942
1739209765.8777268;-45.120503652039325
1739209765.8777318;-38.13080360867914
1739209765.8777368;-45.120503652039325
1739209765.8777416;-45.120503652039325
1739209765.8777466;-45.120503652039325
1739209765.8777516;-45.120503652039325
1739209765.8777566;-45.120503652039325
1739209765.8777616;-45.120503652039325
1739209765.8777666;-45.120503652039325
1739209765.8777716;-38.13080360867914
1739209765.8777766;-33.981070128970906
1739209765.8777816;-45.120503652039325
1739209765.8777866;-38.13080360867914
1739209765.8777916;-33.981070128970906
1739209765.8777966;-35.57807855764607
1739209765.8778017;-33.981070128970906
1739209765.8778067;-45.120503652039325
1739209765.8778117;-38.13080360867914
1739209765.8778167;-35.57807855764607
1739209765.8778217;-38.13080360867914
1739209765.8778265;-45.120503652039325
1739209765.8778315;-45.120503652039325
1739209765.8778365;-35.57807855764607
1739209765.8778415;-33.981070128970906
1739209765.8778465;-38.13080360867914
1739209765.8778515;-45.120503652039325
1739209765.8778565;-35.57807855764607
1739209765.8778615;-33.981070128970906
1739209765.8778665;-35.57807855764607
1739209765.8778715;-38.13080360867914
1739209765.8778765;-38.13080360867914
1739209765.8778815;-38.13080360867914
1739209765.8778865;-45.120503652039325
1739209765.8778915;-45.120503652039325
1739209765.8778965;-38.13080360867914
1739209765.8779016;-45.120503652039325
1739209765.8779066;-38.13080360867914
1739209765.8779113;-45.120503652039325
1739209765.8779163;-45.120503652039325
1739209765.8779213;-33.981070128970906
1739209765.8779263;-45.120503652039325
1739209765.8779314;-38.13080360867914
1739209765.8779364;-35.57807855764607
1739209765.8779414;-38.13080360867914
1739209765.8779464;-38.13080360867914
1739209765.8779514;-45.120503652039325
1739209765.8779564;-38.13080360867914
1739209765.8779614;-38.13080360867914
1739209765.8779664;-45.120503652039325
1739209765.8779714;-38.13080360867914
1739209765.8779764;-45.120503652039325
1739209765.8779814;-45.120503652039325
1739209765.8779864;-38.13080360867914
1739209765.8779914;-38.13080360867914
1739209765.8779962;-45.120503652039325
1739209765.8780012;-45.120503652039325
1739209765.8780062;-45.120503652039325
1739209765.8780112;-45.120503652039325
1739209765.8780162;-38.13080360867914
1739209765.8780212;-33.981070128970906
1739209765.8780262;-38.13080360867914
1739209765.8780313;-38.13080360867914
1739209765.8780363;-45.120503652039325
1739209765.8780413;-45.120503652039325
1739209765.8780463;-29.438486411369333
1739209765.8780513;-38.13080360867914
1739209765.8780563;-45.120503652039325
1739209765.8780613;-38.13080360867914
1739209765.8780663;-32.816014438256545
1739209765.8780713;-38.13080360867914
1739209765.8780763;-45.120503652039325
1739209765.878081;-45.120503652039325
1739209765.878086;-45.120503652039325
1739209765.878091;-45.120503652039325
1739209765.878096;-45.120503652039325
1739209765.878101;-45.120503652039325
1739209765.878106;-45.120503652039325
1739209765.8781111;-38.13080360867914
1739209765.8781161;-45.120503652039325
1739209765.8781211;-38.13080360867914
1739209765.8781261;-45.120503652039325
1739209765.8781312;-45.120503652039325
1739209765.8781362;-38.13080360867914
1739209765.8781412;-38.13080360867914
1739209765.8781462;-35.57807855764607
1739209765.8781512;-38.13080360867914
1739209765.8781562;-35.57807855764607
1739209765.878161;-38.13080360867914
1739209765.878166;-35.57807855764607
1739209765.878171;-45.120503652039325
1739209765.878176;-45.120503652039325
1739209765.878181;-38.13080360867914
1739209765.878186;-38.13080360867914
1739209765.878191;-38.13080360867914
1739209765.878196;-35.57807855764607
1739209765.878201;-33.981070128970906
1739209765.878206;-45.120503652039325
1739209765.878211;-45.120503652039325
1739209765.878216;-38.13080360867914
1739209765.878221;-45.120503652039325
1739209765.878226;-45.120503652039325
1739209765.878231;-38.13080360867914
1739209765.878236;-38.13080360867914
1739209765.878241;-38.13080360867914
1739209765.8782458;-26.991370085610736
1739209765.8782508;-38.13080360867914
1739209765.8782558;-38.13080360867914
1739209765.8782609;-38.13080360867914
1739209765.8782659;-35.57807855764607
1739209765.8782709;-38.13080360867914
1739209765.8782759;-38.13080360867914
1739209765.8782809;-38.13080360867914
1739209765.878286;-32.81601443825658
1739209765.878291;-33.981070128970956
1739209765.878296;-38.13080360867914
1739209765.878301;-38.13080360867914
1739209765.878306;-45.120503652039325
1739209765.878311;-38.13080360867914
1739209765.878316;-35.57807855764607
1739209765.878321;-38.13080360867914
1739209765.878326;-45.120503652039325
1739209765.8783307;-33.981070128970906
1739209765.8783357;-38.13080360867914
1739209765.8783407;-35.57807855764607
1739209765.8783457;-45.120503652039325
1739209765.8783507;-45.120503652039325
1739209765.8783557;-38.13080360867914
1739209765.8783607;-38.13080360867914
1739209765.8783658;-45.120503652039325
1739209765.8783708;-38.13080360867914
1739209765.8783758;-45.120503652039325
1739209765.8783808;-45.120503652039325
1739209765.8783858;-38.13080360867914
1739209765.8783908;-35.57807855764607
1739209765.8783958;-38.13080360867914
1739209765.8784008;-38.13080360867914
1739209765.8784058;-45.120503652039325
1739209765.8784108;-45.120503652039325
1739209765.8784156;-35.57807855764607
1739209765.8784206;-38.13080360867914
1739209765.8784256;-45.120503652039325
1739209765.8784306;-38.13080360867914
1739209765.8784356;-32.816014438256545
1739209765.8784406;-45.120503652039325
1739209765.8784456;-32.816014438256545
1739209765.8784506;-32.816014438256545
1739209765.8784556;-38.13080360867914
1739209765.8784606;-38.13080360867914
1739209765.8784657;-38.13080360867914
1739209765.8784707;-38.13080360867914
1739209765.8784757;-38.13080360867914
1739209765.8784807;-38.13080360867914
1739209765.8784857;-45.120503652039325
1739209765.8784907;-38.13080360867914
1739209765.8784957;-31.141103565318893
1739209765.8785005;-35.57807855764607
1739209765.8785055;-45.120503652039325
1739209765.8785105;-45.120503652039325
1739209765.8785155;-38.13080360867914
1739209765.8785205;-45.120503652039325
1739209765.8785255;-30.49652367304973
1739209765.8785305;-28.58837851428586
1739209765.8785355;-45.120503652039325
1739209765.8785405;-38.13080360867914
1739209765.8785455;-35.57807855764607
1739209765.8785505;-38.13080360867914
1739209765.8785555;-45.120503652039325
1739209765.8785605;-45.120503652039325
1739209765.8785655;-38.13080360867914
1739209765.8785706;-38.13080360867914
1739209765.8785756;-45.120503652039325
1739209765.8785803;-45.120503652039325
1739209765.8785853;-45.120503652039325
1739209765.8785903;-38.13080360867914
1739209765.8785954;-38.13080360867914
1739209765.8786004;-38.13080360867914
1739209765.8786054;-32.816014438256545
1739209765.8786104;-33.981070128970906
1739209765.8786154;-38.13080360867914
1739209765.8786204;-38.13080360867914
1739209765.8786254;-38.13080360867914
1739209765.8786304;-45.120503652039325
1739209765.8786354;-45.120503652039325
1739209765.8786404;-45.120503652039325
1739209765.8786454;-45.120503652039325
1739209765.8786504;-33.981070128970906
1739209765.8786554;-45.120503652039325
1739209765.8786604;-45.120503652039325
1739209765.8786652;-35.57807855764607
1739209765.8786702;-33.981070128970906
1739209765.8786752;-45.120503652039325
1739209765.8786802;-45.120503652039325
1739209765.8786852;-45.120503652039325
1739209765.8786902;-45.120503652039325
1739209765.8786952;-45.120503652039325
1739209765.8787003;-45.120503652039325
1739209765.8787053;-45.120503652039325
1739209765.8787103;-45.120503652039325
1739209765.8787153;-32.816014438256545
1739209765.8787203;-35.57807855764607
1739209765.8787253;-45.120503652039325
1739209765.8787303;-33.981070128970906
1739209765.8787353;-32.816014438256545
1739209765.8787403;-38.13080360867914
1739209765.8787453;-38.13080360867914
1739209765.87875;-35.57807855764607
1739209765.878755;-33.981070128970906
1739209765.87876;-38.13080360867914
1739209765.878765;-38.13080360867914
1739209765.87877;-38.13080360867914
1739209765.8787751;-45.120503652039325
1739209765.8787801;-33.981070128970906
1739209765.8787851;-45.120503652039325
1739209765.8787901;-33.981070128970956
1739209765.8787951;-38.13080360867914
1739209765.8788002;-38.13080360867914
1739209765.8788052;-45.120503652039325
1739209765.8788102;-45.120503652039325
1739209765.8788152;-38.13080360867914
1739209765.8788202;-45.120503652039325
1739209765.8788252;-45.120503652039325
1739209765.8788302;-33.981070128970906
1739209765.878835;-30.49652367304973
1739209765.87884;-38.13080360867914
1739209765.878845;-45.120503652039325
1739209765.87885;-38.13080360867914
1739209765.878855;-38.13080360867914
1739209765.87886;-45.120503652039325
1739209765.878865;-45.120503652039325
1739209765.87887;-38.13080360867914
1739209765.878875;-38.13080360867914
1739209765.87888;-38.13080360867914
1739209765.878885;-35.57807855764607
1739209765.87889;-45.120503652039325
1739209765.878895;-45.120503652039325
1739209765.8789;-38.13080360867914
1739209765.878905;-45.120503652039325
1739209765.87891;-33.981070128970906
1739209765.8789148;-35.57807855764607
1739209765.8789198;-38.13080360867914
1739209765.8789248;-45.120503652039325
1739209765.8789299;-33.981070128970906
1739209765.8789349;-30.49652367304973
1739209765.8789399;-38.13080360867914
1739209765.8789449;-45.120503652039325
1739209765.8789499;-45.120503652039325
1739209765.878955;-33.981070128970906
1739209765.87896;-38.13080360867914
1739209765.878965;-38.13080360867914
1739209765.87897;-45.120503652039325
1739209765.878975;-45.120503652039325
1739209765.87898;-45.120503652039325
1739209765.878985;-45.120503652039325
1739209765.87899;-45.120503652039325
1739209765.878995;-45.120503652039325
1739209765.8789997;-45.120503652039325
1739209765.8790047;-45.120503652039325
1739209765.8790097;-33.981070128970906
1739209765.8790147;-33.981070128970906
1739209765.8790197;-45.120503652039325
1739209765.8790247;-45.120503652039325
1739209765.8790298;-38.13080360867914
1739209765.8790348;-35.57807855764607
1739209765.8790398;-38.13080360867914
1739209765.8790448;-45.120503652039325
1739209765.8790498;-45.120503652039325
1739209765.8790548;-32.816014438256545
1739209765.8790598;-45.120503652039325
1739209765.8790648;-45.120503652039325
1739209765.8790698;-45.120503652039325
1739209765.8790748;-45.120503652039325
1739209765.8790798;-45.120503652039325
1739209765.8790846;-45.120503652039325
1739209765.8790896;-38.13080360867914
1739209765.8790946;-38.13080360867914
1739209765.8790996;-45.120503652039325
1739209765.8791046;-45.120503652039325
1739209765.8791096;-38.13080360867914
1739209765.8791146;-38.13080360867914
1739209765.8791196;-38.13080360867914
1739209765.8791246;-38.13080360867914
1739209765.8791296;-38.13080360867914
1739209765.8791347;-29.438486411369333
1739209765.8791397;-38.13080360867914
1739209765.8791447;-38.13080360867914
1739209765.8791497;-45.120503652039325
1739209765.8791547;-45.120503652039325
1739209765.8791597;-45.120503652039325
1739209765.8791647;-45.120503652039325
1739209765.8791695;-45.120503652039325
1739209765.8791745;-38.13080360867914
1739209765.8791795;-45.120503652039325
1739209765.8791845;-38.13080360867914
1739209765.8791895;-38.13080360867914
1739209765.8791945;-45.120503652039325
1739209765.8791995;-45.120503652039325
1739209765.8792045;-45.120503652039325
1739209765.8792095;-38.13080360867914
1739209765.8792145;-28.21854285175415
1739209765.8792195;-35.57807855764607
1739209765.8792245;-45.120503652039325
1739209765.8792295;-45.120503652039325
1739209765.8792346;-35.57807855764607
1739209765.8792396;-38.13080360867914
1739209765.8792446;-38.13080360867914
1739209765.8792496;-35.57807855764607
1739209765.8792543;-45.120503652039325
1739209765.8792593;-45.120503652039325
1739209765.8792644;-45.120503652039325
1739209765.8792694;-38.13080360867914
1739209765.8792744;-45.120503652039325
1739209765.8792794;-45.120503652039325
1739209765.8792844;-38.13080360867914
1739209765.8792894;-45.120503652039325
1739209765.8792944;-29.438486411369333
1739209765.8792994;-33.981070128970906
1739209765.8793044;-45.120503652039325
1739209765.8793094;-33.981070128970906
1739209765.8793144;-33.981070128970906
1739209765.8793194;-45.120503652039325
1739209765.8793244;-45.120503652039325
1739209765.8793294;-38.13080360867914
1739209765.8793342;-32.816014438256545
1739209765.8793392;-33.981070128970906
1739209765.8793442;-45.120503652039325
1739209765.8793492;-38.13080360867914
1739209765.8793542;-35.57807855764607
1739209765.8793592;-35.57807855764607
1739209765.8793643;-45.120503652039325
1739209765.8793693;-45.120503652039325
1739209765.8793743;-45.120503652039325
1739209765.8793793;-45.120503652039325
1739209765.8793843;-45.120503652039325
1739209765.8793893;-38.13080360867914
1739209765.8793943;-38.13080360867914
1739209765.8793993;-38.13080360867914
1739209765.8794043;-45.120503652039325
1739209765.8794093;-45.120503652039325
1739209765.8794143;-29.438486411369333
1739209765.879419;-28.992665084841942
1739209765.879424;-45.120503652039325
1739209765.879429;-45.120503652039325
1739209765.879434;-35.57807855764607
1739209765.879439;-35.57807855764607
1739209765.8794441;-45.120503652039325
1739209765.8794491;-38.13080360867914
1739209765.8794541;-45.120503652039325
1739209765.8794591;-38.13080360867914
1739209765.8794641;-45.120503652039325
1739209765.8794692;-45.120503652039325
1739209765.8794742;-45.120503652039325
1739209765.8794792;-45.120503652039325
1739209765.8794842;-45.120503652039325
1739209765.8794892;-45.120503652039325
1739209765.8794942;-33.981070128970906
1739209765.8794992;-31.141103565318915
1739209765.879504;-45.120503652039325
1739209765.879509;-45.120503652039325
1739209765.879514;-45.120503652039325
1739209765.879519;-38.13080360867914
1739209765.879524;-35.57807855764607
1739209765.879529;-35.57807855764607
1739209765.879534;-38.13080360867914
1739209765.879539;-38.13080360867914
1739209765.879544;-32.816014438256545
1739209765.879549;-38.13080360867914
1739209765.879554;-45.120503652039325
1739209765.879559;-38.13080360867914
1739209765.879564;-35.57807855764607
1739209765.879569;-38.13080360867914
1739209765.879574;-45.120503652039325
1739209765.879579;-45.120503652039325
1739209765.879584;-38.13080360867914
1739209765.8795888;-38.13080360867914
1739209765.8795938;-45.120503652039325
1739209765.8795989;-45.120503652039325
1739209765.8796039;-38.13080360867914
1739209765.8796089;-45.120503652039325
1739209765.8796139;-45.120503652039325
1739209765.879619;-33.981070128970906
1739209765.879624;-35.57807855764607
1739209765.879629;-38.13080360867914
1739209765.879634;-38.13080360867914
1739209765.879639;-35.57807855764607
1739209765.879644;-32.816014438256545
1739209765.879649;-38.13080360867914
1739209765.879654;-45.120503652039325
1739209765.879659;-45.120503652039325
1739209765.879664;-45.120503652039325
1739209765.879669;-45.120503652039325
1739209765.8796737;-45.120503652039325
1739209765.8796787;-45.120503652039325
1739209765.8796837;-38.13080360867914
1739209765.8796887;-45.120503652039325
1739209765.8796937;-45.120503652039325
1739209765.8796988;-38.13080360867914
1739209765.8797038;-45.120503652039325
1739209765.8797088;-45.120503652039325
1739209765.8797138;-45.120503652039325
1739209765.8797188;-38.13080360867914
1739209765.8797238;-45.120503652039325
1739209765.8797288;-45.120503652039325
1739209765.8797338;-45.120503652039325
1739209765.8797388;-38.13080360867914
1739209765.8797438;-38.13080360867914
1739209765.8797488;-45.120503652039325
1739209765.8797536;-45.120503652039325
1739209765.8797586;-45.120503652039325
1739209765.8797636;-45.120503652039325
1739209765.8797686;-38.13080360867914
1739209765.8797736;-45.120503652039325
1739209765.8797786;-45.120503652039325
1739209765.8797836;-45.120503652039325
1739209765.8797886;-38.13080360867914
1739209765.8797936;-45.120503652039325
1739209765.8797987;-38.13080360867914
1739209765.8798037;-38.13080360867914
1739209765.8798087;-45.120503652039325
1739209765.8798137;-45.120503652039325
1739209765.8798187;-38.13080360867914
1739209765.8798237;-32.816014438256545
1739209765.8798287;-45.120503652039325
1739209765.8798337;-38.13080360867914
1739209765.8798385;-38.13080360867914
1739209765.8798435;-35.57807855764607
1739209765.8798485;-38.13080360867914
1739209765.8798535;-38.13080360867914
1739209765.8798585;-45.120503652039325
1739209765.8798635;-45.120503652039325
1739209765.8798685;-45.120503652039325
1739209765.8798735;-45.120503652039325
1739209765.8798785;-45.120503652039325
1739209765.8798835;-45.120503652039325
1739209765.8798885;-45.120503652039325
1739209765.8798935;-45.120503652039325
1739209765.8798985;-38.13080360867914
1739209765.8799036;-38.13080360867914
1739209765.8799086;-45.120503652039325
1739209765.8799136;-45.120503652039325
1739209765.8799186;-38.13080360867914
1739209765.8799233;-38.13080360867914
1739209765.8799284;-38.13080360867914
1739209765.8799334;-35.57807855764607
1739209765.8799384;-35.57807855764607
1739209765.8799434;-38.13080360867914
1739209765.8799484;-38.13080360867914
1739209765.8799534;-38.13080360867914
1739209765.8799584;-38.13080360867914
1739209765.8799634;-45.120503652039325
1739209765.8799684;-45.120503652039325
1739209765.8799734;-38.13080360867914
1739209765.8799784;-38.13080360867914
1739209765.8799834;-33.981070128970956
1739209765.8799884;-38.13080360867914
1739209765.8799934;-38.13080360867914
1739209765.8799984;-45.120503652039325
1739209765.8800035;-45.120503652039325
1739209765.8800082;-38.13080360867914
1739209765.8800132;-35.57807855764607
1739209765.8800182;-35.57807855764607
1739209765.8800232;-28.58837851428586
1739209765.8800282;-38.13080360867914
1739209765.8800333;-45.120503652039325
1739209765.8800383;-38.13080360867914
1739209765.8800433;-38.13080360867914
1739209765.8800483;-38.13080360867914
1739209765.8800533;-35.57807855764607
1739209765.8800583;-38.13080360867914
1739209765.8800633;-45.120503652039325
1739209765.8800683;-45.120503652039325
1739209765.8800733;-38.13080360867914
1739209765.8800783;-35.57807855764607
1739209765.8800833;-35.57807855764607
1739209765.8800883;-45.120503652039325
1739209765.880093;-45.120503652039325
1739209765.880098;-45.120503652039325
1739209765.880103;-45.120503652039325
1739209765.880108;-38.13080360867914
1739209765.8801131;-45.120503652039325
1739209765.8801181;-45.120503652039325
1739209765.8801231;-45.120503652039325
1739209765.8801281;-35.57807855764607
1739209765.8801332;-38.13080360867914
1739209765.8801382;-38.13080360867914
1739209765.8801432;-26.991370085610736
1739209765.8801482;-35.57807855764607
1739209765.8801532;-45.120503652039325
1739209765.8801582;-45.120503652039325
1739209765.8801632;-32.816014438256545
1739209765.8801682;-38.13080360867914
1739209765.880173;-38.13080360867914
1739209765.880178;-32.816014438256545
1739209765.880183;-45.120503652039325
1739209765.880188;-45.120503652039325
1739209765.880193;-45.120503652039325
1739209765.880198;-45.120503652039325
1739209765.880203;-45.120503652039325
1739209765.880208;-38.13080360867914
1739209765.880213;-45.120503652039325
1739209765.880218;-45.120503652039325
1739209765.880223;-28.21854285175415
1739209765.880228;-32.816014438256545
1739209765.880233;-45.120503652039325
1739209765.880238;-45.120503652039325
1739209765.880243;-35.57807855764607
1739209765.880248;-38.13080360867914
1739209765.880253;-45.120503652039325
1739209765.8802578;-33.981070128970906
1739209765.8802629;-32.816014438256545
1739209765.8802679;-38.13080360867914
1739209765.8802729;-45.120503652039325
