CAN Message; 0x39:06b87e2b494d96df
1739209791.7314641;-45.120503652039325
1739209791.731467;-45.120503652039325
1739209791.73147;-45.120503652039325
1739209791.7314732;-38.13080360867914
1739209791.7314763;-45.120503652039325
1739209791.7314794;-45.120503652039325
1739209791.7314825;-45.120503652039325
1739209791.7314856;-45.120503652039325
1739209791.7314887;-45.120503652039325
1739209791.7314918;-38.13080360867914
1739209791.731495;-38.13080360867914
1739209791.731498;-38.13080360867914
1739209791.731501;-35.57807855764607
1739209791.7315042;-45.120503652039325
1739209791.731507;-33.981070128970906
1739209791.7315102;-35.57807855764607
1739209791.7315133;-38.13080360867914
1739209791.7315164;-38.13080360867914
1739209791.7315195;-45.120503652039325
1739209791.7315226;-38.13080360867914
1739209791.7315257;-45.120503652039325
1739209791.7315288;-45.120503652039325
1739209791.7315319;-38.13080360867914
1739209791.731535;-38.13080360867914
1739209791.731538;-45.120503652039325
1739209791.7315412;-45.120503652039325
1739209791.7315443;-45.120503652039325
1739209791.731547;-38.13080360867914
1739209791.7315502;-33.981070128970906
1739209791.7315533;-38.13080360867914
1739209791.7315564;-33.981070128970906
1739209791.7315595;-32.816014438256545
1739209791.7315626;-32.816014438256545
1739209791.7315657;-45.120503652039325
1739209791.7315688;-38.13080360867914
1739209791.731572;-38.13080360867914
1739209791.731575;-45.120503652039325
1739209791.731578;-33.981070128970906
1739209791.7315812;-33.981070128970906
1739209791.7315843;-33.981070128970906
1739209791.7315874;-45.120503652039325
1739209791.7315903;-45.120503652039325
1739209791.7315934;-38.13080360867914
1739209791.7315965;-38.13080360867914
1739209791.7315996;-45.120503652039325
1739209791.7316027;-38.13080360867914
1739209791.7316058;-38.13080360867914
1739209791.7316089;-38.13080360867914
1739209791.731612;-45.120503652039325
1739209791.731615;-38.13080360867914
1739209791.7316182;-38.13080360867914
1739209791.7316213;-45.120503652039325
1739209791.7316244;-45.120503652039325
1739209791.7316275;-38.13080360867914
1739209791.7316303;-28.992665084841942
1739209791.7316334;-31.141103565318915
1739209791.7316365;-45.120503652039325
1739209791.7316396;-38.13080360867914
1739209791.7316427;-35.57807855764607
1739209791.7316458;-38.13080360867914
1739209791.731649;-45.120503652039325
1739209791.731652;-35.57807855764607
1739209791.7316551;-38.13080360867914
1739209791.7316582;-38.13080360867914
1739209791.7316613;-38.13080360867914
1739209791.7316644;-45.120503652039325
1739209791.7316675;-38.13080360867914
1739209791.7316704;-38.13080360867914
1739209791.7316735;-38.13080360867914
1739209791.7316766;-38.13080360867914
1739209791.7316797;-45.120503652039325
1739209791.7316828;-45.120503652039325
1739209791.7316859;-45.120503652039325
1739209791.731689;-45.120503652039325
1739209791.731692;-38.13080360867914
1739209791.7316952;-45.120503652039325
1739209791.7316983;-45.120503652039325
1739209791.7317014;-38.13080360867914
1739209791.7317045;-45.120503652039325
1739209791.7317076;-38.13080360867914
1739209791.7317107;-45.120503652039325
1739209791.7317135;-35.57807855764607
1739209791.7317166;-35.57807855764607
1739209791.7317197;-33.981070128970906
1739209791.7317228;-32.816014438256545
1739209791.731726;-38.13080360867914
1739209791.731729;-38.13080360867914
1739209791.7317321;-38.13080360867914
1739209791.7317352;-38.13080360867914
1739209791.7317383;-38.13080360867914
1739209791.7317414;-45.120503652039325
1739209791.7317445;-45.120503652039325
1739209791.7317476;-38.13080360867914
1739209791.7317507;-45.120503652039325
1739209791.7317536;-45.120503652039325
1739209791.7317567;-38.13080360867914
1739209791.7317598;-38.13080360867914
1739209791.731763;-38.13080360867914
1739209791.731766;-45.120503652039325
1739209791.731769;-32.816014438256545
1739209791.7317722;-38.13080360867914
1739209791.7317753;-45.120503652039325
1739209791.7317784;-38.13080360867914
1739209791.7317815;-38.13080360867914
1739209791.7317846;-45.120503652039325
1739209791.7317877;-35.57807855764607
1739209791.7317908;-35.57807855764607
1739209791.7317936;-45.120503652039325
1739209791.7317967;-45.120503652039325
1739209791.7317998;-38.13080360867914
1739209791.731803;-35.57807855764607
1739209791.731806;-38.13080360867914
1739209791.7318091;-45.120503652039325
1739209791.7318122;-38.13080360867914
1739209791.7318153;-35.57807855764607
1739209791.7318184;-38.13080360867914
1739209791.7318215;-45.120503652039325
1739209791.7318246;-33.981070128970906
1739209791.7318277;-35.57807855764607
1739209791.7318308;-33.981070128970906
1739209791.7318337;-38.13080360867914
1739209791.7318368;-45.120503652039325
1739209791.73184;-38.13080360867914
1739209791.731843;-38.13080360867914
1739209791.731846;-32.816014438256545
1739209791.7318492;-45.120503652039325
1739209791.7318523;-38.13080360867914
1739209791.7318554;-45.120503652039325
1739209791.7318585;-45.120503652039325
1739209791.7318616;-38.13080360867914
1739209791.7318647;-45.120503652039325
1739209791.7318678;-38.13080360867914
1739209791.731871;-45.120503652039325
1739209791.731874;-45.120503652039325
1739209791.7318769;-45.120503652039325
1739209791.73188;-33.981070128970906
1739209791.731883;-35.57807855764607
1739209791.7318861;-38.13080360867914
1739209791.7318892;-45.120503652039325
1739209791.7318923;-38.13080360867914
1739209791.7318954;-38.13080360867914
1739209791.7318985;-45.120503652039325
1739209791.7319016;-45.120503652039325
1739209791.7319047;-35.57807855764607
1739209791.7319078;-35.57807855764607
1739209791.731911;-38.13080360867914
1739209791.731914;-35.57807855764607
1739209791.731917;-45.120503652039325
1739209791.73192;-45.120503652039325
1739209791.731923;-45.120503652039325
1739209791.7319262;-33.981070128970906
1739209791.7319293;-45.120503652039325
1739209791.7319324;-45.120503652039325
1739209791.7319355;-38.13080360867914
1739209791.7319386;-38.13080360867914
1739209791.7319417;-38.13080360867914
1739209791.7319448;-45.120503652039325
1739209791.731948;-35.57807855764607
1739209791.731951;-45.120503652039325
1739209791.731954;-35.57807855764607
1739209791.731957;-29.438486411369333
1739209791.73196;-45.120503652039325
1739209791.7319632;-38.13080360867914
1739209791.7319663;-45.120503652039325
1739209791.7319694;-38.13080360867914
1739209791.7319725;-45.120503652039325
1739209791.7319756;-45.120503652039325
1739209791.7319787;-45.120503652039325
1739209791.7319818;-33.981070128970956
1739209791.7319849;-38.13080360867914
1739209791.731988;-35.57807855764607
1739209791.731991;-45.120503652039325
1739209791.7319942;-45.120503652039325
1739209791.7319973;-38.13080360867914
1739209791.732;-38.13080360867914
1739209791.7320032;-33.981070128970906
1739209791.7320063;-32.816014438256545
1739209791.7320094;-38.13080360867914
1739209791.7320125;-38.13080360867914
1739209791.7320156;-38.13080360867914
1739209791.7320187;-45.120503652039325
1739209791.7320218;-38.13080360867914
1739209791.732025;-35.57807855764607
1739209791.732028;-45.120503652039325
1739209791.732031;-45.120503652039325
1739209791.7320342;-38.13080360867914
1739209791.7320373;-35.57807855764607
1739209791.7320402;-45.120503652039325
1739209791.7320433;-32.816014438256545
1739209791.7320464;-38.13080360867914
1739209791.7320495;-38.13080360867914
1739209791.7320526;-45.120503652039325
1739209791.7320557;-33.981070128970956
1739209791.7320588;-45.120503652039325
1739209791.7320619;-45.120503652039325
1739209791.732065;-45.120503652039325
1739209791.732068;-45.120503652039325
1739209791.7320712;-35.57807855764607
1739209791.7320743;-38.13080360867914
1739209791.7320774;-38.13080360867914
1739209791.7320802;-26.991370085610722
1739209791.7320833;-35.57807855764607
1739209791.7320864;-38.13080360867914
1739209791.7320895;-45.120503652039325
1739209791.7320926;-45.120503652039325
1739209791.7320957;-38.13080360867914
1739209791.7320988;-35.57807855764607
1739209791.732102;-38.13080360867914
1739209791.732105;-45.120503652039325
1739209791.732108;-45.120503652039325
1739209791.7321112;-33.981070128970906
1739209791.7321143;-38.13080360867914
1739209791.7321174;-45.120503652039325
1739209791.7321205;-38.13080360867914
1739209791.7321234;-35.57807855764607
1739209791.7321265;-38.13080360867914
1739209791.7321296;-45.120503652039325
1739209791.7321327;-45.120503652039325
1739209791.7321358;-38.13080360867914
1739209791.7321389;-45.120503652039325
1739209791.732142;-45.120503652039325
1739209791.732145;-38.13080360867914
1739209791.7321482;-32.816014438256545
1739209791.7321513;-45.120503652039325
1739209791.7321544;-33.981070128970906
1739209791.7321575;-33.981070128970906
1739209791.7321606;-38.13080360867914
1739209791.7321634;-45.120503652039325
1739209791.7321665;-38.13080360867914
1739209791.7321696;-33.981070128970906
1739209791.7321727;-38.13080360867914
1739209791.7321758;-35.57807855764607
1739209791.732179;-38.13080360867914
1739209791.732182;-45.120503652039325
1739209791.7321851;-38.13080360867914
1739209791.7321882;-38.13080360867914
1739209791.7321913;-38.13080360867914
1739209791.7321944;-45.120503652039325
1739209791.7321975;-45.120503652039325
1739209791.7322006;-38.13080360867914
1739209791.7322035;-35.57807855764607
1739209791.7322066;-45.120503652039325
1739209791.7322097;-45.120503652039325
1739209791.7322128;-45.120503652039325
1739209791.732216;-45.120503652039325
1739209791.732219;-45.120503652039325
1739209791.732222;-45.120503652039325
1739209791.7322252;-38.13080360867914
1739209791.7322283;-35.57807855764607
1739209791.7322314;-35.57807855764607
1739209791.7322345;-38.13080360867914
1739209791.7322376;-45.120503652039325
1739209791.7322407;-38.13080360867914
1739209791.7322435;-38.13080360867914
1739209791.7322466;-38.13080360867914
1739209791.7322497;-38.13080360867914
1739209791.7322528;-38.13080360867914
1739209791.732256;-38.13080360867914
1739209791.732259;-45.120503652039325
1739209791.7322621;-38.13080360867914
1739209791.7322652;-38.13080360867914
1739209791.7322683;-45.120503652039325
1739209791.7322714;-38.13080360867914
1739209791.7322745;-38.13080360867914
1739209791.7322776;-38.13080360867914
1739209791.7322807;-38.13080360867914
1739209791.7322838;-45.120503652039325
1739209791.7322867;-45.120503652039325
1739209791.7322898;-35.57807855764607
1739209791.732293;-35.57807855764607
1739209791.732296;-45.120503652039325
1739209791.732299;-38.13080360867914
1739209791.7323022;-38.13080360867914
1739209791.7323053;-38.13080360867914
1739209791.7323084;-45.120503652039325
1739209791.7323115;-45.120503652039325
1739209791.7323146;-38.13080360867914
1739209791.7323177;-38.13080360867914
1739209791.7323208;-45.120503652039325
1739209791.732324;-45.120503652039325
1739209791.7323267;-45.120503652039325
1739209791.7323298;-35.57807855764607
1739209791.732333;-45.120503652039325
1739209791.732336;-45.120503652039325
1739209791.7323391;-38.13080360867914
1739209791.7323422;-45.120503652039325
1739209791.7323453;-38.13080360867914
1739209791.7323484;-38.13080360867914
1739209791.7323515;-45.120503652039325
1739209791.7323546;-25.826314394896357
1739209791.7323577;-30.49652367304973
1739209791.7323608;-45.120503652039325
1739209791.732364;-35.57807855764607
1739209791.7323668;-31.141103565318915
1739209791.73237;-35.57807855764607
1739209791.732373;-38.13080360867914
1739209791.732376;-45.120503652039325
1739209791.7323792;-38.13080360867914
1739209791.7323823;-38.13080360867914
1739209791.7323854;-38.13080360867914
1739209791.7323885;-45.120503652039325
1739209791.7323916;-38.13080360867914
1739209791.7323947;-35.57807855764607
1739209791.7323978;-38.13080360867914
1739209791.732401;-45.120503652039325
1739209791.732404;-45.120503652039325
1739209791.732407;-38.13080360867914
1739209791.73241;-38.13080360867914
1739209791.732413;-45.120503652039325
1739209791.7324162;-45.120503652039325
1739209791.7324193;-38.13080360867914
1739209791.7324224;-38.13080360867914
1739209791.7324255;-45.120503652039325
1739209791.7324286;-30.49652367304973
1739209791.7324317;-32.816014438256545
1739209791.7324347;-38.13080360867914
1739209791.7324378;-45.120503652039325
1739209791.732441;-38.13080360867914
1739209791.732444;-38.13080360867914
1739209791.7324471;-45.120503652039325
1739209791.73245;-45.120503652039325
1739209791.732453;-33.981070128970956
1739209791.7324562;-45.120503652039325
1739209791.7324593;-33.981070128970906
1739209791.7324624;-38.13080360867914
1739209791.7324655;-45.120503652039325
1739209791.7324686;-45.120503652039325
1739209791.7324717;-38.13080360867914
1739209791.7324748;-45.120503652039325
1739209791.732478;-32.816014438256545
1739209791.732481;-30.49652367304973
1739209791.732484;-38.13080360867914
1739209791.7324872;-35.57807855764607
1739209791.73249;-32.816014438256545
1739209791.7324932;-38.13080360867914
1739209791.7324963;-45.120503652039325
1739209791.7324994;-45.120503652039325
1739209791.7325025;-45.120503652039325
1739209791.7325056;-45.120503652039325
1739209791.7325087;-45.120503652039325
1739209791.7325118;-45.120503652039325
1739209791.7325149;-45.120503652039325
1739209791.732518;-38.13080360867914
1739209791.732521;-35.57807855764607
1739209791.7325242;-45.120503652039325
1739209791.7325273;-38.13080360867914
1739209791.7325304;-45.120503652039325
1739209791.7325332;-45.120503652039325
1739209791.7325363;-45.120503652039325
1739209791.7325394;-45.120503652039325
1739209791.7325425;-45.120503652039325
1739209791.7325456;-38.13080360867914
1739209791.7325487;-45.120503652039325
1739209791.7325518;-38.13080360867914
1739209791.732555;-35.57807855764607
1739209791.732558;-38.13080360867914
1739209791.732561;-45.120503652039325
1739209791.7325642;-35.57807855764607
1739209791.7325673;-35.57807855764607
1739209791.7325704;-45.120503652039325
1739209791.7325733;-45.120503652039325
1739209791.7325764;-45.120503652039325
1739209791.7325795;-38.13080360867914
1739209791.7325826;-38.13080360867914
1739209791.7325857;-45.120503652039325
1739209791.7325888;-38.13080360867914
1739209791.7325919;-33.981070128970906
1739209791.732595;-38.13080360867914
1739209791.732598;-45.120503652039325
1739209791.7326012;-38.13080360867914
1739209791.7326043;-35.57807855764607
1739209791.7326074;-45.120503652039325
1739209791.7326105;-45.120503652039325
1739209791.7326133;-45.120503652039325
1739209791.7326164;-45.120503652039325
1739209791.7326195;-45.120503652039325
1739209791.7326226;-45.120503652039325
1739209791.7326257;-38.13080360867914
1739209791.7326288;-35.57807855764607
1739209791.732632;-45.120503652039325
1739209791.732635;-45.120503652039325
1739209791.7326381;-45.120503652039325
1739209791.7326412;-31.141103565318893
1739209791.7326443;-33.981070128970906
1739209791.7326474;-45.120503652039325
1739209791.7326505;-38.13080360867914
1739209791.7326534;-33.981070128970906
1739209791.7326565;-38.13080360867914
1739209791.7326596;-45.120503652039325
1739209791.7326627;-33.981070128970906
1739209791.7326658;-45.120503652039325
1739209791.7326689;-38.13080360867914
1739209791.732672;-38.13080360867914
1739209791.732675;-38.13080360867914
1739209791.7326782;-38.13080360867914
1739209791.7326813;-38.13080360867914
1739209791.7326844;-45.120503652039325
1739209791.7326875;-45.120503652039325
1739209791.7326906;-35.57807855764607
1739209791.7326937;-38.13080360867914
1739209791.7326965;-45.120503652039325
1739209791.7326996;-45.120503652039325
1739209791.7327027;-38.13080360867914
1739209791.7327058;-33.981070128970906
1739209791.732709;-38.13080360867914
1739209791.732712;-45.120503652039325
1739209791.7327151;-38.13080360867914
1739209791.7327182;-38.13080360867914
1739209791.7327213;-45.120503652039325
1739209791.7327244;-45.120503652039325
1739209791.7327275;-45.120503652039325
1739209791.7327306;-38.13080360867914
1739209791.7327337;-38.13080360867914
1739209791.7327366;-38.13080360867914
1739209791.7327397;-38.13080360867914
1739209791.7327428;-33.981070128970906
1739209791.732746;-38.13080360867914
1739209791.732749;-45.120503652039325
1739209791.732752;-45.120503652039325
1739209791.7327552;-38.13080360867914
1739209791.7327583;-45.120503652039325
1739209791.7327614;-45.120503652039325
1739209791.7327645;-38.13080360867914
1739209791.7327676;-38.13080360867914
1739209791.7327707;-33.981070128970906
1739209791.7327738;-45.120503652039325
1739209791.7327766;-38.13080360867914
1739209791.7327797;-31.141103565318915
1739209791.7327828;-45.120503652039325
1739209791.732786;-38.13080360867914
1739209791.732789;-38.13080360867914
1739209791.7327921;-38.13080360867914
1739209791.7327952;-38.13080360867914
1739209791.7327983;-45.120503652039325
1739209791.7328014;-38.13080360867914
1739209791.7328045;-31.141103565318915
1739209791.7328076;-45.120503652039325
1739209791.7328107;-45.120503652039325
1739209791.7328138;-38.13080360867914
1739209791.732817;-33.981070128970906
1739209791.7328198;-38.13080360867914
1739209791.732823;-38.13080360867914
1739209791.732826;-38.13080360867914
1739209791.732829;-38.13080360867914
1739209791.7328322;-45.120503652039325
1739209791.7328353;-45.120503652039325
1739209791.7328384;-38.13080360867914
1739209791.7328415;-38.13080360867914
1739209791.7328446;-45.120503652039325
1739209791.7328477;-38.13080360867914
1739209791.7328508;-33.981070128970906
1739209791.732854;-31.14110356531892
1739209791.732857;-38.13080360867914
1739209791.7328598;-38.13080360867914
1739209791.732863;-38.13080360867914
1739209791.732866;-33.981070128970906
1739209791.7328691;-38.13080360867914
1739209791.7328722;-38.13080360867914
1739209791.7328753;-32.816014438256545
1739209791.7328784;-27.267205301931607
1739209791.7328815;-35.57807855764607
1739209791.7328846;-45.120503652039325
1739209791.7328877;-35.57807855764607
1739209791.7328908;-38.13080360867914
1739209791.732894;-45.120503652039325
1739209791.732897;-45.120503652039325
1739209791.7329;-45.120503652039325
1739209791.732903;-38.13080360867914
1739209791.732906;-38.13080360867914
1739209791.7329092;-38.13080360867914
1739209791.7329123;-38.13080360867914
1739209791.7329154;-38.13080360867914
1739209791.7329185;-35.57807855764607
1739209791.7329216;-38.13080360867914
1739209791.7329247;-45.120503652039325
1739209791.7329278;-33.981070128970906
1739209791.732931;-45.120503652039325
1739209791.732934;-45.120503652039325
1739209791.732937;-35.57807855764607
1739209791.7329402;-38.13080360867914
1739209791.732943;-33.981070128970906
1739209791.7329462;-38.13080360867914
1739209791.7329493;-45.120503652039325
1739209791.7329524;-38.13080360867914
1739209791.7329555;-45.120503652039325
1739209791.7329586;-33.981070128970906
1739209791.7329617;-32.816014438256545
1739209791.7329648;-45.120503652039325
1739209791.7329679;-45.120503652039325
1739209791.732971;-31.141103565318915
1739209791.732974;-35.57807855764607
1739209791.7329772;-38.13080360867914
1739209791.7329803;-45.120503652039325
1739209791.732983;-35.57807855764607
1739209791.7329862;-32.816014438256545
1739209791.7329893;-33.981070128970906
1739209791.7329924;-38.13080360867914
1739209791.7329955;-45.120503652039325
1739209791.7329986;-35.57807855764607
1739209791.7330017;-38.13080360867914
1739209791.7340198;-45.120503652039325
1739209791.7340248;-38.13080360867914
1739209791.73403;-33.981070128970906
1739209791.734035;-28.58837851428586
1739209791.7340403;-45.120503652039325
1739209791.7340455;-45.120503652039325
1739209791.7340505;-38.13080360867914
1739209791.7340558;-35.57807855764607
1739209791.734061;-35.57807855764607
1739209791.734066;-45.120503652039325
1739209791.7340713;-38.13080360867914
1739209791.7340763;-31.141103565318915
1739209791.7340815;-45.120503652039325
1739209791.7340868;-38.13080360867914
1739209791.7340918;-45.120503652039325
1739209791.734097;-33.981070128970906
1739209791.7341022;-45.120503652039325
1739209791.7341073;-45.120503652039325
1739209791.7341125;-45.120503652039325
1739209791.7341175;-38.13080360867914
1739209791.7341228;-35.57807855764607
1739209791.734128;-45.120503652039325
1739209791.734133;-45.120503652039325
1739209791.7341383;-38.13080360867914
1739209791.7341435;-35.57807855764607
1739209791.7341485;-45.120503652039325
1739209791.7341537;-45.120503652039325
1739209791.7341588;-32.816014438256545
1739209791.734164;-45.120503652039325
1739209791.7341692;-33.981070128970906
1739209791.7341743;-45.120503652039325
1739209791.7341795;-38.13080360867914
1739209791.7341847;-38.13080360867914
1739209791.7341897;-38.13080360867914
1739209791.734195;-38.13080360867914
1739209791.7342;-27.267205301931607
1739209791.7342052;-38.13080360867914
1739209791.7342105;-38.13080360867914
1739209791.7342155;-35.57807855764607
1739209791.7342207;-45.120503652039325
1739209791.734226;-45.120503652039325
1739209791.734231;-38.13080360867914
1739209791.7342362;-38.13080360867914
1739209791.7342412;-38.13080360867914
1739209791.7342465;-45.120503652039325
1739209791.7342517;-38.13080360867914
1739209791.7342567;-38.13080360867914
1739209791.734262;-35.57807855764607
1739209791.7342672;-38.13080360867914
1739209791.7342722;-38.13080360867914
1739209791.7342775;-38.13080360867914
1739209791.7342825;-45.120503652039325
1739209791.7342877;-45.120503652039325
1739209791.734293;-38.13080360867914
1739209791.734298;-35.57807855764607
1739209791.7343032;-45.120503652039325
1739209791.7343085;-38.13080360867914
1739209791.7343135;-38.13080360867914
1739209791.7343187;-38.13080360867914
1739209791.7343237;-35.57807855764607
1739209791.734329;-45.120503652039325
1739209791.7343342;-38.13080360867914
1739209791.7343392;-35.57807855764607
1739209791.7343445;-38.13080360867914
1739209791.7343497;-45.120503652039325
1739209791.7343547;-38.13080360867914
1739209791.73436;-38.13080360867914
1739209791.734365;-38.13080360867914
1739209791.7343702;-45.120503652039325
1739209791.7343755;-45.120503652039325
1739209791.7343805;-38.13080360867914
1739209791.7343857;-38.13080360867914
1739209791.734391;-32.816014438256545
1739209791.734396;-38.13080360867914
1739209791.7344012;-45.120503652039325
1739209791.7344062;-33.981070128970906
1739209791.7344115;-38.13080360867914
1739209791.7344167;-38.13080360867914
1739209791.7344217;-45.120503652039325
1739209791.734427;-38.13080360867914
1739209791.7344322;-45.120503652039325
1739209791.7344372;-45.120503652039325
1739209791.7344425;-45.120503652039325
1739209791.7344475;-38.13080360867914
1739209791.7344527;-38.13080360867914
1739209791.734458;-45.120503652039325
1739209791.734463;-45.120503652039325
1739209791.7344682;-35.57807855764607
1739209791.7344735;-35.57807855764607
1739209791.7344785;-45.120503652039325
1739209791.7344837;-45.120503652039325
1739209791.7344887;-45.120503652039325
1739209791.734494;-38.13080360867914
1739209791.7344992;-38.13080360867914
1739209791.7345042;-45.120503652039325
1739209791.7345095;-45.120503652039325
1739209791.7345147;-38.13080360867914
1739209791.7345197;-45.120503652039325
1739209791.734525;-45.120503652039325
1739209791.73453;-38.13080360867914
1739209791.7345352;-45.120503652039325
1739209791.7345405;-45.120503652039325
1739209791.7345455;-38.13080360867914
1739209791.7345507;-35.57807855764607
1739209791.734556;-45.120503652039325
1739209791.734561;-45.120503652039325
1739209791.7345662;-35.57807855764607
1739209791.7345712;-45.120503652039325
1739209791.7345765;-32.816014438256545
1739209791.7345817;-38.13080360867914
1739209791.7345867;-35.57807855764607
1739209791.734592;-38.13080360867914
1739209791.7345972;-45.120503652039325
1739209791.7346022;-38.13080360867914
1739209791.7346075;-38.13080360867914
1739209791.7346125;-35.57807855764607
1739209791.7346177;-45.120503652039325
1739209791.734623;-38.13080360867914
1739209791.734628;-38.13080360867914
1739209791.7346332;-45.120503652039325
1739209791.7346385;-45.120503652039325
1739209791.7346435;-45.120503652039325
1739209791.7346487;-45.120503652039325
1739209791.7346537;-45.120503652039325
1739209791.734659;-45.120503652039325
1739209791.7346642;-45.120503652039325
1739209791.7346692;-45.120503652039325
1739209791.7346745;-38.13080360867914
1739209791.7346795;-45.120503652039325
1739209791.7346847;-45.120503652039325
1739209791.73469;-45.120503652039325
1739209791.734695;-45.120503652039325
1739209791.7347002;-28.992665084841942
1739209791.7347054;-38.13080360867914
1739209791.7347105;-38.13080360867914
1739209791.7347157;-33.981070128970906
1739209791.7347207;-45.120503652039325
1739209791.734726;-38.13080360867914
1739209791.7347312;-45.120503652039325
1739209791.7347362;-45.120503652039325
1739209791.7347414;-31.141103565318943
1739209791.7347467;-45.120503652039325
1739209791.7347517;-38.13080360867914
1739209791.734757;-35.57807855764607
1739209791.734762;-45.120503652039325
1739209791.7347672;-38.13080360867914
1739209791.7347724;-38.13080360867914
1739209791.7347775;-45.120503652039325
1739209791.7347827;-29.438486411369333
1739209791.734788;-38.13080360867914
1739209791.734793;-45.120503652039325
1739209791.7347982;-45.120503652039325
1739209791.7348032;-38.13080360867914
1739209791.7348084;-45.120503652039325
1739209791.7348137;-45.120503652039325
1739209791.7348187;-38.13080360867914
1739209791.734824;-45.120503652039325
1739209791.7348292;-45.120503652039325
1739209791.7348342;-38.13080360867914
1739209791.7348394;-45.120503652039325
1739209791.7348444;-45.120503652039325
1739209791.7348497;-35.57807855764607
1739209791.734855;-35.57807855764607
1739209791.73486;-38.13080360867914
1739209791.7348652;-35.57807855764607
1739209791.7348704;-38.13080360867914
1739209791.7348754;-38.13080360867914
1739209791.7348807;-38.13080360867914
1739209791.7348857;-45.120503652039325
1739209791.734891;-33.981070128970906
1739209791.7348962;-33.981070128970906
1739209791.7349012;-45.120503652039325
1739209791.7349064;-28.992665084841942
1739209791.7349117;-31.141103565318915
1739209791.7349167;-35.57807855764607
1739209791.734922;-45.120503652039325
1739209791.734927;-45.120503652039325
1739209791.7349322;-33.981070128970906
1739209791.7349374;-35.57807855764607
1739209791.7349424;-45.120503652039325
1739209791.7349477;-45.120503652039325
1739209791.734953;-33.981070128970906
1739209791.734958;-38.13080360867914
1739209791.7349632;-38.13080360867914
1739209791.7349682;-45.120503652039325
1739209791.7349734;-38.13080360867914
1739209791.7349787;-45.120503652039325
1739209791.7349837;-45.120503652039325
1739209791.734989;-38.13080360867914
1739209791.7349942;-38.13080360867914
1739209791.7349992;-35.57807855764607
1739209791.7350044;-38.13080360867914
1739209791.7350094;-45.120503652039325
1739209791.7350147;-45.120503652039325
1739209791.73502;-38.13080360867914
1739209791.735025;-45.120503652039325
1739209791.7350302;-45.120503652039325
1739209791.7350354;-32.816014438256545
1739209791.7350404;-32.816014438256545
1739209791.7350457;-45.120503652039325
1739209791.7350507;-45.120503652039325
1739209791.735056;-33.981070128970906
1739209791.7350612;-38.13080360867914
1739209791.7350662;-45.120503652039325
1739209791.7350714;-38.13080360867914
1739209791.7350767;-38.13080360867914
1739209791.7350817;-38.13080360867914
1739209791.735087;-38.13080360867914
1739209791.735092;-45.120503652039325
1739209791.7350972;-45.120503652039325
1739209791.7351024;-33.981070128970906
1739209791.7351074;-38.13080360867914
1739209791.7351127;-45.120503652039325
1739209791.735118;-38.13080360867914
1739209791.735123;-35.57807855764607
1739209791.7351282;-38.13080360867914
1739209791.7351332;-45.120503652039325
1739209791.7351384;-35.57807855764607
1739209791.7351437;-38.13080360867914
1739209791.7351487;-45.120503652039325
1739209791.735154;-45.120503652039325
1739209791.7351592;-38.13080360867914
1739209791.7351642;-45.120503652039325
1739209791.7351694;-35.57807855764607
1739209791.7351744;-35.57807855764607
1739209791.7351797;-45.120503652039325
1739209791.735185;-45.120503652039325
1739209791.73519;-38.13080360867914
1739209791.7351952;-38.13080360867914
1739209791.7352004;-45.120503652039325
1739209791.7352054;-38.13080360867914
1739209791.7352107;-38.13080360867914
1739209791.7352157;-35.57807855764607
1739209791.735221;-45.120503652039325
1739209791.7352262;-45.120503652039325
1739209791.7352312;-38.13080360867914
1739209791.7352364;-38.13080360867914
1739209791.7352417;-35.57807855764607
1739209791.7352467;-32.816014438256545
1739209791.735252;-45.120503652039325
1739209791.735257;-38.13080360867914
1739209791.7352622;-33.981070128970906
1739209791.7352674;-38.13080360867914
1739209791.7352724;-45.120503652039325
1739209791.7352777;-32.816014438256545
1739209791.735283;-45.120503652039325
1739209791.735288;-45.120503652039325
1739209791.7352931;-38.13080360867914
1739209791.7352982;-38.13080360867914
1739209791.7353034;-38.13080360867914
1739209791.7353086;-45.120503652039325
1739209791.7353137;-33.981070128970906
1739209791.735319;-38.13080360867914
1739209791.7353241;-35.57807855764607
1739209791.7353292;-31.141103565318893
1739209791.7353344;-38.13080360867914
1739209791.7353394;-35.57807855764607
1739209791.7353446;-38.13080360867914
1739209791.73535;-38.13080360867914
1739209791.735355;-45.120503652039325
1739209791.7353601;-35.57807855764607
1739209791.7353652;-45.120503652039325
1739209791.7353704;-45.120503652039325
1739209791.7353756;-38.13080360867914
1739209791.7353806;-38.13080360867914
1739209791.735386;-38.13080360867914
1739209791.7353911;-45.120503652039325
1739209791.7353961;-38.13080360867914
1739209791.7354014;-45.120503652039325
1739209791.7354064;-38.13080360867914
1739209791.7354116;-45.120503652039325
1739209791.735417;-38.13080360867914
1739209791.735422;-45.120503652039325
1739209791.7354271;-33.981070128970906
1739209791.7354324;-35.57807855764607
1739209791.7354374;-45.120503652039325
1739209791.7354426;-45.120503652039325
1739209791.7354476;-35.57807855764607
1739209791.735453;-29.438486411369333
1739209791.7354581;-38.13080360867914
1739209791.7354631;-45.120503652039325
1739209791.7354684;-38.13080360867914
1739209791.7354736;-33.981070128970906
1739209791.7354786;-45.120503652039325
1739209791.735484;-45.120503652039325
1739209791.735489;-45.120503652039325
1739209791.7354941;-45.120503652039325
