CAN Message; 0x1a7:000092a663ab734b
1739209771.6102986;-33.981070128970906
1739209771.6103003;-45.120503652039325
1739209771.610302;-38.13080360867914
1739209771.6103036;-38.13080360867914
1739209771.6103053;-38.13080360867914
1739209771.610307;-45.120503652039325
1739209771.6103086;-45.120503652039325
1739209771.6103103;-38.13080360867914
1739209771.6103117;-32.816014438256545
1739209771.6103134;-38.13080360867914
1739209771.610315;-45.120503652039325
1739209771.6103168;-35.57807855764607
1739209771.6103184;-35.57807855764607
1739209771.61032;-38.13080360867914
1739209771.6103218;-45.120503652039325
1739209771.6103232;-38.13080360867914
1739209771.6103249;-38.13080360867914
1739209771.6103265;-38.13080360867914
1739209771.6103282;-45.120503652039325
1739209771.6103299;-38.13080360867914
1739209771.6103315;-45.120503652039325
1739209771.6103332;-45.120503652039325
1739209771.6103346;-45.120503652039325
1739209771.6103363;-45.120503652039325
1739209771.610338;-38.13080360867914
1739209771.6103396;-45.120503652039325
1739209771.6103413;-45.120503652039325
1739209771.610343;-45.120503652039325
1739209771.6103446;-31.141103565318915
1739209771.610346;-38.13080360867914
1739209771.6103477;-45.120503652039325
1739209771.6103494;-38.13080360867914
1739209771.610351;-35.57807855764607
1739209771.6103528;-38.13080360867914
1739209771.6103544;-38.13080360867914
1739209771.610356;-38.13080360867914
1739209771.6103575;-45.120503652039325
1739209771.6103592;-45.120503652039325
1739209771.6103609;-45.120503652039325
1739209771.6103625;-38.13080360867914
1739209771.6103642;-45.120503652039325
1739209771.6103659;-45.120503652039325
1739209771.6103675;-38.13080360867914
1739209771.6103692;-45.120503652039325
1739209771.6103706;-45.120503652039325
1739209771.6103723;-38.13080360867914
1739209771.610374;-38.13080360867914
1739209771.6103756;-45.120503652039325
1739209771.6103773;-38.13080360867914
1739209771.610379;-38.13080360867914
1739209771.6103806;-38.13080360867914
1739209771.610382;-45.120503652039325
1739209771.6103837;-31.141103565318915
1739209771.6103854;-33.981070128970906
1739209771.610387;-45.120503652039325
1739209771.6103888;-45.120503652039325
1739209771.6103904;-45.120503652039325
1739209771.610392;-38.13080360867914
1739209771.6103935;-45.120503652039325
1739209771.6103952;-38.13080360867914
1739209771.6103969;-38.13080360867914
1739209771.6103985;-33.981070128970906
1739209771.6104002;-38.13080360867914
1739209771.6104019;-38.13080360867914
1739209771.6104035;-45.120503652039325
1739209771.610405;-38.13080360867914
1739209771.6104066;-35.57807855764607
1739209771.6104083;-38.13080360867914
1739209771.61041;-33.981070128970906
1739209771.6104116;-33.981070128970906
1739209771.6104133;-45.120503652039325
1739209771.610415;-38.13080360867914
1739209771.6104167;-38.13080360867914
1739209771.610418;-38.13080360867914
1739209771.6104198;-38.13080360867914
1739209771.6104214;-45.120503652039325
1739209771.610423;-45.120503652039325
1739209771.6104248;-38.13080360867914
1739209771.6104264;-38.13080360867914
1739209771.610428;-35.57807855764607
1739209771.6104295;-35.57807855764607
1739209771.6104312;-38.13080360867914
1739209771.6104329;-38.13080360867914
1739209771.6104345;-45.120503652039325
1739209771.6104362;-38.13080360867914
1739209771.6104379;-31.141103565318915
1739209771.6104395;-38.13080360867914
1739209771.610441;-38.13080360867914
1739209771.6104426;-38.13080360867914
1739209771.6104443;-45.120503652039325
1739209771.610446;-45.120503652039325
1739209771.6104476;-45.120503652039325
1739209771.6104493;-31.141103565318915
1739209771.610451;-27.877744956031414
1739209771.6104524;-38.13080360867914
1739209771.610454;-45.120503652039325
1739209771.6104558;-38.13080360867914
1739209771.6104574;-38.13080360867914
1739209771.610459;-45.120503652039325
1739209771.6104608;-38.13080360867914
1739209771.6104624;-38.13080360867914
1739209771.6104639;-31.141103565318915
1739209771.6104655;-45.120503652039325
1739209771.6104672;-38.13080360867914
1739209771.6104689;-33.981070128970906
1739209771.6104705;-33.981070128970906
1739209771.6104722;-38.13080360867914
1739209771.6104739;-38.13080360867914
1739209771.6104755;-35.57807855764607
1739209771.610477;-38.13080360867914
1739209771.6104786;-45.120503652039325
1739209771.6104803;-33.981070128970906
1739209771.610482;-35.57807855764607
1739209771.6104836;-45.120503652039325
1739209771.6104853;-45.120503652039325
1739209771.610487;-33.981070128970906
1739209771.6104884;-38.13080360867914
1739209771.61049;-38.13080360867914
1739209771.6104918;-38.13080360867914
1739209771.6104934;-38.13080360867914
1739209771.610495;-38.13080360867914
1739209771.6104968;-38.13080360867914
1739209771.6104984;-32.816014438256545
1739209771.6104999;-38.13080360867914
1739209771.6105015;-38.13080360867914
1739209771.6105032;-38.13080360867914
1739209771.6105049;-45.120503652039325
1739209771.6105065;-45.120503652039325
1739209771.6105082;-45.120503652039325
1739209771.6105099;-38.13080360867914
1739209771.6105113;-45.120503652039325
1739209771.610513;-38.13080360867914
1739209771.6105146;-45.120503652039325
1739209771.6105163;-38.13080360867914
1739209771.610518;-35.57807855764607
1739209771.6105196;-45.120503652039325
1739209771.6105213;-45.120503652039325
1739209771.6105227;-33.981070128970906
1739209771.6105244;-38.13080360867914
1739209771.610526;-45.120503652039325
1739209771.6105278;-35.57807855764607
1739209771.6105294;-38.13080360867914
1739209771.610531;-45.120503652039325
1739209771.6105328;-45.120503652039325
1739209771.6105344;-38.13080360867914
1739209771.6105359;-45.120503652039325
1739209771.6105375;-38.13080360867914
1739209771.6105392;-38.13080360867914
1739209771.6105409;-45.120503652039325
1739209771.6105425;-45.120503652039325
1739209771.6105442;-45.120503652039325
1739209771.6105459;-45.120503652039325
1739209771.6105473;-45.120503652039325
1739209771.610549;-38.13080360867914
1739209771.6105506;-38.13080360867914
1739209771.6105523;-45.120503652039325
1739209771.610554;-45.120503652039325
1739209771.6105556;-33.981070128970906
1739209771.6105573;-32.816014438256545
1739209771.6105587;-45.120503652039325
1739209771.6105604;-38.13080360867914
1739209771.610562;-45.120503652039325
1739209771.6105638;-35.57807855764607
1739209771.6105654;-45.120503652039325
1739209771.610567;-45.120503652039325
1739209771.6105688;-33.981070128970906
1739209771.6105702;-45.120503652039325
1739209771.6105719;-45.120503652039325
1739209771.6105735;-45.120503652039325
1739209771.6105752;-33.981070128970906
1739209771.6105769;-45.120503652039325
1739209771.6105785;-45.120503652039325
1739209771.6105802;-45.120503652039325
1739209771.6105819;-38.13080360867914
1739209771.6105833;-31.141103565318893
1739209771.610585;-45.120503652039325
1739209771.6105866;-45.120503652039325
1739209771.6105883;-45.120503652039325
1739209771.61059;-33.981070128970906
1739209771.6105917;-45.120503652039325
1739209771.6105933;-45.120503652039325
1739209771.6105947;-38.13080360867914
1739209771.6105964;-45.120503652039325
1739209771.610598;-45.120503652039325
1739209771.6105998;-45.120503652039325
1739209771.6106014;-45.120503652039325
1739209771.610603;-45.120503652039325
1739209771.6106048;-38.13080360867914
1739209771.6106062;-38.13080360867914
1739209771.6106079;-38.13080360867914
1739209771.6106095;-38.13080360867914
1739209771.6106112;-38.13080360867914
1739209771.6106129;-45.120503652039325
1739209771.6106145;-33.981070128970906
1739209771.6106162;-35.57807855764607
1739209771.6106176;-45.120503652039325
1739209771.6106193;-38.13080360867914
1739209771.610621;-35.57807855764607
1739209771.6106226;-28.58837851428586
1739209771.6106243;-45.120503652039325
1739209771.610626;-45.120503652039325
1739209771.6106277;-38.13080360867914
1739209771.610629;-45.120503652039325
1739209771.6106308;-45.120503652039325
1739209771.6106324;-33.981070128970906
1739209771.610634;-45.120503652039325
1739209771.6106358;-33.981070128970956
1739209771.6106374;-45.120503652039325
1739209771.610639;-33.981070128970906
1739209771.6106408;-45.120503652039325
1739209771.6106422;-45.120503652039325
1739209771.6106439;-33.981070128970906
1739209771.6106455;-38.13080360867914
1739209771.6106472;-38.13080360867914
1739209771.6106489;-30.49652367304973
1739209771.6106505;-45.120503652039325
1739209771.6106522;-38.13080360867914
1739209771.6106536;-38.13080360867914
1739209771.6106553;-38.13080360867914
1739209771.610657;-45.120503652039325
1739209771.6106586;-45.120503652039325
1739209771.6106603;-45.120503652039325
1739209771.610662;-45.120503652039325
1739209771.6106637;-38.13080360867914
1739209771.610665;-32.816014438256545
1739209771.6106668;-38.13080360867914
1739209771.6106684;-45.120503652039325
1739209771.61067;-31.141103565318915
1739209771.6106718;-35.57807855764607
1739209771.6106734;-45.120503652039325
1739209771.610675;-33.981070128970956
1739209771.6106765;-45.120503652039325
1739209771.6106782;-33.981070128970906
1739209771.6106799;-45.120503652039325
1739209771.6106815;-45.120503652039325
1739209771.6106832;-38.13080360867914
1739209771.6106849;-35.57807855764607
1739209771.6106865;-38.13080360867914
1739209771.610688;-31.141103565318915
1739209771.6106896;-32.816014438256545
1739209771.6106913;-35.57807855764607
1739209771.610693;-38.13080360867914
1739209771.6106946;-35.57807855764607
1739209771.6106963;-38.13080360867914
1739209771.610698;-38.13080360867914
1739209771.6106997;-45.120503652039325
1739209771.610701;-38.13080360867914
1739209771.6107028;-33.981070128970906
1739209771.6107044;-35.57807855764607
1739209771.610706;-38.13080360867914
1739209771.6107078;-38.13080360867914
1739209771.6107094;-38.13080360867914
1739209771.610711;-45.120503652039325
1739209771.6107125;-45.120503652039325
1739209771.6107142;-38.13080360867914
1739209771.6107159;-45.120503652039325
1739209771.6107175;-45.120503652039325
1739209771.6107192;-45.120503652039325
1739209771.6107209;-45.120503652039325
1739209771.6107225;-45.120503652039325
1739209771.610724;-38.13080360867914
1739209771.6107256;-38.13080360867914
1739209771.6107273;-38.13080360867914
1739209771.610729;-35.57807855764607
1739209771.6107306;-35.57807855764607
1739209771.6107323;-38.13080360867914
1739209771.610734;-38.13080360867914
1739209771.6107354;-38.13080360867914
1739209771.610737;-38.13080360867914
1739209771.6107388;-45.120503652039325
1739209771.6107404;-45.120503652039325
1739209771.610742;-45.120503652039325
1739209771.6107438;-45.120503652039325
1739209771.6107454;-38.13080360867914
1739209771.6107469;-38.13080360867914
1739209771.6107485;-35.57807855764607
1739209771.6107502;-38.13080360867914
1739209771.6107519;-45.120503652039325
1739209771.6107535;-45.120503652039325
1739209771.6107552;-45.120503652039325
1739209771.6107569;-45.120503652039325
1739209771.6107585;-38.13080360867914
1739209771.61076;-38.13080360867914
1739209771.6107616;-38.13080360867914
1739209771.6107633;-45.120503652039325
1739209771.610765;-45.120503652039325
1739209771.6107666;-45.120503652039325
1739209771.6107683;-33.981070128970906
1739209771.61077;-38.13080360867914
1739209771.6107714;-45.120503652039325
1739209771.610773;-45.120503652039325
1739209771.6107748;-38.13080360867914
1739209771.6107764;-38.13080360867914
1739209771.610778;-45.120503652039325
1739209771.6107798;-45.120503652039325
1739209771.6107814;-38.13080360867914
1739209771.6107829;-38.13080360867914
1739209771.6107845;-38.13080360867914
1739209771.6107862;-45.120503652039325
1739209771.6107879;-38.13080360867914
1739209771.6107895;-45.120503652039325
1739209771.6107912;-38.13080360867914
1739209771.6107929;-38.13080360867914
1739209771.6107943;-38.13080360867914
1739209771.610796;-45.120503652039325
1739209771.6107976;-33.981070128970906
1739209771.6107993;-45.120503652039325
1739209771.610801;-38.13080360867914
1739209771.6108027;-45.120503652039325
1739209771.6108043;-45.120503652039325
1739209771.610806;-45.120503652039325
1739209771.6108074;-27.267205301931607
1739209771.610809;-33.981070128970906
1739209771.6108108;-45.120503652039325
1739209771.6108124;-45.120503652039325
1739209771.610814;-33.981070128970906
1739209771.6108158;-38.13080360867914
1739209771.6108174;-45.120503652039325
1739209771.6108189;-38.13080360867914
1739209771.6108205;-45.120503652039325
1739209771.6108222;-33.981070128970906
1739209771.6108239;-38.13080360867914
1739209771.6108255;-45.120503652039325
1739209771.6108272;-38.13080360867914
1739209771.6108289;-38.13080360867914
1739209771.6108303;-45.120503652039325
1739209771.610832;-45.120503652039325
1739209771.6108336;-33.981070128970906
1739209771.6108353;-32.816014438256545
1739209771.610837;-45.120503652039325
1739209771.6108387;-45.120503652039325
1739209771.6108403;-38.13080360867914
1739209771.6108418;-35.57807855764607
1739209771.6108434;-45.120503652039325
1739209771.610845;-45.120503652039325
1739209771.6108468;-28.58837851428586
1739209771.6108484;-30.49652367304973
1739209771.61085;-45.120503652039325
1739209771.6108518;-38.13080360867914
1739209771.6108532;-38.13080360867914
1739209771.6108549;-38.13080360867914
1739209771.6108565;-45.120503652039325
1739209771.6108582;-45.120503652039325
1739209771.6108599;-45.120503652039325
1739209771.6108615;-45.120503652039325
1739209771.6108632;-38.13080360867914
1739209771.6108649;-45.120503652039325
1739209771.6108663;-45.120503652039325
1739209771.610868;-33.981070128970906
1739209771.6108696;-38.13080360867914
1739209771.6108713;-45.120503652039325
1739209771.610873;-32.816014438256545
1739209771.6108747;-32.816014438256545
1739209771.6108763;-38.13080360867914
1739209771.6108778;-35.57807855764607
1739209771.6108794;-38.13080360867914
1739209771.610881;-45.120503652039325
1739209771.6108828;-38.13080360867914
1739209771.6108844;-45.120503652039325
1739209771.610886;-45.120503652039325
1739209771.6108878;-45.120503652039325
1739209771.6108892;-45.120503652039325
1739209771.6108909;-45.120503652039325
1739209771.6108925;-45.120503652039325
1739209771.6108942;-38.13080360867914
1739209771.6108959;-45.120503652039325
1739209771.6108975;-45.120503652039325
1739209771.6108992;-45.120503652039325
1739209771.6109006;-45.120503652039325
1739209771.6109023;-45.120503652039325
1739209771.610904;-45.120503652039325
1739209771.6109056;-45.120503652039325
1739209771.6109073;-38.13080360867914
1739209771.610909;-38.13080360867914
1739209771.6109107;-38.13080360867914
1739209771.610912;-32.816014438256545
1739209771.6109138;-38.13080360867914
1739209771.6109154;-38.13080360867914
1739209771.610917;-38.13080360867914
1739209771.6109188;-45.120503652039325
1739209771.6109204;-38.13080360867914
1739209771.610922;-38.13080360867914
1739209771.6109238;-38.13080360867914
1739209771.6109252;-38.13080360867914
1739209771.6109269;-35.57807855764607
1739209771.6109285;-45.120503652039325
1739209771.6109302;-45.120503652039325
1739209771.6109319;-38.13080360867914
1739209771.6109335;-35.57807855764607
1739209771.6109352;-45.120503652039325
1739209771.6109366;-38.13080360867914
1739209771.6109383;-45.120503652039325
1739209771.61094;-33.981070128970906
1739209771.6109416;-38.13080360867914
1739209771.6109433;-45.120503652039325
1739209771.610945;-45.120503652039325
1739209771.6109467;-45.120503652039325
1739209771.610948;-38.13080360867914
1739209771.6109498;-45.120503652039325
1739209771.6109514;-33.981070128970906
1739209771.610953;-38.13080360867914
1739209771.6109548;-38.13080360867914
1739209771.6109564;-33.981070128970906
1739209771.610958;-35.57807855764607
1739209771.6109595;-38.13080360867914
1739209771.6109612;-45.120503652039325
1739209771.6109629;-38.13080360867914
1739209771.6109645;-45.120503652039325
1739209771.6109662;-38.13080360867914
1739209771.6109679;-38.13080360867914
1739209771.6109695;-45.120503652039325
1739209771.610971;-45.120503652039325
1739209771.6109726;-38.13080360867914
1739209771.6109743;-35.57807855764607
1739209771.610976;-38.13080360867914
1739209771.6109776;-38.13080360867914
1739209771.6109793;-31.141103565318915
1739209771.610981;-33.981070128970906
1739209771.6109827;-45.120503652039325
1739209771.610984;-35.57807855764607
1739209771.6109858;-38.13080360867914
1739209771.6109874;-38.13080360867914
1739209771.610989;-32.816014438256545
1739209771.6109908;-35.57807855764607
1739209771.6109924;-31.14110356531892
1739209771.610994;-33.981070128970906
1739209771.6109955;-38.13080360867914
1739209771.6109972;-45.120503652039325
1739209771.6109989;-38.13080360867914
1739209771.6110005;-45.120503652039325
1739209771.6110022;-45.120503652039325
1739209771.6110039;-38.13080360867914
1739209771.6110055;-31.141103565318915
1739209771.611007;-33.981070128970906
1739209771.6110086;-45.120503652039325
1739209771.6110103;-38.13080360867914
1739209771.611012;-32.816014438256545
1739209771.6110137;-38.13080360867914
1739209771.6110153;-45.120503652039325
1739209771.611017;-33.981070128970906
1739209771.6110184;-35.57807855764607
1739209771.61102;-38.13080360867914
1739209771.6110218;-45.120503652039325
1739209771.6110234;-38.13080360867914
1739209771.611025;-45.120503652039325
1739209771.6110268;-45.120503652039325
1739209771.6110284;-45.120503652039325
1739209771.61103;-38.13080360867914
1739209771.6110315;-38.13080360867914
1739209771.6110332;-45.120503652039325
1739209771.6110349;-45.120503652039325
1739209771.6110365;-45.120503652039325
1739209771.6110382;-38.13080360867914
1739209771.6110399;-45.120503652039325
1739209771.6110415;-45.120503652039325
1739209771.611043;-33.981070128970906
1739209771.6110446;-31.141103565318915
1739209771.6110463;-28.218542851754165
1739209771.611048;-45.120503652039325
1739209771.6110497;-33.981070128970906
1739209771.6110513;-38.13080360867914
1739209771.611053;-33.981070128970906
1739209771.6110544;-45.120503652039325
1739209771.611056;-45.120503652039325
1739209771.6110578;-38.13080360867914
1739209771.6110594;-31.141103565318915
1739209771.611061;-45.120503652039325
1739209771.6110628;-38.13080360867914
1739209771.6110644;-35.57807855764607
1739209771.6110659;-45.120503652039325
1739209771.6110675;-45.120503652039325
1739209771.6110692;-45.120503652039325
1739209771.6110709;-38.13080360867914
1739209771.6110725;-38.13080360867914
1739209771.6110742;-45.120503652039325
1739209771.6110759;-38.13080360867914
1739209771.6110773;-38.13080360867914
1739209771.611079;-38.13080360867914
1739209771.6110806;-38.13080360867914
1739209771.6110823;-38.13080360867914
1739209771.611084;-45.120503652039325
1739209771.6110857;-38.13080360867914
1739209771.6110873;-38.13080360867914
1739209771.611089;-45.120503652039325
1739209771.6110904;-45.120503652039325
1739209771.611092;-35.57807855764607
1739209771.6110938;-32.816014438256545
1739209771.6110954;-45.120503652039325
1739209771.611097;-45.120503652039325
1739209771.6110988;-31.141103565318915
1739209771.6111004;-45.120503652039325
1739209771.6111019;-45.120503652039325
1739209771.6111035;-45.120503652039325
1739209771.6111052;-38.13080360867914
1739209771.6111069;-45.120503652039325
1739209771.6111085;-45.120503652039325
1739209771.6111102;-38.13080360867914
1739209771.6111119;-38.13080360867914
1739209771.6111133;-38.13080360867914
1739209771.611115;-35.57807855764607
1739209771.6111166;-45.120503652039325
1739209771.6111183;-38.13080360867914
1739209771.61112;-38.13080360867914
1739209771.6111217;-45.120503652039325
1739209771.6111233;-38.13080360867914
1739209771.6111248;-33.981070128970906
1739209771.6111264;-35.57807855764607
1739209771.611128;-45.120503652039325
1739209771.6111298;-45.120503652039325
1739209771.6111314;-45.120503652039325
1739209771.611133;-45.120503652039325
1739209771.6111348;-45.120503652039325
1739209771.6111362;-38.13080360867914
1739209771.6111379;-45.120503652039325
1739209771.6111395;-45.120503652039325
1739209771.6111412;-35.57807855764607
1739209771.6111429;-38.13080360867914
1739209771.6111445;-38.13080360867914
1739209771.6111462;-45.120503652039325
1739209771.6111479;-45.120503652039325
1739209771.6111493;-38.13080360867914
1739209771.611151;-32.816014438256545
1739209771.6111526;-32.816014438256545
1739209771.6111543;-38.13080360867914
1739209771.611156;-32.816014438256545
1739209771.6111577;-38.13080360867914
1739209771.6111593;-35.57807855764607
1739209771.6111608;-45.120503652039325
1739209771.6111624;-33.981070128970906
1739209771.611164;-45.120503652039325
1739209771.6111658;-45.120503652039325
1739209771.6111674;-30.49652367304973
1739209771.611169;-35.57807855764607
1739209771.6111708;-38.13080360867914
1739209771.6111722;-45.120503652039325
1739209771.6111739;-38.13080360867914
1739209771.6111755;-33.981070128970906
1739209771.6111772;-38.13080360867914
1739209771.6111789;-45.120503652039325
1739209771.6111805;-38.13080360867914
1739209771.6111822;-35.57807855764607
1739209771.6111836;-35.57807855764607
1739209771.6111853;-35.57807855764607
1739209771.611187;-33.981070128970906
1739209771.6111887;-38.13080360867914
1739209771.6111903;-38.13080360867914
1739209771.611192;-32.816014438256545
1739209771.6111937;-45.120503652039325
1739209771.611195;-38.13080360867914
1739209771.6111968;-38.13080360867914
1739209771.6111984;-45.120503652039325
1739209771.6112;-38.13080360867914
1739209771.6112018;-38.13080360867914
1739209771.6112034;-45.120503652039325
1739209771.611205;-45.120503652039325
1739209771.6112068;-45.120503652039325
1739209771.6112082;-38.13080360867914
1739209771.6112099;-38.13080360867914
1739209771.6112115;-45.120503652039325
1739209771.6112132;-35.57807855764607
1739209771.6112149;-35.57807855764607
1739209771.6112165;-35.57807855764607
1739209771.6112182;-26.991370085610722
1739209771.6112196;-38.13080360867914
1739209771.6112213;-35.57807855764607
1739209771.611223;-38.13080360867914
1739209771.6112247;-32.816014438256545
1739209771.6112263;-38.13080360867914
1739209771.611228;-38.13080360867914
1739209771.6112297;-38.13080360867914
1739209771.611231;-38.13080360867914
1739209771.6112328;-45.120503652039325
1739209771.6112344;-38.13080360867914
1739209771.611236;-38.13080360867914
1739209771.6112378;-45.120503652039325
1739209771.6112394;-45.120503652039325
1739209771.611241;-45.120503652039325
1739209771.6112425;-38.13080360867914
1739209771.6112442;-38.13080360867914
1739209771.6112459;-45.120503652039325
1739209771.6112475;-45.120503652039325
1739209771.6112492;-38.13080360867914
1739209771.6112509;-45.120503652039325
1739209771.6112525;-45.120503652039325
1739209771.6112542;-45.120503652039325
1739209771.6112556;-45.120503652039325
1739209771.6112573;-31.141103565318915
1739209771.611259;-38.13080360867914
1739209771.6112607;-45.120503652039325
1739209771.6112623;-38.13080360867914
1739209771.611264;-28.58837851428586
1739209771.6112657;-38.13080360867914
1739209771.611267;-45.120503652039325
1739209771.6112688;-45.120503652039325
1739209771.6112704;-33.981070128970956
1739209771.611272;-45.120503652039325
1739209771.6112738;-45.120503652039325
1739209771.6112754;-45.120503652039325
1739209771.611277;-45.120503652039325
1739209771.6112785;-45.120503652039325
1739209771.6112802;-45.120503652039325
1739209771.6112819;-38.13080360867914
1739209771.6112835;-31.141103565318915
1739209771.6112852;-33.981070128970906
1739209771.6112869;-38.13080360867914
1739209771.6112885;-45.120503652039325
1739209771.61129;-38.13080360867914
1739209771.6112916;-45.120503652039325
1739209771.6112933;-45.120503652039325
1739209771.611295;-45.120503652039325
1739209771.6112967;-45.120503652039325
1739209771.6112983;-45.120503652039325
1739209771.6113;-45.120503652039325
1739209771.6113014;-45.120503652039325
1739209771.611303;-33.981070128970906
1739209771.6113048;-33.981070128970906
1739209771.6113064;-38.13080360867914
1739209771.611308;-35.57807855764607
1739209771.6113098;-38.13080360867914
1739209771.6113114;-38.13080360867914
1739209771.611313;-35.57807855764607
1739209771.6113145;-45.120503652039325
1739209771.6113162;-45.120503652039325
1739209771.6113179;-45.120503652039325
1739209771.6113195;-45.120503652039325
1739209771.6113212;-45.120503652039325
1739209771.6113229;-33.981070128970906
1739209771.6113245;-32.816014438256545
1739209771.611326;-38.13080360867914
1739209771.6113276;-45.120503652039325
1739209771.6113293;-38.13080360867914
1739209771.611331;-33.981070128970906
1739209771.6113327;-38.13080360867914
1739209771.6113343;-45.120503652039325
1739209771.611336;-45.120503652039325
1739209771.6113374;-38.13080360867914
1739209771.611339;-32.816014438256545
1739209771.6113408;-38.13080360867914
1739209771.6113424;-45.120503652039325
1739209771.611344;-38.13080360867914
1739209771.6113458;-45.120503652039325
1739209771.6113474;-45.120503652039325
1739209771.6113489;-45.120503652039325
1739209771.6113505;-35.57807855764607
1739209771.6113522;-33.981070128970906
1739209771.6113539;-38.13080360867914
1739209771.6113555;-38.13080360867914
1739209771.6113572;-45.120503652039325
1739209771.611359;-45.120503652039325
1739209771.6113603;-45.120503652039325
1739209771.611362;-45.120503652039325
1739209771.6113636;-35.57807855764607
1739209771.6113653;-38.13080360867914
1739209771.611367;-45.120503652039325
1739209771.6113687;-45.120503652039325
1739209771.6113703;-35.57807855764607
1739209771.611372;-35.57807855764607
1739209771.6113734;-38.13080360867914
1739209771.611375;-45.120503652039325
1739209771.6113768;-45.120503652039325
1739209771.6113784;-38.13080360867914
1739209771.61138;-38.13080360867914
1739209771.6113818;-35.57807855764607
1739209771.6113834;-45.120503652039325
1739209771.6113849;-38.13080360867914
1739209771.6113865;-35.57807855764607
1739209771.6113882;-38.13080360867914
1739209771.6113899;-35.57807855764607
1739209771.6113915;-38.13080360867914
1739209771.6113932;-35.57807855764607
1739209771.611395;-38.13080360867914
1739209771.6113963;-31.141103565318915
1739209771.611398;-45.120503652039325
1739209771.6113997;-45.120503652039325
1739209771.6114013;-45.120503652039325
1739209771.611403;-35.57807855764607
1739209771.6114047;-38.13080360867914
1739209771.6114063;-45.120503652039325
1739209771.6114078;-38.13080360867914
1739209771.6114094;-38.13080360867914
1739209771.611411;-45.120503652039325
1739209771.6114128;-38.13080360867914
1739209771.6114144;-32.816014438256545
1739209771.611416;-45.120503652039325
1739209771.6114178;-45.120503652039325
1739209771.6114192;-38.13080360867914
1739209771.6114209;-45.120503652039325
1739209771.6114225;-38.13080360867914
1739209771.6114242;-38.13080360867914
1739209771.6114259;-45.120503652039325
1739209771.6114275;-45.120503652039325
1739209771.6114292;-27.8777449560314
1739209771.611431;-30.49652367304973
1739209771.6114323;-38.13080360867914
1739209771.611434;-35.57807855764607
1739209771.6114357;-45.120503652039325
1739209771.6114373;-38.13080360867914
1739209771.611439;-38.13080360867914
1739209771.6114407;-38.13080360867914
1739209771.6114423;-38.13080360867914
1739209771.6114438;-45.120503652039325
1739209771.6114454;-33.981070128970906
