CAN Message; 0x1b8:0100b3725aae7619
1739209647.5545747;-38.13080360867914
1739209647.5545797;-45.120503652039325
1739209647.5545845;-45.120503652039325
1739209647.5545895;-38.13080360867914
1739209647.5545945;-45.120503652039325
1739209647.5545993;-35.57807855764607
1739209647.5546043;-38.13080360867914
1739209647.554609;-35.57807855764607
1739209647.554614;-38.13080360867914
1739209647.5546188;-38.13080360867914
1739209647.5546238;-35.57807855764607
1739209647.5546286;-38.13080360867914
1739209647.5546336;-38.13080360867914
1739209647.5546384;-45.120503652039325
1739209647.5546434;-38.13080360867914
1739209647.5546484;-32.816014438256545
1739209647.5546532;-38.13080360867914
1739209647.5546582;-45.120503652039325
1739209647.554663;-38.13080360867914
1739209647.554668;-45.120503652039325
1739209647.5546727;-38.13080360867914
1739209647.5546777;-38.13080360867914
1739209647.5546825;-33.981070128970906
1739209647.5546875;-38.13080360867914
1739209647.5546925;-38.13080360867914
1739209647.5546973;-38.13080360867914
1739209647.5547023;-33.981070128970906
1739209647.554707;-45.120503652039325
1739209647.554712;-45.120503652039325
1739209647.5547168;-45.120503652039325
1739209647.5547218;-38.13080360867914
1739209647.5547266;-38.13080360867914
1739209647.5547316;-38.13080360867914
1739209647.5547364;-45.120503652039325
1739209647.5547414;-38.13080360867914
1739209647.5547464;-45.120503652039325
1739209647.5547512;-45.120503652039325
1739209647.5547562;-45.120503652039325
1739209647.554761;-45.120503652039325
1739209647.554766;-45.120503652039325
1739209647.5547707;-45.120503652039325
1739209647.5547757;-35.57807855764607
1739209647.5547805;-33.981070128970906
1739209647.5547855;-45.120503652039325
1739209647.5547903;-38.13080360867914
1739209647.5547953;-45.120503652039325
1739209647.5548003;-38.13080360867914
1739209647.554805;-38.13080360867914
1739209647.55481;-45.120503652039325
1739209647.5548148;-45.120503652039325
1739209647.5548198;-45.120503652039325
1739209647.5548246;-45.120503652039325
1739209647.5548296;-45.120503652039325
1739209647.5548344;-38.13080360867914
1739209647.5548394;-38.13080360867914
1739209647.5548444;-38.13080360867914
1739209647.5548491;-45.120503652039325
1739209647.5548542;-35.57807855764607
1739209647.554859;-33.981070128970906
1739209647.554864;-38.13080360867914
1739209647.5548687;-45.120503652039325
1739209647.5548737;-38.13080360867914
1739209647.5548785;-33.981070128970906
1739209647.5548835;-45.120503652039325
1739209647.5548882;-38.13080360867914
1739209647.5548933;-38.13080360867914
1739209647.5548983;-45.120503652039325
1739209647.554903;-45.120503652039325
1739209647.554908;-38.13080360867914
1739209647.5549128;-38.13080360867914
1739209647.5549178;-38.13080360867914
1739209647.5549226;-45.120503652039325
1739209647.5549276;-38.13080360867914
1739209647.5549324;-38.13080360867914
1739209647.5549374;-38.13080360867914
1739209647.5549421;-45.120503652039325
1739209647.5549471;-45.120503652039325
1739209647.5549521;-32.816014438256545
1739209647.554957;-33.981070128970906
1739209647.554962;-45.120503652039325
1739209647.5549667;-45.120503652039325
1739209647.5549717;-45.120503652039325
1739209647.5549765;-33.981070128970906
1739209647.5549815;-38.13080360867914
1739209647.5549862;-45.120503652039325
1739209647.5549912;-45.120503652039325
1739209647.554996;-45.120503652039325
1739209647.555001;-35.57807855764607
1739209647.555006;-35.57807855764607
1739209647.5550108;-45.120503652039325
1739209647.5550158;-28.992665084841942
1739209647.5550206;-35.57807855764607
1739209647.5550256;-45.120503652039325
1739209647.5550303;-38.13080360867914
1739209647.5550354;-45.120503652039325
1739209647.5550401;-45.120503652039325
1739209647.5550451;-45.120503652039325
1739209647.5550501;-38.13080360867914
1739209647.555055;-30.49652367304973
1739209647.55506;-32.816014438256545
1739209647.5550647;-38.13080360867914
1739209647.5550697;-35.57807855764607
1739209647.5550745;-38.13080360867914
1739209647.5550795;-38.13080360867914
1739209647.5550842;-38.13080360867914
1739209647.5550892;-45.120503652039325
1739209647.555094;-33.981070128970906
1739209647.555099;-33.981070128970906
1739209647.555104;-45.120503652039325
1739209647.5551088;-38.13080360867914
1739209647.5551138;-38.13080360867914
1739209647.5551186;-38.13080360867914
1739209647.5551236;-45.120503652039325
1739209647.5551283;-35.57807855764607
1739209647.5551333;-38.13080360867914
1739209647.555138;-45.120503652039325
1739209647.555143;-45.120503652039325
1739209647.555148;-38.13080360867914
1739209647.555153;-45.120503652039325
1739209647.555158;-45.120503652039325
1739209647.5551627;-45.120503652039325
1739209647.5551677;-38.13080360867914
1739209647.5551724;-38.13080360867914
1739209647.5551775;-35.57807855764607
1739209647.5551822;-38.13080360867914
1739209647.5551872;-45.120503652039325
1739209647.555192;-38.13080360867914
1739209647.555197;-45.120503652039325
1739209647.555202;-45.120503652039325
1739209647.5552068;-45.120503652039325
1739209647.5552118;-35.57807855764607
1739209647.5552166;-33.981070128970906
1739209647.5552216;-38.13080360867914
1739209647.5552263;-45.120503652039325
1739209647.5552313;-38.13080360867914
1739209647.555236;-38.13080360867914
1739209647.555241;-45.120503652039325
1739209647.5552459;-38.13080360867914
1739209647.555251;-45.120503652039325
1739209647.555256;-38.13080360867914
1739209647.5552607;-45.120503652039325
1739209647.5552657;-45.120503652039325
1739209647.5552704;-45.120503652039325
1739209647.5552754;-45.120503652039325
1739209647.5552802;-45.120503652039325
1739209647.5552852;-45.120503652039325
1739209647.55529;-38.13080360867914
1739209647.555295;-25.62660358559016
1739209647.5552998;-38.13080360867914
1739209647.5553048;-45.120503652039325
1739209647.5553098;-38.13080360867914
1739209647.5553145;-33.981070128970906
1739209647.5553195;-45.120503652039325
1739209647.5553243;-45.120503652039325
1739209647.5553293;-45.120503652039325
1739209647.555334;-38.13080360867914
1739209647.555339;-38.13080360867914
1739209647.5553439;-45.120503652039325
1739209647.5553489;-45.120503652039325
1739209647.5553536;-38.13080360867914
1739209647.5553586;-45.120503652039325
1739209647.5553637;-45.120503652039325
1739209647.5553684;-45.120503652039325
1739209647.5553734;-26.487275050834715
1739209647.5553782;-35.57807855764607
1739209647.5553832;-45.120503652039325
1739209647.555388;-38.13080360867914
1739209647.555393;-38.13080360867914
1739209647.5553977;-45.120503652039325
1739209647.5554028;-45.120503652039325
1739209647.5554078;-45.120503652039325
1739209647.5554125;-45.120503652039325
1739209647.5554175;-38.13080360867914
1739209647.5554223;-35.57807855764607
1739209647.5554273;-45.120503652039325
1739209647.555432;-35.57807855764607
1739209647.555437;-30.49652367304973
1739209647.5554419;-45.120503652039325
1739209647.5554469;-45.120503652039325
1739209647.5554516;-28.21854285175415
1739209647.5554566;-33.981070128970906
1739209647.5554616;-45.120503652039325
1739209647.5554664;-38.13080360867914
1739209647.5554714;-33.981070128970906
1739209647.5554762;-38.13080360867914
1739209647.5554812;-45.120503652039325
1739209647.555486;-45.120503652039325
1739209647.555491;-45.120503652039325
1739209647.5554957;-45.120503652039325
1739209647.5555007;-45.120503652039325
1739209647.5555055;-45.120503652039325
1739209647.5555105;-35.57807855764607
1739209647.5555155;-28.992665084841942
1739209647.5555203;-45.120503652039325
1739209647.5555253;-45.120503652039325
1739209647.55553;-38.13080360867914
1739209647.555535;-31.141103565318915
1739209647.5555398;-45.120503652039325
1739209647.5555449;-45.120503652039325
1739209647.5555496;-38.13080360867914
1739209647.5555546;-38.13080360867914
1739209647.5555594;-45.120503652039325
1739209647.5555644;-38.13080360867914
1739209647.5555694;-31.141103565318893
1739209647.5555742;-35.57807855764607
1739209647.5555792;-45.120503652039325
1739209647.555584;-38.13080360867914
1739209647.555589;-38.13080360867914
1739209647.5555937;-45.120503652039325
1739209647.5555987;-45.120503652039325
1739209647.5556035;-38.13080360867914
1739209647.5556085;-38.13080360867914
1739209647.5556135;-45.120503652039325
1739209647.5556183;-45.120503652039325
1739209647.5556233;-45.120503652039325
1739209647.555628;-45.120503652039325
1739209647.555633;-38.13080360867914
1739209647.5556378;-38.13080360867914
1739209647.5556428;-45.120503652039325
1739209647.5556476;-32.816014438256545
1739209647.5556526;-35.57807855764607
1739209647.5556574;-45.120503652039325
1739209647.5556624;-45.120503652039325
1739209647.5556674;-35.57807855764607
1739209647.5556722;-33.981070128970906
1739209647.5556772;-45.120503652039325
1739209647.555682;-38.13080360867914
1739209647.555687;-38.13080360867914
1739209647.5556917;-38.13080360867914
1739209647.5556967;-45.120503652039325
1739209647.5557015;-45.120503652039325
1739209647.5557065;-45.120503652039325
1739209647.5557113;-38.13080360867914
1739209647.5557163;-45.120503652039325
1739209647.5557213;-45.120503652039325
1739209647.555726;-35.57807855764607
1739209647.555731;-35.57807855764607
1739209647.5557358;-45.120503652039325
1739209647.5557408;-38.13080360867914
1739209647.5557456;-38.13080360867914
1739209647.5557506;-45.120503652039325
1739209647.5557554;-45.120503652039325
1739209647.5557604;-45.120503652039325
1739209647.5557654;-35.57807855764607
1739209647.5557702;-45.120503652039325
1739209647.5557752;-45.120503652039325
1739209647.55578;-38.13080360867914
1739209647.555785;-32.816014438256545
1739209647.5557897;-38.13080360867914
1739209647.5557947;-45.120503652039325
1739209647.5557995;-38.13080360867914
1739209647.5558045;-38.13080360867914
1739209647.5558093;-38.13080360867914
1739209647.5558143;-45.120503652039325
1739209647.5558193;-45.120503652039325
1739209647.555824;-32.816014438256545
1739209647.555829;-35.57807855764607
1739209647.5558338;-45.120503652039325
1739209647.5558388;-35.57807855764607
1739209647.5558436;-38.13080360867914
1739209647.5558486;-45.120503652039325
1739209647.5558534;-45.120503652039325
1739209647.5558584;-38.13080360867914
1739209647.5558631;-35.57807855764607
1739209647.5558681;-31.141103565318915
1739209647.5558732;-45.120503652039325
1739209647.555878;-45.120503652039325
1739209647.555883;-32.816014438256545
1739209647.5558877;-38.13080360867914
1739209647.5558927;-38.13080360867914
1739209647.5558975;-38.13080360867914
1739209647.5559025;-38.13080360867914
1739209647.5559072;-38.13080360867914
1739209647.5559123;-45.120503652039325
1739209647.555917;-38.13080360867914
1739209647.555922;-35.57807855764607
1739209647.555927;-35.57807855764607
1739209647.5559318;-45.120503652039325
1739209647.5559368;-38.13080360867914
1739209647.5559416;-38.13080360867914
1739209647.5559466;-38.13080360867914
1739209647.5559514;-38.13080360867914
1739209647.5559564;-45.120503652039325
1739209647.5559611;-35.57807855764607
1739209647.5559661;-38.13080360867914
1739209647.5559711;-45.120503652039325
1739209647.555976;-45.120503652039325
1739209647.555981;-45.120503652039325
1739209647.5559857;-38.13080360867914
1739209647.5559907;-45.120503652039325
1739209647.5559955;-38.13080360867914
1739209647.5560005;-38.13080360867914
1739209647.5560052;-38.13080360867914
1739209647.5560102;-38.13080360867914
1739209647.556015;-45.120503652039325
1739209647.55602;-45.120503652039325
1739209647.556025;-38.13080360867914
1739209647.5560298;-38.13080360867914
1739209647.5560348;-38.13080360867914
1739209647.5560396;-38.13080360867914
1739209647.5560446;-33.981070128970906
1739209647.5560493;-33.981070128970906
1739209647.5560544;-38.13080360867914
1739209647.5560591;-38.13080360867914
1739209647.5560641;-38.13080360867914
1739209647.556069;-45.120503652039325
1739209647.556074;-38.13080360867914
1739209647.556079;-38.13080360867914
1739209647.5560837;-38.13080360867914
1739209647.5560887;-30.49652367304973
1739209647.5560935;-38.13080360867914
1739209647.5560985;-45.120503652039325
1739209647.5561032;-38.13080360867914
1739209647.5561082;-32.816014438256545
1739209647.556113;-45.120503652039325
1739209647.556118;-45.120503652039325
1739209647.5561228;-45.120503652039325
1739209647.5561278;-38.13080360867914
1739209647.5561328;-45.120503652039325
1739209647.5561376;-45.120503652039325
1739209647.5561426;-35.57807855764607
1739209647.5561473;-45.120503652039325
1739209647.5561523;-38.13080360867914
1739209647.556157;-45.120503652039325
1739209647.556162;-38.13080360867914
1739209647.556167;-29.438486411369333
1739209647.556172;-33.981070128970906
1739209647.556177;-45.120503652039325
1739209647.5561817;-45.120503652039325
1739209647.5561867;-35.57807855764607
1739209647.5561914;-35.57807855764607
1739209647.5561965;-45.120503652039325
1739209647.5562012;-45.120503652039325
1739209647.5562062;-45.120503652039325
1739209647.556211;-45.120503652039325
1739209647.556216;-45.120503652039325
1739209647.5562208;-45.120503652039325
1739209647.5562258;-45.120503652039325
1739209647.5562308;-38.13080360867914
1739209647.5562356;-45.120503652039325
1739209647.5562406;-38.13080360867914
1739209647.5562453;-30.49652367304973
1739209647.5562503;-38.13080360867914
1739209647.556255;-45.120503652039325
1739209647.55626;-45.120503652039325
1739209647.5562649;-35.57807855764607
1739209647.55627;-38.13080360867914
1739209647.5562747;-45.120503652039325
1739209647.5562797;-45.120503652039325
1739209647.5562847;-45.120503652039325
1739209647.5562894;-45.120503652039325
1739209647.5562944;-45.120503652039325
1739209647.5562992;-45.120503652039325
1739209647.5563042;-45.120503652039325
1739209647.556309;-45.120503652039325
1739209647.556314;-35.57807855764607
1739209647.5563188;-38.13080360867914
1739209647.5563238;-32.816014438256545
1739209647.5563288;-38.13080360867914
1739209647.5563335;-45.120503652039325
1739209647.5563385;-38.13080360867914
1739209647.5563433;-32.816014438256545
1739209647.5563483;-35.57807855764607
1739209647.556353;-45.120503652039325
1739209647.556358;-38.13080360867914
1739209647.5563629;-45.120503652039325
1739209647.5563679;-38.13080360867914
1739209647.5563726;-38.13080360867914
1739209647.5563776;-45.120503652039325
1739209647.5563827;-45.120503652039325
1739209647.5563874;-38.13080360867914
1739209647.5563924;-38.13080360867914
1739209647.5563972;-45.120503652039325
1739209647.5564022;-35.57807855764607
1739209647.556407;-38.13080360867914
1739209647.556412;-45.120503652039325
1739209647.5564167;-45.120503652039325
1739209647.5564218;-32.816014438256545
1739209647.5564265;-38.13080360867914
1739209647.5564315;-45.120503652039325
1739209647.5564365;-45.120503652039325
1739209647.5564413;-32.816014438256545
1739209647.5564463;-30.49652367304973
1739209647.556451;-45.120503652039325
1739209647.556456;-45.120503652039325
1739209647.5564609;-45.120503652039325
1739209647.5564659;-38.13080360867914
1739209647.5564706;-45.120503652039325
1739209647.5564756;-38.13080360867914
1739209647.5564804;-45.120503652039325
1739209647.5564854;-45.120503652039325
1739209647.5564904;-38.13080360867914
1739209647.5564952;-38.13080360867914
1739209647.5565002;-38.13080360867914
1739209647.556505;-45.120503652039325
1739209647.55651;-38.13080360867914
1739209647.5565147;-45.120503652039325
1739209647.5565197;-32.816014438256545
1739209647.5565245;-28.58837851428586
1739209647.5565295;-45.120503652039325
1739209647.5565345;-38.13080360867914
1739209647.5565393;-45.120503652039325
1739209647.5565443;-38.13080360867914
1739209647.556549;-45.120503652039325
1739209647.556554;-45.120503652039325
1739209647.5565588;-45.120503652039325
1739209647.5565639;-33.981070128970956
1739209647.5565686;-38.13080360867914
1739209647.5565736;-45.120503652039325
1739209647.5565784;-38.13080360867914
1739209647.5565834;-45.120503652039325
1739209647.5565884;-38.13080360867914
1739209647.5565932;-38.13080360867914
1739209647.5565982;-33.981070128970906
1739209647.556603;-27.267205301931607
1739209647.556608;-38.13080360867914
1739209647.5566127;-38.13080360867914
1739209647.5566177;-45.120503652039325
1739209647.5566225;-45.120503652039325
1739209647.5566275;-45.120503652039325
1739209647.5566323;-38.13080360867914
1739209647.5566373;-38.13080360867914
1739209647.5566423;-33.981070128970956
1739209647.556647;-45.120503652039325
1739209647.556652;-45.120503652039325
1739209647.5566568;-35.57807855764607
1739209647.5566618;-45.120503652039325
1739209647.5566666;-45.120503652039325
1739209647.5566716;-45.120503652039325
1739209647.5566764;-35.57807855764607
1739209647.5566814;-27.267205301931607
1739209647.5566864;-45.120503652039325
1739209647.5566912;-38.13080360867914
1739209647.5566962;-35.57807855764607
1739209647.556701;-33.981070128970906
1739209647.556706;-38.13080360867914
1739209647.5567107;-45.120503652039325
1739209647.5567157;-35.57807855764607
1739209647.5567205;-33.981070128970906
1739209647.5567255;-45.120503652039325
1739209647.5567303;-45.120503652039325
1739209647.5567353;-45.120503652039325
1739209647.5567403;-45.120503652039325
1739209647.556745;-45.120503652039325
1739209647.55675;-38.13080360867914
1739209647.5567548;-45.120503652039325
1739209647.5567598;-33.981070128970906
1739209647.5567646;-45.120503652039325
1739209647.5567696;-45.120503652039325
1739209647.5567744;-38.13080360867914
1739209647.5567794;-33.981070128970906
1739209647.5567842;-38.13080360867914
1739209647.5567892;-45.120503652039325
1739209647.5567942;-45.120503652039325
1739209647.556799;-38.13080360867914
1739209647.556804;-38.13080360867914
1739209647.5568087;-38.13080360867914
1739209647.5568137;-45.120503652039325
1739209647.5568185;-45.120503652039325
1739209647.5568235;-38.13080360867914
1739209647.5568283;-38.13080360867914
1739209647.5568333;-38.13080360867914
1739209647.556838;-45.120503652039325
1739209647.556843;-45.120503652039325
1739209647.556848;-45.120503652039325
1739209647.5568528;-45.120503652039325
1739209647.5568578;-38.13080360867914
1739209647.5568626;-45.120503652039325
1739209647.5568676;-45.120503652039325
1739209647.5568724;-45.120503652039325
1739209647.5568774;-38.13080360867914
1739209647.5568821;-38.13080360867914
1739209647.5568871;-38.13080360867914
1739209647.5568922;-45.120503652039325
1739209647.556897;-38.13080360867914
1739209647.556902;-38.13080360867914
1739209647.5569067;-45.120503652039325
1739209647.5569117;-38.13080360867914
1739209647.5569165;-31.141103565318915
1739209647.5569215;-31.141103565318915
1739209647.5569263;-45.120503652039325
1739209647.5569313;-45.120503652039325
1739209647.556936;-38.13080360867914
1739209647.556941;-45.120503652039325
1739209647.556946;-45.120503652039325
1739209647.5569508;-38.13080360867914
1739209647.5569558;-38.13080360867914
1739209647.5569606;-38.13080360867914
1739209647.5569656;-38.13080360867914
1739209647.5569704;-45.120503652039325
1739209647.5569754;-45.120503652039325
1739209647.5569801;-38.13080360867914
1739209647.5569851;-45.120503652039325
1739209647.55699;-38.13080360867914
1739209647.556995;-31.141103565318915
1739209647.557;-28.992665084841942
1739209647.5570047;-38.13080360867914
1739209647.5570097;-38.13080360867914
1739209647.5570145;-38.13080360867914
1739209647.5570195;-45.120503652039325
1739209647.5570242;-38.13080360867914
1739209647.5570292;-45.120503652039325
1739209647.557034;-45.120503652039325
1739209647.557039;-32.816014438256545
1739209647.5570438;-33.981070128970906
1739209647.5570488;-38.13080360867914
1739209647.5570538;-33.981070128970906
1739209647.5570586;-33.981070128970906
1739209647.5570636;-38.13080360867914
1739209647.5570683;-33.981070128970906
1739209647.5570734;-30.49652367304973
1739209647.5570781;-31.141103565318915
1739209647.5570831;-38.13080360867914
1739209647.557088;-45.120503652039325
1739209647.557093;-45.120503652039325
1739209647.557098;-38.13080360867914
1739209647.5571027;-33.981070128970906
1739209647.5571077;-45.120503652039325
1739209647.5571125;-45.120503652039325
1739209647.5571175;-45.120503652039325
1739209647.5571222;-45.120503652039325
1739209647.5571272;-45.120503652039325
1739209647.557132;-45.120503652039325
1739209647.557137;-32.816014438256545
1739209647.5571418;-38.13080360867914
1739209647.5571468;-45.120503652039325
1739209647.5571518;-38.13080360867914
1739209647.5571566;-35.57807855764607
1739209647.5571616;-38.13080360867914
1739209647.5571663;-45.120503652039325
1739209647.5571713;-45.120503652039325
1739209647.557176;-38.13080360867914
1739209647.5571811;-35.57807855764607
1739209647.557186;-45.120503652039325
1739209647.557191;-38.13080360867914
1739209647.5571957;-38.13080360867914
1739209647.5572007;-45.120503652039325
1739209647.5572057;-45.120503652039325
1739209647.5572104;-38.13080360867914
1739209647.5572155;-33.981070128970906
1739209647.5572202;-38.13080360867914
1739209647.5572252;-45.120503652039325
1739209647.55723;-45.120503652039325
1739209647.557235;-45.120503652039325
1739209647.5572398;-38.13080360867914
1739209647.5572448;-45.120503652039325
1739209647.5572498;-45.120503652039325
1739209647.5572546;-38.13080360867914
1739209647.5572596;-33.981070128970906
1739209647.5572643;-45.120503652039325
1739209647.5572693;-38.13080360867914
1739209647.557274;-32.816014438256545
1739209647.557279;-45.120503652039325
1739209647.5572839;-45.120503652039325
1739209647.557289;-38.13080360867914
1739209647.5572937;-38.13080360867914
1739209647.5572987;-45.120503652039325
1739209647.5573037;-45.120503652039325
1739209647.5573084;-45.120503652039325
1739209647.5573134;-45.120503652039325
1739209647.5573182;-38.13080360867914
1739209647.559195;-45.120503652039325
1739209647.5591955;-38.13080360867914
1739209647.5591962;-38.13080360867914
1739209647.5591967;-45.120503652039325
1739209647.5591972;-45.120503652039325
1739209647.5591977;-45.120503652039325
1739209647.5591981;-38.13080360867914
1739209647.5591986;-38.13080360867914
1739209647.5591993;-38.13080360867914
1739209647.5591998;-45.120503652039325
1739209647.5592003;-45.120503652039325
1739209647.5592008;-45.120503652039325
1739209647.5592012;-38.13080360867914
1739209647.5592017;-26.991370085610736
1739209647.5592024;-38.13080360867914
1739209647.559203;-38.13080360867914
1739209647.5592034;-38.13080360867914
1739209647.5592039;-30.49652367304973
1739209647.5592043;-45.120503652039325
1739209647.5592048;-45.120503652039325
1739209647.5592055;-38.13080360867914
1739209647.559206;-45.120503652039325
1739209647.5592065;-45.120503652039325
1739209647.559207;-45.120503652039325
1739209647.5592074;-45.120503652039325
1739209647.559208;-45.120503652039325
1739209647.5592086;-35.57807855764607
1739209647.559209;-38.13080360867914
1739209647.5592096;-38.13080360867914
1739209647.55921;-26.991370085610736
1739209647.5592105;-35.57807855764607
1739209647.5592113;-45.120503652039325
1739209647.5592117;-45.120503652039325
1739209647.5592122;-32.816014438256545
1739209647.5592127;-45.120503652039325
1739209647.5592132;-38.13080360867914
1739209647.5592136;-35.57807855764607
1739209647.5592144;-45.120503652039325
1739209647.5592148;-45.120503652039325
1739209647.5592153;-45.120503652039325
1739209647.5592158;-45.120503652039325
1739209647.5592163;-45.120503652039325
1739209647.5592167;-45.120503652039325
1739209647.5592175;-45.120503652039325
1739209647.559218;-38.13080360867914
1739209647.5592184;-26.991370085610736
1739209647.559219;-35.57807855764607
1739209647.5592194;-45.120503652039325
1739209647.5592198;-38.13080360867914
1739209647.5592206;-38.13080360867914
1739209647.559221;-38.13080360867914
1739209647.5592215;-45.120503652039325
1739209647.559222;-38.13080360867914
1739209647.5592225;-45.120503652039325
1739209647.5592232;-45.120503652039325
1739209647.5592237;-45.120503652039325
1739209647.5592241;-45.120503652039325
1739209647.5592246;-45.120503652039325
1739209647.559225;-35.57807855764607
1739209647.5592256;-35.57807855764607
1739209647.5592263;-45.120503652039325
1739209647.5592268;-32.816014438256545
1739209647.5592272;-35.57807855764607
1739209647.5592277;-45.120503652039325
1739209647.5592282;-38.13080360867914
1739209647.5592287;-45.120503652039325
1739209647.5592294;-38.13080360867914
1739209647.5592299;-38.13080360867914
1739209647.5592303;-38.13080360867914
1739209647.5592308;-45.120503652039325
1739209647.5592313;-45.120503652039325
1739209647.5592318;-45.120503652039325
1739209647.5592325;-45.120503652039325
1739209647.559233;-45.120503652039325
1739209647.5592334;-38.13080360867914
1739209647.559234;-38.13080360867914
1739209647.5592344;-38.13080360867914
1739209647.5592349;-38.13080360867914
1739209647.5592356;-38.13080360867914
1739209647.559236;-35.57807855764607
1739209647.5592365;-45.120503652039325
1739209647.559237;-45.120503652039325
1739209647.5592375;-38.13080360867914
1739209647.5592382;-35.57807855764607
1739209647.5592387;-45.120503652039325
1739209647.5592391;-45.120503652039325
1739209647.5592396;-35.57807855764607
1739209647.55924;-35.57807855764607
1739209647.5592406;-38.13080360867914
1739209647.5592413;-45.120503652039325
1739209647.5592418;-38.13080360867914
1739209647.5592422;-38.13080360867914
1739209647.5592427;-45.120503652039325
1739209647.5592432;-45.120503652039325
1739209647.5592437;-38.13080360867914
1739209647.5592444;-35.57807855764607
1739209647.5592449;-45.120503652039325
1739209647.5592453;-45.120503652039325
1739209647.5592458;-38.13080360867914
1739209647.5592463;-35.57807855764607
1739209647.5592468;-45.120503652039325
1739209647.5592475;-45.120503652039325
1739209647.559248;-33.981070128970906
1739209647.5592484;-45.120503652039325
1739209647.559249;-45.120503652039325
1739209647.5592494;-35.57807855764607
1739209647.5592499;-35.57807855764607
1739209647.5592506;-32.816014438256545
1739209647.559251;-38.13080360867914
1739209647.5592515;-38.13080360867914
1739209647.559252;-38.13080360867914
1739209647.5592525;-38.13080360867914
1739209647.5592532;-38.13080360867914
1739209647.5592537;-45.120503652039325
1739209647.5592542;-45.120503652039325
1739209647.5592546;-38.13080360867914
1739209647.5592551;-38.13080360867914
1739209647.5592556;-45.120503652039325
1739209647.5592563;-38.13080360867914
1739209647.5592568;-38.13080360867914
1739209647.5592573;-38.13080360867914
1739209647.5592577;-45.120503652039325
1739209647.5592582;-38.13080360867914
1739209647.5592587;-38.13080360867914
1739209647.5592594;-45.120503652039325
1739209647.55926;-45.120503652039325
1739209647.5592604;-38.13080360867914
1739209647.5592608;-38.13080360867914
1739209647.5592613;-38.13080360867914
1739209647.5592618;-38.13080360867914
1739209647.5592625;-38.13080360867914
1739209647.559263;-45.120503652039325
1739209647.5592635;-45.120503652039325
1739209647.559264;-45.120503652039325
1739209647.5592644;-38.13080360867914
1739209647.5592651;-38.13080360867914
1739209647.5592656;-33.981070128970906
1739209647.559266;-32.816014438256545
1739209647.5592666;-33.981070128970906
1739209647.559267;-33.981070128970906
1739209647.5592675;-45.120503652039325
1739209647.5592682;-45.120503652039325
1739209647.5592687;-38.13080360867914
