CAN Message; 0x98:0000446c0cb564eb
Timestamp;Amplitude
1739209844.1873913;-38.13080360867914
1739209844.1873949;-45.120503652039325
1739209844.1873987;-38.13080360867914
1739209844.1874022;-45.120503652039325
1739209844.1874058;-45.120503652039325
1739209844.1874094;-45.120503652039325
1739209844.1874132;-45.120503652039325
1739209844.1874168;-45.120503652039325
1739209844.1874204;-45.120503652039325
1739209844.187424;-38.13080360867914
1739209844.1874278;-38.13080360867914
1739209844.1874313;-45.120503652039325
1739209844.187435;-38.13080360867914
1739209844.1874385;-35.57807855764607
1739209844.187442;-31.141103565318915
1739209844.1874459;-45.120503652039325
1739209844.1874495;-45.120503652039325
1739209844.187453;-38.13080360867914
1739209844.1874566;-33.981070128970906
1739209844.1874604;-45.120503652039325
1739209844.187464;-45.120503652039325
1739209844.1874676;-38.13080360867914
1739209844.1874712;-38.13080360867914
1739209844.187475;-45.120503652039325
1739209844.1874785;-38.13080360867914
1739209844.187482;-35.57807855764607
1739209844.1874857;-45.120503652039325
1739209844.1874895;-45.120503652039325
1739209844.187493;-35.57807855764607
1739209844.1874967;-35.57807855764607
1739209844.1875002;-35.57807855764607
1739209844.1875038;-38.13080360867914
1739209844.1875076;-38.13080360867914
1739209844.1875112;-38.13080360867914
1739209844.1875148;-38.13080360867914
1739209844.1875184;-38.13080360867914
1739209844.1875222;-38.13080360867914
1739209844.1875257;-38.13080360867914
1739209844.1875293;-45.120503652039325
1739209844.187533;-38.13080360867914
1739209844.1875367;-45.120503652039325
1739209844.1875403;-38.13080360867914
1739209844.1875439;-38.13080360867914
1739209844.1875474;-45.120503652039325
1739209844.187551;-45.120503652039325
1739209844.1875548;-35.57807855764607
1739209844.1875584;-45.120503652039325
1739209844.187562;-45.120503652039325
1739209844.1875656;-38.13080360867914
1739209844.1875694;-38.13080360867914
1739209844.187573;-45.120503652039325
1739209844.1875765;-45.120503652039325
1739209844.18758;-35.57807855764607
1739209844.187584;-38.13080360867914
1739209844.1875875;-29.438486411369333
1739209844.187591;-29.438486411369333
1739209844.1875947;-45.120503652039325
1739209844.1875982;-45.120503652039325
1739209844.187602;-32.816014438256545
1739209844.1876056;-35.57807855764607
1739209844.1876092;-45.120503652039325
1739209844.1876128;-33.981070128970906
1739209844.1876166;-45.120503652039325
1739209844.1876202;-45.120503652039325
1739209844.1876237;-38.13080360867914
1739209844.1876273;-45.120503652039325
1739209844.1876311;-45.120503652039325
1739209844.1876347;-38.13080360867914
1739209844.1876383;-35.57807855764607
1739209844.1876419;-45.120503652039325
1739209844.1876457;-32.816014438256545
1739209844.1876493;-31.141103565318893
1739209844.1876528;-38.13080360867914
1739209844.1876564;-35.57807855764607
1739209844.18766;-45.120503652039325
1739209844.1876638;-38.13080360867914
1739209844.1876674;-38.13080360867914
1739209844.187671;-35.57807855764607
1739209844.1876745;-45.120503652039325
1739209844.1876783;-45.120503652039325
1739209844.187682;-45.120503652039325
1739209844.1876855;-45.120503652039325
1739209844.187689;-38.13080360867914
1739209844.1876929;-45.120503652039325
1739209844.1876965;-38.13080360867914
1739209844.1877;-38.13080360867914
1739209844.1877036;-45.120503652039325
1739209844.1877072;-45.120503652039325
1739209844.187711;-38.13080360867914
1739209844.1877146;-38.13080360867914
1739209844.1877182;-45.120503652039325
1739209844.1877217;-45.120503652039325
1739209844.1877255;-35.57807855764607
1739209844.1877291;-38.13080360867914
1739209844.1877327;-38.13080360867914
1739209844.1877363;-32.816014438256545
1739209844.18774;-38.13080360867914
1739209844.1877437;-35.57807855764607
1739209844.1877472;-45.120503652039325
1739209844.1877508;-38.13080360867914
1739209844.1877544;-38.13080360867914
1739209844.1877582;-45.120503652039325
1739209844.1877618;-45.120503652039325
1739209844.1877654;-45.120503652039325
1739209844.187769;-45.120503652039325
1739209844.1877728;-45.120503652039325
1739209844.1877763;-45.120503652039325
1739209844.18778;-38.13080360867914
1739209844.1877835;-38.13080360867914
1739209844.1877873;-38.13080360867914
1739209844.1877909;-38.13080360867914
1739209844.1877944;-38.13080360867914
1739209844.187798;-45.120503652039325
1739209844.1878016;-45.120503652039325
1739209844.1878054;-33.981070128970906
1739209844.187809;-45.120503652039325
1739209844.1878126;-45.120503652039325
1739209844.1878161;-38.13080360867914
1739209844.18782;-45.120503652039325
1739209844.1878235;-38.13080360867914
1739209844.187827;-38.13080360867914
1739209844.1878307;-45.120503652039325
1739209844.1878345;-45.120503652039325
1739209844.187838;-32.816014438256545
1739209844.1878417;-45.120503652039325
1739209844.1878452;-45.120503652039325
1739209844.187849;-45.120503652039325
1739209844.1878526;-33.981070128970906
1739209844.1878562;-33.981070128970906
1739209844.1878598;-45.120503652039325
1739209844.1878633;-45.120503652039325
1739209844.1878672;-45.120503652039325
1739209844.1878707;-38.13080360867914
1739209844.1878743;-45.120503652039325
1739209844.187878;-45.120503652039325
1739209844.1878817;-38.13080360867914
1739209844.1878853;-38.13080360867914
1739209844.1878889;-38.13080360867914
1739209844.1878924;-45.120503652039325
1739209844.1878963;-38.13080360867914
1739209844.1878998;-33.981070128970906
1739209844.1879034;-45.120503652039325
1739209844.187907;-45.120503652039325
1739209844.1879106;-38.13080360867914
1739209844.1879144;-33.981070128970906
1739209844.187918;-38.13080360867914
1739209844.1879215;-45.120503652039325
1739209844.187925;-45.120503652039325
1739209844.187929;-33.981070128970906
1739209844.1879325;-38.13080360867914
1739209844.187936;-38.13080360867914
1739209844.1879396;-38.13080360867914
1739209844.1879435;-32.816014438256545
1739209844.187947;-45.120503652039325
1739209844.1879506;-45.120503652039325
1739209844.1879542;-45.120503652039325
1739209844.1879578;-38.13080360867914
1739209844.1879616;-45.120503652039325
1739209844.1879652;-38.13080360867914
1739209844.1879687;-33.981070128970906
1739209844.1879723;-31.141103565318915
1739209844.1879761;-33.981070128970906
1739209844.1879797;-38.13080360867914
1739209844.1879833;-45.120503652039325
1739209844.1879869;-45.120503652039325
1739209844.1879907;-45.120503652039325
1739209844.1879942;-38.13080360867914
1739209844.1879978;-33.981070128970906
1739209844.1880014;-30.49652367304973
1739209844.1880052;-38.13080360867914
1739209844.1880088;-38.13080360867914
1739209844.1880124;-38.13080360867914
1739209844.188016;-38.13080360867914
1739209844.1880195;-38.13080360867914
1739209844.1880233;-45.120503652039325
1739209844.188027;-38.13080360867914
1739209844.1880305;-38.13080360867914
1739209844.188034;-45.120503652039325
1739209844.1880379;-35.57807855764607
1739209844.1880414;-35.57807855764607
1739209844.188045;-45.120503652039325
1739209844.1880486;-38.13080360867914
1739209844.1880524;-38.13080360867914
1739209844.188056;-45.120503652039325
1739209844.1880596;-38.13080360867914
1739209844.1880631;-45.120503652039325
1739209844.1880667;-38.13080360867914
1739209844.1880705;-38.13080360867914
1739209844.188074;-38.13080360867914
1739209844.1880777;-38.13080360867914
1739209844.1880813;-38.13080360867914
1739209844.188085;-45.120503652039325
1739209844.1880887;-35.57807855764607
1739209844.1880922;-38.13080360867914
1739209844.1880958;-45.120503652039325
1739209844.1880996;-45.120503652039325
1739209844.1881032;-38.13080360867914
1739209844.1881068;-38.13080360867914
1739209844.1881104;-45.120503652039325
1739209844.188114;-38.13080360867914
1739209844.1881177;-27.267205301931607
1739209844.1881213;-38.13080360867914
1739209844.188125;-45.120503652039325
1739209844.1881285;-45.120503652039325
1739209844.1881323;-38.13080360867914
1739209844.1881359;-33.981070128970906
1739209844.1881394;-45.120503652039325
1739209844.188143;-45.120503652039325
1739209844.1881468;-38.13080360867914
1739209844.1881504;-45.120503652039325
1739209844.188154;-45.120503652039325
1739209844.1881576;-45.120503652039325
1739209844.1881614;-31.141103565318915
1739209844.188165;-38.13080360867914
1739209844.1881685;-38.13080360867914
1739209844.188172;-38.13080360867914
1739209844.1881757;-45.120503652039325
1739209844.1881795;-38.13080360867914
1739209844.188183;-45.120503652039325
1739209844.1881866;-45.120503652039325
1739209844.1881902;-38.13080360867914
1739209844.188194;-35.57807855764607
1739209844.1881976;-38.13080360867914
1739209844.1882012;-45.120503652039325
1739209844.1882048;-33.981070128970906
1739209844.1882086;-38.13080360867914
1739209844.1882122;-38.13080360867914
1739209844.1882157;-38.13080360867914
1739209844.1882193;-33.981070128970906
1739209844.188223;-45.120503652039325
1739209844.1882267;-45.120503652039325
1739209844.1882303;-45.120503652039325
1739209844.1882339;-45.120503652039325
1739209844.1882374;-38.13080360867914
1739209844.1882412;-45.120503652039325
1739209844.1882448;-45.120503652039325
1739209844.1882484;-45.120503652039325
1739209844.188252;-32.816014438256545
1739209844.1882558;-38.13080360867914
1739209844.1882594;-45.120503652039325
1739209844.188263;-33.981070128970906
1739209844.1882665;-45.120503652039325
1739209844.18827;-45.120503652039325
1739209844.188274;-45.120503652039325
1739209844.1882775;-45.120503652039325
1739209844.188281;-45.120503652039325
1739209844.1882846;-45.120503652039325
1739209844.1882885;-38.13080360867914
1739209844.188292;-45.120503652039325
1739209844.1882956;-38.13080360867914
1739209844.1882992;-33.981070128970906
1739209844.188303;-45.120503652039325
1739209844.1883066;-45.120503652039325
1739209844.1883101;-38.13080360867914
1739209844.1883137;-45.120503652039325
1739209844.1883173;-45.120503652039325
1739209844.188321;-45.120503652039325
1739209844.1883247;-33.981070128970906
1739209844.1883283;-45.120503652039325
1739209844.1883318;-45.120503652039325
1739209844.1883357;-45.120503652039325
1739209844.1883392;-45.120503652039325
1739209844.1883428;-38.13080360867914
1739209844.1883464;-45.120503652039325
1739209844.1883502;-45.120503652039325
1739209844.1883538;-45.120503652039325
1739209844.1883574;-45.120503652039325
1739209844.188361;-45.120503652039325
1739209844.1883647;-45.120503652039325
1739209844.1883683;-45.120503652039325
1739209844.188372;-35.57807855764607
1739209844.1883755;-35.57807855764607
1739209844.188379;-45.120503652039325
1739209844.1883829;-38.13080360867914
1739209844.1883864;-38.13080360867914
1739209844.18839;-38.13080360867914
1739209844.1883936;-38.13080360867914
1739209844.1883974;-35.57807855764607
1739209844.188401;-45.120503652039325
1739209844.1884046;-45.120503652039325
1739209844.1884081;-45.120503652039325
1739209844.188412;-38.13080360867914
1739209844.1884155;-35.57807855764607
1739209844.188419;-35.57807855764607
1739209844.1884227;-45.120503652039325
1739209844.1884263;-45.120503652039325
1739209844.18843;-45.120503652039325
1739209844.1884336;-45.120503652039325
1739209844.1884372;-45.120503652039325
1739209844.1884408;-32.81601443825658
1739209844.1884446;-38.13080360867914
1739209844.1884482;-45.120503652039325
1739209844.1884518;-45.120503652039325
1739209844.1884553;-35.57807855764607
1739209844.1884592;-45.120503652039325
1739209844.1884627;-38.13080360867914
1739209844.1884663;-45.120503652039325
1739209844.18847;-27.267205301931607
1739209844.1884735;-33.981070128970906
1739209844.1884773;-45.120503652039325
1739209844.1884809;-38.13080360867914
1739209844.1884844;-32.816014438256545
1739209844.188488;-38.13080360867914
1739209844.1884918;-45.120503652039325
1739209844.1884954;-38.13080360867914
1739209844.188499;-38.13080360867914
1739209844.1885026;-38.13080360867914
1739209844.1885064;-45.120503652039325
1739209844.18851;-33.981070128970906
1739209844.1885135;-38.13080360867914
1739209844.188517;-45.120503652039325
1739209844.188521;-45.120503652039325
1739209844.1885245;-38.13080360867914
1739209844.188528;-38.13080360867914
1739209844.1885316;-38.13080360867914
1739209844.1885352;-45.120503652039325
1739209844.188539;-38.13080360867914
1739209844.1885426;-45.120503652039325
1739209844.1885462;-45.120503652039325
1739209844.1885498;-45.120503652039325
1739209844.1885536;-38.13080360867914
1739209844.1885571;-28.992665084841942
1739209844.1885607;-30.49652367304973
1739209844.1885643;-38.13080360867914
1739209844.188568;-45.120503652039325
1739209844.1885717;-38.13080360867914
1739209844.1885753;-45.120503652039325
1739209844.1885788;-45.120503652039325
1739209844.1885824;-45.120503652039325
1739209844.1885862;-38.13080360867914
1739209844.1885898;-38.13080360867914
1739209844.1885934;-38.13080360867914
1739209844.188597;-38.13080360867914
1739209844.1886008;-38.13080360867914
1739209844.1886044;-38.13080360867914
1739209844.188608;-45.120503652039325
1739209844.1886115;-45.120503652039325
1739209844.1886153;-45.120503652039325
1739209844.188619;-45.120503652039325
1739209844.1886225;-35.57807855764607
1739209844.188626;-45.120503652039325
1739209844.1886296;-45.120503652039325
1739209844.1886334;-45.120503652039325
1739209844.188637;-45.120503652039325
1739209844.1886406;-45.120503652039325
1739209844.1886442;-38.13080360867914
1739209844.188648;-33.981070128970906
1739209844.1886516;-38.13080360867914
1739209844.1886551;-38.13080360867914
1739209844.1886587;-33.981070128970906
1739209844.1886625;-31.141103565318893
1739209844.188666;-38.13080360867914
1739209844.1886697;-45.120503652039325
1739209844.1886733;-38.13080360867914
1739209844.188677;-45.120503652039325
1739209844.1886806;-45.120503652039325
1739209844.1886842;-45.120503652039325
1739209844.1886878;-45.120503652039325
1739209844.1886914;-45.120503652039325
1739209844.1886952;-45.120503652039325
1739209844.1886988;-38.13080360867914
1739209844.1887023;-38.13080360867914
1739209844.188706;-38.13080360867914
1739209844.1887097;-45.120503652039325
1739209844.1887133;-38.13080360867914
1739209844.188717;-38.13080360867914
1739209844.1887205;-45.120503652039325
1739209844.1887243;-45.120503652039325
1739209844.1887279;-38.13080360867914
1739209844.1887314;-45.120503652039325
1739209844.188735;-38.13080360867914
1739209844.1887386;-38.13080360867914
1739209844.1887424;-38.13080360867914
1739209844.188746;-38.13080360867914
1739209844.1887496;-33.981070128970906
1739209844.1887531;-35.57807855764607
1739209844.188757;-45.120503652039325
1739209844.1887605;-35.57807855764607
1739209844.188764;-45.120503652039325
1739209844.1887677;-45.120503652039325
1739209844.1887715;-45.120503652039325
1739209844.188775;-45.120503652039325
1739209844.1887786;-38.13080360867914
1739209844.1887822;-45.120503652039325
1739209844.1887858;-45.120503652039325
1739209844.1887896;-45.120503652039325
1739209844.1887932;-32.816014438256545
1739209844.1887968;-35.57807855764607
1739209844.1888003;-45.120503652039325
1739209844.1888041;-38.13080360867914
1739209844.1888077;-33.981070128970906
1739209844.1888113;-38.13080360867914
1739209844.1888149;-45.120503652039325
1739209844.1888187;-45.120503652039325
1739209844.1888223;-35.57807855764607
1739209844.1888258;-38.13080360867914
1739209844.1888294;-45.120503652039325
1739209844.1888332;-45.120503652039325
1739209844.1888368;-45.120503652039325
1739209844.1888404;-45.120503652039325
1739209844.188844;-45.120503652039325
1739209844.1888475;-38.13080360867914
1739209844.1888514;-45.120503652039325
1739209844.188855;-45.120503652039325
1739209844.1888585;-45.120503652039325
1739209844.188862;-45.120503652039325
1739209844.188866;-33.981070128970906
1739209844.1888695;-38.13080360867914
1739209844.188873;-45.120503652039325
1739209844.1888766;-45.120503652039325
1739209844.1888804;-29.438486411369333
1739209844.188884;-32.816014438256545
1739209844.1888876;-45.120503652039325
1739209844.1888912;-45.120503652039325
1739209844.1888947;-35.57807855764607
1739209844.1888986;-35.57807855764607
1739209844.1889021;-45.120503652039325
1739209844.1889057;-35.57807855764607
1739209844.1889093;-45.120503652039325
1739209844.188913;-45.120503652039325
1739209844.1889167;-38.13080360867914
1739209844.1889203;-33.981070128970906
1739209844.1889238;-45.120503652039325
1739209844.1889277;-45.120503652039325
1739209844.1889312;-38.13080360867914
1739209844.1889348;-45.120503652039325
1739209844.1889384;-35.57807855764607
1739209844.188942;-35.57807855764607
1739209844.1889458;-45.120503652039325
1739209844.1889493;-38.13080360867914
1739209844.188953;-35.57807855764607
1739209844.1889565;-35.57807855764607
1739209844.1889603;-45.120503652039325
1739209844.188964;-45.120503652039325
1739209844.1889675;-35.57807855764607
1739209844.188971;-35.57807855764607
1739209844.1889749;-38.13080360867914
1739209844.1889784;-38.13080360867914
1739209844.188982;-38.13080360867914
1739209844.1889856;-38.13080360867914
1739209844.1889892;-38.13080360867914
1739209844.188993;-35.57807855764607
1739209844.1889966;-45.120503652039325
1739209844.1890001;-31.141103565318943
1739209844.1890037;-38.13080360867914
1739209844.1890075;-45.120503652039325
1739209844.189011;-45.120503652039325
1739209844.1890147;-45.120503652039325
1739209844.1890182;-38.13080360867914
1739209844.189022;-45.120503652039325
1739209844.1890256;-32.816014438256545
1739209844.1890292;-29.438486411369333
1739209844.1890328;-45.120503652039325
1739209844.1890366;-38.13080360867914
1739209844.1890402;-38.13080360867914
1739209844.1890438;-45.120503652039325
1739209844.1890473;-45.120503652039325
1739209844.189051;-35.57807855764607
1739209844.1890547;-45.120503652039325
1739209844.1890583;-38.13080360867914
1739209844.1890619;-38.13080360867914
1739209844.1890655;-45.120503652039325
1739209844.1890693;-45.120503652039325
1739209844.1890728;-38.13080360867914
1739209844.1890764;-35.57807855764607
1739209844.18908;-32.816014438256545
1739209844.1890838;-38.13080360867914
1739209844.1890874;-30.49652367304973
1739209844.189091;-38.13080360867914
1739209844.1890945;-45.120503652039325
1739209844.1890981;-38.13080360867914
1739209844.189102;-35.57807855764607
1739209844.1891055;-45.120503652039325
1739209844.189109;-38.13080360867914
1739209844.1891127;-45.120503652039325
1739209844.1891165;-45.120503652039325
1739209844.18912;-45.120503652039325
1739209844.1891236;-45.120503652039325
1739209844.1891272;-45.120503652039325
1739209844.189131;-35.57807855764607
1739209844.1891346;-45.120503652039325
1739209844.1891382;-45.120503652039325
1739209844.1891418;-33.981070128970906
1739209844.1891453;-45.120503652039325
1739209844.1891491;-45.120503652039325
1739209844.1891527;-45.120503652039325
1739209844.1891563;-38.13080360867914
1739209844.1891599;-45.120503652039325
1739209844.1891637;-45.120503652039325
1739209844.1891673;-45.120503652039325
1739209844.1891708;-45.120503652039325
1739209844.1891744;-33.981070128970906
1739209844.1891782;-45.120503652039325
1739209844.1891818;-45.120503652039325
1739209844.1891854;-33.981070128970906
1739209844.189189;-30.49652367304973
1739209844.1891928;-38.13080360867914
1739209844.1891963;-45.120503652039325
1739209844.1892;-33.981070128970906
1739209844.1892035;-45.120503652039325
1739209844.189207;-45.120503652039325
1739209844.189211;-35.57807855764607
1739209844.1892145;-45.120503652039325
1739209844.189218;-45.120503652039325
1739209844.1892216;-38.13080360867914
1739209844.1892254;-45.120503652039325
1739209844.189229;-38.13080360867914
1739209844.1892326;-38.13080360867914
1739209844.1892362;-38.13080360867914
1739209844.18924;-35.57807855764607
1739209844.1892436;-38.13080360867914
1739209844.1892471;-45.120503652039325
1739209844.1892507;-45.120503652039325
1739209844.1892543;-38.13080360867914
1739209844.189258;-45.120503652039325
1739209844.1892617;-38.13080360867914
1739209844.1892653;-35.57807855764607
1739209844.1892688;-38.13080360867914
1739209844.1892726;-38.13080360867914
1739209844.1892762;-38.13080360867914
1739209844.1892798;-35.57807855764607
1739209844.1892834;-45.120503652039325
1739209844.1892872;-45.120503652039325
1739209844.1892908;-45.120503652039325
1739209844.1892943;-38.13080360867914
1739209844.189298;-38.13080360867914
1739209844.1893015;-35.57807855764607
1739209844.1893053;-38.13080360867914
1739209844.189309;-45.120503652039325
1739209844.1893125;-33.981070128970906
1739209844.189316;-45.120503652039325
1739209844.1893198;-45.120503652039325
1739209844.1893234;-28.992665084841942
1739209844.189327;-35.57807855764607
1739209844.1893306;-45.120503652039325
1739209844.1893344;-38.13080360867914
1739209844.189338;-38.13080360867914
1739209844.1893415;-38.13080360867914
1739209844.1893451;-45.120503652039325
1739209844.189349;-38.13080360867914
1739209844.1893525;-45.120503652039325
1739209844.189356;-38.13080360867914
1739209844.1893597;-38.13080360867914
1739209844.1893632;-45.120503652039325
1739209844.189367;-33.981070128970906
1739209844.1893706;-38.13080360867914
1739209844.1893742;-45.120503652039325
1739209844.1893778;-45.120503652039325
1739209844.1893816;-45.120503652039325
1739209844.1893852;-45.120503652039325
1739209844.1893888;-35.57807855764607
1739209844.1893923;-35.57807855764607
1739209844.1893961;-38.13080360867914
1739209844.1893997;-45.120503652039325
1739209844.1894033;-45.120503652039325
1739209844.1894069;-45.120503652039325
1739209844.1894104;-27.267205301931607
1739209844.1894143;-38.13080360867914
1739209844.1894178;-35.57807855764607
1739209844.1894214;-38.13080360867914
1739209844.189425;-38.13080360867914
1739209844.1894288;-45.120503652039325
1739209844.1894324;-45.120503652039325
1739209844.189436;-38.13080360867914
1739209844.1894395;-33.981070128970956
1739209844.1894433;-45.120503652039325
1739209844.189447;-38.13080360867914
1739209844.1894505;-38.13080360867914
1739209844.189454;-45.120503652039325
1739209844.1894577;-45.120503652039325
1739209844.1894615;-45.120503652039325
1739209844.189465;-45.120503652039325
1739209844.1894686;-38.13080360867914
1739209844.1894722;-38.13080360867914
1739209844.189476;-45.120503652039325
1739209844.1894796;-38.13080360867914
1739209844.1894832;-38.13080360867914
1739209844.1894867;-38.13080360867914
1739209844.1894906;-38.13080360867914
1739209844.1894941;-45.120503652039325
1739209844.1894977;-32.816014438256545
1739209844.1895013;-35.57807855764607
1739209844.189505;-38.13080360867914
1739209844.1895087;-33.981070128970906
1739209844.1895123;-35.57807855764607
1739209844.1895158;-38.13080360867914
1739209844.1895194;-45.120503652039325
1739209844.1895232;-32.816014438256545
1739209844.1895268;-38.13080360867914
1739209844.1895304;-45.120503652039325
1739209844.189534;-35.57807855764607
1739209844.1895378;-38.13080360867914
1739209844.1895413;-45.120503652039325
1739209844.189545;-38.13080360867914
1739209844.1895485;-35.57807855764607
1739209844.1895523;-45.120503652039325
1739209844.189556;-27.8777449560314
1739209844.1895595;-29.438486411369333
1739209844.189563;-45.120503652039325
1739209844.1895666;-45.120503652039325
1739209844.1895704;-38.13080360867914
1739209844.189574;-45.120503652039325
1739209844.1895776;-45.120503652039325
1739209844.1895812;-45.120503652039325
1739209844.189585;-45.120503652039325
1739209844.1895885;-45.120503652039325
1739209844.1895921;-45.120503652039325
1739209844.1895957;-45.120503652039325
1739209844.1895995;-38.13080360867914
1739209844.189603;-33.981070128970906
1739209844.1896067;-45.120503652039325
1739209844.1896102;-38.13080360867914
1739209844.1896138;-38.13080360867914
1739209844.1896176;-38.13080360867914
1739209844.1896212;-38.13080360867914
1739209844.1896248;-38.13080360867914
1739209844.1896284;-45.120503652039325
1739209844.1896322;-38.13080360867914
1739209844.1896358;-38.13080360867914
1739209844.1896393;-45.120503652039325
1739209844.189643;-35.57807855764607
1739209844.1896467;-32.816014438256545
1739209844.1896503;-45.120503652039325
1739209844.1896539;-38.13080360867914
1739209844.1896574;-35.57807855764607
1739209844.189661;-38.13080360867914
1739209844.1896648;-45.120503652039325
1739209844.1896684;-38.13080360867914
1739209844.189672;-38.13080360867914
1739209844.1896756;-45.120503652039325
1739209844.1896794;-35.57807855764607
1739209844.189683;-35.57807855764607
1739209844.1896865;-45.120503652039325
1739209844.18969;-38.13080360867914
1739209844.189694;-32.816014438256545
1739209844.1896975;-45.120503652039325
1739209844.189701;-38.13080360867914
1739209844.1897047;-35.57807855764607
1739209844.1897085;-38.13080360867914
1739209844.189712;-45.120503652039325
1739209844.1897156;-35.57807855764607
1739209844.1897192;-38.13080360867914
1739209844.1897228;-45.120503652039325
1739209844.1897266;-45.120503652039325
1739209844.1897302;-45.120503652039325
1739209844.1897337;-45.120503652039325
1739209844.1897373;-45.120503652039325
1739209844.1897411;-45.120503652039325
1739209844.1897447;-38.13080360867914
1739209844.1897483;-38.13080360867914
1739209844.1897519;-38.13080360867914
1739209844.1897557;-45.120503652039325
1739209844.1897593;-38.13080360867914
1739209844.1897628;-38.13080360867914
1739209844.1897664;-38.13080360867914
1739209844.18977;-45.120503652039325
1739209844.1897738;-35.57807855764607
1739209844.1897774;-35.57807855764607
1739209844.189781;-45.120503652039325
1739209844.1897845;-45.120503652039325
1739209844.1897883;-45.120503652039325
1739209844.189792;-38.13080360867914
1739209844.1897955;-45.120503652039325
1739209844.189799;-45.120503652039325
1739209844.189803;-38.13080360867914
1739209844.1898065;-32.816014438256545
1739209844.18981;-45.120503652039325
1739209844.1898136;-45.120503652039325
1739209844.1898172;-45.120503652039325
1739209844.189821;-45.120503652039325
1739209844.1898246;-38.13080360867914
1739209844.1898282;-38.13080360867914
1739209844.1898317;-45.120503652039325
1739209844.1898355;-45.120503652039325
1739209844.1898391;-35.57807855764607
1739209844.1898427;-38.13080360867914
1739209844.1898463;-45.120503652039325
1739209844.18985;-38.13080360867914
1739209844.1898537;-38.13080360867914
1739209844.1898572;-38.13080360867914
1739209844.1898608;-45.120503652039325
1739209844.1898646;-35.57807855764607
1739209844.1898682;-33.981070128970906
1739209844.1898718;-33.981070128970906
1739209844.1898754;-38.13080360867914
1739209844.189879;-38.13080360867914
1739209844.1898828;-33.981070128970906
1739209844.1898863;-35.57807855764607
1739209844.18989;-45.120503652039325
1739209844.1898935;-45.120503652039325
1739209844.1898973;-38.13080360867914
1739209844.1899009;-38.13080360867914
1739209844.1899045;-45.120503652039325
1739209844.189908;-45.120503652039325
1739209844.1899118;-38.13080360867914
1739209844.1899154;-38.13080360867914
1739209844.189919;-45.120503652039325
1739209844.1899226;-45.120503652039325
1739209844.1899261;-45.120503652039325
1739209844.18993;-45.120503652039325
1739209844.1899335;-45.120503652039325
1739209844.189937;-45.120503652039325
1739209844.1899407;-38.13080360867914
