CAN Message; 0x150:0500072afa862b6d
1739209690.7937033;-27.267205301931607
1739209690.7937057;-45.120503652039325
1739209690.7937078;-45.120503652039325
1739209690.79371;-38.13080360867914
1739209690.7937124;-33.981070128970906
1739209690.7937145;-38.13080360867914
1739209690.793717;-45.120503652039325
1739209690.793719;-45.120503652039325
1739209690.7937214;-38.13080360867914
1739209690.7937236;-45.120503652039325
1739209690.7937257;-45.120503652039325
1739209690.793728;-45.120503652039325
1739209690.7937303;-45.120503652039325
1739209690.7937326;-38.13080360867914
1739209690.7937348;-45.120503652039325
1739209690.7937372;-45.120503652039325
1739209690.7937393;-45.120503652039325
1739209690.7937417;-45.120503652039325
1739209690.7937438;-33.981070128970906
1739209690.793746;-45.120503652039325
1739209690.7937484;-45.120503652039325
1739209690.7937505;-38.13080360867914
1739209690.793753;-38.13080360867914
1739209690.793755;-45.120503652039325
1739209690.7937574;-29.438486411369333
1739209690.7937596;-32.816014438256545
1739209690.7937617;-38.13080360867914
1739209690.793764;-38.13080360867914
1739209690.7937663;-35.57807855764607
1739209690.7937686;-45.120503652039325
1739209690.7937708;-45.120503652039325
1739209690.7937732;-38.13080360867914
1739209690.7937753;-38.13080360867914
1739209690.7937777;-45.120503652039325
1739209690.7937799;-35.57807855764607
1739209690.793782;-35.57807855764607
1739209690.7937844;-45.120503652039325
1739209690.7937865;-45.120503652039325
1739209690.793789;-35.57807855764607
1739209690.793791;-38.13080360867914
1739209690.7937934;-35.57807855764607
1739209690.7937956;-38.13080360867914
1739209690.7937977;-45.120503652039325
1739209690.7938;-45.120503652039325
1739209690.7938023;-45.120503652039325
1739209690.7938046;-45.120503652039325
1739209690.7938068;-38.13080360867914
1739209690.7938092;-45.120503652039325
1739209690.7938113;-45.120503652039325
1739209690.7938137;-45.120503652039325
1739209690.7938159;-35.57807855764607
1739209690.793818;-38.13080360867914
1739209690.7938204;-35.57807855764607
1739209690.7938225;-38.13080360867914
1739209690.793825;-35.57807855764607
1739209690.793827;-38.13080360867914
1739209690.7938294;-45.120503652039325
1739209690.7938316;-45.120503652039325
1739209690.793834;-35.57807855764607
1739209690.793836;-45.120503652039325
1739209690.7938383;-45.120503652039325
1739209690.7938406;-38.13080360867914
1739209690.7938428;-38.13080360867914
1739209690.7938452;-45.120503652039325
1739209690.7938473;-35.57807855764607
1739209690.7938497;-38.13080360867914
1739209690.7938519;-45.120503652039325
1739209690.793854;-38.13080360867914
1739209690.7938564;-45.120503652039325
1739209690.7938585;-45.120503652039325
1739209690.793861;-45.120503652039325
1739209690.793863;-45.120503652039325
1739209690.7938654;-45.120503652039325
1739209690.7938676;-38.13080360867914
1739209690.79387;-38.13080360867914
1739209690.793872;-45.120503652039325
1739209690.7938743;-35.57807855764607
1739209690.7938766;-38.13080360867914
1739209690.7938788;-45.120503652039325
1739209690.7938812;-38.13080360867914
1739209690.7938833;-35.57807855764607
1739209690.7938857;-31.141103565318915
1739209690.7938879;-38.13080360867914
1739209690.79389;-35.57807855764607
1739209690.7938924;-38.13080360867914
1739209690.7938945;-33.981070128970906
1739209690.793897;-38.13080360867914
1739209690.793899;-38.13080360867914
1739209690.7939014;-38.13080360867914
1739209690.7939036;-38.13080360867914
1739209690.793906;-38.13080360867914
1739209690.793908;-45.120503652039325
1739209690.7939103;-45.120503652039325
1739209690.7939126;-45.120503652039325
1739209690.7939148;-38.13080360867914
1739209690.7939172;-38.13080360867914
1739209690.7939193;-38.13080360867914
1739209690.7939217;-38.13080360867914
1739209690.7939239;-35.57807855764607
1739209690.793926;-38.13080360867914
1739209690.7939284;-38.13080360867914
1739209690.7939305;-35.57807855764607
1739209690.793933;-45.120503652039325
1739209690.793935;-45.120503652039325
1739209690.7939374;-32.816014438256545
1739209690.7939396;-33.981070128970906
1739209690.793942;-38.13080360867914
1739209690.7939441;-35.57807855764607
1739209690.7939463;-38.13080360867914
1739209690.7939487;-45.120503652039325
1739209690.7939508;-45.120503652039325
1739209690.7939532;-45.120503652039325
1739209690.7939553;-45.120503652039325
1739209690.7939577;-32.816014438256545
1739209690.7939599;-38.13080360867914
1739209690.7939622;-38.13080360867914
1739209690.7939644;-35.57807855764607
1739209690.7939665;-38.13080360867914
1739209690.793969;-38.13080360867914
1739209690.793971;-45.120503652039325
1739209690.7939734;-33.981070128970906
1739209690.7939756;-27.267205301931607
1739209690.793978;-38.13080360867914
1739209690.7939801;-38.13080360867914
1739209690.7939823;-45.120503652039325
1739209690.7939847;-45.120503652039325
1739209690.7939868;-45.120503652039325
1739209690.7939892;-45.120503652039325
1739209690.7939913;-35.57807855764607
1739209690.7939937;-31.141103565318915
1739209690.7939959;-33.981070128970906
1739209690.7939982;-45.120503652039325
1739209690.7940004;-45.120503652039325
1739209690.7940025;-38.13080360867914
1739209690.794005;-38.13080360867914
1739209690.794007;-45.120503652039325
1739209690.7940094;-33.981070128970906
1739209690.7940116;-33.981070128970906
1739209690.794014;-38.13080360867914
1739209690.7940161;-33.981070128970906
1739209690.7940183;-38.13080360867914
1739209690.7940207;-45.120503652039325
1739209690.7940228;-45.120503652039325
1739209690.7940252;-45.120503652039325
1739209690.7940273;-45.120503652039325
1739209690.7940297;-38.13080360867914
1739209690.7940319;-38.13080360867914
1739209690.7940342;-45.120503652039325
1739209690.7940364;-45.120503652039325
1739209690.7940385;-45.120503652039325
1739209690.794041;-38.13080360867914
1739209690.794043;-35.57807855764607
1739209690.7940454;-45.120503652039325
1739209690.7940476;-38.13080360867914
1739209690.79405;-33.981070128970906
1739209690.7940521;-45.120503652039325
1739209690.7940543;-45.120503652039325
1739209690.7940567;-38.13080360867914
1739209690.7940588;-38.13080360867914
1739209690.7940612;-45.120503652039325
1739209690.7940633;-45.120503652039325
1739209690.7940657;-38.13080360867914
1739209690.7940679;-38.13080360867914
1739209690.7940702;-35.57807855764607
1739209690.7940724;-45.120503652039325
1739209690.7940745;-38.13080360867914
1739209690.794077;-38.13080360867914
1739209690.794079;-35.57807855764607
1739209690.7940814;-45.120503652039325
1739209690.7940836;-38.13080360867914
1739209690.794086;-30.49652367304973
1739209690.7940881;-33.981070128970906
1739209690.7940903;-45.120503652039325
1739209690.7940927;-45.120503652039325
1739209690.7940948;-38.13080360867914
1739209690.7940972;-35.57807855764607
1739209690.7940993;-45.120503652039325
1739209690.7941017;-45.120503652039325
1739209690.7941039;-38.13080360867914
1739209690.7941062;-45.120503652039325
1739209690.7941084;-45.120503652039325
1739209690.7941105;-38.13080360867914
1739209690.794113;-38.13080360867914
1739209690.794115;-38.13080360867914
1739209690.7941175;-35.57807855764607
1739209690.7941196;-45.120503652039325
1739209690.794122;-45.120503652039325
1739209690.7941241;-38.13080360867914
1739209690.7941265;-45.120503652039325
1739209690.7941287;-45.120503652039325
1739209690.7941308;-35.57807855764607
1739209690.7941332;-35.57807855764607
1739209690.7941353;-45.120503652039325
1739209690.7941377;-38.13080360867914
1739209690.7941399;-33.981070128970906
1739209690.7941422;-38.13080360867914
1739209690.7941444;-38.13080360867914
1739209690.7941465;-38.13080360867914
1739209690.794149;-45.120503652039325
1739209690.794151;-38.13080360867914
1739209690.7941535;-45.120503652039325
1739209690.7941556;-38.13080360867914
1739209690.794158;-45.120503652039325
1739209690.7941601;-38.13080360867914
1739209690.7941625;-45.120503652039325
1739209690.7941647;-45.120503652039325
1739209690.7941668;-33.981070128970906
1739209690.7941692;-45.120503652039325
1739209690.7941713;-45.120503652039325
1739209690.7941737;-45.120503652039325
1739209690.7941759;-29.438486411369333
1739209690.7941782;-32.816014438256545
1739209690.7941804;-45.120503652039325
1739209690.7941825;-45.120503652039325
1739209690.794185;-38.13080360867914
1739209690.794187;-32.816014438256545
1739209690.7941895;-45.120503652039325
1739209690.7941916;-45.120503652039325
1739209690.794194;-38.13080360867914
1739209690.7941961;-45.120503652039325
1739209690.7941985;-45.120503652039325
1739209690.7942007;-45.120503652039325
1739209690.7942028;-45.120503652039325
1739209690.7942052;-38.13080360867914
1739209690.7942073;-38.13080360867914
1739209690.7942097;-38.13080360867914
1739209690.7942119;-38.13080360867914
1739209690.7942142;-45.120503652039325
1739209690.7942164;-45.120503652039325
1739209690.7942185;-45.120503652039325
1739209690.794221;-32.816014438256545
1739209690.794223;-38.13080360867914
1739209690.7942255;-38.13080360867914
1739209690.7942276;-38.13080360867914
1739209690.79423;-38.13080360867914
1739209690.7942321;-33.981070128970906
1739209690.7942345;-45.120503652039325
1739209690.7942367;-45.120503652039325
1739209690.7942388;-45.120503652039325
1739209690.7942412;-45.120503652039325
1739209690.7942433;-33.981070128970956
1739209690.7942457;-45.120503652039325
1739209690.7942479;-45.120503652039325
1739209690.7942502;-33.981070128970956
1739209690.7942524;-32.816014438256545
1739209690.7942548;-38.13080360867914
1739209690.794257;-45.120503652039325
1739209690.794259;-45.120503652039325
1739209690.7942615;-32.816014438256545
1739209690.7942636;-38.13080360867914
1739209690.794266;-38.13080360867914
1739209690.7942681;-30.49652367304973
1739209690.7942705;-45.120503652039325
1739209690.7942727;-33.981070128970906
1739209690.7942748;-38.13080360867914
1739209690.7942772;-35.57807855764607
1739209690.7942793;-38.13080360867914
1739209690.7942817;-45.120503652039325
1739209690.7942839;-45.120503652039325
1739209690.7942863;-45.120503652039325
1739209690.7942884;-35.57807855764607
1739209690.7942908;-38.13080360867914
1739209690.794293;-45.120503652039325
1739209690.794295;-45.120503652039325
1739209690.7942975;-38.13080360867914
1739209690.7942996;-38.13080360867914
1739209690.794302;-45.120503652039325
1739209690.7943041;-38.13080360867914
1739209690.7943065;-45.120503652039325
1739209690.7943087;-45.120503652039325
1739209690.7943108;-45.120503652039325
1739209690.7943132;-45.120503652039325
1739209690.7943153;-38.13080360867914
1739209690.7943177;-38.13080360867914
1739209690.7943199;-35.57807855764607
1739209690.7943223;-33.981070128970906
1739209690.7943244;-38.13080360867914
1739209690.7943268;-38.13080360867914
1739209690.794329;-45.120503652039325
1739209690.794331;-45.120503652039325
1739209690.7943335;-45.120503652039325
1739209690.7943356;-38.13080360867914
1739209690.794338;-45.120503652039325
1739209690.7943401;-33.981070128970956
1739209690.7943425;-45.120503652039325
1739209690.7943447;-45.120503652039325
1739209690.7943468;-45.120503652039325
1739209690.7943492;-45.120503652039325
1739209690.7943513;-45.120503652039325
1739209690.7943537;-38.13080360867914
1739209690.7943559;-45.120503652039325
1739209690.7943583;-28.992665084841942
1739209690.7943604;-38.13080360867914
1739209690.7943628;-45.120503652039325
1739209690.794365;-45.120503652039325
1739209690.794367;-35.57807855764607
1739209690.7943695;-38.13080360867914
1739209690.7943716;-45.120503652039325
1739209690.794374;-38.13080360867914
1739209690.7943761;-38.13080360867914
1739209690.7943785;-38.13080360867914
1739209690.7943807;-38.13080360867914
1739209690.7943828;-38.13080360867914
1739209690.7943852;-38.13080360867914
1739209690.7943873;-45.120503652039325
1739209690.7943897;-45.120503652039325
1739209690.7943919;-45.120503652039325
1739209690.7943943;-45.120503652039325
1739209690.7943964;-38.13080360867914
1739209690.7943988;-38.13080360867914
1739209690.794401;-45.120503652039325
1739209690.794403;-38.13080360867914
1739209690.7944055;-45.120503652039325
1739209690.7944076;-38.13080360867914
1739209690.79441;-45.120503652039325
1739209690.7944121;-38.13080360867914
1739209690.7944145;-35.57807855764607
1739209690.7944167;-38.13080360867914
1739209690.794419;-45.120503652039325
1739209690.7944212;-35.57807855764607
1739209690.7944233;-38.13080360867914
1739209690.7944257;-45.120503652039325
1739209690.7944279;-32.816014438256545
1739209690.7944303;-38.13080360867914
1739209690.7944324;-45.120503652039325
1739209690.7944348;-45.120503652039325
1739209690.794437;-33.981070128970906
1739209690.794439;-45.120503652039325
1739209690.7944415;-45.120503652039325
1739209690.7944436;-38.13080360867914
1739209690.794446;-45.120503652039325
1739209690.7944481;-33.981070128970906
1739209690.7944505;-38.13080360867914
1739209690.7944527;-38.13080360867914
1739209690.794455;-45.120503652039325
1739209690.7944572;-38.13080360867914
1739209690.7944593;-35.57807855764607
1739209690.7944617;-45.120503652039325
1739209690.7944639;-45.120503652039325
1739209690.7944663;-38.13080360867914
1739209690.7944684;-45.120503652039325
1739209690.7944708;-45.120503652039325
1739209690.794473;-38.13080360867914
1739209690.794475;-33.981070128970906
1739209690.7944775;-45.120503652039325
1739209690.7944796;-38.13080360867914
1739209690.794482;-35.57807855764607
1739209690.7944841;-33.981070128970906
1739209690.7944865;-35.57807855764607
1739209690.7944887;-33.981070128970906
1739209690.794491;-35.57807855764607
1739209690.7944932;-32.816014438256545
1739209690.7944953;-45.120503652039325
1739209690.7944977;-45.120503652039325
1739209690.7944999;-38.13080360867914
1739209690.7945023;-38.13080360867914
1739209690.7945044;-32.816014438256545
1739209690.7945068;-35.57807855764607
1739209690.794509;-45.120503652039325
1739209690.794511;-38.13080360867914
1739209690.7945135;-35.57807855764607
1739209690.7945156;-38.13080360867914
1739209690.794518;-38.13080360867914
1739209690.7945201;-38.13080360867914
1739209690.7945225;-38.13080360867914
1739209690.7945247;-45.120503652039325
1739209690.794527;-38.13080360867914
1739209690.7945292;-38.13080360867914
1739209690.7945313;-45.120503652039325
1739209690.7945337;-38.13080360867914
1739209690.7945359;-45.120503652039325
1739209690.7945383;-38.13080360867914
1739209690.7945404;-38.13080360867914
1739209690.7945428;-45.120503652039325
1739209690.794545;-35.57807855764607
1739209690.7945473;-35.57807855764607
1739209690.7945495;-33.981070128970906
1739209690.7945516;-38.13080360867914
1739209690.794554;-35.57807855764607
1739209690.7945561;-38.13080360867914
1739209690.7945585;-38.13080360867914
1739209690.7945607;-45.120503652039325
1739209690.794563;-45.120503652039325
1739209690.7945652;-45.120503652039325
1739209690.7945673;-45.120503652039325
1739209690.7945697;-38.13080360867914
1739209690.7945719;-45.120503652039325
1739209690.7945743;-38.13080360867914
1739209690.7945764;-45.120503652039325
1739209690.7945788;-45.120503652039325
1739209690.794581;-35.57807855764607
1739209690.7945833;-35.57807855764607
1739209690.7945855;-38.13080360867914
1739209690.7945876;-45.120503652039325
1739209690.79459;-35.57807855764607
1739209690.7945921;-45.120503652039325
1739209690.7945945;-29.438486411369333
1739209690.7945967;-33.981070128970906
1739209690.794599;-38.13080360867914
1739209690.7946012;-38.13080360867914
1739209690.7946033;-38.13080360867914
1739209690.7946057;-38.13080360867914
1739209690.7946079;-38.13080360867914
1739209690.7946103;-33.981070128970906
1739209690.7946124;-45.120503652039325
1739209690.7946148;-45.120503652039325
1739209690.794617;-35.57807855764607
1739209690.7946193;-38.13080360867914
1739209690.7946215;-45.120503652039325
1739209690.7946236;-45.120503652039325
1739209690.794626;-38.13080360867914
1739209690.7946281;-38.13080360867914
1739209690.7946305;-45.120503652039325
1739209690.7946327;-45.120503652039325
1739209690.794635;-38.13080360867914
1739209690.7946372;-38.13080360867914
1739209690.7946393;-35.57807855764607
1739209690.7946417;-45.120503652039325
1739209690.7946439;-45.120503652039325
1739209690.7946463;-45.120503652039325
1739209690.7946484;-35.57807855764607
1739209690.7946508;-35.57807855764607
1739209690.794653;-45.120503652039325
1739209690.7946553;-38.13080360867914
1739209690.7946575;-38.13080360867914
1739209690.7946596;-45.120503652039325
1739209690.794662;-45.120503652039325
1739209690.7946641;-33.981070128970906
1739209690.7946665;-45.120503652039325
1739209690.7946687;-45.120503652039325
1739209690.794671;-38.13080360867914
1739209690.7946732;-45.120503652039325
1739209690.7946754;-38.13080360867914
1739209690.7946777;-38.13080360867914
1739209690.7946799;-38.13080360867914
1739209690.7946823;-45.120503652039325
1739209690.7946844;-31.141103565318893
1739209690.7946868;-28.58837851428586
1739209690.794689;-45.120503652039325
1739209690.7946913;-38.13080360867914
1739209690.7946935;-38.13080360867914
1739209690.7946956;-38.13080360867914
1739209690.794698;-45.120503652039325
1739209690.7947001;-38.13080360867914
1739209690.7947025;-38.13080360867914
1739209690.7947047;-45.120503652039325
1739209690.794707;-38.13080360867914
1739209690.7947092;-35.57807855764607
1739209690.7947116;-35.57807855764607
1739209690.7947137;-33.981070128970906
1739209690.794716;-45.120503652039325
1739209690.7947183;-45.120503652039325
1739209690.7947204;-45.120503652039325
1739209690.7947228;-45.120503652039325
1739209690.794725;-45.120503652039325
1739209690.7947273;-38.13080360867914
1739209690.7947295;-38.13080360867914
1739209690.7947316;-45.120503652039325
1739209690.794734;-38.13080360867914
1739209690.7947361;-38.13080360867914
1739209690.7947385;-35.57807855764607
1739209690.7947407;-33.981070128970906
1739209690.794743;-45.120503652039325
1739209690.7947452;-45.120503652039325
1739209690.7947476;-38.13080360867914
1739209690.7947497;-32.816014438256545
1739209690.794752;-38.13080360867914
1739209690.7947543;-45.120503652039325
1739209690.7947564;-45.120503652039325
1739209690.7947588;-45.120503652039325
1739209690.794761;-38.13080360867914
1739209690.7947633;-35.57807855764607
1739209690.7947655;-38.13080360867914
1739209690.7947676;-38.13080360867914
1739209690.79477;-38.13080360867914
1739209690.7947721;-45.120503652039325
1739209690.7947745;-38.13080360867914
1739209690.7947767;-35.57807855764607
1739209690.794779;-38.13080360867914
1739209690.7947812;-45.120503652039325
1739209690.7947836;-45.120503652039325
1739209690.7947857;-38.13080360867914
1739209690.794788;-38.13080360867914
1739209690.7947903;-45.120503652039325
1739209690.7947924;-45.120503652039325
1739209690.7947948;-45.120503652039325
1739209690.794797;-45.120503652039325
1739209690.7947993;-45.120503652039325
1739209690.7948015;-45.120503652039325
1739209690.7948036;-38.13080360867914
1739209690.794806;-35.57807855764607
1739209690.7948081;-38.13080360867914
1739209690.7948105;-45.120503652039325
1739209690.7948127;-45.120503652039325
1739209690.794815;-38.13080360867914
1739209690.7948172;-38.13080360867914
1739209690.7948196;-38.13080360867914
1739209690.7948217;-45.120503652039325
1739209690.794824;-38.13080360867914
1739209690.7948263;-38.13080360867914
1739209690.7948284;-38.13080360867914
1739209690.7948308;-38.13080360867914
1739209690.794833;-35.57807855764607
1739209690.7948353;-38.13080360867914
1739209690.7948375;-38.13080360867914
1739209690.7948399;-38.13080360867914
1739209690.794842;-38.13080360867914
1739209690.7948442;-38.13080360867914
1739209690.7948465;-38.13080360867914
1739209690.7948487;-45.120503652039325
1739209690.794851;-38.13080360867914
1739209690.7948532;-45.120503652039325
1739209690.7948556;-45.120503652039325
1739209690.7948577;-45.120503652039325
1739209690.79486;-35.57807855764607
1739209690.7948623;-35.57807855764607
1739209690.7948644;-45.120503652039325
1739209690.7948668;-38.13080360867914
1739209690.794869;-28.992665084841942
1739209690.7948713;-45.120503652039325
1739209690.7948735;-45.120503652039325
1739209690.7948759;-45.120503652039325
1739209690.794878;-30.49652367304973
1739209690.7948802;-38.13080360867914
1739209690.7948825;-38.13080360867914
1739209690.7948847;-45.120503652039325
1739209690.794887;-38.13080360867914
1739209690.7948892;-33.981070128970906
1739209690.7948916;-45.120503652039325
1739209690.7948937;-45.120503652039325
1739209690.794896;-33.981070128970906
1739209690.7948983;-38.13080360867914
1739209690.7949004;-45.120503652039325
1739209690.7949028;-45.120503652039325
1739209690.794905;-45.120503652039325
1739209690.7949073;-38.13080360867914
1739209690.7949095;-45.120503652039325
1739209690.7949119;-38.13080360867914
1739209690.794914;-45.120503652039325
1739209690.7949162;-38.13080360867914
1739209690.7949185;-38.13080360867914
1739209690.7949207;-38.13080360867914
1739209690.794923;-27.267205301931607
1739209690.7949252;-38.13080360867914
1739209690.7949276;-45.120503652039325
1739209690.7949297;-38.13080360867914
1739209690.794932;-38.13080360867914
1739209690.7949343;-45.120503652039325
1739209690.7949364;-45.120503652039325
1739209690.7949388;-38.13080360867914
1739209690.794941;-31.141103565318943
1739209690.7949433;-45.120503652039325
1739209690.7949455;-38.13080360867914
1739209690.7949479;-38.13080360867914
1739209690.79495;-45.120503652039325
1739209690.7949522;-38.13080360867914
1739209690.7949545;-31.141103565318915
1739209690.7949567;-35.57807855764607
1739209690.794959;-28.58837851428586
1739209690.7949612;-38.13080360867914
1739209690.7949636;-32.816014438256545
1739209690.7949657;-35.57807855764607
1739209690.7949681;-38.13080360867914
1739209690.7949703;-45.120503652039325
1739209690.7949724;-45.120503652039325
1739209690.7949748;-45.120503652039325
1739209690.794977;-45.120503652039325
1739209690.7949793;-45.120503652039325
1739209690.7949815;-45.120503652039325
1739209690.7949839;-45.120503652039325
1739209690.794986;-45.120503652039325
1739209690.7949882;-38.13080360867914
1739209690.7949905;-45.120503652039325
1739209690.7949927;-45.120503652039325
1739209690.794995;-45.120503652039325
1739209690.7949972;-38.13080360867914
1739209690.7949996;-45.120503652039325
1739209690.7950017;-45.120503652039325
1739209690.7950041;-45.120503652039325
1739209690.7950063;-38.13080360867914
1739209690.7950084;-38.13080360867914
1739209690.7950108;-45.120503652039325
1739209690.795013;-26.487275050834715
1739209690.7950153;-31.141103565318893
1739209690.7950175;-45.120503652039325
1739209690.7950199;-45.120503652039325
1739209690.795022;-33.981070128970906
1739209690.7950242;-45.120503652039325
1739209690.7950265;-45.120503652039325
1739209690.7950287;-45.120503652039325
1739209690.795031;-45.120503652039325
1739209690.7950332;-38.13080360867914
1739209690.7950356;-45.120503652039325
1739209690.7950377;-45.120503652039325
1739209690.7950401;-32.816014438256545
1739209690.7950423;-33.981070128970906
1739209690.7950444;-45.120503652039325
1739209690.7950468;-38.13080360867914
1739209690.795049;-32.816014438256545
1739209690.7950513;-38.13080360867914
1739209690.7950535;-45.120503652039325
1739209690.7950559;-38.13080360867914
1739209690.795058;-45.120503652039325
1739209690.7950602;-45.120503652039325
1739209690.7950625;-45.120503652039325
1739209690.7950647;-45.120503652039325
1739209690.795067;-32.816014438256545
1739209690.7950692;-35.57807855764607
1739209690.7950716;-45.120503652039325
1739209690.7950737;-45.120503652039325
1739209690.7950761;-35.57807855764607
1739209690.7950783;-38.13080360867914
1739209690.7950804;-45.120503652039325
1739209690.7950828;-38.13080360867914
1739209690.795085;-38.13080360867914
1739209690.7950873;-45.120503652039325
1739209690.7950895;-45.120503652039325
1739209690.7950919;-45.120503652039325
1739209690.795094;-45.120503652039325
1739209690.7950962;-38.13080360867914
1739209690.7950985;-38.13080360867914
1739209690.7951007;-45.120503652039325
1739209690.795103;-35.57807855764607
1739209690.7951052;-35.57807855764607
1739209690.7951076;-45.120503652039325
1739209690.7951097;-45.120503652039325
1739209690.7951121;-35.57807855764607
1739209690.7951143;-38.13080360867914
1739209690.7951164;-45.120503652039325
1739209690.7951188;-38.13080360867914
1739209690.795121;-38.13080360867914
1739209690.7951233;-45.120503652039325
1739209690.7951255;-45.120503652039325
1739209690.7951279;-38.13080360867914
1739209690.79513;-38.13080360867914
1739209690.7951324;-31.141103565318915
1739209690.7951345;-45.120503652039325
1739209690.7951367;-45.120503652039325
1739209690.795139;-38.13080360867914
1739209690.7951412;-38.13080360867914
1739209690.7951436;-38.13080360867914
1739209690.7951458;-38.13080360867914
1739209690.7951481;-38.13080360867914
1739209690.7951503;-38.13080360867914
1739209690.7951524;-45.120503652039325
1739209690.7951548;-45.120503652039325
1739209690.795157;-38.13080360867914
1739209690.7951593;-38.13080360867914
1739209690.7951615;-45.120503652039325
1739209690.7951639;-38.13080360867914
1739209690.795166;-35.57807855764607
1739209690.7951684;-33.981070128970906
1739209690.7951705;-38.13080360867914
1739209690.7951727;-45.120503652039325
1739209690.795175;-38.13080360867914
1739209690.7951772;-38.13080360867914
1739209690.7951796;-38.13080360867914
1739209690.7951818;-38.13080360867914
1739209690.7951841;-33.981070128970906
1739209690.7951863;-45.120503652039325
1739209690.7951884;-33.981070128970906
1739209690.7951908;-33.981070128970906
1739209690.795193;-38.13080360867914
1739209690.7951953;-33.981070128970906
1739209690.7951975;-45.120503652039325
1739209690.7951999;-45.120503652039325
1739209690.795202;-38.13080360867914
1739209690.7952044;-32.816014438256545
1739209690.7952065;-45.120503652039325
1739209690.7952087;-45.120503652039325
1739209690.795211;-33.981070128970906
1739209690.7952132;-33.981070128970906
1739209690.7952156;-38.13080360867914
1739209690.7952178;-45.120503652039325
1739209690.7952201;-38.13080360867914
1739209690.7952223;-45.120503652039325
1739209690.7952244;-38.13080360867914
1739209690.7952268;-38.13080360867914
1739209690.795229;-45.120503652039325
1739209690.7952313;-45.120503652039325
1739209690.7952335;-45.120503652039325
1739209690.7952359;-38.13080360867914
1739209690.795238;-38.13080360867914
1739209690.7952404;-38.13080360867914
1739209690.7952425;-38.13080360867914
1739209690.7952447;-38.13080360867914
1739209690.795247;-33.981070128970906
1739209690.7952492;-45.120503652039325
1739209690.7952516;-45.120503652039325
1739209690.7952538;-38.13080360867914
1739209690.7952561;-45.120503652039325
1739209690.7952583;-45.120503652039325
1739209690.7952607;-45.120503652039325
1739209690.7952628;-45.120503652039325
1739209690.795265;-38.13080360867914
1739209690.7952673;-45.120503652039325
1739209690.7952695;-38.13080360867914
1739209690.7952719;-45.120503652039325
1739209690.795274;-45.120503652039325
1739209690.7952764;-45.120503652039325
1739209690.7952785;-38.13080360867914
1739209690.7952807;-35.57807855764607
1739209690.795283;-32.816014438256545
1739209690.7952852;-38.13080360867914
1739209690.7952876;-45.120503652039325
