CAN Message; 0x77:3247a0842a92bf54
Timestamp;Amplitude
1739209878.9485765;-38.13080360867914
1739209878.9485838;-33.981070128970906
1739209878.9485912;-45.120503652039325
1739209878.9485989;-38.13080360867914
1739209878.9486063;-35.57807855764607
1739209878.9486136;-38.13080360867914
1739209878.948621;-45.120503652039325
1739209878.9486284;-38.13080360867914
1739209878.9486358;-38.13080360867914
1739209878.9486432;-27.877744956031414
1739209878.9486506;-45.120503652039325
1739209878.9486582;-45.120503652039325
1739209878.9486656;-45.120503652039325
1739209878.948673;-33.981070128970906
1739209878.9486804;-38.13080360867914
1739209878.9486878;-45.120503652039325
1739209878.9486952;-38.13080360867914
1739209878.9487026;-27.267205301931607
1739209878.94871;-35.57807855764607
1739209878.9487176;-38.13080360867914
1739209878.948725;-45.120503652039325
1739209878.9487324;-38.13080360867914
1739209878.9487398;-38.13080360867914
1739209878.9487472;-45.120503652039325
1739209878.9487545;-38.13080360867914
1739209878.948762;-30.49652367304973
1739209878.9487696;-38.13080360867914
1739209878.948777;-45.120503652039325
1739209878.9487844;-35.57807855764607
1739209878.9487917;-38.13080360867914
1739209878.9487991;-45.120503652039325
1739209878.9488065;-45.120503652039325
1739209878.948814;-33.981070128970906
1739209878.9488213;-38.13080360867914
1739209878.948829;-35.57807855764607
1739209878.9488363;-38.13080360867914
1739209878.9488437;-35.57807855764607
1739209878.948851;-38.13080360867914
1739209878.9488585;-45.120503652039325
1739209878.948866;-45.120503652039325
1739209878.9488733;-38.13080360867914
1739209878.9488807;-38.13080360867914
1739209878.9488883;-38.13080360867914
1739209878.9488957;-45.120503652039325
1739209878.948903;-45.120503652039325
1739209878.9489105;-38.13080360867914
1739209878.9489179;-45.120503652039325
1739209878.9489253;-33.981070128970906
1739209878.9489326;-45.120503652039325
1739209878.9489403;-38.13080360867914
1739209878.9489477;-38.13080360867914
1739209878.948955;-38.13080360867914
1739209878.9489625;-45.120503652039325
1739209878.9489698;-38.13080360867914
1739209878.9489772;-38.13080360867914
1739209878.9489846;-38.13080360867914
1739209878.948992;-32.816014438256545
1739209878.9489996;-35.57807855764607
1739209878.949007;-45.120503652039325
1739209878.9490144;-45.120503652039325
1739209878.9490218;-45.120503652039325
1739209878.9490292;-45.120503652039325
1739209878.9490366;-45.120503652039325
1739209878.949044;-33.981070128970906
1739209878.9490514;-35.57807855764607
1739209878.949059;-38.13080360867914
1739209878.9490664;-45.120503652039325
1739209878.9490738;-38.13080360867914
1739209878.9490812;-38.13080360867914
1739209878.9490886;-45.120503652039325
1739209878.949096;-45.120503652039325
1739209878.9491034;-45.120503652039325
1739209878.949111;-45.120503652039325
1739209878.9491184;-38.13080360867914
1739209878.9491258;-32.816014438256545
1739209878.9491332;-45.120503652039325
1739209878.9491405;-38.13080360867914
1739209878.949148;-38.13080360867914
1739209878.9491553;-38.13080360867914
1739209878.9491627;-45.120503652039325
1739209878.9491704;-45.120503652039325
1739209878.9491777;-38.13080360867914
1739209878.9491851;-45.120503652039325
1739209878.9491925;-38.13080360867914
1739209878.9492;-35.57807855764607
1739209878.9492073;-33.981070128970906
1739209878.9492147;-45.120503652039325
1739209878.949222;-38.13080360867914
1739209878.9492297;-38.13080360867914
1739209878.949237;-38.13080360867914
1739209878.9492445;-32.816014438256545
1739209878.949252;-38.13080360867914
1739209878.9492593;-38.13080360867914
1739209878.9492667;-45.120503652039325
1739209878.949274;-32.816014438256545
1739209878.9492817;-35.57807855764607
1739209878.949289;-45.120503652039325
1739209878.9492965;-33.981070128970906
1739209878.9493039;-45.120503652039325
1739209878.9493113;-38.13080360867914
1739209878.9493186;-45.120503652039325
1739209878.949326;-45.120503652039325
1739209878.9493334;-45.120503652039325
1739209878.949341;-38.13080360867914
1739209878.9493484;-45.120503652039325
1739209878.9493558;-38.13080360867914
1739209878.9493632;-35.57807855764607
1739209878.9493706;-45.120503652039325
1739209878.949378;-45.120503652039325
1739209878.9493854;-38.13080360867914
1739209878.949393;-35.57807855764607
1739209878.9494004;-33.981070128970906
1739209878.9494078;-35.57807855764607
1739209878.9494152;-45.120503652039325
1739209878.9494226;-45.120503652039325
1739209878.94943;-38.13080360867914
1739209878.9494374;-32.816014438256545
1739209878.9494448;-38.13080360867914
1739209878.9494524;-38.13080360867914
1739209878.9494598;-38.13080360867914
1739209878.9494672;-45.120503652039325
1739209878.9494746;-38.13080360867914
1739209878.949482;-38.13080360867914
1739209878.9494894;-45.120503652039325
1739209878.9494967;-32.816014438256545
1739209878.9495041;-45.120503652039325
1739209878.9495118;-35.57807855764607
1739209878.9495192;-38.13080360867914
1739209878.9495265;-45.120503652039325
1739209878.949534;-38.13080360867914
1739209878.9495413;-30.49652367304973
1739209878.9495487;-32.816014438256545
1739209878.949556;-45.120503652039325
1739209878.9495637;-38.13080360867914
1739209878.9495711;-38.13080360867914
1739209878.9495785;-35.57807855764607
1739209878.949586;-45.120503652039325
1739209878.9495933;-33.981070128970906
1739209878.9496007;-38.13080360867914
1739209878.949608;-33.981070128970906
1739209878.9496155;-35.57807855764607
1739209878.949623;-45.120503652039325
1739209878.9496305;-38.13080360867914
1739209878.949638;-45.120503652039325
1739209878.9496453;-35.57807855764607
1739209878.9496527;-45.120503652039325
1739209878.94966;-31.141103565318915
1739209878.9496675;-33.981070128970906
1739209878.9496748;-38.13080360867914
1739209878.9496825;-35.57807855764607
1739209878.9496899;-35.57807855764607
1739209878.9496973;-38.13080360867914
1739209878.9497046;-45.120503652039325
1739209878.949712;-38.13080360867914
1739209878.9497194;-38.13080360867914
1739209878.9497268;-38.13080360867914
1739209878.9497344;-38.13080360867914
1739209878.9497418;-38.13080360867914
1739209878.9497492;-45.120503652039325
1739209878.9497566;-45.120503652039325
1739209878.949764;-38.13080360867914
1739209878.9497714;-45.120503652039325
1739209878.9497788;-38.13080360867914
1739209878.9497862;-38.13080360867914
1739209878.9497938;-45.120503652039325
1739209878.9498012;-38.13080360867914
1739209878.9498086;-45.120503652039325
1739209878.949816;-45.120503652039325
1739209878.9498234;-38.13080360867914
1739209878.9498308;-38.13080360867914
1739209878.9498382;-33.981070128970906
1739209878.9498456;-33.981070128970906
1739209878.9498532;-38.13080360867914
1739209878.9498606;-45.120503652039325
1739209878.949868;-38.13080360867914
1739209878.9498754;-33.981070128970906
1739209878.9498827;-45.120503652039325
1739209878.9498901;-38.13080360867914
1739209878.9498975;-38.13080360867914
1739209878.9499052;-29.438486411369347
1739209878.9499125;-45.120503652039325
1739209878.94992;-45.120503652039325
1739209878.9499273;-45.120503652039325
1739209878.9499347;-45.120503652039325
1739209878.949942;-45.120503652039325
1739209878.9499495;-45.120503652039325
1739209878.949957;-38.13080360867914
1739209878.9499645;-31.141103565318915
1739209878.949972;-38.13080360867914
1739209878.9499793;-38.13080360867914
1739209878.9499867;-45.120503652039325
1739209878.949994;-38.13080360867914
1739209878.9500015;-38.13080360867914
1739209878.9500089;-38.13080360867914
1739209878.9500165;-45.120503652039325
1739209878.950024;-33.981070128970906
1739209878.9500313;-35.57807855764607
1739209878.9500387;-38.13080360867914
1739209878.950046;-45.120503652039325
1739209878.9500535;-38.13080360867914
1739209878.9500608;-32.816014438256545
1739209878.9500682;-32.816014438256545
1739209878.9500759;-45.120503652039325
1739209878.9500833;-38.13080360867914
1739209878.9500906;-45.120503652039325
1739209878.950098;-38.13080360867914
1739209878.9501054;-45.120503652039325
1739209878.9501128;-45.120503652039325
1739209878.9501202;-38.13080360867914
1739209878.9501276;-38.13080360867914
1739209878.9501352;-38.13080360867914
1739209878.9501426;-33.981070128970906
1739209878.95015;-35.57807855764607
1739209878.9501574;-45.120503652039325
1739209878.9501648;-38.13080360867914
1739209878.9501722;-33.981070128970906
1739209878.9501796;-38.13080360867914
1739209878.9501872;-45.120503652039325
1739209878.9501946;-38.13080360867914
1739209878.950202;-33.981070128970906
1739209878.9502094;-45.120503652039325
1739209878.9502168;-45.120503652039325
1739209878.9502242;-45.120503652039325
1739209878.9502316;-38.13080360867914
1739209878.950239;-38.13080360867914
1739209878.9502466;-35.57807855764607
1739209878.950254;-45.120503652039325
1739209878.9502614;-45.120503652039325
1739209878.9502687;-32.816014438256545
1739209878.9502761;-45.120503652039325
1739209878.9502835;-45.120503652039325
1739209878.950291;-38.13080360867914
1739209878.9502983;-32.816014438256545
1739209878.950306;-45.120503652039325
1739209878.9503133;-45.120503652039325
1739209878.9503207;-33.981070128970906
1739209878.950328;-45.120503652039325
1739209878.9503355;-38.13080360867914
1739209878.950343;-38.13080360867914
1739209878.9503503;-45.120503652039325
1739209878.950358;-45.120503652039325
1739209878.9503653;-45.120503652039325
1739209878.9503727;-33.981070128970906
1739209878.95038;-33.981070128970906
1739209878.9503875;-45.120503652039325
1739209878.9503949;-38.13080360867914
1739209878.9504023;-38.13080360867914
1739209878.9504097;-33.981070128970906
1739209878.9504173;-38.13080360867914
1739209878.9504247;-45.120503652039325
1739209878.950432;-45.120503652039325
1739209878.9504395;-45.120503652039325
1739209878.9504468;-32.816014438256545
1739209878.9504542;-45.120503652039325
1739209878.9504616;-45.120503652039325
1739209878.950469;-45.120503652039325
1739209878.9504766;-32.816014438256545
1739209878.950484;-38.13080360867914
1739209878.9504914;-45.120503652039325
1739209878.9504988;-45.120503652039325
1739209878.9505062;-45.120503652039325
1739209878.9505136;-45.120503652039325
1739209878.950521;-45.120503652039325
1739209878.9505286;-35.57807855764607
1739209878.950536;-45.120503652039325
1739209878.9505434;-38.13080360867914
1739209878.9505508;-38.13080360867914
1739209878.9505582;-35.57807855764607
1739209878.9505656;-32.816014438256545
1739209878.950573;-45.120503652039325
1739209878.9505804;-35.57807855764607
1739209878.950588;-45.120503652039325
1739209878.9505954;-45.120503652039325
1739209878.9506028;-45.120503652039325
1739209878.9506102;-33.981070128970906
1739209878.9506176;-45.120503652039325
1739209878.950625;-45.120503652039325
1739209878.9506323;-38.13080360867914
1739209878.9506397;-45.120503652039325
1739209878.9506474;-38.13080360867914
1739209878.9506547;-45.120503652039325
1739209878.9506621;-45.120503652039325
1739209878.9506695;-45.120503652039325
1739209878.950677;-45.120503652039325
1739209878.9506843;-29.438486411369333
1739209878.9506917;-38.13080360867914
1739209878.9506993;-45.120503652039325
1739209878.9507067;-32.816014438256545
1739209878.950714;-29.438486411369333
1739209878.9507215;-38.13080360867914
1739209878.950729;-38.13080360867914
1739209878.9507363;-45.120503652039325
1739209878.9507437;-38.13080360867914
1739209878.950751;-38.13080360867914
1739209878.9507587;-45.120503652039325
1739209878.950766;-45.120503652039325
1739209878.9507735;-45.120503652039325
1739209878.9507809;-38.13080360867914
1739209878.9507883;-45.120503652039325
1739209878.9507957;-45.120503652039325
1739209878.950803;-45.120503652039325
1739209878.9508107;-38.13080360867914
1739209878.950818;-45.120503652039325
1739209878.9508255;-38.13080360867914
1739209878.9508328;-35.57807855764607
1739209878.9508402;-38.13080360867914
1739209878.9508476;-35.57807855764607
1739209878.950855;-45.120503652039325
1739209878.9508624;-26.991370085610722
1739209878.95087;-33.981070128970906
1739209878.9508774;-45.120503652039325
1739209878.9508848;-35.57807855764607
1739209878.9508922;-35.57807855764607
1739209878.9508996;-38.13080360867914
1739209878.950907;-45.120503652039325
1739209878.9509144;-38.13080360867914
1739209878.9509218;-38.13080360867914
1739209878.9509294;-45.120503652039325
1739209878.9509368;-45.120503652039325
1739209878.9509442;-45.120503652039325
1739209878.9509516;-45.120503652039325
1739209878.950959;-45.120503652039325
1739209878.9509664;-45.120503652039325
1739209878.9509737;-33.981070128970906
1739209878.9509814;-28.58837851428586
1739209878.9509888;-31.141103565318915
1739209878.9509962;-38.13080360867914
1739209878.9510036;-38.13080360867914
1739209878.951011;-38.13080360867914
1739209878.9510183;-38.13080360867914
1739209878.9510257;-35.57807855764607
1739209878.951033;-38.13080360867914
1739209878.9510407;-45.120503652039325
1739209878.9510481;-38.13080360867914
1739209878.9510555;-45.120503652039325
1739209878.951063;-38.13080360867914
1739209878.9510703;-38.13080360867914
1739209878.9510777;-45.120503652039325
1739209878.951085;-45.120503652039325
1739209878.9510925;-45.120503652039325
1739209878.9511;-45.120503652039325
1739209878.9511075;-45.120503652039325
1739209878.951115;-45.120503652039325
1739209878.9511223;-45.120503652039325
1739209878.9511297;-35.57807855764607
1739209878.951137;-38.13080360867914
1739209878.9511445;-45.120503652039325
1739209878.951152;-38.13080360867914
1739209878.9511595;-28.58837851428586
1739209878.9511669;-28.992665084841942
1739209878.9511743;-45.120503652039325
1739209878.9511817;-38.13080360867914
1739209878.951189;-38.13080360867914
1739209878.9511964;-35.57807855764607
1739209878.9512038;-35.57807855764607
1739209878.9512115;-45.120503652039325
1739209878.9512188;-38.13080360867914
1739209878.9512262;-38.13080360867914
1739209878.9512336;-45.120503652039325
1739209878.951241;-45.120503652039325
1739209878.9512484;-45.120503652039325
1739209878.9512558;-45.120503652039325
1739209878.9512632;-45.120503652039325
1739209878.9512708;-45.120503652039325
1739209878.9512782;-38.13080360867914
1739209878.9512856;-38.13080360867914
1739209878.951293;-45.120503652039325
1739209878.9513004;-38.13080360867914
1739209878.9513078;-38.13080360867914
1739209878.9513152;-45.120503652039325
1739209878.9513228;-38.13080360867914
1739209878.9513302;-38.13080360867914
1739209878.9513376;-38.13080360867914
1739209878.951345;-33.981070128970906
1739209878.9513524;-38.13080360867914
1739209878.9513597;-38.13080360867914
1739209878.9513671;-33.981070128970906
1739209878.9513745;-32.816014438256545
1739209878.9513822;-45.120503652039325
1739209878.9513896;-38.13080360867914
1739209878.951397;-38.13080360867914
1739209878.9514043;-38.13080360867914
1739209878.9514117;-45.120503652039325
1739209878.951419;-38.13080360867914
1739209878.9514265;-33.981070128970906
1739209878.951434;-38.13080360867914
1739209878.9514415;-33.981070128970906
1739209878.951449;-38.13080360867914
1739209878.9514563;-45.120503652039325
1739209878.9514637;-38.13080360867914
1739209878.951471;-45.120503652039325
1739209878.9514785;-45.120503652039325
1739209878.9514859;-38.13080360867914
1739209878.9514935;-38.13080360867914
1739209878.951501;-45.120503652039325
1739209878.9515083;-38.13080360867914
1739209878.9515157;-38.13080360867914
1739209878.951523;-38.13080360867914
1739209878.9515305;-45.120503652039325
1739209878.9515378;-45.120503652039325
1739209878.9515452;-45.120503652039325
1739209878.9515529;-38.13080360867914
1739209878.9515603;-45.120503652039325
1739209878.9515676;-45.120503652039325
1739209878.951575;-45.120503652039325
1739209878.9515824;-45.120503652039325
1739209878.9515898;-45.120503652039325
1739209878.9515972;-38.13080360867914
1739209878.9516048;-35.57807855764607
1739209878.9516122;-38.13080360867914
1739209878.9516196;-45.120503652039325
1739209878.951627;-33.981070128970906
1739209878.9516344;-45.120503652039325
1739209878.9516418;-38.13080360867914
1739209878.9516492;-38.13080360867914
1739209878.9516566;-45.120503652039325
1739209878.9516642;-38.13080360867914
1739209878.9516716;-38.13080360867914
1739209878.951679;-45.120503652039325
1739209878.9516864;-38.13080360867914
1739209878.9516938;-38.13080360867914
1739209878.9517012;-45.120503652039325
1739209878.9517086;-45.120503652039325
1739209878.951716;-38.13080360867914
1739209878.9517236;-32.816014438256545
1739209878.951731;-38.13080360867914
1739209878.9517384;-45.120503652039325
1739209878.9517457;-38.13080360867914
1739209878.9517531;-45.120503652039325
1739209878.9517605;-38.13080360867914
1739209878.951768;-32.816014438256545
1739209878.9517756;-45.120503652039325
1739209878.951783;-38.13080360867914
1739209878.9517903;-45.120503652039325
1739209878.9517977;-38.13080360867914
1739209878.951805;-38.13080360867914
1739209878.9518125;-45.120503652039325
1739209878.95182;-45.120503652039325
1739209878.9518273;-45.120503652039325
1739209878.951835;-45.120503652039325
1739209878.9518423;-45.120503652039325
1739209878.9518497;-38.13080360867914
1739209878.951857;-45.120503652039325
1739209878.9518645;-38.13080360867914
1739209878.9518719;-45.120503652039325
1739209878.9518793;-38.13080360867914
1739209878.9518867;-31.141103565318893
1739209878.9518943;-33.981070128970906
1739209878.9519017;-38.13080360867914
1739209878.951909;-45.120503652039325
1739209878.9519165;-38.13080360867914
1739209878.9519238;-45.120503652039325
1739209878.9519312;-35.57807855764607
1739209878.9519386;-45.120503652039325
1739209878.9519463;-45.120503652039325
1739209878.9519536;-45.120503652039325
1739209878.951961;-45.120503652039325
1739209878.9519684;-38.13080360867914
1739209878.9519758;-45.120503652039325
1739209878.9519832;-45.120503652039325
1739209878.9519906;-45.120503652039325
1739209878.951998;-45.120503652039325
1739209878.9520056;-32.816014438256545
1739209878.952013;-38.13080360867914
1739209878.9520204;-45.120503652039325
1739209878.9520278;-38.13080360867914
1739209878.9520352;-32.816014438256545
1739209878.9520426;-45.120503652039325
1739209878.95205;-38.13080360867914
1739209878.9520574;-45.120503652039325
1739209878.952065;-35.57807855764607
1739209878.9520724;-38.13080360867914
1739209878.9520798;-45.120503652039325
1739209878.9520872;-45.120503652039325
1739209878.9520946;-45.120503652039325
1739209878.952102;-38.13080360867914
1739209878.9521093;-45.120503652039325
1739209878.952117;-38.13080360867914
1739209878.9521244;-45.120503652039325
1739209878.9521317;-33.981070128970906
1739209878.9521391;-35.57807855764607
1739209878.9521465;-38.13080360867914
1739209878.952154;-35.57807855764607
1739209878.9521613;-45.120503652039325
1739209878.9521687;-35.57807855764607
1739209878.9521763;-38.13080360867914
1739209878.9521837;-30.49652367304973
1739209878.952191;-35.57807855764607
1739209878.9521985;-38.13080360867914
1739209878.952206;-38.13080360867914
1739209878.9522133;-45.120503652039325
1739209878.9522207;-33.981070128970906
1739209878.952228;-45.120503652039325
1739209878.9522357;-33.981070128970906
1739209878.952243;-31.141103565318943
1739209878.9522505;-38.13080360867914
1739209878.9522579;-32.816014438256545
1739209878.9522653;-38.13080360867914
1739209878.9522727;-38.13080360867914
1739209878.95228;-45.120503652039325
1739209878.9522877;-45.120503652039325
1739209878.952295;-38.13080360867914
1739209878.9523025;-28.58837851428586
1739209878.9523098;-33.981070128970906
1739209878.9523172;-45.120503652039325
1739209878.9523246;-45.120503652039325
1739209878.952332;-29.438486411369333
1739209878.9523394;-38.13080360867914
1739209878.952347;-45.120503652039325
1739209878.9523544;-38.13080360867914
1739209878.9523618;-45.120503652039325
1739209878.9523692;-45.120503652039325
1739209878.9523766;-35.57807855764607
1739209878.952384;-38.13080360867914
1739209878.9523914;-45.120503652039325
1739209878.952399;-38.13080360867914
1739209878.9524064;-45.120503652039325
1739209878.9524138;-33.981070128970906
1739209878.9524212;-45.120503652039325
1739209878.9524286;-45.120503652039325
1739209878.952436;-38.13080360867914
1739209878.9524434;-45.120503652039325
1739209878.9524508;-45.120503652039325
1739209878.9524584;-38.13080360867914
1739209878.9524658;-38.13080360867914
1739209878.9524732;-45.120503652039325
1739209878.9524806;-33.981070128970906
1739209878.952488;-45.120503652039325
1739209878.9524953;-38.13080360867914
1739209878.9525027;-45.120503652039325
1739209878.95251;-38.13080360867914
1739209878.9525177;-35.57807855764607
1739209878.9525251;-45.120503652039325
1739209878.9525325;-38.13080360867914
1739209878.95254;-38.13080360867914
1739209878.9525473;-38.13080360867914
1739209878.9525547;-38.13080360867914
1739209878.952562;-38.13080360867914
1739209878.9525697;-45.120503652039325
1739209878.952577;-38.13080360867914
1739209878.9525845;-32.816014438256545
1739209878.952592;-38.13080360867914
1739209878.9525993;-33.981070128970906
1739209878.9526067;-31.141103565318915
1739209878.952614;-45.120503652039325
1739209878.9526215;-38.13080360867914
1739209878.952629;-38.13080360867914
1739209878.9526365;-33.981070128970906
1739209878.9526439;-32.816014438256545
1739209878.9526513;-38.13080360867914
1739209878.9526587;-45.120503652039325
1739209878.952666;-32.816014438256545
1739209878.9526734;-38.13080360867914
1739209878.9526808;-38.13080360867914
1739209878.9526885;-45.120503652039325
1739209878.9526958;-45.120503652039325
1739209878.9527032;-38.13080360867914
1739209878.9527106;-33.981070128970906
1739209878.952718;-38.13080360867914
1739209878.9527254;-30.49652367304973
1739209878.9527328;-45.120503652039325
1739209878.9527404;-45.120503652039325
1739209878.9527478;-45.120503652039325
1739209878.9527552;-38.13080360867914
1739209878.9527626;-38.13080360867914
1739209878.95277;-38.13080360867914
1739209878.9527774;-45.120503652039325
1739209878.9527848;-26.991370085610722
1739209878.9527922;-38.13080360867914
1739209878.9527998;-45.120503652039325
1739209878.9528072;-45.120503652039325
1739209878.9528146;-38.13080360867914
1739209878.952822;-38.13080360867914
1739209878.9528294;-38.13080360867914
1739209878.9528368;-45.120503652039325
1739209878.9528441;-33.981070128970906
1739209878.9528515;-33.981070128970906
1739209878.9528592;-45.120503652039325
1739209878.9528666;-45.120503652039325
1739209878.952874;-38.13080360867914
1739209878.9528813;-38.13080360867914
1739209878.9528887;-38.13080360867914
1739209878.952896;-45.120503652039325
1739209878.9529035;-31.141103565318915
1739209878.9529111;-38.13080360867914
1739209878.9529185;-38.13080360867914
1739209878.952926;-45.120503652039325
1739209878.9529333;-38.13080360867914
1739209878.9529407;-38.13080360867914
1739209878.952948;-38.13080360867914
1739209878.9529555;-35.57807855764607
1739209878.9529629;-45.120503652039325
1739209878.9529705;-38.13080360867914
1739209878.952978;-38.13080360867914
1739209878.9529853;-38.13080360867914
1739209878.9529927;-38.13080360867914
1739209878.953;-45.120503652039325
1739209878.9530075;-35.57807855764607
1739209878.9530149;-32.816014438256545
1739209878.9530222;-45.120503652039325
1739209878.9530299;-32.816014438256545
1739209878.9530373;-35.57807855764607
1739209878.9530447;-35.57807855764607
1739209878.953052;-45.120503652039325
1739209878.9530594;-31.141103565318893
1739209878.9530668;-38.13080360867914
1739209878.9530742;-45.120503652039325
1739209878.9530818;-33.981070128970906
1739209878.9530892;-35.57807855764607
1739209878.9530966;-38.13080360867914
1739209878.953104;-38.13080360867914
1739209878.9531114;-38.13080360867914
1739209878.9531188;-45.120503652039325
1739209878.9531262;-38.13080360867914
1739209878.9531336;-32.816014438256545
1739209878.9531412;-33.981070128970906
1739209878.9531486;-45.120503652039325
1739209878.953156;-33.981070128970906
1739209878.9531634;-45.120503652039325
1739209878.9531708;-38.13080360867914
1739209878.9531782;-35.57807855764607
1739209878.9531856;-38.13080360867914
1739209878.9531932;-32.816014438256545
1739209878.9532006;-38.13080360867914
1739209878.953208;-45.120503652039325
1739209878.9532154;-38.13080360867914
1739209878.9532228;-45.120503652039325
1739209878.9532301;-38.13080360867914
1739209878.9532375;-38.13080360867914
1739209878.953245;-45.120503652039325
1739209878.9532526;-45.120503652039325
1739209878.95326;-38.13080360867914
1739209878.9532673;-45.120503652039325
1739209878.9532747;-38.13080360867914
1739209878.953282;-45.120503652039325
1739209878.9532895;-38.13080360867914
1739209878.953297;-32.816014438256545
1739209878.9533043;-45.120503652039325
1739209878.953312;-45.120503652039325
1739209878.9533193;-45.120503652039325
1739209878.9533267;-45.120503652039325
1739209878.953334;-38.13080360867914
1739209878.9533415;-38.13080360867914
1739209878.9533489;-45.120503652039325
1739209878.9533563;-45.120503652039325
1739209878.953364;-33.981070128970906
1739209878.9533713;-35.57807855764607
1739209878.9533787;-45.120503652039325
1739209878.953386;-45.120503652039325
1739209878.9533935;-45.120503652039325
1739209878.9534009;-45.120503652039325
1739209878.9534082;-35.57807855764607
1739209878.9534156;-38.13080360867914
1739209878.9534233;-45.120503652039325
1739209878.9534307;-45.120503652039325
1739209878.953438;-45.120503652039325
1739209878.9534454;-32.816014438256545
1739209878.9534528;-45.120503652039325
1739209878.9534602;-45.120503652039325
1739209878.9534676;-38.13080360867914
1739209878.953475;-32.816014438256545
1739209878.9534826;-45.120503652039325
1739209878.95349;-45.120503652039325
1739209878.9534974;-35.57807855764607
1739209878.9535048;-45.120503652039325
1739209878.9535122;-45.120503652039325
1739209878.9535196;-45.120503652039325
1739209878.953527;-45.120503652039325
1739209878.9535346;-45.120503652039325
1739209878.953542;-45.120503652039325
1739209878.9535494;-45.120503652039325
1739209878.9535568;-45.120503652039325
1739209878.9535642;-32.816014438256545
1739209878.9535716;-38.13080360867914
1739209878.953579;-45.120503652039325
1739209878.9535863;-45.120503652039325
1739209878.953594;-45.120503652039325
1739209878.9536014;-38.13080360867914
1739209878.9536088;-38.13080360867914
1739209878.9536161;-38.13080360867914
1739209878.9536235;-45.120503652039325
1739209878.953631;-45.120503652039325
1739209878.9536383;-45.120503652039325
1739209878.9536457;-33.981070128970906
1739209878.9536533;-38.13080360867914
1739209878.9536607;-45.120503652039325
1739209878.953668;-38.13080360867914
1739209878.9536755;-38.13080360867914
1739209878.953683;-35.57807855764607
1739209878.9536903;-38.13080360867914
1739209878.9536977;-45.120503652039325
1739209878.9537053;-45.120503652039325
1739209878.9537127;-33.981070128970906
1739209878.95372;-38.13080360867914
1739209878.9537275;-45.120503652039325
1739209878.9537349;-38.13080360867914
1739209878.9537423;-38.13080360867914
1739209878.9537497;-38.13080360867914
1739209878.953757;-45.120503652039325
1739209878.9537647;-45.120503652039325
1739209878.953772;-45.120503652039325
1739209878.9537795;-45.120503652039325
1739209878.9537868;-45.120503652039325
1739209878.9537942;-45.120503652039325
1739209878.9538016;-45.120503652039325
1739209878.953809;-45.120503652039325
1739209878.9538164;-38.13080360867914
1739209878.953824;-38.13080360867914
1739209878.9538314;-45.120503652039325
1739209878.9538388;-45.120503652039325
1739209878.9538462;-38.13080360867914
1739209878.9538536;-45.120503652039325
1739209878.953861;-45.120503652039325
1739209878.9538684;-31.141103565318915
1739209878.953876;-33.981070128970906
1739209878.9538834;-38.13080360867914
1739209878.9538908;-45.120503652039325
1739209878.9538982;-38.13080360867914
1739209878.9539056;-35.57807855764607
1739209878.953913;-38.13080360867914
1739209878.9539204;-45.120503652039325
1739209878.9539278;-45.120503652039325
1739209878.9539354;-45.120503652039325
